Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,4,0,4,19,21,24,20,0,0,0,1,24,0.2380054,3.890977,0.5102537
0,4,0,4,19,21,24,20,0,0,0,1,24,0.2380054,4.490713,0.5522167
0,4,0,4,17,21,24,20,0,0,0,1,24,0.2380054,3.48607,0.4819227
0,4,0,4,20,22,24,20,1,1,0,1,24,0.2380054,4.59321,0.5593883
1,4,1,4,20,20,21,20,0,0,1,1,23,0.2280885,4.66199,0.5420223
0,4,0,4,20,22,24,20,0,0,0,1,24,0.2380054,4.509349,0.5535206
0,4,0,4,19,23,24,20,1,1,0,1,24,0.2380054,4.910867,0.5816145
0,4,0,4,20,22,24,20,0,0,0,1,24,0.2380054,4.979481,0.5864154
0,4,0,4,19,20,24,20,0,0,0,1,24,0.2380054,3.921472,0.5123874
0,4,0,4,19,22,24,20,0,0,0,1,24,0.2380054,4.383133,0.5446894
0,4,0,4,16,20,24,20,0,0,0,1,24,0.2380054,2.804167,0.4342105
0,4,0,4,20,21,24,20,2,2,0,1,24,0.2380054,4.920185,0.5822665
1,5,1,4,18,20,15,11,0,0,1,2,23,0.2280885,3.655956,0.4742769
0,4,0,4,19,21,24,20,0,0,0,1,24,0.2380054,3.989239,0.517129
0,4,0,4,18,23,24,20,0,0,0,1,24,0.2380054,4.250141,0.5353841
0,4,0,4,19,21,24,20,1,1,0,1,24,0.2380054,4.399228,0.5458156
0,5,0,4,17,20,24,16,1,1,0,2,24,0.2380054,4.147643,0.5282124
0,4,0,4,20,22,24,20,0,0,0,1,24,0.2380054,4.651659,0.563478
0,4,0,4,17,22,24,20,1,1,0,1,24,0.2380054,3.675817,0.4951991
0,4,0,4,18,20,24,20,0,0,0,1,24,0.2380054,2.787225,0.4330251
2,4,1,4,19,21,20,20,0,0,2,1,22,0.2181716,4.574332,0.5141655
0,4,0,4,19,20,24,20,1,1,0,1,24,0.2380054,4.525443,0.5546468
0,4,0,4,18,22,24,20,0,0,0,1,24,0.2380054,3.431857,0.4781294
0,4,0,4,19,21,24,20,0,0,0,1,24,0.2380054,4.255223,0.5357397
0,4,0,4,20,23,24,20,0,0,0,1,24,0.2380054,4.150185,0.5283902
1,4,1,4,19,22,23,20,0,0,1,1,23,0.2280885,4.491237,0.5305239
0,4,0,4,20,21,24,20,0,0,0,1,24,0.2380054,4.472924,0.550972
0,4,0,4,18,21,24,20,0,0,0,1,24,0.2380054,3.670735,0.4948435
0,4,0,4,19,22,24,20,2,2,0,1,24,0.2380054,4.676224,0.5651968
0,4,0,4,19,21,24,20,0,0,0,1,24,0.2380054,4.132396,0.5271456
0,4,0,4,19,23,24,20,0,0,0,1,24,0.2380054,4.432264,0.5481271
1,4,1,4,19,21,21,20,2,2,1,1,23,0.2280885,5.016699,0.565908
0,4,0,4,18,21,24,20,0,0,0,1,24,0.2380054,4.06717,0.5225818
1,4,1,4,19,21,20,20,0,0,1,1,23,0.2280885,4.883793,0.5569583
