Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,4,0,1,16,27,34,17,0,0,0,4,34,0.2503137,0.2285704,0.2660974
1,7,1,3,18,27,33,20,0,0,1,5,33,0.2429515,0.5292133,0.2784946
0,5,0,3,16,26,34,23,0,0,0,3,34,0.2503137,0.3430661,0.2740038
0,7,0,4,17,26,34,22,0,0,0,3,34,0.2503137,0.4401584,0.2807084
1,6,1,3,20,27,33,25,0,0,1,4,33,0.2429515,0.336151,0.2655281
0,5,0,3,16,27,34,27,0,0,0,3,34,0.2503137,0.5693095,0.2896268
1,3,1,1,16,28,32,27,0,0,1,3,33,0.2429515,0.6544684,0.286907
1,6,1,4,16,28,32,22,0,0,1,3,33,0.2429515,0.7929082,0.2962049
0,5,0,2,16,26,34,25,0,0,0,4,34,0.2503137,0.2166628,0.2652751
0,6,0,4,17,28,34,25,0,0,0,3,34,0.2503137,0.8221159,0.3070841
1,8,1,3,16,27,32,22,0,0,1,5,33,0.2429515,0.6290407,0.2851992
0,6,0,3,16,28,34,22,0,0,0,3,34,0.2503137,-0.000420938,0.2502846
2,9,1,5,17,25,23,16,0,0,2,4,32,0.2355894,0.6728564,0.2795066
0,7,0,3,18,26,34,17,0,0,0,4,34,0.2503137,0.2798644,0.2696395
1,7,1,4,17,28,32,23,0,0,1,4,33,0.2429515,0.6026712,0.2834282
1,6,1,4,16,29,32,22,0,0,1,3,33,0.2429515,0.7477034,0.2931689
0,8,0,6,17,29,34,23,0,0,0,3,34,0.2503137,0.5665616,0.2894371
0,6,0,5,16,28,34,27,0,0,0,2,34,0.2503137,0.502444,0.2850095
0,7,0,3,17,30,34,17,0,0,0,4,34,0.2503137,0.6801413,0.2972802
0,4,0,1,18,28,34,22,0,0,0,4,34,0.2503137,0.4694693,0.2827324
2,6,1,3,15,25,31,20,0,0,2,4,32,0.2355894,0.6505678,0.2780519
0,5,0,2,18,26,34,22,0,0,0,3,34,0.2503137,0.3549736,0.2748261
0,7,0,4,18,30,34,23,0,1,0,4,34,0.2503137,0.5207633,0.2862745
