Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-449.3429	-423.2304	-26.11253	7	3.475081	0.0387674	0.0127317	0.172495	0.177591	0.0798361	0.0129798	0.0566863	0.0356781	0.0381757	0.0169237	0.0562417	0.064795	0.0547544	0.00356912	0.0428931	0.0846085	0.0272674	0.120583	0.0302043	0.0217754	0.00513386	0.00564954	0.0543244	0.171341	0.0912686	0.00892047	0.0306913	0.203605	0.0172943	0.0159864	0.0393555	0.134183	0.0313143	0.132456	0.231858	0.152958	0.0407054	0.0373795	0.0202224	0.0310396	0.136092	0.110632	0.0506454	0.0460753	0.0297473	0.0111197	0.05644212	-0.01257054	0.235512	0.0247053	0.0620893	0.000388615	0.0246965	0.0192726	0.140221	0.0522194	0.00312389	0.00414157	0.0340521	0.0157057	0.046174	0.331192	0.00650675	0.439448	3	18.62635	0.09412997	0.422974	0.754847	1.08403	1.73815	0.0414424	0.248531	0.205066	0.189495	0.204616	0.110849	0.4268774	1.029448
100	-434.8762	-422.8818	-11.99434	8.883073	2.90629	0.173407	0.0952105	0.00189054	0.0244505	0.0569756	0.00199956	0.0346343	0.0231573	0.0825946	0.0246482	0.0172971	0.051388	0.029278	0.0772189	0.0084543	0.122316	0.024004	0.0861535	0.176396	0.0837091	0.00188327	0.00805507	0.0451231	0.0457434	0.0550327	0.0828674	0.00517658	0.0164026	0.126705	0.0982518	0.384461	0.000434817	0.0906359	0.152185	0.071576	0.0661436	0.0447915	0.0852426	0.0278644	0.115945	0.0585638	0.0272292	0.0422841	0.0133324	0.0118093	0.0952615	0.07462416	0.068281	0.115663	0.0243272	0.0781659	0.0606929	0.0950465	0.010307	0.130044	0.029464	0.0433532	0.00981497	0.0285484	0.0257662	0.0256436	0.286109	0.0370544	0.508634	6	16.71558	0.1063001	0.38188	0.726204	1.08201	1.8099	0.0343465	0.245394	0.231146	0.20721	0.189738	0.0921657	0.576915	0.8816446
200	-454.0936	-425.856	-28.23767	7	1.195144	0.0753215	0.101566	0.00284359	0.0258753	0.0458706	0.0398932	0.056663	0.00796415	0.234509	0.0293263	0.0688519	0.133536	0.0421215	0.0432839	0.00667859	0.0780022	0.200122	0.073387	0.000991759	0.0850986	0.0112569	0.0291125	0.112048	0.203028	0.0116413	0.0854827	0.0424432	0.0109125	0.0511419	0.235739	0.0301026	0.0105745	0.000732818	0.0728972	0.0144777	0.422906	0.386596	0.0631099	0.0322207	0.000674854	0.110369	0.0684356	0.296552	0.0259041	0.00806088	0.0437924	0.06655969	-0.0471198	0.215387	0.00329007	0.110366	0.0194533	0.0849295	0.0208834	0.124334	0.0695525	0.0114601	0.0181038	0.0541678	0.00248349	0.0274525	0.237806	0.000329886	0.4600012	6	19.21301	0.1379874	0.174172	0.528462	1.02607	2.2713	0.0338237	0.233121	0.190203	0.17158	0.238559	0.132713	0.4128814	1.114124
300	-455.1763	-437.9391	-17.23715	9.672279	3.726482	0.0122796	0.0570204	0.00993931	0.18466	0.00497184	0.0384819	0.0704775	0.0842418	0.0516173	0.0598492	0.0381241	0.00843712	0.00988043	0.031437	0.0143103	0.0494557	0.100761	0.0578583	0.0392963	0.026412	0.0573118	0.0270593	0.0719302	0.146301	0.0956909	0.0606364	0.142751	0.144878	0.0520364	0.0310044	0.119734	0.026769	0.0264554	0.0294402	0.0613908	0.0255384	0.0375788	0.0601744	0.0362882	0.116888	0.0158912	0.0907983	0.150519	0.0832619	0.17238	0.156674	0.07340475	-0.05486558	0.176195	0.03917	0.0124478	0.0644204	0.021138	0.0028029	0.144694	0.0545845	0.0757701	0.00519239	0.0527011	0.0081892	0.0546169	0.285366	0.00271191	0.3813803	7	19.06093	0.1373587	0.438675	0.765186	1.08433	1.71181	0.0561677	0.183666	0.181525	0.214883	0.248131	0.115628	0.3265147	1.168034
400	-457.2797	-425.5348	-31.74486	13.00553	2.528733	0.0828667	0.231943	0.0446326	0.0221218	0.00902521	0.0317434	0.00387946	0.0221439	0.0659079	0.0354088	0.191759	0.137314	0.0127675	0.0963885	0.168598	0.0419168	0.0826269	0.168251	0.0848435	0.10725	0.0151368	0.0334456	0.0587871	0.144599	0.0550102	0.0994129	0.00334814	0.103867	0.104283	0.0125261	0.0259026	0.0880757	0.0717243	0.401141	0.0118777	0.12036	0.153674	0.00183179	0.0189079	0.0354833	0.0344246	0.0295631	0.0226397	0.00251115	0.03247	0.0151864	0.07616973	0.1218439	0.237747	0.004624	0.0160421	0.00142733	0.200225	0.0131226	0.22603	0.0171694	0.12418	0.000589315	0.0187554	0.0281545	0.0162922	0.0917264	0.00391538	0.4249684	2	20.17563	0.08598154	0.349164	0.701573	1.07895	1.87032	0.0302006	0.191053	0.286515	0.158164	0.264669	0.0693986	0.5468123	0.7771742
500	-450.8102	-430.3417	-20.46849	13.71435	2.184733	0.102837	0.0186986	0.0126322	0.0372117	0.00662205	0.010624	0.0397732	0.0109262	0.209867	0.0508734	0.0538336	0.051514	0.00593078	0.0567543	0.0206881	0.0502326	0.0459554	0.00688821	0.0787086	0.0875545	0.0476877	0.0504096	0.203348	0.0754371	0.00355725	0.132501	0.0669753	0.0504846	0.0310425	0.206761	0.243409	0.0309619	0.00955354	0.202297	0.00259084	0.139637	0.0354619	0.00842302	0.011028	0.0366452	0.00248062	0.178615	0.0170145	0.0166254	0.0120406	0.0895448	0.05726654	0.01937018	0.278958	0.0147355	0.0533303	0.014357	0.0179138	0.00683793	0.0705067	0.0255219	0.142779	0.0257846	0.0390939	0.00499567	0.0298284	0.204546	0.0708115	0.3119667	5	18.37077	0.1153721	0.314372	0.673322	1.07399	1.93831	0.0346199	0.281592	0.182254	0.199536	0.235275	0.0667233	0.3313369	0.9415393
600	-471.9784	-435.9562	-36.02214	7.24208	4.110243	0.0427263	0.017724	0.0683346	0.10962	0.0497197	0.0398315	0.0276011	0.0186234	0.0684234	0.056563	0.13462	0.174257	0.294271	0.02189	0.0751664	0.235968	0.004516	0.0638739	0.10277	0.0433784	0.0527154	0.0107882	0.142559	0.194871	0.108738	0.0866486	0.0796344	0.0270285	0.0478936	0.0659028	0.00297436	0.0309034	0.118867	0.393412	0.0117666	0.138123	0.01006	0.0452785	0.00596844	0.240593	0.140584	0.022413	0.0445786	0.211848	0.150006	0.0120578	0.1019724	-0.08846978	0.254768	0.013278	0.00505736	0.0619951	0.0825195	0.00314352	0.213734	0.043308	0.040495	0.010401	0.0452584	0.00278668	0.0465989	0.131382	0.0452743	0.5946949	3	22.708	0.1270836	0.460318	0.778937	1.08437	1.67638	0.0403201	0.230761	0.275085	0.150914	0.20382	0.0990998	0.5062251	1.174764
700	-451.8842	-424.5607	-27.32344	7	2.601813	0.0184016	0.0488712	0.254541	0.206448	0.014341	0.0223748	0.033856	0.178922	0.0221888	0.0087947	0.135126	0.000852235	0.0409776	0.124765	0.0576204	0.0957565	0.0151144	0.0330686	0.0573138	0.0416239	0.00748582	0.00101848	0.29017	0.0292949	0.0627301	0.176611	0.0148592	0.0677845	0.355758	0.240981	0.0579893	0.0119551	0.0452409	0.00384225	0.00844952	0.0804012	0.0919653	0.021355	0.0482753	0.082669	0.00824569	0.0461948	0.00573903	0.0486993	0.0348848	0.0614132	0.05857127	0.1278442	0.285879	0.0417997	0.0214665	0.00342811	0.0935829	0.00304616	0.0974741	0.0332904	0.0403411	0.0280412	0.0528765	0.00237414	0.0173857	0.266083	0.0129309	0.3868167	3	18.14499	0.1617024	0.355902	0.70679	1.0797	1.85761	0.0270458	0.223175	0.189365	0.18797	0.291412	0.0810321	0.5146608	0.7515953
800	-453.4197	-430.4472	-22.97248	7	4.377988	0.00029931	0.0305211	0.0605291	0.0308792	0.182402	0.00910911	0.108854	0.20992	0.000913949	0.0315271	0.0109475	0.0410746	0.0769491	0.068818	0.139965	0.247455	0.0111298	0.0303058	0.123993	0.146333	0.106225	0.0410278	0.0600549	0.030205	0.0157635	0.136132	0.0229147	0.0991398	0.0649545	0.077072	0.00692606	0.00178986	0.1418	0.0810269	0.0722092	0.0151007	0.123218	0.0541656	0.00569064	0.0248134	0.0252506	0.108011	0.155701	0.142811	0.0932671	0.298693	0.0814773	-0.07847623	0.211869	0.0545007	0.0404907	0.00429039	0.0526263	0.00329173	0.0844102	0.0247446	0.0480722	0.0429756	0.0347568	0.00348328	0.0226752	0.285033	0.0867804	0.6226165	6	22.01016	0.09967643	0.473994	0.787343	1.08418	1.65449	0.0338887	0.26317	0.175848	0.239095	0.209941	0.0780559	0.5441403	1.144221
900	-460.9932	-435.5616	-25.43158	15.87116	1.894281	0.173724	0.0456768	0.106347	0.120952	0.172056	0.0359864	0.0338163	0.111534	0.0956779	0.0507842	0.0265938	0.0644617	0.0664371	0.133214	0.075794	0.0377283	0.104904	0.0268717	0.0513878	0.0641331	0.0279435	0.0342976	0.148063	0.0261874	0.00858713	0.013935	0.0291532	0.015566	0.0892025	0.0527574	0.0484774	0.0087693	0.0546729	0.012294	0.0040847	0.00323785	0.0815192	0.00635293	0.236268	0.00556912	0.00217078	0.0922203	0.294542	0.269736	0.0276965	0.0963863	0.0816251	-0.04836587	0.197768	0.0351915	0.128084	0.0187983	0.034847	0.0310867	0.131577	0.0348229	0.0279228	0.00604621	0.0508022	0.0205417	0.079879	0.174441	0.0281927	0.4589538	5	18.76603	0.1383019	0.28032	0.643279	1.0671	2.0093	0.028858	0.306837	0.13692	0.207526	0.228807	0.0910511	0.410588	1.117797
