Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-190.5862	-221.3266	30.74043	6.375828	0.0129618	0.0141459	0.0228891	0.0174827	0.00822085	0.00215996	0.031829	0.0145153	0.00332687	0.0170921	0.0122189	0.0279273	0.00078126	0.0572956	0.02204397	0.02194684	0.000671442	0.199074	0.0235813	0.140082	0.0107927	0.00768863	0.000756572	0.0109855	0.386129	0.0347965	0.0836975	0.0194277	0.0346053	0.0345348	0.0131776	0.006954882	65.53449	0.550813	0.830905	1.0804	1.53788	0.165781	0.166711	0.114973	0.0907097	0.357854	0.103971	0.02890172	0.240639
100	-193.6115	-217.2866	23.6751	3.043602	0.0474735	0.0105933	0.0444132	0.00142508	0.0258075	0.0618829	0.0394104	0.0251507	0.0178691	0.134966	0.0116166	0.019961	0.0129189	0.0110879	0.04010349	0.01486798	0.000233406	0.125601	0.0685869	0.135379	0.0521006	0.00623115	0.00321065	0.00163559	0.335719	0.0654112	0.108232	0.00492368	0.0421978	0.0496538	0.000884	0.02105042	69.6425	0.392607	0.733914	1.08272	1.79076	0.122449	0.147516	0.240907	0.0846713	0.342088	0.0623679	0.0359184	0.5860623
200	-199.0444	-219.5452	20.5008	5.948643	0.0041145	0.0307884	0.022236	0.105379	0.152453	0.0370376	0.0203064	0.00593965	0.045916	0.0162119	0.0989579	0.00805083	0.0345193	0.0888593	0.04339102	0.02676788	0.0112806	0.161006	0.0511783	0.253292	0.00512524	0.00721405	0.12838	0.00201945	0.129698	0.100933	0.0517155	0.0105121	0.0402514	0.0379229	0.00947105	0.01319247	41.79854	0.53727	0.823645	1.08137	1.55771	0.133116	0.0987339	0.179693	0.0518627	0.378717	0.157877	0.03996035	0.330139
300	-197.5609	-223.0327	25.4718	2.954771	0.0246873	0.0348635	0.0200263	0.0101842	0.00999816	0.0369447	0.0230938	0.0152658	0.0537145	0.0245184	0.068101	0.0306024	0.0539877	0.00688818	0.01735165	0.01165497	0.0581013	0.192422	0.0394059	0.167371	0.00593513	0.00135327	0.0114716	0.00555499	0.245059	0.00463072	0.0699271	0.0108226	0.0763933	0.0863564	0.0251961	0.01135826	42.41866	0.385732	0.728993	1.08228	1.80299	0.0929021	0.1512	0.259758	0.0892378	0.272699	0.134203	0.02301323	0.4935535
400	-215.5554	-229.5443	13.98888	1.665796	0.221828	0.0288972	0.0995212	0.0101695	0.0388946	0.176219	0.266676	0.0856532	0.450539	0.0499309	0.00488662	0.0367919	0.47807	0.00706723	0.1398198	0.15584	0.0391114	0.233053	0.126028	0.025778	0.0118351	0.00422113	0.0489487	0.00754054	0.23901	0.0385325	0.156741	0.00794858	0.0502405	0.00231804	0.00869335	0.01397112	11.28273	0.249836	0.614013	1.05884	2.07731	0.206074	0.214922	0.199738	0.12617	0.189051	0.0640441	0.1698111	0.08227449
500	-197.7919	-222.9391	25.14718	3.134505	0.0121296	0.0267309	0.0375705	0.014979	0.0692418	0.00793505	0.00796084	0.030001	0.017876	0.0403987	0.00827384	0.0245348	0.00542596	0.02406	0.0309843	0.04014905	0.000744423	0.115993	0.00149441	0.0845116	0.00712717	0.0249707	0.0356574	0.00488612	0.35683	0.073197	0.208777	0.0202835	0.0441185	0.013922	0.00748728	0.03733111	54.1751	0.399407	0.738713	1.0831	1.77878	0.212457	0.223696	0.169205	0.068295	0.217054	0.109293	0.07748016	0.4818151
600	-212.7346	-222.2209	9.486251	2.38908	0.186338	0.0913617	0.383519	0.0493845	0.216566	0.750343	0.121045	0.0709485	0.155052	0.188101	0.0525588	0.0815982	0.0201498	0.171395	0.1709122	0.1635565	0.0200077	0.0638731	0.0109622	0.339603	0.0490761	0.000682191	0.00219806	0.000839962	0.0600598	0.159065	0.0769175	0.0116095	0.15446	0.0417746	0.00887121	0.005049843	14.64631	0.335682	0.690894	1.07725	1.89617	0.0742004	0.228947	0.239505	0.042574	0.27912	0.135653	0.1686064	0.02995048
700	-190.4972	-214.7731	24.27589	2.946146	0.0652103	0.0360008	0.0561672	0.00190985	0.00286736	0.0193206	0.0411701	0.0453235	0.0164826	0.158232	0.0511308	0.0284245	0.0610617	0.00339482	0.0387575	0.0667066	0.0087922	0.0568665	0.172764	0.204868	0.0173718	0.00103804	0.109271	0.000841235	0.126294	0.0624574	0.135299	0.00264699	0.0794069	0.0100921	0.0119911	0.005922689	35.19588	0.385052	0.728502	1.08224	1.80421	0.130715	0.226201	0.234394	0.0210614	0.285173	0.102455	0.07262929	0.08154683
800	-213.5975	-227.2635	13.66602	2.744946	0.124136	0.079858	0.0669058	0.077951	0.0900932	0.197094	0.0268259	0.245637	0.118337	0.121426	0.244837	0.0867883	0.0297694	0.133599	0.1123801	0.1365591	0.0307941	0.0542464	0.0720348	0.0819978	0.0317859	0.00323081	0.0611363	0.0135082	0.292552	0.0968077	0.0994969	0.0252456	0.0495329	0.0841915	0.00343925	0.0235677	13.90254	0.368515	0.716351	1.08093	1.8342	0.188249	0.155768	0.157375	0.0782573	0.328872	0.0914794	0.1601268	0.1471815
900	-199.7875	-215.2256	15.43805	3.367118	0.214396	0.0453383	0.239271	0.0894755	0.0353916	0.0113648	0.139956	0.0506717	0.137369	0.0344465	0.355356	0.0355208	0.0242941	0.0390245	0.158261	0.1168909	0.0314156	0.106527	0.0588696	0.125383	0.00761965	0.00208084	0.0830203	0.00137925	0.18164	0.0682409	0.189625	0.0162777	0.118925	0.000205203	0.00879092	0.04306455	11.64547	0.415809	0.750022	1.08381	1.75036	0.11042	0.230611	0.20063	0.0728843	0.256853	0.128602	0.1599555	0.2692283
