Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-258.5974	-253.7982	-4.799284	1.512838	0.1054029	0.08043794	0.0119653	0.0672601	0.0474792	0.0621781	0.0267951	0.0477298	0.0662693	0.0221331	0.153762	0.0453835	0.127116	0.0531561	0.0533402	0.111991	0.103441	0.003343652	17.07542	0.227299	0.59068	1.05117	2.13085	0.241994	0.216115	0.109728	0.0865499	0.219809	0.125804	0.08378159	0.03990915
100	-264.3607	-242.9714	-21.38929	5.491401	0.02669081	0.009417717	0.0107923	0.27624	0.0833266	0.0226249	0.0012567	0.0100712	0.0329703	0.00134598	0.071071	0.0193558	0.0591295	0.0618698	0.217031	0.0763876	0.0565275	0.004196737	105.1358	0.52129	0.814857	1.08236	1.5815	0.252799	0.304466	0.0926275	0.080988	0.142153	0.126967	0.01361445	0.308256
200	-260.0062	-250.4799	-9.526298	2.267926	0.09878308	0.03316517	0.0119273	0.0712724	0.0211766	0.00724071	0.0707307	0.0886768	0.105269	0.000909686	0.377076	0.0160499	0.0594196	0.0138991	0.104208	0.00933306	0.0428111	0.04784248	34.9307	0.323289	0.680782	1.07545	1.92048	0.307648	0.237922	0.102202	0.088491	0.178057	0.0856802	0.08100766	0.5905921
300	-260.6569	-248.6115	-12.04538	4.034023	0.09302658	0.01148784	0.0238471	0.027935	0.0360663	0.0709751	0.0859856	0.00216952	0.00139572	0.00166662	0.106163	0.0876046	0.25249	0.0133794	0.179195	0.0935693	0.0175571	0.02935292	30.0388	0.456222	0.776377	1.08439	1.68301	0.220585	0.331108	0.139305	0.0677347	0.12434	0.116928	0.04084076	0.7187164
400	-261.1035	-244.9739	-16.12952	3.504792	0.04083105	0.02722367	0.0134695	0.0655055	0.154434	0.0227077	0.00881367	0.0196269	0.0134271	0.00197299	0.085743	0.183667	0.137994	0.0538279	0.0998773	0.119722	0.0192115	0.03228137	47.84123	0.4249	0.756132	1.08408	1.73489	0.238547	0.268804	0.0855238	0.0839283	0.1582	0.164997	0.05950503	0.5424981
500	-256.0545	-249.3313	-6.723169	1.765209	0.1482177	0.07555672	0.0399215	0.0121729	0.0955607	0.0997983	0.00706839	0.00308769	0.0310349	9.15973e-05	0.152477	0.0616619	0.139262	0.0277678	0.115663	0.124057	0.0903751	0.0414204	20.98025	0.263541	0.627474	1.06283	2.04616	0.300783	0.230509	0.10899	0.122681	0.0979735	0.139063	0.1169771	0.3540898
600	-254.6655	-246.0089	-8.656621	1.60794	0.1427565	0.06888905	0.0357591	0.118643	0.184998	0.0280209	0.0191686	0.0117155	0.0276174	0.0126015	0.173802	0.0179822	0.0307907	0.050164	0.193764	0.0948403	0.000132661	0.02883186	30.71376	0.241526	0.60559	1.05618	2.09671	0.290048	0.193757	0.122677	0.0670514	0.174691	0.151776	0.09772091	0.2950429
700	-261.9034	-245.7168	-16.18662	2.381414	0.05991179	0.02076123	0.0250338	0.150783	0.0881968	0.0405469	0.00944661	0.0120054	0.115903	0.00817087	0.102502	0.018431	0.023064	0.00769305	0.3463	0.0201351	0.0317894	0.004808568	116.1192	0.334917	0.690279	1.07715	1.89766	0.250016	0.222294	0.109803	0.0547311	0.178565	0.184592	0.0255698	0.1880566
800	-262.6547	-241.2328	-21.42185	3.841538	0.03847973	0.07267919	0.0736967	0.0696253	0.150807	0.0150323	0.00568252	0.0073979	0.0107208	0.00109911	0.114269	0.0829598	0.0914104	0.010541	0.267145	0.0995708	4.20821e-05	0.05960992	51.90034	0.44544	0.769545	1.08439	1.70062	0.188289	0.229375	0.110633	0.0904748	0.16836	0.212869	0.1322891	0.4506034
900	-268.2122	-254.6869	-13.52522	1.111595	0.02696971	0.03245487	0.0636776	0.0581739	0.0224782	0.0152027	0.056685	0.0412467	0.158527	0.00662613	0.0907698	0.0349639	0.0531421	0.0743536	0.120961	0.0880998	0.115093	0.005219833	86.52415	0.158667	0.507903	1.01628	2.31715	0.226641	0.211303	0.156315	0.052129	0.225858	0.127754	0.0376747	0.1385501
