Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
702	0	-55.67643	-81.96091	26.28447	1.146158	0.00806928	0.29236	0.0277286	0.090068	0.0274073	0.0373483	0.0830897	0.0646247	0.09682218	0.04964874	0.139808	0.0443675	0.0227334	0.0605232	0.0402096	0.152718	0.00982941	0.00971796	0.0477547	0.0445367	0.0434302	0.0100959	0.0172147	0.254481	0.102579	0.0293512	10.92205	0.16516	0.516669	1.02055	2.29762	0.0275479	0.355336	0.0156434	0.258017	0.26378	0.0796755	0.07899994	0.3715345
703	0	-61.19162	-81.77548	20.58386	1.565229	0.346958	0.100279	0.013629	0.0436745	0.0303049	0.00940977	0.24558	0.0632386	0.05141503	-0.07075938	0.159564	0.0089606	0.0136688	0.184407	0.0165848	0.0288894	0.0596864	0.0166279	0.0429317	0.0762907	0.150379	0.0113462	0.0512759	0.108476	0.0709122	0.1753545	3.41078	0.235225	0.599066	1.05403	2.11168	0.030031	0.343173	0.0293114	0.0854683	0.484771	0.0272455	0.1045952	1.676507
704	0	-56.82069	-81.08229	24.2616	0.5195873	0.194375	0.144653	0.143786	0.0398752	0.0592781	0.372995	0.0226473	0.0104967	0.1093843	0.07368578	0.131493	0.0895877	0.0262308	0.0527613	0.0516654	0.0858405	0.0332259	0.0136689	0.0353386	0.0435429	0.0590391	0.076375	0.0156236	0.220622	0.0649846	0.07597167	4.280524	0.0370731	0.264511	0.834013	2.8644	0.0174135	0.501765	0.0318109	0.054637	0.346592	0.0477814	0.1496575	0.5076371
705	0	-50.34167	-86.58589	36.24422	1.398019	0.0118904	0.0302175	0.0138361	0.00700539	0.00436429	0.0178196	0.0135267	0.00572146	0.01042387	0.0540847	0.0573215	0.0404102	0.0317907	0.136556	0.0395865	0.046933	0.0808768	0.000983554	0.0344422	0.0313319	0.103795	0.0173599	0.221993	0.114676	0.0419446	0.03093882	34.74405	0.20913	0.570652	1.04383	2.17639	0.0976186	0.321382	0.0292886	0.0810089	0.426485	0.0442163	0.08502352	0.3638855
706	0	-55.51105	-79.42864	23.91759	0.9032102	0.184759	0.412828	0.252648	0.0522256	0.202589	0.0519361	0.0397606	0.0151373	0.1589607	0.2959594	0.221483	0.0209773	0.0704299	0.107	0.000640841	0.0332234	0.0295476	0.00609946	0.0255133	0.0081401	0.255381	0.000193164	0.00979959	0.111053	0.100517	0.01701925	1.880486	0.11726	0.445593	0.981908	2.45524	0.0603713	0.314381	0.00479799	0.119942	0.399691	0.100816	0.3129787	0.05437832
707	0	-46.0463	-83.22574	37.17944	0.8168506	0.0138656	0.0185998	0.0369514	0.0111882	0.0238774	0.00319361	0.0194232	0.00156366	0.01079427	0.04236003	0.0145032	0.021091	0.00197064	0.139095	0.0208789	0.00321668	0.000405196	0.00174007	0.168702	0.169293	0.0863668	0.0528003	0.0105989	0.277257	0.0320806	0.0008948004	39.59505	0.099139	0.413831	0.961517	2.52551	0.0695913	0.437694	0.0253444	0.0491408	0.373725	0.0445044	0.04325483	0.02068671
708	0	-42.25011	-78.80951	36.5594	0.5548131	0.0367705	0.0173185	0.0126913	0.01322	0.00370519	0.0126776	0.0259843	0.0147275	0.01207347	0.02047093	0.216746	0.077053	0.0856105	0.011669	0.0473759	0.0160277	0.0050019	0.00188115	0.000448758	0.264759	0.020249	0.0178265	0.0257969	0.178049	0.0315054	0.001615116	42.28962	0.0439433	0.286201	0.856391	2.81346	0.017209	0.573335	0.0060568	0.0685953	0.246401	0.0884022	0.02208605	0.07312835
709	0	-48.48151	-83.79191	35.3104	1.598819	0.0174859	0.0331135	0.0261867	0.0201428	0.00682025	0.00845044	0.0211889	0.000305608	0.01485695	0.1769369	0.13473	0.0181859	0.0611985	0.0587189	0.0449375	0.145919	0.0343745	0.0185275	0.0243654	0.122592	0.109585	0.0385044	0.00771852	0.102329	0.0783131	0.01168288	12.2249	0.240192	0.604219	1.05573	2.09986	0.027882	0.408907	0.00370579	0.118687	0.369746	0.0710724	0.1886198	0.06193879
710	0	-41.71078	-78.34317	36.63239	1.943632	0.0527159	0.0845289	0.000264377	0.00734546	0.0174523	0.000480574	0.00403284	0.00176499	0.02661329	0.03464159	0.0629891	0.00122728	0.0789915	0.0591014	0.186678	0.110092	0.115426	0.00015047	0.0550668	0.00943686	0.0884584	0.0545278	0.0460329	0.105563	0.0262585	0.009201449	11.0363	0.286452	0.648883	1.06851	1.99615	0.0473294	0.464745	0.00407945	0.0854994	0.339253	0.0590938	0.04384304	0.2098725
711	0	-44.96692	-83.1919	38.22498	1.411285	0.0180102	0.00128838	9.14232e-05	0.0103361	0.0134822	0.00140535	0.00177424	0.0142317	0.01373695	0.05920744	0.392825	0.00520497	0.0714462	0.0845271	0.0343978	0.0153443	0.0346623	0.0415171	0.00861787	0.0438164	0.0473287	0.0724331	0.0409053	0.0757998	0.0311739	0.03891441	26.63199	0.211287	0.573091	1.04476	2.17086	0.0526258	0.3569	0.0169107	0.149539	0.273607	0.150418	0.09812186	0.3965927
712	0	-53.03887	-80.10218	27.06331	1.130583	0.0465986	0.0974112	0.0598379	0.00771601	0.162873	0.0176055	0.115175	0.0436267	0.03683966	0.1244183	0.0373189	0.064067	0.0863016	0.0493544	0.00974677	0.0193169	0.199139	0.00490347	0.013878	0.054401	0.0816945	0.11325	0.099244	0.068963	0.0984217	0.02037135	6.492938	0.162248	0.512766	1.01867	2.30632	0.0313696	0.448035	0.00576769	0.096768	0.351105	0.0669548	0.1447896	0.1406962
713	0	-53.33482	-83.69098	30.35616	1.498766	0.124103	0.0552852	0.00925892	0.0290356	0.00842455	0.00999731	0.0156532	0.0111231	0.04294152	0.007663177	0.207863	0.0636102	0.124459	0.164906	0.0113668	0.0699203	0.0167688	0.017964	0.0101681	0.0206301	0.0485467	0.11502	0.0212029	0.0649702	0.0426039	0.1231913	17.97905	0.225132	0.588351	1.05035	2.13617	0.019464	0.369496	0.0477524	0.0878822	0.378053	0.0973526	0.1308545	0.9414374
714	0	-57.0372	-81.77672	24.73952	2.758172	0.131226	0.0678726	0.0174902	0.000188412	0.073953	0.0732868	0.211889	0.126491	0.07216043	0.06669035	0.149137	0.0272007	0.0712526	0.132228	0.01258	0.00611033	0.0593007	0.000650011	0.136252	0.170814	0.00490365	0.131072	0.0106202	0.00944217	0.078436	0.03943907	7.364296	0.369643	0.717194	1.08103	1.83213	0.0252657	0.458546	0.0221505	0.150751	0.329729	0.0135583	0.1061294	0.3716129
715	0	-42.34535	-79.27072	36.92537	0.7708697	0.0130426	0.000975099	0.0272635	0.00124991	0.016353	0.00803462	0.0272867	0.00139554	0.01186315	0.002606196	0.0788919	0.00189636	0.0197865	0.1341	0.0703963	0.027227	0.0568791	0.0235493	0.00135728	0.0247652	0.117882	0.064624	0.0856165	0.277169	0.0158596	0.0149019	67.44438	0.0893468	0.395136	0.948545	2.56697	0.0343717	0.493205	0.00404746	0.164044	0.243667	0.0606648	0.0175081	0.8511434
716	0	-66.6363	-85.30807	18.67177	0.1248081	0.0204614	0.0208976	0.0187062	0.109989	0.0361518	0.0419841	0.255969	0.213676	0.106444	-0.004322201	0.195364	0.0206895	0.0520001	0.0612236	0.0689965	0.00485733	0.171628	0.00451252	0.186663	0.0470297	0.0821898	0.0460128	0.0340655	0.018541	0.00622661	0.02026789	130.225	8.2496e-06	0.00425652	0.165341	3.83039	0.0448625	0.410231	0.00165438	0.142291	0.355377	0.0455842	0.01594569	1.271058
717	0	-52.89925	-79.38944	26.49019	0.3652701	0.0125813	0.0142647	0.0110571	0.0982572	0.0785358	0.0258872	0.0199449	0.0236185	0.06636349	-0.002670046	0.448455	0.0847775	0.162256	0.00245354	0.0191716	0.0302776	0.00484057	0.00344766	0.00068528	0.0500077	0.0130861	0.00553356	0.0266298	0.0830978	0.0652808	0.02994096	56.36658	0.0120394	0.155378	0.690788	3.14179	0.0132193	0.466762	0.00258945	0.116457	0.352281	0.0486905	0.02727092	1.097908
718	0	-57.70712	-82.39576	24.68864	1.117682	0.0614327	0.0300856	0.0243955	0.0262557	0.106808	0.0111096	0.141332	0.044615	0.04334453	0.02670317	0.000324346	0.0519188	0.0690222	0.0345304	0.0390402	0.218746	0.0490693	0.00222686	0.000734934	0.0952397	0.00537316	0.110024	0.0566654	0.0404464	0.226638	0.004088312	79.05842	0.159818	0.509475	1.01706	2.31365	0.0398785	0.357211	0.000692228	0.160139	0.351523	0.090557	0.03079148	0.1327741
719	0	-54.09584	-81.14936	27.05352	1.537523	0.05127	0.0757327	0.0139285	0.00691828	0.00349181	0.0261158	0.08133	0.0652107	0.04647811	0.08734791	0.0110738	0.0340242	0.0206666	0.230575	0.0757444	0.0395581	0.0512312	0.0147585	0.0607199	0.0349696	0.0291137	0.087796	0.0369171	0.186389	0.0864629	0.09684939	14.80814	0.231061	0.594685	1.05255	2.1217	0.0272463	0.450211	0.00307673	0.160603	0.295499	0.0633636	0.1841973	0.5257916
720	0	-48.37711	-80.36473	31.98761	2.552587	0.00154576	0.0222392	0.0563789	0.0218933	0.0485665	0.0455021	0.000595924	0.0591453	0.03990286	0.06470155	0.141754	0.107414	0.0145178	0.185417	0.0759224	0.0410845	0.0208373	0.000887815	0.00361577	0.0171088	0.027095	0.132789	0.0326023	0.103349	0.0956046	0.004537452	13.74854	0.351386	0.703302	1.0792	1.86611	0.010222	0.545057	0.0129794	0.102916	0.313883	0.0149422	0.069239	0.06553317
721	0	-52.77351	-85.44197	32.66846	0.6216519	0.0193153	0.00220304	0.00907527	0.0095194	0.0284691	0.0139521	0.0986635	0.0148434	0.0161603	0.06102533	0.188589	0.225919	0.0825722	0.045743	0.104933	0.0270192	0.0561017	0.0126655	0.00255695	0.0519694	0.0516127	0.097171	0.000922215	0.0369542	0.0152715	0.02940709	19.44728	0.0576022	0.324095	0.891975	2.72633	0.0356654	0.309393	0.0751533	0.120009	0.400263	0.059517	0.09043242	0.325183
722	0	-51.16311	-81.22163	30.05852	2.593425	0.0526785	0.0412516	0.0395183	0.0347135	0.00479268	0.115166	0.0333587	0.00740368	0.05998925	0.06120207	0.01248	0.343511	0.0285973	0.0203163	0.160931	0.022283	0.0368841	0.00203667	0.00787934	0.149723	0.0410854	0.0511657	0.00668359	0.105912	0.0105114	0.02116765	10.33339	0.355139	0.706203	1.07961	1.85904	0.0683857	0.3222	0.0216517	0.162344	0.379638	0.0457814	0.08236972	0.2569834
723	0	-51.70775	-79.42467	27.71691	3.350809	0.234324	0.0291954	0.0300014	0.0199588	0.189888	0.0157138	0.0430401	0.0132989	0.07500386	0.1158083	0.0595951	0.06209	0.184341	0.0867725	0.00522267	0.0275821	0.0429841	0.0247233	0.0245138	0.0210722	0.0058125	0.00636389	0.0679941	0.250139	0.130794	0.03338816	2.727936	0.414703	0.749271	1.08377	1.75225	0.0679668	0.359769	0.0254577	0.139718	0.381075	0.0260144	0.1491965	0.2237865
724	0	-39.97125	-82.23157	42.26033	0.7758233	0.000714192	0.00296394	0.00439051	0.00428674	0.00116683	0.00216577	0.00695549	0.00502921	0.003565783	-0.008242839	0.131855	0.211535	0.0622541	0.156178	0.00122342	0.0177729	0.0485307	0.00427079	0.0409414	0.0736529	0.00708245	0.114341	0.00597286	0.115089	0.00930114	0.01788632	222.2748	0.0904048	0.397215	0.950024	2.56236	0.0234236	0.348918	0.00733313	0.0793589	0.515595	0.0253708	0.009643479	1.854758
725	0	-62.18811	-84.70959	22.52148	0.3706088	0.00349805	0.115747	0.00395201	0.0445647	0.131957	0.00810458	0.256778	0.124046	0.1034331	-0.003167523	0.28747	0.167415	0.00675077	0.0768909	0.00410208	0.0343592	0.0624634	0.00529381	0.0802892	0.0626436	0.0464918	0.0300228	0.0160374	0.0655205	0.0542497	0.09234044	20.61109	0.0127126	0.159484	0.697411	3.13039	0.0499079	0.366372	0.00532531	0.190474	0.36886	0.0190616	0.08917291	1.035521
726	0	-52.85458	-81.92737	29.0728	0.3118472	0.0528072	0.0560693	0.11304	0.00573035	0.0230194	0.144833	0.147056	0.0667366	0.07696538	0.1296654	0.0485935	0.19541	0.0211872	0.09089	0.17418	0.0296263	0.00943914	0.012695	0.0380519	0.0687088	0.0446706	0.0234116	0.0115222	0.19522	0.0363935	0.000717359	7.483596	0.00630544	0.113737	0.615173	3.26478	0.0731196	0.347299	0.00565066	0.067139	0.462701	0.0440908	0.1303828	0.005501945
727	0	-34.00208	-79.94397	45.94189	0.4608028	0.00142625	0.00220185	0.00560812	0.000897768	0.0056905	0.00133209	0.00517263	0.00583303	0.004724587	-0.005333978	0.116173	0.0903832	0.0652179	0.26178	0.109814	0.0255866	0.0223272	0.000112159	0.0058358	0.00592512	0.117242	0.0133005	0.0310436	0.133892	0.00136724	0.0163125	97.17993	0.0263737	0.225558	0.78951	2.95856	0.0245982	0.520578	0.00574689	0.0935273	0.30792	0.0476296	0.01097852	1.485856
728	0	-57.19923	-81.68829	24.48906	3.266127	0.128911	0.155098	0.0249973	0.0122208	0.249552	0.0128499	0.0459724	0.107101	0.09592897	0.03229619	0.0771681	0.131454	0.0515554	0.0405465	0.13179	0.0116524	0.0634041	0.00817854	0.0134649	0.171558	0.0376097	0.0846648	0.0680809	0.0882007	0.020671	0.01530298	2.8749	0.408857	0.745274	1.08355	1.76232	0.0573642	0.376115	0.0178297	0.0445535	0.386962	0.117176	0.04759917	0.3214968
729	0	-57.08187	-86.43053	29.34866	0.147801	0.0180065	0.0810087	0.00932226	0.0920769	0.0204783	0.0705648	0.002954	0.032657	0.05436022	-0.02922786	0.0806577	0.0664881	0.024192	0.0329292	0.250038	0.0355585	0.0503153	0.0159489	0.0437619	0.121512	0.0728145	0.0521523	0.0676243	0.0445857	0.0414222	0.1751723	7.737894	4.6275e-05	0.0100524	0.235184	3.75472	0.0685819	0.361125	0.000124577	0.15817	0.398519	0.0134797	0.1459445	1.200267
730	0	-37.21005	-78.41227	41.20222	4.206607	0.0115881	0.0116845	0.00347961	0.00450566	0.00999288	8.48376e-05	0.00280686	0.00684505	0.006791833	0.01278102	0.0731483	0.0352821	0.156373	0.078421	0.0371346	0.0668961	0.0205585	0.0109852	0.00931641	0.0436842	0.0501529	0.0066343	0.00855589	0.299546	0.103311	0.0003696953	52.41288	0.465364	0.782064	1.08432	1.66826	0.0611149	0.366835	0.00871037	0.208573	0.3158	0.0389663	0.01315072	0.02811218
731	0	-61.64637	-85.1102	23.46382	1.35394	0.490654	0.185494	0.0501927	0.0150343	0.0207025	0.0307088	0.127711	0.0536425	0.09820781	0.105361	0.0453376	0.0125598	0.0690972	0.111295	0.155737	0.0127496	0.138144	0.00510984	0.118894	0.000301979	0.172707	0.00319701	0.0512532	0.0285233	0.0750943	0.1171993	2.39119	0.201852	0.56229	1.04055	2.1953	0.105007	0.331762	0.00253215	0.155002	0.309266	0.0964305	0.2225603	0.5265957
732	0	-48.48385	-83.6513	35.16745	0.2238267	0.091268	0.101998	0.0344973	0.0643634	0.0178467	0.00156189	0.00738231	0.0648683	0.05850713	0.1948155	0.0704462	0.0458156	0.0589794	0.0794113	0.0935754	0.0417443	0.0233246	0.00796184	0.0277383	0.0223049	0.102571	0.18481	0.0180149	0.115383	0.107919	0.007584525	1.619544	0.00110757	0.0485522	0.442951	3.50739	0.0374353	0.348404	0.0206772	0.127167	0.343908	0.122409	0.2024	0.03747295
733	0	-44.22755	-80.40132	36.17377	2.749029	0.0362701	0.00382318	0.0226735	0.000428028	0.0105685	0.00563107	0.00162673	0.0269176	0.01870033	0.01042408	0.0835503	0.0347509	0.0243594	0.0864155	0.0205883	0.0445369	0.0557739	0.00521809	0.0512532	0.0254663	0.102083	0.0244388	0.0649042	0.157501	0.21916	0.01494669	37.00619	0.368864	0.716612	1.08096	1.83356	0.0698129	0.302012	0.0101783	0.0904962	0.445275	0.0822258	0.02537077	0.5891303
734	0	-58.77602	-84.52603	25.75001	0.8599973	0.128403	0.0264271	0.0578727	0.146156	0.019095	0.0607831	0.00578994	0.319716	0.09971114	0.08339525	0.0286434	0.134172	0.28138	0.0177817	0.0556703	0.032001	0.00416702	0.00115936	0.0301486	0.128428	0.0263744	0.00722558	0.0110344	0.234987	0.00682735	0.03748746	7.293412	0.108247	0.430213	0.972287	2.48925	0.0626108	0.415134	0.0147602	0.0937726	0.307728	0.105994	0.1208827	0.3101143
735	0	-45.51851	-79.73453	34.21602	0.6943312	0.0377414	0.0301472	0.028983	0.0403333	0.0123626	0.00184163	0.0430822	0.0744711	0.04012337	0.0525242	0.226654	0.161441	0.137089	0.0310936	0.00675855	0.026195	0.0244436	0.0111928	0.0594832	0.0802974	0.0455206	0.0134434	0.0102354	0.121548	0.044605	0.06489593	8.101008	0.0729778	0.360843	0.922749	2.64343	0.0201507	0.46674	0.00566502	0.0855957	0.365043	0.0568053	0.1174201	0.5526814
736	0	-31.37039	-82.28472	50.91433	1.267377	0.00409618	0.00038301	0.000634437	5.49545e-05	0.00342511	0.000117736	0.00134498	0.00204106	0.002748191	0.006985447	0.0231295	0.1141	0.174351	0.0563051	0.0954807	0.0856664	0.00560874	0.0359744	0.0273379	0.00319869	0.111473	0.0144541	0.0429268	0.164797	0.0451962	1.295625e-05	182.2305	0.187051	0.544624	1.03324	2.23508	0.0330329	0.433725	0.0094376	0.153638	0.342256	0.0279109	0.006998403	0.001851316
737	0	-55.3382	-80.46183	25.12362	0.4426938	0.0659053	0.246809	0.0285764	0.108518	0.104638	0.0284595	0.0235267	0.039165	0.1338509	0.06849402	0.0770702	0.138489	0.0387101	0.0610998	0.0685143	0.032318	0.0767754	0.000198751	0.0090238	0.0271482	0.00580815	0.216606	0.076351	0.108613	0.0632745	0.158401	3.537595	0.0233244	0.21287	0.773637	2.99017	0.0808769	0.425809	0.0242261	0.0910812	0.29975	0.0782566	0.226895	0.6981246
738	0	-56.38004	-87.15567	30.77563	1.397406	0.0208726	0.0398081	0.0576629	0.00106403	0.0682542	0.0101018	0.0326357	0.0138137	0.06191014	-0.01558416	0.169013	0.0985729	0.162072	0.0493463	0.00815418	0.0504586	0.0134185	0.0365866	0.0158559	0.0496452	0.14685	0.0824065	0.0717748	0.0316337	0.0142118	0.05019647	12.04449	0.20903	0.570538	1.04378	2.17665	0.00767053	0.616507	0.00291502	0.120117	0.210551	0.0422393	0.0346123	1.450249
739	0	-43.86592	-81.83647	37.97055	0.5198522	0.00879951	0.0065116	0.00465654	0.00136523	0.0158283	0.00753363	0.0130192	0.0135348	0.02710703	0.03672884	0.0523059	0.122734	0.0233565	0.101129	0.230945	0.00125551	0.154433	0.0028159	0.0376485	0.0152429	0.101471	0.0514944	0.0346439	0.0177635	0.0527627	0.00376591	53.88476	0.0371236	0.264678	0.834193	2.86401	0.0089505	0.523453	0.00475251	0.0406455	0.35186	0.0703393	0.04049475	0.09299747
740	0	-51.80907	-81.13124	29.32217	0.7513833	0.0812222	0.00339679	0.00750991	0.00285891	0.0257274	0.0985882	0.0142245	0.00669992	0.03378535	-0.003997536	0.0392976	0.0532916	0.140418	0.129781	0.163674	0.0976057	0.015389	0.00380031	0.0711838	0.0697893	0.0265737	0.0782599	0.00516932	0.0775218	0.0282455	0.04063028	33.4737	0.0851805	0.386798	0.942517	2.5855	0.0172635	0.440562	0.0108008	0.0802866	0.378071	0.0730162	0.03663274	1.109125
741	0	-43.94555	-78.28954	34.34399	1.152224	0.0346005	0.0399135	0.0386816	0.0238548	0.0441805	0.00824324	0.0288321	0.0264998	0.03990244	0.04706447	0.0924821	0.00560862	0.0782734	0.0602172	0.0463683	0.00846517	0.0535433	0.0322394	0.0249467	0.0570299	0.0334066	0.21063	0.00645892	0.187517	0.102814	0.07257016	7.218517	0.166288	0.518169	1.02126	2.29428	0.0491144	0.406105	0.0130471	0.132916	0.367793	0.0310239	0.1196346	0.6065983
742	0	-33.34389	-80.13544	46.79155	0.7821447	0.0100791	0.00547796	0.00260309	0.00102647	0.00503222	0.000267484	0.002786	0.000755228	0.007092666	0.0235245	0.00278665	0.0447939	0.0402153	0.224411	0.0117588	0.0364471	0.0542069	0.00414709	0.0577007	0.0797818	0.0397867	0.0601436	0.0481274	0.108229	0.187464	6.831166e-05	47.58698	0.091754	0.399845	0.951882	2.55652	0.0147106	0.466075	0.0148869	0.135919	0.321915	0.0464938	0.02359282	0.002895443
743	0	-57.38062	-86.48923	29.1086	0.6737777	0.0771393	0.196082	0.0783137	0.0354764	0.183966	0.053891	0.0261224	0.0011019	0.07589197	0.1062728	0.0786988	0.0171332	0.00898529	0.0456964	0.134232	0.0793917	0.0579555	0.084176	0.0494915	0.0222712	0.134809	0.0122634	0.0434419	0.161177	0.0702769	0.01607614	5.793011	0.0685983	0.35089	0.91475	2.66576	0.143136	0.336264	0.0397989	0.0959857	0.327964	0.0568508	0.1223489	0.1313958
744	0	-44.29884	-82.24663	37.94779	1.497694	0.0230277	0.0707714	0.0180253	0.0131395	0.00133722	0.00674866	0.0146473	0.00592703	0.02875017	0.05601663	0.00282756	0.0434465	0.01124	0.110413	0.0371804	0.0451779	0.210496	0.00735517	0.000338592	0.0740042	0.103063	0.0240603	0.0706285	0.100766	0.159003	0.02607276	7.193081	0.224966	0.588172	1.05029	2.13658	0.124771	0.399786	0.0177011	0.0905383	0.295527	0.0716764	0.0820894	0.3176143
745	0	-51.58815	-80.15611	28.56797	1.382176	0.00659502	0.0726077	0.00110995	0.00381639	0.0220407	0.0162908	0.0636523	0.0131823	0.02392635	-0.06260113	0.240366	0.0141212	0.0471289	0.0205522	0.019182	0.0618354	0.0254274	0.0191907	0.0841347	0.0370658	0.0867689	0.0439933	0.0622591	0.203746	0.0342288	0.2468783	20.42999	0.206534	0.567693	1.04268	2.18309	0.0281098	0.515456	0.00875329	0.130531	0.27861	0.0385399	0.1842772	1.339712
746	0	-31.40717	-78.49818	47.09102	1.470657	0.00679292	0.00956892	0.00120425	2.4576e-05	0.00138921	0.00539058	0.00175298	0.00322038	0.002649408	0.01132721	0.0563641	0.131677	0.0315625	0.0601128	0.0626257	0.221298	0.0397194	0.00590787	0.0021294	0.0355857	0.124473	0.105016	0.0358894	0.0692971	0.0183418	0.0004601164	49.10978	0.220754	0.583598	1.04865	2.147	0.0332897	0.424186	0.020663	0.0696454	0.358565	0.0936514	0.01178733	0.03903483
747	0	-38.09896	-83.42349	45.32453	0.4710859	0.00748865	0.00341264	0.00267174	0.00450506	0.0138281	0.0266431	0.00239016	0.0062405	0.007408941	0.05054521	0.0227387	0.0231441	0.0258977	0.101434	0.127577	0.0687017	0.291838	0.0311058	0.0161032	0.0427595	0.0866601	0.0153424	0.00949165	0.0837397	0.0534667	0.003464693	11.16549	0.0281621	0.232621	0.798034	2.94118	0.0287022	0.427763	0.00567358	0.0636435	0.408736	0.0654822	0.0540099	0.06414922
748	0	-38.33266	-78.73054	40.39788	1.922579	0.00259853	0.0307266	0.00724283	0.0003172	0.00356988	0.00316798	0.012273	0.00620095	0.01161789	0.002884575	0.0430508	0.201777	0.00090749	0.0459733	0.0885454	0.0415643	0.0418092	0.00380483	0.000281166	0.173318	0.0767513	0.00989284	0.000766031	0.172533	0.0990254	0.01718003	38.4025	0.283854	0.64652	1.06793	2.0017	0.0288036	0.491611	0.0397501	0.0651316	0.353713	0.0209906	0.0200646	0.8562356
749	0	-48.16725	-83.82382	35.65657	0.8841115	0.0442598	0.0601787	0.00305954	0.00119573	0.0191884	0.00868655	0.0024175	0.0518473	0.02803853	0.06272524	0.0554619	0.0407525	0.136138	0.0454139	0.0157177	0.124725	0.00863029	0.00972001	0.0263078	0.071614	0.0272472	0.164165	0.0085815	0.151307	0.114218	0.009006166	13.66736	0.113291	0.438916	0.977789	2.47	0.0162237	0.290925	0.000871946	0.242292	0.291617	0.15807	0.0717314	0.125554
750	0	-46.8771	-80.7608	33.8837	2.441815	0.0146596	0.0271323	0.031223	0.000198898	0.00366684	0.0176713	0.00256682	0.00640262	0.03442687	0.00563436	0.0317362	0.020126	0.124467	0.259419	0.0426584	0.216023	0.00313998	0.00959192	0.0168142	0.0247084	0.0263913	0.0679306	0.0585444	0.0923328	0.00611697	0.01312107	39.44899	0.34087	0.695042	1.07794	1.88615	0.0125439	0.375124	0.00169924	0.136891	0.39622	0.0775225	0.01875543	0.6995877
751	0	-37.82693	-81.57718	43.75025	1.912274	0.0146892	0.00184575	0.00649576	0.0120565	0.00280292	0.000577527	0.0037486	0.000521121	0.00718222	0.01216772	0.056891	0.0442616	0.0948396	0.0875137	0.00849881	0.0790869	0.0361176	0.010542	0.0757712	0.249498	0.000342702	0.0553074	0.0414445	0.156638	0.00324672	0.0001263475	80.8044	0.282573	0.645349	1.06763	2.00445	0.0860426	0.405493	0.022635	0.116271	0.322291	0.0472669	0.01229406	0.01027711
752	0	-54.03212	-83.38793	29.3558	0.7584518	0.175443	0.0351694	0.0835523	0.0576637	0.013408	0.109412	0.00815223	0.0557505	0.08633854	0.2670365	0.103581	0.0929104	0.0477817	0.016179	0.172232	0.0137215	0.0172963	0.0135853	0.0384711	0.0905385	0.106645	0.0588278	0.0161084	0.17416	0.037962	0.07520014	2.880924	0.0866925	0.389853	0.944742	2.57871	0.0131898	0.458357	0.010628	0.148359	0.333535	0.0359305	0.3422366	0.2197314
753	0	-40.55537	-80.81978	40.2644	0.6248542	0.00603758	0.00216952	0.00426365	8.87646e-05	0.0277322	0.00212046	0.00751872	0.00547636	0.01310801	0.02708823	0.0747462	0.00360174	0.0214493	0.00312138	0.0170811	0.021389	0.0231258	0.00108514	0.0190471	0.246966	0.0211847	0.0235931	0.204713	0.262486	0.0564092	0.009682424	62.87737	0.0582713	0.325809	0.893488	2.72243	0.0265889	0.361159	0.00641876	0.121602	0.440557	0.0436743	0.03677065	0.2633193
754	0	-51.58446	-78.92221	27.33775	1.046874	0.0531048	0.0133662	0.0102778	0.0125899	0.0687158	0.0257129	0.21514	0.0558484	0.03424576	0.03304431	0.0176956	0.0568114	0.00573349	0.145246	0.0193252	0.000802452	0.0427653	0.000276736	0.00214346	0.134167	0.238282	0.066552	0.00803947	0.21384	0.0483199	0.07264086	8.758956	0.146211	0.490401	1.00735	2.35604	0.0732169	0.305833	0.0040999	0.122355	0.47219	0.0223053	0.1056852	0.6873325
755	0	-50.8234	-87.38798	36.56457	0.7721815	0.0198923	0.00136299	0.000469151	0.0319546	0.0229224	0.019226	0.0162316	0.0467835	0.02416762	0.007558674	0.0912663	0.0904219	0.0285024	0.0389886	0.00338587	0.0868874	0.0509462	0.0941352	0.0988008	0.0780229	0.0908331	0.0274105	0.0449898	0.0986425	0.0767665	0.01971341	16.92276	0.089627	0.395688	0.948938	2.56575	0.132961	0.428036	0.00153292	0.114262	0.265619	0.0575896	0.02727209	0.7228421
756	0	-59.32222	-82.61629	23.29408	0.6495703	0.0166711	0.0350196	0.0228608	0.00175771	0.167093	0.0229145	0.373124	0.0130566	0.1281075	0.02892802	0.0935411	0.0410228	0.0260518	0.0301893	0.0783981	0.0725801	0.0750073	0.0057824	0.0683522	0.0590262	0.0975067	0.145089	0.0256533	0.0691228	0.112677	0.02822086	27.16653	0.0634669	0.338732	0.904645	2.69316	0.109786	0.361916	0.00952833	0.117507	0.369492	0.0317696	0.05714888	0.493813
