Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-113.9792	-115.9063	1.927166	4.578406	1.219559	0.020443	0.111583	0.0419423	0.323847	0.0793676	0.0448202	0.0509012	0.0160736	0.18272	0.336243	0.1463201	-0.00702844	0.0458791	0.0682903	0.105404	0.0355785	0.0330576	0.107248	0.0509682	0.0191402	0.023253	0.254459	0.0578789	0.180108	0.00481003	0.00167338	0.0122511	0.4228308	0	6.09163	0.1092649	0.178579	0.534081	1.02862	2.25872	0.0452247	0.293352	0.0688363	0.440858	0.0791929	0.0725359	0.4158024	1.016903
1	0	-123.0111	-121.1069	-1.904193	4.132562	0.3376216	0.461129	0.0771291	0.0390818	0.117852	0.00904499	0.0803144	0.142019	0.180802	0.174073	1.01367	0.2161766	-0.1337703	0.0304067	0.0996033	0.0245463	0.109537	0.0549744	0.0438614	0.148062	0.0188842	0.0289286	0.26553	0.103789	0.0140577	0.0223307	0.00547135	0.0300176	0.4834153	0	5.256927	0.2775013	0.00883705	0.133905	0.653898	3.20336	0.044748	0.256867	0.0438531	0.519451	0.049137	0.0859437	0.349645	1.382589
2	0	-129.1495	-125.7959	-3.353684	4.816486	1.128351	0.398028	0.248705	0.164146	0.224155	0.146342	0.0626527	0.134681	0.0166309	0.342152	0.144471	0.1262347	0.1493562	0.0129648	0.180648	0.225504	0.0085255	0.011529	0.0937084	0.140711	0.0518813	0.0046056	0.0729437	0.0327497	0.0498401	0.0413159	0.0709881	0.00208392	0.2346114	0	8.84726	0.1801443	0.161829	0.512201	1.01839	2.30758	0.0432622	0.201327	0.0447881	0.630426	0.018562	0.061635	0.3839676	0.6110188
3	0	-126.6699	-121.8921	-4.777867	4.219112	0.8651119	0.607895	0.0365221	0.0895395	0.149962	0.290133	0.0299295	0.176266	0.535004	0.272783	0.198293	0.3933431	-0.1405902	0.0102816	0.0739541	0.0926487	0.120929	0.0606743	0.0400472	0.0735289	0.0155213	0.0130849	0.235518	0.0962183	0.0373615	0.029655	0.0165885	0.083988	0.4552685	0	4.629012	0.1741573	0.10932	0.432085	0.973483	2.48511	0.0653125	0.250265	0.166996	0.364525	0.0422083	0.110694	0.3146783	1.446775
4	0	-127.6553	-121.5683	-6.086958	3.477777	1.774764	0.0179551	0.467187	0.0317185	0.343502	0.881997	0.168251	0.203473	0.341121	0.26579	0.556683	0.245795	-0.2386783	0.0108834	0.071186	0.155039	0.0294111	0.0161147	0.0179802	0.110794	0.0450516	0.0150306	0.111016	0.0668423	0.0339648	0.0195246	0.00789699	0.289264	0.459807	0	3.858085	0.5264386	0.264821	0.628705	1.06318	2.0433	0.11081	0.145388	0.0488363	0.57031	0.0388405	0.0858149	0.2211288	2.079363
5	0	-117.6015	-117.7439	0.1424276	5.016909	1.643935	0.0591692	0.0643768	0.0468597	0.0278376	0.172813	0.200903	0.39943	0.0261948	0.164326	0.180018	0.1352718	0.168573	0.0146396	0.217071	0.198323	0.0198563	0.0747503	0.171135	0.0220554	0.0268628	0.0284733	0.0733899	0.117425	0.0103593	0.00942003	0.00319385	0.0130451	0.238176	0	6.547937	0.2419153	0.246726	0.610884	1.05786	2.08453	0.0673345	0.208981	0.0356138	0.491941	0.0465222	0.149608	0.406749	0.5855602
6	0	-117.7516	-114.0194	-3.732201	4.455696	5.638094	0.377076	0.0662096	0.053212	0.238651	0.0275294	0.0441149	0.183508	0.369178	0.302784	0.0573094	0.1769749	-0.114799	0.0702475	0.102786	0.123593	0.0379518	0.118717	0.036229	0.074869	0.0153056	0.0165423	0.272773	0.0200696	0.0538861	0.00396563	0.00176266	0.0513008	0.6049784	0	5.236211	0.3200711	0.526599	0.817804	1.08205	1.57355	0.0625172	0.176604	0.0415958	0.541341	0.0506397	0.127302	0.4901794	1.234198
7	0	-125.2958	-123.7287	-1.567077	4.067923	0.4203606	0.277498	0.558313	0.286692	0.489649	0.22606	0.0330067	0.010696	0.0461665	0.175422	0.0886307	0.2589086	-0.0261827	0.159942	0.133688	0.0760744	0.118028	0.0711833	0.114237	0.0521769	0.014027	0.00873742	0.0855991	0.0234664	0.00664358	0.0824621	0.00210693	0.0516281	0.4576334	0	5.519558	0.3178302	0.019758	0.196795	0.752405	3.03104	0.0550636	0.249903	0.0809045	0.49891	0.056796	0.0584235	0.4314507	1.060685
8	0	-112.6967	-117.5567	4.859964	4.405321	1.31643	0.106229	0.182495	0.0963485	0.251598	0.165595	0.0199592	0.132902	0.0726515	0.037605	0.144182	0.1845731	0.00842567	0.0033991	0.180021	0.03587	0.00738672	0.0506783	0.0527103	0.0516958	0.03906	0.107644	0.173376	0.00151129	0.0719588	0.105115	0.00335143	0.116222	0.446677	0	4.512291	0.313551	0.195522	0.554847	1.03754	2.21209	0.11163	0.268808	0.0640032	0.39624	0.0429826	0.116337	0.4551026	0.9814862
9	0	-120.5041	-114.9741	-5.530076	7.419663	1.101654	0.949007	0.249045	0.000711771	0.103079	0.0833549	0.213149	0.0777919	0.0928488	0.178833	0.0887982	0.1843796	-0.01197673	0.0117322	0.144791	0.0930639	0.00156011	0.000865023	0.00792679	0.025881	0.0239493	0.121342	0.422801	0.0807773	0.00896211	0.00989944	0.0288815	0.0175665	0.3644154	0	9.902475	0.1851685	0.156779	0.50531	1.01499	2.32292	0.131471	0.216498	0.0529526	0.480024	0.0429706	0.0760844	0.3524386	1.033982
10	0	-115.5677	-119.1853	3.617583	4.508467	1.783666	0.105243	0.297825	0.0177912	0.0134331	0.0891892	0.00510716	0.0132155	0.321083	0.0443125	0.127805	0.08524308	0.03491487	0.0521267	0.0306837	0.0868769	0.0654792	0.120721	0.0556097	0.102485	0.00811805	0.179371	0.160401	0.0162574	0.00231597	0.00780822	0.0622767	0.0494694	0.2468281	0	6.791901	0.2594	0.266008	0.629843	1.0635	2.04065	0.0712155	0.142663	0.0407279	0.53042	0.0870249	0.127949	0.2817429	0.8760755
11	0	-123.0217	-118.4609	-4.560855	6.15489	1.534743	0.0731456	0.377155	0.0256472	0.155096	0.133969	0.0444951	0.322948	0.0592508	0.627922	0.171018	0.1959767	-0.05768406	0.0261578	0.117513	0.377358	0.0124748	0.0190574	0.0112334	0.0861808	0.0568591	0.0344266	0.102941	0.0488145	0.0543695	0.0053695	0.0253125	0.0219316	0.2187499	0	7.227447	0.2282831	0.23064	0.594239	1.0524	2.12272	0.0467144	0.15221	0.0303638	0.566756	0.0718538	0.132101	0.1610658	1.35814
12	0	-119.4581	-113.5111	-5.946939	4.147898	2.668376	0.377007	0.894377	0.384531	0.488494	0.106795	0.171109	0.334982	0.0569138	0.0986221	0.0404422	0.2538009	-0.1286857	0.0169155	0.00557911	0.105546	0.0472526	0.0331802	0.182464	0.0250232	0.0393197	0.0186634	0.233695	0.0461668	0.00104244	0.0423573	0.00395367	0.198842	0.4733805	0	5.308124	0.306105	0.36186	0.71134	1.08031	1.8465	0.0745136	0.240867	0.0479087	0.467685	0.0349105	0.134116	0.3446948	1.373332
13	0	-116.9234	-113.5957	-3.327769	4.699586	2.507903	0.349042	0.119385	0.312777	0.0616265	0.0126889	0.0448364	0.0238435	0.00463896	0.225252	0.0319253	0.107763	0.3001966	0.0716348	0.0424424	0.265629	0.0446839	0.00954782	0.0105615	0.117972	0.0278683	0.00338075	0.298602	0.000885015	0.0291337	0.0525108	0.0128405	0.0123075	0.08873559	0	7.436232	0.2405223	0.347205	0.700041	1.07872	1.87404	0.0774641	0.232717	0.0469558	0.52551	0.0524647	0.0648885	0.3889322	0.2281518
14	0	-128.9113	-126.0454	-2.865994	7.15804	0.2681774	0.00510432	0.142361	0.176962	0.418647	0.0431969	0.17835	0.255067	0.330886	0.108368	0.000916612	0.108552	0.0006263377	0.0735694	0.0616912	0.0770831	0.095204	0.0157431	0.151256	0.0108626	0.00164346	0.0135706	0.178538	0.0258126	0.0767151	0.0404648	0.0322574	0.145588	0.3701181	0	9.448772	0.1927388	0.00306928	0.0800962	0.538285	3.37855	0.0683642	0.228543	0.0259582	0.575831	0.0183622	0.0829413	0.3707444	0.9983106
15	0	-114.3656	-119.0074	4.6418	3.497461	5.978185	0.116932	0.162288	0.209428	0.0333201	0.00507589	0.0132639	0.125851	0.127496	0.049661	0.123433	0.09510754	-0.07789523	0.00786456	0.382278	0.0572827	0.0146075	0.0364401	0.0109128	0.0881755	0.0109452	0.0482868	0.203664	0.0510146	0.00226088	0.020304	0.0452101	0.0207528	0.2971016	0	4.410686	0.306734	0.538247	0.824174	1.08131	1.55627	0.100586	0.291815	0.0383957	0.370253	0.108967	0.0899839	0.2192063	1.355351
16	0	-120.6196	-120.6263	0.006701026	3.604152	0.8322663	0.0199402	0.086974	0.00434835	0.326999	0.0943724	0.032426	0.737497	0.0393379	0.529472	0.0140506	0.20643	-0.05557385	0.023339	0.0273655	0.241032	0.0735758	0.0409521	0.218561	0.0639768	0.0289342	6.21246e-05	0.220849	0.000850175	0.033191	0.0181683	0.00866223	0.000481091	0.3985353	0	4.681614	0.262871	0.102404	0.419807	0.965509	2.51228	0.0964015	0.140191	0.0787955	0.410551	0.16947	0.10459	0.3429615	1.162041
17	0	-123.0158	-123.7177	0.7019205	3.146876	1.190908	0.13963	0.295456	0.105809	0.248849	0.176707	0.114825	0.112573	0.607601	0.14671	0.051948	0.2004044	-0.1202777	0.0381349	0.0599984	0.170274	0.000311988	0.0228015	0.122648	0.0132015	0.0130338	0.0199549	0.276864	0.0904223	0.0074108	0.0906343	0.0164829	0.0578267	0.552236	0	5.005129	0.2490152	0.173402	0.52747	1.02562	2.27351	0.0328048	0.204239	0.0426815	0.568516	0.0736893	0.0780702	0.4319583	1.278448
