Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-406.0138	-349.5	-56.5138	11.55867	1.849193	0.00161616	0.0481682	0.0036356	0.0492221	0.0801803	0.245848	0.0130092	0.0156063	0.013345	0.0760961	0.0200859	0.278992	0.193723	0.0105519	0.233698	0.320703	0.00143332	0.0174465	0.0466078	0.0525113	0.0571474	0.0175121	0.00892392	0.0154897	0.0225914	0.0227338	0.122595	0.00927003	0.0704777	0.2053	0.0131224	0.221336	0.0536793	0.21049	0.0175768	0.307864	0.0699678	0.386491	0.0400367	0.130762	0.351369	0.216829	0.367773	0.0542055	0.224967	0.0147386	0.0262063	0.00154304	0.0575371	0.972807	0.0831264	0.0316028	0.142663	0.0227053	0.096332	0.581589	0.15436	0.174296	0.00994105	0.285529	0.00537143	0.00124753	0.1441533	0.1269606	0.057863	0.0239022	0.022136	0.096125	0.00460785	0.0398461	0.0945019	0.00304309	0.096974	0.0365476	0.24434	0.0190489	0.031892	0.147399	0.0817728	0.4337068	15	12.42423	0.2133955	0.274583	0.637955	1.06571	2.02175	0.243435	0.125048	0.218164	0.116694	0.194524	0.102135	0.5606673	0.7735546
1	0	-370.3803	-352.3617	-18.01856	10.88074	4.093337	0.0395199	0.00835359	0.0100726	0.0172907	0.0428169	0.0567208	0.00589399	0.00982663	0.104179	0.00127177	0.0139684	0.0627567	0.0956712	0.00400031	0.282972	0.0997228	0.0398583	0.123023	0.0231158	0.0189311	0.00675396	0.0244595	0.0658427	0.0385407	0.0399178	0.0139356	0.00536245	0.0386644	0.097382	0.0309701	0.0328218	0.0521308	0.0024492	0.0700952	0.054336	0.0902111	0.00512931	0.0221564	0.0126962	0.10087	0.0148094	0.0105429	0.0370318	0.0708405	0.328746	0.00820088	0.0465879	0.0195928	0.0677219	0.0604912	0.067479	0.0495445	0.0892192	0.00907203	0.0548849	0.0340978	0.136388	0.267342	0.00878903	0.164581	0.0535717	0.0455309	0.0630185	0.1591947	0.0378832	0.0210997	0.103319	0.163902	0.0290411	0.00245876	0.125594	0.01522	0.0745572	0.0502735	0.139005	0.00224442	0.0201172	0.123583	0.0917025	0.5294592	11	11.15292	0.1677467	0.459417	0.778376	1.08438	1.67783	0.0990256	0.139761	0.267689	0.0940432	0.238983	0.160497	0.6886538	0.7688321
2	0	-421.0485	-361.9353	-59.11328	7.577194	2.131986	0.0229343	0.00613038	0.172198	0.100484	0.0182543	0.0715339	0.0539924	0.159219	0.0617875	0.0124933	0.533801	0.079976	0.115808	0.0323845	0.656581	0.122683	0.0399265	0.0751892	0.0147856	0.188561	0.0186248	0.390132	0.32988	0.0477724	0.0331057	0.0107343	0.00381896	0.094657	0.0136782	0.5346	0.00221725	0.0220142	0.906777	0.182619	0.225897	0.223848	0.442503	0.0170503	0.0625005	0.0332656	0.0968181	0.0384969	0.0171838	0.0210544	0.209011	0.0482693	0.0317024	0.0161994	0.0969386	0.0156542	0.054115	0.0574685	0.0386457	0.0331005	0.0634479	0.5057	0.361983	0.602404	0.079038	0.715553	0.107212	0.0744641	0.1619778	-0.007996383	0.0493889	0.0254239	0.0501581	0.0518765	0.00859	0.0521156	0.101309	0.00319267	0.159547	0.018403	0.0744691	0.0781276	0.114167	0.147918	0.065314	0.6462589	12	7.881763	0.2456864	0.308537	0.668353	1.07297	1.95014	0.168339	0.119174	0.228722	0.0499775	0.291232	0.142555	0.6382625	1.012528
3	0	-368.602	-349.3375	-19.26448	9.646139	3.542069	0.0458897	0.0178722	0.0286616	0.0173243	0.182192	0.0992453	0.0064989	0.00605734	0.00289197	0.00756674	0.0164395	0.00290039	0.00931596	0.00739804	0.275614	0.0589312	0.0394286	0.0541607	0.0224501	0.0250252	0.0585334	0.322466	0.00809786	0.0258045	0.0233542	0.0319239	0.137069	0.0519232	0.0283319	0.00933171	0.172278	0.0515687	0.189718	0.0296187	0.0281526	0.000955496	0.13704	0.392348	0.0791297	0.0972633	0.190987	0.0686106	0.011906	0.0325437	0.0862715	0.00472191	0.00714139	0.0377557	0.0127456	0.0290007	0.00454247	0.00923487	0.0160908	0.132878	0.0273266	0.140977	0.00935127	0.118212	0.00543159	0.00136805	0.0259122	0.0583926	0.06126804	-0.1259484	0.0322926	0.00723094	0.0498535	0.0966309	0.0222747	0.0169375	0.115568	0.00899247	0.0279239	0.154908	0.188767	0.00803324	0.0422538	0.203029	0.0253046	0.8499767	12	10.16745	0.2911878	0.427288	0.757719	1.08414	1.73085	0.164656	0.202409	0.245801	0.0521611	0.196602	0.13837	0.7240283	1.173955
4	0	-368.1594	-347.8904	-20.26903	7.926605	2.001436	0.0206837	0.0104786	0.0186185	0.00908892	0.0231875	0.0205857	0.0103974	0.0273121	0.00640443	0.0150714	0.100989	0.076886	0.0263536	0.0719811	0.127237	0.0417631	0.0111111	0.132939	0.0434743	0.154434	0.00704035	0.142169	0.0657729	0.0448658	0.0167572	0.00206273	0.0141208	0.0824813	0.00065359	0.161841	0.0373112	0.109511	0.0154513	0.204294	0.0553314	0.235275	0.125282	0.0582807	0.0883541	0.0142108	0.329227	0.091927	0.109785	0.359284	0.00586214	0.0444913	0.0299447	0.0997828	0.239439	0.00232158	0.0383172	0.0221837	0.334487	0.106451	0.103578	0.111894	0.00267616	0.285142	0.0370981	0.178243	0.0673982	0.0157164	0.08019835	0.002653824	0.0628856	0.0856883	0.0269126	0.0741495	0.0165878	0.0284519	0.168731	0.0255141	0.0837748	0.00916285	0.138253	0.0239152	0.00297053	0.147114	0.105889	0.5571419	13	8.58507	0.2370604	0.293446	0.655166	1.07003	1.98136	0.157241	0.127051	0.309003	0.0695793	0.236339	0.100786	0.5597957	0.9952593
5	0	-367.9723	-340.5043	-27.46806	7.789623	8.145833	0.0118855	0.016681	0.00929607	0.0724337	0.0808454	0.0283382	0.0373916	0.00967742	0.0167047	0.0322016	0.114798	0.00723479	0.109611	0.0292277	0.186762	0.20234	0.0181332	0.0789935	0.077774	0.118349	0.0223671	0.346952	0.0315401	0.222551	0.000598154	0.00840307	0.0220091	0.0397931	0.029969	0.052051	0.0312548	0.0519065	0.00797046	0.0138728	0.0139116	0.469692	0.212273	0.122471	0.0167191	0.104542	0.0826689	0.0125864	0.0369233	0.00493398	0.297411	0.191495	0.231013	0.100436	0.00307463	0.0194242	0.126919	0.0164622	0.0969042	0.0420589	0.0490456	0.171969	0.0202904	0.0669821	0.0631257	0.0291211	0.0148315	0.050859	0.08001545	0.1849361	0.0582344	0.0551023	0.0798202	0.193149	0.0290876	0.0437069	0.101564	0.00444866	0.0836223	0.00660351	0.158433	0.00106337	0.015013	0.0612015	0.10895	0.6354896	12	8.53758	0.2037776	0.596281	0.854099	1.07631	1.47331	0.168949	0.122306	0.25791	0.118494	0.202297	0.130044	0.8204257	0.7745852
6	0	-374.1005	-359.537	-14.56346	7.51487	4.637765	0.0108464	0.0538422	0.0279734	0.000497072	0.0105932	0.0554279	0.0589854	0.0254621	0.0854632	0.0123125	0.00623519	0.0131494	0.0380508	0.0152298	0.0631294	0.009829	0.3407	0.116673	0.0209638	0.159407	0.0495099	0.0770533	0.0233477	0.0381206	0.0179492	0.0430803	0.0920187	0.0868197	0.0304702	0.0646072	0.0335571	0.0410568	0.0237432	0.00281736	0.0527719	0.642778	0.00844879	0.155043	0.0111999	0.179217	0.0392642	0.00122163	0.0452207	0.00186809	0.00952391	0.296286	0.0485159	0.124695	0.00343494	0.0426617	0.188458	0.0285372	0.104103	0.151796	0.0136057	0.0921401	0.144034	0.0672605	0.0848558	0.121806	0.00626826	0.0268261	0.06280293	0.08979175	0.0360799	0.0524209	0.0628939	0.140675	0.000235504	0.0230246	0.113479	0.0592302	0.0649082	0.00357961	0.0903205	0.010406	0.129376	0.126415	0.086955	0.80071	9	8.832717	0.1930568	0.4863	0.794729	1.08387	1.6351	0.141535	0.147826	0.340319	0.0670071	0.215269	0.0880444	0.8905017	0.8991672
7	0	-378.4167	-357.2813	-21.13534	9.479067	3.058207	0.0810111	0.111916	0.0571734	0.128596	0.197366	0.101636	0.013928	0.0169183	0.0286466	0.00597628	0.00519599	0.0180645	0.250238	0.0466137	0.000578331	0.009489	0.044092	0.0382026	0.018552	0.00969961	0.0223062	0.0328613	0.0736785	0.00646669	0.00298587	0.0485786	0.10398	0.0353405	0.0283106	0.0123537	0.113871	0.240972	0.0103882	0.0949861	0.0137257	0.158381	0.0582854	0.288805	0.0705427	0.0301359	0.290573	0.0373178	0.0789445	0.005232	0.00279299	0.0112291	0.00162663	0.0478572	0.0010895	0.0509207	0.507087	0.00951116	0.17934	0.0610767	0.052198	0.0919864	0.216257	0.0817598	0.127703	0.00825366	0.0011896	0.021229	0.07888926	-0.03307397	0.122148	0.0666978	0.0103608	0.0978486	0.0464648	0.049	0.110728	0.000383784	0.123963	0.00616543	0.269764	0.000690077	0.00463028	0.0544054	0.0367507	0.5255133	14	10.87046	0.2449757	0.393715	0.734701	1.08279	1.7888	0.179176	0.229441	0.187483	0.113601	0.136981	0.153319	0.4924393	1.067164
8	0	-383.224	-349.1543	-34.06971	8.029555	5.899091	0.0462901	0.0137104	3.79936e-05	0.0334579	0.0219108	0.312795	0.093318	0.0143608	0.088807	0.0616987	0.0180429	0.00133894	0.0411248	0.0510201	0.250074	0.278536	0.0975557	0.0728461	0.0455686	0.0653742	0.0418918	0.212466	0.0647375	0.057324	0.0035155	0.0968381	0.00878702	0.297298	0.025494	0.0387422	0.0605635	0.155186	0.0652439	0.140477	0.196008	0.42522	0.0164567	0.023718	0.0176535	0.0179651	0.0157478	0.0399921	0.0252342	0.0240634	0.0183077	0.18735	0.253315	0.0891208	0.100963	0.151131	0.493437	0.0561819	0.0701986	0.133796	0.0450118	0.0437318	0.120906	0.100153	0.020683	0.00398618	0.0135767	0.0385331	0.08567994	0.003488105	0.0478571	0.0774973	0.185372	0.0175423	0.0087707	0.0336543	0.127414	0.0113506	0.12905	0.0354408	0.0842992	0.0112859	0.055617	0.139656	0.0351936	1.050972	12	8.230241	0.1834008	0.535616	0.822747	1.08148	1.56015	0.18023	0.133258	0.195962	0.0628095	0.280696	0.147044	1.05446	0.996692
9	0	-385.9372	-349.2102	-36.72702	7.837148	3.405587	0.0289546	0.00674004	0.0174699	0.0477976	0.0965861	0.105384	0.0350887	0.0478552	0.276546	0.00264658	0.179424	0.0607704	0.00258702	0.064692	0.20666	0.149844	0.0841237	0.033871	0.0118326	0.0746811	0.00664323	0.07175	0.0355761	0.15862	0.00161295	0.0359182	0.0181797	0.00257377	0.0135791	0.181629	0.0274733	0.0150991	0.0803415	0.0227311	0.242399	0.0794536	0.00267407	0.00145654	0.0358384	0.014466	0.22742	0.357554	0.0132084	0.0661676	0.0251324	0.225035	0.00673885	0.0153176	0.0907508	0.286935	0.146446	0.0793412	0.484866	0.00852778	0.247297	0.336012	0.111453	0.283236	0.155345	0.296592	0.0299554	0.113145	0.09591545	0.003894347	0.0299778	0.137167	0.0173756	0.234319	0.0274029	0.0176466	0.0337087	0.00381467	0.0756266	0.00373254	0.128216	0.00633978	0.141293	0.11665	0.026729	0.6546651	10	9.16342	0.3592232	0.418393	0.75177	1.0839	1.74594	0.118023	0.212359	0.197516	0.0626832	0.206974	0.202446	0.6585595	0.9940866
