Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-614.8462	-544.6282	-70.21807	15.53411	1.890856	0.0174845	0.0242056	0.047778	0.0339414	0.0599918	0.00336996	0.305936	0.0222742	0.0383765	0.0199543	0.047033	0.05402	0.012331	0.00601293	0.32981	0.109375	0.0451814	0.00887006	0.0394176	0.137964	0.0554782	0.00931308	0.0549161	0.323319	0.1753	0.130865	0.226787	0.0800204	0.0237615	0.0567294	0.112772	0.101664	0.00666	0.00374978	0.0964268	0.000902376	0.0137712	0.0376894	0.0381288	0.143151	0.07798145	0.03143364	0.0342453	0.157053	0.24294	0.0601268	0.0125389	0.047475	0.0748192	1.45527e-05	0.0606352	0.0420863	0.0394641	0.0978372	0.0476741	0.0653774	0.0177127	0.2057304	3	66.54799	0.01793678	0.279889	0.642882	1.067	2.01023	0.203851	0.174002	0.132546	0.127528	0.26688	0.0951928	0.2371641	0.8674604
100	-590.8771	-544.0975	-46.77965	17.29321	3.90491	0.040168	0.00113217	0.0874301	0.0537706	0.00682603	0.0261478	0.073126	0.0317391	0.00536458	0.0234836	0.0168533	0.0086266	0.00197201	0.0239483	0.0253498	0.126316	0.0572278	0.0910538	0.0189065	0.0113508	0.0835466	0.0306526	0.0160109	0.00277246	0.053145	8.15477e-05	0.00211146	0.014412	0.101214	0.0363442	0.0617563	0.0293127	0.0306492	0.00172135	0.164043	0.0368034	0.04792	0.0498565	0.0143483	0.0212892	0.04939902	-0.001140408	0.0981283	0.173584	0.339487	0.0117612	0.00696649	0.00646604	0.0351985	0.0224703	0.0175458	0.0083853	0.00507206	0.0420729	0.0855731	0.115849	0.0314398	0.1116453	3	80.7486	0.016459	0.449061	0.771855	1.0844	1.69468	0.134625	0.292245	0.196787	0.088099	0.206102	0.0821425	0.1105049	1.01032
200	-582.1872	-545.7856	-36.40161	29.69393	2.247303	0.010254	0.0444751	0.00683241	0.0118781	0.0126535	0.0388163	0.116201	0.0132551	0.0238029	0.0151983	0.01219	0.0268384	0.0102247	0.0252987	0.0611012	0.0807004	0.100688	0.0260106	0.0289553	0.0114318	0.0880202	0.0350598	0.0878521	0.164228	0.140606	0.0886989	0.0163178	0.00134026	0.0164357	0.0354334	0.0448467	0.00896738	0.00913829	0.047635	0.0390733	0.0284872	0.00855345	0.050373	0.0381057	0.014334	0.04237283	-0.02793437	0.119783	0.0819885	0.196815	0.0409565	0.0742661	0.0229718	0.0468936	0.0485119	0.0404308	0.0492794	0.0194834	0.0138096	0.0689868	0.126884	0.0489404	0.1045837	5	75.06678	0.03439907	0.32111	0.678974	1.0751	1.92481	0.139045	0.232667	0.184874	0.096828	0.216056	0.13053	0.07664931	1.364444
300	-601.8823	-554.8389	-47.04338	4.851542	1.165333	0.0288947	0.192933	0.00693545	0.162266	0.0266485	0.251782	0.0997969	0.0423962	0.0626364	0.0156317	0.0444201	0.00921542	0.0447052	0.0466056	0.223928	0.116572	0.0706726	0.0105754	0.0608141	0.00641834	0.0212169	0.0450842	0.082945	0.0614237	0.0269565	0.206322	0.0314441	0.0113571	0.092521	0.0577144	0.086446	0.0100502	0.0153052	0.0828625	0.00595425	0.0154281	0.00719271	0.000728452	0.0339235	0.08122	0.05853998	0.01435912	0.0561915	0.0905847	0.301105	0.0097501	0.0277072	0.0163665	0.054546	0.0152586	0.00673445	0.0264453	0.0614957	0.0209804	0.0258551	0.254506	0.0324737	0.1325029	4	69.05943	0.02494973	0.168715	0.52137	1.02278	2.28714	0.122139	0.178294	0.191227	0.11434	0.288481	0.10552	0.146862	0.9022271
400	-595.1727	-538.3269	-56.84581	4.33918	4.022523	0.00863616	0.0770481	0.0357396	0.0443839	0.0152878	0.0889437	0.0339786	0.07077	0.0685205	0.000195019	0.00714248	0.0744494	0.0257391	0.133109	0.0101991	0.125596	0.0951212	0.00491341	0.0741399	0.0216138	0.0983221	0.072091	0.00553742	0.025974	0.00260299	0.00063897	0.0243397	0.0606677	0.0732852	0.0179263	0.00258112	0.0223465	0.0445666	0.113687	0.0321877	0.0631834	0.00310586	0.177476	0.0745547	0.00414116	0.0441339	0.01171245	0.0216637	0.0964793	0.049682	0.0190857	0.0349506	0.0162908	0.0726009	0.016596	0.0210622	0.133518	0.0263428	0.126898	0.0183312	0.245447	0.101052	0.1053419	5	81.00777	0.02692956	0.455595	0.775984	1.0844	1.68402	0.205351	0.296489	0.160669	0.106249	0.152904	0.0783367	0.1170544	0.8999401
500	-589.1888	-546.7004	-42.4884	5.824077	4.506904	0.0141404	0.164053	0.015565	0.0315065	0.105544	0.0885553	0.0667968	0.0213021	0.070813	0.0521654	0.0156644	0.0221646	0.0237358	0.0135624	0.0402669	0.12381	0.0400643	0.0311494	0.00115996	0.00289676	0.011376	0.00258561	0.0579195	0.0591464	0.0787566	0.0111284	0.0208941	0.144758	0.0350549	0.0297558	0.0421279	0.0375148	0.00847535	0.117817	0.0615664	0.0030094	0.0261862	0.0272157	0.01894	0.00101561	0.05056999	-0.000371224	0.0343562	0.205207	0.17108	0.015601	0.0127287	0.0139123	0.044581	0.00837086	0.0228487	0.209539	0.0196486	0.0971057	0.0682316	0.0551629	0.0216269	0.1001178	5	77.62122	0.01539533	0.480212	0.791096	1.08404	1.64466	0.134456	0.256983	0.146614	0.0835872	0.244573	0.133786	0.0997466	1.003722
600	-596.669	-547.98	-48.68898	18.24124	3.031842	0.0210823	0.0425002	0.00956586	0.12892	0.00683263	0.0252184	0.124559	0.017081	0.0160695	0.00695419	0.0179635	0.0383111	0.0045064	0.0681332	0.00881885	0.0937124	0.0316979	0.0187633	0.00494872	0.0996345	0.00532091	0.0137677	0.0262138	0.07499	0.0474613	0.0372387	0.348837	0.0133533	0.0651037	0.017676	0.0168621	0.11981	0.117389	0.0105503	0.0115103	0.149572	0.0441089	0.0207934	0.0178448	0.0181186	0.05576967	0.01615098	0.0896327	0.0489292	0.0805613	0.0677548	0.0537443	0.00624207	0.0717709	0.0365321	0.0762097	0.0978615	0.00410804	0.0708449	0.0174504	0.1429	0.135458	0.1472404	5	65.67293	0.02196564	0.39171	0.733276	1.08267	1.79234	0.130903	0.192008	0.179293	0.161786	0.239255	0.0967543	0.1633914	0.9011516
700	-589.0185	-544.7978	-44.22078	51.64528	4.09654	0.0189559	0.0752627	0.046439	0.0339492	0.0108605	0.00706844	0.0850022	0.00836472	0.0282435	0.0130667	0.00693576	0.0639694	0.0134282	0.00656139	0.0353884	0.0349152	0.0396106	0.0330401	0.0108616	0.0104733	0.0135607	0.017119	0.0918972	0.006652	0.0243657	0.0332371	0.0127651	0.0170351	0.00574491	0.0175475	0.0153087	0.0167604	0.0826691	0.0343024	0.0458736	0.00722712	0.0307624	0.0340151	0.0914202	0.00258859	0.04473434	-0.01494196	0.0532093	0.0460055	0.24118	0.00773438	0.0361231	0.016231	0.0727565	0.038931	0.0068149	0.0400968	0.0448721	0.0996472	0.0717212	0.149257	0.0754203	0.1354083	4	86.21476	0.01817772	0.459588	0.778483	1.08437	1.67756	0.123079	0.257908	0.165208	0.140903	0.209321	0.103581	0.1204663	1.124034
800	-614.9777	-558.8047	-56.17295	1.76245	1.526149	0.0201844	0.0244404	0.174226	0.0649186	0.0246566	0.107565	0.196406	0.166934	0.286415	0.0375755	0.0352131	0.0312578	0.0285555	0.0366178	0.3404	0.172919	0.0516041	0.0140403	0.164972	0.0239405	0.0903716	0.00714141	0.137122	0.0346834	0.0555326	0.128267	0.00301943	0.0377168	0.0499919	0.0159821	0.000136516	0.0542582	0.053556	0.125046	0.0262314	0.0132179	0.037346	0.00665964	0.112459	0.0125301	0.0744912	0.002455863	0.0777538	0.0218161	0.157275	0.0032746	0.00572868	0.10556	0.0673641	0.0167896	0.0822884	0.110537	0.0634127	0.1117	0.0272847	0.131696	0.0175193	0.1064914	5	88.63486	0.03280197	0.229334	0.592852	1.05192	2.12589	0.202063	0.227988	0.0923953	0.154142	0.201028	0.122385	0.1089472	0.9774582
900	-581.8554	-543.5695	-38.28593	5.569771	2.212911	0.014148	0.0637777	0.106144	0.112198	0.0270976	0.0362753	0.101027	0.0181558	0.0335985	0.0176102	0.0233905	0.0650238	0.000328649	0.21119	0.00233828	0.0820265	0.104333	0.0499549	0.0443314	0.191235	0.00252697	0.0184818	0.0105977	0.0338666	0.0156427	0.0778218	0.0493055	0.0681725	0.0869849	0.0240757	0.00864496	0.034675	0.0797722	0.0448379	0.00109657	0.00279636	0.0212016	0.0224068	0.00602796	0.0395895	0.04384091	0.0004581776	0.0706267	0.0738509	0.246168	0.00773734	0.13579	0.0270107	0.0241682	0.00329119	0.0353117	0.0421863	0.0427652	0.0998784	0.0291196	0.0794502	0.0826453	0.2338791	6	66.51205	0.01924791	0.317431	0.675899	1.07451	1.93216	0.124792	0.266162	0.116577	0.089575	0.303637	0.0992569	0.2343373	0.9980448
