Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-379.1613	-318.5844	-60.57687	6.9263	2.439751	0.4225	0.53167	0.330444	0.275489	0.271002	0.00204228	0.00957715	0.286948	0.281105	0.229128	0.0163553	0.0731789	0.32624	0.565588	0.0557735	0.00760588	0.0765867	0.221718	0.773385	0.457082	0.143341	0.118977	0.217327	0.0754732	0.1294	0.00233976	0.402819	0.081973	0.128126	0.029643	0.372654	0.12018	0.0062777	0.0450192	0.224966	0.115217	0.212764	0.00759984	0.065404	0.253269	0.110362	0.00547868	0.0277892	0.246592	0.1719782	-0.008088511	0.0510758	0.00694616	0.0554825	0.0319831	0.0133077	0.0574408	0.0936169	0.0558927	0.0222391	0.221737	0.00583282	0.186504	0.0566752	0.112397	0.0288695	0.5012121	10	7.974436	0.2165734	0.340669	0.694883	1.07791	1.88654	0.214151	0.220804	0.132284	0.133082	0.160921	0.138759	0.4931236	1.016403
100	-348.5909	-316.9753	-31.61556	7.810509	2.654819	0.113073	0.0891849	0.0349413	0.0188063	0.135127	0.0128542	0.303047	0.0127296	0.0422296	0.0723241	0.0149781	0.0450088	0.100599	0.00436584	0.00919025	0.17785	0.00525426	0.405039	0.128257	0.0316703	0.00771688	0.00251278	0.0191879	0.000330208	0.172212	0.0491759	0.0295933	0.0283482	0.0885389	0.156022	0.0263744	0.0858652	0.126165	0.0111535	0.032987	0.214056	0.136745	0.0173155	0.20015	0.481465	0.239437	0.0642079	0.0524519	0.00136145	0.08746648	0.1005003	0.0845298	0.0927061	0.102152	0.0195126	0.0412749	0.0182389	0.0592916	0.0392368	0.0191355	0.043294	0.124283	0.0513405	0.0516197	0.204492	0.0488929	0.518223	7	9.071143	0.2403113	0.36066	0.710428	1.08019	1.84873	0.216201	0.26843	0.140896	0.102365	0.107946	0.164163	0.6187233	0.8375682
200	-355.7989	-324.7821	-31.01676	7.972905	1.676282	0.018021	0.0324644	0.0485483	0.0380111	0.0738145	0.00766505	0.223924	0.222202	0.0778005	0.249167	0.0903253	0.157583	0.187382	0.0269575	0.0271751	0.109417	0.115551	0.128564	0.0412909	0.399588	0.0183598	0.0599419	0.00180928	0.214007	0.169754	0.101093	0.000537931	0.0221228	0.00162261	0.149584	0.400324	0.0601449	0.0318116	0.0258267	0.0845998	0.348087	0.0550754	0.015686	0.428814	0.146115	0.089137	0.0564253	0.0156749	0.0121488	0.1108297	-0.08602541	0.0647165	0.0583691	0.0010636	0.0581557	0.00863395	0.160452	0.0792378	0.0337847	0.0497392	0.00523505	0.161283	0.00202428	0.122769	0.169657	0.0248789	0.5776929	7	7.981484	0.2450113	0.251315	0.615491	1.05929	2.0739	0.271341	0.269487	0.0778036	0.0960687	0.132546	0.152754	0.4916674	1.174967
300	-372.1423	-328.1336	-44.00864	7.126159	1.820854	0.0412195	0.0455504	0.146548	0.192573	0.164562	0.016125	0.0333678	0.0418091	0.0299088	0.0519105	0.0826305	0.00152842	0.761083	0.0902193	0.0358419	0.000594002	0.107006	0.143584	0.00293179	0.0180866	0.0114179	0.0247279	0.00994988	0.251074	0.0336782	0.235854	0.03268	0.206814	0.0516116	0.129581	0.717698	0.422154	0.0149717	0.276868	0.271193	0.084704	0.090489	0.00765682	0.314117	0.0467201	0.446859	0.161046	0.00704377	0.020772	0.1345131	-0.06578931	0.0596005	0.0707156	0.0830731	0.045411	0.0574995	0.0364937	0.0753704	0.0399983	0.0544183	0.20475	0.0029645	0.0901222	0.00574948	0.16288	0.0109532	0.6877289	5	7.17766	0.1549713	0.27091	0.634503	1.06478	2.0298	0.201125	0.34587	0.154913	0.0704005	0.101528	0.126164	0.6219396	1.105781
400	-351.0857	-319.8724	-31.21327	8.102074	1.675847	0.0370905	0.000604012	0.0146203	0.0938491	0.0290222	0.00261398	0.0844944	0.0606368	0.032105	0.260428	0.181256	0.161278	0.116729	0.500809	0.0684262	0.0185484	0.00130167	0.118057	0.0234409	0.0172726	0.0693892	0.0720525	0.21732	0.0154756	0.154584	0.108659	0.150931	0.0398468	0.036129	0.00108563	0.00782034	0.088527	0.149968	0.36326	0.0316629	0.0839909	0.0486575	0.0278116	0.0316451	0.0288964	0.47633	0.0418079	0.00148396	0.101417	0.0783055	0.1513287	0.0818207	0.00852538	0.0647781	0.0180925	0.0491552	0.135006	0.0914601	0.0609228	0.0377129	0.237014	0.0109889	0.00330744	0.0979654	0.0835683	0.0196826	0.4664804	8	11.465	0.1469934	0.251254	0.61543	1.05927	2.07404	0.167154	0.209714	0.146394	0.095606	0.18325	0.197881	0.6178091	0.7550558
500	-361.3149	-328.2618	-33.0531	6.847417	1.413846	0.052102	0.0781788	0.0240099	0.0366188	0.0477084	0.0157644	0.0278043	0.183339	0.00574317	0.683136	0.0238358	0.192927	0.292492	0.0576888	0.0177463	0.0162696	0.0319847	0.0136152	0.123803	0.0109566	0.0153972	0.00686927	0.00108395	0.0129683	0.0682523	0.081582	0.0318119	0.184738	0.153405	0.0720945	0.160323	0.14206	0.0989299	0.0613006	0.215727	0.114951	0.0142479	0.0363765	0.0414001	0.00660973	0.330906	0.107629	0.0243689	0.0537114	0.0876764	0.1494746	0.0774751	0.0284364	0.0732053	0.0349596	0.000619628	0.0442887	0.0717351	0.060475	0.0258751	0.0457589	0.0361156	0.0111008	0.157023	0.295923	0.0370086	0.445843	5	9.016587	0.1178396	0.211701	0.573558	1.04493	2.16981	0.18848	0.256904	0.194673	0.081636	0.164805	0.113503	0.5953176	0.7489162
600	-344.4203	-319.4448	-24.97552	4.739438	2.717695	0.0510525	0.0881873	0.0372684	0.0111003	0.198182	0.00511402	0.0258331	0.00526821	0.0378891	0.00203082	0.000892346	0.00120134	0.0594803	0.161067	0.0157307	0.050978	0.0164736	0.0561991	0.0214332	0.0548761	0.0451756	0.0483988	0.00430724	0.000874229	0.123907	0.251782	0.726789	0.240112	0.0354072	0.166515	0.0293404	0.248463	0.104873	0.00877003	0.298669	0.0002148	0.02651	0.000423628	0.245576	0.0281387	0.209769	0.0304816	0.561029	0.0754091	0.08967646	0.2593853	0.0550911	0.00319657	0.00886027	0.0524675	0.0172713	0.19099	0.0741681	0.0097251	0.0466484	0.136152	0.1502	0.0099427	0.0403992	0.113224	0.0916634	0.7078997	3	5.870585	0.2123863	0.36617	0.714594	1.08072	1.83852	0.255636	0.299609	0.0819627	0.113048	0.0971023	0.152643	0.967285	0.7318419
700	-361.9747	-317.3857	-44.58901	11.12467	4.288633	0.00747182	0.00198224	0.0118931	0.0414766	0.0979155	0.133785	0.557871	0.0466346	0.00813666	0.0853913	0.0351501	0.100392	0.236072	0.00204205	0.047227	0.0711665	0.0133189	0.0806966	0.149243	0.00736501	0.0200569	0.00772722	0.00711491	0.0050665	0.111446	0.0143661	0.1152	0.261405	0.0376783	0.0853277	0.206346	0.479808	0.0358994	0.0140752	0.110081	0.389554	0.0271928	0.0305714	0.108342	0.393614	0.0615971	0.0383877	0.199413	0.0398321	0.140003	0.1236302	0.0563811	0.0117761	0.0700367	0.0474013	0.0217152	0.144449	0.0490027	0.0122153	0.00953761	0.158096	0.13966	0.0301566	0.0635096	0.153108	0.0329541	0.3433501	7	13.35804	0.1667708	0.469548	0.784634	1.08426	1.66156	0.184368	0.339309	0.0766176	0.0831426	0.177539	0.139024	0.4669803	0.735256
800	-372.5931	-334.3749	-38.21828	5.169736	2.510597	0.230085	0.161761	0.0663317	0.151223	0.0639793	0.0483319	0.154506	0.0283463	0.0156061	0.200742	0.0682561	0.260364	0.00572642	0.204055	0.336731	0.331364	0.00591923	0.0774988	0.12903	0.0114735	0.0801838	0.031963	0.0340758	0.00745662	0.204766	0.264325	0.0423463	0.0155778	0.213803	0.0320421	0.289979	0.14139	0.0344716	0.65194	0.143749	0.0651643	0.0199008	0.0568729	0.308864	0.776535	0.0870621	0.105589	0.0504346	0.173165	0.1384817	0.2152358	0.12419	0.0480693	0.029465	0.011628	0.0308943	0.0486235	0.0785819	0.0821497	0.0609946	0.0373646	0.169726	0.0358897	0.0262421	0.111417	0.104764	0.2814997	9	5.704011	0.1560003	0.347459	0.70024	1.07875	1.87355	0.151113	0.248979	0.195957	0.102476	0.166509	0.134966	0.4967355	0.5666994
900	-356.2631	-321.4314	-34.8317	6.165446	2.031543	0.0132233	0.027176	0.0966862	0.0664143	0.0829926	0.00351625	0.0846295	0.0264742	0.024986	0.162745	0.0288324	0.445717	0.155731	0.057266	0.0195829	0.344081	0.0200144	0.295603	0.107331	0.126739	0.0231998	0.00468335	0.0103393	0.00809847	0.270609	0.0148702	0.00596901	0.0549028	0.0129557	0.0134404	0.275879	0.0179867	0.00792819	0.482124	0.20977	0.0410356	0.230136	0.0400617	0.076888	0.396723	0.00653739	0.0367224	0.0744916	0.263617	0.1129254	0.04824622	0.119921	0.0467053	0.0117466	0.100933	0.0142573	0.0588514	0.0672422	0.0289282	0.0126332	0.179945	0.178253	0.00656012	0.0240064	0.0710893	0.0789267	0.4823733	4	6.361481	0.4687898	0.297011	0.658327	1.07076	1.9739	0.228279	0.234334	0.134753	0.109424	0.142358	0.150853	0.5306195	0.9090757
