Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-125.3811	-120.1841	-5.197011	6.212629	3.488253	0.0292747	0.279312	0.149842	0.108589	0.0401982	0.301943	0.373168	0.0913935	0.0827038	0.117326	0.1693305	0.124576	0.0416665	0.112028	0.0926396	0.0131128	0.124293	0.0177005	0.0549806	0.0478296	0.0373854	0.325674	0.0444589	0.0470653	0.022956	0.0149148	0.00329461	0.1645756	0	8.100681	0.08764229	0.42383	0.755419	1.08406	1.7367	0.144423	0.210109	0.0762244	0.395596	0.0205269	0.15312	0.2891516	0.5691671
100	-127.5844	-122.7859	-4.79855	5.248295	0.4413675	0.177962	0.17791	0.00436325	0.128889	0.104067	0.172573	0.0831737	0.941889	0.0270948	0.284563	0.2226611	-0.1991585	0.0352967	0.0450939	0.18859	0.0118205	0.0954354	0.00748262	0.0197378	0.0312558	0.0346549	0.194786	0.0557797	0.00155542	0.14368	0.00738598	0.127446	0.482787	0	5.728995	0.443679	0.0231064	0.211928	0.772428	2.99254	0.0375156	0.251466	0.0780395	0.555606	0.00335302	0.0740195	0.2836285	1.702181
200	-118.8962	-116.441	-2.455192	5.79586	1.515448	0.0577121	0.182617	0.232395	0.0458521	0.42655	0.149955	0.0997148	0.0501818	0.00841939	0.114012	0.1178695	-0.02989595	0.0145941	0.0473359	0.226076	0.0663119	0.074536	0.289135	0.0427639	0.042941	0.0230474	0.0610691	0.0624118	0.0143186	0.00216552	0.000107765	0.0331865	0.4812351	0	7.26861	0.424406	0.227699	0.591108	1.05132	2.12988	0.0728284	0.252605	0.0594009	0.502902	0.0542031	0.0580597	0.4513391	1.066238
300	-125.6282	-120.1813	-5.446935	5.102649	3.38575	0.151343	0.260691	0.127049	0.0458434	0.0449014	0.239385	0.366071	0.0390824	0.0130456	0.253287	0.1502199	0.3236701	0.00215429	0.0670296	0.0323244	0.0651093	0.0970382	0.0790248	0.00974794	0.0227011	0.0174634	0.189296	0.144001	0.259043	0.0020545	0.00900622	0.00400641	0.1010655	0	5.444794	0.3074021	0.417065	0.750873	1.08386	1.74821	0.16481	0.267049	0.0144374	0.43276	0.0183737	0.10257	0.4247355	0.2379492
400	-121.7519	-119.8306	-1.921241	3.548016	1.246679	0.235342	0.583138	0.00513587	0.0951568	0.0314726	0.0223196	0.252755	0.132465	0.0665276	0.47587	0.163836	0.05813039	0.00838475	0.104732	0.0694013	0.0566813	0.0771872	0.025428	0.0755685	0.114659	0.00909325	0.0235862	0.106968	0.0570524	0.112102	0.0132391	0.145917	0.2348582	0	6.248062	0.1978496	0.18341	0.540133	1.03129	2.24516	0.121944	0.237098	0.0868013	0.378533	0.0483603	0.127263	0.2929886	0.801595
500	-125.6372	-119.1429	-6.494297	3.838583	0.4918506	0.128462	0.255957	0.0145549	0.630837	0.518076	0.0168465	0.335016	0.563618	0.530662	0.116773	0.3317866	-0.1600165	0.0361009	0.161737	0.0800483	0.110628	0.0759923	0.0364485	0.0614831	0.0617547	0.0439696	0.192743	0.0616316	0.00857344	0.00679761	0.000164855	0.0619274	0.3393539	0	5.484509	0.2305511	0.0318874	0.246562	0.814247	2.9073	0.109653	0.206997	0.0704077	0.449637	0.0389667	0.124338	0.1793374	1.892265
600	-135.7512	-122.5958	-13.15546	3.503327	1.140853	0.0553015	0.287475	0.740756	0.770518	1.63085	0.349543	0.437742	0.219026	0.241243	0.91308	0.5511988	-0.07378155	0.0238584	0.168599	0.117064	0.00974264	0.0434544	0.0943106	0.195891	0.00101776	0.126408	0.0150315	0.0117951	0.0322071	0.00272204	0.039452	0.118447	0.3738451	0	4.51048	0.4275005	0.164171	0.515348	1.01991	2.30057	0.0901235	0.125733	0.0728972	0.492155	0.135333	0.0837576	0.3000635	1.245886
700	-120.7801	-119.4689	-1.311202	5.191294	2.889006	0.27883	0.120243	0.00654383	0.121322	0.0826199	0.0466786	0.131177	0.141011	0.26482	0.0819315	0.1842433	-0.02189942	0.103178	0.0198458	0.0741465	0.153253	0.0142769	0.0418856	0.0209155	0.0214336	0.0778864	0.147287	0.195845	0.025737	0.0372371	0.00207794	0.064994	0.3052833	0	7.304872	0.300378	0.380489	0.725191	1.08191	1.81241	0.113103	0.235033	0.0726932	0.465408	0.0318955	0.0818673	0.2833838	1.077278
800	-114.7304	-116.9097	2.179319	5.094695	4.25022	0.0727135	0.0887472	0.00428256	0.0113089	0.0527367	0.111301	0.15658	0.189818	0.128633	0.0424384	0.1107129	-0.1119532	0.044129	0.117483	0.104355	0.0470618	0.0174947	0.0234267	0.0838049	0.0171664	0.0496581	0.220153	0.0514403	0.00215026	0.00704862	9.67373e-05	0.214531	0.3282747	0	9.180655	0.1690925	0.467601	0.783441	1.08429	1.66467	0.0632901	0.296446	0.0414718	0.348808	0.0565411	0.193443	0.2163214	1.517532
900	-127.8598	-121.8879	-5.971879	3.966686	1.338856	0.820283	0.643159	0.466723	0.252882	0.523368	0.00219639	0.140232	0.0822753	0.0586041	0.150044	0.2584383	-0.2718061	0.1754	0.0594553	0.0515639	0.0523479	0.0357236	0.134911	0.194586	0.00696664	0.0150403	0.0286731	0.000658192	0.0258697	0.00299838	0.0170557	0.198751	0.5285021	0	5.051655	0.1561211	0.199322	0.559334	1.03937	2.20198	0.143468	0.220584	0.108624	0.384461	0.0493821	0.0934813	0.256696	2.058864
