Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-541.9025	-575.2266	33.32412	14.50315	2.990622	0.00271691	0.0139986	0.00751725	0.00409826	0.0378288	0.0226388	0.0176167	0.0174532	0.0288753	0.0573376	0.0225537	0.0159778	0.0061393	0.0564659	0.0635863	0.0353413	0.00326647	0.0099234	0.0224677	0.00937397	0.0317361	0.0149679	0.0108244	0.00251156	0.00469439	0.00309935	0.0255858	0.0311502	0.0302376	0.00492105	0.0024655	1.11639e-05	0.00812369	0.012794	0.0146734	0.0158073	0.0130765	0.0287575	0.0211854	0.0295976	0.00410962	0.0150273	0.0193104	0.00285988	0.0255872	0.00387582	0.00154422	0.0144187	0.0141242	0.000875029	0.00287557	0.00624835	0.0025943	0.0287133	0.0432232	0.0116029	0.00430351	0.0267369	0.0487536	0.0106217	0.00628832	0.0766828	0.000439115	0.0352216	0.00227029	0.0188427	0.0420801	0.00480989	0.00822305	5.02708e-05	0.0422012	0.0068731	0.00197396	0.000121445	0.0108707	0.00845479	0.0153502	0.000640427	0.00891735	0.0391811	0.00191466	0.0099991	0.0229396	0.0370426	0.00708332	0.00105794	0.0510384	0.00099725	0.00850419	0.00678844	0.00270076	0.0217287	0.00948209	0.0161096	0.000180782	0.0434919	0.0482967	0.0169145	0.0289769	0.000829236	0.01715423	0.06138122	0.0426428	0.0305486	0.0335376	0.0172185	0.128699	0.0232056	0.0276353	0.0379857	0.133905	0.0830062	0.0519076	0.126256	0.0696816	0.0506214	0.143149	0.4940474	17	71.22023	0.05564069	0.388535	0.731007	1.08247	1.79799	0.197215	0.248765	0.18274	0.147199	0.15686	0.0672211	0.5554286	0.8894885
100	-556.2477	-571.4887	15.24096	13.57287	2.693107	0.0130165	0.000206187	0.00124691	0.025646	0.0166137	0.0279171	0.00975154	0.016608	0.0182645	0.0312321	0.000329175	0.00589317	0.000786052	0.00827934	0.0407057	0.0163472	0.0122786	0.00806127	0.00243244	0.0214141	0.0158879	0.00548157	0.00421241	0.052298	0.00101507	0.00355429	0.0018984	0.0448808	0.0264897	0.0406813	0.00908598	0.00795086	0.0170835	0.0982707	0.00797609	0.00729055	0.0137736	0.0256029	0.00958543	0.00329156	0.023729	0.0404458	0.0621781	0.0105545	0.00566795	0.00308256	0.00614845	0.068595	0.0175613	0.0221317	0.000564232	0.00394593	0.00613493	0.00786261	0.010562	0.180002	0.0438261	0.0249758	0.00745667	0.00682941	0.0349972	0.0358797	0.123798	0.00935855	0.0120439	0.0127428	0.0503385	0.0109099	0.0310381	0.0190402	0.0193194	0.000524045	0.00235506	0.112529	0.0283702	0.0332073	0.0125543	0.00802474	0.00854328	0.0322291	0.00855703	0.0163053	0.0350044	0.0384534	0.00450421	0.00553097	0.0609463	0.0178165	0.00783251	0.00256289	0.0077838	0.030786	0.0229228	0.0107977	0.011049	4.55056e-05	0.00112268	0.0257963	0.0115505	0.00944867	0.02704276	-0.07409055	0.0511257	0.0417156	0.0979923	0.0235117	0.0728172	0.000492978	0.0532207	0.0661493	0.0515092	0.114488	0.0309109	0.141253	0.0747085	0.153764	0.0263404	0.619434	15	61.3628	0.03949386	0.364033	0.712984	1.08052	1.84247	0.200295	0.19301	0.190758	0.103602	0.191548	0.120787	0.5453434	1.13586
200	-540.5411	-564.8423	24.30124	4.747743	3.939312	0.0416052	4.9294e-05	0.00783405	0.0229929	0.00545649	0.0015389	0.0271834	0.102801	0.0170904	0.0106908	0.0114337	0.0116419	0.00105118	0.0095274	0.00447155	0.00132701	0.00874785	0.0351304	0.00104245	0.0493361	0.0549323	0.000200229	0.0706022	0.0344358	0.0025844	0.0205863	0.0103304	0.000380813	0.00862133	0.00104154	0.00787474	0.0329914	0.0220826	0.00714727	0.020647	0.07405	0.0486897	0.0128263	0.0196395	0.0193214	0.00031013	0.00793351	0.00387068	0.00644371	0.0207298	1.49882e-05	0.00255278	0.00423878	0.025636	0.000695917	0.013411	0.0254817	0.030415	0.0230821	0.00169408	0.0323733	0.0424444	0.0254675	0.0241832	0.00979926	0.00915718	0.00419293	0.0525839	0.0216652	0.0249486	0.0188263	0.011405	0.00233691	0.00515156	0.0331354	0.00871674	0.00490909	0.00443648	0.129921	0.0105346	0.0297038	0.0423508	0.000280898	0.0458861	0.0138262	0.0220182	0.0951378	0.00243513	0.0543319	0.0094701	0.0808874	0.0102822	0.0584913	0.000522123	0.0239024	0.0039313	0.00745374	0.0118827	0.0456129	0.120549	0.0335658	0.00223459	0.0112506	0.0371251	0.00208999	0.024125	-0.01832977	0.105024	0.0634095	0.225547	0.0458474	0.0259115	0.0116838	0.0545885	0.027734	0.0471326	0.0548947	0.0231727	0.0704642	0.0486525	0.131258	0.0646793	0.5946231	17	58.74518	0.05506675	0.450997	0.773084	1.08441	1.69151	0.212	0.198	0.173567	0.134081	0.194142	0.0882112	0.5762933	1.031806
300	-581.6764	-564.3914	-17.28504	9.358038	2.894598	0.00106843	0.0350214	0.0476576	0.0223512	0.0370222	0.0149445	0.0144138	0.0305305	0.0186304	0.0333761	0.0119065	0.0017921	0.00118689	0.0307305	0.0821445	0.0237294	0.00291814	0.012875	0.00466574	0.0254929	0.0305953	0.0106738	0.0163442	0.0454307	0.00364445	0.00241141	0.00751204	0.0540046	0.087346	0.0161825	0.0171155	0.0161024	0.0611586	0.0612131	0.00661845	0.0072349	0.00927482	0.01727	0.0177176	0.103637	0.00461884	0.0538828	0.00522784	0.0575027	0.000551227	0.0131744	0.00372578	0.0248657	0.0659971	0.00408692	0.00218228	0.0169094	0.0121651	0.010323	0.0345923	0.101527	0.0314832	0.0612302	0.00713764	0.0064233	0.00634704	0.0114689	0.019625	0.0287296	0.0585106	0.0366134	0.00748942	0.00299995	0.00248531	0.00563642	0.00157853	0.0258234	0.0164422	0.0518445	0.0387175	0.00831046	0.0115726	0.0420664	0.030365	0.0621111	0.00403403	0.000203029	0.0476219	0.0101851	0.0189905	0.0255949	0.0523486	0.00810381	0.00664818	0.134872	0.0190682	0.0512577	0.0131238	0.00155027	0.0152343	0.091061	0.0021369	0.00111664	0.0906927	0.00434204	0.02501015	-0.01412233	0.0885292	0.0583976	0.146187	0.01879	0.0356436	0.0189928	0.0278707	0.0441708	0.0276784	0.0536898	0.0419078	0.145086	0.0660089	0.140216	0.0868325	0.3275526	17	64.52027	0.0654915	0.38094	0.72552	1.08194	1.8116	0.200449	0.206576	0.174652	0.141939	0.189729	0.0866548	0.3134302	1.045057
400	-531.5995	-565.3435	33.74405	13.36373	2.130109	0.00974759	0.000674489	0.00327735	0.00676612	0.00516754	0.0147913	0.00192921	0.0158033	0.00342734	0.001051	0.0288213	0.0043724	0.0176618	0.0427638	0.0594003	0.0109345	0.0195168	0.00629932	0.0211592	0.0326011	0.0166959	0.0154415	0.0063792	0.00778348	0.0341979	0.0350751	0.00364125	0.0277141	0.0445076	0.0160851	0.000816401	0.0173943	0.0108057	0.00153607	0.0209823	0.00387765	0.0464689	0.00508032	0.00920187	0.00678905	0.0323721	0.013327	0.0017429	0.0308737	0.00339658	0.0125089	0.00179753	0.011737	0.0242507	0.0418917	0.0263985	0.00857967	0.0149396	0.006666	0.0377789	0.0528638	0.0816176	0.00100062	0.014761	0.00717402	0.000762861	0.0313761	0.0191467	0.0123767	0.0266605	0.0818331	0.0139489	0.00312432	0.0045776	0.0122873	0.0140702	0.0173352	0.0505079	0.0558695	0.0344262	0.00164982	0.00264274	0.00314737	0.0010429	0.0747567	0.0110167	0.0200179	0.0268803	0.019105	0.00100711	0.0175841	0.00515154	0.0305688	0.0154798	0.0153638	0.0533985	0.0787226	0.00416087	0.0125494	0.00206105	0.0392027	0.00258259	0.00932722	0.000962845	0.0194498	0.0201771	0.08756773	0.0918404	0.0469252	0.150971	0.0371175	0.0446976	0.0407945	0.0736709	0.0219979	0.0548849	0.0888907	0.00861988	0.0647156	0.0406799	0.163117	0.0710776	0.4610533	21	63.88953	0.04965443	0.308326	0.668173	1.07293	1.95057	0.155179	0.176345	0.23788	0.118465	0.232084	0.0800487	0.548621	0.8403858
500	-576.5106	-567.5219	-8.988699	5.241664	2.835173	0.0249769	0.0387748	0.00489645	0.000285289	0.153003	0.0206309	0.0337597	0.00232235	0.0982216	0.149143	0.0171742	0.00482938	0.000773632	0.0113229	0.0769532	0.0185402	0.00141643	0.0050725	0.026591	0.000436522	0.0274569	0.00595404	0.0160407	0.0182702	0.0558486	0.0083088	0.015634	0.0276869	0.118198	0.023064	0.000277851	0.00728695	0.0211918	0.00367852	0.0434106	0.000954343	0.0521283	0.052126	0.0115789	0.00824906	0.0307259	0.0429525	0.0528794	0.00264113	0.0097829	0.0483279	0.00345367	0.0533997	0.0601122	0.0137489	0.00606331	0.029631	0.0100074	0.10517	0.0535686	0.0139493	0.0301739	0.0141803	0.0111483	0.0163517	0.00370696	0.00223759	0.00134957	0.0112676	0.0487975	0.00517413	0.00748111	0.00219275	0.0136526	0.0594287	0.0140682	0.0860114	0.0308188	0.00189243	0.10801	0.0619592	0.0851374	0.000419906	0.00586672	0.0725228	0.0727906	0.00545856	0.0291844	0.018167	0.00239194	0.0968294	0.00311388	0.0564351	0.0130731	0.0382917	0.0400983	0.016536	0.0168145	0.107923	0.0019054	0.00996998	0.00850443	0.00673587	0.000672192	0.00886351	0.0256792	0.008516355	0.0559976	0.02494	0.17911	0.0367262	0.0997263	0.0666195	0.0353871	0.0338659	0.0550831	0.0657719	0.0231625	0.0264975	0.0452803	0.127029	0.124804	0.3981423	21	64.46696	0.05524521	0.376095	0.721973	1.08157	1.82036	0.163703	0.183646	0.194202	0.137804	0.230379	0.0902648	0.4066587	0.9790577
600	-583.3179	-586.5496	3.231697	10.15327	2.443446	0.039289	0.0319018	0.00560097	0.0866303	0.00166255	0.0269501	0.0396239	0.00294803	0.00908003	0.00223265	0.00940226	0.0345326	0.032282	0.0196218	0.0590491	0.0128179	0.0281386	0.00420193	0.0173492	0.0151114	0.0146434	0.0263649	0.000588	0.0419581	0.0082963	0.0046533	0.0533721	0.0182132	0.0445434	0.00328071	0.0310544	0.0193315	0.00974101	0.0252871	0.00255727	0.0314466	0.0146615	0.0043203	0.0314838	0.00486791	0.00197932	0.00926866	0.126294	0.00225591	0.0594642	0.0520763	0.00392376	0.0123578	0.00513011	0.0441578	0.0277767	0.0150622	0.0103669	0.0302716	0.0210905	0.0114725	0.00217822	0.0093009	0.0110549	0.0183564	0.0503663	0.0046068	0.0161671	0.00651096	0.0341542	0.0345919	0.015418	0.0167543	0.0687326	0.0199829	0.00804825	0.00304076	0.0143116	0.0181838	0.122613	0.0327026	0.0223297	0.00560058	0.00503612	0.0235158	0.00887454	0.0529087	0.0357888	0.000693177	0.021978	0.0162912	0.0265999	0.0112509	0.0238747	0.0089329	0.0246505	9.62781e-05	0.0247742	0.0785251	0.00150219	0.0198652	0.000829795	0.012954	0.0131988	0.068352	0.02355762	0.003650997	0.0794408	0.0446445	0.175694	0.0247298	0.0232704	0.0306965	0.108288	0.0710839	0.0762837	0.0910855	0.0190493	0.1207	0.0606924	0.0534158	0.0209251	0.3461866	14	63.60072	0.06937812	0.341028	0.695168	1.07796	1.88585	0.153879	0.178948	0.198833	0.136041	0.241003	0.0912959	0.3498376	0.9895637
700	-570.9782	-589.7591	18.78083	1.262967	2.611209	0.00154159	0.025618	0.0153907	0.00393711	0.0218822	0.0213382	0.0198857	0.00214792	0.0363443	0.00804342	0.00731589	0.0154622	0.0015437	0.0129978	0.107375	0.0154696	0.000648535	0.00801047	0.0113346	0.0304672	0.0327959	0.0118979	0.0368048	0.0496456	0.0409118	1.55956e-05	0.0250028	0.0188072	0.0528519	0.010447	0.0104479	0.0160903	0.0023197	0.0649314	0.0115614	0.0336417	0.0483452	0.0122103	0.0259087	0.0149065	0.0334348	0.0109569	0.00275497	0.022358	0.00930994	0.0441611	0.0053191	0.117024	0.0127013	0.05744	0.00560959	0.0719724	0.00313823	0.0171976	0.00978021	0.0543663	0.0250106	0.0118324	0.00353099	0.0134196	0.0304643	0.0187601	0.0470685	0.0203985	0.0212309	0.0285462	0.00864219	0.0120112	0.00206647	0.0180192	0.00234557	0.00918418	0.0806558	0.0409666	0.0196014	0.0459162	0.0740341	0.0246185	0.00788408	0.00837138	0.0156864	0.0346965	0.00879495	0.00369092	0.0202307	0.0128071	0.0610172	0.0442598	0.0250323	0.0299276	0.00238831	0.0261415	0.0097429	0.0373299	0.00192933	0.000205583	0.0137656	0.00853416	0.00917111	0.0350133	0.02368971	-0.0001100688	0.0893274	0.032442	0.211072	0.0314133	0.0147888	0.0161809	0.0281388	0.0461215	0.0934468	0.0655405	0.0675343	0.0697151	0.0556346	0.0767377	0.101906	0.6524465	16	58.17875	0.04762433	0.356753	0.707444	1.07979	1.85602	0.148901	0.264168	0.206039	0.104614	0.180226	0.0960529	0.6523365	1.000169
800	-531.942	-571.0891	39.14707	6.486862	4.704642	0.0200987	0.00401337	0.0226288	0.00567565	0.0199337	0.0163111	0.0148479	0.0175179	0.0116233	0.00638464	0.00293624	0.00884658	0.0170264	0.0181789	0.0341324	0.00858028	0.0142568	0.0053378	0.0102505	0.00678985	0.0543689	0.00805962	0.0247686	0.0127293	0.00362234	0.00121447	0.0230656	0.00969265	0.0515211	0.00171876	0.00173255	0.0240365	0.0173003	0.00381474	0.000187025	0.000391367	0.00235121	0.00168118	0.0519747	0.0190412	0.0117544	0.00895593	0.0218304	0.00123277	0.0258179	0.0167408	0.022963	0.00396263	0.0367917	0.0239976	0.001654	0.00916047	0.0183473	0.00478122	0.0106423	0.0598372	0.00169004	0.00264584	0.00529261	0.00569135	0.00483932	0.00851067	0.000769327	0.0775964	0.00347726	0.00129476	0.0185174	0.00182252	0.0153376	0.00428895	0.000442351	0.0217849	0.0136828	0.0206337	0.0233039	0.000481429	0.0527702	0.0133822	0.0100704	0.0234036	0.00873656	0.0499048	0.0196163	0.010453	0.0115034	0.000186544	0.0428424	0.0261908	0.0192557	0.0233371	0.00784409	0.0160181	0.0283434	0.000841895	0.00378902	0.00779014	0.00469163	0.0238053	0.0585209	0.00680259	0.01563563	-0.08018826	0.120418	0.012359	0.127336	0.0459456	0.0203517	0.0206163	0.0477044	0.0182197	0.0727469	0.040363	0.0335956	0.177351	0.047577	0.0806535	0.134763	0.4158111	16	68.56367	0.07816518	0.489328	0.796521	1.08378	1.63038	0.179928	0.240868	0.213948	0.152958	0.139367	0.0729315	0.3356229	1.238924
900	-530.9282	-573.2869	42.35867	9.186059	4.290367	0.000488362	0.0116523	0.00943724	0.00532872	0.0133621	0.0655719	0.00402032	0.0140981	0.00625002	0.0165967	0.00307859	0.00657001	0.00423469	0.0437751	0.0453205	0.0103847	0.0324467	0.0201647	0.0147475	0.03352	0.0450425	0.0492918	0.0214601	0.00465681	0.00705441	0.0448435	0.00731915	0.0249063	0.0415686	0.0130907	0.00281076	0.00979604	0.00627137	0.000718968	0.00113169	0.015416	0.0722362	0.0260262	0.0203243	0.000468303	0.011464	0.0109092	0.0136794	0.00789433	0.0133388	0.0147	0.00649413	0.00536517	0.0497212	0.0200722	0.000845312	0.0221854	0.0461379	0.0129053	0.00270637	0.00699108	0.0213118	0.00155751	0.0759092	0.075517	0.0463958	0.00180512	0.00380271	0.00306967	0.00767441	0.00230484	0.000148888	0.0137665	0.0115557	0.0341637	0.00442869	0.0109305	0.00342277	0.000931278	0.00330739	0.029271	0.0604813	0.00340911	0.00859961	0.0089879	0.0125984	0.00370893	0.0146439	0.0769185	0.00489655	0.0134149	0.00603745	0.0482218	0.0228514	0.0396801	0.0199708	0.00860455	0.0254032	0.0467934	0.0107868	0.00117582	0.00472337	0.0149232	0.0144077	0.0311056	0.01797126	0.01921961	0.0689294	0.0140367	0.181308	0.0491923	0.113598	0.0237019	0.051867	0.0496796	0.0103755	0.0734136	0.012171	0.109125	0.0378375	0.139467	0.0652977	0.3383348	20	64.86567	0.08170143	0.469635	0.784687	1.08425	1.66142	0.0902725	0.255969	0.26991	0.106006	0.219066	0.0587765	0.3575544	0.946247
