Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1100	-191.7233	-219.0601	27.33679	1.582185	0.0189309	0.0552988	0.0280797	0.00993523	0.00824422	0.0320816	0.0186789	0.0114899	0.0400813	0.0131875	0.00534601	0.0801064	0.00453067	0.0158197	0.01862103	0.0069762	0.0264672	0.0664484	0.100318	0.185932	0.0298379	0.0118765	0.0921147	0.000895697	0.266271	0.0315687	0.0889996	0.0162	0.0416799	0.0364126	0.00497814	0.02381525	88.37566	0.237744	0.601688	1.0549	2.10566	0.118097	0.164978	0.220987	0.0798579	0.339267	0.076813	0.03079145	0.7734371
1200	-204.17	-226.4106	22.24053	1.760574	0.0280857	0.152941	0.0477995	0.0577955	0.0981209	0.0211331	0.0222618	0.0205794	0.0631333	0.0456785	0.182086	0.0286508	0.00388572	0.0154616	0.04246006	0.05100419	0.00857107	0.284419	0.0696774	0.0962097	0.0331487	0.00927175	0.030668	0.00214187	0.115446	0.221119	0.0566681	0.0126348	0.0196126	0.00647438	0.0339381	0.003701839	29.7166	0.262917	0.626872	1.06266	2.04755	0.114148	0.117658	0.240579	0.057256	0.355333	0.115027	0.05470603	0.06766783
1300	-218.2985	-217.6934	-0.6051496	3.521328	0.269431	0.253331	0.0861846	0.0113495	0.603585	0.123026	0.843627	0.0601956	0.00756176	0.395225	0.191258	0.153644	0.171729	0.110173	0.2599616	-0.005698033	0.00735868	0.0373245	0.0623413	0.294603	0.00447566	0.00414909	0.0362593	0.00449703	0.267028	0.00342852	0.1845	0.0149007	0.0401431	0.0333248	0.00566631	0.1061649	14.82334	0.425963	0.756839	1.08411	1.73309	0.155583	0.143676	0.28873	0.0690464	0.271143	0.071822	0.1004669	1.056716
1400	-204.8143	-218.6191	13.80474	2.847489	0.289068	0.241186	0.201027	0.123187	0.0808161	0.0130611	0.109282	0.0340637	0.0281986	0.0572654	0.250732	0.00510616	0.088753	0.0100635	0.0875955	0.03650496	0.00593652	0.199731	0.325098	0.0368168	0.0143706	0.0105684	0.0411667	0.00370067	0.164676	0.0362291	0.0987366	0.00241399	0.0265512	0.0311335	0.00287159	0.008563411	21.89975	0.377108	0.722718	1.08165	1.81852	0.158915	0.196165	0.196542	0.0370632	0.270944	0.140371	0.04506837	0.1900093
1500	-209.0979	-222.8842	13.78636	3.775905	0.251278	0.3534	0.0422461	0.182452	0.0675542	0.214264	0.243298	0.00350332	0.142098	0.0465568	0.125387	0.206327	0.0329822	0.00815682	0.1165505	0.1036388	0.0209204	0.13076	0.0363523	0.195308	0.0793145	0.00144665	0.0135999	0.00727472	0.0971026	0.170827	0.182368	0.00865657	0.00808479	0.0406985	0.00728681	0.01965252	9.17749	0.441611	0.767085	1.08436	1.70694	0.0840738	0.16717	0.298626	0.101849	0.219151	0.12913	0.1232913	0.159399
1600	-212.1523	-218.225	6.072678	1.35478	0.179039	0.661345	0.0789619	0.0376885	0.00531463	0.0703265	0.0308012	0.427022	0.341804	0.426271	0.445172	0.0116619	0.110323	0.0628713	0.2441994	0.04201503	0.00244049	0.158474	0.112471	0.245489	0.00782184	0.00151636	0.011336	0.00108864	0.124934	0.0573729	0.141411	0.0237679	0.077064	0.0244156	0.0103977	0.0352844	15.63666	0.201992	0.562453	1.04062	2.19494	0.145019	0.197605	0.170881	0.0516523	0.305082	0.129761	0.07729942	0.4564639
1700	-202.4585	-217.1271	14.66863	2.891836	0.178023	0.0426048	0.168966	0.0672133	0.0981569	0.0738002	0.102649	0.0233996	0.272391	0.112599	0.153643	0.010651	0.0491885	0.0191859	0.08159059	0.05676279	0.00118867	0.212816	0.107363	0.111379	0.00918833	0.00127413	0.143995	0.000508514	0.106057	0.122464	0.118437	0.00283006	0.0491904	0.00547572	0.00783205	0.01441911	30.32648	0.380717	0.725358	1.08193	1.812	0.160453	0.139319	0.194697	0.0666271	0.298352	0.140551	0.0711819	0.2025671
1800	-190.3903	-221.5153	31.12505	3.75533	0.0159157	0.0242057	0.00481813	0.00265651	0.0100786	0.00571627	0.093463	0.0136418	0.0123674	0.0181512	0.00675936	0.00770754	0.0266513	0.0292115	0.01881069	0.02514236	0.00506869	0.0123029	0.122416	0.101069	0.00428807	0.00712227	0.0115231	0.00262495	0.315477	0.158838	0.101428	0.00341121	0.0708649	0.0579577	0.0256078	0.005408994	58.25735	0.440395	0.766299	1.08435	1.70895	0.138892	0.152606	0.241819	0.0515124	0.319446	0.0957249	0.03055135	0.177046
1900	-216.3011	-225.7933	9.492213	4.953226	0.197312	0.186307	0.090399	0.0962058	0.0581167	0.270599	0.556318	0.0262291	0.0427617	0.0936712	0.0600134	0.0667864	0.0140849	0.0221482	0.1497385	0.03349425	0.00218069	0.112808	0.0804751	0.188984	0.0158833	0.000760368	0.00672416	0.00881184	0.22267	0.0422531	0.115213	0.0336029	0.011258	0.149151	0.00922469	0.02921727	28.65935	0.500123	0.802831	1.08338	1.61366	0.149823	0.246215	0.223347	0.0826375	0.242842	0.0551349	0.06271153	0.4658995
2000	-212.9292	-224.6437	11.71444	2.072626	0.0591016	0.485482	0.101759	0.143882	0.0874686	0.0773013	0.107457	0.096125	0.152894	0.334453	0.0303883	0.109132	0.128859	0.0827623	0.1228103	0.1476197	0.00271445	0.339374	0.0344717	0.00412371	0.0108093	0.0129647	0.00783243	0.0140413	0.266079	0.0213665	0.165065	0.0241674	0.0828241	0.00793675	0.00622953	0.007219982	16.79614	0.301793	0.662521	1.07171	1.96398	0.113089	0.17491	0.217645	0.0940239	0.297535	0.102797	0.1548397	0.04662875
2100	-202.3967	-221.3263	18.9296	2.634243	0.138342	0.0148244	0.248457	0.0993238	0.0319	0.00201146	0.165541	0.0250054	0.0195035	0.0566545	0.0225632	0.334047	0.164186	0.0241707	0.1441547	0.1093002	0.0219113	0.0403713	0.0504729	0.207188	0.00474588	0.0326889	0.0320548	0.0020263	0.262707	0.00584969	0.224881	0.00211343	0.0931084	0.0107665	0.00911521	0.007955331	8.548447	0.358825	0.70903	1.08	1.85214	0.130698	0.140677	0.196243	0.0541731	0.337792	0.140417	0.1172555	0.06784612
2200	-203.1176	-222.5899	19.47229	4.684715	0.122319	0.0199507	0.0952333	0.0383691	0.0650489	0.0977877	0.151183	0.14662	0.00363412	0.0982939	0.0777678	0.0157151	0.0197269	0.0772065	0.07100768	0.08245968	0.00317297	0.00820905	0.0590637	0.130857	0.00284905	0.0235174	0.00846694	0.0306579	0.229074	0.11393	0.167191	0.0069915	0.202732	0.00303362	0.0102545	0.00197302	15.47409	0.488431	0.795991	1.0838	1.63177	0.160479	0.139761	0.231873	0.0554491	0.272276	0.140162	0.0844327	0.02336796
2300	-202.545	-218.6053	16.06032	2.519873	0.157973	0.209592	0.0804834	0.237256	0.0161366	0.0151119	0.0579284	0.00408226	0.07186	0.0115661	0.0320888	0.0194277	0.112596	0.00653602	0.05619881	0.1270164	0.00716659	0.0962495	0.139319	0.155879	0.0147546	0.00681506	0.0118599	0.00756254	0.193431	0.041856	0.0813179	0.0010023	0.0878945	0.13901	0.015882	0.0004412223	26.24856	0.348333	0.700924	1.07885	1.87189	0.130101	0.168148	0.233999	0.070228	0.32318	0.0743444	0.1274576	0.003461717
2400	-199.1802	-219.2969	20.11664	1.900841	0.00798205	0.139338	0.0103947	0.0868523	0.0154043	0.0279271	0.0832066	0.156572	0.161298	0.135215	0.083389	0.227897	0.0153708	0.0298436	0.07860154	0.1067081	0.0109409	0.0865741	0.0464847	0.233944	0.0243504	0.000528169	0.0138869	0.00197341	0.20342	0.0785624	0.0641604	0.00389835	0.220583	0.00471035	0.00598325	0.03803733	13.35615	0.281144	0.644037	1.0673	2.00752	0.0891872	0.301861	0.224884	0.0598367	0.229193	0.0950391	0.1447454	0.2627878
2500	-208.9012	-215.1049	6.203659	1.60718	0.29807	0.285403	0.267684	0.455621	0.317277	0.608556	0.355983	0.00983677	0.124614	0.277048	0.0110581	0.0612858	0.279096	0.00452268	0.2475615	0.09828769	0.00876004	0.00417321	0.0542389	0.338338	0.00916357	0.000450791	0.132143	0.000309867	0.11112	0.0480853	0.236703	0.000304431	0.0399341	0.00222752	0.0140493	0.00067888	10.11811	0.241415	0.605476	1.05614	2.09697	0.153649	0.177779	0.189094	0.0650937	0.266171	0.148213	0.09896657	0.00685969
2600	-209.8078	-220.0554	10.24755	2.02312	0.20411	0.400698	0.101102	0.023802	0.409499	0.0385248	0.326756	0.0401131	0.0824232	0.240022	0.17955	0.144085	0.0839282	0.0245399	0.1860113	0.0693282	0.0020826	0.100211	0.0436814	0.0928085	0.0117921	0.00511783	0.0711375	0.0010889	0.130065	0.204138	0.136556	0.00415784	0.127634	0.0594054	0.0101235	0.05115986	11.70671	0.296019	0.65745	1.07056	1.97597	0.153498	0.191941	0.143076	0.0497841	0.332941	0.128761	0.1204881	0.4246052
2700	-189.613	-219.7563	30.14328	3.852723	0.00743854	0.0143377	0.00933529	0.00774388	0.00399384	0.063385	0.0156029	0.0108541	0.0403011	0.0151618	0.00471682	0.0194809	0.00325884	0.00202646	0.01081027	0.0006879386	0.00229608	0.0174154	0.0965808	0.222729	0.100041	0.00384692	0.0347151	0.00808039	0.197496	0.0481831	0.165216	0.0310815	0.048938	0.00333223	0.0200484	0.02482165	72.42524	0.446084	0.769957	1.08439	1.69956	0.169748	0.175233	0.272612	0.039865	0.26458	0.077962	0.02550958	0.9730322
2800	-207.2071	-217.3161	10.10904	4.984249	0.0374207	0.0570853	0.0701777	0.00658575	0.287117	0.196005	0.206442	0.0380767	0.00998489	0.0923334	0.0541931	0.0938713	0.252231	0.0398881	0.133414	0.08135205	0.00191739	0.041247	0.148331	0.261	0.0465995	0.0144923	0.0259894	0.00450258	0.262916	0.0551236	0.102972	0.0013386	0.0135989	0.0166034	0.00336856	0.01845693	26.98461	0.501422	0.803582	1.08333	1.61167	0.135648	0.166457	0.190553	0.113264	0.31978	0.074298	0.09980898	0.1849226
2900	-192.0627	-219.9077	27.84501	4.918148	0.0147094	0.0113948	0.0532491	0.00131925	0.00463304	0.00371021	0.0597563	0.0356008	0.00839124	0.0335436	0.00141298	0.00351889	0.00187934	0.00536693	0.0208564	0.004913499	0.00259274	0.0181644	0.0382034	0.252356	0.00931417	0.00258413	0.00225396	0.00013196	0.21398	0.0692752	0.284082	0.00032118	0.000640706	0.105456	0.000644475	0.006771499	118.4572	0.498642	0.801972	1.08344	1.61594	0.146625	0.236412	0.148757	0.102885	0.267741	0.0975809	0.011685	0.5795036
3000	-207.6561	-223.723	16.06689	5.079635	0.0187199	0.204064	0.0669987	0.0123838	0.10759	0.00788584	0.161965	0.0278257	0.00742408	0.37943	0.195995	0.0679335	0.130755	0.00556762	0.09388684	0.09058953	0.00743018	0.0594892	0.205899	0.204133	0.017558	0.00676823	0.00290855	0.0374722	0.0989792	0.14493	0.112567	0.00694452	0.0527904	0.0364971	0.00563368	0.004911167	16.08947	0.505352	0.805844	1.08316	1.60564	0.13102	0.16267	0.304058	0.0454737	0.276975	0.0798039	0.09550069	0.05142546
3100	-191.9435	-221.4942	29.55077	2.837772	0.00470532	0.0402194	0.00515269	0.0132647	0.00405127	0.0443874	0.0788265	0.00221029	0.0321936	0.0122817	0.00414972	0.000813671	0.00940111	0.0560395	0.02829412	0.02735028	0.0269428	0.115573	0.094712	0.323118	0.0148915	0.017184	0.0186057	0.00506082	0.232462	0.00230495	0.0909147	0.00779303	0.018898	0.024589	0.00695025	0.004433161	91.05299	0.376309	0.722131	1.08159	1.81997	0.18036	0.0849481	0.250176	0.0895171	0.306613	0.0883867	0.03178344	0.1394802
3200	-190.4806	-222.233	31.75237	1.395655	0.00427997	0.0180754	0.000561541	0.00134681	0.01745	0.00158692	0.00180252	0.00786648	0.0122936	0.00160178	0.031574	0.00764729	0.0226753	0.020765	0.009758936	0.003919469	0.000740832	0.0768257	0.000445168	0.479982	0.035383	0.00132226	0.00529383	0.0038334	0.143753	0.0188105	0.0482787	0.00846256	0.0841096	0.0746241	0.0181356	0.0007921823	534.4048	0.208744	0.570214	1.04366	2.17739	0.156839	0.273138	0.21316	0.0477791	0.231183	0.077901	0.004711651	0.1681326
3300	-214.0315	-228.4588	14.42726	0.6558331	0.15939	0.0750242	0.0028563	0.00239245	0.000915815	0.00972245	0.0507983	0.169885	0.0170231	0.0462426	0.102741	0.162379	0.0710169	0.213014	0.08572272	0.01242556	0.0308247	0.225768	0.104617	0.0850915	0.0477457	0.006085	0.0130489	0.0098186	0.16916	0.0214555	0.153943	0.00126565	0.086273	0.0408771	0.00402584	0.001052497	105.3464	0.0647911	0.341924	0.907334	2.68595	0.111005	0.131664	0.200251	0.0736115	0.339807	0.143661	0.01347805	0.07808966
3400	-184.8609	-219.9393	35.07845	1.97416	0.0203218	0.0206463	0.00113615	0.0102692	0.0167076	0.0163534	0.0515795	0.0010101	0.018632	0.003368	0.00787202	0.00333577	0.000699863	0.00964119	0.01160818	0.01233653	0.00237061	0.169166	0.0487936	0.166561	0.000704488	0.00144045	0.193628	0.00224394	0.0959699	0.0834832	0.10882	0.00180757	0.0715754	0.0176055	0.0358295	0.001805266	161.7461	0.290171	0.652237	1.06933	1.98826	0.190922	0.164341	0.229109	0.0401898	0.276781	0.0986576	0.01414179	0.1276547
3500	-210.4453	-219.9923	9.546939	4.410333	0.135637	0.139552	0.224897	0.435322	0.138758	0.0643341	0.113573	0.0422509	0.267409	0.115194	0.0496887	0.14369	0.038384	0.185972	0.1707971	0.1428529	0.0164374	0.174135	0.0210181	0.127561	0.00391076	0.0236209	0.047162	0.00441346	0.13539	0.0492505	0.274821	0.00715915	0.0646055	0.0427266	0.00778861	0.009803755	11.63458	0.475575	0.788302	1.08414	1.65198	0.138651	0.21867	0.193216	0.0459088	0.230463	0.173092	0.1526566	0.06422095
3600	-197.4513	-221.595	24.14373	1.581657	0.152569	0.0107818	0.00751466	0.0614771	0.0220622	0.0758495	0.0311339	0.0405731	0.0266258	0.00467668	0.00649323	0.0291247	0.072241	0.00208148	0.04887212	0.02510442	0.00576798	0.0177897	0.119064	0.134562	0.00344287	0.00119863	0.00510249	0.00432195	0.225312	0.102	0.171021	0.00709189	0.126596	0.0720165	0.00471281	0.004694534	60.10708	0.237665	0.601607	1.05488	2.10585	0.19046	0.145512	0.238421	0.0711601	0.307987	0.0464606	0.02979895	0.1575402
3700	-191.206	-213.9528	22.74672	2.422719	0.0267005	0.102465	0.0287615	0.0344913	0.0699082	0.021857	0.0201063	0.0539162	0.133377	0.0129659	0.0054066	0.0799669	0.0102065	0.0816088	0.0383576	0.01551864	0.00229956	0.0829419	0.0229999	0.335256	0.00646687	0.000790577	0.0139575	0.00464075	0.212257	0.0693232	0.153384	0.0182885	0.0682134	0.00913258	4.84118e-05	0.01948884	28.36351	0.339005	0.693557	1.07769	1.88974	0.150877	0.143858	0.264891	0.0810339	0.268366	0.0909738	0.03500748	0.556705
3800	-184.9906	-217.4847	32.49403	2.594256	0.015518	0.00880902	0.000856289	0.00533904	0.0125633	0.00151837	0.0142762	0.0229501	0.0266892	1.80414e-05	0.0300663	0.00454805	0.0446032	0.00146651	0.02118322	-0.007638486	0.000876742	0.0544155	0.128673	0.212848	0.091416	0.0118044	0.0498648	0.0112425	0.168098	0.0738307	0.141881	0.00118942	0.0414279	0.0112783	0.00115439	0.04304159	153.9351	0.355215	0.706262	1.07962	1.8589	0.13944	0.159603	0.165745	0.0896419	0.320812	0.124757	0.03540311	1.215757
3900	-205.333	-220.0908	14.75773	3.082262	0.172523	0.0373516	0.119932	0.0493889	0.0459826	0.112232	0.0593455	0.133634	0.102236	0.126976	0.0129154	0.226563	0.0147031	0.0462436	0.0815381	0.03470754	0.0132287	0.216805	0.0217761	0.0762523	0.00817544	0.00130886	0.0226554	0.0122591	0.208167	0.00551806	0.148263	0.0112374	0.21915	0.020817	0.0143871	0.03195483	22.17772	0.395527	0.735983	1.08289	1.7856	0.14288	0.199329	0.19531	0.0740364	0.285297	0.103146	0.06666237	0.4793534
4000	-196.2204	-220.1323	23.9119	1.81348	0.0483186	0.0597222	0.0254835	0.0349948	0.047208	0.0105811	0.0542352	0.00612738	0.128221	0.0369357	0.0309015	0.0286033	0.0901264	0.0537497	0.03418737	0.04693278	0.00689862	0.021804	0.0755267	0.176622	0.00954043	0.00964259	0.0361073	0.00971496	0.163105	0.0826472	0.2093	0.00671389	0.105698	0.0777469	0.00893259	0.03035713	24.64545	0.269945	0.633591	1.06454	2.03193	0.144063	0.228988	0.191577	0.100999	0.201596	0.132776	0.07728992	0.3927697
4100	-186.9662	-222.7633	35.79708	4.37498	0.0129653	0.0190318	0.00216806	0.00089103	0.00621467	0.0185484	0.0251555	0.0128032	0.0112697	0.0195033	0.0407046	0.00118947	0.000551377	0.00377852	0.01654043	0.009837703	0.014801	0.0733187	0.0324196	0.139234	0.0642737	0.0058724	0.0174366	0.00272366	0.192658	0.0309998	0.160076	0.0137959	0.0979189	0.0844165	0.0700559	0.005176196	69.13294	0.473846	0.787254	1.08418	1.65472	0.0891589	0.184674	0.259249	0.097297	0.297633	0.0719876	0.0150139	0.3447603
4200	-210.5166	-229.8971	19.38048	2.820884	0.00172087	0.0152987	0.0411495	0.0445159	0.0572598	0.0254749	0.00868511	0.000849808	0.050114	0.102077	0.0281885	0.0238614	0.0390519	0.0190078	0.03624904	0.02727746	0.0335427	0.133384	0.0229686	0.175156	0.0110124	0.016799	0.00173323	0.00267869	0.056964	0.130134	0.145027	0.0204756	0.115763	0.0860502	0.0483109	0.01379743	89.62505	0.374912	0.721102	1.08148	1.82251	0.148257	0.142379	0.22441	0.0689834	0.277423	0.138547	0.04107489	0.3359092
4300	-204.9095	-225.3857	20.47626	1.626919	0.0104329	0.0418416	0.0328377	0.0481608	0.128903	0.00326424	0.0617161	0.0298776	0.0458425	0.0481164	0.0264708	0.17427	0.0678244	0.109899	0.05410861	0.05627253	0.00365742	0.119409	0.00232183	0.26585	0.0171738	0.00191557	0.0367113	0.0157297	0.101348	0.0697772	0.212931	0.00972404	0.0209385	0.110913	0.0115998	0.008241597	40.80463	0.24428	0.608404	1.05708	2.09024	0.100464	0.119695	0.281971	0.117001	0.281122	0.0997471	0.06451412	0.1277487
4400	-209.4315	-224.6544	15.22284	2.4964	0.152536	0.181693	0.0263224	0.0954465	0.0255054	0.000612008	0.267468	0.0153917	0.027798	0.0833056	0.309141	0.0607624	0.149786	0.115378	0.1001455	0.1234086	0.00480569	0.269322	0.0175837	0.248397	0.0079273	0.00448388	0.0512318	0.0274061	0.129353	0.0457951	0.14846	0.01188	0.0234472	0.00321465	0.00669324	0.0419864	10.45818	0.346115	0.699187	1.07859	1.87611	0.128739	0.0986597	0.15971	0.117336	0.311047	0.184508	0.165395	0.2538553
4500	-196.8684	-219.8246	22.95618	1.633907	0.00818753	0.106607	0.00267244	0.0294294	0.0912198	0.0075855	0.131814	0.00275821	0.0125074	0.0445337	0.0517857	0.0142718	0.145723	0.111929	0.06807014	0.0378231	0.00239272	0.197627	0.182061	0.159339	0.0210298	0.010411	0.103459	0.00629556	0.117778	0.0294697	0.0839859	0.0259932	0.0326017	0.0174851	0.010072	0.006263972	28.04886	0.245287	0.609427	1.05741	2.08788	0.142276	0.209378	0.169357	0.051618	0.306789	0.120581	0.04408707	0.1420818
4600	-210.683	-220.8187	10.13577	4.402188	0.0443613	0.203792	0.190527	0.0905963	0.0122232	0.120644	0.271657	0.0511776	0.0893706	0.0650129	0.0393825	0.132704	0.0481259	0.0773621	0.1101454	0.1082749	0.00130896	0.0338737	0.0875322	0.187806	0.0124338	0.0119101	0.023867	0.00148721	0.194821	0.0690165	0.124357	0.0299792	0.140997	0.0383322	0.0422787	0.1169762	18.81922	0.475179	0.788062	1.08415	1.65261	0.164574	0.158091	0.176027	0.030997	0.350945	0.119366	0.225251	0.5193146
4700	-219.4962	-228.6048	9.108616	2.542361	0.0265288	0.0805087	0.0640268	0.096104	0.0480594	0.166354	0.258134	0.0511574	0.0524828	0.105214	0.0866264	0.624959	0.10407	0.0333812	0.1502019	0.02681509	0.0145539	0.198429	0.0037206	0.228172	0.000237227	0.00972271	0.0310487	0.00494013	0.0677546	0.0612781	0.226435	0.00190524	0.0487317	0.035528	0.0675433	0.01689219	30.55598	0.350436	0.702564	1.07909	1.86791	0.154562	0.167959	0.20726	0.067655	0.286211	0.116353	0.04370727	0.3864846
