Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
2800	-229.8301	-248.6717	18.84158	2.39005	0.0172701	0.0318803	0.049768	0.0535215	0.102409	0.0276931	0.362863	0.199626	0.000476656	0.110655	0.0959567	0.0725607	0.055251	0.0692692	0.0318084	0.0421487	0.0821673	0.07652918	0.0118331	0.0492073	0.00687852	0.027648	0.0115811	0.108365	0.0116846	0.0899224	0.102097	0.121188	0.0532191	0.0493751	0.203645	0.0259153	0.127441	0.01988707	18.55709	0.335778	0.690972	1.07726	1.89599	0.2338	0.297248	0.125067	0.0980508	0.0988517	0.146983	0.09641625	0.2062626
2900	-253.9984	-250.8534	-3.144989	3.912074	0.308459	0.0817858	0.791551	0.585476	0.137917	0.172959	0.119317	0.367345	0.334758	0.293386	0.106547	0.440006	0.57163	1.07559	0.076812	0.415457	0.4078357	0.307478	0.0162088	0.111161	0.00832606	0.0775087	0.0246029	0.0118339	0.00968819	0.0269453	0.0449254	0.0314672	0.0690571	0.167213	0.165698	0.219117	0.016247	0.01232641	3.896717	0.449466	0.772113	1.0844	1.69402	0.183421	0.406197	0.12555	0.0770644	0.0766312	0.131137	0.3198044	0.0385436
3000	-219.2708	-247.4947	28.22391	0.9077818	0.0233506	0.00332085	0.0150183	0.0463237	0.00561511	0.00518949	0.00922181	0.0153721	0.0199799	0.00357157	0.0137715	0.0273611	0.00380765	0.00760398	0.0337033	0.0588422	0.01652985	0.005605276	0.0966256	0.14777	0.198861	0.0510903	0.063075	0.0809487	0.00428836	0.0286182	0.0958654	0.0662156	0.0403701	0.0271943	0.0769732	0.00529641	0.0168077	0.002341474	219.6867	0.118206	0.447164	0.982865	2.45176	0.304229	0.234064	0.101371	0.0888343	0.121964	0.149537	0.00794675	0.2946455
3100	-243.1605	-246.2979	3.137411	2.433568	0.0211127	0.166304	0.0358184	0.167044	0.0272834	0.46556	0.238156	0.00251275	0.0275527	0.250351	0.00464662	0.159908	0.297318	0.0823613	0.437037	0.0301261	0.1595601	0.01842568	0.0755571	0.151824	0.231671	0.0304686	0.0188049	0.03551	0.0384562	0.0218987	0.022542	0.0670499	0.0887545	0.0408019	0.0904186	0.0507532	0.0354893	0.007349097	38.73793	0.340067	0.694403	1.07783	1.8877	0.287793	0.217172	0.106678	0.075544	0.137821	0.174992	0.02577478	0.2851275
3200	-239.5424	-247.9389	8.396521	2.706781	0.00977433	0.195136	0.00953476	0.0755954	0.216176	0.0388876	0.322892	0.0519597	0.117226	0.0992396	0.0371463	0.270929	0.228375	0.201299	0.0719361	0.00232763	0.1013212	0.05575856	0.0704332	0.209999	0.139759	4.09083e-06	0.0455899	0.0286222	0.0251971	0.00646072	0.0582127	0.00821269	0.0770834	0.0170913	0.110754	0.126507	0.0760741	0.008562927	40.80213	0.365224	0.713882	1.08063	1.84027	0.307767	0.238463	0.119021	0.0539211	0.17743	0.103398	0.06432149	0.133127
3300	-227.3145	-246.7338	19.41929	4.341967	0.0115101	0.0154841	0.0450207	0.0340773	0.00847726	0.11348	0.0746962	0.0255613	2.03566e-05	0.0264131	0.0383247	0.0601266	0.0636082	0.00985128	0.0229337	0.0567817	0.03120699	0.0170927	0.0110259	0.0720565	0.0523136	0.00254835	0.00872406	0.058797	0.0595894	0.00835586	0.0443517	0.120396	0.0243005	0.112042	0.174702	0.195555	0.0552417	0.008369981	74.81441	0.472215	0.786262	1.08421	1.65731	0.256873	0.175378	0.192498	0.0982137	0.171057	0.10598	0.02546268	0.3287156
3400	-245.357	-247.1804	1.82346	0.9085144	0.104011	0.550124	0.0689386	0.298426	0.415037	0.0281428	0.077822	0.175608	0.111137	0.0589373	0.517149	0.0943277	0.197422	0.199915	0.301645	0.00513413	0.2251234	0.0606889	0.0529584	0.0817648	0.256548	0.0919971	0.0359154	0.0686305	0.0383485	0.000546221	0.0304659	0.174028	0.00259925	0.0231922	0.0469914	0.0555165	0.0404981	0.03666401	26.6289	0.118358	0.447414	0.983017	2.45121	0.236267	0.230295	0.144682	0.0786351	0.133358	0.176763	0.09735291	0.3766092
3500	-252.5151	-248.6986	-3.816446	6.550765	0.0481014	0.241413	0.00394731	0.347209	0.45423	0.00027182	0.174366	0.134808	0.551486	0.0134928	0.0323513	0.280182	0.631584	0.0318159	0.151431	0.0561986	0.2468458	0.07155537	0.0153601	0.0450457	0.100861	0.0133086	0.0377086	0.0208052	0.0181695	0.0227056	0.0252024	0.0736437	0.154385	0.00341492	0.0404739	0.390042	0.0388729	0.02382923	26.41616	0.556019	0.833652	1.08	1.53033	0.221217	0.215497	0.15033	0.100862	0.210975	0.101119	0.0953846	0.2498226
3600	-228.5769	-256.2761	27.69925	1.145322	0.0228467	0.0277356	0.001932	0.0176032	0.0772033	0.0190018	0.0239035	0.00415473	0.0845819	0.0427713	0.00804658	0.0420839	0.00745945	0.00648752	0.010692	0.0157335	0.03368113	0.01666661	0.0218299	0.0014929	0.231735	0.079994	0.0178187	0.058564	0.0424463	0.0298034	0.02392	0.111569	0.0740688	0.0540497	0.0677724	0.141062	0.0438745	0.02579646	46.60589	0.165004	0.516462	1.02045	2.29809	0.127067	0.337535	0.0924773	0.0716068	0.203628	0.167686	0.04246307	0.6075033
3700	-242.197	-246.2478	4.050776	2.516033	1.01341	0.154184	0.0115217	0.173859	0.0393079	0.039539	0.174803	0.190434	0.0461064	0.138086	0.283348	0.218266	0.363562	0.266523	0.0224177	0.189732	0.1614167	0.1217407	0.0603857	0.223498	0.0799727	0.0439085	0.00415915	0.0024915	0.0378747	0.0203029	0.053387	0.0147562	0.0870871	0.0543964	0.21679	0.0819541	0.0190355	0.03549375	11.52444	0.347971	0.700642	1.07881	1.87258	0.270968	0.23917	0.0555062	0.0764127	0.199587	0.158356	0.1572345	0.2257377
3800	-224.8573	-245.0376	20.18038	2.060015	0.00526132	0.000943436	0.0117781	0.0453501	0.232321	0.0448919	0.0838671	0.134208	0.0416164	0.0618685	0.115452	0.0178713	0.0163452	0.120386	0.0103632	0.0627421	0.05122533	0.04315473	0.0219243	0.0285663	0.109053	0.0253328	0.0361533	0.000197968	0.0151092	0.0216799	0.0538318	0.073151	0.0311127	0.00979753	0.413896	0.104536	0.0556577	0.0157294	33.96307	0.300335	0.661247	1.07142	1.967	0.187356	0.348439	0.126189	0.0765827	0.10253	0.158903	0.05888412	0.2671246
3900	-237.9713	-243.9265	5.955165	2.599583	0.00268372	0.209609	0.0510917	0.186438	0.343082	0.369447	0.156931	0.157451	0.00693531	0.0561751	0.20163	0.122631	0.0899716	0.426525	0.0515862	0.0340767	0.1841004	0.1300411	0.0112476	0.248298	0.148692	0.0093249	0.0219828	0.0256847	0.018473	0.047857	0.0342876	0.0276018	0.0043837	0.0205428	0.278276	0.051809	0.0515397	0.02082093	17.47545	0.355699	0.706634	1.07967	1.85799	0.273218	0.213634	0.167769	0.0863036	0.142499	0.116576	0.150862	0.138013
4000	-238.2758	-248.2105	9.93469	2.247244	0.025035	0.0547614	0.00807813	0.189539	0.288365	0.132097	0.0184111	0.0874799	0.439096	0.0682595	0.483784	0.133093	0.0306301	0.0259996	0.0491285	0.0565848	0.1325837	0.1129284	0.0274719	0.0701056	0.0787534	0.00269953	0.0392904	0.0297348	0.0112011	0.0412057	0.101711	0.174055	0.00921511	0.118153	0.178309	0.0786768	0.0394169	0.002503137	19.85516	0.321104	0.678969	1.0751	1.92482	0.167704	0.260475	0.151032	0.122841	0.147694	0.150254	0.1154315	0.02168503
4100	-229.8725	-244.9773	15.10475	2.92544	0.0311986	0.0476898	0.023348	0.106804	0.154225	0.215201	0.345935	0.0476598	0.016326	0.0675485	0.0501329	0.0267929	0.00286784	0.136297	0.0488721	0.0380994	0.08493619	0.05385123	0.0147024	0.178727	0.0344123	0.0372891	0.000387335	0.123192	0.00389172	0.085754	0.0222228	0.0577448	0.0827351	0.0637584	0.1212	0.128187	0.0457955	0.05780968	14.92422	0.38341	0.727314	1.08212	1.80715	0.222085	0.282437	0.0483229	0.101983	0.127994	0.217178	0.1116609	0.5177253
4200	-224.6561	-246.4973	21.84129	4.024203	0.030046	0.0397645	0.00444524	0.0462223	0.0299117	0.103659	0.0457058	0.140626	0.0138822	0.0333873	0.0500734	0.0281316	0.0437834	0.0410115	0.0514465	0.0563484	0.06534376	0.01218997	0.0576006	0.177338	0.1348	0.0645875	0.00220038	0.0928749	0.0259322	0.0538047	0.0413916	0.0505228	0.0333385	0.0824867	0.0762752	0.0553913	0.0514555	0.02588764	16.05514	0.455687	0.776042	1.0844	1.68387	0.281967	0.232537	0.0934345	0.0960999	0.129369	0.166592	0.03807762	0.6798651
4300	-233.8678	-244.9361	11.06824	2.434157	0.00737132	0.0923593	0.153449	0.13766	0.0942139	0.337886	0.124036	0.283463	0.00227967	0.172734	0.0729559	0.239751	0.0446956	0.012271	0.0389297	0.00813239	0.1077322	0.05166004	0.0334973	0.0461407	0.294419	0.0118449	0.0029126	0.0258381	0.0538979	0.0876944	0.0294913	0.0110751	0.00875664	0.0425383	0.115215	0.139817	0.0968616	0.07272432	13.04301	0.340124	0.694449	1.07784	1.88759	0.228295	0.182629	0.196746	0.120818	0.162632	0.108879	0.1243844	0.5846741
4400	-239.0206	-250.4971	11.47647	1.34697	0.0470244	0.17782	0.106822	0.0842053	0.0545731	0.0784968	0.115373	0.0810802	0.00762538	0.191589	0.105225	0.328966	0.107729	0.0231883	0.0119003	0.114182	0.1786008	0.03933154	0.0866214	0.15555	0.142088	0.0491214	0.0174772	0.0697102	0.120462	0.0418681	0.0247927	0.0922418	0.0320918	0.0285597	0.100554	0.0369741	0.0018869	0.006415738	17.35378	0.200685	0.560931	1.04001	2.19837	0.226159	0.297598	0.0690586	0.082481	0.109746	0.214957	0.04574728	0.1402431
4500	-236.7536	-253.9369	17.18335	1.16746	0.0670268	0.136188	0.136197	0.238163	0.0367408	0.186005	0.0711056	0.175444	0.0189543	0.102569	0.000269455	0.00286127	0.0323313	0.0417925	0.0627015	0.172185	0.09043425	0.1793137	0.0599091	0.0490383	0.0418147	0.0369673	0.0140253	0.00381838	0.0205104	0.0937131	0.0428688	0.135116	0.0100049	0.0554124	0.314267	0.121632	0.000901466	0.03345803	11.91639	0.169107	0.521885	1.02302	2.28599	0.135189	0.24424	0.116412	0.144418	0.0973362	0.262404	0.2127718	0.1572485
