Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-279.8963	-269.2424	-10.65384	3.916273	2.899716	0.042405	0.0773605	0.0218058	0.00934374	0.0723494	0.00367532	0.0305523	0.0356439	0.0443329	0.00863045	0.12524	0.0123345	0.0466556	0.0724643	0.00104294	0.18287	0.0741421	0.0239831	0.139252	0.0450915	0.0824814	0.0238556	0.224567	0.0634552	0.00749276	0.245428	0.115932	0.00730663	0.0139182	6.74993e-05	0.0267689	0.0200572	0.0666423	0.0117337	0.0376055	0.0355971	0.0176555	0.0127847	0.0278321	0.0954998	0.0626054	0.0354773	0.018665	0.0223057	0.0476803	0.550561	0.112017	0.00711763	0.05734599	0.1869018	0.0160706	0.017291	0.132372	0.201648	0.078376	0.0061511	0.0357815	0.063719	0.101289	0.0591344	0.0531366	0.0427844	0.0710331	0.0592757	0.0619369	0.3562167	8	14.59769	0.1459316	0.381352	0.72582	1.08197	1.81085	0.169998	0.385373	0.194947	0.0656009	0.110384	0.0736971	0.5431186	0.6558729
100	-300.8153	-262.7814	-38.03386	1.422824	11.06489	0.0383983	0.034641	0.0248509	0.00209574	0.0142163	0.30955	0.159663	0.00911505	0.00950836	0.135489	0.0263371	0.519303	0.0105289	0.0467467	0.289933	0.0266988	0.00400505	0.0523677	0.177893	0.0371056	0.00375279	0.196338	0.00868486	0.00362782	0.00160586	0.00975915	0.136686	0.0405346	0.00641661	0.0300193	0.0110264	0.115068	0.249343	0.0574571	0.0140082	0.0358552	0.0315331	0.0408425	0.919021	0.0983131	0.0732416	0.0786292	0.236426	0.0668229	0.720247	0.113999	0.0145501	0.0134487	0.1040758	-0.00631174	0.00799277	0.0485113	0.17917	0.0999793	0.0042709	0.0240919	0.0377115	0.0306525	0.158535	0.0321886	0.00405313	0.201014	0.00729451	0.0938101	0.0707237	0.4207721	9	14.55312	0.1754724	0.647881	0.878394	1.07026	1.40346	0.166766	0.415425	0.0786278	0.0878076	0.146106	0.105268	0.4144604	1.015229
200	-273.7125	-260.1828	-13.52967	1.982837	2.750858	0.0753594	0.0191807	0.00339826	0.0322351	0.0403813	0.0201654	0.0389321	0.01526	0.0686183	0.00484058	0.206343	0.00241571	0.0225424	0.0165637	0.00041611	0.000812947	0.0199542	0.04285	0.0676961	0.019292	0.0264111	0.00766986	0.124215	0.0791775	0.0571354	0.0598639	0.0116344	0.141525	0.258138	0.00738728	0.0190119	0.119922	0.00568481	0.032692	0.0409962	0.0272574	0.0296047	0.189124	0.00448801	0.197109	0.0041039	0.114322	0.0563076	0.0813684	0.000214418	0.223721	0.0113815	0.0094144	0.07313308	0.1214057	0.00964942	0.0135185	0.136996	0.0703918	0.186452	0.00441874	0.0865483	0.0295362	0.00914941	0.166991	0.0569065	0.0269794	0.00992051	0.108415	0.0841275	0.396978	9	18.81671	0.06875062	0.36902	0.716729	1.08097	1.83328	0.180842	0.270144	0.184461	0.0564845	0.236254	0.0718147	0.5183837	0.7657995
300	-296.4324	-263.4153	-33.01706	1.416526	2.852143	0.0510858	0.010617	0.138448	0.257112	0.0869218	0.0188605	0.0526658	0.074824	0.00532353	0.0902218	0.0954107	0.486191	0.192774	0.0348983	0.0905513	0.0470983	0.0425027	0.0954204	0.170357	0.0163733	0.0324441	0.255139	0.209161	0.0113526	0.00387901	0.00463806	0.0175518	0.011915	0.011441	0.0320808	0.0756666	0.011805	0.000755495	0.314001	0.0750734	0.355735	0.0293141	0.295543	0.277489	0.0136647	0.0807506	0.0566856	1.42589e-05	0.0390656	0.0154093	0.165897	0.0107642	0.956254	0.1210506	-0.101372	0.0133162	0.0720413	0.0665308	0.128956	0.118473	0.0128915	0.0382628	0.0467654	0.0435667	0.0498104	0.0163034	0.306258	0.0490163	0.00378964	0.0340185	0.8968736	11	12.28177	0.09005326	0.37749	0.722998	1.08168	1.81783	0.168796	0.348802	0.0855055	0.15571	0.175884	0.0653025	0.7955016	1.127432
400	-269.0836	-256.002	-13.08152	2.236606	2.993277	0.144602	0.0620104	0.0262734	0.0146365	0.0950908	0.136089	0.0491297	0.0327112	0.0145871	0.004405	0.0133508	0.0242237	0.0230998	0.0179377	0.235913	0.0283969	0.013125	0.0147417	0.00902265	0.0372843	0.0600577	0.141112	0.000651505	0.00360772	0.00479011	0.15759	0.0464073	0.0132763	0.0988867	0.0633436	0.0560796	0.118497	0.00799733	0.0121566	0.031595	0.0200529	0.0143762	0.163071	0.321863	0.00097336	0.0732332	0.00266302	0.0357609	0.0373257	0.141861	0.0547925	0.025398	0.0643652	0.05758995	0.00599131	0.0057918	0.0545558	0.162519	0.0446775	0.0474665	0.0152668	0.105924	0.013579	0.100203	0.161723	0.0232685	0.180118	0.00528229	0.0259211	0.0537036	0.4745139	7	20.78538	0.1605573	0.388741	0.731155	1.08248	1.79762	0.217568	0.271159	0.155684	0.0973627	0.207796	0.05043	0.4805052	0.9875312
500	-285.2719	-265.54	-19.7319	1.971526	3.840551	0.12824	0.163689	0.196845	0.000508336	0.0234325	0.248641	0.00244698	0.0763433	0.00562515	0.02116	0.101692	0.0491925	0.068901	0.0277138	0.144727	0.109733	0.0282373	0.0065797	0.0423444	0.0100801	0.0177125	0.187655	0.00107573	0.0150313	0.0214694	0.19749	0.0105605	0.067231	0.00518656	0.0299002	0.0446958	0.14796	0.00580781	0.0543276	0.0714135	0.0748366	0.05087	0.0587849	0.11661	0.000129512	0.240906	0.0325461	0.0835468	0.00352298	0.526643	0.00442026	0.0252833	0.0736135	0.07536647	0.1123421	0.0495322	0.0364936	0.0391425	0.13163	0.0319611	0.0166774	0.141818	0.102415	0.18764	0.0388083	0.0801208	0.117336	0.00455331	0.0133648	0.00850681	0.4501527	9	16.23873	0.1136436	0.445383	0.769508	1.08439	1.70072	0.246136	0.25823	0.143821	0.125976	0.156801	0.0690366	0.5624948	0.8002789
600	-284.7155	-265.2633	-19.45217	1.79723	4.002617	0.0506488	0.0672386	0.0300245	0.0612883	0.00791801	0.110243	0.0899698	0.0170446	0.0387479	0.285796	0.0250173	0.0128367	0.0799902	0.0363385	0.296728	0.00443974	0.106265	0.0239059	0.046036	0.12401	0.00777819	0.176643	0.00610868	0.0320874	0.0392781	0.230854	2.75781e-05	0.12867	0.113923	0.021651	0.0544188	0.00703153	0.0247955	0.115427	0.0354502	0.050026	0.0212906	0.0705245	0.201206	0.0384233	0.0886286	0.21129	0.324148	0.0121082	0.205359	0.00672942	0.0221465	0.0584199	0.09944292	0.1608458	0.0026501	0.0131702	0.0209099	0.192141	0.0421277	0.0135981	0.0816068	0.00872779	0.0771576	0.142978	0.0724591	0.141135	0.0587392	0.0189987	0.113601	0.5738202	9	15.27055	0.1875206	0.454506	0.7753	1.0844	1.68579	0.177822	0.356054	0.15036	0.115184	0.126693	0.0738857	0.734666	0.7810627
700	-288.8524	-272.4821	-16.37032	0.4116165	3.265465	0.186492	0.0282012	0.30386	0.018413	0.00238687	0.221334	0.0043707	0.0237301	0.0284444	0.0955915	0.0215836	0.00183934	0.144798	0.0727478	0.0183135	0.00716867	0.103052	0.123011	0.16828	0.0547448	0.0175559	0.354212	0.11059	0.291178	0.000335074	0.00666045	0.0230296	0.0955954	0.00774045	0.027473	0.0719671	0.044042	0.0232164	0.0603782	0.0268628	0.00978966	0.0271975	0.0669594	0.532876	0.134191	0.0583242	0.0309143	0.104512	0.010937	0.0775286	0.0172307	0.0424313	0.294055	0.08214504	-0.06023361	0.0226913	0.0739878	0.0524677	0.101327	0.00731556	0.0111309	0.130642	0.040996	0.13144	0.16542	0.0584195	0.0694063	0.0286661	0.0680168	0.0380734	0.605564	11	16.36606	0.145427	0.40881	0.745242	1.08355	1.7624	0.23933	0.288403	0.175125	0.0711911	0.160975	0.0649755	0.5453304	1.110453
800	-283.8501	-258.7558	-25.09436	0.8740078	2.713127	0.00692914	0.14915	0.0393554	0.138369	0.0476708	0.0446669	0.137371	0.013283	0.0229078	0.002198	0.0134683	0.063486	0.0280523	0.112259	0.186699	0.0113637	0.0229637	0.0146617	0.179982	0.19721	0.0284076	0.219678	0.180933	0.0411835	0.0559707	0.0581496	0.149012	0.0141711	0.00056672	0.0489348	0.016586	0.218991	0.24051	0.703993	0.0617358	0.00400208	0.00673586	0.439541	0.00312366	0.0639544	0.198788	0.0216638	0.482752	0.00827621	0.0429377	0.00599151	0.0549846	0.0941543	0.1054404	0.09483182	0.0121186	0.00333436	0.168001	0.0939378	0.0304207	0.00382738	0.0740127	0.0331848	0.135917	0.0408071	0.0352171	0.165299	0.0108788	0.144293	0.0487498	0.4964744	13	14.84429	0.235566	0.365775	0.714297	1.08068	1.83925	0.228228	0.203506	0.209919	0.116654	0.198066	0.0436277	0.5913062	0.8396232
900	-300.9787	-265.2732	-35.70551	1.825736	2.321574	0.0220784	0.216378	0.0117191	0.135073	0.321747	0.0197121	0.352512	0.0723242	0.180354	0.0440981	0.241255	0.00628889	0.0206328	0.00683684	0.202795	0.340162	0.288878	0.0443452	0.112638	0.0286971	0.0269592	0.0941389	0.0565594	0.0287192	0.0502096	0.0690082	0.223842	0.244418	0.115339	0.0466512	0.0241072	0.0359594	0.00467331	0.00202719	0.295083	0.133989	0.747519	0.02052	0.0636419	0.0253416	0.00571485	0.212112	0.0260577	0.0776706	0.00548262	0.0221915	0.0122538	0.00356633	0.140367	0.02386741	0.0284617	0.04429	0.107792	0.102134	0.0624321	0.00153917	0.0875139	0.0241028	0.139308	0.132956	0.00288003	0.183412	0.0499092	0.0324361	0.000833091	0.693044	10	15.07745	0.1541681	0.32886	0.685364	1.07629	1.90949	0.235162	0.284754	0.141875	0.073324	0.219457	0.0454284	0.7169115	0.966708
