Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-464.9915	-404.4397	-60.55178	8.738031	3.829234	0.217892	0.338223	0.133564	0.0205655	0.0552871	0.00995827	0.283485	0.319279	0.240626	0.110495	0.600255	0.127056	0.088196	0.0411457	0.0361897	0.0456034	0.094432	0.656991	0.0535713	0.0329195	0.0185116	0.0154493	0.0468466	0.546532	0.0686664	0.165098	0.134062	0.0841535	0.193885	0.294209	0.183246	0.0155382	0.652199	0.00572787	0.0497404	0.479538	0.490742	0.0135263	0.0268554	0.190906	0.0278504	0.262081	0.171044	0.360854	0.33566	0.199176	0.144599	0.01964363	0.137061	0.0342911	0.137024	0.123752	0.0113933	0.00295473	0.0327151	0.00646887	0.0487617	0.000154738	0.0983105	0.00838568	0.0188163	0.337243	0.00266822	0.7533754	8	16.84383	0.1559817	0.444728	0.769089	1.08439	1.7018	0.0231229	0.214819	0.237299	0.229018	0.207225	0.0885158	0.7730191	0.9745884
100	-441.0054	-412.3737	-28.63171	7	3.552255	0.0473512	0.0456291	0.118385	0.0117249	0.014939	0.000951229	0.179049	0.192404	0.0482983	0.0285969	0.161711	0.0622483	0.0217353	0.0451434	0.0722298	0.0825468	0.0785114	0.158675	0.133997	0.0062918	0.0621266	0.0725381	0.0163021	0.120947	0.100544	0.0917567	0.00985389	0.440861	0.00560956	0.0141097	0.0701872	0.0749245	0.00433472	0.113853	0.0537249	0.0818129	0.0691934	0.0261599	0.000750146	0.0916438	0.0509903	0.1087	0.0104972	0.010578	0.193153	0.00878016	0.07424883	0.04109678	0.107774	0.0132594	0.132343	0.00465184	0.00567477	0.00971054	0.135346	0.0300902	0.097376	0.00141978	0.0813556	0.000244543	0.010225	0.365623	0.00490614	0.3886525	7	24.08159	0.05695885	0.427935	0.758148	1.08415	1.72976	0.0264455	0.195087	0.228288	0.194368	0.264087	0.0917254	0.4297493	0.9043703
200	-462.2106	-412.0753	-50.1353	10.63309	3.537739	0.0257853	0.00886402	0.0648266	0.080815	0.0449262	0.00403326	0.527763	0.128545	0.274386	0.0167136	0.0212794	0.0934772	0.0346726	0.532871	0.161936	0.00177279	0.209224	0.0130305	0.233567	0.0969228	0.219131	0.024223	0.28294	0.294656	0.017796	0.0891944	0.00747191	0.0309439	0.0442542	0.0871515	0.0247603	0.066442	0.117908	0.0426482	0.0706411	0.117465	0.00150188	0.493043	0.00846548	0.0668525	0.0299723	0.0102852	0.21258	0.854332	0.0148076	0.255199	0.1093554	-0.003315121	0.135851	0.0131157	0.2062	0.023356	0.00987541	0.00080794	0.0324067	0.00660861	0.0974521	0.010923	0.151214	0.00891471	0.00363731	0.293432	0.00620527	0.3318655	6	16.3971	0.1826153	0.427012	0.757536	1.08413	1.73132	0.022755	0.210879	0.191761	0.233598	0.257682	0.0833243	0.3285503	1.01009
300	-458.7225	-412.0583	-46.66414	9.906234	2.543104	0.0737065	0.0791524	0.0550607	0.107296	0.0215355	0.243596	0.0445346	0.0514348	0.43806	0.0026049	0.110263	0.0221242	0.125152	0.133734	0.534447	0.113848	0.236181	0.0589317	0.157412	0.0415881	0.0497253	0.0667542	0.119974	0.431485	0.315548	0.0277139	0.0131001	0.00454147	0.00302882	0.00547739	0.00983431	0.076859	0.0415936	0.0696065	0.29164	0.170019	0.405473	0.172578	0.0392137	0.216459	0.103448	0.0415032	0.142367	0.0378299	0.12715	0.0385138	0.09300141	-0.00883847	0.105978	0.0176866	0.0693009	0.028978	0.03581	0.0139524	0.126964	0.0151994	0.0522459	0.00131609	0.152389	0.00156496	0.020138	0.348581	0.00989544	0.3990629	7	19.58073	0.1420694	0.350505	0.702618	1.0791	1.86778	0.045347	0.231406	0.175998	0.232317	0.168249	0.146682	0.3902245	1.02265
400	-475.4173	-409.8652	-65.55212	14.1564	5.002026	0.0377663	0.00214575	0.125307	0.0590967	0.0155997	0.0343373	0.0386908	0.443105	0.0694921	0.0687471	0.250345	0.0729735	0.177995	0.103382	0.434919	0.105236	0.204714	0.0630703	0.0349618	0.118572	0.281189	0.304482	0.433775	0.0794663	0.0170173	0.461436	0.409508	0.0114868	0.190532	0.0274314	0.0125082	0.230771	0.0378013	0.527704	0.259861	0.0668567	0.0659401	0.0089045	0.110148	0.112156	0.0064014	0.193135	0.446251	0.126568	0.064642	0.0643923	0.1668215	-0.128811	0.0787732	0.0142053	0.0307063	0.0228702	0.0391628	0.00948531	0.0915666	0.0163514	0.055796	0.00134086	0.085402	0.022682	0.0250729	0.477072	0.0295132	0.4272442	5	19.96577	0.07539398	0.502162	0.804009	1.0833	1.61053	0.0498367	0.145708	0.149222	0.30975	0.262651	0.0828335	0.2984332	1.431624
500	-474.3239	-405.6559	-68.668	11.8287	4.129048	0.179963	0.00259919	0.0391317	0.415351	0.002424	0.171962	0.308723	0.202881	0.0297781	0.0263816	0.0772154	0.116604	0.0800108	0.183643	0.379531	0.099252	0.150322	0.0690063	0.17904	0.00942979	0.113118	0.144469	0.223373	0.10534	0.0249974	0.0950933	0.131241	0.00748904	0.0102859	0.262732	0.0697106	0.0848764	0.0135727	0.257071	0.0562858	0.00239313	0.00322369	0.157812	0.224029	0.0406554	0.495713	0.143138	0.333546	0.0366524	0.394421	0.394607	0.1254168	-0.0988418	0.172244	0.0274928	0.11829	0.00247459	0.0811149	0.000491964	0.0454839	0.00942888	0.0650649	0.000185091	0.208587	0.0038853	0.0121672	0.223001	0.0300889	0.5190155	4	22.1599	0.1246122	0.461314	0.779557	1.08436	1.67477	0.0285337	0.220989	0.15753	0.278339	0.194118	0.120491	0.4201737	1.23524
600	-464.6114	-403.167	-61.44443	13.10031	4.636364	0.638203	0.295225	0.120427	0.0187359	0.0415364	0.00333668	0.309095	0.263824	0.306338	0.107259	0.0706805	0.0893095	0.210292	0.0215133	0.0811526	0.0629582	0.245699	0.516902	0.0481683	0.0169339	0.00249039	0.384534	0.0474145	0.00895634	0.259477	0.0186201	0.584731	0.015497	0.0159549	0.186825	0.0485264	0.422568	0.529999	0.151651	0.0223986	0.215616	0.160835	0.0508941	0.175739	0.113284	0.113363	0.00167809	0.393806	0.236035	0.00488684	0.0938582	0.1857612	0.1018171	0.087761	0.0500535	0.0724503	0.0665316	0.134781	0.000504509	0.034449	0.0116741	0.0291549	0.00387131	0.07429	0.0290375	0.00541491	0.390405	0.00962108	0.3622821	9	17.17609	0.1151108	0.486236	0.794691	1.08387	1.6352	0.0254639	0.265802	0.112592	0.261957	0.218489	0.115696	0.4640992	0.7806135
700	-459.8186	-415.9907	-43.82787	11.1928	4.091622	0.120265	0.164626	0.184051	0.0378566	0.0235506	0.0163721	0.24649	0.0435297	0.116707	0.0595823	0.155537	0.0255888	0.0718801	0.323589	0.0218729	0.0470483	0.0657573	0.154689	0.0401871	0.124144	0.00639352	0.0471002	0.0807083	0.11354	0.0323729	0.220366	0.0464177	0.108598	0.138593	0.186518	0.124909	0.00883222	0.131724	0.151302	0.0138401	0.287068	0.186492	0.176621	0.0847758	0.0336351	0.0664153	0.0818077	0.00653398	0.07139	0.000684262	0.0624621	0.1027333	0.1047315	0.143639	0.0536961	0.176999	0.00634648	0.0275697	0.00832868	0.0121675	0.00701831	0.113491	0.00397719	0.117031	0.00514178	0.00463793	0.307453	0.0125034	0.3611219	6	19.60581	0.1829167	0.459326	0.778319	1.08438	1.67798	0.0129906	0.293661	0.176056	0.254697	0.18668	0.0759154	0.4658534	0.7751836
800	-464.2938	-413.5838	-50.71	8.127689	3.223902	0.0103037	0.393661	0.580694	0.0639402	0.155107	0.115819	0.193753	0.0821031	0.0661182	0.0180626	0.286713	0.0201782	0.119587	0.090219	0.0384982	0.0786814	0.0478446	0.402913	0.0873969	0.0348593	0.0030005	0.0651093	0.101753	0.342381	0.0504254	0.130667	0.0616355	0.071144	0.125562	0.131028	0.282662	0.343756	0.103977	0.241139	0.0202024	0.477325	0.310419	0.427509	0.104	0.443472	0.241196	0.187943	0.035564	0.0683871	0.019728	0.116001	0.1683846	-0.009854627	0.20049	0.0016657	0.0999974	0.00898829	0.0393677	0.00275959	0.0311324	0.0125933	0.0861073	0.00400621	0.0743778	0.0258675	0.016533	0.393287	0.00282639	0.5785066	7	14.24176	0.1411582	0.405874	0.743217	1.08342	1.76749	0.0216431	0.225416	0.155103	0.269022	0.222503	0.106313	0.568652	1.01733
900	-474.8139	-411.6844	-63.1295	11.64202	4.708027	0.122808	0.0687238	0.13684	0.437655	0.0418736	0.0976818	0.140351	0.165332	0.200809	0.0156342	0.254611	0.254549	0.543069	0.00448109	0.568109	0.111213	0.0109487	0.255605	0.0507151	0.122093	0.00445927	0.192913	0.00471746	0.091235	0.0152143	0.2734	0.0573639	0.00544203	0.0233997	0.0291099	0.199782	0.0170707	0.125183	0.226802	0.0128545	0.529537	0.565508	0.424111	0.0796719	0.464447	0.253892	0.110214	0.0324989	0.065244	0.0712207	0.0249278	0.2084676	-0.04021573	0.235827	0.011578	0.0602127	0.0179088	0.0649032	0.0194262	0.0735916	0.00938316	0.0108336	2.74484e-05	0.186753	0.00655126	0.00468456	0.295055	0.0032648	0.474379	6	19.49359	0.09006217	0.48948	0.796611	1.08377	1.63014	0.0436399	0.240189	0.0892665	0.256888	0.237073	0.132943	0.4341633	1.092628
