Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-591.0143	-515.1918	-75.82242	7.661989	4.223477	0.0881695	0.0229348	0.0967344	0.0424573	0.00639517	0.0836911	0.0281883	0.0413893	0.0937525	0.0201622	0.162932	0.0237911	0.497161	0.029935	0.269675	0.0396211	0.0574675	0.0648777	0.00532834	0.0185266	0.018305	0.227814	0.0131551	0.130966	0.0715607	0.0281116	0.286337	0.00021326	0.0501992	0.0308702	0.0558228	0.0569721	0.2043	0.00724726	0.023898	0.00942927	0.00575695	0.00164955	0.163596	0.020776	0.135443	9.74411e-05	0.337416	0.154465	0.0910338	0.0706565	0.23004	0.011821	0.0841376	0.0607681	0.129323	0.0432362	0.283354	0.0365799	0.158669	0.0770291	0.1718	0.0612611	0.256181	0.385882	0.1048585	0.004387037	0.0681077	0.111585	0.0541716	0.0082836	0.104146	0.0667114	0.0417599	0.00898417	0.0668292	0.0446167	0.199809	0.159622	0.0179879	0.0298175	0.0175686	0.3143916	7	35.02911	0.1061025	0.466233	0.782599	1.0843	1.66686	0.0822169	0.0830485	0.0651652	0.372797	0.183497	0.213275	0.3187787	0.986238
1	0	-585.0377	-506.5334	-78.50437	11.51795	4.057659	0.0613962	0.10648	0.130022	0.0442694	0.0688044	0.0475174	0.0195864	0.222077	0.00775558	0.0622854	0.027594	0.00186911	0.211473	0.00181536	0.0425867	0.0612693	0.0144681	0.0125763	0.0528602	0.120479	0.00971959	0.208869	0.0436458	0.360252	0.0290324	0.0149989	0.114955	0.00158664	0.00808159	0.0045839	0.532155	0.022601	0.0585613	0.142582	0.145728	0.0181309	0.0456257	0.105041	0.0103012	0.0212843	0.896994	0.00346267	0.252469	0.168095	0.121386	0.381052	0.0869734	0.0266776	0.0273495	0.0226761	0.00891033	0.15098	0.166766	0.289914	0.285112	0.0714634	0.0425256	0.00229278	0.434589	0.0992691	0.1301588	-0.009434623	0.0551469	0.0593141	0.0825096	0.00746798	0.143292	0.0196938	0.0361084	8.44301e-05	0.0517826	0.092291	0.151018	0.213829	0.0286993	0.0522684	0.00649444	0.3302497	7	28.97527	0.1036163	0.457502	0.77718	1.08439	1.68093	0.123204	0.117078	0.0660135	0.318981	0.215311	0.159414	0.3208151	1.029408
2	0	-615.7335	-510.561	-105.1725	23.46209	1.745991	0.301021	0.0570477	0.0358457	0.0127797	0.171818	0.00998685	0.0222562	0.15743	0.160354	0.37298	0.133897	0.124332	0.0483831	0.43899	0.13828	0.0133863	0.0509955	0.431293	0.351377	0.000549209	0.00721677	0.0274829	0.341462	0.251388	0.00263286	0.0780802	0.304153	0.12262	0.201989	0.00136148	0.243998	0.123689	0.665353	0.0554747	0.154798	0.522655	0.331822	0.363517	0.000506043	0.251811	0.10372	0.151975	0.194908	0.100368	0.145409	0.199108	0.0151337	0.814815	0.077644	1.02832	0.00308118	0.273364	0.106889	0.474555	0.0392522	0.032098	0.0619357	0.00370422	0.190508	0.0626914	0.152047	0.006036138	0.0811963	0.0909983	0.109961	0.00340892	0.184475	0.0828216	0.002802	0.0206191	0.0209652	0.0893991	0.221546	0.0143447	0.0589596	0.00658877	0.0119151	0.4003617	9	29.53592	0.08042289	0.260946	0.624965	1.06211	2.05198	0.155115	0.110704	0.0754702	0.268439	0.167599	0.222674	0.4063978	0.9851472
3	0	-591.2504	-511.6446	-79.60581	26.07631	3.290112	0.0679067	0.0503599	0.013973	0.354926	0.0153107	0.116143	0.0129305	0.267558	0.184823	0.329351	0.14881	0.0773117	0.0643613	0.00505202	0.30937	0.131432	0.00485716	0.0374996	0.0244235	0.0184386	0.03402	0.0276654	0.071089	0.282081	0.0678382	0.186419	0.0133724	0.00960242	0.210434	0.342388	0.0226734	0.00350333	0.00688425	0.127975	0.0327576	0.0155775	0.20794	0.000805715	0.152014	0.151289	0.00863069	0.113675	0.339194	0.0287947	0.0931984	0.0319462	0.00603794	0.333267	0.0817095	0.265249	0.0357151	0.364992	0.160691	0.365747	0.0283734	0.0126387	0.150211	0.11667	0.0342875	0.103211	0.1039159	-0.03136482	0.0318808	0.200208	0.117305	0.076171	0.0496242	0.023778	0.0329101	0.0191921	0.0314791	0.0767656	0.0753863	0.04943	0.137465	0.0634999	0.014904	0.6851597	9	30.07404	0.05707732	0.410531	0.746423	1.08362	1.75943	0.139864	0.114401	0.081921	0.243537	0.127688	0.292589	0.6537949	1.047973
4	0	-588.1016	-512.3087	-75.79292	8.153482	2.365013	0.183109	0.0503825	0.178894	0.0157061	0.00626316	0.0257507	0.0177846	0.0351233	0.012048	0.132755	0.514115	0.0349376	0.0642907	0.0238092	0.0121541	0.20749	0.152714	0.0122903	0.0351208	0.229226	0.00479983	0.249662	0.0235615	0.0312123	0.0349666	0.031676	0.253864	0.0104186	0.00761059	0.0106288	0.200904	0.214432	0.00501352	0.000210868	0.060285	0.0366028	0.205281	0.0140293	0.102795	0.0764948	0.184545	0.207889	0.059301	0.101908	0.327312	0.0407334	0.201528	0.0109197	0.149477	0.045818	0.084625	0.128422	0.0793474	0.124483	0.216409	0.0301126	0.0591091	0.146683	0.011022	0.009423	0.08937971	-0.09288484	0.085272	0.221404	0.108941	0.0117233	0.118577	0.0262662	0.0386772	0.000346161	0.0103191	0.0993102	0.102429	0.0677433	0.0186256	0.0745929	0.015772	0.477677	8	33.46319	0.0846912	0.333273	0.688952	1.07692	1.90086	0.101058	0.09797	0.0952514	0.261445	0.3009	0.143375	0.3847922	1.24139
5	0	-580.6219	-523.3009	-57.32096	5.326888	1.735478	0.0338763	0.215647	0.1966	0.1099	0.0855482	0.0348525	0.0162194	0.00538152	0.126395	0.0730007	0.105612	0.0386705	0.0536401	0.000637608	0.11278	0.117658	0.248411	0.0692181	0.030363	0.164842	0.0289945	0.083927	0.044514	0.0474333	0.0688539	0.0169251	0.0296246	0.0143677	0.0109372	0.275445	0.174074	0.110976	0.0495722	0.0628986	0.010604	0.0448542	0.0347982	0.0401656	0.412558	0.110726	0.387803	0.0608277	0.0481507	0.0962837	0.134933	0.00355158	0.156477	0.143947	0.124339	0.339898	0.236925	0.0163873	0.027747	0.0351832	0.155338	0.00745451	0.0330531	0.0147074	0.0122517	0.0447325	0.1052916	0.04996881	0.0489843	0.0266234	0.0982703	0.0297125	0.0211787	0.211148	0.145414	0.00248268	0.0254071	0.103405	0.133319	0.0711507	0.0307876	0.0409228	0.0111943	0.3660382	11	29.40059	0.1099587	0.259516	0.623574	1.0617	2.05521	0.123139	0.0800439	0.081544	0.221309	0.190601	0.303362	0.416007	0.8798847
6	0	-619.8522	-520.4638	-99.3884	25.67505	2.026987	0.10228	0.0707144	0.0323286	0.084946	0.270075	0.340431	0.0418319	0.184535	0.657014	0.345361	0.127833	0.129428	0.0852788	0.100782	0.00391261	0.114415	0.0109605	0.15153	0.0711759	0.00761547	0.0743871	0.00209751	0.117284	0.180032	0.0203659	0.202858	0.134251	0.0175522	0.0738419	0.239	0.331138	0.0911427	0.0374957	0.00330292	0.563965	0.173564	0.189491	0.400977	0.025312	0.210585	0.0506009	0.933399	0.164054	0.306186	0.0558587	0.175545	0.072725	0.294272	0.000572005	0.384728	0.0254774	0.190503	0.0824356	0.351607	0.0354451	0.0182978	0.324145	0.155114	0.0384237	0.308868	0.1587086	0.08170135	0.0627834	0.144546	0.0629291	0.0455126	0.0869105	0.251609	0.00157333	0.0109765	0.0418422	0.0182787	0.159076	0.0552586	0.0346743	0.0212676	0.00276124	0.4352805	13	31.62499	0.08455355	0.296475	0.657853	1.07065	1.97502	0.128309	0.080994	0.075579	0.394754	0.126107	0.194257	0.5169818	0.8419647
7	0	-586.2051	-515.725	-70.48011	30.65514	3.752603	0.0125058	0.039276	0.0326912	0.00412121	0.014119	0.000879831	0.0242705	0.0924465	0.116475	0.137083	0.064162	0.0383679	0.0336184	0.0177673	0.07856	0.240727	0.0039252	0.00607225	0.243093	0.00165804	0.00125366	0.0347424	0.00519641	0.0353112	0.310583	0.0485935	0.164701	0.0227262	0.150146	0.0290673	0.191161	0.126571	0.036743	0.0678018	0.319098	0.101181	0.0496904	0.0362756	0.0894421	0.161617	0.0637821	0.0149803	0.0198396	0.47768	0.0321055	0.0133992	0.101956	0.0219013	0.0293587	0.126567	0.0795762	0.00944103	0.11184	0.0203495	0.0827546	0.100001	0.0431778	0.0612722	0.00627483	0.000531845	0.08157799	-0.02991142	0.0539252	0.0961432	0.0733769	0.0111369	0.108939	0.0673705	0.025949	0.00482132	0.00763309	0.0274777	0.180678	0.198688	0.0879891	0.0427851	0.0130867	0.5336392	9	34.84102	0.05811193	0.440233	0.766195	1.08435	1.70922	0.114448	0.122091	0.0751756	0.298514	0.208259	0.181513	0.5037278	1.05938
8	0	-569.6124	-511.1467	-58.46573	29.32249	3.930385	0.10675	0.00666515	0.0419466	0.237268	0.0804662	0.0586284	0.0238968	0.000104552	0.00739126	0.180755	0.094123	0.0102782	0.0215725	0.00246266	0.0560911	0.0883361	0.016365	0.128619	0.0831353	0.00579852	0.0792424	0.0307329	0.00454175	0.22886	0.156288	0.000439013	0.00367039	0.142058	0.00641268	0.0268196	0.0608764	0.204049	0.0562383	0.248011	0.281761	0.0246454	0.0898195	0.00108619	0.00509037	0.0257303	0.0694319	0.000520192	0.0280732	0.0200936	0.12015	0.0132953	0.0466421	0.0597949	0.0704548	0.159202	0.1115	0.00801747	0.0834302	0.21095	0.0386812	0.0949506	0.257701	0.0838494	0.226564	0.0144772	0.08689252	-0.03486492	0.0367578	0.161202	0.0522207	0.00110798	0.111911	0.0369256	0.00334878	0.0025018	0.0473768	0.0633759	0.186221	0.134354	0.0965785	0.0517834	0.0143338	0.5247645	10	29.84638	0.07881275	0.450497	0.772767	1.08441	1.69233	0.0897461	0.176631	0.0978562	0.331192	0.146897	0.157678	0.4898995	1.071167
9	0	-634.3455	-522.6928	-111.6527	22.85898	5.12771	0.368013	0.795822	0.0931027	0.16284	0.0015911	0.0413444	0.06439	0.298785	0.0600788	0.0318928	0.11926	0.00420097	0.0210196	0.754805	0.105152	0.370464	0.173646	0.0961073	1.06735	0.00888806	0.0463883	0.0404307	0.13714	0.29554	0.294448	0.528034	0.232798	0.473777	0.0045518	0.00178275	0.139082	0.0127545	0.152853	0.229439	0.0615498	0.13313	0.0414649	0.25311	0.302794	0.0124894	0.0406641	0.0493383	0.232287	0.183099	0.302128	0.317078	0.399918	0.0436631	0.0730223	0.308957	0.0486837	0.340644	0.054351	0.285033	0.377077	0.0052949	0.258994	0.142906	0.0655142	0.134379	0.187326	-0.008345536	0.0684249	0.0385717	0.135486	0.029043	0.0699114	0.0263815	0.0144179	0.0323543	0.0295922	0.211197	0.072594	0.202519	0.0374617	0.0149629	0.0170826	0.4175297	11	30.03585	0.1086091	0.507297	0.806957	1.08307	1.60267	0.119007	0.142383	0.0891623	0.253014	0.179474	0.216959	0.4091841	1.020396
