Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-122.1739	-118.7954	-3.378516	5.364324	2.282925	0.0749996	0.0935611	0.0205199	0.0326668	0.19378	0.10177	0.00267674	0.209571	0.0235798	0.506431	0.1253154	-0.1998334	0.034777	0.163566	0.105759	0.0646004	0.0943918	0.0565365	0.0272587	0.0854869	0.0353925	0.193089	0.0375689	0.0130608	0.0100188	0.0550688	0.0234247	0.7621244	0	11.0285	0.146896	0.32486	0.68208	1.07569	1.91737	0.0685465	0.182934	0.0628495	0.574903	0.047071	0.0636961	0.562291	1.355391
100	-129.6489	-125.9999	-3.649026	5.316759	0.6665457	0.0569843	0.443101	0.162343	0.0300971	0.0409258	0.0929373	0.239235	0.226737	0.0264764	0.00403737	0.1633422	0.1708808	0.186163	0.0324634	0.0894012	0.00137307	0.0931471	0.071193	0.0397853	0.0542423	0.0622862	0.0348138	0.190291	0.0492418	0.0018212	0.0656585	0.028119	0.07146386	0	7.38028	0.19019	0.0670618	0.347308	0.911811	2.67382	0.098647	0.17504	0.065662	0.511675	0.0668611	0.0821148	0.2423446	0.2948853
200	-125.679	-120.9662	-4.712714	4.8721	0.2601339	0.173719	0.341388	0.706518	0.0407858	0.0593116	0.0754684	0.0309396	0.0773597	0.395176	0.596779	0.2028351	0.1158359	0.132208	0.0241538	0.0828865	0.0721296	0.0457677	0.0785123	0.0693105	0.0146822	0.0747456	0.178947	0.0097729	0.0759955	0.0364362	0.100267	0.0041847	0.2987886	0	7.800018	0.1452441	0.00261808	0.0740999	0.522375	3.40091	0.149838	0.129175	0.0719546	0.523407	0.0497058	0.0759193	0.4146244	0.7206246
300	-133.187	-125.3823	-7.804634	8.761747	0.2429312	0.0153715	0.116315	0.419559	0.355264	0.388828	0.237164	0.201832	0.0915172	0.309363	0.176499	0.1946911	-0.08517728	0.0364425	0.0533144	0.0113609	0.117741	0.106427	0.0105243	0.0121919	0.211594	0.0316821	0.0803077	0.147286	5.94951e-05	0.0104545	0.104735	0.06588	0.2739507	0	9.894991	0.2433354	0.00179852	0.0616346	0.48634	3.45023	0.0831904	0.206948	0.0567057	0.556487	0.020603	0.0760662	0.1887735	1.451214
400	-132.2886	-123.1021	-9.186482	4.545606	0.9109581	0.408675	0.269873	0.422605	0.403602	0.131466	0.303583	0.469315	0.0260938	0.99833	0.0236025	0.3945846	0.002285849	0.155613	0.117657	0.0873796	0.0454601	0.113158	0.00606027	0.0526574	0.090402	0.0116449	0.0097162	0.175812	0.00185026	0.0464935	0.0265686	0.059527	0.171496	0	4.644096	0.2692052	0.118863	0.448249	0.983523	2.44937	0.0956044	0.181602	0.128878	0.467325	0.0732816	0.0533095	0.1737818	0.9868464
500	-122.8956	-122.9544	0.05883812	5.109652	0.4874364	0.130619	0.121614	0.196791	0.0152531	0.255107	0.0578939	0.475696	0.103428	0.0333868	0.225388	0.1318852	-0.01821412	0.0216162	0.111822	0.0137038	0.0882852	0.00992851	0.0358595	0.0702932	0.0338493	0.000599359	0.201504	0.0254376	0.0439388	0.00326551	0.0803301	0.259567	0.3450294	0	6.41715	0.2881177	0.0310834	0.243635	0.810907	2.91437	0.0893075	0.168321	0.0215594	0.608107	0.0491871	0.063518	0.3268153	1.055732
600	-123.7124	-120.0562	-3.656103	5.911078	0.6884954	0.0980308	0.086205	0.342821	0.38097	0.104068	0.0274368	0.771101	0.0183985	0.199494	0.0681838	0.2013009	-0.1855748	0.0749396	0.00423211	0.0901116	0.0188968	0.0640231	0.0551581	0.0614775	0.0887419	0.00374669	0.290389	0.0886004	0.00183615	0.0221029	0.0754211	0.0603228	0.4030061	0	7.165571	0.196923	0.0717327	0.358051	0.920529	2.64969	0.0693423	0.16659	0.0960291	0.509767	0.0968369	0.0614344	0.2174313	1.853487
700	-124.7109	-123.8516	-0.8592863	4.587021	0.7954826	0.0234623	0.183578	0.196294	0.162475	0.0770041	0.0681337	0.200069	0.122803	0.083721	0.564963	0.1958219	-0.08959836	0.0418509	0.0240161	0.159631	0.0635239	0.280569	0.00950441	0.145205	0.0251106	0.0780822	0.0888212	0.00753871	0.0120174	0.0414438	0.00876929	0.013916	0.29055	0	6.049073	0.1811504	0.0945971	0.405309	0.955695	2.5444	0.0372589	0.220225	0.0723634	0.515138	0.0717805	0.0832339	0.2009516	1.44587
800	-128.2933	-120.6239	-7.669379	4.449887	0.4991055	0.175022	0.517039	0.159681	0.0248934	0.730689	0.149868	0.182113	0.776716	0.434524	0.834146	0.2819368	0.001826799	0.147958	0.000401233	0.0226034	0.0134963	0.038091	0.0346344	0.197657	0.0250356	0.0889961	0.0521304	0.101931	0.178926	0.021917	0.0738305	0.00239147	0.3483821	0	5.280093	0.2387355	0.0332221	0.251332	0.819617	2.89583	0.0820319	0.121699	0.0491712	0.652062	0.0399256	0.0551107	0.3502089	0.9947837
900	-136.4759	-133.1766	-3.299371	4.703913	2.23122	0.151765	0.0372737	0.0169152	0.285445	0.135614	0.30796	0.289665	0.0377774	0.113669	0.671444	0.158621	-0.0006469201	0.0335772	0.0253136	0.114196	0.0770713	0.0310997	0.0174217	0.142767	0.0212401	0.138112	0.0572334	0.0114365	0.111248	0.000517411	0.17341	0.0453553	0.4516986	0	5.638411	0.1470156	0.319397	0.677546	1.07483	1.92823	0.0899812	0.0715537	0.117354	0.592934	0.0999849	0.0281921	0.4510516	1.001434
1000	-124.1227	-120.042	-4.080692	4.890789	0.6091939	0.0615257	0.283344	0.0866637	0.192513	0.0291161	0.0239118	0.350131	0.117221	0.282233	0.304077	0.1784434	0.1814049	0.00170996	0.10617	0.203905	0.0421516	0.00259264	0.0189759	0.133025	0.0185859	0.0264847	0.169105	0.00551736	0.0994681	0.0105369	0.154662	0.00710999	0.1308221	0	7.111046	0.2480312	0.0550097	0.317344	0.885938	2.74171	0.0527164	0.160413	0.158224	0.499443	0.0596588	0.0695445	0.312227	0.4189969
1100	-119.5663	-124.5486	4.982325	5.33774	2.664801	0.0690434	0.0417846	0.12057	0.0133475	0.0558099	0.140781	0.000285576	0.0458487	0.0412593	0.0144639	0.04368037	0.08833864	0.0440786	0.0999896	0.0897914	0.00143242	0.118739	0.0160715	0.081736	0.0862381	0.0616932	0.125096	0.0182017	0.204199	0.00959109	0.0388111	0.00433115	0.3487705	0	9.434939	0.1988607	0.361544	0.7111	1.08027	1.84708	0.0776073	0.123729	0.103762	0.520666	0.0944216	0.0798143	0.4371092	0.7979026
1200	-125.5643	-124.2205	-1.343763	5.689592	1.037067	0.0348403	0.00617366	0.0494801	0.150612	0.127968	0.359793	0.219946	0.176265	0.182194	0.111488	0.1332437	0.01053968	0.0624803	0.0875514	0.0292438	0.148895	0.0361353	0.00842697	0.161825	0.153304	0.013622	0.106452	0.00407861	0.0508156	0.0586766	0.0377672	0.0407266	0.1730734	0	8.33116	0.1007842	0.14429	0.487617	1.00588	2.36221	0.0805305	0.11911	0.0303083	0.668027	0.014837	0.0871877	0.183613	0.9425984
1300	-128.5715	-125.2879	-3.283585	6.749798	1.697683	0.117127	0.0499605	0.0376597	0.104896	0.0977072	0.0920227	0.0705284	0.64279	0.199837	0.0044782	0.1616818	0.1210849	0.000483342	0.00321533	0.111109	0.0830165	0.0384333	0.0520364	0.071205	0.0456227	0.166891	0.150287	0.0483748	0.0328073	0.011245	0.00396173	0.181312	0.1609845	0	11.44761	0.1388802	0.254309	0.618464	1.06019	2.06703	0.0926606	0.255756	0.0886572	0.439004	0.0164237	0.107498	0.2820694	0.5707266
1400	-131.553	-127.5446	-4.008406	5.377841	1.519591	0.0208928	0.0828203	0.161462	0.198683	0.0521842	0.707165	0.00767294	0.193412	0.157953	0.0114097	0.1691839	0.1523776	0.130079	0.00323352	0.0882168	0.0458157	0.125522	0.0706181	0.0481833	0.111615	0.0144943	0.0770585	0.0238897	0.0300594	0.0359101	0.113799	0.0815053	0.3569123	0	6.56804	0.2755594	0.228333	0.591785	1.05155	2.12833	0.0842875	0.219772	0.0420788	0.569229	0.0247109	0.0599218	0.5092899	0.7008037
1500	-125.3201	-120.7276	-4.592433	7.159693	2.379516	0.0347794	0.0738802	0.027692	0.106103	0.0362623	0.226282	0.0323569	0.032162	0.554822	0.311733	0.1308358	-0.1053913	0.00605393	0.150417	0.0879801	0.015574	0.0033628	0.0619276	0.0900319	0.0432559	0.00681091	0.108494	0.135759	0.0557401	0.0575493	0.0487041	0.128339	0.2168971	0	7.753784	0.2551255	0.334728	0.690126	1.07712	1.89803	0.081415	0.16562	0.0317455	0.584283	0.0491765	0.0877595	0.1115058	1.945164
1600	-133.2425	-121.2417	-12.00077	7.545275	0.1940581	0.728448	0.00176245	0.458131	0.514482	0.12338	0.172731	1.00696	0.259226	0.652591	0.0480086	0.3004316	-0.1842473	0.0466226	0.00826111	0.0649594	0.100723	0.009306	0.0571148	0.107718	0.173807	0.107481	0.144165	0.0632685	0.00328936	0.0512055	0.0466624	0.0154165	0.4274084	0	9.313761	0.1255894	0.000429966	0.0304195	0.367973	3.60118	0.0711712	0.218312	0.042316	0.463996	0.05144	0.152765	0.2431611	1.757717
1700	-125.8986	-122.7632	-3.13542	3.615274	2.356918	0.0175861	0.346527	0.0146852	0.14622	0.109755	0.186798	0.0042524	0.669743	0.535855	0.178815	0.2668648	-0.1507387	0.155374	0.0715959	0.02107	0.00723448	0.0525042	0.0280674	0.0484221	0.000915485	0.108643	0.0440363	0.119657	0.0896517	0.0166227	0.0715956	0.164611	0.4030683	0	4.85919	0.3178614	0.332458	0.688291	1.07681	1.90245	0.0880173	0.19113	0.0274371	0.49804	0.0534503	0.141925	0.2523296	1.597388
1800	-128.8598	-126.9433	-1.916421	5.832465	0.344168	0.0377843	0.187115	0.0308087	0.0913621	0.00998987	0.164301	0.361051	0.339522	0.11761	0.0982687	0.08943714	0.2602846	0.00212209	0.105801	0.0390873	0.0229491	0.0706728	0.0496354	0.154339	0.0407563	0.0485028	0.15397	0.0143962	0.00914715	0.00315888	0.133969	0.151493	0.1361771	0	6.103139	0.1794657	0.009551	0.139014	0.663043	3.18839	0.187355	0.288188	0.0359007	0.365827	0.0974758	0.0252535	0.3964617	0.3434811
1900	-126.5707	-121.9307	-4.639991	6.813424	1.065555	0.103405	0.0445116	0.0251605	0.146651	0.191269	0.280706	0.0667421	0.430321	0.0276785	0.0636606	0.1123832	-0.1231892	0.0736031	0.268217	0.0393752	0.0465421	0.0410939	0.0814471	0.0715695	0.0469747	0.0591352	0.144856	0.0261601	0.0604857	0.000408531	0.0187744	0.0213578	0.4213518	0	13.88093	0.1395313	0.149845	0.495606	1.01007	2.34448	0.111703	0.217561	0.0995452	0.441116	0.0251713	0.104902	0.2981626	1.413161
2000	-129.9281	-123.7093	-6.218787	4.779925	0.5116171	0.110566	0.16336	0.160697	0.353371	0.985912	0.32225	0.173221	0.406193	0.359287	0.0562538	0.2929594	0.2189677	0.038684	0.170444	0.160011	0.00799042	0.0132615	0.153181	0.0187828	0.147874	0.0748369	0.000817101	0.00615848	0.0170948	0.0333009	0.0505831	0.106981	0.2125875	0	5.320814	0.2444795	0.0355606	0.259432	0.828541	2.87647	0.0398536	0.287857	0.0387337	0.493936	0.0556048	0.0840151	0.4315552	0.4926079
2100	-131.1718	-123.9498	-7.222074	2.928142	0.614075	0.173231	0.126295	0.20313	0.362244	0.570379	1.11048	0.532288	0.542228	0.0296936	0.238972	0.3262424	-0.1355936	0.00913371	0.0440861	0.0707248	0.092499	0.0520457	0.0513869	0.192507	0.019998	0.0481588	0.0982969	0.0818333	0.0711907	0.0510104	0.0154351	0.101693	0.3907861	0	5.032438	0.1972825	0.0560234	0.320006	0.888333	2.73564	0.0994921	0.186332	0.120371	0.436083	0.0585273	0.0991944	0.2551925	1.531338
2200	-116.1221	-119.6609	3.538829	4.826364	0.6183129	0.176119	0.085364	0.00447351	0.0225137	0.190054	0.160431	0.372167	0.00694936	0.0229343	0.254943	0.1644129	-0.06829232	0.122249	0.0804869	0.120361	0.00613378	0.0632243	0.000575645	0.168569	0.00923413	0.0264831	0.242089	0.0514995	0.0387252	0.0430059	0.0088212	0.0185421	0.1977375	0	6.088375	0.2774518	0.0569057	0.322299	0.890382	2.73041	0.146916	0.138935	0.0295905	0.484882	0.0528284	0.146849	0.1294451	1.527577
2300	-134.146	-122.2502	-11.89584	5.547128	0.6683159	0.144534	0.386714	1.167	0.0487284	0.00306651	0.239037	0.0876045	0.434559	0.680949	0.136214	0.3252444	0.001797891	0.0130457	0.0160363	0.34033	0.0281984	0.122324	0.0307515	0.0578854	0.0141226	0.146025	0.0567775	0.00171767	0.0232215	0.0171573	0.0420375	0.0903693	0.1856192	0	11.36933	0.2079144	0.0674376	0.348189	0.912537	2.67184	0.123777	0.207845	0.0783498	0.501827	0.0443164	0.0438848	0.1874171	0.990407
2400	-128.9843	-121.8403	-7.143968	4.259111	4.830499	0.117571	0.0860167	0.623519	0.19093	0.347884	0.217097	0.00846602	0.05796	0.025408	0.178901	0.136759	0.1563964	0.0542151	0.0468114	0.106435	0.0431813	0.0452434	0.0348634	0.15093	0.0376876	0.0544802	0.167055	0.0811072	0.0667908	0.016531	0.0278768	0.0667912	0.2736281	0	4.450557	0.5496205	0.494882	0.799782	1.08358	1.62175	0.0611627	0.203575	0.0998446	0.491718	0.0662243	0.0774759	0.4300245	0.6363082
