Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-239.3522	-254.4697	15.11748	3.828554	1.59741	0.0118579	0.00747809	0.0561388	0.0628765	2.28247e-05	0.00574522	0.0369205	0.0049893	5.74428e-05	0.0098866	0.0179245	0.0259255	0.029477	0.000977246	0.0776857	0.0214466	0.0206151	0.0315017	0.0489322	0.00498872	0.0507072	0.0346061	0.0120961	0.00487086	0.0804668	0.0444336	0.0302671	0.0367662	0.117366	0.0104249	0.0109504	0.0125321	0.0316939	0.00478121	0.0165441	0.0103836	0.00370049	0.050596	0.00101603	0.103941	0.0039252	0.114438	0.0321632	0.0879911	0.123519	0.0190631	0.0287783	0.016751	0.03127858	-0.02718669	0.0345436	0.00649943	0.14117	0.00602227	0.0506614	0.116389	0.0267495	0.012969	0.01808	0.157537	0.0433049	0.290034	0.0243404	0.0379428	0.033758	0.6614899	9	18.3322	0.09262074	0.239986	0.604006	1.05566	2.10034	0.183937	0.171875	0.236014	0.0808743	0.227838	0.0994628	0.6343033	1.042861
100	-248.2859	-250.7639	2.478007	2.860965	6.029714	0.0259923	0.000649323	0.0585117	0.0513618	0.00433113	0.0814915	0.0235697	0.0180278	0.0240405	0.00755547	0.0559591	0.0169418	0.0212496	0.0256316	0.000717339	0.0112682	0.178093	0.076012	0.0020121	0.00815242	0.00737379	0.0307021	0.00668309	0.000671021	0.0667379	0.0225955	0.0385604	0.008062	0.110053	0.00262798	0.00469365	0.00120642	0.0599347	0.0114713	0.00590184	0.00748326	0.0688465	0.0275073	0.0345904	0.0688898	0.0396264	0.00963146	0.0356522	0.171487	0.160895	0.0434798	0.0135801	0.132257	0.03984085	-0.03050146	0.0250907	0.0400626	0.128351	0.00355211	0.172127	0.0369393	0.0738725	0.030536	0.128391	0.074934	0.00467359	0.102516	0.0235707	0.129345	0.0260387	0.5288549	9	23.12398	0.09934129	0.539936	0.825088	1.08119	1.55378	0.230577	0.245058	0.125663	0.0419202	0.327387	0.0293945	0.4983535	1.061204
200	-223.9638	-248.1437	24.17982	0.675396	4.241954	0.0103857	0.0118221	0.0133771	0.0789821	0.0144434	0.000161986	0.0354414	0.0595094	0.000921608	0.0441147	0.00663462	0.0112415	0.0155619	0.00560763	0.0320304	0.0299159	0.0228824	0.00783382	0.0205999	0.00504452	0.0437071	0.00744899	0.00489119	0.0105798	0.146661	0.0440976	0.0120002	0.0236551	0.0076693	0.00463425	0.00560326	0.00851729	0.112042	0.00901544	0.0149819	0.0122564	0.0431297	0.04	0.0157099	0.0526104	0.011347	0.00627337	0.0541134	0.0190873	0.0233329	0.097826	0.00665824	0.099577	0.02759709	0.06892521	0.0167118	0.013649	0.291612	0.0191878	0.0403932	0.0630084	0.0539916	0.0167355	0.029178	0.090637	0.0132636	0.213003	0.00139628	0.136079	0.00115395	0.4682232	7	21.84224	0.1450049	0.467179	0.783181	1.08429	1.66535	0.172401	0.216971	0.162269	0.058066	0.314846	0.0754467	0.5371485	0.8716831
300	-220.5218	-248.6697	28.14791	2.891	3.382096	0.0318208	0.0469645	0.00834039	0.00894932	0.00245992	0.00379371	0.00747923	0.0524007	0.0448244	0.00935121	0.00521783	0.0373949	0.0192617	0.0109253	0.0535376	0.0513519	0.0664053	0.0231011	0.00898125	0.0818734	0.0651388	0.00899759	0.00392175	0.0757841	0.0181034	0.0163113	0.0749605	0.193839	0.0183003	0.0575321	0.165605	0.0441072	0.00938742	0.00175755	0.0269507	0.00460057	0.0177721	0.00381083	0.0250383	0.016343	0.0368853	0.0352494	0.0105029	0.0611037	0.00456292	0.00306575	8.34941e-05	1.40746e-06	0.03762134	0.03211993	0.06274	0.0436379	0.100994	0.00797016	0.148477	0.0835511	0.0892333	0.022924	0.0662951	0.130342	0.0140178	0.175815	0.0137158	0.0121873	0.0280994	0.4151845	10	16.46525	0.1555333	0.41682	0.750706	1.08385	1.74863	0.103128	0.279501	0.0829107	0.117019	0.34991	0.0675309	0.4473045	0.9281922
400	-247.7039	-247.8914	0.1875455	2.452522	3.039763	0.00272878	0.0482234	0.0197086	0.0579702	0.0331019	0.0657127	0.00928778	0.0627632	0.0447541	0.051642	0.0354267	0.0278988	0.0135535	0.0122653	0.166107	0.0290416	0.0181914	0.00107846	0.0444748	0.030868	0.0107176	0.0680018	0.0280792	0.0553431	0.120222	0.0232723	0.0460205	0.00837802	0.0308303	0.0277483	0.130182	0.0715741	0.0587729	0.00442621	0.20157	0.00298873	0.0578935	0.0567548	0.00415622	0.0165579	0.0169006	0.00124367	0.00268394	0.0321623	0.0586611	0.0265011	0.00372984	0.0480769	0.04260698	0.06708346	0.12061	0.0699319	0.144225	0.00677981	0.0047703	0.0782309	0.056368	0.0685646	0.108576	0.0239331	0.0055485	0.216297	0.0142706	0.0625708	0.0193238	0.701397	9	24.25539	0.06816812	0.392315	0.733706	1.08271	1.79127	0.135677	0.1911	0.157644	0.118837	0.320664	0.0760779	0.7684805	0.9127064
500	-242.0844	-258.6584	16.57404	2.859488	3.340694	0.063761	0.0471555	0.0114398	0.0185883	0.00963283	0.0128216	0.0100344	0.105587	0.0139141	0.00194135	0.00587831	0.0141395	0.0568782	0.014389	0.0404998	0.0023225	0.0733786	0.0230167	0.0120895	0.0166848	0.00660562	0.0251737	0.00296369	0.0198308	0.0233905	0.0610066	0.0378942	0.192968	0.00763484	0.0549717	0.034831	0.0424069	0.0144189	0.0182831	0.1725	0.0383645	0.178644	0.0137758	0.0222037	0.011931	0.0228568	0.0114569	0.00897197	0.010106	0.01176	0.0159855	0.0881343	0.00506359	0.04414371	0.07853382	0.0375114	0.0529678	0.105331	0.00312379	0.0412824	0.0714942	0.212261	0.0593401	0.0167756	0.108838	0.0501503	0.124017	0.00995625	0.101158	0.00579344	0.3922325	10	15.73503	0.1200898	0.414014	0.748802	1.08375	1.75343	0.179282	0.175161	0.220321	0.0736352	0.220578	0.131023	0.4707663	0.8331787
600	-221.1875	-250.5011	29.31355	3.154012	2.897909	0.00239586	0.00586783	0.038615	0.00560838	0.0110498	0.0565933	0.0671461	0.0162694	0.138989	0.00547044	0.0440011	0.0057886	0.00996724	0.0137526	0.0457335	0.00190375	0.00261569	0.0312138	0.0039061	0.0222872	0.00343487	0.0367633	0.00931976	0.010913	0.00525391	0.0113398	0.0356949	0.0181555	0.0111076	0.00795543	0.000181622	0.0938054	0.0468607	0.147875	0.0114128	0.0740609	0.00861143	0.100016	0.0225561	0.0037374	0.110068	0.0096059	0.0161624	0.0590038	0.0119057	0.0587589	0.0460915	0.00678655	0.02988034	-0.03309997	0.0908418	0.0734645	0.056384	0.00179124	0.0133655	0.13484	0.0681358	0.021471	0.124106	0.0358591	0.00155855	0.0897654	0.00436566	0.265322	0.0187301	0.6703866	9	15.41064	0.159965	0.381207	0.725714	1.08196	1.81112	0.147847	0.260956	0.0972112	0.102712	0.356854	0.03442	0.6372866	1.051939
700	-236.3999	-253.3081	16.90818	2.286333	4.25332	0.0589113	0.00809775	0.0705386	0.0458536	0.0243358	0.000110068	0.00159602	0.00977629	0.0239719	0.0348849	0.0252399	0.0633992	0.0446235	0.0309135	0.126858	0.00617384	0.0937236	0.0238739	0.0366334	0.0350691	0.00725584	0.146389	0.00793163	0.0688568	0.0790877	0.00657846	0.0276986	0.0637934	0.0188236	0.0341354	0.039001	0.0989181	0.0395222	0.0192799	0.0663299	0.0278263	0.00351286	0.130661	0.0152246	0.0589855	0.00661405	0.0235235	0.00472067	0.0325545	0.0199971	0.0554399	0.00957318	0.0818666	0.04893918	-0.04011088	0.0248306	0.0376597	0.207056	0.00943215	0.0823288	0.0967575	0.12827	0.0781058	0.14106	0.0129611	0.00869434	0.128446	0.0058039	0.0149849	0.0236088	0.5200349	10	15.24418	0.1967161	0.467759	0.783537	1.08428	1.66442	0.140666	0.191016	0.163259	0.0904329	0.371059	0.0435671	0.4799241	1.083578
800	-236.1309	-253.7299	17.59893	0.9974474	3.646675	0.0583593	0.00793097	0.00809296	0.0448281	0.0267361	0.00988741	0.0476797	0.00900203	0.000696879	0.0364176	0.0359517	0.0890397	0.018833	0.00277937	0.0434597	0.00466544	0.0181135	0.00103221	0.06278	0.00842388	0.126079	0.0546712	0.0144964	0.00405499	0.218161	0.0988416	0.00931348	0.0182406	0.00916518	0.00989431	0.00571513	0.198159	0.0226068	0.00822645	0.0909038	0.0674779	0.0231157	0.115826	0.031422	0.00398532	0.00504	0.0341714	0.00137852	0.137379	0.0422889	0.0520792	0.00196806	0.052724	0.03883942	0.1701013	0.0630861	0.0377134	0.32437	9.81347e-05	0.018837	0.0576462	0.0257447	0.0678763	0.0692654	0.026599	0.0175488	0.101793	0.0108607	0.175901	0.00266114	0.5120472	8	12.79476	0.1952777	0.433832	0.76203	1.08427	1.71987	0.134476	0.176752	0.184134	0.0769565	0.331837	0.0958459	0.6821485	0.7506389
900	-241.9272	-251.099	9.171848	1.028615	4.288061	0.0198935	0.0256602	0.0146285	0.0832567	0.191823	0.0108159	0.0064401	0.115043	0.0245703	0.0241952	0.0142691	0.0436932	0.135939	0.0165174	0.187347	0.000201853	0.0356814	0.0243181	0.0419635	0.104796	0.0383715	0.0167117	0.0251494	0.0930994	0.00765951	0.044544	0.0445375	0.0608051	0.0535019	0.0204021	0.0131887	0.0861007	0.0180432	0.000852513	0.00644483	0.00146555	0.0351314	0.00125007	0.118921	0.00467393	0.151545	0.201216	0.0471722	8.66055e-06	0.0107743	0.0890915	0.1205	0.0214713	0.05113551	-0.03431887	0.0752662	0.00872059	0.113794	0.0113445	0.0787402	0.0574485	0.0910115	0.0515296	0.0439872	0.0777609	0.0294643	0.151472	0.0195263	0.138261	0.0516738	0.6952205	12	15.93048	0.185808	0.469519	0.784616	1.08426	1.66161	0.192147	0.183201	0.126035	0.0949179	0.347791	0.0559084	0.6609016	1.051927
