Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-275.9562	-250.0261	-25.93009	2.48667	0.008084965	0.005061039	0.0312912	0.0720751	0.116769	0.0404894	0.0224615	0.0177547	0.164852	0.0540361	0.0567491	0.0433625	0.0551827	0.0231891	0.12918	0.112771	0.0598375	0.0009614823	466.1643	0.345189	0.698458	1.07847	1.87788	0.245983	0.179366	0.131775	0.0861719	0.233514	0.12319	0.006022521	0.1596478
100	-269.8603	-255.3305	-14.52984	4.050258	0.1340226	0.02399466	0.0708266	0.0973652	0.169282	0.149854	0.157543	0.00145036	0.00876652	0.00999939	0.0163992	0.0389303	0.0825905	0.0295351	0.0984764	0.0218469	0.0471344	0.01854004	66.5865	0.457102	0.776929	1.08439	1.68158	0.242479	0.2617	0.0884833	0.0805447	0.209445	0.117347	0.04253471	0.4358804
200	-258.7441	-247.8708	-10.87332	1.707008	0.1239253	0.02184265	0.0254666	0.019205	0.0609498	0.0395212	0.0678753	0.0121316	0.0510833	0.0281245	0.076435	0.152041	0.123698	0.000115471	0.308476	0.0125182	0.0223588	0.06416002	48.84372	0.255604	0.619741	1.06057	2.06408	0.305043	0.179466	0.173469	0.0925763	0.136502	0.112944	0.08600267	0.7460236
300	-268.1755	-252.8262	-15.34935	2.663682	0.04270503	0.01164581	0.0442062	0.00342982	0.209492	0.0603779	0.0461053	0.024585	0.0431698	0.0848628	0.0509285	0.0531296	0.0418578	0.00423491	0.244756	0.0633784	0.0254864	0.008452846	77.90909	0.361445	0.711025	1.08026	1.84727	0.335652	0.260166	0.0737837	0.0828746	0.131651	0.115872	0.02009866	0.4205676
400	-266.9233	-249.2334	-17.68984	4.189379	0.08202891	0.02912814	0.0692619	0.220343	0.12036	0.0235123	0.043561	0.00112845	0.0856493	0.0205558	0.00708439	0.0974004	0.12563	0.00515252	0.0849013	0.0836396	0.0118199	0.07543706	81.92198	0.464472	0.781514	1.08433	1.66969	0.337952	0.203337	0.0918503	0.104025	0.139119	0.123716	0.1045652	0.7214356
500	-266.635	-256.8008	-9.834229	2.358984	0.1012997	0.03118276	0.0329669	0.035031	0.106261	0.248673	0.0459682	0.0183076	0.042217	0.0573033	0.00510458	0.00172039	0.102039	0.0226991	0.0142232	0.154009	0.113477	0.04961513	24.93038	0.332666	0.68846	1.07683	1.90204	0.340464	0.259311	0.0610484	0.113152	0.143022	0.0830019	0.08079789	0.6140647
600	-277.5	-260.729	-16.77102	3.356474	0.03542288	0.009470358	0.00451365	0.0355991	0.0750507	0.0614309	0.100682	0.100179	0.069347	0.0218629	0.100691	0.0373398	0.0026769	0.0154548	0.127499	0.246042	0.00163113	0.008673962	91.40232	0.415088	0.749532	1.08379	1.75159	0.267251	0.212654	0.116959	0.102841	0.116233	0.184062	0.01814432	0.4780538
700	-269.3333	-253.5373	-15.79594	3.545348	0.04530574	-0.004764671	0.0395992	0.0970406	0.0672696	0.0348762	0.0765155	0.00160528	0.0356165	0.0666261	0.00231755	0.0851511	0.128707	0.084431	0.209289	0.0295879	0.041367	0.0372365	47.77922	0.427497	0.757857	1.08414	1.7305	0.225172	0.272236	0.120966	0.0676525	0.168338	0.145636	0.03247183	1.146732
800	-270.4743	-249.4965	-20.97779	2.470019	0.01856515	0.006505631	0.0282109	0.0544206	0.0793248	0.104937	0.015093	0.000943052	0.0359028	0.0112542	0.0931656	0.0264942	0.0611596	0.0060834	0.361712	0.111314	0.00998489	0.001996397	260.5957	0.343596	0.697202	1.07828	1.88092	0.190577	0.224171	0.12519	0.0739083	0.178133	0.208021	0.008502028	0.2348143
900	-252.803	-243.4201	-9.382989	5.328594	0.307388	0.1603715	0.0472697	0.070283	0.184233	0.039143	0.0164267	0.0142706	0.0496252	0.00171117	0.0138439	0.129013	0.0778967	0.0200314	0.323542	0.0113228	0.0013878	0.06921119	16.24697	0.515178	0.81143	1.08269	1.5907	0.202743	0.198544	0.117606	0.0699371	0.207148	0.204021	0.2295827	0.3014652
