Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-527.0887	-434.8444	-92.24428	24.31926	1.704449	0.082957	0.0682076	0.193582	0.808843	0.131118	1.0262	0.0708615	0.422287	0.0859626	0.0131977	0.240256	0.0318114	0.111512	0.0815836	0.234847	0.0192769	0.0896879	0.239687	0.00921617	0.129605	0.0520493	0.307538	0.46906	0.288286	0.427481	0.000257176	0.833466	0.0212562	0.849359	0.0554348	0.730703	0.369342	0.190402	0.16655	0.123754	0.484029	0.282432	0.158672	0.0885234	0.0594703	0.114304	0.234856	0.159762	0.046707	0.019427	0.290419	0.2102584	-0.01895016	0.105891	0.00359022	0.0473232	0.11425	0.0352692	0.00358517	0.0305085	0.0048584	0.0229926	0.0917479	0.202574	0.00479946	0.0588789	0.26931	0.00442201	0.3052526	7	30.01275	0.1253229	0.255249	0.619392	1.06047	2.06489	0.0399876	0.321653	0.0783989	0.303712	0.166173	0.0900758	0.2863025	1.066189
100	-533.1202	-442.9369	-90.18324	14.80454	2.040091	1.04226	0.206773	0.28656	0.139232	0.0661053	0.0199546	0.115841	0.0291303	0.817192	0.581788	0.0214337	0.00954996	0.271966	0.350738	0.0697439	3.68271e-05	0.218967	0.0618945	0.779286	0.184894	0.0559469	0.0988346	1.58594	0.13969	0.100843	0.216365	0.163709	0.135253	0.644106	0.767196	0.0358898	0.366368	0.0667728	0.321096	1.30415	0.0204865	0.0453706	0.0424374	0.276992	0.0062123	0.0488471	0.616903	0.131067	0.295343	0.267884	2.22851	0.2944309	-0.04402866	0.0919843	0.0847194	0.0306758	0.0393608	0.0464585	0.00798617	0.0389597	0.0134087	0.000343876	0.056141	0.24807	0.0092681	0.0413972	0.283416	0.00781068	0.5139585	7	15.71925	0.1200723	0.298014	0.65921	1.07096	1.97181	0.0318896	0.239484	0.123321	0.265199	0.196804	0.143302	0.4699298	1.093692
200	-501.741	-430.5472	-71.19381	22.76382	3.550356	0.0848898	0.0946436	0.0148705	0.0136833	0.0671589	0.0125767	0.104716	0.0313426	0.01474	0.0692183	0.0371805	0.0838816	0.447509	0.0478904	0.00899236	0.0286122	0.190863	0.00244882	0.0979809	0.0187868	0.115835	0.0930796	0.118565	0.114236	0.064009	0.0195984	0.218214	0.558388	0.00274419	0.00336321	0.168965	0.146807	0.374644	0.0210028	0.156708	0.0451764	0.0238776	0.297674	0.13357	0.0191963	0.112314	0.0395254	0.340132	0.825412	0.154069	0.0150072	0.1318619	-0.0404119	0.0790073	0.116341	0.00109993	0.0126314	0.0366222	0.00290767	0.107344	0.0247134	0.0392653	0.0393547	0.268272	0.0367676	0.0929632	0.141082	0.0016282	0.4236071	6	28.7347	0.117102	0.427815	0.758068	1.08415	1.72997	0.0464274	0.261542	0.122916	0.284626	0.149907	0.134582	0.3831952	1.10546
300	-532.954	-439.3281	-93.62586	14.13732	3.315018	0.0262826	0.0559619	0.359709	0.909284	0.236706	0.123341	0.25977	0.526434	0.00975854	1.08258	0.0584456	0.256483	0.0631235	0.466809	1.10141	0.121875	0.852375	1.09633	0.473159	0.0163438	0.241708	0.0454363	0.51691	0.822859	0.313349	0.254803	0.207367	0.039241	0.607486	0.283491	0.147159	0.157364	0.0661653	0.0279511	0.012779	2.62089	0.0103328	0.0688997	0.362148	0.0979033	0.11624	0.285587	0.0808135	0.563999	0.0603183	0.00275777	0.3199268	0.07665764	0.0822778	0.0787931	0.0824497	0.0966252	0.120416	0.00639908	0.0135401	0.000603534	0.0944315	0.0374338	0.0830395	0.057681	0.0281037	0.154348	0.0638585	0.4109873	7	17.2937	0.0973856	0.412254	0.747602	1.08368	1.75646	0.0328851	0.306682	0.114764	0.296298	0.183052	0.0663187	0.4876449	0.8428003
400	-519.5363	-445.5317	-74.00467	18.24419	2.380437	0.30185	0.139108	0.00992631	0.179346	0.0106004	0.0763483	0.42509	0.0876233	0.31669	0.176241	0.116563	0.0422146	0.0867372	0.194696	0.0618992	0.38026	0.100689	0.152605	0.0934557	0.0184326	0.227702	0.0486244	0.0396248	0.155256	0.0116656	0.41117	0.844073	0.0120764	0.378879	0.0532516	0.127594	0.0310077	0.0918406	0.14166	0.787667	0.0641607	0.5428	0.178634	0.306405	0.0574303	0.376025	0.126674	0.0369778	0.59795	0.135529	0.0263448	0.1907862	-0.02492499	0.136012	0.00719016	0.0943934	0.0263864	0.0106988	0.0155632	0.113402	0.0243022	0.039852	0.00595083	0.122408	0.047677	0.100361	0.242789	0.0130141	0.3966434	6	19.8687	0.1200389	0.33482	0.6902	1.07713	1.89785	0.0651967	0.238281	0.135356	0.2476	0.185273	0.128293	0.3717184	1.067053
500	-511.9906	-441.5716	-70.41901	20.08507	2.21488	0.0713727	0.200919	0.044033	0.0784244	0.123552	0.18523	0.13141	0.100687	0.123962	0.176117	0.083382	0.213246	0.347613	0.0830329	0.460377	0.110242	0.0854787	0.117423	0.0441794	0.0706555	0.088059	0.0123133	0.00712494	0.307548	0.0180461	0.529562	0.0233654	0.0127601	0.00949731	0.194287	0.141988	0.0118517	0.115197	0.0406924	0.628856	0.0300356	0.205353	0.680354	0.00255285	0.0415711	0.280997	0.174177	0.0639747	0.191986	0.0834802	0.0386886	0.1478329	0.1161594	0.251463	0.0351629	0.0178293	0.024306	0.0179527	0.00593226	0.0953782	0.014977	0.0069835	0.0147287	0.175584	0.026463	0.15643	0.154566	0.00224395	0.3183338	9	25.89444	0.1231342	0.317643	0.676077	1.07454	1.93174	0.0387225	0.310795	0.196838	0.163134	0.168981	0.121529	0.4344932	0.7326555
600	-518.7022	-425.5035	-93.19877	28.33249	3.516866	0.0251368	0.0451939	0.216218	0.000472783	0.0822359	0.457414	0.197919	0.0343267	0.196195	0.714339	0.747973	0.424219	0.0374126	0.135614	0.0804944	0.0894172	0.177351	0.22866	0.13268	0.0216814	0.0414296	0.267569	0.13314	0.0107525	0.185471	0.000502235	0.582778	0.322931	0.338211	0.0395368	0.135684	0.0993125	0.138243	0.103781	0.275122	0.541525	0.0449818	0.0657309	0.012144	0.179901	0.0471413	0.119893	0.086041	0.136209	0.743692	0.258614	0.2035382	0.08292283	0.0794134	0.00380692	0.0743865	0.0187077	0.0279063	0.00709241	0.0113936	0.0118141	0.0409253	0.0372821	0.381371	0.0226794	0.113168	0.169062	0.000991473	0.2433027	6	31.96628	0.07745306	0.425677	0.756649	1.0841	1.73357	0.0427936	0.297172	0.103742	0.284545	0.138205	0.133542	0.3262255	0.7458114
700	-515.3858	-429.3019	-86.08388	20.48056	4.544597	0.127928	0.0829395	0.0155168	0.0435016	0.0284065	0.124755	0.0510789	0.0188056	0.0331627	0.199923	0.723031	0.0702251	0.180077	0.070966	0.197975	0.704393	0.369921	0.0705782	0.0298325	0.0199934	0.000566731	0.244261	0.37987	0.0669982	0.106977	0.147518	0.92486	0.142621	0.0498217	0.0165506	0.377446	0.11627	0.0780717	0.147243	0.012054	0.177079	0.848648	0.246011	0.129204	0.101251	0.00940792	0.15718	0.0583872	0.0879224	0.268845	0.159028	0.1746562	0.02677667	0.0679135	0.0158621	0.0351067	0.042322	0.0305073	0.00468421	0.0282454	0.0199526	0.010304	0.0395716	0.335563	0.00225805	0.0872114	0.278516	0.00198224	0.3024191	5	25.03972	0.1032448	0.481988	0.79216	1.08399	1.64186	0.0382482	0.317347	0.0933016	0.258708	0.144433	0.147962	0.3291958	0.9186604
800	-506.7587	-429.5116	-77.24705	22.60339	4.201342	0.101961	0.0233012	0.147558	0.0307313	0.100147	0.238948	0.133619	0.143273	0.174384	0.291007	0.0595711	0.480656	0.0103683	0.238278	0.0162273	0.00828508	0.185285	0.424743	0.00256554	0.0933138	0.110057	0.330551	0.0360592	0.163424	0.400858	0.217945	0.0767511	0.0389007	0.0244819	0.188431	0.00705599	0.00794825	0.0329133	0.00372144	1.10332	0.787294	0.02096	0.0473952	0.0711164	0.111709	0.360663	0.167876	0.0142741	0.0649078	0.0177457	0.135765	0.130038	-0.1124704	0.132635	0.0192494	0.0243713	0.0689501	0.0207727	0.00496143	0.0209873	0.0184676	0.0159916	0.0201185	0.223832	0.0315692	0.146242	0.24956	0.00229148	0.4643554	4	23.06917	0.07465214	0.465092	0.781896	1.08432	1.66869	0.0332374	0.228619	0.131366	0.310302	0.171651	0.124824	0.351885	1.319622
900	-503.3806	-424.8221	-78.55849	22.21816	3.637496	0.046249	0.00216061	0.0738728	0.042584	0.0425011	0.0134522	0.205659	0.0304036	0.191729	0.249991	0.31696	0.593496	0.0751756	0.691346	0.130772	0.0347917	0.553395	0.0323809	0.00303544	0.174038	0.160922	0.215987	0.284358	0.203294	0.21604	0.0293305	0.0090536	0.141024	0.0491086	0.388195	0.471498	0.0913989	0.0984499	0.187198	0.245111	0.792875	0.0641927	0.199286	0.174072	0.0710904	0.0685529	0.0597624	0.030269	0.202822	0.025424	0.00531858	0.1554898	0.01014115	0.151561	0.038891	0.0138394	0.00374609	0.0624836	0.00667271	0.0151156	0.0066905	0.0659792	0.0390306	0.312234	0.0129542	0.125284	0.140395	0.00512274	0.2922175	4	23.80554	0.1160974	0.433267	0.76166	1.08426	1.72082	0.0292098	0.338366	0.0870698	0.288658	0.156887	0.0998099	0.3023587	0.9664599
