Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-245.5786	-234.4486	-11.12997	5.129315	0.06374414	0.01593012	0.043121	0.104618	0.0958429	0.228548	0.0628944	0.00172728	0.0265854	0.00406124	0.137237	0.0781222	0.0024881	0.00568623	0.129656	0.0220207	0.0573915	0.008814396	78.75626	0.507361	0.806994	1.08307	1.60258	0.19558	0.0881891	0.202773	0.0896146	0.34949	0.0743538	0.02474452	0.3562161
100	-248.494	-235.6746	-12.81944	3.70822	0.165756	-0.005801793	0.00841985	0.00160796	0.00506966	0.293339	0.147949	0.00139126	0.0349997	0.00490513	0.0896692	0.0640272	0.105044	0.0184446	0.169179	0.0320182	0.0239366	0.04096373	90.10922	0.437578	0.764474	1.08432	1.71363	0.124314	0.156807	0.269724	0.0347535	0.281952	0.13245	0.03516194	1.165002
200	-248.5044	-238.5547	-9.949696	2.373398	0.1791082	0.006333474	0.0785383	0.0900098	0.0223565	0.139849	0.0577751	0.0513005	0.0016759	0.00340805	0.154381	0.0213949	0.072731	0.0233263	0.238281	0.0392983	0.00567382	0.01727126	132.2422	0.334115	0.689632	1.07704	1.89922	0.132861	0.148171	0.155265	0.0668167	0.357263	0.139623	0.02360474	0.7316863
300	-252.7898	-240.158	-12.63179	1.693864	0.1589941	0.01660988	0.00416907	0.0313929	0.126214	0.227972	0.0921435	0.00337285	0.0873704	0.0493678	0.0921286	0.0592121	0.008659	0.00801315	0.0200241	0.0673621	0.122599	0.01328993	161.0079	0.253778	0.617937	1.06003	2.06825	0.133562	0.167771	0.212153	0.126056	0.224044	0.136415	0.0298998	0.444482
400	-248.3061	-239.8479	-8.458286	1.632072	0.1585038	0.01256262	0.0511125	0.148318	0.0773101	0.132657	0.00621767	0.0808525	0.0146149	0.0255748	0.182723	0.113337	0.00365494	0.0363101	0.0979449	0.0241804	0.00519277	0.04349425	53.01147	0.245023	0.609159	1.05732	2.0885	0.181596	0.0907001	0.227923	0.102414	0.281317	0.11605	0.05605687	0.7758951
500	-241.9132	-236.2241	-5.689118	2.811097	0.1791264	0.05461473	0.0570332	0.0625922	0.0438274	0.145709	0.0716368	0.00189324	0.0330922	0.00551513	0.275786	0.114897	0.0119341	0.0354466	0.0615333	0.0518562	0.0272479	0.01316355	31.45876	0.374099	0.720502	1.08141	1.82399	0.152974	0.153053	0.225268	0.0563235	0.353557	0.0588236	0.06777829	0.1942149
600	-244.1851	-234.6528	-9.532359	1.34102	0.237487	0.05529497	0.00462023	0.0579429	0.0152343	0.157732	0.11298	0.000154262	0.00381099	0.021158	0.0934992	0.162544	0.00276165	0.03164	0.314589	0.0084152	0.0129179	0.02056321	58.61566	0.199686	0.559762	1.03954	2.20101	0.148585	0.12275	0.194661	0.106543	0.289155	0.138306	0.07585818	0.2710744
700	-249.5111	-234.8444	-14.66668	3.817711	0.05732623	0.006561085	0.0402723	0.0122954	0.156485	0.257466	0.0100093	0.0205255	0.017114	0.00666966	0.158231	0.0461106	0.0584855	0.0143396	0.0537113	0.0449241	0.103361	0.001403472	166.1963	0.444059	0.76866	1.08438	1.7029	0.127665	0.140094	0.310245	0.074816	0.251664	0.0955155	0.007964557	0.1762147
800	-244.3938	-235.4245	-8.969297	2.844737	0.1902289	0.004998055	0.0633297	0.120718	0.142301	0.155361	0.0261565	0.00172542	0.00162052	0.00882561	0.102076	0.00522197	0.0693057	0.00819983	0.254574	0.0019764	0.0386082	0.06999654	62.80421	0.376882	0.722552	1.08163	1.81893	0.147243	0.140873	0.208841	0.141396	0.214574	0.147074	0.07499459	0.9333545
900	-243.2863	-231.9372	-11.34915	4.748707	0.09738449	0.01586795	0.033078	0.136538	0.0887741	0.154596	0.0672664	0.00109276	0.0676311	0.000776879	0.130737	0.0794893	0.0719625	0.00626116	0.0938202	0.0463476	0.0216294	0.03933013	74.59064	0.491294	0.797679	1.08371	1.62732	0.158886	0.161945	0.195504	0.0420627	0.335457	0.106145	0.05519808	0.7125272
1000	-245.18	-239.0428	-6.137263	2.659339	0.1550816	0.02828314	0.00051778	0.0113869	0.00917222	0.137484	0.0943818	0.00583941	0.00675661	0.00593167	0.341536	0.105278	0.135213	0.0148257	0.0290158	0.0830085	0.0196526	0.003198277	43.09963	0.361061	0.710733	1.08023	1.84798	0.192981	0.221638	0.22195	0.0305578	0.214944	0.11793	0.03148142	0.1015925
1100	-244.9122	-243.1584	-1.753775	1.220098	0.1243302	0.04783014	0.00757399	0.120883	0.0235131	0.0257367	0.0366933	0.0391839	0.010196	0.00227427	0.236512	0.105438	0.126683	0.0797521	0.0905362	0.0947393	0.000284704	0.008510886	26.39301	0.178676	0.534203	1.02867	2.25845	0.198161	0.170337	0.146213	0.0686269	0.312623	0.104039	0.05634103	0.1510602
1200	-256.0241	-235.7422	-20.28196	1.635034	0.02235878	0.004963175	0.0371034	0.0820341	0.00944211	0.115278	0.0660078	0.0158301	0.00810239	0.00405755	0.204788	0.18756	0.017731	0.00929973	0.215431	0.00492901	0.0224066	0.02309902	323.509	0.245449	0.609591	1.05746	2.0875	0.122591	0.116936	0.202077	0.0459694	0.430484	0.0819431	0.0280622	0.8231366
1300	-252.0133	-241.7977	-10.2156	1.007847	0.1536008	-0.0008549774	0.016007	0.202608	0.0970389	0.152093	0.0774893	0.00244775	0.0500269	0.00703907	0.140342	0.0853376	0.0566492	0.0187481	0.0318626	0.0607282	0.00158263	0.01704039	91.47243	0.138517	0.479098	1.00129	2.3811	0.0823202	0.22019	0.234791	0.0465604	0.27392	0.142219	0.01618541	1.052824
1400	-244.8069	-234.818	-9.988946	5.055483	0.1346624	0.03578622	0.00443876	0.00658375	0.0232983	0.15246	0.114342	0.00490631	0.023506	0.0241352	0.182167	0.0241026	0.0540148	0.0021539	0.255651	0.112413	0.0158273	0.0004481126	60.70085	0.504366	0.805278	1.0832	1.60715	0.198429	0.0814104	0.159156	0.103825	0.338335	0.118845	0.03623433	0.01236707
1500	-247.4967	-234.2023	-13.29438	2.607739	0.07926705	0.008358875	0.00141794	0.132564	0.060107	0.241885	0.0513852	0.0100832	0.00448683	0.0106722	0.210172	0.0399776	0.0395373	0.0297783	0.056367	0.0499846	0.0615824	0.003814232	213.4049	0.356439	0.707203	1.07975	1.85661	0.132279	0.159371	0.223009	0.0671684	0.310004	0.108169	0.01217311	0.3133327
1600	-249.0195	-237.7192	-11.30034	4.249419	0.1238942	0.009262002	0.00392771	0.160481	0.00593535	0.162939	0.0415319	0.0176735	0.000339804	0.0211618	0.114285	0.0856661	0.0598128	0.196182	0.0732602	0.0523283	0.00447575	0.01009625	91.85767	0.46756	0.783415	1.08429	1.66474	0.161038	0.122072	0.14535	0.115564	0.383055	0.0729209	0.01935825	0.5215475
1700	-260.0421	-238.5837	-21.45836	1.260223	0.0210701	-0.0005161668	0.0447842	0.0204936	0.0738114	0.290549	0.166704	0.000379176	0.00999688	0.00234317	0.132259	0.0499023	0.00567132	0.0121965	0.120643	0.0580304	0.0122352	0.008976814	717.3056	0.185797	0.543084	1.03258	2.23854	0.163028	0.0816778	0.261856	0.13012	0.298854	0.0644653	0.008460648	1.061008
1800	-248.2554	-239.7114	-8.544058	2.745123	0.2743725	0.05598148	0.00905077	0.000476103	0.00138051	0.273592	0.0252948	0.0106877	0.031936	0.00305102	0.088738	0.021205	0.127567	0.0326579	0.192514	0.180177	0.00167228	0.04260346	49.7372	0.36853	0.716363	1.08093	1.83418	0.0831147	0.105394	0.288299	0.106704	0.247032	0.169456	0.09858494	0.4321498
1900	-244.8919	-240.4325	-4.459335	1.545112	0.2313847	0.04621715	0.0996311	0.0951547	0.0873439	0.196709	0.0285846	0.00417827	0.10838	0.0324228	0.121741	0.0627242	0.0314511	0.0244922	0.100348	0.00302299	0.00381705	0.002997795	42.50512	0.232208	0.595897	1.05296	2.11893	0.0950992	0.154374	0.25542	0.0756097	0.326301	0.0931964	0.04921494	0.06091229
2000	-255.2173	-237.6667	-17.55054	2.108013	0.03469288	0.002080295	0.0307592	0.08419	0.0550409	0.130523	0.0184961	0.00359118	0.0193834	0.0045243	0.303058	0.168171	0.105704	0.0303795	0.0237263	0.00716351	0.015289	0.00922198	495.0099	0.305836	0.666029	1.07247	1.95566	0.210039	0.104835	0.230491	0.113587	0.241995	0.0990522	0.01130227	0.8159402
