Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-349.8109	-355.897	6.086074	10.33323	3.690515	0.111398	0.0776173	0.0313786	0.197119	0.00491427	0.0575961	0.0694788	0.00458665	0.0658641	0.00702155	0.0194788	0.00242262	0.020898	0.00256604	0.0367043	0.0049963	0.00326254	0.00441586	0.0251861	0.0287784	0.00487958	0.0419101	0.0838317	0.106393	0.00707037	0.01851	0.0116243	0.0816101	0.0246992	0.0456129	0.0200147	0.00800813	0.0166846	0.00631454	0.0613892	0.0413244	0.00963183	0.0162223	0.00108451	0.0282609	0.129109	0.0100499	0.0375242	0.0304927	0.0217672	0.0861037	0.146257	0.00344122	0.00173328	0.0604676	0.04054	0.00046469	0.0588014	0.0377359	0.156163	0.0258953	0.104638	0.0267668	0.04443	0.0490198	0.0034538	0.0370918	0.04051633	0.0318509	0.0273838	0.0911319	0.120647	0.0202021	0.0230937	0.0207879	0.0697548	0.000325246	0.101824	0.264559	0.0321855	0.000689603	0.180462	0.0323313	0.0146215	0.5741429	12	12.31799	0.1654981	0.436508	0.763778	1.08431	1.71541	0.126543	0.217301	0.11394	0.0790779	0.344412	0.118727	0.6059938	0.9474402
1	0	-343.9743	-351.0915	7.117199	12.66923	4.375415	0.00634292	0.03058	0.0229957	0.0370302	0.0478189	0.025867	0.0349096	0.0336733	0.00129989	0.00682982	0.021317	0.0634264	0.0179793	0.0248023	0.0340712	0.00311863	0.00155842	0.00853786	0.027118	0.00756	0.0616896	0.00197109	0.00209981	0.123887	0.0508995	0.000489003	0.0501183	0.00716422	0.0337899	0.0214682	0.00288587	0.0303137	0.0165917	0.0409558	0.139831	0.0167767	0.0139576	0.116315	0.0195057	0.020873	0.0656585	0.066638	0.07108	0.0724133	0.025923	0.0298275	0.0189591	0.0330285	0.012669	0.00633847	0.000796605	0.0937882	0.0199115	0.00495598	0.103259	0.00506762	0.0299554	0.00077642	0.0525181	0.130863	0.0717881	0.0662693	0.04026359	0.06037217	0.0225893	0.0384479	0.177699	0.103484	0.0871799	0.028188	0.0152934	0.00501295	0.171485	0.0990542	0.0262012	0.000783946	0.182926	0.0325852	0.00906953	0.5680299	10	14.77641	0.2199987	0.473867	0.787267	1.08418	1.65469	0.10729	0.109758	0.262236	0.134622	0.223783	0.162312	0.6284021	0.9039275
2	0	-350.0962	-335.4879	-14.60834	9.847901	2.854523	0.015845	0.0438177	0.123255	0.147167	0.0441503	0.15049	0.00676635	0.00107915	0.0016813	0.0160063	0.0109484	0.0494772	0.0278668	0.0220951	0.138961	0.0165279	0.00464614	0.100914	0.000599317	0.0434265	0.136994	0.0447066	0.00333573	0.206662	0.0271268	0.0954843	0.0783934	0.0436291	0.0200293	0.175404	0.018573	0.218907	0.0689316	0.0486392	0.0078321	0.031365	0.00534278	0.0653891	0.173065	0.00508005	0.0593687	0.0228748	0.209064	0.0206604	0.0222961	0.0762032	0.0239434	0.0682306	0.0246496	0.0172246	0.00700393	0.00847695	0.00539652	0.0120478	0.190932	0.00943835	0.00509457	0.0366736	0.0106531	0.167895	0.243122	0.204757	0.06970525	-0.04830426	0.119735	0.106174	0.0885992	0.0800742	0.0632708	0.0255916	0.00255581	0.000156859	0.225756	0.0652978	0.043385	0.000120867	0.13973	0.0344446	0.00510782	0.9922829	9	11.2699	0.1833496	0.377685	0.723141	1.0817	1.81748	0.136351	0.140131	0.268093	0.0669361	0.284788	0.103702	0.9439787	1.051171
3	0	-361.2183	-348.2569	-12.96145	7.040213	4.322502	0.00823793	0.0270186	0.165493	0.0810716	0.220973	0.0229463	0.0459483	0.0173779	0.00906204	0.0303038	0.0140766	0.0217061	0.0607402	0.00909577	0.0163123	0.00474776	0.0456708	0.000602234	0.00949205	0.00433742	0.0503868	0.0312098	0.00855423	0.0571889	0.0216067	0.0221765	0.0941318	0.0413885	0.059577	0.0189494	0.0514684	0.194623	0.100347	0.110007	0.0880392	0.077645	0.0826838	0.0314846	0.193046	0.0246396	0.616363	0.0265956	0.232011	0.0185577	0.101843	0.0503949	0.00597179	0.0173437	0.00552816	0.00841961	0.000993666	0.20042	0.00308584	0.184537	0.123535	0.071125	0.0696995	0.0522476	0.0398588	0.292293	0.178695	0.0177032	0.06965546	0.2122232	0.057132	0.0440681	0.0654832	0.068068	0.0446386	0.079731	0.00610826	0.0012077	0.206968	0.0912151	0.0590242	0.00418199	0.189871	0.0389818	0.0433215	0.4646819	9	7.701976	0.2778289	0.471247	0.785672	1.08423	1.65885	0.159923	0.143667	0.196122	0.0880571	0.27087	0.14136	0.6769051	0.6864801
4	0	-341.5397	-349.116	7.576307	8.394884	4.856692	0.0197589	0.0161148	0.0195382	0.0595739	0.0123881	0.00205179	0.027831	0.0126557	0.0363154	0.00455247	0.0261145	0.00991148	0.0151473	0.105496	0.116072	0.0246756	0.0180703	0.00514839	0.0397787	0.0376946	0.0618793	0.0545888	0.00946447	0.04111	0.19877	0.085253	0.011506	0.012234	0.0228887	0.0183561	0.0654641	0.0984222	0.000819195	0.0495581	0.0316955	0.00852702	0.00165655	0.0563382	0.114069	0.0156532	0.00583452	0.0303601	0.173147	0.113426	0.119984	0.0500273	0.0124808	0.00746803	0.0873632	0.0111221	0.0345591	0.0252946	0.0257442	0.024151	0.0194723	0.0217538	0.00355582	0.00830479	0.0529012	0.135527	0.147187	0.257033	0.05369517	0.04009571	0.0567024	0.127464	0.0713193	0.0761583	0.059164	0.043712	0.0225852	0.00991242	0.176959	0.0943806	0.0929971	0.0456105	0.099147	0.00523086	0.0186575	0.9090556	11	10.19459	0.2242547	0.496015	0.800444	1.08354	1.62	0.198919	0.116393	0.153263	0.0973262	0.33335	0.100749	0.9491513	0.9577563
5	0	-343.2301	-342.4815	-0.7485969	7.697179	5.148923	0.0136318	0.0221814	0.012212	0.0147429	0.0304445	0.0276374	0.0129007	0.025962	0.00507739	0.0186741	0.00761087	0.020777	0.0226324	0.0571521	0.0113769	0.0191734	0.0354449	0.0309428	0.0199024	0.0569034	0.148517	0.0444506	0.036537	0.428648	0.0721146	0.00665817	0.00685448	0.0261705	0.0389275	0.0320613	0.00163415	0.0849139	0.0229464	0.0340242	0.0272756	0.011933	0.0464844	0.146981	0.0521714	0.0898723	0.037916	3.72184e-05	0.081746	0.0246096	0.00197839	0.0213907	0.00803738	0.0496218	0.0282018	0.0195537	0.00806733	0.0107626	0.0805863	0.289395	0.00670199	0.0825095	0.0503711	0.0944286	0.214983	0.0275867	0.17479	0.011648	0.05342012	0.05968138	0.030457	0.143716	0.257996	0.0293788	0.0880744	0.0489004	0.0296441	0.00485537	0.0797006	0.0689331	0.0668031	0.00276838	0.0482276	0.0941956	0.00634925	0.817934	13	12.4012	0.2199432	0.508148	0.807443	1.08303	1.60138	0.140344	0.254872	0.178611	0.0711016	0.26726	0.0878113	0.8776154	0.931996
6	0	-364.0585	-356.8486	-7.209953	6.133413	4.841395	0.0334742	0.0803973	0.0999822	0.198653	0.0687448	0.0271323	0.0183604	0.0728623	0.0819924	0.0430786	0.0176481	0.0382299	0.0268098	0.00995756	0.066918	0.0641718	0.030968	0.00225994	0.0142801	0.0328617	0.0571732	0.00185479	0.0838507	0.398557	0.0724278	0.0215226	0.0691669	0.010732	0.0555891	0.00168687	0.101296	0.0235722	0.0114324	0.0112869	0.0168279	0.0382369	0.00325682	0.0841294	0.382214	0.0676927	0.0494082	0.00942722	0.170868	0.0696354	0.0498656	0.148774	0.271082	0.0108382	0.044688	0.0208887	0.12889	0.0639401	0.032745	0.18767	0.00597053	0.00166949	0.0244825	0.000652419	0.0231795	0.0877735	0.056207	0.199551	0.05668275	0.227573	0.0848837	0.0853308	0.13188	0.0622708	0.169367	0.00964664	0.0107498	0.00720103	0.0621957	0.134661	0.0593314	0.0292327	0.0804599	0.0410478	0.0317417	0.6082702	10	6.445448	0.3897389	0.495354	0.800058	1.08357	1.62102	0.113407	0.230492	0.192032	0.0689938	0.304342	0.090733	0.8358432	0.7277324
7	0	-364.3498	-349.1785	-15.17135	8.314466	3.147782	0.00638567	0.166369	0.176661	0.299522	0.0450767	0.0591641	0.00227428	0.00234787	0.0388926	0.11263	0.00318857	0.0780365	0.0617483	0.00592162	0.0217263	0.0151626	0.059143	0.00253282	0.0810493	0.00135699	0.206889	0.0804984	0.0513316	0.2375	0.0169086	0.00916015	0.0216709	0.0109071	0.0166893	0.128833	0.00292634	0.0548535	0.0728182	0.239069	0.0314641	0.0220439	0.0216808	0.012546	0.129287	0.050558	0.0306836	0.121221	0.359595	0.0308115	0.0126902	0.0563582	0.0110739	0.0630185	0.0394829	0.129642	0.0144351	0.0114822	0.0109836	0.110101	0.137806	0.0297666	0.0601394	0.0975477	0.0157276	0.0464249	0.155177	0.187473	0.07287133	0.06338613	0.0763727	0.0934424	0.0496733	0.0458285	0.103141	0.0320926	0.0134006	0.00424056	0.0956324	0.0468283	0.0701613	0.023793	0.304748	0.0281701	0.0124749	0.6488953	15	13.34282	0.2880537	0.400381	0.739395	1.08315	1.77707	0.131992	0.125962	0.251004	0.099544	0.274567	0.116931	0.7122814	0.9110097
8	0	-339.7129	-351.2986	11.58572	8.828876	3.462654	0.0447124	0.0332635	0.0629067	0.095174	0.0144929	0.0364421	0.00291844	0.0721188	0.00254147	0.0307862	0.00996804	0.00498055	0.0261125	0.127458	0.0152831	0.0302817	0.0250318	0.073923	0.00646582	0.0204164	0.0169578	0.0490759	0.0526755	0.0799859	0.0411608	0.041499	0.0013535	0.0235713	0.0574625	0.0336071	0.0550895	0.0446467	0.00245814	0.0155577	0.0593472	0.0458776	0.0225329	0.0110744	0.0308845	0.070701	0.0245442	0.0476317	0.0992199	0.0583595	0.0487175	0.0174104	0.10365	0.0114089	0.0247115	0.0610883	0.104752	0.00499006	0.0215966	0.0380343	0.00845481	0.000821483	0.0955228	0.208006	0.070623	0.0180561	0.154997	0.0507054	0.04222821	0.08345681	0.132901	0.165202	0.0793641	0.10087	0.0970163	0.0269194	0.00668255	0.0373021	0.0454093	0.0638159	0.0665219	0.00154407	0.0807896	0.0243045	0.0713567	0.7227519	13	8.842029	0.2638524	0.422163	0.754304	1.08401	1.73952	0.121277	0.156445	0.223063	0.0764947	0.297645	0.125076	0.8062087	0.8964824
9	0	-357.5687	-343.1628	-14.4059	10.61093	4.273234	0.00560374	0.0109492	0.000326202	0.0843128	0.134347	0.0353671	0.0064749	0.00288855	0.00931059	0.0945402	0.00560839	0.00195769	0.0187392	0.0215523	0.0993999	0.00529299	0.132809	0.00991352	0.00793786	0.0094212	0.115226	0.00947236	0.0125345	0.48647	0.213295	0.0601008	0.11394	0.0436088	0.033223	0.00159447	0.107605	0.011393	0.215242	0.0388509	0.00116791	0.018167	0.0474777	0.0510414	0.0139843	0.0510022	0.0550947	0.00717763	0.15902	0.0851524	0.119561	0.0805767	0.0694836	0.00261724	0.00801248	0.134331	0.0123627	0.025562	0.340039	0.0389727	0.00653063	0.162739	0.0413393	0.0186789	0.0241059	0.450583	0.142145	0.0392057	0.06425611	-0.04256157	0.0480906	0.105832	0.188533	0.0289093	0.124891	0.049914	0.0100696	0.00227687	0.130443	0.107808	0.0609885	0.0102398	0.0994907	0.00187477	0.0306391	0.8526553	13	12.25282	0.280744	0.46877	0.784158	1.08427	1.6628	0.159003	0.115396	0.252392	0.0992104	0.319032	0.0549669	0.8100938	1.052539
