Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
433	0	-219.8893	-231.2338	11.34454	1.229597	0.0671703	0.014313	0.0158705	0.0562612	0.0295946	0.0565381	0.0252801	0.00108355	0.0556352	0.0390386	0.113823	0.00658051	0.141871	0.021845	0.05781599	0.007884623	0.00259738	0.0487968	0.152303	0.144987	0.00550919	0.000725098	0.00521682	0.00461564	0.199382	0.184881	0.098588	0.0034567	0.123631	0.0225694	0.0027418	0.0003836288	442.1612	0.180375	0.536344	1.02962	2.25366	0.204089	0.203485	0.213585	0.021325	0.279091	0.078425	0.008268251	0.04639781
434	0	-215.5037	-235.6776	20.17383	2.169014	0.0545161	0.0164527	0.00456336	0.00865953	0.0122127	0.0022361	0.0272247	0.0282679	0.00305561	0.0122082	0.0415721	0.0663119	0.0118283	0.0146566	0.03194869	0.002558683	0.00868937	0.0285819	0.0678266	0.0979863	0.0509888	0.00816368	0.000529724	0.00818341	0.297834	0.0675468	0.0159661	0.0222539	0.255704	0.0173733	0.0523717	0.001765746	468.3451	0.312648	0.671862	1.0737	1.94179	0.131493	0.153195	0.293917	0.0435798	0.308655	0.0691603	0.004324429	0.4083189
435	0	-234.4687	-232.6842	-1.784554	1.597177	0.0149612	0.0714144	0.346213	0.409573	0.046347	0.0188138	0.417329	0.141193	0.575311	0.0877437	0.265585	0.175663	0.772855	0.117342	0.1638805	0.02895072	0.00443325	0.0370313	0.162699	0.17141	0.0717206	0.0092663	0.0275116	0.0101397	0.226653	0.00301891	0.0290828	0.0100669	0.153663	0.0388762	0.0444276	0.01189762	40.93086	0.239951	0.603971	1.05565	2.10042	0.132389	0.198988	0.254723	0.0455213	0.271728	0.09665	0.04084834	0.2912633
436	0	-236.6372	-233.8239	-2.813374	4.219163	0.151288	0.0578561	0.503089	0.534165	0.600007	0.0828531	0.0693295	0.354741	0.202008	0.0533612	0.0660107	0.102983	0.414311	0.0846318	0.2616261	0.03478156	0.0180988	0.0399974	0.0422219	0.232481	0.131694	0.00628951	0.0221927	0.0120709	0.381178	0.00449322	0.00786289	0.0296853	0.056994	0.000708909	0.0140315	0.007468707	45.36988	0.466011	0.782463	1.08431	1.66722	0.153941	0.112678	0.305178	0.0480878	0.25657	0.123546	0.04225026	0.176773
437	0	-233.5563	-237.7101	4.153773	3.084856	0.0975797	0.0906391	0.182144	0.282812	0.0212449	0.00571045	0.024402	0.315706	0.284807	0.0230875	0.0552814	0.0354897	0.0637948	0.00774693	0.1183967	0.007683428	0.0128675	0.00804523	0.145416	0.145519	0.00467025	0.00344164	0.0178685	0.00309527	0.166952	0.0802647	0.0821758	0.0295935	0.0605834	0.0552687	0.184239	0.003609268	159.6183	0.395722	0.736121	1.0829	1.78525	0.11241	0.247535	0.25363	0.053249	0.265882	0.0672947	0.0112927	0.3196108
438	0	-238.6458	-234.2219	-4.423939	5.576422	0.0753323	0.562726	0.158482	0.259701	0.188603	0.0368962	0.00966434	0.0382107	0.0752971	0.0163123	0.251324	0.298993	0.00344353	0.303184	0.2972355	0.01021065	0.0507637	0.0169055	0.10435	0.134227	0.150531	0.0151529	0.0163152	0.00337648	0.10821	0.15935	0.00809642	0.0191952	0.0748125	0.0678491	0.0708651	0.003096792	73.11189	0.524389	0.81658	1.08218	1.57685	0.155923	0.123184	0.252077	0.0794868	0.296755	0.092574	0.01330744	0.2327114
439	0	-233.3629	-233.0046	-0.358325	1.35148	0.0570385	0.166786	0.0316244	0.195036	0.137943	0.101338	0.334781	0.0578417	0.150622	0.0663064	0.058958	0.232503	0.181909	0.193748	0.0918606	0.03334437	0.00735582	0.0109987	0.0693372	0.187724	0.0224277	0.00207343	0.17668	0.0217815	0.190345	0.0952207	0.0236572	0.000757793	0.112632	0.000359087	0.0786495	0.01499614	94.3192	0.201441	0.561812	1.04036	2.19638	0.17379	0.112488	0.234793	0.0414206	0.338953	0.0985555	0.0483405	0.3102189
440	0	-225.8492	-238.6013	12.75207	1.084552	0.067654	0.0527751	0.0118859	0.0077696	0.00201545	0.0366769	0.0138436	0.0210989	0.0246796	0.0722348	0.0492447	0.0519287	0.108288	0.0233372	0.03950617	0.002523181	0.0314544	0.00380397	0.00528316	0.281944	0.00606111	0.0780322	0.0494998	0.0297185	0.266226	0.0144467	0.0174899	0.0334209	0.0743018	0.0440783	0.0642392	0.008846954	400.9298	0.153509	0.50077	1.01271	2.33301	0.180113	0.117792	0.284774	0.0657853	0.257932	0.0936026	0.01137014	0.778087
441	0	-228.7525	-232.1295	3.377009	2.717217	0.047646	0.0468635	0.0538138	0.100023	0.196883	0.00282875	0.149285	0.195598	0.355774	0.114832	0.0369341	0.563096	0.013237	0.418551	0.1711415	0.02399501	0.0172509	0.0174738	0.0253215	0.0775408	0.0554147	0.00911381	0.0190054	0.000743116	0.470612	0.0558172	0.0530651	0.00528335	0.172795	0.0120473	0.00851555	0.004310075	53.83423	0.366129	0.714563	1.08071	1.8386	0.134546	0.164891	0.193362	0.0664188	0.358548	0.0822338	0.02830509	0.1522721
442	0	-229.8574	-234.5542	4.696774	2.402488	0.0359754	0.075677	0.0290888	0.0648927	0.111641	0.199142	0.137223	0.0190184	0.0981788	0.486477	0.0758112	0.103459	0.442136	0.348863	0.1680309	0.04111533	0.0277407	0.18884	0.112823	0.256132	0.0273691	0.00740468	0.0909345	0.00452394	0.0865716	0.0684146	0.0692507	0.0190498	0.0223114	0.00173336	0.0169008	0.0002599145	50.11824	0.337012	0.691963	1.07743	1.89359	0.136582	0.121104	0.177833	0.108854	0.299793	0.155834	0.04137525	0.006281883
443	0	-228.1931	-232.9592	4.766077	7.149934	0.0326949	0.0668962	0.00442299	0.000248959	0.048792	0.112286	0.0349229	0.0344709	0.117729	0.0718864	0.0478879	0.0189859	0.161652	0.0138174	0.03607764	-0.004806616	0.0335631	0.0127503	0.100185	0.176964	0.0578524	0.0101329	0.0139125	0.00865837	0.149739	0.0677731	0.0405368	0.0180033	0.231443	0.00756881	0.0709176	0.01683807	172.6597	0.572543	0.842211	1.0786	1.50664	0.189796	0.107874	0.260606	0.0923543	0.273981	0.075389	0.01203145	1.399504
444	0	-225.1112	-234.4966	9.385396	2.799477	0.0174774	0.011757	0.00530662	0.155761	0.0635451	0.265571	0.0415112	0.0611515	0.163333	0.0773048	0.31611	0.084161	0.198877	0.0304912	0.08165127	0.02692923	0.0344433	0.0268262	0.0213223	0.409619	0.0641657	0.0146311	0.00901705	0.00686812	0.127506	0.0575773	0.0754538	0.00268544	0.0725513	0.0258151	0.0515188	0.01088731	48.19398	0.373129	0.719784	1.08133	1.82576	0.110109	0.216387	0.231384	0.069864	0.22975	0.142507	0.03781654	0.2878981
445	0	-212.1949	-231.919	19.72416	3.62437	0.0276884	0.00293562	0.000377586	0.00516716	0.0281051	0.0256156	0.0889162	0.00431756	0.028014	0.0849823	0.00265449	0.0277338	0.0639845	0.00244531	0.032793	0.005344605	0.0284753	0.106878	0.00943373	0.15336	0.0929895	0.0111152	0.0312498	0.000431879	0.105277	0.110846	0.0273696	0.0306392	0.118951	0.0788378	0.094145	0.003697387	203.8245	0.432456	0.761128	1.08424	1.72217	0.165982	0.176294	0.222389	0.049665	0.313742	0.0719273	0.009041992	0.4089128
446	0	-232.8733	-238.8834	6.01006	1.98838	0.0299764	0.00514	0.324392	0.0442773	0.0636435	0.134312	0.0355413	0.125733	0.0443871	0.107721	0.078129	0.195362	0.0282974	0.196411	0.07858862	0.00219416	0.0162892	0.0447025	0.0562771	0.121836	0.0341785	0.018943	0.00704858	0.008379	0.163989	0.00749854	0.166358	0.0391429	0.27614	0.0243898	0.0148275	0.03195872	92.83265	0.291884	0.653772	1.0697	1.98465	0.172082	0.27182	0.203297	0.0570858	0.229261	0.0664536	0.03415288	0.9357548
447	0	-229.6576	-231.9632	2.305614	0.9495286	0.0784283	0.0117516	0.0698104	0.0846398	0.120411	0.0172303	0.0819112	0.0183357	0.135365	0.0376393	0.0198402	0.126757	0.0287179	0.165072	0.1056919	0.0002327033	0.0044953	0.0190713	0.0634627	0.311493	0.0232621	0.000855453	0.0648637	0.00110452	0.225778	0.123066	0.0195965	0.038145	0.0566922	0.0395256	0.00858743	0.00229306	607.8229	0.126777	0.461037	0.991106	2.42108	0.146252	0.13062	0.224859	0.0599239	0.308599	0.129745	0.002525763	0.9078681
448	0	-226.3145	-233.2484	6.933892	3.804139	0.0220088	0.0513696	0.0697661	0.0312501	0.0313721	0.00787449	0.085189	0.0407726	0.0196647	0.0190079	0.00195081	0.0572719	0.152119	0.0203914	0.04419451	0.004030667	0.00608828	0.0696363	0.169774	0.180109	0.00379521	0.00695231	0.0461362	0.00589113	0.151026	0.0609035	0.0247014	0.00994549	0.074214	0.0677852	0.123042	0.002874989	741.8336	0.443268	0.768152	1.08438	1.7042	0.121615	0.184275	0.228417	0.0457102	0.33703	0.0829532	0.006905656	0.4163238
449	0	-237.8227	-230.6657	-7.156994	3.60279	0.16774	0.24255	0.217518	0.385326	0.263292	0.217297	0.0410533	0.0729673	0.0909432	0.134093	0.273076	0.0797704	0.61455	1.59303	0.5364457	0.0304475	0.00681473	0.0480721	0.0166625	0.279003	0.0287782	0.00725682	0.0256803	0.00332702	0.121734	0.101109	0.095199	0.00515236	0.0529259	0.17526	0.0330253	0.02804219	20.95318	0.431115	0.760247	1.08422	1.72442	0.138749	0.211093	0.204737	0.0440084	0.292608	0.108805	0.05848969	0.4794382
450	0	-242.048	-240.4692	-1.578817	2.415555	0.464431	0.439248	0.00335048	0.245817	0.204889	0.0437498	0.051554	0.246978	0.0421929	0.343464	0.0326348	0.00658341	0.112266	0.349883	0.1877409	0.007020148	0.0526771	0.102577	0.173812	0.0718405	0.0152859	0.00277202	0.0768621	0.00473656	0.236532	0.0122456	0.0256172	0.00886135	0.0737192	0.0107942	0.131667	0.009511594	83.78768	0.338302	0.692995	1.0776	1.8911	0.148189	0.18652	0.237183	0.0631725	0.278112	0.086824	0.01653174	0.5753534
451	0	-226.2377	-236.3326	10.0949	2.096589	0.00882577	0.00362641	0.0116637	0.0866433	0.029345	0.0220647	0.0678285	0.0482693	0.0738769	0.041289	0.107622	0.102042	0.133311	0.013215	0.1125674	0.0114691	0.00641065	0.134459	0.014642	0.330918	0.0116966	0.0143551	0.0435736	0.0218462	0.16822	0.124735	0.0031602	0.000985067	0.0660976	0.058569	0.000332579	0.003925518	138.2203	0.304538	0.664907	1.07223	1.95833	0.112467	0.140238	0.239167	0.0645583	0.327031	0.11654	0.01539462	0.2549928
452	0	-247.4635	-234.8672	-12.59625	1.817609	1.75793	0.441383	0.166902	0.694951	0.239482	0.228845	0.166047	0.157817	0.0372115	0.512976	0.0949331	1.09237	1.40508	0.297661	0.4321614	0.02214475	0.0147619	0.0100923	0.0166893	0.129348	0.0251322	0.00685903	0.0381417	0.000820894	0.310299	0.0247168	0.0358191	0.0698786	0.175729	0.128985	0.0127277	0.01544996	37.92956	0.270486	0.634103	1.06468	2.03074	0.198302	0.0990652	0.180131	0.0649476	0.379335	0.078219	0.03759471	0.4109611
453	0	-239.8498	-232.941	-6.908785	7.362233	0.072278	0.0686603	0.352668	0.473942	0.0590787	0.0178789	0.319931	0.00281843	0.0681533	0.28053	0.371193	0.665741	0.849917	0.00548451	0.1644069	0.03483543	0.0230731	0.084069	0.128703	0.0918983	0.00216874	0.018684	0.00834826	0.0130566	0.12795	0.0848551	0.121402	0.000720918	0.20332	0.0542888	0.0374621	0.009835739	50.80693	0.577961	0.844966	1.07811	1.49896	0.172189	0.143313	0.207382	0.0531547	0.306094	0.117868	0.04467117	0.2201809
454	0	-255.6251	-238.743	-16.88218	2.092625	0.631036	0.153897	0.733435	0.130255	0.184866	0.271106	0.112492	2.17459	0.541514	0.328336	0.000805423	0.817045	0.217836	0.158732	0.2731397	0.009306422	0.00704722	0.0487517	0.0783294	0.309628	0.091517	0.00182304	0.0080779	0.0139493	0.161471	0.0225292	0.0173328	0.0259215	0.108155	0.0752678	0.0301986	0.006717276	91.6396	0.304086	0.664515	1.07214	1.95926	0.175201	0.0928101	0.232897	0.0484054	0.354575	0.0961115	0.0160237	0.4192089
455	0	-220.4665	-233.6494	13.18296	2.939234	0.0445196	0.12026	0.0281982	0.0123829	0.075469	0.000405192	0.0674056	0.0730032	0.00718158	0.0831797	0.0156137	0.118973	0.0629061	0.057049	0.06634	0.01252247	0.0181534	0.0629253	0.0298244	0.226246	0.0976471	0.0261262	0.0161496	6.84614e-05	0.262491	0.0255243	0.0215203	0.0494592	0.0575153	0.0934533	0.0128964	0.00744293	152.6927	0.384506	0.728107	1.0822	1.80519	0.155005	0.0797632	0.314813	0.0884256	0.293316	0.0686761	0.0199654	0.3727915
456	0	-238.9324	-229.5037	-9.428698	2.697306	1.11465	0.0350682	0.828508	0.364973	0.108528	0.354596	0.0276997	0.0126064	0.353285	0.076632	0.636984	0.484754	1.37712	0.0140864	0.3403858	0.01935236	0.0203389	0.0434708	0.364934	0.249254	0.00434329	0.00102234	0.0176305	0.00211802	0.145079	0.0124592	0.0793819	0.0104827	0.0157305	0.000911202	0.0328431	0.0288892	30.77781	0.364399	0.71326	1.08055	1.84179	0.165404	0.172658	0.182136	0.105252	0.269435	0.105115	0.04824157	0.5988446
457	0	-218.5986	-235.6737	17.07511	1.203079	0.043633	0.0106295	0.0454301	0.0406	0.0112081	0.0122149	0.0337138	0.0275712	0.109708	0.0963898	0.020505	0.0156625	0.00219859	0.026243	0.03236952	0.007529245	0.0543756	0.0780376	0.157956	0.0932202	0.0217572	0.0137712	0.00871531	0.023355	0.193971	0.122315	0.0236977	0.00434391	0.15654	0.0355769	0.0123671	0.00165437	323.5899	0.175611	0.530306	1.02691	2.26717	0.093938	0.141939	0.252176	0.0688854	0.328196	0.114865	0.009183615	0.1801436
458	0	-237.2773	-238.4913	1.213974	1.164672	0.290543	0.13984	0.12007	0.343447	0.0233977	0.0179795	0.156743	0.150665	0.182596	0.0084127	0.11418	0.28862	0.0204313	0.00768324	0.1158237	0.01302066	0.0181049	0.0136094	0.00313677	0.244223	0.0252743	0.00620327	0.0449941	0.00805207	0.277207	0.0733313	0.0441012	0.0202093	0.142039	0.0603287	0.0191857	0.009099876	185.1614	0.168593	0.52121	1.0227	2.28749	0.135271	0.20611	0.161113	0.0640913	0.312236	0.121178	0.02212053	0.4113769
459	0	-244.2829	-248.3535	4.070636	1.015816	0.0148011	0.0124025	0.0337907	0.166807	0.0174323	0.080776	0.0661522	0.803189	0.132855	0.15893	0.21281	0.0782798	0.0453155	0.117668	0.1158735	0.0111702	0.0158164	0.18974	0.0692796	0.160827	0.00668609	0.00158712	0.117977	0.00390926	0.15405	0.0233397	0.00597625	0.0190282	0.0810898	0.0310418	0.119651	0.0111275	117.585	0.140099	0.481455	1.00257	2.37587	0.15318	0.260183	0.127644	0.0403627	0.342983	0.0756477	0.0222977	0.4990424
460	0	-215.3122	-230.6218	15.30953	2.034563	0.073853	0.0829338	0.0187477	0.0257737	0.0264275	0.0333938	0.00756168	0.00270575	0.0124416	0.0257166	0.0647829	0.023003	0.0197407	0.0463585	0.03209118	0.00951799	0.00176092	0.0959768	0.0379273	0.188952	0.0119289	0.0160793	0.0170392	0.00286384	0.112484	0.0140947	0.225077	0.00790332	0.170704	0.0750101	0.0221979	0.006628017	391.8838	0.297366	0.658639	1.07083	1.97316	0.158783	0.209567	0.186233	0.0507934	0.309505	0.0851185	0.01614601	0.410505
461	0	-224.3233	-226.7167	2.393392	2.009919	0.0816955	0.185663	0.0414982	0.0536974	0.120623	0.0216549	0.187683	0.157118	0.223735	0.0932087	0.117515	0.302318	0.354258	0.157334	0.1626854	0.01889507	0.0124865	0.0251564	0.203821	0.0624225	0.0403576	0.00511018	0.00162611	0.00330539	0.192526	0.0943827	0.00273532	0.00927822	0.133056	0.196847	0.0168895	0.01590394	88.4594	0.294456	0.656064	1.07024	1.97924	0.137896	0.137949	0.266646	0.0559719	0.327904	0.0736327	0.03479901	0.4570228
462	0	-216.7676	-230.7175	13.94996	3.117897	0.0350837	0.0206833	0.00883359	0.0432827	0.015486	0.0161018	0.0202027	0.0213888	0.0381894	0.100365	0.031859	0.0334407	0.00601527	0.0556675	0.0256938	0.003663393	0.0181074	0.120043	0.013556	0.234365	0.0111484	0.0143735	0.00783353	0.0186216	0.166009	0.085925	0.00901941	0.00693537	0.217545	0.0173338	0.0591841	0.008451036	471.4671	0.398182	0.737854	1.08304	1.78093	0.183664	0.121057	0.262985	0.0851118	0.238287	0.108895	0.01211443	0.6976008
463	0	-232.2711	-232.6814	0.4103511	1.816959	0.0386427	0.0681555	0.20974	0.192065	0.309078	0.0402781	0.0907165	0.0164939	0.107137	0.0832452	0.328283	0.0177491	0.155705	0.200111	0.1726379	0.00416764	0.0119661	0.0237831	0.00247251	0.24279	0.173307	0.00214556	0.00247374	0.00401572	0.134288	0.0381975	0.0693732	0.0059281	0.158556	0.130069	0.000633782	0.00262895	151.2448	0.270401	0.634022	1.06465	2.03092	0.152228	0.0951132	0.210956	0.0750804	0.331918	0.134705	0.00679659	0.3868042
464	0	-242.5028	-237.7022	-4.800622	1.327651	0.196871	0.023449	0.189322	0.442266	0.0273916	0.363117	0.14101	0.0666418	0.56877	0.631075	0.215638	0.0332967	0.232734	0.943918	0.2060131	0.03564246	0.00696127	0.010612	0.0266853	0.255027	0.012783	0.00144889	0.017943	0.030081	0.223066	0.0402353	0.087441	0.0549682	0.0652354	0.135938	0.0315746	0.007093051	42.75134	0.197429	0.557106	1.03846	2.207	0.170328	0.130668	0.183834	0.141741	0.263634	0.109796	0.04273551	0.1659756
465	0	-248.3225	-239.3952	-8.927358	1.421421	0.05722	0.0797917	0.0224761	0.554914	0.446938	0.279581	0.145727	0.527423	0.0956799	0.47974	0.0652234	0.250886	0.0372517	1.19751	0.3407644	-0.0005107206	0.0225412	0.0526074	0.158858	0.258757	0.0867556	0.00897775	0.0333269	0.000184713	0.128152	0.064076	0.0416917	0.0440186	0.0680229	0.0146768	0.0173535	0.02700872	81.7193	0.212925	0.574932	1.04545	2.16669	0.179439	0.133909	0.289195	0.0288212	0.2642	0.104437	0.026498	1.019274
466	0	-215.7779	-230.1813	14.40337	3.575513	0.0195367	0.0286812	0.0268784	0.00126469	0.0917833	0.0066721	0.0131558	0.00395002	0.0162088	0.0497164	0.0225071	0.0574556	0.0618334	0.028093	0.05845706	0.01100074	0.00984713	0.162285	0.104074	0.0730199	0.0360979	0.000621304	0.0428813	0.00147176	0.126147	0.0175659	0.0481959	0.01535	0.232997	0.111374	0.018072	0.0006429052	281.2806	0.429405	0.75912	1.08419	1.72729	0.115211	0.160668	0.233501	0.0550189	0.310983	0.124618	0.01164365	0.05521509
467	0	-225.9444	-227.4908	1.546316	6.211816	0.0884857	0.00596998	0.027092	0.0248207	0.0135482	0.0608376	0.202088	0.151375	0.056502	0.123473	0.0510609	0.293365	0.0709564	0.0889675	0.07254642	-0.004372301	0.00945127	0.0937306	0.0733038	0.166318	0.0408472	0.000535197	0.00804997	0.000335615	0.205561	0.0662535	0.00277807	0.00414304	0.244922	0.0476757	0.0360955	0.04127428	125.3376	0.545758	0.828215	1.08078	1.54525	0.14215	0.116328	0.24451	0.119667	0.259131	0.118214	0.03690198	1.118484
468	0	-229.3452	-228.4013	-0.9438803	4.309719	0.0804941	0.00793243	0.067438	0.284207	0.0625579	0.0370803	0.149177	0.0187691	0.493915	0.0793207	0.277833	0.074638	0.00547345	0.500818	0.1768307	0.01847107	0.00803942	0.0955093	0.152993	0.337264	0.00218504	0.00596275	0.0323163	0.0138337	0.0857882	0.00705688	0.0203837	0.0113243	0.11628	0.0885868	0.0224757	0.0264573	68.22312	0.470607	0.785282	1.08424	1.65987	0.112211	0.182139	0.214333	0.0898268	0.311715	0.0897758	0.04492837	0.5888774
469	0	-227.2725	-239.4574	12.1849	1.455627	0.0402972	0.0096579	0.0335104	0.0527733	0.00820577	0.0729946	0.0813528	0.0479403	0.159668	0.128152	0.147565	0.0327964	0.0578212	0.158166	0.05399157	0.01782343	0.011772	0.124197	0.265	0.0428993	0.0976911	0.0266075	0.0155921	0.00548876	0.0429377	0.0516511	0.123726	0.00827734	0.0872132	0.0728966	0.0240503	0.002811467	96.45653	0.218386	0.581	1.04771	2.15291	0.147691	0.136514	0.232497	0.0413108	0.343283	0.0987035	0.0206349	0.1362481
470	0	-229.5691	-231.7382	2.169132	6.111772	0.00999561	0.347624	0.103994	0.186913	0.0212686	0.0214323	0.104798	0.253676	0.0196127	0.495425	0.0933157	0.070671	0.0254082	0.0416512	0.1418958	0.01011655	0.038518	0.0739394	0.0919845	0.134545	0.161276	0.00904393	0.0138421	0.000717474	0.268482	0.00253124	0.0421342	0.00370411	0.119462	0.0379678	0.00185203	0.008028403	69.04356	0.542588	0.826516	1.08101	1.54989	0.108088	0.178157	0.216327	0.0655918	0.313971	0.117865	0.01814495	0.4424593
471	0	-227.4164	-231.9257	4.509287	1.753105	0.0859014	0.0885135	0.0527834	0.0453034	0.0414181	0.0248443	0.0583876	0.0380525	0.132145	0.171209	0.269677	0.262489	0.106945	0.136749	0.1706976	0.0103697	0.00918904	0.158657	0.028882	0.216299	0.064927	0.00420661	0.0308307	0.00576301	0.213069	0.0674639	0.0192518	0.0317281	0.110042	0.0391306	0.000559713	0.001651448	147.4478	0.26191	0.625898	1.06238	2.04981	0.170847	0.267251	0.173991	0.0433357	0.261101	0.0834744	0.01202115	0.1373785
472	0	-215.7206	-230.4781	14.7575	3.013738	0.0281485	0.00685988	0.049225	0.00667346	0.069075	0.0194034	0.0301669	0.0567684	0.0163023	0.0811732	0.0563075	0.0657026	0.0344141	0.191837	0.04309104	0.00923897	0.0535535	0.0964213	0.0617481	0.13355	0.00701769	0.0172671	0.00659554	0.00707599	0.422264	0.00121374	0.014712	0.0119118	0.0945153	0.0428452	0.0293088	0.0005386575	181.3866	0.390322	0.732286	1.08258	1.79481	0.151248	0.158245	0.22656	0.0788486	0.260185	0.124914	0.009777627	0.05509082
473	0	-235.5803	-239.2448	3.664485	1.225595	0.000165761	0.0286685	0.0321178	0.0176755	0.0701474	0.0651918	0.0449779	0.161207	0.135368	0.30458	0.0085885	0.112242	0.124168	0.102345	0.08002844	0.005096714	0.0437627	0.0050483	0.00351153	0.212103	0.0395449	0.000966636	0.0846609	0.0188813	0.153069	0.144763	0.0123947	0.000297766	0.167233	0.0223126	0.091452	0.005041327	303.8456	0.179661	0.535445	1.02922	2.25567	0.154209	0.122323	0.248441	0.0626663	0.275283	0.137077	0.01013804	0.4972683
474	0	-243.1387	-240.6564	-2.482333	3.303261	0.0426707	0.0462463	0.0935032	0.498054	0.127098	0.0274921	0.075636	0.491525	0.148963	0.115947	0.221129	0.103363	0.141943	0.0573191	0.1341333	-0.03304076	0.024587	0.0171969	0.0883004	0.282126	0.0526742	0.0084953	0.0320803	0.00490771	0.144499	0.0563104	0.0343363	0.0401913	0.103967	0.069418	0.0409097	0.08032438	73.92358	0.411442	0.747047	1.08365	1.75786	0.163195	0.0728354	0.19762	0.110746	0.30925	0.146354	0.04728362	1.698778
475	0	-229.3715	-233.0606	3.689147	2.23586	0.0386388	0.191202	0.0116989	0.0595871	0.149598	0.100745	0.00729174	0.121885	0.0547445	0.367946	0.251481	0.00312921	0.0710247	0.211572	0.09582136	0.01001302	0.0190594	0.0873044	0.0944458	0.118524	0.0127401	0.0040983	0.0469825	0.0139394	0.191563	0.00815836	0.108918	0.0278457	0.195377	0.0600944	0.0109497	0.006872057	198.9678	0.319892	0.677959	1.07491	1.92724	0.200551	0.0963889	0.229758	0.0743863	0.320032	0.0788844	0.01688508	0.40699
476	0	-240.7403	-236.548	-4.192312	5.371018	0.380694	0.339279	0.0454237	0.234428	0.256263	0.142116	0.0601393	0.0378	0.0401987	0.0401989	0.200438	0.119497	0.48922	0.0806539	0.1393864	0.01587623	0.0012354	0.0588846	0.118564	0.257438	0.0242232	0.00259813	0.029647	0.0082788	0.151599	0.0402279	0.0909263	0.00538451	0.147083	0.0549834	0.00892588	0.001599587	79.98701	0.516794	0.81234	1.0826	1.58826	0.174364	0.0801057	0.226192	0.0629683	0.337588	0.118781	0.01747582	0.09153144
477	0	-219.4963	-231.729	12.23276	3.923366	0.0473242	0.00788933	0.0105428	0.012855	0.0407417	0.018275	0.00148718	0.00117429	0.00582112	0.00983643	0.0134189	0.032944	0.0356659	0.0344591	0.05462326	0.001195979	0.0070796	0.138878	0.0692029	0.291238	0.00283411	0.00603687	0.00722988	0.00120751	0.112405	0.0347745	0.0809226	0.00587848	0.126573	0.0403655	0.0753745	0.001390115	885.2403	0.450102	0.772517	1.08441	1.69298	0.135324	0.258822	0.140518	0.079782	0.281688	0.103866	0.002586094	0.5375345
478	0	-227.1842	-231.8736	4.689358	2.389797	0.0204608	0.006459	0.0851987	0.0534806	0.142171	0.0646475	0.00705581	0.200046	0.0192512	0.00971405	0.153538	0.00693295	0.122314	0.0695359	0.1314131	0.007991231	0.0125886	0.108816	0.100227	0.22392	0.0110418	0.00148805	0.00378065	0.0137192	0.233728	0.0309149	0.0313248	0.00353085	0.163553	0.0364743	0.0248928	0.002710833	331.7163	0.335753	0.690952	1.07726	1.89603	0.155364	0.131916	0.350992	0.0337022	0.240479	0.0875477	0.01070206	0.2533
479	0	-224.2289	-230.2079	5.979078	3.341836	0.01433	0.0456873	0.00285583	0.0971633	0.00600304	0.0112025	0.262773	0.00853376	0.0523887	0.29567	0.0959586	0.0460382	0.321911	0.0305495	0.09489438	0.007297397	0.00777482	0.187069	0.0877322	0.218448	0.00981543	0.000572648	0.0271512	0.000501921	0.120319	0.0722022	0.10786	0.00571475	0.0790023	0.0710725	0.00476495	0.003053222	169.117	0.414092	0.748855	1.08375	1.7533	0.193619	0.164316	0.21708	0.0633955	0.249418	0.112171	0.01035062	0.2949797
480	0	-226.5187	-226.1647	-0.3540343	1.427295	0.21956	0.202783	0.0147559	0.00413042	0.175387	0.031542	0.281449	0.000123045	0.0147028	0.207049	0.20144	0.23669	0.0973028	0.0107396	0.1385796	-0.001395256	0.0100262	0.169341	0.0741093	0.215053	0.0162211	0.000406599	0.00742674	0.00575854	0.178054	0.045669	0.00636641	0.00210531	0.192023	0.0480437	0.0293967	0.01061823	261.6667	0.213869	0.57599	1.04585	2.16429	0.116252	0.138702	0.190553	0.0894344	0.348899	0.116159	0.009222974	1.151281
481	0	-229.3902	-242.2694	12.87919	2.331788	0.0271858	0.0142133	0.0192238	0.0023516	0.119814	0.047732	0.00797441	0.0932053	0.0413574	0.0870571	0.0564709	0.0596434	0.0361619	0.00296046	0.05692335	0.004321331	0.0219687	0.0644474	0.0919991	0.184518	0.132097	0.00264382	0.0841218	0.0171586	0.0591601	0.0197727	0.114352	0.0110807	0.0552598	0.132137	0.00928337	0.01011968	227.2963	0.329906	0.686217	1.07644	1.90744	0.127894	0.193435	0.245908	0.0258474	0.342695	0.0642204	0.01444101	0.7007597
