Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-54.14746	-83.27274	29.12528	1.601122	0.00444349	0.00708769	0.00946583	0.00198177	0.0028891	0.00105796	0.0689389	0.0278932	0.0150191	0.0009062792	0.0920973	0.102297	0.000438939	0.0799213	0.0143292	0.00439003	0.03348	0.0301847	0.0411742	0.0424349	0.0542432	0.172145	0.0884176	0.148803	0.0956437	0.01023486	392.8365	0.240529	0.604566	1.05585	2.09906	0.0179437	0.504792	0.0168369	0.0995588	0.322421	0.0384477	0.01114114	0.9186547
11	0	-68.61341	-83.83256	15.21915	2.825516	0.0856651	0.144462	0.287022	0.19334	0.0647003	0.498365	0.335012	0.507013	0.2745016	0.0926228	0.116835	0.00605179	0.144656	0.28491	0.0488964	0.080588	0.0557497	0.000570641	0.0280683	0.0159172	0.0321764	0.0422638	0.0675951	0.0494189	0.0263031	0.02593212	6.63085	0.375296	0.721386	1.08151	1.82181	0.0312007	0.506353	0.00205499	0.0635079	0.322834	0.0740497	0.1185549	0.2187351
12	0	-67.08055	-82.61216	15.53161	2.460926	0.480989	0.0442809	0.181351	0.410041	0.133645	0.653328	0.0669607	0.00263798	0.1842155	0.04480839	0.126226	0.0118992	0.0421027	0.0526897	0.0976321	0.214883	0.0404544	0.00537931	0.00529443	0.0369972	0.0512303	0.0434096	0.0142722	0.250522	0.00700777	0.03615936	10.93177	0.342721	0.69651	1.07817	1.8826	0.0304358	0.504671	0.0283958	0.0809578	0.301184	0.0543555	0.08096775	0.4465897
13	0	-58.3506	-86.34999	27.99939	2.608547	0.00213359	0.0420224	0.0414747	4.83685e-06	0.0449053	0.164917	0.000102907	0.0122757	0.02884946	0.08165283	0.0195246	0.059892	0.0196773	0.121331	0.00798268	0.140124	0.035977	0.0618632	0.0839067	0.0122465	0.0167768	0.10839	0.00440676	0.282035	0.0258665	0.02233432	20.23684	0.356512	0.707259	1.07976	1.85647	0.00898074	0.415006	0.0264204	0.142679	0.330386	0.0765282	0.1039871	0.2147796
14	0	-46.12795	-82.42164	36.29369	2.715684	0.0064906	0.00955922	0.00277894	0.0136661	0.0072112	0.0362623	0.00199563	0.0271379	0.01510606	0.0253587	0.0695145	0.012996	0.0765181	0.0226369	0.153299	0.0302485	0.080638	0.0500484	0.0347089	0.0542063	0.0332804	0.0276374	0.00775606	0.319627	0.0268845	0.0133379	42.93224	0.365996	0.714463	1.0807	1.83884	0.055271	0.494252	0.00561886	0.0744337	0.304888	0.0655367	0.0386966	0.3446788
15	0	-47.10422	-82.30817	35.20396	2.715299	0.00336299	0.0090009	0.00503614	0.00104757	0.00114072	0.00339203	0.00157732	0.0294928	0.007958843	0.004938092	0.193004	0.00571537	0.00359949	0.226814	0.0528244	0.0697453	0.0244454	0.00554635	0.0201669	0.007344	0.0841418	0.101195	0.0457128	0.0792441	0.0805014	0.001019668	431.6268	0.365963	0.714438	1.0807	1.8389	0.0195373	0.538265	0.00739766	0.083606	0.300436	0.050759	0.005957761	0.1711496
16	0	-64.62956	-88.67249	24.04293	0.7671461	0.179921	0.0837411	0.0180219	0.0297838	0.0996292	0.279493	0.00626346	0.00564591	0.06883808	0.01042924	0.0773874	0.0983449	0.0242988	0.000657265	0.300859	0.0467006	0.0177503	0.0445676	0.0561426	0.129862	0.145957	0.0106916	0.00758899	0.037095	0.00209692	0.0262914	24.55868	0.0885512	0.393563	0.947419	2.57047	0.0576779	0.331851	0.0288513	0.197679	0.31575	0.0681899	0.03672064	0.7159844
17	0	-66.88611	-87.31429	20.42818	5.074682	0.00215039	0.186779	0.0164903	0.165566	0.179665	0.42091	0.0082701	0.0307018	0.1258761	0.11462	0.254903	0.0503136	0.0135978	0.204826	0.0470596	0.0223712	0.00728016	0.0384806	0.0493091	0.195219	0.0165097	0.0224685	0.0259165	0.0468462	0.00489851	0.04479758	3.830308	0.50515	0.805728	1.08317	1.60595	0.0250717	0.371905	0.0192112	0.319326	0.248555	0.0159311	0.1594176	0.2810078
18	0	-65.28475	-90.32083	25.03608	1.192931	0.0921392	0.00365788	0.0166938	0.09955	0.0259962	0.122532	0.00986054	0.0381749	0.05723408	0.04956975	0.0597308	0.0899761	0.0097529	0.0302571	0.0674067	0.00554793	0.150802	0.109123	0.277403	0.00150241	0.0367399	0.0167636	0.0231985	0.083403	0.0383933	0.02626872	60.12896	0.17377	0.527944	1.02583	2.27245	0.0330013	0.313381	0.0733367	0.180359	0.299357	0.100565	0.07583846	0.3463772
19	0	-62.86029	-81.26151	18.40122	3.455647	0.0322764	0.0592994	0.000565434	0.435154	0.0201635	0.242939	0.0294241	0.0823851	0.08248369	0.03167705	0.115646	0.0128749	0.0951728	0.0724836	0.0623406	0.207377	0.0697777	0.00486045	0.140971	0.0128669	0.0262082	0.0233393	0.0277593	0.0956972	0.0326247	0.011968	46.05688	0.421704	0.753996	1.084	1.7403	0.0107393	0.44757	0.0134915	0.0619608	0.445948	0.0202903	0.04364505	0.274212
20	0	-53.95307	-79.79703	25.84396	1.905155	0.00188353	0.00970155	0.00185952	0.00883557	0.040263	0.0123298	0.031616	0.0780832	0.02733346	0.01371885	0.247813	0.00874315	0.0405823	0.0636071	0.0368917	0.00454849	0.00278212	0.0143194	0.0810752	0.123249	0.0424333	0.119473	0.00338905	0.177838	0.0332546	0.007697033	231.06	0.281684	0.644534	1.06742	2.00636	0.047227	0.417194	0.00566707	0.184865	0.310689	0.0343588	0.02141588	0.3594077
21	0	-62.25251	-88.56215	26.30964	1.286894	0.00434914	0.0496648	0.0115783	0.0178633	0.00226234	0.00834106	0.0504282	0.135982	0.06128412	-0.001268213	0.00150803	0.0437366	0.0438776	0.105877	0.0362444	0.0849927	0.125136	0.0145622	0.070782	0.0555908	0.11161	0.029134	0.128321	0.0759274	0.0727001	0.008410712	64.78283	0.190448	0.548761	1.035	2.22579	0.0490146	0.491349	0.00102456	0.0834878	0.30159	0.0735339	0.0071425	1.177559
22	0	-74.21438	-80.0959	5.881529	0.6822714	0.0381428	0.00553705	0.32891	0.212482	0.446045	0.0142147	0.156977	2.4733	0.3033723	0.1121988	0.0262963	0.0363584	0.198802	0.176081	0.0309346	0.0306525	0.00657665	0.0088455	0.0391414	0.213809	0.0135286	0.0580792	0.0199546	0.0910587	0.049882	0.0637824	25.7593	0.0704061	0.355044	0.918117	2.65643	0.0185432	0.408834	0.000765661	0.127035	0.399592	0.0452309	0.1759812	0.3624388
23	0	-66.76998	-79.07648	12.3065	2.575364	0.100472	0.073391	0.356906	0.27786	0.0936265	0.85938	0.0110363	0.969211	0.245142	0.05073882	0.0252443	0.000227625	0.0483487	0.0258498	0.0125681	0.0506313	0.0294632	0.00970926	0.0801554	0.19409	0.0229624	0.0612262	0.0241468	0.284132	0.131244	0.04984334	7.036438	0.353487	0.70493	1.07943	1.86215	0.052605	0.396368	0.0033706	0.138777	0.374189	0.0346899	0.1005822	0.4955485
24	0	-63.94916	-81.84342	17.89426	1.401657	0.0354407	0.0114493	0.113212	0.0982727	0.159792	0.292778	0.31824	0.168966	0.1143001	-0.00442336	0.0470462	0.0433408	0.110363	0.0171849	0.0398451	0.0184454	0.0317174	0.0292897	0.109137	0.100579	0.00158507	0.172012	0.0277443	0.226004	0.0257064	0.03803977	29.43947	0.209723	0.571324	1.04408	2.17487	0.0508761	0.440993	0.0157973	0.113485	0.347472	0.0313765	0.03361641	1.131583
25	0	-62.60498	-82.95532	20.35034	1.139554	0.0473621	0.0186808	0.0981519	0.380276	0.0080682	0.57258	0.152241	0.0552778	0.1429746	0.09857371	0.182697	0.0636008	0.0756871	0.0317954	0.00774121	0.00136994	0.0181429	0.0472412	0.0507304	0.282615	0.0282845	0.0383378	0.00038814	0.159369	0.0119987	0.0392548	7.303022	0.163928	0.515024	1.01976	2.30129	0.0148562	0.637437	0.0106938	0.0996975	0.209921	0.0273942	0.1378285	0.284809
26	0	-57.1846	-85.22849	28.04389	1.903942	0.0145785	0.0382962	0.0106915	0.0410227	0.00740933	0.0103047	0.179912	0.0605961	0.04762367	0.006573362	0.0548641	0.0199789	0.0530196	0.0584887	0.0222772	0.00968318	0.0501516	0.0190109	0.0229749	0.0584513	0.156603	0.173334	0.0160431	0.224902	0.0602173	0.01045181	30.0501	0.281532	0.644394	1.06739	2.00668	0.0867318	0.329361	0.000682985	0.107656	0.431382	0.0441865	0.01702517	0.6139033
27	0	-56.24879	-81.05908	24.81029	1.248378	0.00620659	0.0106183	0.0157025	0.00255923	0.00330637	0.0928938	0.107334	0.0557327	0.04953044	0.01450091	0.021319	0.0461805	0.0577972	0.0799264	0.023106	0.260699	0.0290816	0.0113105	0.0185423	0.106659	0.041294	0.0265642	0.00640053	0.212466	0.0586547	0.0183643	127.0799	0.183711	0.540506	1.03146	2.24433	0.00838853	0.521234	0.00119935	0.149353	0.299444	0.0203806	0.0328652	0.5587763
28	0	-58.20042	-79.41021	21.20979	1.999128	0.0273022	0.0313711	0.0804686	0.0559413	0.0376245	0.448687	0.00433286	0.19768	0.1492864	0.05772305	0.133885	0.0889161	0.178884	0.119853	0.0860802	0.0242074	0.0858174	0.0123673	0.0350847	0.00777498	0.0508338	0.0222408	0.00480504	0.141679	0.0075706	0.06726426	11.42327	0.293171	0.654921	1.06997	1.98194	0.0282761	0.405709	0.00531387	0.0840254	0.412437	0.0642386	0.1249873	0.5381687
29	0	-66.86717	-86.27489	19.40772	2.674529	0.102662	0.00594883	0.00448476	0.0227569	0.0516799	0.663881	0.0365654	0.106651	0.1500357	0.06659893	0.030201	0.0735826	0.0272525	0.0142459	0.0634951	0.0785591	0.0557465	0.0566204	0.0181355	0.087394	0.365376	0.0650801	0.00679407	0.0398294	0.0176873	0.01558234	13.57207	0.362403	0.711751	1.08036	1.84549	0.0873744	0.497851	0.0019341	0.110276	0.229577	0.0729881	0.08218127	0.1896094
30	0	-62.41226	-86.09719	23.68494	3.256832	0.0282021	0.0266282	0.143086	0.118215	0.0210384	0.0268743	0.0611318	0.232151	0.05619367	0.08577465	0.20371	0.0577387	0.0399841	0.0421652	0.0675499	0.0912552	0.0374723	0.0197965	0.0405069	0.0510367	0.064191	0.0755547	0.0314603	0.13242	0.0451587	0.0005371884	17.67515	0.408204	0.744825	1.08352	1.76345	0.0214975	0.443731	0.0594573	0.0619784	0.29818	0.115155	0.08631184	0.006223809
31	0	-69.31387	-89.44211	20.12824	1.643863	3.61775e-05	0.0906061	0.18462	0.0127157	0.00556111	0.18868	0.0563968	0.324864	0.1189984	0.0432296	0.0870171	0.029524	0.0521788	0.056537	0.0507048	0.0878916	0.00810641	0.00378732	0.124965	0.0213021	0.134713	0.206384	0.0303097	0.0417197	0.0648603	0.02282764	28.16099	0.246715	0.610873	1.05786	2.08455	0.0233075	0.400213	9.1358e-05	0.220361	0.247124	0.108903	0.06605724	0.3455737
32	0	-50.92958	-88.32188	37.3923	1.371531	0.00177169	0.00479645	0.00931213	0.00081124	0.00220115	0.0253514	0.00301674	0.0331053	0.008617264	0.004764543	0.0511137	0.0105683	0.0837864	0.0644055	0.0603381	0.109715	0.00620692	0.0979117	0.0377255	0.00297601	0.0297037	0.129611	0.0232635	0.25469	0.0379853	0.002184836	98.78746	0.204777	0.565676	1.04189	2.18765	0.0790901	0.349881	0.0180973	0.205413	0.237304	0.110215	0.00694938	0.314393
33	0	-63.9055	-86.11829	22.21279	1.043071	0.163222	0.0379984	0.0128836	0.0199326	0.000592616	0.0199822	0.00758603	0.151744	0.05707011	0.00386261	0.0207477	0.014148	0.0875539	0.30447	0.0471874	0.027277	0.0392177	0.00852228	0.00760425	0.0536712	0.0961869	0.00230751	0.0490993	0.171208	0.0707997	0.0002290526	380.7982	0.145467	0.489326	1.00679	2.35842	0.00930711	0.312293	0.0667634	0.141152	0.393802	0.0766836	0.004091663	0.05598032
34	0	-62.45625	-84.61857	22.16231	1.000926	0.00753047	0.0175612	0.004679	0.0478088	0.0109934	0.048626	0.0428879	0.0770973	0.07475187	0.001386652	0.0264885	0.0192944	0.0146486	0.152661	0.0289948	0.0631432	0.164783	0.0284483	0.0620763	0.0107119	0.090731	0.0410485	0.121807	0.160893	0.0142705	0.02064808	313.8788	0.137139	0.47703	1.00015	2.38568	0.0569081	0.374161	0.0108989	0.14456	0.352337	0.0611345	0.02203473	0.9370697
35	0	-58.22993	-84.11769	25.88776	2.085146	0.0108832	0.00494883	0.0340457	0.0100486	0.0362155	0.0101657	0.0639947	0.00590923	0.01700329	0.002844859	0.152921	0.0413503	0.0205378	0.0323242	0.201713	0.166502	0.0697764	0.0250906	0.00564802	0.00562298	0.213959	0.00654698	0.0164707	0.0363374	0.00520026	0.01085984	388.0261	0.303231	0.663773	1.07198	1.96101	0.054848	0.486087	0.00635695	0.138122	0.277459	0.0371279	0.0137047	0.7924172
36	0	-54.14485	-83.13067	28.98582	5.240727	0.0063281	0.0106407	0.0024993	0.0316463	0.0226833	0.0150181	0.0155842	0.0120748	0.0305896	0.005613964	0.103853	0.0538663	0.0864989	0.0325454	0.110439	0.0530461	0.0215266	0.0580789	0.0414486	0.0958418	0.0465643	0.00763523	0.0453165	0.241485	0.00185462	0.02351166	94.15198	0.511779	0.809508	1.08286	1.59585	0.0864672	0.386052	0.00625252	0.124654	0.331687	0.0648883	0.02912562	0.80725
37	0	-65.56696	-86.18045	20.61348	2.801685	0.00862133	0.0622022	0.0977841	0.12865	0.127295	0.219372	0.0173456	0.131565	0.09619795	0.1113796	0.0787069	0.0373734	0.0126195	0.0175452	0.135842	0.125503	0.00505793	0.0452787	0.0701297	0.232958	0.0237962	0.0208557	0.0448171	0.089399	0.0601183	0.1159563	10.368	0.373313	0.719921	1.08134	1.82542	0.100969	0.442628	0.00528983	0.150838	0.24491	0.055365	0.227336	0.5100659
38	0	-70.13164	-89.76053	19.62889	0.8913752	0.00473974	0.00170719	0.0149894	0.0224338	0.0738772	0.177415	0.22366	0.0554755	0.07541149	0.002272764	0.0984414	0.0468824	0.00831928	0.0743912	0.0577169	0.0366374	0.0630475	0.0205025	0.0221183	0.110076	0.110801	0.0550617	0.0020049	0.186659	0.107341	0.04102642	121.2302	0.114804	0.441478	0.97938	2.46434	0.107278	0.351544	0.0236666	0.239169	0.202238	0.0761051	0.04329918	0.9475102
39	0	-68.7787	-84.44216	15.66346	1.451835	0.287523	0.0727021	0.124596	0.419048	0.00994782	0.794956	0.193943	0.136632	0.2583782	0.02764694	0.219829	0.0561014	0.00938064	0.11478	0.0393958	0.069479	0.00997835	0.0328519	0.0453118	0.0152098	0.0165159	0.152909	0.029622	0.0392571	0.149378	0.07432598	7.511586	0.217785	0.580338	1.04746	2.15441	0.0260905	0.39853	0.01842	0.245154	0.281893	0.029913	0.1019729	0.7288796
40	0	-50.31166	-80.60472	30.29305	0.7658939	0.00168501	0.0216504	0.0056846	0.00154759	0.0135203	0.00171401	0.0270578	0.0108052	0.007372961	0.003838758	0.208909	0.0255079	0.021619	0.0543077	0.127176	0.0692475	0.0550778	0.0256149	0.0182483	0.0469386	0.0182403	0.0301954	0.0122894	0.213627	0.0729997	0.01235497	665.2747	0.0882836	0.393031	0.947037	2.57165	0.0198903	0.482916	0.00235017	0.109111	0.29506	0.090673	0.01619373	0.7629478
41	0	-67.28531	-84.00557	16.72026	0.9625886	0.114601	0.176301	0.21829	0.274977	0.0834634	0.105575	0.221313	0.0333203	0.1159874	0.01387763	0.304222	0.0113441	0.0724286	0.00466073	0.104429	0.0166183	0.048147	0.0072337	0.0249106	0.0159374	0.0420198	0.0151048	0.00181102	0.28902	0.0421131	0.01329527	74.15156	0.12943	0.465211	0.993514	2.41185	0.0350327	0.411986	0.0423269	0.109243	0.333062	0.0683491	0.0271729	0.4892842
42	0	-58.69861	-84.87996	26.18135	1.362984	0.0846341	0.00366788	0.0133142	0.0375606	0.14364	0.0291624	0.0718133	0.0954622	0.0551248	0.01623345	0.0752616	0.101983	0.0685879	0.0672966	0.0102299	0.0382374	0.0277736	0.01807	0.0421154	0.0460377	0.0769831	0.0659458	0.0604656	0.283826	0.0171864	0.01192503	43.54605	0.203359	0.564039	1.04125	2.19135	0.0240269	0.509096	0.0192992	0.11811	0.292492	0.0369753	0.02815848	0.423497
43	0	-60.9163	-82.49385	21.57755	5.263045	0.00389086	0.00990851	0.0108664	0.0825832	0.216384	0.0577602	4.68755e-06	0.00511341	0.04141216	0.01058726	0.0260068	0.137029	0.10267	0.0843147	0.0902827	0.0183278	0.054383	0.0116408	0.0485038	0.0838653	0.0776753	0.00567726	0.00634072	0.0988895	0.154393	0.01882803	104.2786	0.512649	0.810002	1.08282	1.59453	0.0220204	0.403492	0.00522519	0.135209	0.322032	0.112022	0.02941528	0.6400763
44	0	-71.74606	-82.22957	10.48351	1.028229	0.268419	0.247793	0.176831	0.573529	0.738852	0.16579	1.51364	0.0535336	0.3784055	0.1128694	0.0774604	0.131074	0.0616244	0.0328992	0.0446574	0.00920766	0.0574098	0.0408583	0.147697	0.028374	0.0636859	0.0323408	0.0410155	0.199293	0.0324017	0.01875011	10.18005	0.142552	0.485075	1.00452	2.36785	0.0199192	0.378417	0.00515066	0.18518	0.340272	0.0710615	0.1316195	0.142457
45	0	-66.95264	-87.095	20.14236	2.703707	0.0425836	0.139123	0.142367	0.286114	0.0714394	0.242568	0.141502	0.0018852	0.1003876	0.1854544	0.0156068	0.019327	0.0498032	0.0411095	0.0646072	0.0608662	0.052496	0.0237398	0.141385	0.159005	0.027785	0.139899	0.00211954	0.0769662	0.125284	0.008113232	11.2872	0.364957	0.713681	1.0806	1.84076	0.0191966	0.362739	0.0210754	0.0578454	0.467886	0.0712572	0.1935677	0.04191419
46	0	-60.51793	-83.78745	23.26952	1.805505	0.0122531	0.00061726	0.0618741	0.0903116	0.212851	0.205713	0.105264	0.101906	0.06660019	0.05046581	0.26913	0.0786433	0.0121421	0.0544529	0.00797751	0.023328	0.0196224	0.0345544	0.0920249	0.00784864	0.143253	0.0244326	0.0305422	0.165635	0.0364133	0.008662208	19.38226	0.268898	0.632598	1.06426	2.03424	0.0504249	0.482727	0.0299478	0.101618	0.263505	0.0717771	0.05912802	0.1464992
47	0	-64.13562	-88.74042	24.60479	1.929306	0.0317527	0.0130757	0.00121937	0.032551	0.052307	0.114045	0.0984546	0.018002	0.1261963	0.04904103	0.144272	0.0354042	0.0117845	0.154601	0.0375394	0.209732	0.0868796	0.0117006	0.102484	0.0113697	0.0023349	0.0886989	0.0026297	0.0958249	0.00474325	0.004587611	26.30303	0.284687	0.647279	1.06812	1.99992	0.035449	0.481442	0.0168602	0.125238	0.267104	0.073907	0.05362864	0.08554405
48	0	-82.97827	-87.7353	4.757036	1.238206	0.0987095	0.054215	1.35826	0.445597	0.66431	1.68869	0.323791	0.00470673	0.4502777	-0.002813999	0.0718036	0.0389234	0.20534	0.134497	0.0714171	0.00624332	0.00636048	0.0117801	0.0990091	0.0983701	0.113705	0.00977716	0.0532299	0.0511558	0.0283878	0.1673518	8.877359	0.181908	0.538263	1.03047	2.24935	0.0306391	0.509094	0.0502576	0.0841099	0.294173	0.0317263	0.1645378	1.017102
49	0	-70.22492	-87.2587	17.03378	0.9678053	0.271873	0.00756059	0.182607	0.2437	0.05201	0.108909	0.528768	0.0642715	0.152548	-0.01267842	0.0694943	0.0446904	0.190915	0.185276	0.0027764	0.0297372	0.0465019	0.0825671	0.0602029	0.0747033	0.0769773	0.0313973	0.0106566	0.0774497	0.0166546	0.06399679	15.96044	0.130486	0.466856	0.994454	2.4082	0.0244506	0.395458	0.00477059	0.137819	0.403033	0.0344693	0.05131837	1.247054
50	0	-62.26838	-86.80725	24.53887	1.425734	0.00424045	0.00687456	0.0863414	0.00653747	0.124336	0.257054	0.075795	0.0387658	0.04994076	0.07671344	0.238175	0.0807419	0.00154294	0.0117526	0.243378	0.0341621	0.00106054	0.0904124	0.0429821	0.0200043	0.0395094	0.00106006	0.0186619	0.176387	0.000170104	0.01603896	14.06591	0.213619	0.575709	1.04575	2.16493	0.0523699	0.467199	0.0421509	0.142537	0.243267	0.0524759	0.09275241	0.1729224
51	0	-53.87048	-86.7267	32.85622	0.8596495	0.00221879	0.0117294	0.00810653	0.0351413	0.000752666	0.0329496	0.00243487	0.0256989	0.01162269	0.007883672	0.0686003	0.0656403	0.0294126	0.0118131	0.27849	0.0272414	0.0138465	0.0129061	0.141969	0.0380753	0.104724	0.0180169	0.00455432	0.0802731	0.104437	0.001341954	225.2125	0.108174	0.430085	0.972205	2.48954	0.059054	0.34129	0.00192482	0.258767	0.269053	0.0699118	0.009225625	0.1454594
52	0	-69.66829	-81.48402	11.81572	0.8322969	0.0958338	0.102316	0.0871826	0.314627	0.158791	1.31636	0.0542519	0.725154	0.4917308	0.06515657	0.0757599	0.101924	0.0219122	0.144814	0.0503519	0.025062	0.0119823	0.0208988	0.0546262	0.0374058	0.0255135	0.220835	0.0327163	0.145922	0.0302766	0.02992599	7.561881	0.10241	0.419819	0.965517	2.51225	0.0564825	0.47195	0.00091278	0.0930963	0.334376	0.0431825	0.09508256	0.3147369
53	0	-59.8979	-82.79324	22.89534	3.901079	0.0117832	0.0569564	0.00276556	0.0850764	0.0170643	0.036919	0.189956	0.00821225	0.0429427	0.02299761	0.0873166	0.149715	0.0426623	0.00626665	0.0327638	0.0242316	0.0183657	0.0615112	0.225204	0.038039	0.0928152	0.0105518	0.0186535	0.134409	0.0574954	0.07945501	25.6929	0.448844	0.771717	1.0844	1.69504	0.051818	0.472924	0.0178325	0.101416	0.289911	0.0660995	0.1024526	0.7755293
