Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-756.5657	-656.9954	-99.57031	8.243158	5.990837	0.0808408	0.0603324	0.00757981	0.065345	0.0159374	0.0957538	0.0552102	0.119233	0.125984	0.00392309	0.368008	0.0135576	0.198396	0.0247768	0.434668	0.395279	0.281365	0.0664534	0.011488	0.0450417	0.0813152	0.0310192	0.00473647	0.0487231	0.119551	0.449622	0.0979448	0.0114934	0.129947	0.10927	0.0183983	0.00992224	0.182052	0.00466238	0.0062665	0.0711642	0.258009	0.117033	0.0536567	0.178339	0.0151719	0.137065	0.0326125	0.145963	0.217565	0.0399784	0.0244169	0.00569581	0.0890664	0.0187183	0.0499604	0.233473	0.063721	0.0855188	0.000430704	0.0585076	0.0441034	0.128951	0.0120427	0.0104129	0.0087253	0.0082517	0.0934971	0.114759	0.132093	0.00557012	0.00890459	0.051948	0.102994	0.19423	0.133454	0.0763589	0.103775	0.0253996	0.08802477	-0.01600732	0.107881	0.0702884	0.0474317	0.0971684	0.0788336	0.000941556	0.124635	0.00147256	0.0274902	0.00344969	0.124121	3.78091e-05	0.0174143	0.293949	0.00488632	0.7321588	6	55.25506	0.03061759	0.538663	0.8244	1.08128	1.55566	0.0554211	0.229969	0.106262	0.232715	0.223262	0.152371	0.7161515	1.022352
100	-767.9249	-674.8703	-93.05453	20.92899	5.105674	0.159924	0.0903167	0.00375734	0.0485228	0.0290921	0.00494234	0.0828233	0.124563	0.106669	0.0579525	0.201426	0.018548	0.0377855	0.37707	0.129491	0.189479	0.194326	0.0231684	0.0208257	0.0412462	0.0139086	0.0227284	0.0243282	0.0447568	0.0911619	0.0478377	0.0184364	0.00101213	0.0579742	0.0965205	0.0226947	0.0342809	0.00711114	0.0143549	0.0288108	0.0113801	0.137412	0.145795	0.0613141	0.0123117	0.0142754	0.0237945	0.01518	0.142986	0.0295294	0.0123951	0.0328749	0.0345234	0.0162257	0.0176221	0.0321248	0.215456	0.00483509	0.0893295	0.143609	0.245405	0.0472656	0.0347862	0.00684335	0.0227265	0.0582128	0.00947811	0.0586439	0.0445584	0.0540658	0.00661706	0.00110769	0.00801605	0.229491	0.250162	0.0147681	0.00155109	0.154888	0.0794077	0.0565593	-0.03384768	0.14286	0.031563	0.0266641	0.0548001	0.0478421	0.0141371	0.159312	0.00905026	0.0186462	0.00704852	0.0678882	0.0126971	0.00918159	0.392753	0.00555568	0.5697523	6	60.17795	0.04883056	0.506408	0.806449	1.08311	1.60403	0.0480262	0.152163	0.116862	0.19958	0.331957	0.151412	0.5359047	1.06316
200	-761.4234	-665.8061	-95.61736	9.572698	4.563659	0.0616304	0.177246	0.363378	0.0451973	0.145221	0.0444649	0.0353813	0.0417492	0.17987	0.0250476	0.124028	0.0117505	0.0586628	0.578302	0.27965	0.169393	0.248136	0.0551373	0.0352129	0.110271	0.0281885	0.0813525	0.246555	0.0388149	0.138238	0.355027	0.0285889	0.18027	0.0232632	0.0457638	0.0198021	0.0112551	0.0614174	0.458967	0.108828	0.0188719	0.61714	0.107035	0.0331174	0.0687304	0.0385722	0.101207	0.00565136	0.178081	0.0305551	0.0607145	0.0129266	0.0301825	0.0123201	0.0520346	0.0751918	0.0177205	0.0748511	0.000986974	0.0473376	0.0260595	0.13878	0.0118404	0.0937746	0.0668929	0.021846	0.00187354	0.150114	0.0111354	0.0631253	0.0178208	0.174557	0.0483901	0.0186891	0.236333	0.408381	0.168067	0.0613863	0.195129	0.09592475	-0.01423576	0.328384	0.0151049	0.0180388	0.151782	0.0579886	0.00141348	0.0756201	0.0057018	0.0408124	0.00661245	0.0448258	0.000539216	0.0148521	0.237703	0.000621608	0.4997765	9	56.72428	0.1083303	0.482879	0.792693	1.08397	1.64046	0.0287039	0.240258	0.0807474	0.286157	0.234684	0.12945	0.4855408	1.029319
300	-781.6902	-676.4936	-105.1967	28.92437	6.324542	0.414889	0.126091	0.0464931	0.00485236	0.0413309	0.490582	0.0617943	0.14526	0.221313	0.0224225	0.224504	0.0185537	0.0105747	0.0951761	0.0387482	0.179286	0.0833762	0.0206522	0.061155	0.147162	0.14454	0.000622085	0.0780723	0.23221	0.177801	0.113931	0.0266378	0.0750945	0.0686097	0.132735	0.103029	0.207547	0.0223745	0.109993	0.0631499	0.00245001	0.109991	0.391854	0.0278161	0.166912	0.212818	0.0247229	0.0671533	0.198801	0.0286035	0.00142379	0.193423	0.01131	0.200043	0.0181192	0.293926	0.00449145	0.0259298	0.0529519	0.0212746	0.00829338	0.0667881	0.00836438	0.00300369	0.106306	0.0605853	0.00604988	0.0236565	0.131116	0.0690076	0.142449	0.046476	0.0431599	0.0542429	0.224183	0.0762064	0.130894	0.0446495	0.0837585	0.09642419	0.000517597	0.0991289	0.0157383	0.122705	0.116761	0.0249879	0.00202958	0.0890987	0.0128911	0.0636669	0.00355641	0.0772455	0.00453904	0.0283102	0.337907	0.00143429	0.3260067	8	55.01315	0.04582733	0.549251	0.830076	1.08052	1.54015	0.0348968	0.268229	0.129425	0.291563	0.148167	0.127718	0.3265243	0.9984148
400	-770.1235	-677.7758	-92.34771	7	3.481889	0.0790174	0.0886273	0.12119	0.0303602	0.247317	0.132024	0.0472822	0.161334	0.069932	0.0856452	0.0561072	0.0409707	0.107076	0.117698	0.0363895	0.204308	0.0228792	0.000233044	0.369154	0.114204	0.0468144	0.0108805	0.0336939	0.0411492	0.208704	0.00542976	0.197608	0.00262315	0.00231477	0.00181422	0.27379	0.122556	0.250462	0.0357354	0.254252	0.149547	0.0512193	0.649068	0.106728	0.0399477	0.0327803	0.0139726	0.0327592	0.0459924	0.135503	0.0377279	0.354756	0.026717	0.123663	0.116718	0.0167654	0.0683556	0.0037092	0.0444314	0.0339442	0.0581572	0.0867925	0.00664161	0.179645	0.143053	0.0850246	0.250238	0.104391	0.122462	0.00298016	0.00262688	0.46329	0.0389443	0.0905593	0.0210088	0.0267303	0.00151492	0.36066	0.0963316	0.1031659	-0.0220639	0.113249	0.0122485	0.187439	0.0760278	0.0098881	0.00311406	0.0743042	0.0110875	0.118456	0.000494169	0.0295425	0.0191885	0.00308426	0.341369	0.000506987	0.3935699	7	54.10249	0.07700287	0.423417	0.755143	1.08404	1.7374	0.0327608	0.216882	0.113543	0.231476	0.328737	0.0766005	0.371506	1.05939
500	-786.2678	-664.5963	-121.6715	13.43126	3.283601	0.247581	0.0169076	0.121085	0.0074991	0.47776	0.0046636	0.103581	0.0678657	0.280706	0.265312	0.163372	0.0273436	0.289032	0.046956	0.181594	0.133171	0.180528	0.0548918	0.192982	0.0478286	0.0420769	0.103724	0.112095	0.0331628	0.192803	0.851287	0.0794524	0.0156223	0.0320308	0.192198	0.0450542	0.173988	0.0811934	0.195605	0.113347	0.169267	0.755694	0.196717	0.0565565	0.0265773	0.14419	0.0246739	0.0444449	0.125936	0.0703255	0.276794	0.0101122	0.233204	0.0191981	0.147892	0.112116	0.164359	0.113374	0.122277	0.00711567	0.118466	0.143141	0.00493685	0.809616	0.0508828	0.353903	0.119104	0.0655808	0.00673792	0.133256	0.101233	0.05769	0.00650501	0.017831	0.00699005	0.263235	0.359625	0.00157782	0.0266576	0.1206435	0.005768834	0.141659	0.0570873	0.039807	0.0756033	0.023977	0.00577738	0.0805763	0.0159844	0.0512069	0.00365819	0.0406523	0.00502597	0.00428578	0.452384	0.00231514	0.3565029	9	58.10657	0.05516366	0.410078	0.746112	1.0836	1.76021	0.0607444	0.173183	0.125957	0.276085	0.261588	0.102443	0.3622718	0.9840759
600	-762.4857	-662.1768	-100.3089	11.04793	6.302918	0.0394435	0.228755	0.0919831	0.004047	0.0841817	0.32586	0.110253	0.0592183	0.201084	0.00150905	0.0883916	0.0986122	0.00507414	0.0406539	0.19407	0.189554	0.0127336	0.00824	0.035793	0.383598	0.167654	0.00979691	0.297559	0.115415	0.0776925	0.0341635	0.0578329	0.340318	0.00759184	0.0558286	0.218662	0.492423	0.0280107	0.0916144	0.19864	0.256091	0.0763686	0.323158	0.00538245	0.014817	0.386794	0.13998	0.0344517	0.00691527	0.263406	0.0351406	0.345128	0.0216689	0.0317226	0.182775	0.00408142	0.170269	0.0233988	0.167406	0.0982367	0.224599	0.0314513	0.0990521	0.0420335	0.0532251	0.0118373	0.00892095	0.00178989	0.0969869	0.108831	0.0337657	0.0444639	0.00570223	0.0773907	0.000672332	0.0776601	0.028892	0.0482113	0.0114685	0.08280744	0.01343739	0.201163	0.0181129	0.00968169	0.0472818	0.161782	0.00314152	0.141333	0.0108919	0.0612885	0.00480443	0.0386884	0.00719145	0.022133	0.259167	0.0133392	0.3415558	11	56.52211	0.06696641	0.548587	0.829724	1.08057	1.54112	0.0412298	0.218697	0.127304	0.237384	0.243173	0.132213	0.3549932	0.9621475
700	-736.7708	-657.2286	-79.54218	13.89902	4.596628	0.102943	0.0617555	0.0844361	0.00500519	0.00677553	0.145187	0.0446806	0.0960413	0.0488732	0.0698117	0.0648751	0.00949678	0.0957158	0.0330731	0.0720336	0.14019	0.242088	0.0366547	0.181414	0.253694	0.0667552	0.0269488	0.0201839	0.094444	0.0912556	0.18262	0.04042	0.0585484	0.0058798	0.171277	0.0799313	0.0254224	0.172265	0.0330498	0.202983	0.0475029	0.092553	0.0422694	0.0102892	0.0450764	0.130132	0.0544811	0.0778216	0.0598597	0.0592107	0.0380642	0.623566	0.0329688	0.0393184	0.0845965	0.0750622	0.0209144	0.00613808	0.0296512	0.40515	0.287881	0.0501426	0.109346	0.212126	0.046059	0.0117759	0.0967621	0.0164369	0.0100346	0.0362781	0.014688	0.0207049	0.00257482	0.0185354	0.0533577	0.00411198	0.00016017	0.00592183	0.0559481	0.08243304	-0.02413779	0.213247	0.0104926	0.0461216	0.141229	0.134956	0.00616587	0.0949906	0.00818953	0.0149852	0.0012129	0.0377997	0.00821746	0.00597466	0.271624	0.00479355	0.3570035	9	56.37964	0.1064636	0.48441	0.793605	1.08392	1.63806	0.0315493	0.21048	0.125308	0.203331	0.325659	0.103673	0.3328657	1.072515
800	-738.5334	-674.4426	-64.09081	13.34073	3.910551	0.0480757	0.142713	0.0471091	0.000229908	0.0626806	0.0632323	0.053659	0.0514301	0.0231378	0.0411603	0.0350475	0.0563959	0.0331747	0.0207182	0.0285408	0.070226	0.0452131	0.00565845	0.00126248	0.0975945	0.226665	0.00303023	0.000862278	0.0105713	0.104764	0.0376938	0.0133333	0.00945887	0.0111461	0.0891345	0.0326864	0.0425811	0.146395	0.0187861	0.00437741	0.0618315	0.113956	0.127867	0.0166276	0.00189794	0.210196	0.0357709	0.0857372	0.0665352	0.0059253	0.0140054	0.129759	0.0555279	0.00201632	0.0551519	0.032755	0.0793696	0.00670487	0.0856231	0.00694453	0.236333	0.0297685	0.0880584	0.0524549	0.000728455	0.0441443	0.0692372	0.0120334	0.037487	0.0771047	0.00503473	0.124965	0.0843432	0.00257698	0.0491114	0.0402792	0.0483611	0.00896942	0.000276576	0.05642122	-0.004166085	0.109226	0.0953608	0.0338039	0.1328	0.0513122	0.0188388	0.134803	0.0196583	0.0661724	0.00411891	0.0524159	0.0259465	0.0176789	0.236712	0.00115212	0.4279983	7	63.46816	0.04376022	0.44938	0.772058	1.0844	1.69416	0.0369158	0.253012	0.0572397	0.250817	0.27494	0.127075	0.4238322	1.00983
900	-763.0066	-667.8776	-95.12901	13.67639	3.67361	0.136934	0.0178008	0.0915839	0.000992859	0.187767	0.0338628	0.00432236	0.187857	0.160258	0.215278	0.133951	0.0340336	0.0265304	0.0312733	0.285112	0.334308	0.0405811	0.0486383	0.0420677	0.230697	0.120466	0.134731	0.00938771	0.106604	0.195676	0.0575132	0.0262201	0.0564718	0.036091	0.0363351	0.00085122	0.0579906	0.230027	0.0174175	0.109748	0.0073006	0.116951	0.195439	0.0324332	0.0315824	0.179935	0.322985	0.0134045	0.372605	0.0303389	0.0496176	0.00409315	0.0270736	0.285243	0.0461692	0.14273	0.12012	0.084237	0.0241325	0.00717224	0.0947402	0.027888	0.00281383	0.0354532	0.0377857	0.0773161	0.0171297	0.201987	0.0064926	0.0637613	0.011421	0.0441261	0.0365178	0.0386561	0.0598495	0.0133903	0.0552825	0.0242656	0.0453226	0.08183936	-0.01842229	0.155163	0.0027179	0.0213242	0.0657745	0.0205587	0.00484973	0.161232	0.0222489	0.0835743	0.00768074	0.029274	0.00309795	0.0133391	0.407114	0.0020509	0.5648382	8	55.26589	0.04941652	0.435481	0.763108	1.08429	1.71712	0.0284948	0.225032	0.1552	0.220727	0.229004	0.141541	0.5464159	1.033715
