Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-626.6811	-526.3297	-100.3514	7.303668	0.7789938	0.453858	0.246275	0.132614	0.61115	0.00242587	0.0430105	1.03032	0.525444	0.474411	0.489307	0.0136356	0.289357	0.417929	0.628351	0.484591	0.0546317	0.284432	0.0304976	0.15653	0.170255	0.607	0.123587	0.313052	0.101572	0.23109	0.50421	0.911467	0.0646946	0.128062	0.284329	0.183947	0.20439	0.285995	0.23897	0.105595	0.0404677	0.893871	0.229986	0.4252225	0.009134929	0.0819259	0.12148	0.0305328	0.008264	0.104307	0.0413782	0.158309	0.0277069	0.0568151	0.261947	0.00431062	0.0345306	0.0122777	0.00564773	0.0505674	0.371953	3	33.56315	0.09618166	0.0910816	0.398537	0.95096	2.55942	0.109051	0.129273	0.0706906	0.381405	0.132674	0.176907	0.3810879	0.9760293
1100	-583.7302	-524.1974	-59.53281	7.8466	3.175907	0.356235	0.0263112	0.0218653	0.214653	0.212296	0.0987479	0.276515	0.213517	0.063118	0.103747	0.0155075	0.116571	0.014199	0.0262197	0.184606	0.0312597	0.106174	0.0272927	0.170751	0.0225755	0.0363192	0.0137074	0.0595523	0.0817516	0.0564104	0.637178	0.0397934	0.102934	0.0835524	0.409104	0.130831	0.0930028	0.0807605	0.145954	0.00202095	0.0679712	0.226005	0.64345	0.1600804	-0.00396146	0.0476058	0.201754	0.112138	0.0152007	0.0357193	0.209766	0.118498	0.0119255	0.00198383	0.0381591	0.0337691	0.0448762	0.0512976	0.0623414	0.0149654	0.3737917	3	31.37503	0.05136705	0.402429	0.740825	1.08326	1.77349	0.16343	0.111789	0.111303	0.232901	0.148163	0.232414	0.3698303	1.010712
1200	-600.4966	-525.0162	-75.48043	9.297695	1.122598	0.0129703	0.0517839	0.203796	0.00660388	0.553449	0.52961	0.228548	0.13393	0.56561	0.0540709	0.369986	0.0363945	0.0726255	0.050954	0.362192	0.0450604	1.73055	0.131263	0.118091	0.0428355	0.0192957	0.166367	0.0726129	0.0793859	0.0280527	0.00714942	0.372375	0.107032	0.0803836	0.213067	0.078908	0.434727	0.00633788	0.0692068	0.0246893	0.0204445	0.177957	0.186633	0.2332879	-0.02974558	0.0413124	0.192008	0.0470745	0.0221698	0.00944518	0.321393	0.0425802	0.0225941	0.00347084	0.224599	0.0109053	0.00774754	0.0263607	0.023619	0.0047208	0.3274606	4	34.45431	0.07614785	0.160746	0.510736	1.01768	2.31084	0.128635	0.133652	0.079797	0.248948	0.178155	0.230813	0.297715	1.099913
1300	-595.5237	-525.8052	-69.71856	8.680328	1.013433	0.801662	0.110129	0.217074	0.0641297	0.503015	0.466919	0.0834563	0.122867	0.12478	0.215983	0.0292231	0.473193	0.311277	0.441269	0.118301	0.00341697	0.176349	0.132873	0.746886	0.0118194	0.116277	0.0308763	0.462102	0.202093	0.177605	0.0748594	0.32318	0.107422	0.0132383	0.293177	0.0345732	0.167595	0.0695747	0.0472165	0.286621	0.00441742	0.117507	0.0249431	0.2076502	-0.004968831	0.0730409	0.11382	0.023967	0.0282257	0.0368169	0.281595	0.0498976	0.00237076	0.00901397	0.182382	0.0684367	0.0781024	0.0136919	0.0300825	0.00855594	0.4003191	4	33.70422	0.06689276	0.139626	0.480753	1.00219	2.37743	0.141481	0.130893	0.0757168	0.316565	0.14938	0.185964	0.3953503	1.012568
1400	-604.0156	-532.8821	-71.13351	16.23121	0.9606928	0.429406	0.466407	0.111034	0.204059	0.0634729	0.244186	0.174184	0.367111	0.197624	0.299233	0.0177003	0.180794	0.16559	0.0720423	0.0516714	0.0144197	0.219771	0.798261	0.0688559	0.0139658	0.232957	0.374634	0.0347457	0.153555	0.120919	0.104513	0.135616	0.085517	0.0921106	0.274799	0.588824	0.206794	0.304847	0.0279521	0.0971755	0.066827	0.238035	0.571075	0.214913	-0.054696	0.0335831	0.154191	0.0271713	0.00275202	0.0798702	0.214399	0.139869	0.0451664	0.0338547	0.021223	0.155695	0.0470877	0.0113233	0.0219574	0.0118579	0.4573944	3	28.56041	0.0659852	0.129046	0.46461	0.993169	2.41318	0.173695	0.11084	0.106912	0.318674	0.0965727	0.193307	0.4026984	1.135824
1500	-582.6905	-524.5865	-58.10399	8.626129	0.6875558	0.173709	0.124998	0.026689	0.317829	0.223979	0.154739	0.126626	0.194794	0.0101883	0.227011	0.199776	0.111185	0.0366811	0.0506776	0.271071	0.0272901	0.153646	0.0547782	0.109453	0.0850472	0.13919	0.0153802	0.0331215	0.226859	0.0928457	0.109612	0.0455347	0.241431	0.081079	0.0464349	0.347107	0.28661	0.0187594	0.167398	0.0226698	0.163165	0.117636	0.309574	0.1416506	0.04352259	0.164962	0.138849	0.062032	0.0200517	0.202764	0.0581032	0.0366474	0.00122914	0.0173784	0.0271721	0.0302967	0.0941565	0.0326533	0.0927388	0.0209653	0.2594631	4	34.58522	0.1004834	0.0715324	0.357599	0.920168	2.6507	0.150421	0.121041	0.106045	0.318324	0.152484	0.151685	0.3029857	0.8563543
1600	-576.386	-514.767	-61.61905	4.776223	3.546006	0.075935	0.247653	0.0781227	0.0657336	0.259897	0.0380135	0.184269	0.228446	0.0314706	0.111685	0.0192062	0.177467	0.226566	0.0327682	0.42946	0.0332348	0.175963	0.0389253	0.0289783	0.0177571	0.0952095	0.0252334	0.147228	0.000310248	0.0341739	0.997964	0.00310887	0.629739	0.140873	0.00153209	0.0903847	0.450316	0.163671	0.133658	0.198822	0.158783	0.00726328	0.155248	0.1261501	-0.008385829	0.0663243	0.163492	0.139606	0.021488	0.109609	0.014597	0.150821	0.0233321	0.0522444	0.0706468	0.0358985	0.0736511	0.0516219	0.0158791	0.0107889	0.3654195	6	34.65997	0.06509286	0.427539	0.757885	1.08415	1.73043	0.132287	0.0949187	0.13629	0.257187	0.155373	0.223944	0.3570337	1.023488
1700	-589.1446	-523.5188	-65.62576	5.535228	1.847525	0.897411	0.100843	0.281483	0.181662	0.501955	0.103178	0.0413099	0.290985	0.111534	0.253393	0.0794381	0.381306	0.12075	0.049347	0.393804	0.0120844	0.106921	0.00806513	0.146469	0.0197865	0.0211458	0.0811032	0.00363704	0.0181964	0.363918	0.871239	0.182437	0.115308	0.0420546	0.162834	0.108345	0.201151	0.0684469	0.326566	0.0450296	0.151031	0.0877927	0.069457	0.1577179	-0.01172171	0.0725866	0.16993	0.0342536	0.0147183	0.0382763	0.0640735	0.0449037	0.0117047	1.22188e-05	0.0401753	0.270339	0.14688	0.0302043	0.0362206	0.0257214	0.3132532	5	30.3367	0.1271978	0.274368	0.637754	1.06566	2.02222	0.1114	0.142408	0.0522844	0.351145	0.172309	0.170453	0.3015315	1.038874
1800	-611.6832	-526.6388	-85.04441	26.60252	0.9256608	0.470672	0.181845	0.00209256	0.243607	0.0056681	1.36067	1.23953	0.185157	0.224293	0.035775	0.247362	0.68082	0.016666	0.33032	0.550468	0.0302454	0.458384	0.0116651	0.289914	0.154521	0.0132864	0.638225	0.0652663	0.0794459	0.00937139	0.0847891	0.199139	0.00576035	0.347983	0.0289753	0.0730225	0.189583	0.671379	0.0883814	0.181732	0.0728005	0.0123645	0.0413127	0.2873971	-0.027591	0.0847393	0.176417	0.0330809	0.0128022	0.024182	0.049505	0.138301	0.00388519	0.0279324	0.163455	0.0163827	0.120979	0.0242328	0.0967751	0.02733	0.292604	3	33.64084	0.08301182	0.121893	0.453207	0.986501	2.4384	0.134564	0.120796	0.107208	0.316678	0.168539	0.152216	0.265013	1.104112
1900	-591.7362	-527.8292	-63.90704	20.60407	1.22567	0.0553029	0.0617556	0.265683	0.0884152	0.0733224	0.160285	0.100784	0.323911	0.027391	0.0109227	0.0299032	0.174639	0.380658	0.0632808	0.214351	0.0494333	0.00687667	0.429967	0.438043	0.0326103	0.152929	0.0923872	0.367327	0.466082	0.345598	0.0921285	0.0861569	0.0883205	0.129462	0.0490792	0.369518	0.242907	0.0176735	0.037431	0.115298	0.0469435	0.125245	0.0352031	0.1218773	0.05502946	0.0683147	0.0725492	0.107539	0.0074451	0.0915835	0.0825966	0.0447422	0.00531255	0.000276352	0.319247	0.0202012	0.080156	0.00808019	0.060884	0.0310718	0.2458745	4	33.13469	0.06448763	0.179674	0.535462	1.02923	2.25563	0.120591	0.153884	0.0837492	0.28225	0.156976	0.202551	0.300904	0.8171195
2000	-583.3444	-535.2235	-48.12087	5.00814	0.6722018	0.119343	0.221066	0.00190928	0.264311	0.179772	0.0147247	0.173656	0.157614	0.361706	0.0371598	0.0826049	0.0347562	0.0150884	0.0215641	0.178667	0.0366857	0.2087	0.0340772	0.0189855	0.0147102	0.227751	0.208232	0.229924	0.0912501	0.183914	0.396623	0.0231784	0.326903	0.0215939	0.178148	0.229045	0.0231469	0.166269	0.0423085	0.139072	0.227044	0.287649	0.0507239	0.1421019	0.04316779	0.0672645	0.0373405	0.0719816	0.0109835	0.192555	0.0494531	0.160961	0.0214599	0.0162147	0.0424257	0.11535	0.00346581	0.0640176	0.0386716	0.107856	0.3907161	5	27.11893	0.1167137	0.0682633	0.350114	0.914115	2.66751	0.163831	0.117097	0.119157	0.265495	0.131708	0.202713	0.4338839	0.9005084
2100	-574.6087	-526.4377	-48.17109	4.366356	3.780553	0.0654233	0.154913	0.0166642	0.0626754	0.431086	0.202503	0.221052	0.304216	0.119967	0.207923	0.0195968	0.101248	0.0462951	0.103073	0.206753	0.02819	0.0196294	0.0704268	0.0103532	0.0102793	0.0428552	0.0597244	0.16292	0.0623531	0.197879	0.107571	0.112936	0.026017	0.0531723	0.0357233	0.0477391	0.23335	0.0582855	0.0568434	0.0401405	0.375209	0.0860417	0.136677	0.114582	-0.01473812	0.0545644	0.117288	0.163979	0.0360611	0.0129061	0.193224	0.143159	0.00118425	0.0154637	0.0544337	0.0683445	0.0465558	0.063388	0.0119099	0.0175388	0.4115343	3	29.693	0.1102411	0.441885	0.767261	1.08437	1.70649	0.116071	0.0851858	0.0951435	0.283371	0.110195	0.310033	0.3967962	1.037143
2200	-606.6586	-531.9273	-74.73126	8.454935	0.4913664	0.643307	0.318256	0.464113	0.691872	0.0121484	0.00128054	0.113295	0.12958	0.166053	0.324878	0.0627504	0.279788	0.166492	0.29723	0.108187	0.131567	0.423168	0.0741965	0.00621504	0.056831	0.0303513	0.0340229	0.32705	0.00791291	0.049379	0.0584548	0.102278	0.0921166	0.0313355	0.175651	0.0375695	0.128337	0.323959	0.619101	0.0664824	0.292935	0.0902016	0.365521	0.2265302	0.03927089	0.0378244	0.17287	0.0872986	0.00218595	0.0599364	0.17498	0.242342	0.0622735	0.0646796	0.00486873	0.0348779	0.0017859	0.0244645	0.0228365	0.00677628	0.2808321	2	32.27721	0.05733475	0.0317989	0.246242	0.813883	2.90808	0.126961	0.1156	0.0888582	0.316238	0.156658	0.195684	0.320103	0.877318
2300	-580.0963	-533.4902	-46.60613	25.37061	2.222252	0.151579	0.0483738	0.00621652	0.0081681	0.0427624	0.0147017	0.0873288	0.339896	0.0863955	0.0380893	0.00171677	0.0697155	0.539254	0.0389645	0.115711	0.0208085	0.0682944	0.149001	0.0306111	0.0639566	0.000280338	0.108327	0.0394351	0.154525	0.0237541	0.0682145	0.0262211	0.0102052	0.162849	0.023577	0.0704818	0.107404	0.110776	0.126121	0.063285	0.169858	0.0255	0.132159	0.0726779	-0.005939602	0.0484243	0.0637248	0.055843	0.0941363	0.0284048	0.0488298	0.171192	0.0408171	0.00917796	0.137479	0.0953047	0.0703939	0.0534223	0.0302939	0.0525567	0.5127877	2	29.75927	0.04918139	0.318436	0.676742	1.07467	1.93015	0.132762	0.125274	0.107345	0.250587	0.149159	0.234873	0.5068481	1.011719
2400	-591.8852	-525.7489	-66.13627	23.18643	1.051371	0.0959029	0.177986	0.206868	0.0800781	0.10623	0.102646	0.612501	0.216087	0.00254127	0.303961	0.0638767	0.0553307	0.462635	0.00392175	0.0754631	0.180091	0.0110347	0.126672	0.0433327	0.244009	0.0780339	0.12561	0.000248534	0.103807	0.0901392	0.111334	0.192568	0.0788994	0.0540307	0.161052	0.247705	0.3266	0.226476	0.0634798	0.052719	0.433054	0.112258	0.309303	0.1329343	0.159473	0.00850944	0.139181	0.0188892	0.00905024	0.026253	0.182514	0.0506754	0.00491789	0.00776752	0.404529	0.0033646	0.071818	0.00979866	0.0479248	0.0148077	0.3055919	6	32.60871	0.06638786	0.147089	0.491666	1.00802	2.35323	0.193535	0.160767	0.06094	0.257855	0.147873	0.17903	0.4650648	0.6570952
2500	-577.0537	-523.6368	-53.41683	19.5799	2.273606	0.178978	0.234832	0.0604055	0.172567	0.0254418	0.277721	0.170706	0.281906	0.126804	0.106077	0.0370437	0.176023	0.172758	0.100651	0.123656	0.163402	0.133952	0.0203754	0.072848	0.0176109	0.0195633	0.257722	0.00754961	0.104918	0.253446	0.0892501	0.250232	0.00390114	0.249565	0.116667	0.076681	0.018977	0.108391	0.111492	0.0309361	0.0812295	0.216392	0.128873	0.1367608	-0.04573359	0.137849	0.111132	0.100642	0.0346562	0.017846	0.162845	0.0580058	0.049484	0.00906407	0.144287	0.0236859	0.00285729	0.0024101	0.131069	0.0141676	0.373215	3	29.41874	0.06282848	0.323885	0.681275	1.07554	1.9193	0.120948	0.118282	0.0663504	0.275789	0.220663	0.197967	0.3274814	1.139653
2600	-586.4624	-524.2698	-62.19255	11.54628	0.9996025	0.0471365	0.319722	0.314596	0.119312	0.0802359	0.25318	0.2589	0.0660504	0.447296	0.191591	0.187491	0.211003	0.000127169	0.0837026	0.132129	0.0245172	0.162266	0.348315	0.122148	0.0165193	0.253137	0.747338	0.237437	0.11487	0.320024	0.0547679	0.0154725	0.345298	0.14645	0.24131	0.176644	0.00576677	0.0288045	0.00495202	0.0539156	0.0265955	0.0683331	0.00520033	0.1448721	-0.0242908	0.0395529	0.0673122	0.0930663	0.0202278	0.0251752	0.265187	0.143757	0.0368028	0.00243203	0.128144	0.113196	0.0117369	0.0178956	0.0340114	0.00150312	0.3226634	5	37.4531	0.09140625	0.136874	0.476632	0.999934	2.38656	0.164517	0.0861064	0.0738231	0.285493	0.16655	0.22351	0.2983726	1.081411
2700	-600.0037	-526.8339	-73.16988	7.08791	1.736278	0.197702	0.402582	0.119246	0.936844	0.0386259	0.420912	0.308761	0.18278	0.351164	0.0345675	0.228447	0.0289449	0.941017	0.300468	0.056292	0.559266	0.0253212	0.235686	0.521887	0.113321	0.6938	0.124358	0.0188712	0.0476929	0.570399	0.160937	0.129463	0.0439863	0.0319842	0.0178062	0.4108	0.290026	0.1011	0.582798	0.160162	0.00990433	0.53951	0.327866	0.2265798	0.03160252	0.0292164	0.196057	0.0216056	0.0135425	0.0337558	0.345515	0.0298912	0.0677496	0.0369462	0.106997	0.00127416	0.00541537	0.0365869	0.0566773	0.0187689	0.3851569	3	27.90055	0.1140889	0.259625	0.62368	1.06174	2.05496	0.162194	0.116584	0.0808125	0.27399	0.127329	0.239091	0.4167594	0.9241708
2800	-600.4316	-522.7646	-77.66696	7.231972	0.5746481	0.281846	0.969244	0.913785	0.00992397	0.0135193	0.0603887	0.344927	0.322268	0.427679	0.401802	0.0377689	0.390844	0.249813	0.00220132	0.306834	0.0138083	0.0563504	0.287392	0.228331	0.0272833	0.95866	0.176248	0.588245	0.0164659	0.330412	0.116457	0.0267773	0.671215	0.350446	0.00761359	0.0237878	0.364253	0.0283825	0.378529	0.0292694	0.491391	0.170273	0.206631	0.2756146	0.01931813	0.000342466	0.107974	0.0761018	0.0122543	0.039374	0.0884283	0.197053	0.0211327	0.0157958	0.282243	0.0551123	0.00112884	0.053395	0.0263582	0.0233063	0.4037573	3	29.12957	0.09880412	0.0479249	0.297883	0.867813	2.78638	0.151415	0.0987203	0.099921	0.268071	0.118505	0.263367	0.4230754	0.9543388
2900	-607.4829	-528.2436	-79.2393	6.684552	0.5551467	0.24634	0.203334	0.133215	0.303898	0.317026	0.0495926	0.262681	0.552136	0.399807	0.127261	0.0505472	0.684887	0.104273	0.330822	0.304767	0.142656	0.00112822	0.0325542	0.174673	0.5164	0.27377	0.244881	0.0669978	0.130971	0.290167	0.105864	0.0610721	0.0737489	0.171362	0.248417	0.229462	0.170481	0.0333893	0.449257	0.368591	0.781128	0.876249	0.00690473	0.2747812	-0.09427479	0.0951795	0.0231997	0.0187901	0.0111329	0.0966488	0.300941	0.104923	0.00939634	0.00279539	0.124225	0.0269459	0.104386	0.00860469	0.0607194	0.0121125	0.4766294	2	31.49956	0.08936229	0.0440097	0.286401	0.856589	2.813	0.136563	0.162086	0.108895	0.299144	0.163732	0.129581	0.3823546	1.246564
3000	-604.387	-525.4109	-78.97613	7.176593	2.17337	0.0381669	0.240496	0.216198	0.121841	0.357722	0.0775803	0.0516299	0.273997	0.113905	0.0523697	0.0266122	0.11017	0.0372007	0.448797	0.098092	0.0419176	0.35094	0.21965	0.0358362	0.103814	0.542935	0.620677	0.0942881	0.0589858	0.00030816	0.775764	0.00438308	0.157282	0.368798	0.687858	0.557674	0.00946951	0.0584498	0.0909028	0.114505	0.268765	0.402068	0.822314	0.2710604	-0.07143344	0.212298	0.160032	0.0331823	0.0287569	0.005986	0.0605771	0.144402	0.00985485	0.00689714	0.0738736	0.0470596	0.108541	0.0203607	0.0361191	0.0520598	0.3396142	3	34.67464	0.1059357	0.313127	0.672268	1.07378	1.94083	0.168499	0.154046	0.0845314	0.278479	0.145957	0.168488	0.2681807	1.266363
