Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-311.2555	-287.0819	-24.17358	5.663694	2.430071	0.220255	0.178277	0.174851	0.290116	0.273162	0.305654	0.391447	0.168613	0.090911	0.0037679	0.335126	0.129858	0.17463	0.237072	0.539079	0.0744722	0.487217	0.236241	0.0583434	0.251018	0.142505	0.080641	0.1791106	0.1012268	0.0336438	0.105329	0.0139175	0.047315	0.000760175	0.000838647	0.282963	0.0145491	0.115701	0.0179005	0.126645	0.0486851	0.0434781	0.135331	0.0129421	0.4122069	2	7.117706	0.1936649	0.339725	0.694131	1.07779	1.88836	0.19106	0.286584	0.118839	0.0612159	0.156208	0.186094	0.5134337	0.8028435
1	0	-304.1738	-283.566	-20.60782	8.560457	2.335128	0.0401735	0.0562157	0.0852422	0.313824	0.130763	0.198521	0.00498853	0.177595	0.0083467	0.00861603	0.361872	0.13392	0.360466	0.101037	0.103527	0.215734	0.246782	0.174825	0.00796236	0.0337239	0.0111271	0.00559859	0.1262759	0.07274954	0.0190733	0.103349	0.0492594	0.0334258	0.00385876	0.00040465	0.230477	0.0208129	0.0441544	0.0198961	0.198015	0.000456714	0.0568953	0.19352	0.0264018	0.2523612	0	9.16495	0.1414357	0.330246	0.686495	1.07649	1.90677	0.222122	0.335861	0.0983511	0.0508301	0.204326	0.0885097	0.3251107	0.7762315
2	0	-311.9585	-273.1541	-38.80438	5.378562	6.635812	0.0591624	0.122491	0.657578	0.495778	2.01654	0.617137	0.337059	0.00679041	0.0191108	0.138486	0.0378216	0.0679348	0.352498	0.263111	0.0798328	0.323217	0.678635	0.165813	0.775109	0.103092	0.306567	0.00131623	0.3109889	0.04783652	0.0158266	0.142945	0.000161766	0.00556147	0.00137507	0.0217108	0.131346	0.00338812	0.0412738	0.135746	0.285184	0.00280097	0.0402523	0.165795	0.00663376	0.3040917	0	7.910345	0.1361774	0.558484	0.834944	1.0798	1.52677	0.202214	0.367029	0.0766962	0.10375	0.181336	0.0689745	0.3519283	0.8640731
3	0	-301.8793	-276.2649	-25.61435	5.364265	3.164469	0.284014	0.0622637	0.5288	1.20062	0.714474	0.158414	0.301284	0.166365	0.000547331	0.12678	0.00360054	0.0521178	0.014014	0.353497	0.074665	0.52704	0.270322	0.0973894	0.0866604	0.142259	0.0627245	0.0971521	0.18987	0.2718757	0.0257023	0.146184	0.00383783	0.13433	0.0431216	0.0032627	0.153542	0.0117836	0.0634671	0.0134546	0.182346	0.0709388	5.73668e-05	0.144066	0.00390673	0.291732	1	8.556187	0.1318468	0.401598	0.740246	1.08322	1.77494	0.205878	0.402734	0.120821	0.0537596	0.129651	0.0871559	0.5636076	0.5176153
4	0	-317.3573	-281.3442	-36.01309	4.830497	8.110106	0.202702	0.0469279	0.183667	0.141049	1.28013	0.417814	0.246944	0.123477	0.00563698	0.953196	0.517654	0.127364	0.532006	0.0876192	0.404587	0.533448	0.843003	0.110382	0.14212	0.635445	0.181849	0.712983	0.2938308	0.2118902	0.0230173	0.203281	0.00832646	0.0377779	0.00019575	0.0046249	0.0647437	0.00260206	0.118332	0.0435949	0.205349	0.0487588	0.00331018	0.11619	0.119896	0.2285	3	4.969257	0.290326	0.595498	0.853714	1.07639	1.47439	0.27531	0.309592	0.0881246	0.117462	0.143472	0.0660394	0.4403902	0.5188581
5	0	-292.504	-274.9892	-17.51478	13.12563	3.079193	0.0986934	0.039247	0.0186118	0.0486617	0.191351	0.114398	0.00479638	0.20489	0.00722166	0.0592655	0.223814	0.0185118	0.0405037	0.0404707	0.279589	0.130804	0.0555806	0.0120926	0.00854755	0.100592	0.0990005	0.00918794	0.05843063	-0.03798826	0.016019	0.0983783	0.00730039	0.00585806	0.000824629	5.03666e-05	0.193138	0.00477269	0.0623115	0.0168133	0.271609	0.0201225	0.0617495	0.190399	0.0506539	0.1812726	0	19.59009	0.06359848	0.395297	0.73582	1.08288	1.786	0.243229	0.404502	0.0849566	0.0473121	0.120172	0.0998287	0.1432843	1.265125
6	0	-301.4404	-279.5314	-21.90895	6.75595	3.267706	0.0141735	0.127836	0.0399266	0.236558	0.358805	0.201256	0.00505015	0.019094	0.158108	0.0602354	0.156063	0.0938214	0.14075	0.447139	0.132048	0.295022	0.00632049	0.0945909	0.402418	0.244687	0.076317	0.00205454	0.1492095	-0.07825474	0.0396429	0.161385	0.00254497	0.0220165	0.0549259	0.0118572	0.107155	0.0041832	0.103063	0.0381385	0.189698	0.0183133	0.193879	0.00136145	0.0518354	0.3490162	0	10.3479	0.1495878	0.408967	0.74535	1.08355	1.76213	0.179643	0.326961	0.138751	0.0844701	0.200608	0.0695665	0.2707614	1.289017
7	0	-310.0889	-284.1654	-25.92349	6.761166	2.728855	0.146866	0.191891	0.552829	0.222355	0.929215	0.474572	0.00437531	0.01913	0.0809455	0.0908607	0.477276	0.031688	0.232851	0.307288	0.260457	0.172157	0.0916193	0.0452688	0.0168541	0.241472	0.321504	0.0307979	0.1705363	0.07719086	0.0312242	0.101312	0.0581531	0.056061	0.0288509	0.00146872	0.13699	0.0160886	0.125902	0.0192634	0.182737	0.0724824	0.031093	0.128543	0.00983021	0.3684177	1	8.351922	0.08386377	0.367134	0.715317	1.0808	1.83674	0.260296	0.327999	0.145206	0.0866167	0.116644	0.0632379	0.4456085	0.8267743
8	0	-310.5395	-288.4419	-22.0976	4.700906	0.8934429	0.0783197	0.0954075	0.465978	0.0124671	0.626108	0.426142	0.0291871	0.385071	0.0800901	0.161104	0.120691	0.210531	0.0919836	0.317509	0.429052	0.416757	0.151472	0.146056	0.762784	0.220807	0.0230169	0.589409	0.2505315	0.13345	0.0479663	0.103238	0.0381465	0.0418008	0.0213317	0.014959	0.088004	0.0476505	0.130614	0.166393	0.145091	0.0440662	0.0112638	0.0827584	0.0167167	0.1940684	2	5.523276	0.2012958	0.115234	0.442202	0.979827	2.46274	0.132914	0.338782	0.119567	0.0799705	0.156702	0.172065	0.3275184	0.592542
9	0	-331.5662	-283.4134	-48.15272	8.071601	2.370201	0.124889	0.0635459	0.301077	0.0671395	0.850607	0.410779	0.0119925	1.87796	0.0858785	0.309491	0.13665	0.207552	0.355738	0.385711	0.494661	0.18362	0.256617	0.269946	1.93156	0.361252	0.0517329	0.0300426	0.5772929	-0.002318535	0.0175588	0.239777	0.00581304	0.00259967	0.0119872	0.0300137	0.19265	0.00191252	0.105205	0.0282937	0.141112	0.0628839	0.0178439	0.11637	0.0259793	0.5194751	1	15.65893	0.1012593	0.333795	0.689373	1.07699	1.89984	0.238681	0.286523	0.0942044	0.0960227	0.186956	0.097613	0.5171565	1.004483
10	0	-326.302	-291.4726	-34.8294	5.009176	1.09267	0.167252	0.234625	0.149904	0.596347	0.329273	0.0017453	0.244915	0.0647297	0.14183	0.0304786	0.0413159	0.37544	0.515833	0.770772	0.123348	0.214314	2.59057	0.294465	0.212291	1.18483	0.540252	0.810931	0.3366463	0.06957428	0.0384354	0.133881	0.00757308	0.0734875	0.00495303	0.004423	0.193751	0.00199399	0.185333	0.0151396	0.105922	0.0937406	0.00342427	0.108528	0.029414	0.3120633	2	7.777247	0.1875288	0.155064	0.502937	1.01381	2.32819	0.240086	0.290188	0.0596277	0.120425	0.228784	0.0608894	0.3816376	0.8176954
11	0	-301.5642	-281.0667	-20.49748	6.795848	1.20995	0.0767958	0.109206	0.204	0.389143	0.376967	0.060212	0.129809	0.34388	0.0246214	0.064559	0.0611254	0.337516	0.0110405	0.203597	0.154385	0.0674181	0.54291	0.00732372	0.314101	0.461048	0.00154997	0.0357646	0.153433	-0.1646721	0.0199798	0.211079	0.0199452	0.00181207	0.0021377	0.0481802	0.213288	0.00231107	0.128454	0.0421022	0.282253	0.00447165	0.0143316	0.000757553	0.00889601	0.4774133	2	8.36278	0.149636	0.176851	0.531889	1.02763	2.26363	0.169739	0.346651	0.113536	0.0679352	0.160148	0.14199	0.3127411	1.526545
12	0	-302.2658	-281.4729	-20.79289	6.842596	2.125435	0.0632042	0.0326407	0.00448885	0.103087	0.46907	0.406718	0.198812	0.0822843	0.000521985	0.150274	0.270276	0.0476295	0.426193	0.215851	0.0106027	0.0856053	0.00600323	0.0604	0.282372	0.314372	0.0838304	0.252983	0.1073217	0.0152558	0.0533206	0.0882472	0.0155103	0.0787327	0.0260464	0.0176163	0.208204	0.00204557	0.158142	0.0413127	0.077548	0.0153796	0.101762	0.105914	0.0102187	0.4534378	1	10.81286	0.08716619	0.307802	0.667722	1.07283	1.95164	0.2796	0.305679	0.117616	0.082289	0.124201	0.0906157	0.4686936	0.9674504
