Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1800	-60.1376	-91.01932	30.88172	2.817971	0.000963624	0.00869501	0.00862316	0.00686257	0.0185397	0.0407574	0.00797048	0.00347603	0.01126162	0.03317296	0.0730524	0.0261194	0.0902185	0.0422584	0.0547089	0.0653875	0.0291631	0.0130066	0.0338097	0.0698043	0.161618	0.156762	0.0790748	0.0408792	0.0641364	0.02756738	117.4606	0.374671	0.720924	1.08146	1.82295	0.0228267	0.310221	0.0352754	0.134956	0.381507	0.115214	0.06074034	0.4538562
1900	-71.74779	-90.10269	18.3549	0.8184924	0.0175614	0.00908241	0.105679	0.466576	0.211762	0.19454	0.021951	0.375932	0.1836283	0.05388569	0.0557015	0.0853891	0.0171998	0.216079	0.061622	0.119278	0.00840507	0.0723725	0.0151368	0.126632	0.0190818	0.00820053	0.0674635	0.123363	0.00407533	0.02395504	17.89581	0.0994872	0.414474	0.96195	2.52409	0.0372661	0.315475	0.016309	0.261092	0.313125	0.0567325	0.07784073	0.3077443
2000	-59.20669	-86.13982	26.93313	0.9608336	0.00238976	0.0337074	0.0170781	0.0241544	0.0855622	0.115184	0.000280596	0.0432005	0.05897539	0.008156479	0.063361	0.132013	0.0517316	0.089259	0.00525723	0.00503665	0.135514	0.0926882	0.054182	0.00149585	0.108137	0.0677021	0.00575688	0.13335	0.0545154	0.0005744314	124.1865	0.129074	0.464654	0.993195	2.41308	0.0399427	0.374338	0.0287207	0.0616697	0.453817	0.0415121	0.00873091	0.06579284
2100	-60.79463	-86.1253	25.33067	1.580903	0.0252732	0.0225325	0.0289448	0.0180984	0.125497	0.0340803	0.108271	0.0455178	0.03257367	0.05026529	0.0143923	0.0779668	0.0254597	0.0866715	0.086173	0.042811	0.0467252	0.0913149	0.042967	0.000673896	0.0318042	0.140758	0.0327924	0.157135	0.122355	0.04988457	28.39819	0.237554	0.601491	1.05484	2.10612	0.0367219	0.451	0.0210616	0.166295	0.293818	0.0311035	0.1001499	0.4980992
2200	-52.46963	-82.29036	29.82073	2.434697	0.00501378	0.00985494	0.0121275	0.0611867	0.0578244	0.101299	0.000629143	0.00170537	0.03377796	0.01681352	0.138448	0.012204	0.0279243	0.0314541	0.13025	0.00440125	0.0419424	0.0235719	0.040532	0.171658	0.183659	0.0175822	0.00173795	0.139822	0.0348137	0.01132368	56.30222	0.340177	0.694491	1.07785	1.88749	0.0463362	0.29808	0.00252601	0.239413	0.381465	0.0321801	0.02813719	0.4024452
2300	-67.52553	-82.83587	15.31034	2.666111	0.0782514	0.154809	0.168679	0.0208139	0.205407	0.0910897	0.284709	0.152098	0.1809341	0.2205802	0.0353763	0.106823	0.0911936	0.0941048	0.0137797	0.0150313	0.041693	0.167429	0.0114227	0.101924	0.00665986	0.0470281	0.0088349	0.25014	0.00856022	0.03112934	13.13704	0.36166	0.711188	1.08029	1.84687	0.0212081	0.527757	0.00156479	0.116583	0.243	0.0898873	0.2517095	0.1236717
2400	-57.87885	-82.31208	24.43322	1.177761	0.000996313	0.097989	0.0228822	0.094462	0.00870086	0.0195531	0.136173	0.124322	0.09125683	0.01769637	0.227689	0.0392628	0.0160951	0.0882511	0.00568891	0.0380454	0.0519936	0.00438104	0.124265	0.135253	0.0267768	0.038874	0.130441	0.0628013	0.0101823	0.01549719	56.78035	0.171	0.524358	1.02418	2.28047	0.0340196	0.504082	0.0113934	0.0979344	0.307075	0.045496	0.03319355	0.4668734
2500	-65.60899	-88.04052	22.43153	1.817989	0.0483994	0.0137589	0.0206355	0.0753784	0.14519	0.257026	0.039498	0.0752192	0.06823462	0.07000135	0.0256116	0.0673213	0.129165	0.177954	0.00326836	0.0336753	0.0614197	0.146672	0.000991367	0.0981093	0.0153622	0.0146575	0.0536232	0.131072	0.0410976	0.05237263	19.27097	0.270536	0.634149	1.06469	2.03063	0.0681085	0.408518	0.0314244	0.138674	0.306968	0.0463076	0.122374	0.4279719
2600	-57.79233	-81.26783	23.47551	1.563519	0.00721262	0.0385607	0.0141525	0.0997401	0.0113016	0.173422	0.115	0.152858	0.09450066	0.04676451	0.0670976	0.0342469	0.0809362	0.0445118	0.201759	0.0201138	0.0364132	0.0303606	0.00572364	0.0705544	0.238088	0.0288591	0.0029479	0.128571	0.00981691	0.02799851	31.6078	0.23497	0.598799	1.05394	2.11229	0.0658631	0.349193	1.79061e-05	0.0990813	0.419676	0.0661688	0.07476302	0.3744968
2700	-49.80754	-80.26085	30.45331	1.507791	0.0126687	0.0168742	0.00443136	0.0225878	0.00744214	0.00721474	0.0658874	0.0414986	0.01870064	0.001209157	0.0887436	0.0875747	0.113656	0.0125986	0.0237563	0.174271	0.0120393	0.0013271	0.0475255	0.0157608	0.0109489	0.0169651	0.00180184	0.252269	0.140763	0.008788759	122.0478	0.226524	0.589848	1.05088	2.13275	0.0390285	0.496463	0.00475947	0.150129	0.264121	0.0454986	0.009997916	0.8790591
2800	-67.3956	-82.78517	15.38957	0.9667228	0.0115172	0.335127	0.11762	0.164315	0.0309225	0.19236	0.207288	0.0359576	0.1729667	0.03032908	0.0547123	0.206214	0.0174458	0.0596289	0.0966789	0.0328968	0.0318626	0.0153363	0.233214	0.00978195	0.0133086	0.00493278	0.0396022	0.149973	0.0344123	0.0995526	52.54109	0.130267	0.466516	0.99426	2.40896	0.0449489	0.476833	0.0165059	0.131496	0.260727	0.0694893	0.1298817	0.7664869
2900	-60.63235	-81.62913	20.99678	1.263608	0.0665768	0.0663933	0.119676	0.128718	0.0478654	0.152805	0.13094	0.133189	0.0563247	0.02724465	0.0263144	0.017858	0.0714696	0.214102	0.00115378	0.0761752	0.0410609	0.0138364	0.0502162	0.0349857	0.179361	0.0477589	0.0270911	0.179686	0.0189308	0.01944424	29.69065	0.186391	0.543814	1.03289	2.2369	0.0451154	0.413238	0.00448036	0.141154	0.333658	0.0623548	0.04668889	0.416464
3000	-57.31626	-84.65655	27.34029	1.873602	0.00891125	0.0207411	0.00569594	0.0188996	0.0452894	0.0259291	0.00909313	0.152954	0.03050417	0.01405878	0.0296294	0.0881538	0.0223302	0.0600164	0.219794	0.00771784	0.0263948	0.00025915	0.013476	0.100439	0.0657428	0.27142	0.0117754	0.0820626	0.000787944	0.0005956779	109.1385	0.277705	0.640862	1.06648	2.01495	0.0363899	0.338687	0.0423613	0.204214	0.341586	0.036761	0.01465446	0.04064823
3100	-58.48439	-83.14537	24.66097	2.669887	0.0018996	0.0368258	0.0117323	0.0192595	0.0189353	0.0479118	0.00721195	0.0405273	0.0223147	0.0007423051	0.0106843	0.00871325	0.0580168	0.101235	0.0114698	0.0801138	0.11409	0.00624114	0.1703	0.115859	0.0416913	0.0568406	0.0608466	0.159415	0.00448427	0.006720615	703.312	0.361994	0.711441	1.08032	1.84625	0.0614012	0.465194	0.00709018	0.147061	0.280399	0.038855	0.00746292	0.9005342
3200	-62.99075	-80.42857	17.43782	2.157601	0.01599	0.105959	0.0911289	0.34647	0.409545	0.365635	0.491332	0.000502492	0.2740387	0.1611437	0.191292	0.0368073	0.0745375	0.0352504	0.107798	0.107285	0.0144234	0.0442555	0.0678444	0.0170478	0.097841	0.0252107	0.00404582	0.14105	0.0353113	0.05112441	3.628044	0.311389	0.67079	1.07348	1.94435	0.0206502	0.393092	0.00669376	0.185981	0.351124	0.0424586	0.2122681	0.2408483
3300	-56.07984	-82.45818	26.37835	3.274443	0.0655097	0.0528117	0.0125658	0.00347936	0.0363762	0.073136	0.00777671	0.128209	0.03663388	0.02220005	0.131458	0.0155367	0.107712	0.073458	0.125382	0.0334748	0.0762481	0.0420526	0.0532985	0.0775176	0.0292841	0.000407014	0.0203913	0.171803	0.0419767	0.01101305	39.22302	0.409439	0.745674	1.08357	1.76132	0.0898235	0.416994	0.000266985	0.112409	0.33502	0.0454865	0.0332131	0.3315876
3400	-63.65147	-81.15222	17.50075	2.864588	0.174637	0.00509868	0.184112	0.265254	0.222153	0.17858	0.0815263	0.0667813	0.1307863	0.005444881	0.221261	0.0463842	0.0185336	0.124985	0.195019	0.0131969	0.0235846	0.0214615	0.0372176	0.0916874	0.00645147	0.00632387	0.0105999	0.160238	0.0230556	0.01248848	20.57991	0.378507	0.723744	1.08176	1.81599	0.0403964	0.347524	0.0333884	0.170625	0.304779	0.103288	0.01793336	0.6963826
3500	-63.95307	-81.39081	17.43774	2.96484	0.0181218	0.0605987	0.0272753	0.188321	0.157437	0.345379	0.0694489	0.0615454	0.10574	-0.0502789	0.0181299	0.106302	0.0335048	0.0685692	0.089345	0.0331384	0.0345891	0.024791	0.0267585	0.11205	0.00647839	0.114471	0.00733274	0.303219	0.0213207	0.1482211	16.68976	0.386523	0.729562	1.08234	1.80158	0.0664714	0.334662	0.00843822	0.188509	0.35112	0.0507999	0.09794224	1.513353
3600	-63.60016	-82.92612	19.32596	4.193551	0.0916732	0.127967	0.0465103	0.0127291	0.0682726	0.0948857	0.224724	0.014544	0.07332933	0.005903488	0.0398705	0.010719	0.026597	0.00599391	0.0358901	0.0331686	0.0705838	0.0224853	0.0918635	0.301272	0.173853	0.021745	0.00648315	0.149731	0.00974453	0.07878156	36.08026	0.464689	0.781647	1.08432	1.66934	0.0401193	0.401675	0.00824956	0.115296	0.404571	0.0300884	0.08468505	0.9302889
3700	-66.24787	-86.4172	20.16933	0.8855574	0.00674666	0.0502413	0.154833	0.0600629	0.0561446	0.288199	0.0302265	0.301093	0.06567109	0.03968036	0.110148	0.136148	0.0151149	0.0163276	0.00613254	0.0151864	0.0501538	0.100171	0.122273	0.0163673	0.0481099	0.108896	0.0342098	0.154785	0.0659759	0.0201439	31.5666	0.113593	0.439428	0.978108	2.46887	0.094693	0.302804	0.0257663	0.170311	0.366172	0.0402532	0.05982426	0.3367179
3800	-68.09112	-87.04437	18.95326	2.096823	0.0202189	0.0486121	0.423137	0.0680829	0.0511768	0.305876	0.0377391	0.101387	0.09958541	-0.08220613	0.119489	0.0613019	0.00280624	0.168199	0.034761	0.0881935	0.0807802	0.117998	0.0450958	0.00553983	0.0219583	0.0810347	0.0742805	0.0645736	0.0339887	0.1822463	5.998129	0.304565	0.66493	1.07223	1.95827	0.091294	0.359559	0.000774207	0.171188	0.327198	0.0499868	0.1000402	1.821731
3900	-61.6837	-88.26782	26.58413	2.313088	0.0381389	0.00149432	0.038119	0.0795586	0.019889	0.0785056	0.0772119	0.0229869	0.06351385	-0.01982734	0.0170868	0.0724393	0.00851877	0.0617644	0.142602	0.0414536	0.0261859	0.0782047	0.0684989	0.0691092	0.0209484	0.313247	0.0057402	0.069189	0.00501216	0.04780505	22.32905	0.327988	0.684651	1.07616	1.9112	0.0747272	0.368513	0.0411747	0.251241	0.190422	0.0739215	0.02797772	1.708683
4000	-66.40909	-85.88663	19.47754	1.443784	0.00710565	0.0764212	0.122626	0.0318421	0.0716918	0.024308	0.247162	0.0838474	0.09338013	-0.003184342	0.0496825	0.125356	0.0563851	0.0511105	0.0868783	0.123182	0.171614	0.053627	0.0628806	0.0235465	0.0112407	0.0172792	0.000214756	0.143865	0.0231373	0.03273765	122.9412	0.216506	0.578924	1.04694	2.15763	0.0830203	0.442911	0.00687713	0.157126	0.271118	0.0389466	0.02955331	1.107749
4100	-66.65734	-86.93792	20.28058	1.280559	0.0379435	0.0289138	0.0250002	0.0425949	0.0213013	0.321017	0.0454588	0.0197751	0.1141622	0.02002525	0.171449	0.0407824	0.031445	0.13914	0.00131327	0.0490477	0.030095	0.0333907	0.0443234	0.00110852	0.100439	0.055422	0.0716341	0.168827	0.0615824	0.05694626	52.87558	0.189349	0.547428	1.03444	2.22878	0.0332601	0.335028	0.0490481	0.150207	0.34296	0.0894971	0.07697152	0.7398356
4200	-61.19465	-81.07182	19.87717	1.629666	0.00477955	0.0299503	0.0479723	0.0233628	0.00720693	0.0671083	0.0668932	0.0699455	0.05140015	0.00867716	0.0967733	0.0330118	0.0601334	0.11838	0.047473	0.116278	0.0209549	0.0115709	0.101278	0.0958549	0.0433671	0.0394675	0.0164269	0.121473	0.0775576	0.01299996	427.2524	0.244676	0.608807	1.05721	2.08931	0.0274056	0.336837	0.00465649	0.132605	0.416624	0.0818723	0.02167712	0.5997088
4300	-59.98741	-83.14751	23.16011	1.923351	0.0155774	0.232614	0.0096985	0.026581	0.135206	0.0801501	0.249625	0.0338454	0.08876989	0.03709112	0.115946	0.00964633	0.0665535	0.0998272	0.0119903	0.207315	0.030156	0.032135	0.025973	0.150186	0.0353153	0.0430498	0.0174237	0.151687	0.0027966	0.004489625	24.12026	0.28395	0.646607	1.06795	2.00149	0.0464491	0.462507	0.00892545	0.123228	0.269088	0.089803	0.04158074	0.1079737
4400	-67.24473	-87.79286	20.54813	2.37614	0.00187222	0.109734	0.0243443	0.0709691	0.0558575	0.142117	0.111624	0.0401348	0.06437293	0.002198699	0.140926	0.00451303	0.0230921	0.0251022	0.0578116	0.0876685	0.0496286	0.000183967	0.120604	0.132686	0.0514215	0.0531557	0.0341404	0.172554	0.0465137	0.00262561	112.2981	0.33439	0.689854	1.07707	1.89868	0.0257452	0.531675	0.0649323	0.0819221	0.271555	0.0241704	0.004824309	0.5442459
4500	-71.91396	-84.13506	12.22111	1.081882	0.110816	0.0882635	0.0950362	0.0168403	0.869225	0.326022	0.0143222	0.151151	0.2983275	0.032928	0.140786	0.104784	0.0804347	0.0148691	0.0192982	0.147001	0.0525698	0.0596015	0.0244062	0.012034	0.0811522	0.0316125	0.0870379	0.135895	0.00851698	0.004522075	59.43651	0.152996	0.500052	1.01234	2.33461	0.058364	0.549369	0.00720609	0.0728729	0.242387	0.0698003	0.03745008	0.1207494
4600	-68.23303	-86.45385	18.22082	0.6608418	0.0367341	0.130183	0.0343909	0.233796	0.101727	0.267283	0.0213324	0.012677	0.09481682	-0.0191075	0.00127607	0.000913825	0.0915144	0.00687328	0.142557	0.0931504	0.0196674	0.0877529	0.0687176	0.00821754	0.0540981	0.293747	0.0285113	0.0875288	0.0154742	0.05412462	64.71724	0.0658519	0.344453	0.909446	2.68025	0.0527724	0.501991	0.00377959	0.101963	0.293627	0.0458679	0.03501712	1.545662
4700	-62.34697	-84.80105	22.45408	1.382304	0.0347829	0.086865	0.00439302	0.284927	0.00310826	0.00665515	0.0277406	0.204445	0.1025803	0.01341332	0.113996	0.0346371	0.0915077	0.0971352	0.00572871	0.12361	0.00999512	0.0989223	0.187289	0.0145223	0.0301397	0.0321515	0.00755242	0.138372	0.0144413	0.007500127	50.11477	0.206555	0.567717	1.04269	2.18304	0.0230818	0.630541	0.00447434	0.10366	0.195483	0.0427607	0.02091344	0.3586271
4800	-69.09745	-84.94506	15.84761	1.943227	0.0108324	0.282968	0.030965	0.295241	0.154093	0.0221876	0.441366	0.0279356	0.1142837	-0.005740745	0.0717294	0.219292	0.164457	0.0170102	0.00595535	0.0136108	0.0432295	0.144387	0.0265118	0.00219309	0.00658472	0.114918	0.0264096	0.132375	0.0113352	0.03526586	46.8948	0.286402	0.648838	1.0685	1.99626	0.0276803	0.475164	0.00209052	0.155448	0.265236	0.0743808	0.02952512	1.194436
4900	-62.34158	-85.53034	23.18876	3.200181	0.0488413	0.0658931	0.071721	0.0317092	0.0349356	0.0797571	0.173378	0.033639	0.06071214	0.0614594	0.0652295	0.0223357	0.0608921	0.0287485	0.161444	0.0191995	0.135166	0.0621119	0.0640169	0.00373934	0.0397205	0.0902125	0.00379096	0.237234	0.00615863	0.00292372	32.94104	0.404179	0.742042	1.08334	1.77044	0.023585	0.446057	0.00827935	0.113845	0.359541	0.0486927	0.06438312	0.04541128
5000	-65.33162	-83.85957	18.52795	2.887068	0.00441173	0.162723	0.0133667	0.0303688	0.0279816	0.330835	0.239446	0.0838824	0.1039473	0.03707542	0.116924	0.173271	0.161805	0.113101	0.0153829	0.0740285	0.07075	0.0188898	0.0578798	0.0373845	0.0417982	0.0129973	0.00211471	0.0801641	0.0235101	0.1693625	12.76698	0.380332	0.725077	1.0819	1.81269	0.0595758	0.373376	0.0115391	0.0609318	0.361709	0.132869	0.2064379	0.820404
5100	-53.25013	-81.29656	28.04643	2.801118	0.00113734	0.0445221	0.0327982	0.00296823	0.00838155	0.0538028	0.011748	0.0298532	0.04580624	0.01454487	0.0832582	0.181429	0.119001	0.00698331	0.0314287	0.00488967	0.00989281	0.00717628	0.00755354	0.187867	0.132709	0.0539669	0.00383117	0.068413	0.1016	0.01553148	77.55488	0.373266	0.719886	1.08134	1.82551	0.01116	0.408613	5.76378e-05	0.14006	0.348832	0.091278	0.03007635	0.5164017
5200	-57.73145	-85.85929	28.12784	1.770559	0.020958	0.0241127	0.00232303	0.0233524	0.00246372	0.149504	0.00788269	0.0693771	0.03957568	0.01353207	0.136774	0.0818062	0.0262504	0.0344045	0.0596802	0.0497263	0.142374	0.0507698	0.0728696	0.00456783	0.11185	0.0587923	0.0102538	0.109336	0.050545	0.02766999	37.07046	0.264258	0.628164	1.06302	2.04455	0.054765	0.553031	0.0124377	0.0517549	0.26409	0.0639213	0.04120206	0.6715682
5300	-59.52442	-85.45313	25.92872	1.993759	0.0669012	0.0308528	0.0199347	0.0584461	0.0201873	0.0226816	0.0197422	0.0390271	0.04652738	-0.004354808	0.0182746	0.184139	0.0825488	0.207962	0.142824	0.0102353	0.0145202	0.0223391	0.00311202	0.0160912	0.0754243	0.0706935	0.020369	0.109153	0.0223126	0.02464707	89.50947	0.292529	0.654348	1.06983	1.98329	0.0270939	0.417002	0.0129285	0.135689	0.330984	0.0763022	0.02029226	1.214604
5400	-48.69629	-81.84453	33.14824	1.444113	0.0269559	0.0239558	0.000531173	0.00352007	0.0159229	0.00177217	0.102225	0.00822657	0.02213199	0.01660742	0.0742023	0.142993	0.0528312	0.0506363	0.131784	0.0551559	0.0292919	0.0143369	0.0352689	0.201758	0.0239997	0.00591622	0.0354965	0.11026	0.0360707	0.001589542	72.38353	0.216559	0.578982	1.04696	2.1575	0.0500697	0.411066	0.000717519	0.120409	0.37388	0.0438587	0.01819696	0.08735205
