Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-268.3149	-246.3093	-22.00556	1.87916	3.503398	0.0584391	0.530941	0.104782	0.49383	0.754801	0.330345	0.237909	0.0396998	0.00506245	0.099664	0.0798806	0.153287	0.0667596	0.0302409	0.516317	0.0478468	0.3497822	-0.02073704	0.0498794	0.0334827	0.239206	0.132849	0.00414403	0.0430356	0.0444181	0.0326261	0.274322	0.0646487	0.00336548	0.0209747	0.000608666	0.00809209	0.0483471	0.3012947	2	27.09534	0.0570648	0.42481	0.756072	1.08408	1.73504	0.243875	0.205881	0.234771	0.0886989	0.186043	0.0407308	0.2805576	1.073914
100	-267.8688	-251.5346	-16.33416	1.496351	1.887857	0.299878	0.00853627	0.302972	0.310495	0.0742486	0.109794	0.130599	0.241249	0.0473629	0.130986	0.164691	0.0443728	0.066328	0.0853507	0.204853	0.414809	0.1610227	-0.05516905	0.034767	0.0512395	0.110657	0.14788	0.106313	0.016784	0.030822	0.0377117	0.207406	0.0246725	0.0597536	0.0918266	0.0400744	0.0101719	0.0299206	0.20308	1	16.08657	0.2136275	0.27951	0.642533	1.06691	2.01104	0.274425	0.213567	0.170773	0.141056	0.171222	0.0289576	0.1479109	1.372988
200	-264.6132	-245.7388	-18.87434	0.7302853	2.918931	0.374224	0.411656	0.646155	0.359451	0.190912	0.211425	0.0693732	0.427016	0.0264637	0.0296007	0.0201407	0.0651189	0.424201	0.114936	0.086924	1.21235	0.2249534	-0.003303214	0.0262893	0.00409614	0.010409	0.105979	0.0871791	0.0061015	0.0777611	0.0661384	0.316554	0.0254668	0.0477427	0.12723	0.00998503	0.0867494	0.00231889	0.2158053	2	15.92235	0.08304059	0.382891	0.726938	1.08209	1.80809	0.249255	0.228092	0.118211	0.140087	0.227679	0.0366751	0.2125021	1.015544
300	-267.2452	-249.2394	-18.00579	3.368102	2.071032	0.798999	0.17091	0.013638	0.0694187	0.147567	0.116532	0.307595	0.0477889	0.0141737	0.133001	0.148232	0.778916	0.0711982	0.0804876	0.270283	0.183555	0.1770736	0.003194363	0.0475535	0.164825	0.14732	0.19587	0.0240017	0.0135608	0.0663414	0.0371136	0.0464136	0.0340628	0.0763838	0.0376468	0.00367485	0.0317152	0.0735165	0.1032421	1	20.73265	0.09897681	0.301609	0.662361	1.07167	1.96436	0.159281	0.305274	0.151143	0.0828976	0.212574	0.0888306	0.1064364	0.9699881
400	-264.9954	-247.9342	-17.06124	2.793252	3.773464	0.267702	0.413301	0.0169214	0.0828879	0.00543732	0.118476	0.239643	0.0174107	0.164624	0.0733797	0.0658589	0.221944	0.0336511	0.245236	0.105506	0.261782	0.1681298	0.01961388	0.0381164	0.0869383	0.103542	0.0577617	0.0725167	0.0516217	0.0845335	0.145383	0.108292	0.0537207	0.0131457	0.0420051	0.0397081	0.0230432	0.0796723	0.1882355	2	29.45367	0.0599921	0.441467	0.766992	1.08436	1.70718	0.17303	0.251683	0.151443	0.104419	0.264507	0.0549161	0.2078493	0.9056342
500	-273.8517	-242.9499	-30.90174	0.8099678	5.613237	1.1344	0.490861	0.0113079	0.904262	0.583821	0.289492	0.283339	0.176624	0.0219077	0.877127	0.0903238	1.71771	0.273413	0.185012	0.109398	0.158475	0.4032292	-0.09289952	0.0890756	0.148492	0.0846718	0.0830728	0.122185	0.0100304	0.0935288	0.0141381	0.0759463	0.07255	0.00197471	0.14989	0.000337975	0.0115916	0.0425155	0.3688028	1	14.67383	0.07256366	0.525712	0.817313	1.0821	1.57487	0.217969	0.225126	0.168782	0.104601	0.22107	0.0624526	0.2759032	1.33671
600	-280.0467	-253.6013	-26.44541	1.282607	4.365317	0.290575	0.31056	0.388005	0.906768	0.175014	0.239403	0.0229674	0.60848	0.0427479	1.36845	1.03353	0.0480091	0.00281651	0.137196	0.018526	0.0104899	0.2899765	-0.09296008	0.00437602	0.15	0.0586539	0.0679768	0.0491913	0.0285689	0.0501471	0.0697384	0.0220276	0.113029	0.00100675	0.236871	0.0283168	0.0453986	0.0746984	0.4041195	1	15.93264	0.1165307	0.47337	0.786965	1.08419	1.65548	0.154507	0.291851	0.15972	0.120945	0.222655	0.0503225	0.3111595	1.298754
700	-276.6099	-250.334	-26.27586	0.9228401	4.948137	0.265608	0.428382	0.0254958	0.395894	0.480525	0.403523	0.2521	0.0421191	0.349455	0.31998	0.470377	0.310758	0.706643	0.473073	0.0506913	0.136004	0.3239979	-0.01469271	0.00913259	0.0251475	0.125275	0.0679339	0.177663	0.034886	0.149059	0.0394772	0.0976898	0.0178554	0.0765122	0.027359	0.017817	0.0642527	0.0699404	0.140967	1	16.75328	0.1048751	0.499909	0.802707	1.08339	1.61399	0.195366	0.272941	0.199539	0.084555	0.200404	0.0471953	0.1262743	1.116356
800	-271.1841	-247.7035	-23.48053	3.198796	2.998612	1.16345	0.167543	0.00256519	0.183839	0.241923	0.0831984	0.22968	0.159094	0.00245852	0.0225612	0.0978147	1.89425	0.0111954	0.0340049	0.0929466	0.179468	0.2370065	0.001535507	0.000674248	0.0398291	0.19843	0.119843	0.00119841	0.0453697	0.07443	0.0184797	0.0666572	0.0706105	0.0520117	0.101351	0.000656275	0.104449	0.10601	0.1813651	1	18.21729	0.0892865	0.389154	0.731451	1.08251	1.79689	0.197437	0.306398	0.121198	0.0617964	0.196284	0.116886	0.1829006	0.9916047
900	-252.9259	-242.1103	-10.81559	2.03598	3.182082	0.0101696	0.079214	0.117703	0.132225	0.109286	0.218272	0.0301966	0.184131	0.0172456	0.321815	0.371557	0.553739	0.146571	0.0264225	0.349614	0.10672	0.1541163	0.08648983	0.0516428	0.130066	0.11687	0.0938151	0.0104079	0.0220272	0.124919	0.0686389	0.167194	0.0301032	0.00226643	0.115447	0.00672216	0.051327	0.00855244	0.1367894	2	19.19845	0.05703128	0.402875	0.741136	1.08328	1.77271	0.24807	0.222253	0.13488	0.0945693	0.199065	0.101162	0.2232792	0.6126382
