Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-746.9015	-692.7413	-54.16019	14.80717	4.590229	0.0446251	0.0466714	0.00738637	0.0290774	0.0098898	0.14818	0.109278	0.0234904	0.119423	0.0170946	0.0954188	0.0468689	0.197656	0.00889889	0.000985967	0.0066706	0.0519421	0.0240602	0.0175059	0.108103	0.106667	0.00607524	0.0562607	0.112495	0.0319275	0.00378416	0.0707787	0.0183004	0.0460595	0.0018523	0.027333	0.00418909	0.0215931	0.0100924	0.0236154	0.109931	0.00127244	0.141681	0.0863108	0.0253201	0.000501088	0.0193285	0.0614729	0.052966	0.0607941	0.00846031	0.0228687	0.00674663	0.00495454	0.0145988	0.00689781	0.111242	0.0161003	0.0319427	0.200993	0.295041	0.108391	0.0312144	0.16587	0.0462828	0.001496	0.0936473	0.00828664	0.00434423	0.134148	0.0204849	0.0057736	0.0472177	0.0304895	0.00908241	0.00710574	0.00468878	0.0424777	0.00458416	0.0504856	-0.03788329	0.398898	0.0153849	0.0491766	0.0657822	0.0369956	0.0176713	0.144002	0.0144944	0.0639455	0.0090082	0.0397206	0.00132074	0.0168138	0.118259	0.00852785	0.3320742	6	63.19808	0.06471392	0.484114	0.793429	1.08393	1.63852	0.0300957	0.206355	0.081601	0.256061	0.316039	0.109849	0.2941909	1.128771
100	-730.5721	-673.5887	-56.98341	13.21874	3.276151	0.140213	0.0429914	0.120707	0.0415189	0.00605666	0.0127024	0.0280552	0.137306	0.0573435	0.0679674	0.0715693	0.112189	0.0631056	0.0484176	0.0167951	0.0330327	0.0596418	0.0813774	0.0549081	0.0175313	0.0494469	0.00354124	0.0119738	0.132528	0.0273594	0.0436903	0.0675367	0.209609	0.00957157	0.0257421	0.0399673	0.00331146	0.078382	0.0206871	0.000761172	0.0394402	0.140015	0.0422636	0.000585581	0.0113249	0.0197486	0.0108352	0.0353194	0.0122066	0.0388497	0.0271977	0.0012992	0.0303363	0.0502063	0.00216411	0.00217378	0.13646	0.000856696	0.00850572	0.00962471	0.00272089	0.00532106	0.0147553	0.0719188	0.075566	0.0370615	0.0516983	0.000503572	0.0327434	0.0536871	0.00640251	0.0657869	0.00300498	0.0287172	0.0252091	0.0170552	0.00141567	0.0581419	0.00676378	0.04610218	-0.00762305	0.302008	0.0270509	0.030411	0.0129686	0.0339254	0.0135005	0.117784	0.0187762	0.165173	0.013726	0.0265068	0.0133759	0.0268952	0.197479	0.000419271	0.5757974	4	65.51137	0.03600732	0.409558	0.745756	1.08358	1.76111	0.0433427	0.174527	0.13969	0.245252	0.285304	0.111884	0.5681744	1.013417
200	-747.5873	-682.6852	-64.90209	7.87513	6.510495	0.0187315	0.0321808	0.101857	0.0328284	0.0392572	0.0559477	0.09469	0.0118291	0.1697	0.0256043	0.18279	0.0637421	0.10735	0.012922	0.0574722	0.0153427	0.24339	0.00252474	0.0829325	0.0983678	0.0360453	0.00228988	0.0412292	0.0819512	0.0413453	0.196471	0.115567	0.161487	0.00371849	0.0358917	0.0151295	0.0117124	0.00674307	0.247845	0.0641477	0.0654023	0.0190125	0.00271809	0.036002	0.210572	0.090267	0.00680117	0.154369	0.0110675	0.14427	0.000845776	0.00444287	0.0804974	0.028388	0.00963652	0.00865797	0.153066	0.0214695	0.0356307	0.0345592	0.0966956	0.0372944	0.00896095	0.0471864	0.0679336	0.00318874	0.00217018	0.026696	0.108409	0.0218527	0.015457	0.00250124	0.0122375	0.0184032	0.292539	0.0410023	0.0579947	0.000723888	0.0921825	0.07318092	0.01274435	0.285609	0.013357	0.198869	0.00742852	0.0243015	0.00392998	0.060504	0.0181814	0.11676	0.019469	0.0157393	0.0191025	0.0247328	0.178956	0.0130604	0.3813978	8	58.71679	0.04909607	0.554837	0.83303	1.08009	1.53204	0.0336018	0.222437	0.162931	0.221594	0.259141	0.100295	0.3941422	0.9676656
300	-707.1129	-672.5867	-34.52622	18.19996	3.901892	0.0468777	0.131597	0.0243182	0.0102815	0.0529717	0.0273087	0.0296723	0.14078	0.0698196	0.00483835	0.00953021	0.0191938	0.0134787	0.000253355	0.0358096	0.0541443	0.0838695	0.0989956	0.051665	0.33978	0.0087947	0.054297	0.0159048	0.0643193	0.0749054	0.037532	0.00184923	0.0366248	0.00952153	0.00549784	0.0229555	0.00196157	0.0218994	0.0123274	0.109239	0.0273607	0.0797153	0.0170353	0.120946	0.00630139	0.00017592	0.0139037	0.006572	0.00228237	0.0585481	0.0730333	0.0144246	0.0138564	0.00228225	0.160625	0.0416193	0.086425	0.0292944	0.00170766	0.0638375	0.00223358	0.00792878	0.152775	0.00261048	0.0920435	0.0178823	0.0100341	0.0082568	0.12148	0.0010378	0.00524851	0.00989795	0.0299246	0.0485485	0.0560856	0.00763738	0.0070824	0.00296952	0.0618133	0.04689624	-0.002517874	0.159451	0.00582325	0.107084	0.0859419	0.00731142	0.00341304	0.154694	0.0211942	0.102995	0.0129582	0.0268065	0.0123843	0.0222213	0.276776	0.000945489	0.4255705	11	56.64619	0.04145253	0.44889	0.771747	1.0844	1.69496	0.0320701	0.178296	0.211419	0.189533	0.300666	0.0880151	0.4230526	1.005952
400	-739.42	-684.9843	-54.43571	14.08501	4.144903	0.0631089	0.00992292	0.073174	0.00301087	0.0733227	0.0330319	0.0728623	0.235784	0.0789868	0.00515325	0.0557003	0.016412	0.0157691	0.0705013	0.0520431	0.0588088	0.0106053	0.00709199	0.0972097	0.0536384	0.0834499	0.0111731	0.152981	0.272859	0.185173	0.0235225	0.000931868	0.0858184	0.00204476	0.0314007	0.128088	0.00450926	0.0117457	0.0398877	0.0646869	0.0257785	0.0508728	0.0207183	0.205071	0.0495265	0.0519013	0.00677042	0.0525374	0.0232667	0.00894702	0.0321307	0.0044705	0.0143763	0.00434995	0.0216829	0.0278332	0.0886224	0.0272826	0.00200943	0.0153373	0.0314094	0.0850209	0.00139438	0.0013923	0.00314412	0.085428	0.0478818	0.014935	0.00216408	0.0519647	0.0246176	0.039487	0.0158654	0.0303087	0.0495556	0.0148565	0.01908	0.105024	0.00997653	0.05944986	-0.04264747	0.273568	0.00219474	0.082147	0.0287907	0.0149518	0.0109362	0.192688	0.0171978	0.0290254	0.0100046	0.0281786	0.0137594	0.0350344	0.245815	0.0157078	0.5141839	4	56.98485	0.06202456	0.462149	0.780075	1.08435	1.67342	0.0381967	0.193527	0.198606	0.198768	0.25553	0.115373	0.4715364	1.090444
500	-741.2397	-679.2929	-61.94674	12.42509	3.321167	0.145939	0.153341	0.0279813	0.0382994	0.0232088	0.0518193	0.0417914	0.14464	0.0290346	0.0892064	0.0176258	0.00551035	0.0513163	0.00476511	0.228032	0.00621528	0.0437235	0.0915072	0.040773	0.0444315	0.108239	0.10821	0.0398717	0.161611	0.109381	0.154338	0.00361524	0.0768253	0.0330762	0.00686697	0.00150693	0.0523416	0.126493	0.00212694	0.0227464	0.0775123	0.0399743	0.127812	0.0290706	0.00520689	0.00197297	0.00359804	0.0263892	0.0113267	0.027212	0.00988725	0.0237894	0.115303	0.0724115	0.015584	0.124589	0.0343321	0.00263799	0.00228222	0.00380551	0.00396347	0.0388553	0.0628236	0.0900053	0.159052	0.263705	0.00241941	0.0319556	0.0122489	0.0266506	0.157266	0.148654	0.0521927	0.0252213	0.0349077	0.260548	0.043981	0.0324943	0.0339213	0.06872929	0.02097786	0.184207	0.00461895	0.018061	0.0328946	0.0139197	0.0032387	0.210403	0.0439894	0.076725	0.0129646	0.0217976	0.0217746	0.0353989	0.318208	0.00179851	0.4540488	10	60.46193	0.08591857	0.412677	0.747891	1.0837	1.75573	0.0684374	0.213388	0.106542	0.279538	0.217383	0.114712	0.4750267	0.9558386
600	-722.0012	-673.5249	-48.4763	10.27681	4.351189	0.0738259	0.107476	0.00843172	0.00460701	0.0485821	0.0355789	0.0138075	0.154495	0.0169787	0.0173037	0.0570072	0.00084993	0.00632741	0.0179279	0.100089	0.00761505	0.146887	0.000256451	0.015936	0.00660582	0.0713336	0.00380454	0.0184851	0.0676783	0.0113619	0.0371497	0.0030332	0.294815	0.0467539	0.00841421	0.041239	0.0615676	0.182913	0.0903157	0.0200722	0.0643239	0.0760575	0.0465082	0.053744	0.00441657	0.0187846	0.00378288	0.0914839	0.00965829	0.0222644	0.0098485	0.0437294	0.038047	0.0158574	0.00762263	0.0477042	0.0708189	0.0536124	0.0326316	0.00373262	0.00453542	0.00202727	0.017411	0.0135726	0.0534098	0.133634	0.0117095	0.0173765	0.0120787	0.0330072	0.00355065	0.00679153	0.0588144	0.0373735	0.0412403	0.127902	0.0574328	0.0214286	0.0913249	0.03326501	0.1022066	0.208651	0.0148632	0.108233	0.0217235	0.0304981	0.0148538	0.153321	0.0401703	0.138167	0.00182712	0.0420004	0.00521867	0.059711	0.158145	0.00261744	0.4234638	8	58.64423	0.05491835	0.472672	0.78654	1.0842	1.65659	0.0415737	0.193066	0.187938	0.253533	0.212746	0.111143	0.5256705	0.805569
700	-740.9924	-682.2672	-58.72523	13.75889	3.994224	0.0575572	0.138902	0.0752818	0.0265827	0.0565051	0.0287671	0.0594026	0.0701904	0.020846	0.0256606	0.0217121	0.0053539	0.0849409	0.00629536	0.0636007	0.00262429	0.0391402	0.0092264	0.0182215	0.0230522	0.0387841	0.00152095	0.0218789	0.0858741	0.0330303	0.185746	0.0231304	0.0354026	0.0680445	0.000678145	0.0328468	0.0206876	0.116331	0.0140924	0.000361444	0.320146	0.0782995	0.0654058	0.0307095	0.00330836	0.0133148	0.221482	0.0452859	0.00779389	0.0198708	0.174881	0.0533381	0.049215	0.322329	0.0300655	0.148997	0.0119478	0.108505	0.023	0.0317867	0.0108586	0.095485	0.00478509	0.0218374	0.0344262	0.0993037	0.0241793	0.165216	0.0997738	0.0671417	0.0391721	0.131269	0.0430352	0.0143869	7.38926e-05	0.0451448	0.0276399	0.0310491	0.109533	0.06085856	-0.04928941	0.26559	0.00768598	0.185375	0.0360068	0.0236768	0.00648802	0.10457	0.0211973	0.121295	0.00579723	0.0348959	0.005687	0.0205011	0.149355	0.0118791	0.369979	11	62.22193	0.08503373	0.454045	0.775009	1.0844	1.68654	0.0230372	0.203282	0.133543	0.251668	0.284666	0.103805	0.3206896	1.153698
800	-733.4067	-679.856	-53.55066	16.02277	2.345565	0.029743	0.113611	0.00611841	0.0540668	0.0789128	0.102641	0.102815	0.127807	0.0417942	0.0246035	0.207327	0.00661215	0.194521	0.0646256	0.0416801	0.0182957	0.0408925	0.0120224	0.049576	0.0269587	0.0754688	0.106116	0.057737	0.208583	0.00976736	0.0430335	0.0075001	0.0125429	0.0547598	0.0399952	0.0245422	0.130441	0.0166617	0.0218162	0.0171014	0.00597106	0.00772464	0.0964725	0.0543082	0.0824341	0.0011885	0.039793	0.0655026	0.0470303	0.0154149	0.0438309	0.0262944	0.0135374	0.0517237	0.0212281	0.000614906	0.221512	0.000957579	0.0557865	0.00558121	0.0400522	0.0401259	0.122084	0.00563018	0.0918946	0.0129132	0.00349113	0.0343572	0.040224	0.00205695	0.04017	0.0111447	0.00402666	0.00439448	0.0116216	0.175343	0.0157292	0.000137356	0.152623	0.05284714	-0.0200542	0.216213	0.0209663	0.344328	0.0358735	0.00194065	0.0118548	0.0890755	0.0152644	0.0816214	0.0101056	0.0179405	0.00610653	0.0160459	0.130647	0.00201761	0.3763057	9	55.46346	0.05739668	0.331308	0.687359	1.07664	1.90469	0.0298839	0.171704	0.162088	0.216391	0.307585	0.112349	0.3562515	1.056292
900	-761.748	-681.2286	-80.51931	15.30205	2.727887	0.107745	0.109534	0.0564131	0.000909638	0.0399413	0.00563255	0.046904	0.102172	0.130587	0.0648649	0.146938	0.00863112	0.00811519	0.0564259	0.0605156	0.00496625	0.0565318	0.0958229	0.0884378	0.190315	0.228701	0.0174294	0.0462662	0.0595627	0.00687592	0.254125	0.00357059	0.0671673	0.0110992	0.062995	0.0234662	0.0712614	0.0875016	0.0454687	0.0176236	0.00190493	0.133325	0.217557	0.11295	0.262984	0.0121743	0.180154	0.0282913	0.0291371	0.00723412	0.125427	0.0360411	0.00388998	0.111152	0.17313	0.171089	0.0831315	0.0276882	0.0776424	0.0128566	0.00935079	0.00163404	0.0951751	0.119224	0.285018	0.0191978	0.00819747	0.00672196	0.000864616	0.0216951	0.0244964	0.0149076	0.0992666	0.06422	0.0854302	0.0280101	0.149399	0.00525168	0.151322	0.07888747	0.002420696	0.173319	0.00212361	0.208916	0.0454301	0.0328718	0.00277333	0.0956293	0.0072067	0.0153422	0.00489491	0.0124702	0.00387733	0.00806661	0.384854	0.00222379	0.3769902	5	55.11529	0.04420522	0.36705	0.715255	1.0808	1.8369	0.0333524	0.159403	0.156782	0.197609	0.346617	0.106237	0.3794109	0.9936199
