Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-569.9759	-526.8524	-43.12342	10.67191	3.539848	0.00514992	0.226908	0.00846257	0.156221	0.090302	0.0304227	0.0196042	0.037068	0.00154825	0.00268455	0.116952	0.0840812	0.135425	0.00238514	0.011126	0.107076	0.011227	0.0020663	0.0567134	0.09374	0.0898834	0.00463485	0.00332458	0.0538161	0.0982828	0.0454404	0.0297328	0.234439	0.111934	0.0457743	0.0229316	0.0743465	0.0601151	0.0348013	0.045508	0.00185132	0.0507167	0.153702	0.01921	0.0443807	0.019405	0.117892	0.102421	0.144172	0.0442311	0.0153504	0.122372	0.000152817	0.0372885	0.00595795	0.0462609	0.0334295	0.079284	0.074321	0.0889434	0.00219457	0.0732091	0.00959914	0.17401	0.133507	0.05316451	0.009562511	0.0546417	0.285453	0.0547936	0.022682	0.0299627	0.101387	0.0361145	0.00680634	0.00339709	0.139355	0.0893698	0.116682	0.0140799	0.026409	0.0188667	0.421566	4	30.54571	0.08366947	0.427147	0.757625	1.08414	1.73109	0.137951	0.152874	0.0600046	0.256648	0.131883	0.260639	0.4311285	0.9778198
1	0	-574.0728	-535.3657	-38.70708	5.648611	2.979788	0.0195335	0.041431	0.0848407	0.0953053	0.0224596	0.116312	0.089236	0.000215744	0.000844868	0.0990113	0.259514	0.252677	0.0230958	0.028069	0.13696	0.00505177	0.0284937	0.0427166	0.00717622	0.00538015	0.0175227	0.0370043	0.0219928	0.19759	0.243708	0.0224493	0.0366111	0.070622	0.0899489	0.0355725	0.0116365	0.0842782	0.00459603	0.0342933	0.0078606	0.0115328	0.0088095	0.0890082	0.0360478	0.00651486	0.0380102	0.0519106	0.0108999	0.105783	0.06778	0.00700229	0.335933	0.0237412	0.0658782	0.0312772	0.0235441	0.0106159	0.0223067	0.0360148	0.0497883	0.00219079	0.105247	0.148026	0.0441202	0.0114334	0.0721182	-0.02949815	0.0961348	0.270789	0.026522	0.0114704	0.0238752	0.0280554	0.0690038	0.00740357	0.0152226	0.164567	0.140368	0.0970219	0.020975	0.0249131	0.00367756	0.4225897	10	31.60195	0.1015244	0.387692	0.730403	1.08241	1.79949	0.153523	0.109429	0.0787032	0.313614	0.132195	0.212536	0.3930915	1.075041
2	0	-603.8332	-542.2424	-61.59078	5.952929	4.326262	0.115745	0.0828036	0.0599279	0.417987	0.0375102	0.120163	0.00267985	0.0572955	0.0551074	0.00843617	0.0831078	0.0435614	0.141595	0.00957277	0.0437854	0.0585215	0.0107292	0.016571	0.197426	0.102696	0.0183856	0.00914434	0.00957432	0.086324	0.313791	0.0228102	0.0240932	0.127535	0.290764	0.329858	0.0217524	0.198735	0.0862503	0.157681	0.105723	0.0162425	0.0392314	0.257799	0.261336	0.0207859	0.132024	0.00266043	0.0662783	0.1627	0.0205921	0.0285559	0.231057	0.0855509	0.208509	0.0142592	0.0541579	0.137047	0.0951444	0.0700081	0.152559	0.171997	0.0302783	0.322446	0.0628147	0.0958875	0.0944694	0.09913445	0.0559267	0.230271	0.0452171	0.0400403	0.0139447	0.0937161	0.072393	0.0480677	0.00476765	0.0538511	0.0327431	0.251666	0.010588	0.0344911	0.0123158	0.3501134	10	29.04922	0.1102445	0.471434	0.785786	1.08422	1.65856	0.174862	0.103007	0.0795773	0.291513	0.157063	0.193978	0.4492478	0.7793324
3	0	-602.0185	-529.6982	-72.32034	9.906159	2.904937	0.0435852	0.123423	0.1594	0.126611	0.071256	0.0365721	0.0063214	0.0776864	0.0409023	0.074137	0.125388	0.0199145	0.0981666	0.00692905	0.0196383	0.0411232	0.0674757	0.246562	0.0951433	0.147521	0.00432073	0.0477452	0.000143879	0.529637	0.240836	0.0558388	0.0242293	0.0786025	0.108928	0.604454	0.0255291	0.0206168	0.363974	0.251037	0.0949918	0.0860293	0.00780271	0.203166	0.0524141	0.0086974	0.0228916	0.290777	0.0453487	0.00655479	0.00934059	0.0121848	0.109232	0.0272303	0.0656777	0.0372087	0.308687	0.0311278	0.197472	0.0925694	0.0210821	0.17368	0.202459	0.0679481	0.26176	0.0878656	0.1275441	0.0701017	0.133799	0.235987	0.0769793	0.0178078	0.0609464	0.0857271	0.0451248	0.0106234	0.00881686	0.100081	0.0698933	0.0697832	0.03298	0.0442136	0.00723762	0.6984344	8	31.29595	0.06337573	0.381771	0.726125	1.082	1.8101	0.125404	0.13022	0.0852983	0.258131	0.190678	0.210268	0.7685361	0.9087854
4	0	-599.9305	-539.3569	-60.57355	10.77097	5.165178	0.183078	0.0968591	0.136077	0.07234	0.0103901	0.0171178	0.063674	0.0471914	0.00652663	0.0396274	0.187088	0.109488	0.185182	0.0151563	0.0890387	0.0122883	0.251599	0.110616	0.0383738	0.00833264	0.0203116	0.0289663	0.0219472	0.171112	0.245597	0.0256695	0.123099	0.0413916	0.028075	0.0738412	0.0498088	0.368242	0.00382843	0.11759	0.178502	0.0512354	0.149748	0.0141064	0.0216355	0.00440396	0.0351045	0.174446	0.060301	0.000847741	0.0291911	0.171363	0.0318289	0.22174	0.0168406	0.213914	0.00430062	0.160168	0.11429	0.211367	0.00344909	0.0891465	0.00104426	0.0358412	0.0512074	0.0137316	0.09966149	0.04827616	0.157456	0.151903	0.0668784	0.00749786	0.0331439	0.0652036	0.0717738	0.0174323	0.00155348	0.0664822	0.116099	0.168617	0.0366763	0.0370392	0.00224383	0.4836741	9	31.18778	0.1145829	0.508797	0.807813	1.083	1.60039	0.134493	0.093823	0.0890994	0.32513	0.173212	0.184242	0.5319502	0.9092468
5	0	-582.2585	-538.9475	-43.31105	6.42126	2.614892	0.0983044	0.0140681	0.0150829	0.093863	0.169564	0.00828017	0.0380095	0.0293101	0.00314877	0.0239605	0.17354	0.072774	0.0126365	0.109931	0.0977326	0.0297868	0.132426	0.00498962	0.0724617	0.0196285	0.197911	0.00348164	0.000509899	0.0213437	0.06806	0.00156023	0.263011	0.0507426	0.0879163	0.13333	0.00507589	0.0135279	0.0939451	0.272647	0.0772788	0.0819421	0.0448811	0.105947	0.000574643	0.0122668	0.0302948	0.0419846	0.304831	0.230515	0.0148486	0.0114664	0.00921741	0.206274	0.0493541	0.0329458	0.063225	0.174839	0.00344096	0.0455396	0.0404343	0.0506589	0.0168162	0.12608	0.0149237	0.0282711	0.06350025	-0.0966031	0.0851344	0.127986	0.0344238	0.011263	0.0595366	0.015107	0.0989616	0.0372471	0.00309393	0.0348103	0.299596	0.0227814	0.119127	0.0179151	0.0330165	0.4211023	8	30.65199	0.08824142	0.357086	0.707699	1.07982	1.8554	0.210404	0.112187	0.103446	0.228002	0.0827958	0.263165	0.3244992	1.297699
6	0	-587.6616	-536.422	-51.23956	5.864453	1.504358	0.0645425	0.00396239	0.0724808	0.0656187	0.316681	0.129287	0.0184755	0.0586489	0.0127731	0.0463729	0.142641	0.0176952	0.0946781	0.0290074	0.180308	0.0284642	0.162073	0.0265784	0.0905132	0.0781871	0.155645	0.0119818	0.0109606	0.162651	0.148107	3.95752e-05	0.127518	0.0902866	0.0191949	0.0241946	0.0352141	0.00647353	0.000748711	0.133881	0.0632257	0.210615	0.0616873	0.0751001	0.0192143	0.00380351	0.0455868	0.143144	0.0588191	0.12251	0.0306235	0.0119812	0.0777163	0.18222	0.0105367	0.149182	0.023893	0.274014	0.0628418	0.0216135	0.00397629	0.0142545	0.220621	0.10787	0.0530718	0.0256027	0.06683868	0.001996081	0.123766	0.225331	0.075609	8.2367e-06	0.0509497	0.106856	0.0792737	0.0865882	0.0196695	0.00120426	0.077628	0.0629486	0.0337832	0.046997	0.00938826	0.6181037	8	33.66802	0.05380838	0.225995	0.58928	1.05068	2.13405	0.175345	0.116905	0.0873661	0.289126	0.171644	0.159614	0.6200998	0.996781
7	0	-577.2199	-525.3405	-51.8794	7.746802	2.629851	0.113913	0.158069	0.0508866	0.0318681	0.0557761	0.0492765	0.0283648	0.0623159	0.0448234	0.0468474	0.293104	0.349016	0.0232566	0.05507	0.115485	0.0424768	0.183809	0.160713	0.0159442	0.0874787	0.0608537	0.00865642	0.000596879	0.140687	0.477409	0.0161845	0.073565	0.0676272	0.0122879	0.258144	0.00294016	0.0508627	0.0136611	0.0448669	0.293912	0.178178	0.0523826	0.0146412	0.159762	0.0114646	0.0166268	0.00980509	0.0431653	0.00948767	0.00165041	0.0225638	0.0248402	0.296295	0.0410775	0.0728028	0.193556	0.175498	0.0599876	0.00475965	0.00904443	0.0474627	0.0620605	0.0091833	0.000102061	0.116691	0.09900764	-0.06228237	0.046566	0.257504	0.0504608	0.0103121	0.0299688	0.258562	0.0523395	0.0125073	0.0153211	0.144386	0.0547274	0.0144605	0.0147317	0.0280238	0.0101288	0.4800269	10	29.32943	0.1075965	0.358432	0.708729	1.07996	1.85288	0.14172	0.111279	0.0634245	0.239069	0.208772	0.235736	0.4177445	1.149092
8	0	-593.6765	-524.0232	-69.65331	11.60855	3.110774	0.0823865	0.00778679	0.0128763	0.00224753	0.219857	0.0670522	0.0490504	0.0940555	0.0494334	0.0159105	0.260848	0.0502059	0.035718	0.0472847	0.00141372	0.0750048	0.115561	0.11193	0.00855459	0.0503098	0.0790244	0.0494045	0.0375302	0.461532	0.170523	0.0598366	0.00231569	0.0849332	0.0419493	0.109697	0.166285	0.252033	0.0848231	0.0130259	0.20746	0.0299599	0.248249	0.0415345	0.0181342	0.009855	0.0352289	0.00637803	0.0199386	0.0242068	0.376387	0.000886002	0.188624	0.316449	0.00375297	0.0737752	0.296676	0.354782	0.0398539	0.0594728	0.034843	0.0546743	0.0896135	0.104151	0.0500453	0.189869	0.0952543	0.05293553	0.0838177	0.0170128	0.112375	0.00740394	0.061224	0.297338	0.00697932	0.000383329	0.0149844	0.198652	0.123876	0.0585618	0.00598415	0.00580509	0.00560324	0.4619731	8	34.98066	0.07349244	0.397654	0.737482	1.08301	1.78185	0.145019	0.179671	0.0579436	0.248991	0.114586	0.25379	0.5149086	0.8971943
9	0	-590.0197	-539.7027	-50.31697	7.361259	2.469963	0.0419491	0.123261	0.0306518	0.184151	0.0108362	0.0563221	0.0201054	0.0202889	0.0132712	0.0564746	0.594066	0.113006	0.042431	0.0237168	0.000736352	0.00567783	0.163784	0.289345	0.0383276	0.0368159	0.0302283	0.00295994	0.0590846	0.104298	0.0056803	0.0339949	0.037049	0.306768	0.00611429	0.571362	0.00985856	0.184416	0.0494449	0.122284	0.0176031	0.0208254	0.0356436	0.0532679	0.0968222	0.264706	0.0206264	0.0138708	0.123157	0.0759518	0.0823258	0.121444	0.183109	0.163985	0.0137226	0.0291781	0.0942978	0.219387	0.200464	0.227924	0.0204214	0.00048981	0.0211349	0.0735026	0.0122221	0.0173703	0.08788406	0.09868526	0.105191	0.0537962	0.109027	0.0108877	0.105005	0.173515	0.0548133	0.0238322	0.017095	0.0564314	0.13853	0.0858749	0.0358138	0.0223334	0.0078539	0.4154939	8	26.31299	0.1395579	0.34359	0.697198	1.07828	1.88093	0.10531	0.156533	0.0825338	0.288407	0.163457	0.20376	0.5141792	0.8080722
