Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-137.3297	-134.8632	-2.466496	3.908106	0.5148411	0.020279	0.0530718	0.0502197	0.260167	0.0397509	0.0227664	0.205324	0.285285	0.0170522	0.102119	0.0034618	0.021417	0.111928	0.250336	0.046714	0.358487	0.00866986	0.218508	0.0705599	0.175994	0.152827	0.055348	0.1036471	0.1005961	0.0102979	0.0689019	0.0889127	0.0957731	0.0388914	0.0291861	0.149935	0.00954612	0.0886793	0.018999	0.0904362	0.0390456	0.00215152	0.00615744	0.263087	0.3489479	1	4.478584	0.2194401	0.0361704	0.261494	0.830774	2.87156	0.0775536	0.169532	0.114444	0.401628	0.119281	0.117562	0.449544	0.7762263
1	0	-116.3479	-123.5153	7.167379	4.815606	1.372455	0.124392	0.0256782	0.0443399	0.0228382	0.0181321	0.0465944	0.0332872	0.173723	0.00307795	0.00149912	0.00407775	0.117264	0.0225174	0.231261	0.0134785	0.0441751	0.0492731	0.213887	0.100924	0.124038	0.034519	0.0350511	0.07949952	0.1026435	0.103069	0.0495694	0.183262	0.0557782	0.00198454	0.0441099	0.120924	0.0185192	0.0342141	0.12571	0.0336082	0.0117166	0.0180607	0.147244	0.0522294	0.5071323	4	5.435649	0.1636068	0.20493	0.565852	1.04196	2.18726	0.0885243	0.138121	0.0629609	0.558259	0.0656179	0.0865171	0.6097758	0.8316701
2	0	-132.9044	-126.4304	-6.474022	7.263224	0.9785823	0.0277008	0.00742611	0.108143	0.0620063	0.109829	0.121221	0.039693	0.0890177	0.0350221	0.0182363	0.0191512	0.0542008	0.233966	0.29476	0.0549869	0.0184499	0.508988	0.0258402	0.023897	0.0253318	0.0139087	0.0324967	0.1007465	0.2923471	0.17806	0.240014	0.0393301	0.000210884	0.0125648	0.0119039	0.062105	0.0482138	0.0352834	0.0531903	0.0574259	0.0987233	0.0257082	0.119442	0.0178246	0.5370382	3	8.510192	0.1286076	0.132661	0.470218	0.996359	2.40076	0.149254	0.233949	0.0464235	0.437986	0.0698671	0.0625211	0.8293854	0.6475135
3	0	-131.7656	-129.9465	-1.819174	9.183178	2.640486	0.0707565	0.00788234	0.0493828	0.0195031	0.0115559	0.260848	0.092828	0.0485895	0.139363	0.0232492	0.00963738	0.0152958	0.00559186	0.151794	0.0311795	0.161761	0.105137	0.0518958	0.00285113	0.0877789	0.0429005	0.0172315	0.04769977	-0.1127128	0.0745512	0.0931375	0.242705	0.111915	0.030665	0.123002	0.0313118	0.0401357	0.00495594	0.0754047	0.00593493	0.0251056	0.0187504	0.112412	0.0100128	0.6189402	2	10.19724	0.1427827	0.359384	0.709456	1.08006	1.8511	0.0617347	0.126291	0.0872906	0.520976	0.105938	0.0977701	0.5062274	1.222653
4	0	-131.8401	-128.1467	-3.693376	7.968723	2.025984	0.0367328	0.0458784	0.0141014	0.0173427	0.0973653	0.0624101	0.0446202	0.00885514	0.0245015	0.0446487	0.00241886	0.0800292	0.00903752	0.0962685	0.0501509	0.0542203	0.0300791	0.0249534	0.0700715	0.107911	0.00777269	0.141686	0.1219632	0.171664	0.134111	0.0907225	0.114085	0.0180083	0.116041	0.0031814	0.157152	0.0278386	0.0176686	0.0465492	0.0690625	0.120264	0.0029939	0.0272731	0.0550495	0.4671541	4	13.37879	0.3483004	0.296357	0.657749	1.07063	1.97527	0.126538	0.192206	0.110569	0.428838	0.0379194	0.10393	0.6388181	0.7312788
5	0	-120.1572	-127.7411	7.583887	6.04665	0.3828422	0.00704936	0.14444	0.114149	0.0126653	0.0268624	0.0119596	0.0233317	0.0379771	0.0409381	0.0180881	0.0244616	0.0905678	0.0589712	0.0358612	0.119224	0.0581758	0.0856626	0.156168	0.245433	0.0384234	0.026916	0.0357855	0.06126374	0.1683779	0.0165764	0.282747	0.056178	0.0150589	0.0690223	0.173	0.0663133	0.109757	0.0106106	0.0356385	0.0155428	0.0357614	0.00216831	0.0151565	0.0964689	0.3139885	2	6.106808	0.2312735	0.0143189	0.168827	0.712026	3.10483	0.0693705	0.14999	0.0449623	0.527433	0.0469425	0.161302	0.4823664	0.6509336
6	0	-131.159	-132.3875	1.228536	5.011143	0.2645099	0.137733	0.00656853	0.0265633	0.224504	0.0172087	0.265638	0.202114	0.0759135	0.00171711	0.0250965	0.083656	0.0278194	0.160359	0.0815107	0.0152982	0.0026531	0.0291186	0.056766	0.0202131	0.190135	0.150174	0.201476	0.09717511	0.1790225	0.0279842	0.0571389	0.00690935	0.22622	0.238973	0.0435245	0.0459531	0.0378205	0.0639835	0.0261168	0.0247632	0.00808133	0.0579165	0.0595743	0.0750405	0.4627332	4	6.947276	0.3507649	0.00285807	0.0773508	0.531103	3.38869	0.116768	0.126273	0.0998026	0.507694	0.0553467	0.0941164	0.6417557	0.7210426
7	0	-122.2794	-126.7553	4.475916	4.728365	0.5784398	0.0495974	0.00282434	0.010326	0.0213285	0.149411	0.0254558	0.0639447	0.166666	0.0435302	0.0699233	0.00832897	0.00214299	0.0360999	0.0636116	0.095237	0.169995	0.0643001	0.20377	0.0455007	0.115332	0.0677875	0.21126	0.08604355	-0.118234	0.0265086	0.136177	0.0120938	0.0386913	0.0568527	0.0305031	0.0929576	0.100237	0.00715573	0.193068	0.0317592	0.191327	0.0103314	0.00698052	0.0653574	0.5604587	2	5.432432	0.3783516	0.0486939	0.300073	0.869908	2.78133	0.132165	0.226298	0.0485174	0.362649	0.0629253	0.167444	0.4422247	1.267362
8	0	-117.4504	-129.178	11.72759	7.963708	1.254544	0.00669346	0.0307588	0.0121732	0.00598715	0.0611825	0.00112125	0.0359852	0.115192	0.0681137	0.0152695	0.0216605	0.054553	0.0368049	0.0696209	0.00598886	0.0223196	0.0043252	0.114752	0.0335134	0.0334391	0.0997878	0.0859714	0.04818122	-0.06030798	0.0238978	0.152971	0.0831553	0.0365093	0.181046	0.0167963	0.0353215	0.000506347	0.168516	0.0441054	0.0541648	0.0284093	0.0721377	0.0762188	0.026245	0.411293	3	8.766561	0.2496041	0.184798	0.541853	1.03204	2.24131	0.0704307	0.217206	0.148391	0.447545	0.0230607	0.093367	0.350985	1.171825
9	0	-131.6914	-127.85	-3.841334	6.394092	3.137896	0.0094264	0.0227314	0.0144622	0.0419869	0.0342143	0.220185	0.222479	0.104192	0.265874	0.0988221	0.00373786	0.0234663	0.0062966	0.143775	0.0727465	0.168967	0.102602	0.0714586	0.0471737	0.0323122	0.0566826	0.0096774	0.06500063	0.1059416	0.270307	0.0493411	0.0719021	0.0431234	0.0110017	0.0863518	0.142123	0.112996	0.00674562	0.0559822	0.0383255	0.00615311	0.0475954	0.0251513	0.0329007	0.5206775	4	8.596702	0.1861802	0.399656	0.738888	1.08312	1.77834	0.065348	0.118922	0.0959536	0.522929	0.0094277	0.187419	0.6266191	0.8309314
