Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-52.39671	-82.24614	29.84943	2.674979	0.078528	0.00707151	0.0274918	0.0111806	0.00489939	0.00538035	0.0262671	0.076428	0.02100306	0.006847909	0.0643433	0.00328457	0.124645	0.00870397	0.00409913	0.0997758	0.0327987	0.00653922	0.0191057	0.00164344	0.14896	0.0306905	0.00333434	0.227432	0.224644	0.008634262	37.80403	0.362442	0.711781	1.08036	1.84541	0.0583099	0.416353	0.00479336	0.0993694	0.39878	0.0223938	0.01548217	0.5576906
1100	-35.87921	-78.75879	42.87958	3.755094	0.006823	0.0165811	0.00270046	0.000812524	0.00389392	0.0198335	0.0014053	0.00200921	0.007681612	0.06721685	0.0751229	0.0527438	0.173777	0.120589	0.00695211	0.0178859	0.0244366	0.0269385	0.128804	0.032231	0.0353855	0.0267419	0.0388839	0.141954	0.0975531	0.0003767987	21.10405	0.440381	0.76629	1.08435	1.70898	0.0245852	0.479278	0.0199846	0.113788	0.302748	0.059616	0.06759365	0.005574469
1200	-46.82362	-84.08708	37.26346	1.562592	0.00190036	0.0230449	0.00162705	0.00444336	0.00899308	0.0150902	0.0154949	0.00129047	0.0062124	-0.01261771	0.102625	0.0779304	0.028672	0.0212621	0.0822834	0.0487196	0.183852	0.00174987	0.0271859	0.0169357	0.0549098	0.0480767	0.0419284	0.0692103	0.194658	0.05810388	50.1008	0.234832	0.598654	1.0539	2.11262	0.0338322	0.438794	0.0305129	0.116254	0.247231	0.133376	0.04548617	1.277397
1300	-45.59746	-81.70649	36.10903	1.998685	0.0322379	0.0669777	0.0164345	0.0124938	0.0372759	0.00116504	0.018095	0.0146285	0.01709994	0.1262133	0.0709845	0.0845895	0.036868	0.0479651	0.224856	0.150295	0.0121894	0.0272168	0.00676065	0.00590195	0.0632481	0.0617745	0.0274749	0.156877	0.0229996	0.009415379	7.160996	0.293118	0.654874	1.06996	1.98205	0.0279538	0.457739	0.0204048	0.0828126	0.38192	0.02917	0.1356286	0.06942029
1400	-34.55324	-83.66049	49.10725	0.8206158	6.09501e-06	0.00409358	0.0013327	0.00041229	0.000167928	0.00208161	0.00586392	0.00060302	0.001484074	0.0024809	0.0128424	0.0944004	0.0289625	0.0340206	0.0743855	0.010548	0.0523379	0.0175101	0.11648	0.131032	0.171482	0.05259	0.000358753	0.161258	0.0417922	0.0004972091	272.5569	0.0999374	0.415304	0.962508	2.52225	0.077486	0.363229	0.00288374	0.180386	0.263301	0.112715	0.002978109	0.1669546
1500	-43.34557	-80.64332	37.29776	0.08926582	0.00371027	0.00497227	0.00163759	0.0114688	0.00800733	0.0157646	0.0121741	0.0019353	0.009368926	0.002328462	0.207444	0.0179865	0.0105673	0.0266234	0.0820941	0.0155769	0.167936	0.00183159	0.248437	0.0171142	0.015575	0.0144649	0.0422966	0.0856532	0.0463993	0.00172274	457.3891	9.95834e-08	0.000469316	0.0664131	3.93312	0.0279662	0.491354	0.00112593	0.118153	0.321536	0.0398654	0.004051202	0.4252417
1600	-46.76696	-82.32599	35.55903	2.428797	0.0201407	0.000935161	0.00105318	0.00253857	0.0075118	0.00151735	0.0415969	0.00439641	0.007601718	0.01267756	0.166414	0.068944	0.136014	0.0008705	0.115436	0.025698	0.0729763	0.133249	0.00877195	0.0167614	0.0577108	0.05556	0.00640339	0.116863	0.0183273	0.01007991	106.6112	0.3396	0.694032	1.07777	1.8886	0.0244842	0.346432	0.0316088	0.190953	0.345997	0.0605251	0.02275747	0.4429277
1700	-53.14394	-86.50343	33.35949	1.070027	0.0125568	0.005416	0.0230151	0.00440282	0.014673	0.0450332	0.00771156	0.0119652	0.01926392	-0.004853166	0.144251	0.00160083	0.120371	0.0381392	0.114705	0.0742892	0.0215095	0.0138534	0.0745204	0.106604	0.126738	0.053414	0.040351	0.0680863	0.00156779	0.01848381	75.41736	0.150711	0.496834	1.0107	2.34176	0.0375724	0.306575	0.0147366	0.218159	0.363543	0.0594135	0.01363064	1.356048
1800	-54.2615	-84.31283	30.05133	2.565363	0.0348611	0.01404	0.00717593	0.000916544	0.0294303	0.0094206	0.0740052	0.0722812	0.07492143	0.03652657	0.0555087	0.101993	0.0594106	0.033167	0.0140162	0.0579311	0.151726	0.00350508	0.0302488	0.0220142	0.0772666	0.107974	0.111116	0.117097	0.0570267	0.008664835	12.41202	0.352567	0.704218	1.07933	1.86388	0.0787088	0.338337	0.0044769	0.118157	0.331352	0.128968	0.0451914	0.1917364
1900	-46.63791	-79.10473	32.46682	0.8714041	0.091415	0.021662	0.018828	0.0693478	0.0251602	0.0183002	0.022231	0.0685908	0.06667701	0.1254324	0.102515	0.0347432	0.00339044	0.0647901	0.0738613	0.0048052	0.00603967	0.000711641	0.0465116	0.131987	0.0798856	0.00102491	0.0063344	0.293476	0.149924	0.008104827	8.074485	0.110637	0.434369	0.974933	2.48006	0.0314074	0.482108	0.0433677	0.0766178	0.347221	0.0192779	0.1335373	0.06069337
2000	-48.78543	-82.53978	33.75435	1.356481	0.0315995	0.0231467	0.0215602	0.00944307	0.0227017	0.00461493	0.0179594	0.0222923	0.02579123	0.132619	0.18033	0.121406	0.0653907	0.0325183	0.0946437	0.0290985	0.0983483	0.0561245	0.12003	0.000370354	0.014936	0.0218358	0.0101074	0.0456966	0.109164	0.05025998	15.68973	0.202276	0.562783	1.04075	2.19419	0.0492194	0.459818	0.0313364	0.121629	0.276398	0.0615982	0.182879	0.2748264
2100	-64.28866	-81.68741	17.39876	1.187919	0.484216	0.140544	0.0274242	0.0388115	0.139229	0.116206	0.432503	0.00625944	0.1440185	0.3737402	0.179831	0.056767	0.0227491	0.0172173	0.0733849	0.00288276	0.0123624	0.00243188	0.00461833	0.137059	0.120166	0.0142517	0.00687155	0.290644	0.0587623	0.04360958	4.332363	0.172857	0.526767	1.02529	2.27508	0.0557624	0.488106	0.0313517	0.0873907	0.258246	0.0791436	0.4173497	0.1044917
2200	-47.05929	-80.79445	33.73516	1.806244	0.0194157	0.0189082	0.00104693	0.0474846	0.00117821	0.000635802	0.0110105	0.132451	0.0361847	0.1406731	0.0577981	0.122826	0.0794688	0.0188096	0.0652844	0.0367212	0.0590388	0.00831124	0.0447991	0.0594628	0.136309	0.0279175	0.0369487	0.195224	0.051081	0.02781219	7.894157	0.268995	0.63269	1.06429	2.03403	0.0331021	0.404537	0.0314989	0.0890166	0.392052	0.0497931	0.1684853	0.1650719
2300	-55.64153	-84.22083	28.5793	0.1518998	0.113032	0.192708	0.0292299	0.00356103	0.0470228	0.00992473	0.144465	0.0300915	0.08740266	0.09157627	0.125326	0.0833083	0.0308765	0.0244502	0.254159	0.105782	0.0706659	0.00222963	0.012837	0.00719418	0.058849	0.0401645	0.00147311	0.176757	0.00592789	0.05380129	5.951127	5.95656e-05	0.0113985	0.247549	3.74099	0.00839734	0.383721	0.00965014	0.182121	0.296479	0.119631	0.1453776	0.3700797
2400	-37.22561	-76.684	39.4584	1.804647	0.028177	0.00641205	0.000244617	0.00149463	0.00610034	0.00214551	0.00986255	0.0374161	0.01219872	0.05677014	0.080807	0.0393231	0.0200589	0.00627097	0.084181	0.0328098	0.0115704	0.00588997	0.0117405	0.0451422	0.125777	0.097201	0.00458914	0.335632	0.0990065	0.007940785	20.6824	0.268785	0.632491	1.06423	2.03449	0.0101867	0.504266	0.00760625	0.14067	0.310765	0.0265073	0.06471092	0.1227117
2500	-41.7701	-80.69781	38.92771	3.781689	0.0175414	0.0127312	0.0264663	0.00283106	0.0205012	0.00255717	0.00286355	0.00313109	0.007648887	0.1081759	0.0662428	0.0221069	0.0369195	0.050722	0.0659343	0.0132194	0.0158745	0.0171492	0.069114	0.00449106	0.0613595	0.119987	0.0793635	0.208002	0.169514	0.03096522	15.77234	0.441952	0.767304	1.08437	1.70638	0.0188486	0.388533	0.00166565	0.143715	0.402631	0.0446065	0.1391411	0.2225455
2600	-40.56191	-81.97524	41.41333	0.8987706	0.00574615	0.0144406	0.00637638	0.000694889	0.0137428	0.00962762	0.00379349	0.00115543	0.01700069	0.01171121	0.0952033	0.0167735	0.0239099	0.188795	0.157679	0.036282	0.0332562	0.00955382	0.0378736	0.0198447	0.197277	0.0103001	0.00238385	0.130763	0.0401048	0.00415878	34.83512	0.11634	0.444058	0.980969	2.45863	0.0631696	0.393111	0.0512713	0.169909	0.272976	0.0495621	0.01586999	0.2620531
2700	-43.79981	-80.50415	36.70435	0.3736167	0.00994532	0.00889693	0.000820167	0.0213757	0.0405723	0.0133913	0.00298859	0.0363261	0.01361758	0.004251132	0.00385589	0.155458	0.142221	0.0303284	0.0167533	0.00395068	0.0367276	0.001669	0.00141321	0.0519546	0.0948755	0.098924	0.0142614	0.298283	0.0493249	0.01625608	39.219	0.0130995	0.16179	0.701076	3.12403	0.0369428	0.405753	0.0142795	0.0281573	0.452384	0.0624842	0.02050721	0.7927007
2800	-54.0067	-79.1586	25.1519	2.248983	0.0290516	0.0174858	0.047743	0.00850524	0.0942265	0.0482931	0.0484975	0.0893225	0.08481729	0.0007918195	0.144698	0.016444	0.207875	0.163967	0.073529	0.029324	0.0101309	0.00281781	0.00303919	0.190769	0.015377	0.0438797	0.0228458	0.0411834	0.0341198	0.009564231	19.28605	0.321288	0.679122	1.07513	1.92446	0.0218536	0.391289	0.00293913	0.0721835	0.475399	0.0363351	0.01035605	0.9235404
2900	-54.48741	-78.35975	23.87235	0.2600963	0.0062313	0.320016	0.0601802	0.0959566	0.036171	0.0151575	0.0264508	0.0904239	0.1366377	0.04617664	0.0504683	0.0120991	0.0125604	0.0149222	0.0606195	0.0340509	0.074433	0.000198648	0.00877905	0.222337	0.278214	0.025029	0.00668717	0.146098	0.0535032	0.0151172	29.78623	0.00261607	0.0740721	0.522299	3.40101	0.0612859	0.387624	0.000958375	0.0950447	0.366661	0.0884258	0.06129384	0.2466349
3000	-57.12082	-82.65499	25.53417	0.9368085	0.0316326	0.105251	0.104053	0.0012181	0.000525569	0.0647653	0.125274	0.0434429	0.09253468	0.09194433	0.0574176	0.0184557	0.159222	0.0256652	0.486243	0.0297466	0.0287481	0.00302964	0.0475374	0.0249115	0.0087927	0.0187483	0.037542	0.0224301	0.0315102	0.1368154	7.767684	0.124179	0.456898	0.988686	2.43024	0.0725848	0.45909	0.0110901	0.101394	0.326591	0.0292505	0.2287597	0.5980747
3100	-55.78706	-83.30853	27.52147	0.2757006	0.102201	0.283038	0.0382524	0.023514	0.00356681	0.0099655	0.002068	0.000865247	0.1330238	0.05208583	0.074361	0.0290223	0.00188609	0.127806	0.0885466	0.0964534	0.123402	0.00809716	0.0554498	0.0375991	0.00497736	0.0592619	0.138803	0.0138899	0.140444	0.01677161	7.728281	0.00353161	0.0857807	0.552647	3.35804	0.0510002	0.387729	0.0163904	0.125429	0.370958	0.0484925	0.06885745	0.2435701
3200	-43.07119	-80.68417	37.61299	0.3688965	0.00413629	0.0611816	0.0246234	0.00960197	0.0073854	0.00119841	0.0280109	0.0122218	0.02303708	0.03912216	0.0226792	0.26881	0.00677635	0.0305394	0.0885778	0.258294	0.0737296	0.0100368	0.0247977	0.0463888	0.00128684	0.0195878	0.000919042	0.0566861	0.0908907	0.01130701	24.81835	0.0124948	0.158169	0.695303	3.13403	0.0619526	0.450782	0.00837424	0.0782502	0.319827	0.0808135	0.05042917	0.2242157
3300	-46.08799	-87.02964	40.94165	0.1235119	0.0146404	0.0182256	0.0209183	0.00791087	0.0103234	0.00117591	0.00561684	0.0177295	0.01107244	0.08629675	0.048416	0.00492934	0.0352693	0.0119539	0.0295578	0.0558038	0.0161141	0.0599774	0.035357	0.0915011	0.220457	0.0687252	0.00187299	0.274065	0.0460001	0.0446489	12.37163	7.34339e-06	0.00401652	0.161437	3.83454	0.117474	0.284406	0.00227218	0.139268	0.42831	0.0282697	0.1309456	0.3409728
3400	-42.25152	-81.61851	39.36699	0.8908481	0.0103498	0.0195297	0.0133017	0.000832604	0.0160818	0.00301404	0.0132398	0.00598393	0.01128788	-0.02584372	0.130753	0.01128	0.00112773	0.080397	0.218447	0.00108012	0.109346	0.027088	0.073544	0.0246891	0.0112097	0.00154732	0.00903185	0.264268	0.0361897	0.07897527	28.82137	0.114694	0.441293	0.979265	2.46475	0.0309159	0.496876	0.00639109	0.129985	0.276732	0.0591003	0.05313155	1.48641
3500	-54.26706	-82.10577	27.83871	1.591837	0.0252184	0.164248	0.0419283	0.00311537	0.0332298	0.00316801	0.101582	0.0434707	0.05566369	-0.02589104	0.0369177	0.0178937	0.182104	0.00593292	0.0246423	0.112874	0.0512832	0.00389341	0.00314913	0.179074	0.207107	0.0384632	0.00148169	0.0555706	0.0796134	0.07314128	7.406848	0.239167	0.603162	1.05539	2.10228	0.0310791	0.414965	0.0342996	0.0744849	0.401053	0.0441189	0.04725024	1.547956
3600	-40.62349	-81.91216	41.28867	2.36696	0.0145365	0.0278487	0.00349016	0.000911489	0.00195901	1.11722e-05	0.0100536	0.0167703	0.007907179	0.03205762	0.000362336	0.108961	0.109645	0.0902104	0.00828446	0.0153112	0.152472	0.0170514	0.00412739	0.072312	0.0303052	0.00374562	0.0468666	0.276023	0.0643226	0.0226676	17.99464	0.333469	0.68911	1.07695	1.90047	0.0928901	0.288947	0.00287863	0.0752942	0.495773	0.0442165	0.05472522	0.4142075
3700	-50.49515	-84.97087	34.47571	1.136231	0.00133617	0.0119761	0.00709452	0.0214581	0.0238954	0.0251544	0.0576435	0.0145459	0.01701826	0.02914738	0.0356618	0.100811	0.325411	0.116153	0.112175	0.0277336	0.0403611	0.0254767	0.0420364	0.00222032	0.0311458	0.021955	0.025545	0.0823381	0.0109762	0.01596294	35.95816	0.163307	0.514191	1.01936	2.30315	0.0519331	0.416373	0.020461	0.121038	0.346185	0.0440098	0.04511033	0.3538645
3800	-73.70684	-94.88118	21.17434	0.1408329	0.0308458	0.0547452	0.0131019	0.0614903	0.0196466	0.00880183	0.0671718	0.116411	0.03759217	0.01476716	0.00264944	0.0115489	0.00463064	0.23936	0.120346	0.00572129	0.0235222	0.118326	0.126425	0.0013614	0.229399	0.0187887	0.0324847	0.0291874	0.0362492	0.002602964	190.2205	2.91244e-05	0.00798222	0.214032	3.77796	0.147053	0.272142	0.00267184	0.133463	0.395451	0.0492186	0.01737013	0.1498529
3900	-44.6213	-84.56455	39.94326	0.4040966	0.00278432	0.0372736	0.001277	0.00821194	0.0033067	0.0124272	0.011363	0.000489297	0.008986486	0.03810305	0.0140991	0.0700234	0.0022149	0.140365	0.00111427	0.0105016	0.124578	0.04996	0.100061	0.0496966	0.0844103	0.00588143	0.0540979	0.18243	0.110567	0.02071445	33.73383	0.0173098	0.18481	0.735676	3.0622	0.0205937	0.468431	0.0473985	0.0695182	0.344093	0.049966	0.05881749	0.3521818
4000	-45.36848	-79.10045	33.73197	0.5384291	0.0289728	0.0798033	0.0338854	0.00986944	0.0435771	0.0217555	0.00851171	0.00169934	0.07065643	0.07016599	0.130563	0.0719999	0.0198306	0.0102082	0.232843	0.0428164	0.0346237	0.00879216	0.00980773	0.0403804	0.017437	0.0436718	0.0327757	0.266529	0.0377215	0.02298638	9.45062	0.0407127	0.276265	0.846335	2.83669	0.0835161	0.421173	0.00111107	0.124744	0.32711	0.0423449	0.09315237	0.2467611
4100	-51.65689	-81.61813	29.96124	2.643722	0.128279	0.0281118	0.0481862	0.00163224	0.000508208	0.000300784	0.129511	0.018626	0.04216707	0.1023801	0.0636774	0.0831065	0.0524697	0.0456508	0.00282975	0.120222	0.0429617	0.123399	0.00446727	0.101765	0.0479699	0.156238	0.026531	0.0912557	0.0374566	0.08601138	5.897072	0.359673	0.709676	1.08009	1.85056	0.0396123	0.423831	0.014568	0.118466	0.325938	0.0775852	0.1883915	0.4565567
4200	-52.80577	-80.40295	27.59719	2.068043	0.0248588	0.030959	0.0003372	0.059096	0.0357072	0.0303477	0.0804685	0.00912352	0.03198148	-0.01099783	0.00503842	0.00586961	0.0483241	0.312231	0.00547507	0.00612805	0.0440875	0.000437164	0.0011802	0.00545689	0.0824013	0.0169058	0.0010889	0.052766	0.41261	0.03357729	44.29546	0.301264	0.662059	1.0716	1.96507	0.0889515	0.438588	0.0243625	0.0725795	0.297562	0.0779561	0.02257946	1.487072
4300	-53.81629	-79.87755	26.06126	0.6144154	0.24832	0.0218449	0.000199527	0.0691059	0.0398613	0.130603	0.0444314	0.0396639	0.05050483	0.02016147	0.0265142	0.110518	0.00982389	0.114947	0.0242359	0.118482	0.0320205	0.0116651	0.106843	0.0421064	0.0125484	0.193237	0.0249156	0.103969	0.0681741	0.08556519	11.05034	0.0560942	0.320191	0.888499	2.73522	0.0324404	0.525813	0.00395951	0.0805711	0.28565	0.0715654	0.1057267	0.8093057
4400	-29.99976	-75.9569	45.95715	3.062422	0.00299686	0.00173655	0.00118404	0.00204291	0.000880915	0.0020254	0.00164802	0.000649007	0.004093496	0.004897998	0.126724	0.085611	0.120582	0.0943536	0.135674	0.12878	0.0169773	0.00312066	0.0192254	0.030986	0.0620681	0.0125323	0.00433218	0.0813034	0.0777299	0.005169517	168.5137	0.394034	0.734927	1.08281	1.78823	0.010643	0.476412	0.0029669	0.0959089	0.360635	0.0534344	0.01006751	0.5134849
4500	-47.48868	-86.12838	38.6397	0.8681519	0.0614413	0.0280097	0.00785445	0.0552198	0.00205841	0.00345074	0.00032284	0.0261583	0.02593101	0.05704576	0.0960894	0.0547813	0.153603	0.122283	0.0275746	0.0591483	0.0549739	0.00173877	0.0183366	0.108901	0.0381415	0.122174	0.0317615	0.0621398	0.0483547	0.01192503	7.315006	0.109957	0.433191	0.974187	2.48267	0.0634563	0.374691	0.00805978	0.191958	0.316681	0.0451544	0.06897079	0.1728997
4600	-61.93419	-84.37869	22.4445	0.1608259	0.0322711	0.0642786	0.0511307	0.0394979	0.030574	0.0373338	0.199262	0.00132946	0.07182857	0.02853172	0.110791	0.000660078	0.0232108	0.0685219	0.0931348	0.0376804	0.0600418	0.0134607	0.0135926	0.0438142	0.106752	0.0218763	0.0903663	0.08565	0.230448	0.01190661	68.11851	9.87194e-05	0.0146552	0.274184	3.71106	0.0256573	0.433005	2.73808e-05	0.067988	0.42384	0.0494823	0.04043833	0.2944388
4700	-35.4224	-76.57405	41.15165	1.093552	0.0119503	0.00799695	0.0112437	0.00115558	0.00200338	0.00478508	0.000495072	0.00461817	0.01084438	0.0383368	0.011926	0.00511689	0.0235021	0.26328	0.0344387	0.0123073	0.0294663	0.00321842	0.0162968	0.154631	0.0703653	0.0798207	0.0270839	0.195727	0.0728199	0.02279107	41.24944	0.155233	0.503172	1.01392	2.32767	0.0383275	0.442808	0.00431517	0.119099	0.347196	0.0482544	0.06112787	0.3728426
4800	-46.15085	-82.8866	36.73575	1.233491	0.0206065	0.00454639	0.0176499	0.00346904	0.0437846	0.0489841	0.0370367	0.00378288	0.04378554	0.08374945	0.0298251	0.133191	0.00854989	0.0417581	0.0224744	0.0276793	0.107765	0.023906	0.0154058	0.081097	0.0323789	0.29923	0.0177499	0.149354	0.00963566	0.01484864	6.959335	0.18107	0.537215	1.03001	2.25171	0.0533805	0.42837	0.00621967	0.131595	0.298565	0.0818696	0.09859809	0.1505976
4900	-46.22811	-81.47819	35.25008	1.368796	0.0205829	0.00231359	0.0073646	0.0104179	0.0110369	0.0337127	0.00715089	0.0186168	0.01045742	0.001553509	0.0178647	0.017076	0.0230493	0.0848757	0.132734	0.0030374	0.0262919	0.00254582	0.0235357	0.265625	0.0771134	0.148035	0.0159501	0.107481	0.0547845	0.005256381	60.99823	0.204324	0.565154	1.04169	2.18883	0.0435232	0.366058	0.0360058	0.153131	0.339534	0.0617482	0.00680989	0.7718746
5000	-47.23541	-83.19832	35.96291	2.612179	0.0226328	0.00882164	0.0116271	0.00196791	0.0241573	0.0509333	0.0393159	0.00939282	0.0212794	0.03782112	0.0658399	0.204008	0.114161	0.0958962	0.0184755	0.0114553	0.0245646	0.0284734	0.021902	0.10011	0.11276	0.00649384	0.0654249	0.0312503	0.0991857	0.005490194	14.71488	0.356841	0.707511	1.07979	1.85585	0.0294856	0.398314	0.0137099	0.10591	0.369485	0.0830962	0.04331131	0.1267612
5100	-41.26151	-83.21793	41.95642	0.2829002	0.0112149	0.0190068	0.000401653	0.00267981	0.00576497	0.00272899	0.00593396	0.00177613	0.00491027	0.002107621	0.0269413	0.119504	0.00471976	0.109452	0.0555688	0.127542	0.107785	0.00976912	0.000859772	0.131136	0.0671212	0.015628	0.00336903	0.210904	0.00970072	0.02611651	89.75291	0.00401096	0.0912773	0.565936	3.33878	0.132084	0.302512	0.0056153	0.0647635	0.432267	0.0627574	0.02822413	0.9253256
5200	-49.15596	-80.5186	31.36264	3.074761	0.126556	0.0180877	0.000156442	0.00668725	0.0164289	0.018415	0.0110959	0.0200356	0.02351318	0.1006261	0.00180909	0.101305	0.0669157	0.130547	0.027019	0.00900005	0.0616895	0.0277961	0.0200935	0.178889	0.0148891	0.0165305	0.0068629	0.0906416	0.246012	0.1653241	4.708232	0.394964	0.735585	1.08286	1.78659	0.0540645	0.464516	0.0231393	0.104814	0.288948	0.0645175	0.2659502	0.6216356
5300	-44.04947	-79.99808	35.9486	0.3072086	0.0769784	0.0228782	0.00162847	0.00370143	0.0116127	0.0114312	0.0127685	0.0214634	0.04594476	0.06577054	0.0904012	0.0220172	0.139038	0.0414906	0.0331421	0.205535	0.00678091	0.00187378	0.179276	0.0322552	0.00253645	0.108303	0.000396096	0.0821545	0.0548	0.005429745	13.30412	0.00589826	0.110113	0.607712	3.27628	0.0254886	0.434	0.00154559	0.151371	0.349637	0.0379569	0.07120028	0.07626016
