Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-602.918	-536.1956	-66.72242	1.391858	1.870317	0.0313926	0.0294679	0.125167	0.0593763	0.044687	0.246351	0.187376	0.222824	0.0093794	0.0815668	0.0695837	0.156701	0.0660782	0.237531	0.0735876	0.0110444	0.0758382	0.0827437	0.0388202	0.121336	0.0824346	0.147652	0.126452	0.0980116	0.269585	0.0504326	0.128296	0.0170467	0.00764532	0.00249549	0.015521	0.230484	0.0671379	0.0107958	0.00176111	0.0329445	0.146686	0.0360988	0.0196649	0.0451673	0.1218275	0.01637268	0.013666	0.0769139	0.11343	0.0355112	0.0522737	0.00218192	0.078727	0.00857829	0.022948	0.0402107	0.0873371	0.0857072	0.00249543	0.280004	0.100016	0.1124152	5	66.51218	0.02502843	0.277287	0.640475	1.06638	2.01586	0.152607	0.338478	0.100072	0.17399	0.148418	0.0864347	0.1287879	0.872871
100	-594.2057	-528.7034	-65.50226	5.47026	1.770263	0.0132815	0.00900288	0.13225	0.00594838	0.0407083	0.221821	0.187934	0.0343453	0.110657	0.0369884	0.0140134	0.0758694	0.156266	0.0949709	0.0345397	0.0665719	0.0199239	0.21624	0.0543606	0.0301099	0.00748383	0.0724658	0.00952039	0.00959304	0.0151596	0.0280734	0.0755112	0.00860293	0.150487	0.0351753	0.00174152	0.0362648	0.0160667	0.0269462	0.00441415	0.0295407	0.136151	0.0754902	0.0266062	0.0239377	0.06046395	-0.00866812	0.026005	0.138415	0.143064	0.010919	0.08231	0.00205217	0.114933	0.000351439	0.00937561	0.0755028	0.0974821	0.120623	0.0570339	0.108182	0.0137512	0.1808734	1	92.05631	0.01461057	0.264219	0.628126	1.06301	2.04464	0.119629	0.297449	0.137876	0.100325	0.223037	0.121685	0.1722053	1.050336
200	-586.3376	-522.7737	-63.56385	6.922892	9.011405	0.0583214	0.175932	0.0441827	0.190106	0.057511	0.0478239	0.069296	0.102137	0.105563	0.0143186	0.0292303	0.0196108	0.00332383	0.00111858	0.0568529	0.100241	0.0183557	0.0247069	0.000943151	0.0631423	0.00655485	0.0575959	0.0058316	0.015367	0.0611845	0.036613	0.101455	0.0599927	0.155531	0.0647216	0.0619699	0.0640111	0.0240735	0.0140732	0.0139504	0.00303688	0.00298665	0.0617616	0.0471536	0.0704317	0.06370222	-0.01479498	0.0154962	0.0681117	0.0319455	0.0353031	0.0669312	0.0084904	0.0746996	0.0152468	0.0262297	0.137715	0.166589	0.236099	0.00919384	0.0950251	0.0129234	0.1402158	2	83.1045	0.01260509	0.613936	0.862643	1.0744	1.44902	0.171071	0.309	0.13604	0.0986019	0.195639	0.0896484	0.1254208	1.117963
300	-572.3922	-533.4945	-38.89774	13.16054	1.528507	0.00204191	0.0403351	0.0211042	0.0147582	0.0212872	0.118686	0.0102952	0.0128496	0.0146128	0.00980467	0.00204775	0.0577661	0.0123797	0.0348279	0.00132403	0.0349661	0.00299804	0.0022539	0.0013964	0.0272249	0.00941765	0.0590561	0.0930747	0.0201739	0.0133444	0.06302	0.00208317	0.00981538	0.0270896	0.00422992	0.00344356	0.0536988	0.0383144	0.0327495	0.00356335	0.0585322	0.04008	0.0235249	0.0124398	0.0158313	0.02501056	-0.03164662	0.0241156	0.116948	0.0295045	0.00858619	0.0887341	0.000682841	0.0241211	0.00211769	0.0484022	0.0480777	0.0455443	0.0492148	0.0314646	0.443607	0.0388802	0.1792141	4	93.82149	0.01215251	0.229693	0.593234	1.05205	2.12502	0.169227	0.286046	0.144327	0.0766833	0.283077	0.0406397	0.1475675	1.214455
400	-582.8305	-532.3861	-50.44445	6.315531	2.838679	0.115885	0.00727653	0.0324933	0.0494111	0.0322359	0.0348259	0.153268	0.04764	0.0417671	0.048784	0.00844332	0.160435	0.069521	0.0412598	0.129238	0.0325493	0.00888411	0.131566	0.00144221	0.0721384	0.00363315	0.0418268	0.00357242	0.0348339	0.032452	0.0254092	0.0610668	0.0233165	0.00217002	0.0284178	0.0257965	0.0101945	0.00270084	0.0201693	0.0597109	0.00453096	0.0231794	0.089523	0.180962	0.0292911	0.04650363	-0.02123145	0.024376	0.204291	0.0167421	0.0112283	0.0686723	0.00305976	0.0703375	0.000736543	0.0495357	0.0383612	0.057453	0.256751	0.0374728	0.0744686	0.0865139	0.1106159	5	88.14464	0.02947063	0.376384	0.722186	1.08159	1.81984	0.0682022	0.397526	0.129015	0.120528	0.215846	0.0688831	0.08938442	1.23753
500	-598.2208	-535.7814	-62.43941	10.07889	2.137432	0.0730409	0.0973001	0.0852994	0.0330585	0.0129848	0.0967439	0.028721	0.0941345	0.0251411	0.0477019	0.000460168	0.146074	0.0472816	0.0450577	0.0146104	0.0096481	0.0156769	0.18703	0.0113406	0.0238893	0.032964	0.0925051	0.0161382	0.203371	0.00959224	0.0938406	0.00624509	0.00415996	0.148112	0.000954639	0.0401785	0.134401	0.00778923	0.111582	0.0550455	0.061063	0.198791	0.019876	0.210772	0.0634617	0.06751101	-0.04813381	0.00532037	0.105493	0.0507843	0.115739	0.0274927	0.000994877	0.110126	0.00411937	0.0579576	0.178148	0.0418246	0.011697	0.0272121	0.257567	0.00552406	0.1797166	6	81.78859	0.02919791	0.309146	0.668875	1.07308	1.9489	0.16607	0.276098	0.137664	0.0857569	0.257939	0.0764725	0.1315828	1.365806
600	-573.3722	-530.8117	-42.56057	18.88026	3.030489	0.0709617	0.143877	0.0366322	0.00538793	0.000726784	0.139856	0.000627862	0.0272246	0.0238539	0.0165012	0.000100253	0.0201522	0.0566052	0.0154382	0.0227825	0.0349596	0.012366	0.0197979	0.0065543	0.0024176	0.019107	0.00542943	0.00246901	0.0492284	0.0254909	0.0237877	0.0646961	0.0160326	0.0383516	0.00877934	0.00598485	0.00340325	0.0964327	0.0446465	0.0890638	0.0568405	0.0184859	0.0691385	0.0217495	0.0558471	0.03722501	0.0004718208	0.0185896	0.0808975	0.105931	0.0473013	0.0782418	0.0140119	0.119525	0.0095261	0.0577168	0.079342	0.105251	0.0918304	0.0517428	0.120853	0.0192388	0.1175412	3	81.45356	0.02593853	0.391607	0.733202	1.08266	1.79253	0.153565	0.180363	0.174347	0.112082	0.269351	0.110293	0.118013	0.996002
700	-590.1871	-532.8462	-57.34089	2.810662	1.925464	0.159709	0.105188	0.169298	0.209727	0.00318595	0.29781	0.153212	0.0927262	0.0378837	0.0987346	0.0566092	0.0222676	0.00970665	0.0951668	0.0239149	0.0241581	0.00121141	0.123556	0.0158226	0.167531	0.0507363	0.00257788	0.0401536	0.0626422	0.0205775	0.0645359	0.0599727	0.0112359	0.0993487	0.0234621	0.0628676	0.290698	0.0172518	0.0319021	0.0323553	0.0170324	0.119719	0.0447844	0.0255605	0.0414359	0.08407314	-0.004934692	0.0260331	0.0354189	0.0967465	0.0223786	0.03688	0.00981937	0.123425	0.0018302	0.0431557	0.0822353	0.122407	0.0873211	0.019339	0.267312	0.0256992	0.1206851	5	60.82897	0.03493778	0.284212	0.646846	1.06801	2.00093	0.18058	0.19009	0.157685	0.105202	0.295573	0.0708702	0.1157504	1.042632
800	-592.655	-534.6866	-57.96841	12.85027	2.468391	0.0270909	0.0180438	0.0199291	0.00736422	0.00903722	0.134989	0.0377392	0.0193478	0.0266544	0.189442	0.00284079	0.0631509	0.0214228	0.0122259	0.0134916	0.01342	0.0290759	0.0537081	0.00478603	0.0323723	0.0333461	0.00099059	0.0235115	0.00878412	0.00166695	0.193209	0.0820212	0.00283898	0.145636	0.00457037	0.0554029	0.059087	0.0640845	0.0941909	0.0409334	0.114474	0.138754	0.0135803	0.0706389	0.0430379	0.03936031	-0.009872744	0.0241157	0.0401519	0.0356175	0.02723	0.0500356	0.00502257	0.0436606	0.000904871	0.073917	0.0930156	0.0519587	0.215127	0.00890435	0.218826	0.111513	0.1103237	3	81.39742	0.0186976	0.343439	0.697078	1.07826	1.88122	0.147011	0.319067	0.139889	0.113656	0.225157	0.0552202	0.100451	1.098284
900	-590.5061	-529.5727	-60.93341	33.23534	4.35644	0.0729513	0.0411569	0.0657845	0.025254	0.0379788	0.136206	0.0159031	0.0552975	0.0182378	0.0410397	0.00925336	0.0454672	0.0147485	0.0238288	0.0723336	0.025838	0.00642666	0.0448462	0.00791572	0.025793	0.0369516	0.0616604	0.0776441	0.0379154	0.0507347	0.0341729	0.00128251	0.00130472	0.0288895	0.0286457	0.0331195	0.104536	0.0106435	0.124855	0.0885623	0.205291	0.166002	0.00417632	0.00528648	0.0530108	0.06453052	0.01591085	0.00590477	0.0313821	0.125935	0.0306759	0.0705683	1.75342e-05	0.188549	0.00111511	0.0244137	0.0496717	0.0287713	0.116832	0.0645628	0.240195	0.0214055	0.2239861	3	80.31305	0.01463213	0.472932	0.786698	1.0842	1.65617	0.202942	0.219988	0.151504	0.0999401	0.274434	0.0511916	0.239897	0.9336763
1000	-598.8854	-528.7153	-70.17002	4.918144	1.676832	0.0163108	0.107867	0.153245	0.0789826	0.183396	0.0338452	0.0692741	0.229591	0.0030943	0.0651536	0.16297	0.0665841	0.0159191	0.0220244	0.18526	0.00125528	0.0440895	0.0377322	0.185061	0.232564	0.0290785	0.107002	0.00285303	0.103857	0.251604	0.14097	0.00278448	0.00419916	0.0306284	0.0455788	0.0808229	0.0724926	0.0121756	0.0514128	0.366027	0.0480455	0.0831458	0.0593108	0.179569	0.191838	0.09697154	0.01253492	0.0114827	0.0493674	0.0525776	0.0298695	0.0949573	0.0021775	0.0644945	0.00266481	0.00740269	0.151704	0.0674581	0.235033	0.0109745	0.200307	0.0195296	0.1329696	4	72.53813	0.01878531	0.251393	0.615568	1.05931	2.07372	0.124296	0.260814	0.160887	0.130318	0.232822	0.0908639	0.1455046	0.913852
1100	-585.4614	-528.4798	-56.98164	3.122826	2.343459	0.298064	0.0121399	0.0163315	0.01486	0.0170289	0.0401637	0.305268	0.0510774	0.0313118	0.0497148	0.109786	0.0152739	0.264083	0.0113926	0.0565077	0.0628594	0.0121431	0.00852531	0.0263703	0.123392	0.00337115	0.0249799	0.00175828	0.0235413	0.0339394	0.110157	0.0164282	0.107707	0.0284445	0.0443081	0.0654218	0.0319653	0.00304028	0.0725849	0.0348547	0.0278123	0.06672	0.000215157	0.0875192	0.0957037	0.06045345	-0.007707277	0.0102465	0.0779335	0.0405453	0.0416059	0.0588588	0.001109	0.127515	0.0156491	0.024477	0.152844	0.0820884	0.0500921	0.0393252	0.245427	0.0322824	0.1662301	3	69.67876	0.03166525	0.331094	0.687185	1.07661	1.90511	0.188951	0.280531	0.149037	0.102724	0.167538	0.111219	0.1585228	1.048619
1200	-569.0048	-520.0172	-48.98765	3.879586	5.312702	0.0082234	0.0507957	0.050745	0.00460068	0.103209	0.183193	0.0275271	0.0855871	0.0685484	0.0707712	0.00571695	0.136006	0.0346153	0.0468579	0.0425459	0.0360778	0.00358104	0.034634	0.0552012	0.0147571	0.0286288	0.0200598	0.00869213	0.0880514	0.00260351	0.00771791	0.164943	0.0414895	0.0410493	0.0117627	0.0590629	0.0102793	0.00300387	0.0483652	0.0096625	0.0373477	0.00219653	0.0202179	0.0543764	0.0143193	0.03875446	-0.01144562	0.00421657	0.10691	0.0398215	0.0378742	0.0578831	0.000559987	0.0602436	0.000761327	0.0456451	0.118312	0.0522692	0.20275	0.0247402	0.172821	0.0751923	0.2224257	3	78.04704	0.01855758	0.514569	0.811087	1.08272	1.59163	0.154844	0.234731	0.178485	0.130683	0.229267	0.0719912	0.2109801	1.05425
