Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-122.1739	-118.7954	-3.378516	5.364324	2.282925	0.0749996	0.0935611	0.0205199	0.0326668	0.19378	0.10177	0.00267674	0.209571	0.0235798	0.506431	0.1253154	-0.1998334	0.034777	0.163566	0.105759	0.0646004	0.0943918	0.0565365	0.0272587	0.0854869	0.0353925	0.193089	0.0375689	0.0130608	0.0100188	0.0550688	0.0234247	0.7621244	0	11.0285	0.146896	0.32486	0.68208	1.07569	1.91737	0.0685465	0.182934	0.0628495	0.574903	0.047071	0.0636961	0.562291	1.355391
1	0	-129.6489	-125.9999	-3.649026	5.316759	0.6665457	0.0569843	0.443101	0.162343	0.0300971	0.0409258	0.0929373	0.239235	0.226737	0.0264764	0.00403737	0.1633422	0.1708808	0.186163	0.0324634	0.0894012	0.00137307	0.0931471	0.071193	0.0397853	0.0542423	0.0622862	0.0348138	0.190291	0.0492418	0.0018212	0.0656585	0.028119	0.07146386	0	7.38028	0.19019	0.0670618	0.347308	0.911811	2.67382	0.098647	0.17504	0.065662	0.511675	0.0668611	0.0821148	0.2423446	0.2948853
2	0	-125.679	-120.9662	-4.712714	4.8721	0.2601339	0.173719	0.341388	0.706518	0.0407858	0.0593116	0.0754684	0.0309396	0.0773597	0.395176	0.596779	0.2028351	0.1158359	0.132208	0.0241538	0.0828865	0.0721296	0.0457677	0.0785123	0.0693105	0.0146822	0.0747456	0.178947	0.0097729	0.0759955	0.0364362	0.100267	0.0041847	0.2987886	0	7.800018	0.1452441	0.00261808	0.0740999	0.522375	3.40091	0.149838	0.129175	0.0719546	0.523407	0.0497058	0.0759193	0.4146244	0.7206246
3	0	-133.187	-125.3823	-7.804634	8.761747	0.2429312	0.0153715	0.116315	0.419559	0.355264	0.388828	0.237164	0.201832	0.0915172	0.309363	0.176499	0.1946911	-0.08517728	0.0364425	0.0533144	0.0113609	0.117741	0.106427	0.0105243	0.0121919	0.211594	0.0316821	0.0803077	0.147286	5.94951e-05	0.0104545	0.104735	0.06588	0.2739507	0	9.894991	0.2433354	0.00179852	0.0616346	0.48634	3.45023	0.0831904	0.206948	0.0567057	0.556487	0.020603	0.0760662	0.1887735	1.451214
4	0	-132.2886	-123.1021	-9.186482	4.545606	0.9109581	0.408675	0.269873	0.422605	0.403602	0.131466	0.303583	0.469315	0.0260938	0.99833	0.0236025	0.3945846	0.002285849	0.155613	0.117657	0.0873796	0.0454601	0.113158	0.00606027	0.0526574	0.090402	0.0116449	0.0097162	0.175812	0.00185026	0.0464935	0.0265686	0.059527	0.171496	0	4.644096	0.2692052	0.118863	0.448249	0.983523	2.44937	0.0956044	0.181602	0.128878	0.467325	0.0732816	0.0533095	0.1737818	0.9868464
5	0	-122.8956	-122.9544	0.05883812	5.109652	0.4874364	0.130619	0.121614	0.196791	0.0152531	0.255107	0.0578939	0.475696	0.103428	0.0333868	0.225388	0.1318852	-0.01821412	0.0216162	0.111822	0.0137038	0.0882852	0.00992851	0.0358595	0.0702932	0.0338493	0.000599359	0.201504	0.0254376	0.0439388	0.00326551	0.0803301	0.259567	0.3450294	0	6.41715	0.2881177	0.0310834	0.243635	0.810907	2.91437	0.0893075	0.168321	0.0215594	0.608107	0.0491871	0.063518	0.3268153	1.055732
6	0	-123.7124	-120.0562	-3.656103	5.911078	0.6884954	0.0980308	0.086205	0.342821	0.38097	0.104068	0.0274368	0.771101	0.0183985	0.199494	0.0681838	0.2013009	-0.1855748	0.0749396	0.00423211	0.0901116	0.0188968	0.0640231	0.0551581	0.0614775	0.0887419	0.00374669	0.290389	0.0886004	0.00183615	0.0221029	0.0754211	0.0603228	0.4030061	0	7.165571	0.196923	0.0717327	0.358051	0.920529	2.64969	0.0693423	0.16659	0.0960291	0.509767	0.0968369	0.0614344	0.2174313	1.853487
7	0	-124.7109	-123.8516	-0.8592863	4.587021	0.7954826	0.0234623	0.183578	0.196294	0.162475	0.0770041	0.0681337	0.200069	0.122803	0.083721	0.564963	0.1958219	-0.08959836	0.0418509	0.0240161	0.159631	0.0635239	0.280569	0.00950441	0.145205	0.0251106	0.0780822	0.0888212	0.00753871	0.0120174	0.0414438	0.00876929	0.013916	0.29055	0	6.049073	0.1811504	0.0945971	0.405309	0.955695	2.5444	0.0372589	0.220225	0.0723634	0.515138	0.0717805	0.0832339	0.2009516	1.44587
8	0	-128.2933	-120.6239	-7.669379	4.449887	0.4991055	0.175022	0.517039	0.159681	0.0248934	0.730689	0.149868	0.182113	0.776716	0.434524	0.834146	0.2819368	0.001826799	0.147958	0.000401233	0.0226034	0.0134963	0.038091	0.0346344	0.197657	0.0250356	0.0889961	0.0521304	0.101931	0.178926	0.021917	0.0738305	0.00239147	0.3483821	0	5.280093	0.2387355	0.0332221	0.251332	0.819617	2.89583	0.0820319	0.121699	0.0491712	0.652062	0.0399256	0.0551107	0.3502089	0.9947837
9	0	-136.4759	-133.1766	-3.299371	4.703913	2.23122	0.151765	0.0372737	0.0169152	0.285445	0.135614	0.30796	0.289665	0.0377774	0.113669	0.671444	0.158621	-0.0006469201	0.0335772	0.0253136	0.114196	0.0770713	0.0310997	0.0174217	0.142767	0.0212401	0.138112	0.0572334	0.0114365	0.111248	0.000517411	0.17341	0.0453553	0.4516986	0	5.638411	0.1470156	0.319397	0.677546	1.07483	1.92823	0.0899812	0.0715537	0.117354	0.592934	0.0999849	0.0281921	0.4510516	1.001434
