Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-282.8722	-255.6989	-27.17326	3.352328	3.662392	0.0130276	0.0284632	0.00741449	0.249365	0.0263104	0.141292	0.129013	0.0308476	0.0454506	0.130651	0.0227329	0.0340395	0.0554356	0.00179928	0.0345669	0.363961	0.140609	0.00834072	0.0204335	0.0155104	0.0727639	0.0514187	0.18262	0.00699655	0.0776527	0.0460333	0.0114653	0.0402301	0.106345	0.351656	0.0179695	0.0435993	0.0559049	0.0932898	0.0920127	0.0259458	0.00320007	0.0112425	0.307948	0.10217	0.0469802	0.00412767	0.423724	0.208459	0.0283388	0.00655192	0.0408669	0.0120475	0.1045473	0.1607304	0.115434	0.0118852	0.0871089	0.0288244	0.0578035	0.00820896	0.100076	0.0572043	0.0699341	0.13542	0.0194661	0.110569	0.00982384	0.162846	0.0253955	0.4308392	7	17.52189	0.1882867	0.434796	0.762661	1.08428	1.71826	0.153905	0.18339	0.215825	0.136956	0.243262	0.0666617	0.5915696	0.7282985
100	-296.1868	-257.8005	-38.38631	1.545604	4.149917	0.0281248	0.0419262	0.170577	0.0713884	0.00531165	0.204131	0.017548	0.12413	0.00325359	0.077457	0.00112177	1.15859	0.291222	0.110945	0.13677	0.431757	0.128177	0.0200517	0.034244	0.00195708	0.0504558	0.0972655	0.0479509	0.0579498	0.145224	0.0221985	0.0385227	0.0140327	0.0847952	0.113992	0.0110968	0.047869	0.125385	0.289778	0.182565	0.0316331	0.0102941	0.181566	0.571703	0.0651905	0.00602621	0.0130096	0.906207	0.292897	0.00334529	0.00792971	0.0400121	0.004613	0.128455	-0.08355661	0.00913988	0.0339745	0.136168	0.0028263	0.00700992	0.00914378	0.0915896	0.0260816	0.106505	0.157165	0.0310012	0.157843	0.0526709	0.167548	0.0113337	0.5162054	12	14.22643	0.2106936	0.462413	0.780239	1.08435	1.673	0.213943	0.222608	0.149205	0.126815	0.225351	0.0620771	0.4326488	1.193128
200	-295.1988	-262.5625	-32.63632	1.083821	2.367076	0.0140239	0.0392923	0.488576	0.00890274	0.0308698	0.0284842	0.135689	0.367868	0.335152	0.0659879	0.180003	0.220184	0.0776995	0.0775619	0.0871344	0.0749367	0.161866	0.0493624	0.000709362	0.0393236	0.386651	0.118692	0.0924092	0.0111321	0.0225131	0.0200538	0.0379328	0.0274492	0.00927853	0.0244301	0.016974	0.0123214	0.0950471	0.362936	0.0236338	0.123301	0.710721	0.050948	0.0636063	0.0132949	0.04145	0.1201	0.0455921	0.452993	0.0958214	0.0325145	0.0283191	0.429152	0.1370777	0.01429374	0.0656334	0.0405007	0.0527389	0.00669943	0.0493131	0.126895	0.0150273	0.0627199	0.0226058	0.192584	0.0347483	0.214098	0.0124756	0.100296	0.0036642	0.3686496	11	14.50014	0.1705514	0.333481	0.689119	1.07695	1.90045	0.213551	0.184059	0.0950784	0.0754968	0.33743	0.0943845	0.3829433	0.962674
300	-250.8699	-257.9159	7.045973	2.178	3.411141	0.0301397	0.0577073	0.00649413	0.0301823	0.00217827	0.0106696	0.035649	0.0929993	0.103067	0.00201572	0.00401934	0.0263694	0.0131128	0.0140228	0.0167995	0.0104712	0.0170763	0.08416	0.0305176	0.0272303	0.0624574	0.0427377	0.0528515	0.0110189	0.00359424	0.0266877	0.0101251	0.00766881	0.0243854	0.0198461	0.0203648	0.0157792	0.0289043	0.0671196	0.0142008	0.0365812	0.301436	0.0258064	0.0514256	0.0394456	0.00492786	0.0415328	0.0751219	0.00657766	0.0208683	0.0222855	0.0136722	0.165028	0.03690557	-0.07611907	0.0324306	0.0165111	0.082923	0.0198387	0.0157654	0.0448846	0.0639768	0.101586	0.0492366	0.103412	0.0563143	0.147838	0.00346273	0.132303	0.129517	0.4332101	9	19.90284	0.19517	0.418763	0.752019	1.08391	1.74531	0.235588	0.195786	0.182109	0.0919845	0.243502	0.0510309	0.357091	1.213164
400	-277.3836	-259.8348	-17.54877	1.627841	5.303708	0.0425455	0.0518679	0.185032	0.0104787	0.131294	0.0339864	0.0832656	0.065101	0.141785	0.0156422	0.00454611	0.00717375	0.000243206	0.083683	0.0132969	0.0068737	0.247459	0.172786	0.00191251	0.0791846	0.191804	0.0948391	0.0310627	0.0416797	0.00137515	0.0400926	0.0128282	0.137493	0.0251171	0.00134865	0.0470176	0.0120549	0.244347	0.021393	0.042123	0.0210885	0.126993	0.0229124	0.0965979	0.00467084	0.020241	0.246197	0.00770752	0.102323	0.123255	0.0399837	0.013721	0.22924	0.05904044	0.03375248	0.0840625	0.0212481	0.0797528	0.00974047	0.144281	0.0199148	0.0417471	0.0583483	0.101884	0.0874662	0.0376808	0.0639423	0.000567125	0.064464	0.1849	0.6305631	9	18.49383	0.09492046	0.514223	0.810891	1.08274	1.59215	0.234511	0.173829	0.147007	0.123093	0.278814	0.0427456	0.6643156	0.9491921
500	-277.3424	-259.7483	-17.59411	0.8203359	2.574299	0.0262008	0.00219238	0.006395	0.0578622	0.150526	0.325935	0.0868748	0.00885743	0.00359885	0.0738095	0.0423651	0.0433336	0.0520471	0.0550028	0.0322549	0.204757	0.0104233	0.00755096	0.000420357	0.0131343	0.0753334	0.0639512	0.0438018	0.0149654	0.0109611	0.13655	0.0334246	0.0325593	0.0758812	0.0657714	0.023728	0.106394	0.391274	0.0144985	0.00178341	0.0167357	0.113359	0.0263931	0.101193	0.00485188	0.0697744	0.0467544	0.432619	0.0593687	0.277151	0.0133668	0.0490094	0.00392669	0.08033186	0.0573909	0.0234588	0.00797684	0.0918221	0.00170034	0.0205946	0.00741495	0.0184437	0.0149288	0.0376106	0.131347	0.00457962	0.106727	0.0543237	0.334699	0.144373	0.3627918	10	17.53626	0.1768082	0.353389	0.704854	1.07942	1.86233	0.248404	0.263722	0.121608	0.0737028	0.253502	0.0390612	0.4201827	0.8634144
600	-299.9794	-262.0192	-37.96016	0.488317	5.262956	0.0889614	0.419551	0.177198	0.0871526	0.0269248	0.573077	0.0357571	0.070654	0.0332896	0.09791	0.0301815	0.00626928	0.153313	0.348588	0.0656277	0.320869	0.169025	0.0300695	0.223815	0.114577	0.132037	0.00346141	0.252683	0.0381895	0.0100653	0.0389947	0.0950888	0.501543	0.0106229	0.0806432	0.0240725	0.0400984	0.0559245	0.0765861	0.00442082	0.00686229	0.0546466	0.0146487	0.000748123	0.0176162	0.0714684	0.016827	0.0538348	0.0262599	0.329866	0.308528	0.241498	0.0635299	0.1376746	-0.01153682	0.0322829	0.00823567	0.0449197	0.0675484	0.00515233	0.0139197	0.152381	0.0918448	0.00439273	0.129267	0.0383282	0.0875314	0.0492433	0.0533405	0.221613	0.4238777	9	16.55623	0.156459	0.512645	0.81	1.08282	1.59454	0.18789	0.264176	0.173066	0.0705727	0.263313	0.0409816	0.4123409	1.027979
700	-286.3376	-268.0452	-18.29242	0.9953023	6.045834	0.00915564	0.0882722	0.0405426	0.0213758	0.042276	0.113498	0.0045636	0.109478	0.0228726	0.0874257	0.0508451	0.0448377	0.0075932	0.0849318	0.0574621	0.152101	0.171732	0.187007	0.0251907	0.154059	0.176209	0.00573781	0.0654435	0.0125857	0.101684	0.0177788	0.120134	0.153183	0.00432284	0.0773954	0.0238146	0.0852701	0.0108152	0.000268542	0.0579231	0.00598971	0.0187345	0.0129318	0.0524039	0.0149339	0.000743742	0.10306	0.191993	0.18498	0.0509448	0.175232	0.112192	0.00223914	0.09170276	-0.04655646	0.0427782	0.0186327	0.185559	0.0467283	0.0402538	0.0279106	0.029147	0.0204634	0.0732961	0.0371243	0.0443475	0.0862889	0.00891575	0.245594	0.09296	0.443819	9	20.08989	0.1411878	0.540461	0.825371	1.08116	1.55301	0.265548	0.203565	0.132929	0.101746	0.24189	0.0543229	0.3972625	1.117193
800	-253.5039	-261.2523	7.748414	2.205785	2.484185	0.0469927	0.107939	0.0185685	0.0164724	0.00328731	0.113939	0.00559399	0.0259701	0.0360948	2.93107e-05	0.0111854	0.00622649	0.0181611	0.0442168	0.0113672	0.0844834	0.00636302	0.0285414	0.033379	0.00619027	0.0661615	0.0506153	0.00525354	0.0349394	0.00535459	0.0174481	0.0128061	0.364776	0.082317	0.0830221	0.0462741	0.00755522	0.0609132	0.0409535	0.02192	0.117585	0.00457994	0.0287153	0.0314715	0.0173754	0.0209655	0.0104981	0.246662	0.142827	0.0349128	0.0245001	0.00123575	0.00167148	0.04877098	-0.07457392	0.0317916	0.0033648	0.14917	0.0818807	0.0674561	0.0338215	0.081689	0.120361	0.0860334	0.115553	0.0245555	0.120091	0.00444591	0.0260091	0.0537774	0.538562	10	16.0426	0.1483164	0.344952	0.698272	1.07845	1.87833	0.191832	0.318513	0.190327	0.111997	0.122777	0.0645545	0.4639881	1.160724
900	-282.5711	-256.0344	-26.53667	2.290334	3.839991	0.0986958	0.0627905	0.0732776	0.0364044	0.0421214	0.0618977	0.133656	0.0490883	0.0380472	0.00995918	0.0327971	0.0472942	0.100039	0.079628	0.0356749	0.131318	0.0126232	0.0479138	0.00578242	0.000443822	0.0315654	0.031971	0.327931	0.0304667	0.0408794	0.118365	0.0230053	0.15611	0.11308	0.0733414	0.00860488	0.0663343	0.0338444	0.0180615	0.022695	0.0199817	0.00153419	0.0177382	0.0307213	0.0226367	0.0584352	0.0214012	0.323456	0.288694	0.18387	0.09694	0.0160178	0.00205299	0.06672308	-0.03962746	0.0340369	0.00218197	0.126646	0.00889643	0.0176776	0.00892009	0.0615224	0.0613926	0.0189189	0.113133	0.0186033	0.279286	0.0171715	0.186562	0.0450516	0.6711082	9	22.95558	0.08730528	0.44535	0.769488	1.08439	1.70077	0.236185	0.266105	0.152643	0.0861774	0.171833	0.0870568	0.6314807	1.062753
