Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
3700	-207.7971	-234.9969	27.19983	1.479047	0.0188072	0.00853019	0.0103379	0.00366548	0.00700812	0.0176432	0.0144838	0.0179773	0.0264469	0.00271098	0.00931543	0.000742408	0.0293005	0.00635463	0.01599671	0.006178843	0.0194644	0.00713588	0.20442	0.259964	0.0815355	0.00388527	0.00440061	0.0212488	0.105601	0.00788493	0.120305	0.0197663	0.131117	0.00450631	0.00876497	0.001153095	509.9308	0.222068	0.585031	1.04917	2.14373	0.162072	0.10747	0.282984	0.0481984	0.256718	0.142558	0.007331938	0.1572702
3800	-216.6538	-233.442	16.78817	4.50249	0.0276699	0.0409329	0.00311331	0.0262892	0.01011	0.00517069	0.0118106	0.0054473	0.0113152	0.0662927	0.0414112	0.0106882	0.0936112	0.0375979	0.02730152	0.01256703	0.0150561	0.046379	0.145797	0.232142	0.0194828	0.0153718	0.0113548	0.00298981	0.22527	0.100288	0.0510698	0.00131989	0.035091	0.0695466	0.0288429	0.005821792	212.474	0.480003	0.79097	1.08404	1.64498	0.180679	0.215384	0.192121	0.0704331	0.253269	0.0881141	0.01838882	0.3165942
3900	-225.3246	-232.9878	7.663145	1.43285	0.196565	0.0605506	0.00301767	0.118669	0.0914753	0.0637065	0.0780703	0.0706783	0.124603	0.21419	0.207456	0.0237759	0.144815	0.229801	0.1038756	0.03182683	0.0487423	0.116385	0.0180172	0.258715	0.0186905	0.00977615	0.0271606	0.0110444	0.180314	0.00172285	0.0828848	0.0179281	0.197153	0.00615081	0.00531567	0.02793684	61.77879	0.21476	0.576984	1.04622	2.16203	0.130195	0.157254	0.220383	0.0883255	0.246876	0.156966	0.05976367	0.4674553
4000	-229.1433	-234.8427	5.699393	2.960831	0.028272	0.00205373	0.0417194	0.302546	0.0260275	0.0486856	0.104168	0.0200325	0.0332383	0.121955	0.127276	0.147727	0.126269	0.0698509	0.06849553	0.005154577	0.00808741	0.218046	0.0494437	0.00862989	0.0594342	0.0200267	0.0143545	0.00437105	0.100957	0.0189616	0.354438	0.0354636	0.0698357	0.0352299	0.00272035	0.003782312	283.4118	0.386209	0.729336	1.08232	1.80214	0.200901	0.156154	0.144441	0.0772976	0.305983	0.115224	0.008936889	0.4232247
4100	-225.5182	-229.8454	4.327187	1.814859	0.0740628	0.0579611	0.243696	0.142666	0.0232126	0.0683901	0.00702843	0.0653745	0.113835	0.375502	0.324655	0.0945419	0.159617	0.0264904	0.1086371	-0.02009513	0.0296328	0.0128554	0.196572	0.116268	0.056134	0.01161	0.0452762	0.00101697	0.282883	0.0199484	0.0364928	0.00990181	0.115933	0.0513448	0.0141312	0.07417499	62.66824	0.270126	0.633762	1.06458	2.03153	0.111364	0.150453	0.229139	0.0798388	0.308848	0.120358	0.05407986	1.371583
4200	-242.9219	-233.0889	-9.833046	4.124333	0.431311	0.390855	0.146371	0.749905	0.392862	0.0410316	0.639161	0.0494374	0.127449	0.345674	0.831607	0.00992755	0.726029	0.0213802	0.3575543	0.05412022	0.0144202	0.0728254	0.190244	0.144755	0.0856078	0.00681722	0.0227258	0.00430915	0.169462	0.154898	0.00914409	0.00330676	0.0648016	0.00845762	0.0482248	0.02297801	37.55542	0.461065	0.779402	1.08436	1.67517	0.116582	0.147126	0.283751	0.0801742	0.297807	0.0745609	0.07709823	0.2980355
4300	-225.194	-236.4314	11.23744	1.529127	0.0412677	0.0125986	0.000128999	0.066848	0.00533938	0.0959352	0.0681925	0.142272	0.0869813	0.0448955	0.00896396	0.0813281	0.124481	0.136317	0.07275764	-0.002810115	0.00570503	0.284274	0.0546305	0.20005	0.00385897	0.000555645	0.00226362	0.00687511	0.256206	0.000877736	0.0493481	0.0371865	0.0601297	0.00733895	0.0307001	0.02187878	149.1768	0.229787	0.593334	1.05209	2.12479	0.152425	0.131377	0.28082	0.0409094	0.291067	0.103401	0.01906866	1.147368
4400	-215.9803	-240.8084	24.82806	1.08759	0.0102802	0.0153162	0.0070757	0.00894943	0.00399031	0.0146546	0.0270976	0.00508133	0.0219254	0.0111946	0.00919807	0.00659573	0.0283597	0.0140447	0.01090919	0.002160967	0.00665624	0.00447434	0.163162	0.0323124	0.10526	0.0060112	0.0582262	0.0082665	0.267121	0.0908042	0.023992	0.0171208	0.11057	0.0577892	0.0482332	0.001948686	936.1368	0.154092	0.501584	1.01312	2.3312	0.216961	0.054237	0.377712	0.0612412	0.211023	0.0788264	0.004109653	0.4741728
4500	-226.2677	-233.1238	6.856159	2.470276	0.05198	0.0614456	0.125284	0.104779	0.299739	0.0813226	0.127774	0.254976	0.145217	0.208281	0.472732	0.127677	0.0286839	0.0676455	0.1431529	0.03983835	0.0386249	0.0407271	0.040564	0.0759083	0.0128514	0.00123168	0.0287821	0.00397785	0.1018	0.00579415	0.100981	0.0328271	0.222826	0.262563	0.0305419	0.01033221	46.58947	0.34362	0.697221	1.07828	1.88088	0.16527	0.162705	0.26146	0.0704385	0.253062	0.0870648	0.05017056	0.2059417
4600	-250.0412	-237.7598	-12.28139	1.639222	0.758184	0.388975	0.441648	0.321391	0.268201	0.294879	0.247851	0.268607	1.36666	0.876414	0.252713	0.896673	0.354162	1.62265	0.3122694	0.04780446	0.0227263	0.122151	0.0747952	0.178278	0.0395334	0.00841228	0.0166551	0.0278376	0.171802	0.0528503	0.0721477	0.059778	0.133143	0.00670109	0.0131896	0.0007461581	15.23992	0.24605	0.610201	1.05765	2.0861	0.14155	0.220224	0.21318	0.0594314	0.290129	0.0754858	0.04855062	0.01536866
4700	-254.2763	-236.2139	-18.0624	0.6689578	0.543527	0.092682	0.439841	0.975312	0.485549	0.303734	0.206139	0.182292	0.919776	0.294702	0.126888	0.0341237	0.36071	0.487755	0.2488658	0.00666662	0.0203268	0.0175418	0.184527	0.107747	0.0516916	0.0041718	0.034248	0.0019939	0.164265	0.0377435	0.0269	0.0199449	0.302417	0.0188664	0.00761353	0.00770104	224.8	0.0675739	0.348508	0.912799	2.67112	0.204388	0.108049	0.241767	0.0844691	0.297233	0.0640938	0.01436766	0.5359982
