Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-127.7634	-117.0336	-10.72979	4.484118	2.677573	0.0787123	0.0246219	1.5548	0.500285	0.706805	0.57457	0.319262	0.0978163	0.385613	0.0160019	0.2903089	0.1303424	0.136273	0.0661543	0.0576561	0.0436512	0.0655908	0.17001	0.124845	0.00121378	0.0167955	0.144903	0.00876519	0.00989611	0.0136731	0.0170356	0.123537	0.2682907	0	5.052459	0.3559328	0.362671	0.711954	1.08038	1.84499	0.107272	0.145153	0.0532428	0.53113	0.0622532	0.100949	0.3986331	0.6730267
100	-123.3873	-122.2853	-1.102019	5.409728	1.894085	0.220057	0.102042	0.327524	0.0379202	0.148283	0.133912	0.124852	0.0401398	0.156621	0.193407	0.1111065	0.06289314	0.00646583	0.180951	0.102606	0.000629763	0.0816264	0.0194243	0.0903952	0.0160589	0.0642437	0.107588	0.125589	0.189634	0.000462069	0.00273453	0.0115911	0.1434061	0	9.259348	0.2240162	0.280295	0.643257	1.0671	2.00935	0.104072	0.236315	0.0772032	0.350322	0.0700893	0.161998	0.2062993	0.6951364
200	-124.8044	-119.2248	-5.579664	3.699713	0.6260805	0.123564	0.0332828	0.0948471	0.575111	0.222644	0.614895	0.530469	0.648417	0.0981931	0.520987	0.2460533	0.1285865	0.00753146	0.0130906	0.0518181	0.0841826	0.100262	0.15193	0.0753051	0.109335	0.0410641	0.195885	0.014648	0.0658033	0.026364	0.0284364	0.034344	0.3842654	0	5.073609	0.2621358	0.0585278	0.326462	0.894063	2.72095	0.0916546	0.229737	0.0761558	0.471654	0.0377491	0.09305	0.5128519	0.7492717
300	-122.6639	-119.3633	-3.300656	5.894347	0.6733996	0.0353903	0.0660785	0.128796	0.111185	0.594196	0.0925452	0.394849	0.122091	0.186378	0.251147	0.1900388	-0.08632675	0.0118028	0.0973459	0.188022	0.0484142	0.014015	0.00170574	0.0768203	0.0278699	0.0165209	0.108467	0.0438966	0.0236374	0.0429006	0.037711	0.260871	0.4871037	0	6.502316	0.2761844	0.0685179	0.350704	0.914598	2.66618	0.113117	0.222127	0.0668398	0.473063	0.0823888	0.0424647	0.4007769	1.215398
400	-123.9073	-119.9735	-3.933717	6.367582	0.9046125	0.0798254	0.0427867	0.1572	0.0576553	0.0396625	0.342571	0.0648951	0.0533149	0.435921	0.386923	0.1182472	-0.001665962	0.227906	0.0194935	0.0553042	0.0247872	0.0878952	0.0397393	0.0674705	0.187378	0.0530007	0.08707	0.0417256	0.0141418	0.058971	0.0347157	0.000401395	0.1562318	0	8.940807	0.1549062	0.117551	0.446076	0.982203	2.45417	0.0851409	0.257598	0.0837323	0.501557	0.0383236	0.0336482	0.1545658	1.010778
500	-129.2611	-122.4879	-6.773179	2.757497	0.6639161	0.299858	0.0146258	0.215027	0.611914	0.643609	0.101797	0.664027	0.0898483	0.856024	0.220668	0.2718685	0.05783922	0.0455991	0.0833452	0.0696539	0.0272842	0.0468409	0.0809644	0.0815842	0.0664919	0.0165627	0.107668	0.062706	0.166416	0.00951073	0.0341998	0.101173	0.66025	0	3.677825	0.2612068	0.0665037	0.345995	0.910726	2.67677	0.0757072	0.189707	0.145211	0.456432	0.0352732	0.0976689	0.7180892	0.919454
600	-134.5155	-118.7058	-15.80975	3.366147	0.8203945	0.346085	0.0260035	1.55044	0.0448544	0.193736	0.083761	1.15	0.420648	0.305572	0.28366	0.5419211	0.3260537	0.0359482	0.431745	0.0954778	0.00616588	0.04659	0.0231902	0.0554273	0.00242636	0.0104944	0.0927423	0.0383326	0.0470836	0.0159305	0.0155464	0.0828992	0.5698023	0	4.698915	0.3981515	0.0998905	0.415217	0.96245	2.52244	0.0636678	0.27519	0.110433	0.46635	0.0312364	0.0531227	0.895856	0.6360423
700	-124.4236	-119.6607	-4.762976	5.35866	2.558898	0.14375	0.0315934	0.104376	0.296998	0.59001	0.0533984	0.361329	0.0495508	0.105427	0.15117	0.113632	0.1649807	0.0355429	0.00291832	0.0672491	0.106021	0.0142849	0.15513	0.0160812	0.0549294	0.0219721	0.180074	0.11295	0.126197	0.0115491	0.00399328	0.0911082	0.3114133	0	7.108703	0.1944782	0.35197	0.703756	1.07927	1.86501	0.0726588	0.23646	0.0415974	0.511926	0.0321289	0.105229	0.476394	0.6536886
800	-124.573	-119.2767	-5.296321	7.847788	0.6151156	0.0796711	0.0669883	0.0271818	0.135968	0.14366	0.0444549	0.0495801	0.074734	0.57494	0.133924	0.1615037	-0.1340913	0.0374176	0.0842143	0.0375812	0.0501304	0.0279233	0.104764	0.0217468	0.0619407	0.0672753	0.0872498	0.264758	0.00133745	0.0250772	0.0324421	0.0961423	0.405697	0	10.71112	0.04457213	0.0562399	0.32057	0.888839	2.73435	0.120571	0.160043	0.0284827	0.607911	0.0407778	0.0422143	0.2716057	1.493698
900	-123.7352	-120.073	-3.662148	5.227677	0.6710315	0.242893	0.00100095	0.0707897	0.237491	0.0513993	0.292698	0.115001	0.711898	0.189067	0.0157003	0.2151567	-0.1771277	0.0773238	0.205745	0.0615257	0.00599856	0.0403653	0.115094	0.0241471	0.0245914	0.0305773	0.223981	0.00939721	0.0738521	0.0283113	0.0447009	0.0343905	0.5001863	0	5.505618	0.2074223	0.0680145	0.349535	0.913642	2.66881	0.0796443	0.190929	0.0441626	0.417206	0.163664	0.104393	0.3230586	1.548283
