Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-592.8878	-563.0348	-29.853	6.160352	2.251247	0.0171953	0.0296647	0.0345457	0.046343	0.0516172	0.00090544	0.0438785	0.00420794	0.000531394	0.0209231	0.0561635	0.0408287	0.00926195	0.0907129	0.017594	0.0163388	0.047605	0.0568693	0.0348443	0.0116797	0.0145009	0.019283	0.00602732	0.0531985	0.00492792	0.0258956	0.00169402	0.0533975	0.0325595	0.000830727	0.0135959	0.0610405	0.0579701	0.0195088	0.0234603	0.0612347	0.0221571	0.0136132	0.00835832	0.00083716	0.0424597	0.000570499	0.0459561	0.00737499	0.086032	0.0317715	0.0034026	0.00361281	0.0228508	0.0135839	0.00338358	0.0108677	0.0107308	0.00153832	0.0395896	0.000148945	0.001582	0.00168234	0.0114286	0.00386618	0.0582742	0.00245149	0.00591268	0.00717112	0.0466185	0.056166	0.015181	0.0100958	0.000507888	0.0383095	0.0181408	0.0209656	0.0113982	0.00583424	0.00413325	0.104376	0.0464748	0.00677903	0.0105481	0.0353087	0.00617747	0.06744	0.0537195	0.00604354	0.115586	0.0371214	0.00881375	0.00889862	0.00724253	0.0350954	0.0140534	0.0406585	0.094798	0.0297943	0.0227248	0.0158682	0.0709004	0.00238139	0.169756	0.0804189	0.02851466	-0.0294268	0.0632106	0.0619828	0.0358771	0.0205902	0.0267727	0.00522485	0.096814	0.00372852	0.0376097	0.1595	0.0998322	0.0311446	0.0636258	0.256281	0.0378056	0.4682529	17	65.48513	0.03314384	0.321528	0.679322	1.07517	1.92398	0.12809	0.213115	0.159328	0.154499	0.203803	0.141164	0.4388261	1.067058
100	-595.9945	-549.8562	-46.1383	2.433554	3.118011	0.0387109	0.0363784	0.0271344	0.0504976	0.133171	0.0163743	0.0060297	0.00741005	0.110531	0.0141478	0.0020997	0.00637817	0.0164142	0.0150939	0.0145474	0.0034921	0.00653015	0.000702611	0.0135622	0.0088918	0.00601979	0.00456768	0.00596266	0.0136613	0.00260092	0.0115773	0.0365571	0.00146886	0.0199277	0.101522	0.0159871	0.0179952	0.0771774	0.0598732	0.0384311	0.00573353	0.0364573	0.0102728	0.0285514	0.0353838	0.0568009	0.0992514	0.00592194	0.00418355	0.0277548	0.0145228	0.074668	0.0474608	0.0977891	0.00557532	0.0134565	0.00181839	0.067173	0.0511324	0.0345584	0.0611829	0.0941906	0.00500708	0.0130819	0.0130966	0.00888492	0.0237579	0.102739	0.017579	0.115914	0.0134242	0.0866795	0.0136857	0.093703	0.137441	0.0119399	0.0936685	0.00591123	0.146234	0.0436862	0.0133647	0.0459684	0.0708845	0.0658585	0.0323364	0.12606	0.00236168	0.0333833	0.0455743	0.000714244	0.0356139	0.0142655	0.00417364	0.00781236	0.00670129	0.00196419	0.0397131	0.0348348	0.0372971	0.0630613	0.0181744	0.0157395	0.00874831	0.000698484	0.0376797	0.03228912	0.06476473	0.0405636	0.027109	0.118042	0.0433347	0.0612509	0.00662708	0.110988	0.00481207	0.0100115	0.135483	0.0552471	0.043408	0.0444963	0.287558	0.0110691	0.445512	18	61.91826	0.05423734	0.39819	0.737859	1.08304	1.78091	0.168799	0.192601	0.198926	0.0895615	0.257759	0.0923534	0.5102767	0.8730792
200	-550.3572	-559.4502	9.092998	6.509409	3.690644	0.0066004	0.0196002	0.0314535	0.0184551	0.0871577	0.0410063	0.00121016	0.0409066	0.00665925	0.0183108	0.0272309	0.0237907	0.0105189	0.0312763	0.0329157	0.0220687	0.0142582	0.0189013	0.0120066	0.0165728	0.0147183	0.00343838	0.0133553	0.00647673	0.0263769	0.0214171	0.13057	0.00472868	0.0109202	0.0210159	0.00111205	0.00650345	0.0352332	0.0141049	0.0133663	0.0398516	0.00565626	0.00381904	0.0226981	0.00914856	0.0187328	0.0200775	0.0654882	0.00134981	0.0108867	0.00807928	0.00486834	0.00556667	0.00712031	0.00554313	0.0264047	0.0195527	0.00134566	0.00876729	0.00971911	0.0461687	0.115836	0.00924742	0.00998154	0.00592767	0.0395885	0.000471529	0.00443807	0.0086765	0.0306981	0.0121874	0.0254172	0.0165238	0.00643082	0.0309978	0.0329929	0.0685718	0.00808952	0.0984669	0.00665844	0.025449	0.0118388	0.0441722	0.0147476	0.0583814	0.011902	0.0179523	0.0206656	0.0140656	0.0214817	0.0928457	0.00215896	0.0104849	0.0107159	0.00327055	0.0257117	0.000111376	0.00432882	0.0186876	0.040509	0.00080609	0.00948912	0.00425528	0.00458973	0.00436839	0.0208075	-0.0395328	0.0334312	0.0733017	0.094905	0.043604	0.109638	0.00818924	0.0785182	0.0174935	0.0625277	0.108262	0.0370512	0.0915134	0.0239493	0.200004	0.0176115	0.5384928	18	63.20429	0.05413241	0.436516	0.763783	1.08431	1.71539	0.156679	0.226954	0.138477	0.135718	0.271794	0.0703777	0.49896	1.07923
300	-612.1329	-545.3417	-66.79115	8.941746	2.960559	0.027536	0.0058221	0.0732689	0.0683415	0.0930762	0.0420337	0.0124784	0.0294428	0.0606812	0.0162491	0.0113235	0.0703281	0.01552	0.107664	0.00583623	0.0460558	0.0311173	0.0238832	0.0402382	0.00960229	0.000981394	0.00219774	0.00251025	0.155643	0.0240726	0.00481124	0.121051	0.193862	0.0127508	0.163815	0.0105337	0.0203732	0.00331359	0.0231155	0.0140906	0.0138159	0.0156209	0.00507849	0.0203704	0.022853	0.1466	0.0580877	0.000236493	0.0189046	0.0187979	0.0373523	0.0257024	0.0270488	0.0169892	0.00979825	0.000463689	0.0821002	0.0688351	0.0366708	0.0187904	0.0245397	0.0072457	0.0178416	0.00748619	0.0196415	0.00692886	0.00836306	0.00989036	0.0401065	0.0508479	0.00188844	0.0786714	0.0343395	0.0065048	0.0543088	0.0158193	0.145957	0.0304899	0.0890081	0.0404974	0.000519595	0.0595913	0.0316125	0.0631964	0.0652665	0.0363222	0.00977197	0.0670773	0.0810898	0.000673526	0.0379713	0.0286632	0.02683	0.00883048	0.0763681	0.0361817	0.00829904	0.016512	0.0655415	0.0472158	0.0976961	0.0813806	0.000297464	0.00833692	0.00575531	0.04881755	-0.000374144	0.0161951	0.0341756	0.00600454	0.0542651	0.0513198	0.00469813	0.131374	0.00079782	0.0656299	0.0597423	0.0849909	0.216855	0.0592987	0.187865	0.0267881	0.4897445	18	73.90453	0.03391579	0.386187	0.729321	1.08231	1.80218	0.223083	0.265659	0.118537	0.115374	0.181773	0.0955743	0.4893703	1.000765
400	-588.3616	-552.9829	-35.37867	2.040165	3.450059	0.0211444	0.0467874	0.0340384	0.0369207	0.0850218	0.00778141	0.0470155	0.00606451	0.062873	0.00953458	0.0214967	0.0245455	0.0213992	0.010912	0.00643289	0.0149469	0.00186504	0.0112152	0.02446	0.000242373	0.000168745	0.0359609	0.0163629	0.00306921	0.00412369	0.0270083	0.0151536	0.090049	0.0059083	0.0716181	0.0764395	0.00555871	0.0169727	0.005967	0.0122063	0.0356576	0.0135509	0.0102361	0.0176856	0.0275961	0.0404177	0.111805	0.0133108	0.0289803	0.000206198	0.0139759	0.0106998	0.0451185	0.0385423	0.0336389	0.000793948	0.00350545	0.0441674	0.000215504	0.0250458	0.035817	0.00966535	0.0166941	0.0334564	5.87861e-05	0.0378676	0.00667143	0.0131428	0.0273538	0.029737	0.00430684	0.00435968	0.0359478	0.00341302	0.0773103	0.0108399	0.0272728	0.0227694	0.0292725	0.00775236	0.00974952	0.0204149	0.122355	0.000619267	0.0260423	0.0341669	0.00708439	0.0306786	0.000935424	0.0499285	0.0122605	0.00811006	0.00599982	0.0244871	0.00595879	0.150333	0.0771751	0.0238566	0.0146224	0.0661346	0.0590376	0.0215694	0.00118637	0.00780656	0.0174679	0.02329126	-0.01752078	0.019414	0.0999428	0.0642704	0.063838	0.057762	0.0124244	0.100103	0.00584478	0.0630665	0.118831	0.0594039	0.101716	0.021535	0.189471	0.0223773	0.4891507	16	67.44732	0.03868258	0.421338	0.753751	1.08399	1.74092	0.131179	0.215888	0.106625	0.117884	0.324622	0.103802	0.4716299	1.037149
500	-605.7496	-566.5601	-39.18944	5.216233	2.348867	0.00343674	0.0421833	0.00604301	0.000141618	0.0847886	0.0132377	0.0105822	0.00694868	0.00609721	0.0270799	0.023526	0.0200687	0.00341834	0.00181351	0.0995551	0.0129036	0.0162847	0.00925184	0.0201761	0.0136636	0.00466813	0.0118662	0.131782	0.00565657	0.00707831	0.00344086	0.137121	0.0185209	0.0017813	0.0729678	0.0540015	0.0503372	0.011528	0.0631304	0.0295462	0.0376128	0.0342736	0.0124142	0.00586822	0.00110837	0.0443276	0.034876	0.0118128	0.00240761	0.0503662	0.00883315	0.0426757	0.00665435	0.164893	0.0891326	0.0186226	0.00170643	0.0887705	0.013008	0.0311772	0.0543053	0.0157263	0.00525552	0.091903	0.00246966	0.041438	0.00415475	0.01819	0.0435932	0.0358599	0.00418588	0.00353017	0.0281514	0.00795455	0.0098554	0.0367108	0.103639	0.0709202	0.256873	0.0619516	0.00338305	0.0613089	0.0788262	0.0268616	0.0459923	0.0301511	0.0077991	0.000949587	0.0172347	0.014567	0.0221022	0.040893	0.000473203	0.0106994	0.0176894	0.0163396	0.00634235	0.00481595	0.00848523	0.0969341	0.0590929	0.0300633	0.0152431	0.000896727	0.0201371	0.03886729	-0.03077263	0.025509	0.0387586	0.0859568	0.0788856	0.0282498	0.000264119	0.0474968	0.00805822	0.0361568	0.093042	0.0739694	0.0135443	0.00130838	0.357924	0.110876	0.3211165	17	68.35284	0.05536603	0.331643	0.687631	1.07669	1.90404	0.128027	0.299264	0.165254	0.11139	0.22696	0.0691046	0.2903439	1.105987
600	-603.1155	-551.6266	-51.4889	3.207835	2.305944	0.008152	0.0060091	0.0809161	0.0562613	0.0769644	0.0457263	0.0341989	0.034281	0.00138799	0.0543259	0.0428039	0.00915765	0.0114018	0.0255954	0.0126469	0.00132277	0.0120584	0.0128264	0.0212626	0.0585222	0.0964922	0.00233211	0.0142166	0.0595403	0.0375343	0.00359364	0.0526651	0.00329603	0.0206341	0.0524584	0.00923458	0.0279657	0.0421507	0.0640675	0.0350902	0.018935	0.00561865	0.00256681	0.0147944	0.00492725	0.0117781	0.0590282	0.00630338	0.0275682	0.00858471	0.00668997	0.00856066	0.0297413	0.0181728	0.0620337	0.0194345	0.0303345	0.0880776	0.00698872	0.0301802	0.0719887	0.0086326	0.0237051	0.170781	0.0519594	0.0102074	0.0603808	0.00499345	0.0149664	0.0132269	0.000459049	0.0159399	0.00976469	0.0046965	0.00735787	0.0233801	0.110794	0.0596379	0.17349	0.0105637	0.157928	0.0324617	0.202425	7.24501e-05	0.0818681	0.0310906	0.0143698	0.0398845	0.0102941	0.0447832	0.204507	0.0107774	0.0331015	0.00900949	0.016329	0.00647114	0.0495907	0.00346583	0.0484363	0.0700424	0.0428462	0.0429435	0.00316857	0.0578915	0.00713002	0.03552665	0.03881112	0.0279054	0.176408	0.0426105	0.0170394	0.0712352	0.00549628	0.0903777	0.00399188	0.0377513	0.137405	0.0499712	0.103788	0.013725	0.152408	0.0698869	0.430293	15	66.57928	0.05065107	0.327251	0.684047	1.07605	1.91265	0.186222	0.242129	0.169143	0.0818743	0.24026	0.0803714	0.4691041	0.9172655
700	-589.4237	-543.2283	-46.19541	4.968382	5.065597	0.00353166	0.0252435	0.0769589	0.00807088	0.124409	0.0431874	1.75462e-06	0.000645504	0.0566921	0.069243	0.0577021	0.0443357	0.000338801	0.00449542	0.0542014	0.00102934	0.00217493	0.0210203	0.017801	0.0084172	0.00590481	0.019892	0.00101667	0.0131357	0.00344739	0.015448	0.0682849	0.00609089	0.0152106	0.143671	0.0351143	0.0266595	0.0194418	0.0611472	0.0113601	0.0781058	0.0657134	0.0250126	0.00720681	0.0189328	0.0364521	0.0496755	0.014305	0.00806227	0.00531964	0.0497507	0.1001	0.00190054	0.0147588	0.00755582	0.0160376	0.0225029	0.00125575	0.0107327	0.0351383	0.0649111	0.032309	0.00620049	0.0533434	0.0334549	0.0719735	0.0202289	0.0546091	0.0660692	0.06039	0.035617	0.0373914	0.0291659	0.0123229	0.0173585	0.0141058	0.00541601	0.00756201	0.0764693	0.020441	0.018804	0.0673757	0.108999	0.0506875	0.0214436	0.00117774	0.0260103	0.0272803	0.0299364	0.0237542	0.106815	0.0470361	0.0338448	0.0625912	0.0142898	0.0489644	0.000410902	0.0332774	0.000124771	0.1447	0.0334437	0.0332595	0.0105764	0.0230539	0.00527761	0.03409913	0.0239483	0.0208037	0.0544946	0.0530741	0.00743974	0.00996114	0.0020527	0.132394	0.00218867	0.0399886	0.133673	0.0645608	0.130195	0.00380817	0.339654	0.00571241	0.4178031	18	66.06407	0.03708345	0.504779	0.805515	1.08319	1.60652	0.197531	0.256302	0.166328	0.0804765	0.219945	0.0794179	0.4417514	0.9457878
800	-596.3401	-559.4206	-36.91951	2.560186	1.647143	0.00465831	0.00381498	0.11496	0.0256648	0.0612081	0.000763663	0.107459	0.00995091	0.0128292	0.0135782	0.0109446	0.0705141	0.00823433	0.0229172	0.0151548	0.00588735	0.0155884	1.87819e-05	0.0137964	0.00959987	0.0140145	0.076223	0.00914585	0.0901988	0.0153656	0.0150637	0.0566807	0.00173564	0.00402608	0.0386908	0.0244868	0.0131333	0.0285751	0.0316088	0.0631378	0.0427306	0.0150284	0.00524012	0.00367424	0.0102418	0.0347505	0.127746	0.0665042	0.00592802	0.0748275	0.000702273	0.00757207	0.000641467	0.059013	0.028005	0.0557311	0.0177828	0.0709417	0.00160772	0.0125753	0.167178	0.0604581	0.0593432	0.00954802	0.00274459	0.000920481	0.0298513	0.015185	0.0357034	0.135776	0.0117027	0.0506609	0.0253868	0.0104381	0.0291322	0.00535044	0.000765853	0.0258365	0.0451324	0.0336008	0.0474292	0.00770236	0.0732857	0.00155997	0.0675435	0.115862	0.0341152	0.0184572	0.0631449	8.51406e-05	0.11567	0.00358822	0.0112501	0.113281	0.045356	0.0284729	0.012719	0.0616934	0.0299953	0.0814055	0.00412042	0.00558642	0.0162192	0.0206376	0.029205	0.03660471	-0.01307035	0.031121	0.0809862	0.120807	0.0369331	0.0151272	0.000658075	0.0653527	0.0171286	0.0392342	0.0483239	0.153658	0.0702524	0.00771391	0.250723	0.0619799	0.5165025	17	62.02391	0.0348693	0.247184	0.611347	1.05801	2.08346	0.158839	0.272785	0.185987	0.136487	0.145082	0.100821	0.5034322	1.025962
900	-629.8129	-585.3896	-44.42327	9.377784	2.427382	0.0574025	0.058516	0.0322375	0.00788501	0.0846926	0.045636	0.0103531	0.0119381	0.00591742	0.00377497	0.0357667	0.0539547	0.0113339	0.0246701	0.0236493	0.0390231	0.0013416	0.0418796	0.0226591	0.00972653	0.0130511	0.0169975	0.0467392	0.0678012	0.0204008	0.0946628	0.0183172	0.0630854	0.0286449	0.0048307	0.00788117	0.00783635	0.0946854	0.00488851	0.101091	0.0583658	0.110849	0.0223803	0.0139574	0.0110589	0.0686462	0.0546952	0.00227219	0.091318	0.0915868	0.0510009	0.0669091	0.000989157	0.0242536	0.0917058	0.0604726	0.0223299	0.0055125	0.00371116	0.0258772	0.0185381	8.17016e-05	0.00305832	0.0178272	0.0125902	0.0539887	0.0216138	0.0394823	0.0875775	0.0201852	0.0193738	0.0427123	0.0191305	0.012877	0.0117139	0.0562645	0.0474447	0.0181216	0.0130395	0.00325836	0.120734	0.00810046	0.0278994	0.00309016	0.0529784	0.0182463	0.326702	0.0642536	0.00917595	0.0520169	0.0271118	0.0507751	0.00570657	0.0278621	0.0290921	0.0484444	0.0057572	0.046212	0.00775107	0.0199829	0.0410796	0.047805	0.00452978	0.0839988	0.026513	0.03611413	-0.04175099	0.019671	0.0238644	0.0171166	0.0507217	0.0692229	0.040422	0.14046	0.00166257	0.0562391	0.14603	0.108722	0.0870352	0.0419324	0.181584	0.0153145	0.4969369	10	67.59239	0.055186	0.339462	0.693921	1.07775	1.88886	0.172731	0.234436	0.173403	0.139036	0.177923	0.102471	0.4551859	1.091723
