Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-381.4955	-366.2019	-15.2936	7.222941	4.105753	0.0138404	0.039179	0.157391	0.0502786	0.0961536	0.0139506	0.0411081	0.00262521	0.000412312	0.116049	0.256686	0.0484242	0.0998361	0.00018511	0.228344	0.0156414	0.03575	0.022187	0.00600073	0.0635885	0.00660942	0.0831239	0.0136378	0.146649	0.00112386	0.0678437	0.0548092	0.000797736	0.00248754	0.0738598	0.023686	0.023266	0.0419999	0.0255857	0.0327245	0.00156843	0.179476	0.0133369	0.21527	0.281873	0.0803854	0.191585	0.00228137	0.0244821	0.0313157	0.0979745	0.0605474	0.0466033	0.0336185	0.0384264	0.128039	0.0178138	0.0109451	0.016996	0.302168	0.0340855	0.00537151	0.00513078	0.00605309	0.248678	0.102528	0.00353159	0.07183955	-0.03732132	0.04812	0.0560547	0.0759709	0.0715895	0.051032	0.0344865	0.142827	0.00767825	0.13968	0.043423	0.153931	0.000206339	0.0557172	0.0837632	0.0355204	0.5444071	10	9.401037	0.2303718	0.460079	0.778789	1.08437	1.67676	0.141081	0.096389	0.238472	0.0360993	0.29211	0.195849	0.5070858	1.0736
100	-408.3034	-354.1814	-54.12205	8.475115	3.237636	0.162961	0.0164279	0.282908	0.0189202	0.16571	0.0899013	0.167338	0.0257169	0.28103	0.000748219	0.358345	0.02719	0.101008	0.0722363	0.0134434	0.00190823	0.0883381	0.0513692	0.0116611	0.30709	0.00801713	0.0878983	0.0483214	0.0323449	0.0101366	0.0174734	0.0184365	0.0877324	0.0582876	0.165167	0.0684659	0.00176401	0.00568523	0.0542354	0.0784646	0.864931	0.0877082	0.106682	0.217651	0.270045	0.0059691	0.295128	0.0654518	0.0350885	0.0265978	0.0214737	0.148528	0.041351	0.163513	0.0543074	0.215823	0.0107413	0.084591	0.139276	0.632112	0.036782	0.0047703	0.0432908	0.0343337	0.426583	0.00666384	0.248193	0.1581638	-0.01995284	0.148472	0.0139092	0.027948	0.115832	0.00890679	0.00815586	0.116087	0.0131447	0.085962	0.0703709	0.216843	0.00683293	0.0835501	0.0205658	0.0634202	0.8634901	9	9.269083	0.1724899	0.406849	0.743891	1.08346	1.7658	0.237744	0.160619	0.207304	0.0816264	0.172818	0.139889	0.8435373	1.023654
200	-392.3788	-351.525	-40.85373	7.707912	2.597652	0.113177	0.0174604	0.1531	0.0570034	0.0997817	0.0392232	0.0307763	0.043964	0.295168	0.000349158	0.0190062	0.0148062	0.182705	0.390229	0.0623252	0.211233	0.00326105	0.0279721	0.0591117	0.0817536	0.0228459	0.0181053	0.12801	0.0369044	0.0683512	0.00255228	0.00626446	0.00720879	0.0184435	0.0211365	0.0334115	0.040863	0.033774	0.165771	0.0734192	0.02365	0.0920759	0.0657101	0.00875386	0.372421	0.101792	0.682133	0.0141983	0.105006	0.0903435	0.116288	0.0351892	0.594715	0.0292958	0.388962	0.0963876	0.0394325	0.179578	0.076252	0.0270179	0.0487876	0.0170043	0.007172	0.532871	0.168162	0.1748	0.172283	0.08524013	0.1179845	0.0916151	0.124989	0.0435147	0.107585	0.0474495	0.0338955	0.0994782	0.0026741	0.110682	0.0429911	0.0867757	0.00497264	0.0166346	0.179636	0.0071074	0.6511673	15	8.102763	0.2263526	0.355524	0.706499	1.07965	1.85832	0.102162	0.176465	0.243322	0.124427	0.229729	0.123896	0.7691518	0.8466044
300	-400.6704	-341.1509	-59.51951	7.579025	4.562239	0.0149751	0.47473	0.0435939	0.256857	0.173601	0.250331	0.00309738	0.54252	0.0199306	0.00240523	0.0296109	0.00652154	0.0614808	0.0105422	0.426135	0.00793289	0.00378994	0.114901	0.346596	0.00740535	0.121887	0.316184	0.52466	0.0939012	0.0471587	0.0836851	0.0404509	0.0279329	0.0672722	0.0529209	0.0152593	0.0211022	0.0336148	0.0379399	0.176651	0.0102159	0.095912	0.019372	0.0500844	0.231798	0.00131554	0.0498844	0.0469182	0.269211	0.260813	0.268834	0.100351	0.433483	0.089759	0.289215	0.091229	0.055046	0.207722	0.103912	0.141753	0.0253565	0.0126503	0.474257	0.116851	0.00530044	0.180252	0.479192	0.1547547	-0.06544734	0.00663054	0.0913274	0.0570798	0.054884	0.0196815	0.0505205	0.278319	0.0022913	0.0611213	0.0268069	0.129882	0.0185747	0.0193975	0.161036	0.0224471	0.6128162	12	8.12135	0.2886804	0.482813	0.792653	1.08397	1.64056	0.176552	0.194545	0.180717	0.0829704	0.244015	0.1212	0.5473689	1.119567
400	-379.6331	-343.7956	-35.83753	7.35426	3.7793	0.0225212	0.0963977	0.154311	0.0130823	0.0761676	0.0457695	0.0487098	0.0207091	0.0732836	0.0395469	0.00577054	0.0147572	0.0149573	0.0368401	0.302644	0.139601	0.00935821	0.0968846	0.0230982	0.00916637	0.0380688	0.294453	0.0606127	0.163494	0.0493175	0.0381223	0.0268996	0.0234401	0.0103722	0.021776	0.0979369	0.0398743	0.0384015	0.0885251	0.0854324	0.000195929	0.18498	0.0551589	0.000348725	0.22545	0.786457	0.427206	5.68166e-06	0.158137	0.025582	0.000462941	0.00669159	0.0112829	0.0216364	0.0174607	0.214774	0.0487603	0.0297565	0.123731	0.321248	0.224203	0.0110901	0.024282	0.00313828	0.101716	0.0548867	0.370317	0.0933315	-0.07668636	0.137515	0.00209312	0.0717969	0.133718	0.00836185	0.0263778	0.0696349	0.00134619	0.0321147	0.0266572	0.23755	0.0056362	0.0281591	0.170219	0.048819	0.7986515	12	8.365026	0.1887093	0.441811	0.767214	1.08437	1.70661	0.197832	0.219313	0.179991	0.0766719	0.192912	0.13328	0.7219651	1.106219
500	-361.3714	-340.6469	-20.72449	10.52402	3.728575	0.0981417	0.0668911	0.0319644	0.00521016	0.147861	0.000815628	0.045673	0.0567229	0.00609885	0.148446	0.00509393	0.0293908	0.0982532	0.086339	0.0217251	0.0496001	0.0049131	0.027919	0.208256	0.0172436	0.00686496	0.0237227	0.0205575	0.0143911	0.0597753	0.00697737	0.0633587	0.0100878	0.0419853	0.0344599	0.0187319	0.0494563	0.0674057	0.0242922	0.151019	0.0420206	0.11645	0.00305197	0.0176364	0.107496	0.00402297	0.292798	0.0535174	0.156374	0.0574874	0.0301142	0.0229373	0.00286487	0.0131359	0.0547999	0.0356257	0.0563946	0.0322748	0.04387	0.0264233	0.0099018	0.036514	0.18556	0.102849	0.00479479	0.159014	0.411304	0.06159614	0.03693478	0.0561957	0.153857	0.0250472	0.0464325	0.0117601	0.0920804	0.124661	0.00331097	0.0739693	0.0207156	0.176508	0.0314696	0.00101741	0.130663	0.0523122	0.6799573	11	14.53124	0.1679637	0.4388	0.765267	1.08434	1.7116	0.15658	0.140226	0.208858	0.124126	0.237114	0.133096	0.7168921	0.9484793
600	-388.5111	-352.3769	-36.13419	8.056691	2.830152	0.178323	0.00471811	0.00887357	0.0105302	0.184402	0.0116271	0.0138653	0.0015155	0.234356	0.0705697	0.0644727	0.119857	0.0200996	0.0291838	0.0361624	0.0350487	0.20536	0.0291262	0.21466	0.0610416	0.025276	0.0161043	0.129474	0.0271842	0.0204919	0.5588	0.0191256	0.0426954	0.00253445	0.00389518	0.00747588	0.0561449	0.0104076	0.0113416	0.0709291	0.0586223	0.207389	0.123763	0.0405583	0.12392	0.0158378	0.206604	0.0470556	0.380637	0.284239	0.380546	0.0279508	0.188023	0.217963	0.0774465	0.0451159	0.0662688	0.421456	0.0262241	0.053094	0.0114952	0.0246578	0.464867	0.0223765	0.0211748	0.0662979	0.148498	0.1104101	0.1540678	0.0388311	0.037011	0.0640872	0.0672974	0.0657486	0.0133743	0.028769	0.00355003	0.14316	0.0355063	0.0559865	0.00357146	0.0414312	0.388612	0.0130638	0.6689834	15	9.584092	0.253144	0.37568	0.721668	1.08154	1.82111	0.204553	0.175645	0.213141	0.0468379	0.256251	0.103573	0.8230512	0.812809
700	-405.7859	-346.9655	-58.82048	7.759607	4.438668	0.000516205	0.0783404	0.0650971	0.00486432	0.369622	0.0827458	0.0321423	0.0181926	0.330712	0.0787843	0.0211686	0.0307234	0.0506739	0.260525	0.096139	0.034387	0.462552	0.0165269	0.0458971	0.0192648	0.119227	0.0234061	0.0274019	0.166296	0.0097643	0.109947	0.0142867	0.0802141	0.0649006	0.162871	0.0891946	0.175958	0.0295369	0.00163875	0.131483	0.700962	0.077328	0.00927632	0.0183101	0.321007	0.299957	0.752901	0.0041503	0.169075	0.112468	0.0375414	0.00837244	0.0169794	0.271192	0.0120892	0.00672923	0.0793722	0.479072	0.479639	0.0100535	0.133555	0.038202	0.0882838	0.00662856	0.258144	0.0675085	0.0648006	0.1304234	0.1446369	0.0539602	0.114323	0.086968	0.113643	0.00343794	0.0221473	0.307695	0.00146244	0.077064	0.0157764	0.069044	0.0157361	0.0720181	0.0160106	0.0307136	0.9551385	13	12.30002	0.1751305	0.476949	0.789132	1.08411	1.64981	0.122902	0.139161	0.212444	0.0776778	0.31021	0.137605	1.099775	0.868485
800	-371.8382	-352.5475	-19.29076	13.27911	4.286263	0.00798514	0.0589329	0.00551006	0.0499068	0.0918108	0.00502017	0.00110546	0.0268174	0.0810111	0.00346017	0.0378375	0.030679	0.0973362	0.0822306	0.225917	0.0167804	0.0172252	0.0531489	0.0077276	0.00731501	0.0507148	0.0379552	0.0138118	0.00643499	0.0214682	0.0346422	0.0280736	0.0074291	0.0168543	0.0195006	0.0251908	0.0248897	0.0296237	0.0077385	0.103875	0.0802651	0.129226	0.00334078	0.0467458	0.207381	0.0918869	0.00568491	0.00135917	0.0588586	0.0095151	0.0897956	0.087178	0.0119889	0.0443537	0.0984362	0.226105	0.110992	0.0209052	0.0638417	0.004229	0.00715417	0.0738594	0.0133227	0.228165	0.00795162	0.40091	0.0416961	0.06170808	0.07433022	0.0647109	0.0285701	0.0192347	0.134918	0.0678219	0.0258699	0.197541	0.00679957	0.0723589	0.000618865	0.217624	0.0107137	0.0580783	0.0751568	0.0199828	0.5495671	8	16.17157	0.1616601	0.469429	0.784561	1.08426	1.66175	0.0866811	0.172448	0.217505	0.0787019	0.287108	0.157556	0.6238973	0.8808615
900	-365.1823	-348.8699	-16.31248	8.67713	2.191132	0.0357736	0.0250597	0.00444652	0.0670766	0.0114243	0.127365	0.0950832	0.219148	0.0961387	0.0304565	0.0042326	0.0790856	0.0225132	0.0750733	0.0456615	0.0142005	0.0151821	0.0278348	0.160398	0.0779774	0.00681569	0.0596675	0.0674763	0.111622	0.0100062	0.0721991	0.0740386	0.0509055	0.0315241	0.0730872	0.0176808	0.0119779	0.0157548	0.0110354	0.15071	0.0497237	0.153452	0.0102655	0.120667	0.111345	0.00205468	0.167927	0.0285619	0.190964	0.0441482	0.0826856	0.0869973	0.0398242	0.0377755	0.00303444	0.00647802	0.00926181	0.0446769	0.17903	0.151247	0.0308443	0.00319751	0.019579	0.00159305	0.0763857	0.0107213	0.216482	0.05836372	0.1261571	0.0852316	0.0789499	0.0412458	0.144628	0.0068472	0.0154148	0.042412	0.00974094	0.111191	0.0522706	0.151188	0.0162437	0.044599	0.175622	0.0244148	0.5693414	12	13.5166	0.2171247	0.31507	0.673912	1.07411	1.93691	0.178488	0.149896	0.245112	0.0763984	0.235985	0.114121	0.6954985	0.8186091
