Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-68.20783	-83.87168	15.66385	0.9201847	0.04614583	0.3185658	0.0124868	0.0139417	0.16244	0.289803	0.061846	0.0301389	0.0365936	0.0187599	0.0212606	0.0997172	0.0188588	0.00441382	0.0217736	0.0645461	0.14342	0.003589193	4.689605	0.120766	0.451373	0.985404	2.44246	0.105631	0.391162	0.0083045	0.14322	0.257051	0.0946313	0.322155	0.0111412
100	-65.15311	-80.49873	15.34562	2.336192	0.05556711	0.2278418	0.0950247	0.0643585	0.0302438	0.131511	0.230081	0.021537	0.0282507	0.00591582	0.0974409	0.0275011	0.0700178	0.0482717	0.00216145	0.103957	0.043728	0.03069188	3.227885	0.330355	0.686583	1.07651	1.90656	0.0211986	0.360446	0.0142578	0.236202	0.327438	0.0404573	0.2585337	0.1187152
200	-65.71515	-82.08969	16.37454	0.5758904	0.1646115	0.2196759	0.108865	0.00129288	0.0213724	0.0721142	0.0335331	0.370893	0.0478693	0.0115206	0.0431428	0.0167851	0.0348342	0.0094782	0.0416213	0.124242	0.0624357	0.01353177	3.460375	0.0481766	0.298602	0.868502	2.78472	0.0741799	0.345175	0.00616699	0.185194	0.334634	0.05465	0.2332077	0.05802455
300	-68.48857	-79.32255	10.83397	2.981454	0.04049025	0.07826932	0.0471918	0.132199	0.0843545	0.0247873	0.00506766	0.0309977	0.0210115	0.0022514	0.0179408	0.126537	0.014109	0.0265413	0.00768267	0.388178	0.0711496	0.124904	9.103578	0.387822	0.730496	1.08242	1.79926	0.0508326	0.33985	0.0460446	0.122551	0.394563	0.0461588	0.2031733	0.6147658
400	-66.66897	-79.30996	12.64099	1.987965	0.03361785	-0.02571435	0.167274	0.0541164	0.0399781	0.0684642	0.0977337	0.0181446	0.0207978	0.00333287	0.000327387	0.10642	0.0349968	0.166851	0.0457357	0.150531	0.0252967	0.0763564	6.434189	0.291834	0.653728	1.06969	1.98475	0.0266977	0.350647	0.041627	0.141604	0.352101	0.0873238	0.05064204	1.507767
500	-65.75448	-79.53709	13.7826	1.864725	0.01769943	0.02667871	0.0782107	0.00258329	0.0190896	0.150858	0.0186704	0.063464	0.0766467	0.00507351	0.133117	0.0305157	0.0319404	0.0463782	0.00644629	0.251799	0.0852079	0.0115516	14.1695	0.276574	0.639812	1.0662	2.01741	0.0299718	0.36557	0.00945541	0.112672	0.45505	0.0272801	0.03823031	0.302158
600	-66.94937	-80.03554	13.08617	1.00715	0.02839277	0.007282182	0.0862446	0.0364287	0.0205927	0.126792	0.0472211	0.117379	0.0281356	0.0204978	0.00431474	0.02566	0.0723156	0.07342	0.0126346	0.162992	0.165372	0.008180734	11.40766	0.138378	0.47889	1.00117	2.38156	0.0146476	0.379538	0.0164627	0.129602	0.341411	0.118339	0.01546292	0.5290551
700	-65.04683	-78.10213	13.0553	1.665466	0.02390354	0.02489259	0.00690569	0.130714	0.120019	0.0380748	0.0125548	0.121881	0.0163568	0.00483789	0.00100467	0.0850404	0.0756837	0.0735194	0.019592	0.206834	0.0869819	0.007501721	19.84664	0.249789	0.613966	1.05882	2.07742	0.0526025	0.484466	0.00970667	0.103936	0.329335	0.0199549	0.03239431	0.2315752
800	-70.25738	-85.46902	15.21164	0.6171423	0.1071929	0.1031924	0.0552871	0.093665	0.0833881	0.00268778	0.160206	0.0267669	0.00483642	0.0145183	0.0327679	0.109146	0.122519	0.089444	0.0329576	0.121319	0.0504912	0.01230325	8.483569	0.0566618	0.321668	0.889819	2.73185	0.0465476	0.459012	0.0309376	0.189217	0.259137	0.0151498	0.1154956	0.1065257
900	-73.68564	-84.22842	10.54279	1.502393	0.004018061	0.02619048	0.161158	0.180005	0.0757105	0.18008	0.000632635	0.0107022	0.0165744	0.00166295	0.0117574	0.026937	0.0639951	0.0773506	0.0217636	0.138205	0.0334665	0.01148351	42.63443	0.225692	0.588954	1.05056	2.13479	0.031009	0.347406	0.0170404	0.243304	0.347064	0.0141759	0.03767399	0.3048126
1000	-66.1893	-81.13945	14.95015	0.8195219	0.02023085	-0.007091539	0.0583914	0.0254598	0.0896348	0.0691581	0.0100982	0.0837133	0.0823833	0.0104206	0.170551	0.0443114	0.0601147	0.0345549	0.00130965	0.164123	0.0957765	0.06884922	6.307038	0.0997055	0.414877	0.962221	2.5232	0.0457397	0.469088	0.0228414	0.108833	0.333503	0.0199955	0.06175768	1.114828
1100	-65.91298	-81.52213	15.60915	0.7485871	0.04094909	0.07067666	0.180671	0.00852097	0.0114547	0.102186	0.118436	0.168584	0.041718	0.0124398	0.0638619	0.0115661	0.00351522	0.0746731	0.0139622	0.178696	0.00971579	0.006593047	9.494314	0.0845822	0.385581	0.941624	2.58821	0.0285757	0.418535	0.0122051	0.15029	0.34924	0.0411547	0.07726971	0.08532512
1200	-73.68342	-82.44231	8.758893	1.278428	0.006807362	0.03261366	0.00478726	0.160178	0.0150464	0.00492059	0.313721	0.0429257	0.0325798	0.00285533	0.00197828	0.0365305	0.070917	0.00335789	0.00450625	0.100874	0.204822	0.07422001	31.89323	0.188979	0.546978	1.03425	2.2298	0.0625888	0.500231	0.0507232	0.127459	0.224295	0.0347036	0.1068337	0.6947249
1300	-65.77221	-81.41854	15.64633	0.292107	0.03403503	0.05861104	0.0908861	0.0183883	0.00630359	0.0563996	0.055038	0.0395235	0.123337	0.00342298	0.0482024	0.00455312	0.128976	0.11686	0.0779807	0.00830605	0.221823	0.03735904	11.2837	0.00467692	0.0983706	0.582306	3.31465	0.0277182	0.444246	0.00342536	0.114029	0.313465	0.0971171	0.09597008	0.389278
1400	-63.04166	-76.54202	13.50036	1.864595	0.07031259	0.009385828	0.17038	0.0522587	0.0707099	0.244216	0.0084919	0.0248002	0.0518729	0.000338765	0.00814655	0.000556879	0.0564029	0.122755	0.0055334	0.174392	0.00914411	0.1602701	3.450104	0.276557	0.639797	1.0662	2.01745	0.0348176	0.47686	0.000743952	0.133159	0.306263	0.0481566	0.1696559	0.9446773
1500	-71.77736	-80.42047	8.64311	0.8738908	0.00676253	-0.0006765792	0.112131	0.0714799	0.00531732	0.0818903	0.103936	0.011124	0.0306496	0.0115783	0.000812825	0.0964693	0.0206869	0.0534165	0.0469676	0.123305	0.230235	0.04611934	45.23604	0.111158	0.435265	0.975499	2.47808	0.0199595	0.499182	0.0438202	0.0888594	0.31904	0.0291394	0.04544276	1.014889
1600	-62.36451	-78.14222	15.77771	2.119159	0.05412913	0.07378734	0.144559	0.063071	0.156679	0.0273206	0.0326763	0.136492	0.0204087	0.00676732	0.00370962	0.00946752	0.0191129	0.156522	0.00298769	0.0965145	0.123711	0.01715651	3.655212	0.307096	0.667115	1.0727	1.95309	0.0384273	0.542262	0.002572	0.0614203	0.308465	0.0468532	0.09094385	0.1886495
1700	-66.46532	-80.7359	14.27058	1.544566	0.0604081	0.09810416	0.109603	0.0345666	0.0786342	0.154888	0.116781	0.0873746	0.0253399	0.0050914	0.00363272	0.0338815	0.0839171	0.0842378	0.054477	0.085329	0.0422468	0.02583934	9.738489	0.232126	0.59581	1.05294	2.11913	0.0317917	0.342029	0.00933664	0.226407	0.35176	0.0386763	0.1239435	0.2084768
1800	-68.20796	-83.23399	15.02602	0.9246613	0.02697523	0.06403805	0.0955241	0.00824486	0.117084	0.0171563	0.0355524	0.0383205	0.0199969	0.00344288	0.11272	0.0463359	0.118787	0.0375717	0.0727586	0.0809415	0.195564	0.02589589	7.777045	0.121687	0.452874	0.986302	2.43914	0.0250626	0.422473	0.0203821	0.147452	0.359234	0.0253968	0.08993393	0.2879435
1900	-65.39293	-80.85245	15.45952	1.345671	0.2280071	0.1107326	0.138738	0.155556	7.18153e-05	0.0305615	0.184571	0.00305809	0.0666174	0.00239362	0.0383648	0.0129982	0.113568	0.0481242	0.0202526	0.0856217	0.0995032	0.02618644	2.447889	0.200468	0.560676	1.03991	2.19895	0.0618486	0.552975	0.0119652	0.044898	0.288937	0.0393763	0.136919	0.1912549
2000	-69.55537	-84.26957	14.7142	1.765211	0.072803	0.08584118	0.223339	0.101136	0.0217175	0.00148952	0.0700442	0.0566404	0.0360907	0.0835618	0.0235401	0.0384087	0.0777514	0.0278483	0.104172	0.119893	0.0143676	0.02138112	7.193978	0.263541	0.627474	1.06283	2.04616	0.0636391	0.458593	0.0208198	0.118357	0.271872	0.0667185	0.1072223	0.1994093
2100	-66.08704	-81.0289	14.94186	0.9805298	0.03806648	0.05245302	0.0321304	0.0661495	0.222977	0.0229646	0.0295416	0.0207429	0.00899333	0.00263987	0.142775	0.0668578	0.00541303	0.0518551	0.000382028	0.218538	0.108041	0.02167354	10.5651	0.133053	0.47082	0.996697	2.39943	0.0164794	0.357334	0.000627303	0.167904	0.427071	0.0305844	0.07412656	0.2923857
2200	-70.05445	-84.67805	14.6236	1.616133	0.1252889	0.1029526	0.0226046	0.149482	0.0356801	0.0476779	0.0168325	0.176279	0.0191703	0.00489635	0.100817	0.00879924	0.134152	0.139816	0.048482	0.0936967	0.00161284	0.138396	2.235748	0.242718	0.606811	1.05657	2.0939	0.0380332	0.44889	0.0321019	0.0510251	0.396993	0.0329564	0.2413486	0.5734278
