Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-152.8678	-136.1169	-16.75087	6.773409	2.049082	0.0602772	0.663603	0.00468294	0.078886	0.24633	0.16486	0.0936407	0.126967	0.0480997	0.131107	0.0681171	0.0159771	0.0254202	0.00148288	0.0117215	0.0821431	0.0293641	0.352324	0.0409372	0.136003	0.22846	0.458083	0.1435268	-0.03949064	0.00415749	0.00596006	0.144635	0.00858823	0.0327822	0.163182	0.0313222	0.00435966	0.0491101	0.166829	0.112125	0.199193	0.0495548	0.0273814	0.000819734	0.3447944	5	8.192566	0.3040126	0.299064	0.660134	1.07117	1.96963	0.0588465	0.178314	0.0340458	0.604831	0.057312	0.0666506	0.3053038	1.129349
100	-156.0709	-140.0964	-15.97453	6.486594	3.295106	0.0628895	0.328522	0.053533	0.00163195	0.0216603	0.063962	0.1958	0.0762232	0.091105	0.0754065	0.0798931	0.312506	0.487662	0.150499	0.659828	0.0238726	0.0250239	0.082099	0.138213	0.0318582	0.0498562	0.147136	0.1667307	0.1114351	0.034428	0.0643742	0.112198	0.149621	0.0237919	0.0741286	0.061112	0.157051	0.035186	0.114004	0.0837765	0.0273704	0.0231485	0.0217918	0.0180184	0.5354994	5	7.112331	0.1217738	0.410877	0.746661	1.08363	1.75883	0.0573107	0.22826	0.0273952	0.596953	0.0372655	0.0528155	0.6469345	0.827749
200	-164.9243	-144.1482	-20.77604	4.669708	3.290816	0.0530164	0.412031	0.00904982	0.00123857	0.0208534	0.0545357	0.175928	0.135802	0.000229059	0.047067	0.0233936	0.598717	0.141389	0.366405	0.387985	0.016672	0.160354	0.043528	0.112863	0.0215729	0.8391	0.735601	0.155377	-0.06653376	0.0521561	0.125694	0.137339	0.179569	0.00170195	0.00141709	0.12678	0.0310482	0.127401	0.0537217	0.0596006	0.0126926	0.00600746	0.00576183	0.0791101	0.4768356	4	6.312186	0.1404807	0.41058	0.746457	1.08362	1.75935	0.0759485	0.117414	0.198883	0.432339	0.0933708	0.0820446	0.4103018	1.162158
300	-171.6272	-137.3573	-34.26986	5.305926	3.952961	0.452729	0.308181	0.00919419	0.0113405	0.240402	0.0251443	0.0175306	0.349122	0.0861107	0.00903954	0.0363966	0.548945	0.0511468	0.316896	0.402859	0.0451983	0.0327479	0.128602	0.0329124	0.847713	0.0798198	1.02672	0.2849514	-0.3003174	0.0572715	0.0265419	0.07171	0.0227781	0.00855867	0.0397347	0.0903036	0.0133991	0.310509	0.17032	0.02511	0.0161801	0.0854067	0.0360775	0.0260988	1.027463	3	5.414645	0.4310267	0.451759	0.773567	1.08441	1.69027	0.0946986	0.197655	0.119311	0.508678	0.0335424	0.0461151	0.7271456	1.413009
400	-177.8649	-141.2	-36.66493	5.510074	2.267967	1.19552	0.738249	0.0632408	0.13526	0.0519613	0.279982	0.0426515	0.150241	0.631413	0.386215	0.0985528	0.00963437	0.387527	0.274112	1.48485	0.336026	0.0177662	0.0138051	0.0127916	0.351382	0.093614	0.617545	0.2316024	0.05205015	0.0192293	0.0392204	0.22464	0.00425403	0.0169095	0.124772	0.0611741	0.00692086	0.0354661	0.350237	0.0247026	0.0163603	0.00823694	0.0344623	0.033414	0.2570751	4	6.026404	0.3055509	0.323293	0.680786	1.07545	1.92047	0.0617115	0.153119	0.0173462	0.577565	0.0863515	0.103906	0.3091253	0.8316212
500	-150.7626	-135.2347	-15.52794	12.44404	4.118626	0.116487	0.0202496	0.000708905	0.0240921	0.000716236	0.0367729	0.029596	0.0438091	0.0312823	0.161923	0.0545153	0.0578836	0.0447273	0.048622	0.133992	0.126753	0.0432413	0.0472774	0.0616444	0.0810635	0.25057	0.342197	0.09524918	0.0591543	0.0635982	0.039906	0.123152	0.039525	0.0747245	0.0646233	0.0254979	0.21037	0.0449936	0.235178	0.00120392	0.000851801	0.0200133	0.00992851	0.0464342	0.3877409	3	13.80407	0.08489812	0.460762	0.779214	1.08436	1.67566	0.0983214	0.144617	0.0734903	0.582349	0.0300607	0.0711623	0.4468952	0.8676327
600	-155.2443	-137.6312	-17.61309	7.081004	1.251265	0.135694	0.210646	0.0281437	0.0223031	0.0434694	0.0172647	0.175643	0.194507	0.0915556	0.0689581	0.0671408	0.0242007	0.0380131	0.261879	0.249893	0.238669	0.0354243	0.00691837	0.00435254	0.142799	0.10891	0.582229	0.1383697	-0.07149184	0.0280089	0.0128694	0.0385072	0.149413	0.0733171	0.0312314	0.0224162	0.138288	0.0695411	0.320908	0.00189596	0.00636533	0.0881837	0.0139754	0.00507965	0.5504185	5	9.952758	0.2675728	0.18422	0.541138	1.03173	2.24291	0.0798687	0.128865	0.0887712	0.627024	0.0247299	0.0507419	0.4789267	1.149275
700	-168.8717	-135.9027	-32.969	4.220234	4.204645	0.117249	0.91992	0.00249225	0.00727791	0.0354322	0.467865	0.210677	0.20818	0.392524	0.223256	0.376503	0.0395302	0.201354	0.0131031	0.494144	1.83998	0.0177249	0.0518774	0.00388293	0.0701237	0.185965	0.626762	0.2346152	0.004005494	0.026434	0.00973116	0.15196	0.0311845	0.0570191	0.0398038	0.0456143	0.044333	0.069799	0.20866	0.0399483	0.00835188	0.0450665	0.0102508	0.211844	0.3479473	5	7.51851	0.161091	0.465263	0.782001	1.08432	1.66842	0.117078	0.194941	0.0373837	0.540315	0.0252385	0.0850432	0.3519528	0.9886192
800	-168.0248	-138.258	-29.7668	6.267004	2.318314	0.49327	0.316834	0.0281346	0.0619165	0.114575	0.378231	0.00525208	0.185483	0.169022	0.0551783	0.00165682	1.01125	0.503009	0.54018	0.0873582	0.0645065	0.0431557	0.0334348	0.227202	0.0611955	0.114622	1.04521	0.2810945	0.01130742	0.00180482	0.0541351	0.230971	0.0475553	0.104746	0.00939167	0.0179578	0.0239486	0.0295073	0.302013	0.0982082	0.0180061	0.0267187	0.00821369	0.0268232	0.4627763	5	8.561622	0.3103321	0.328525	0.685091	1.07624	1.91015	0.0645127	0.179564	0.0304442	0.633589	0.0522083	0.0396816	0.4740837	0.9761489
900	-159.7526	-135.1583	-24.59439	7.023839	2.924617	0.0321529	0.0501873	0.0254038	0.0307505	0.275931	0.0971457	0.105686	0.126439	0.0250365	0.468463	0.000435537	0.0756762	0.0144855	0.508948	0.423667	0.0359514	0.000919161	0.116029	0.678519	0.391184	0.0877654	0.755723	0.2158329	0.07368661	0.0275549	0.193177	0.105515	0.110903	0.00682402	0.00897468	0.0537804	0.0553468	0.115861	0.130613	0.0561782	0.00166991	0.0663493	0.0662822	0.000971686	0.5334412	4	7.827509	0.2268561	0.383345	0.727267	1.08212	1.80727	0.0908691	0.200795	0.139584	0.485041	0.0236763	0.0600344	0.6071278	0.8786308
