Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-708.3903	-646.9292	-61.46113	56.13178	3.947308	0.132679	0.117988	0.0715121	0.00218787	0.0125888	0.0112329	0.0911364	0.00256796	0.0255082	0.0168475	0.00937971	0.0652321	0.00278065	0.051467	0.0593316	0.0210784	0.0216979	0.00757983	0.0126179	0.0280083	0.00030612	0.0591653	0.0592536	0.08026	0.0495807	0.0319671	0.0263852	0.157608	0.0193226	0.0287045	0.0543999	0.0531053	0.0916283	0.000273019	0.0476944	0.0146274	0.0469076	0.0157608	0.00993411	0.00128144	0.0567891	0.023579	0.0416757	0.0025244	0.0294128	0.010524	0.0231119	0.0192462	0.00787941	0.0915368	0.0594633	0.101047	0.0484754	0.0390451	0.0130569	0.00464469	0.016625	0.0326551	0.0622979	0.0408987	0.0411142	0.0562421	0.00361029	0.0139449	0.0231694	0.0418695	0.0437861	0.049589	0.0286095	0.0063504	0.02392	0.014524	0.0513824	0.0761296	0.04855155	0.02579011	0.111831	0.0605731	0.0572581	0.0371608	0.00258037	0.00921346	0.118698	0.0236245	0.0388016	0.00216857	0.0552243	0.0366274	0.0154926	0.423742	0.00700411	0.277895	9	67.85679	0.04262889	0.451444	0.773367	1.08441	1.69078	0.0446005	0.198272	0.132398	0.26124	0.269416	0.0940732	0.3036851	0.9150762
100	-770.0277	-666.7612	-103.2666	58.66051	2.398243	0.0471156	0.00908875	0.0539363	0.10193	0.106039	0.0426951	0.0687555	0.0600456	0.0210285	0.0465634	0.0393396	0.0549666	0.0189005	0.161426	0.00651978	0.0758119	0.0476356	0.0866604	0.0169462	0.044886	0.00621912	0.0269327	0.0318126	0.126376	0.143184	0.0419748	0.0356862	0.148283	0.0910987	0.475775	0.124903	0.105005	0.0827565	0.273764	0.0253048	0.00121257	0.0289655	0.121437	0.00251735	0.00804767	0.0978003	0.0608163	0.0773061	0.0265188	0.145852	0.0233161	0.0606248	0.0222313	0.168228	0.194495	0.0943187	0.0318241	0.0664631	0.00708707	0.0336789	0.175575	0.0341597	0.0222436	0.204178	0.144411	0.12117	0.122672	0.0742694	0.132555	0.0140055	0.0272185	0.0608315	0.000984278	0.137856	0.177041	0.00883092	0.00074207	0.0659743	0.000238643	0.06989604	0.008651293	0.0423027	0.0380759	0.0236597	0.0217109	0.140978	0.00500908	0.146123	0.0252187	0.062822	0.00357708	0.0725952	0.0429157	0.00793416	0.363429	0.00364929	0.3358907	6	64.8707	0.04360595	0.336592	0.691625	1.07737	1.89441	0.051402	0.208074	0.0597159	0.274328	0.280088	0.126392	0.344542	0.9748905
200	-777.2769	-663.3014	-113.9755	58.50297	4.199562	0.155481	0.11955	0.114249	0.0287997	0.0973067	0.116873	0.053157	0.051805	0.00871244	0.0707362	0.013541	0.0422691	0.120776	0.0313604	0.0286941	0.0361723	0.113047	0.07298	0.0995238	0.116516	0.0474665	0.0741252	0.0200638	0.149763	0.285949	0.00094982	0.013892	0.132279	0.0586324	0.754412	0.0323964	0.0430222	0.0345366	0.0546271	0.11147	0.0570316	0.0517777	0.165506	0.0315257	0.212892	0.0250221	0.0166656	0.0131909	0.0166019	0.0629853	0.00226169	0.0973129	0.0518635	0.0324899	0.062128	0.36027	0.0293156	0.0120467	0.00290271	0.132485	0.136287	0.0833081	0.0543352	0.0476206	0.193801	0.394572	0.181509	0.075591	0.0979765	0.115577	0.0889079	0.138706	0.0842692	0.00234109	0.0122601	0.145056	0.0172826	0.0590061	0.0135048	0.1008665	-0.03238826	0.0545848	0.0218184	0.00231107	0.00835693	0.179808	0.0102104	0.133909	0.0136053	0.0182169	0.0107491	0.127271	0.00987478	0.0129302	0.37424	0.0221145	0.4215376	5	65.71654	0.03690026	0.465	0.781839	1.08432	1.66884	0.045377	0.208485	0.0893611	0.264397	0.231918	0.160463	0.3891493	1.083228
300	-758.2683	-656.872	-101.3962	57.37654	1.559437	0.0997075	0.0344731	0.081301	0.164245	0.0955871	0.00112539	0.0333289	0.130683	0.00388534	0.0538172	0.125119	0.0894894	0.0478296	0.148901	0.202257	0.0789231	0.0560177	0.0808523	0.0178454	0.165847	0.0230377	0.0499624	0.014428	0.0893694	0.171821	0.0401907	0.0193353	0.15298	0.188688	0.14655	0.0185232	0.0897605	0.0741044	0.0650649	0.0535261	0.0153901	0.0281821	0.245226	0.0423257	0.0520788	0.0228302	0.0124253	0.0589591	0.0191122	0.0118766	0.0186728	0.0332728	0.0340234	0.163872	0.00370891	0.0407437	0.134169	0.0154674	0.0132679	0.00527456	0.131312	0.123161	0.0182444	0.00881477	0.0285024	0.215495	0.00558629	0.0154142	0.0546645	0.0511477	0.0145822	0.0279233	0.0491332	0.15003	0.243682	0.106541	0.00298867	0.0902678	0.102283	0.06983923	0.0284941	0.129576	0.0179354	0.0127716	0.0901705	0.00137325	0.0319539	0.0534704	0.000279217	0.151222	0.00221168	0.105659	0.00515937	0.0195507	0.361526	0.0171416	0.4565206	4	57.7198	0.04570318	0.23436	0.59816	1.05373	2.11375	0.0466035	0.160233	0.0740299	0.240589	0.362177	0.116368	0.4850147	0.9412511
400	-720.4572	-648.2621	-72.19514	55.73526	4.10927	0.0784022	0.0281488	0.00731783	0.0626873	0.110655	0.0129786	0.000976354	0.0460094	0.0071641	0.0586112	0.0211447	0.0319983	0.0615019	0.0256607	0.023479	0.0594782	0.102475	0.00930201	0.0537008	0.134594	0.0220523	0.128243	0.111206	0.0179659	0.0287897	0.0111296	0.0383041	0.158113	0.128072	0.171325	0.00121489	0.0346687	0.070184	0.0244173	0.165271	0.00864345	0.0336639	0.007346	0.0655825	0.0092587	0.00610653	0.00389149	0.0578839	0.0266423	0.221672	0.00786722	0.0135456	0.00202358	0.00782508	0.0452456	0.0413481	0.0690373	0.015445	0.016226	0.0194641	0.00299961	0.0702192	0.0928774	0.0118645	0.0733312	0.0576808	0.0558293	0.00830364	0.00617149	0.0259712	0.170517	0.0647398	0.188564	0.00257504	0.233476	0.000434452	0.0145518	0.202105	0.0340618	0.05206264	0.03108391	0.121722	0.0163471	0.0154761	0.173736	0.0485711	0.00321723	0.0975164	0.00868802	0.124445	0.00233056	0.0397557	0.00968018	0.0195163	0.315719	0.00327944	0.3417264	8	60.02842	0.04011255	0.460266	0.778905	1.08437	1.67646	0.0253687	0.174493	0.166466	0.292686	0.233185	0.107801	0.3728104	0.9166227
500	-751.8274	-669.5739	-82.25352	58.05787	5.522175	0.047169	0.0524979	0.0228424	0.136108	0.145839	0.0838557	0.0458472	0.0265981	0.000741576	0.024636	0.0551302	0.177408	0.0398799	0.014925	0.10499	0.016041	0.107637	0.287819	0.00444688	0.018541	0.0310383	0.110951	0.187928	0.00889911	0.107437	0.0086548	0.0944	0.0785214	0.00948549	0.14782	0.0226294	0.125985	0.0580798	0.0541191	0.0317688	0.0721603	0.00958191	0.0556206	0.0409841	0.0182213	0.00353796	0.0217051	0.00243502	0.00178319	0.0147135	0.0341487	0.0301232	0.0225813	0.0304432	0.102301	0.0172295	0.0309634	0.00113969	0.0486044	0.0241388	0.0291299	0.057703	0.104026	0.0267177	0.045335	0.0101152	0.0210513	0.128293	0.176802	0.00859297	0.0152444	0.0195817	0.0979952	0.16683	0.272089	0.0487941	0.0138118	0.128926	0.0545424	0.05815705	-0.008235836	0.0610188	0.0264237	0.0288062	0.0412883	0.149811	0.0317802	0.129376	0.024267	0.0523406	0.00712616	0.0657181	0.00978123	0.0309282	0.337866	0.00346886	0.3190878	6	58.88444	0.04585687	0.522419	0.815486	1.08229	1.5798	0.0466607	0.181047	0.165239	0.209842	0.260761	0.13645	0.3108519	1.026494
600	-765.8654	-663.5803	-102.2851	9.167789	4.112297	0.0436533	0.0150182	0.205719	0.0731994	0.118854	0.0337665	0.0193519	0.123048	0.00894564	0.00298361	0.20111	0.136283	0.166567	0.0388329	0.00936474	0.10347	0.064283	0.0237951	0.0192704	0.199575	0.114402	0.0918645	0.0600532	0.0838613	0.223904	0.0141771	0.0129483	0.148859	0.0143564	0.24644	0.181979	0.131758	0.175717	0.281102	0.110686	0.00048082	0.00515658	0.0806361	0.0210231	0.0194732	0.086702	0.0361133	0.0247374	0.120085	0.0629653	0.0873791	0.111603	0.0145616	0.0287198	0.362543	0.018556	0.0444458	0.129497	0.160304	0.129354	0.01039	0.0268337	0.0728005	0.0088333	0.0236412	0.00210446	0.0274628	0.101339	0.165719	0.0353432	0.0222933	0.0385858	0.259909	0.142096	0.0813629	0.0108676	0.0528089	0.0480825	0.0984622	0.0836475	-6.32543e-05	0.125587	0.0348823	0.00548227	0.0616361	0.133695	0.00483326	0.114216	0.0132473	0.0139799	0.0158505	0.0843089	0.00155966	0.00945512	0.37889	0.00237708	0.4662337	5	59.88684	0.04363596	0.460427	0.779005	1.08437	1.6762	0.0206317	0.226933	0.068285	0.291175	0.254552	0.138424	0.4661704	1.000136
700	-757.0175	-669.3243	-87.69323	7.264207	2.319055	0.0637411	0.120691	0.0588517	0.239201	0.0242694	0.173562	0.0470921	0.111884	0.00862409	0.0492078	0.201206	0.113407	0.0813967	0.0794917	0.0824893	0.259636	0.101149	0.0779816	0.0142936	0.113999	0.0151725	0.00887221	0.0407418	0.329937	0.186643	0.00979576	0.0370523	0.12904	0.165235	0.162536	0.037958	0.0150023	0.404473	0.0787498	0.122001	0.01558	0.0282737	0.664256	0.0239944	0.00609651	0.0566795	0.0386822	0.0130859	0.00605151	0.0560154	0.0484843	0.381628	0.152585	0.0398606	0.120365	0.19002	0.00163376	0.00345277	0.00232435	0.0492605	0.000178609	0.0448291	0.000115868	0.110262	0.102384	0.0555362	0.00762462	0.0903637	0.118608	0.127712	0.0370571	0.0355823	0.0333392	0.0212503	0.073358	0.01586	0.00859023	0.0245729	0.0318584	0.09241102	0.02082574	0.101342	0.0187712	0.0484291	0.0480709	0.262819	0.00746332	0.0712273	0.00594375	0.0283444	0.000256068	0.0794375	0.0064467	0.00993434	0.303923	0.00759055	0.6263891	6	59.10746	0.08320887	0.328602	0.685153	1.07625	1.91	0.0316271	0.261516	0.0765906	0.275951	0.245713	0.108603	0.6472148	0.9678225
800	-744.9219	-669.3118	-75.61013	13.19739	4.25154	0.275137	0.0916735	0.0714018	0.154351	0.0706608	0.0177535	0.129385	0.121006	0.00373403	0.0300166	0.0556171	0.109421	0.00830914	0.151564	0.00137535	0.114476	0.00603749	0.0692236	0.000541287	0.0560343	0.0319675	0.0433496	0.0529091	0.194275	0.0762	0.000769145	0.0327133	0.06408	0.0269524	0.140995	0.0301552	0.0529536	0.138133	0.0698162	0.0404943	0.025878	0.00908356	0.207642	0.0178501	0.0217598	0.0595174	0.0192359	0.0275499	0.037538	0.0363046	0.0094724	0.103235	0.162249	0.0725392	0.188031	0.0133579	0.00575533	0.00696713	0.040137	0.0860685	0.0133895	0.0553294	0.027173	0.116475	0.13647	0.00283458	0.00542236	0.136936	0.040117	0.134501	0.047547	0.00243601	0.00842792	0.0134687	0.0401022	0.0813923	0.261611	0.016302	0.0279254	0.05235163	0.03789807	0.191264	0.0273011	0.0436438	0.0187308	0.202151	0.014189	0.130376	0.0126857	0.0131484	0.0243963	0.0703207	0.0194502	0.0169	0.213666	0.00177714	0.5326183	6	57.69718	0.05152024	0.467668	0.783482	1.08428	1.66457	0.0260326	0.267655	0.0720712	0.215471	0.262469	0.156301	0.5705163	0.9335723
900	-774.9176	-681.422	-93.4956	22.3573	3.186268	0.0649078	0.0745787	0.120953	0.18821	0.127237	0.140174	0.012814	0.0899793	0.0828259	0.0236708	0.0519885	0.126556	0.025507	0.136009	0.00506291	0.0197426	0.012606	0.0325094	0.0607332	0.106911	0.00961506	0.0452858	0.0743451	0.0355298	0.581435	0.0222061	0.0774683	0.111244	0.00961466	0.171317	0.0199258	0.130248	0.222642	0.0354049	0.0442213	0.0376922	0.0481989	0.258936	0.112073	0.00752559	0.0372969	0.118883	0.0432737	0.0757415	0.00654266	0.0949926	0.106149	0.0425188	0.018817	0.00524183	0.00408694	0.00776297	0.0501091	0.00829809	0.0426761	0.0268274	0.084179	0.00187682	0.227162	0.0752704	0.0284512	0.0422637	0.324867	0.0751254	0.184398	0.00921688	0.0409007	0.153084	0.188767	0.161386	0.00272253	0.007433	0.0620473	0.0839234	0.0765638	0.0107483	0.145918	0.0423843	0.0140451	0.0476662	0.21084	0.0122422	0.0642243	0.00831833	0.0944987	0.000314212	0.0693725	0.0225706	0.00456876	0.260536	0.00250019	0.4407921	5	58.9436	0.05340826	0.403178	0.741346	1.08329	1.77218	0.043075	0.177292	0.0942105	0.264756	0.317208	0.103459	0.4515404	0.9761964
