Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
3,3,3,3,19,19,22,22,0,0,1,1,22,0.3237845,2.843293,0.51
0,4,0,2,15,21,25,19,5,5,0,3,25,0.3679369,0.9595033,0.4388889
0,3,0,1,18,22,25,21,4,4,0,3,25,0.3679369,1.861055,0.5055556
1,3,1,3,19,22,23,22,0,0,1,1,24,0.3532194,2.204173,0.51
1,4,1,3,16,20,18,18,1,3,1,2,24,0.3532194,1.048213,0.4277778
2,4,2,4,17,20,21,21,2,2,1,1,23,0.338502,2.2015,0.4888889
3,6,2,5,16,21,17,17,0,0,2,2,22,0.3237845,2.028955,0.4566667
1,3,1,3,18,20,23,22,0,0,1,1,24,0.3532194,2.329141,0.5188889
1,4,1,4,17,20,22,21,0,0,1,1,24,0.3532194,1.782404,0.48
1,5,1,5,18,20,21,20,3,3,1,1,24,0.3532194,1.266908,0.4433333
1,3,1,3,18,19,24,22,2,2,1,1,24,0.3532194,2.438489,0.5266667
0,3,0,3,19,20,25,22,1,1,0,1,25,0.3679369,1.15484,0.4533333
3,5,1,3,18,21,11,11,0,0,3,3,22,0.3237845,2.334332,0.4766667
2,4,1,2,17,20,18,18,4,4,2,3,23,0.338502,1.583413,0.4466667
3,5,1,3,17,19,18,18,0,0,3,3,22,0.3237845,2.130747,0.4633333
1,3,1,3,17,21,22,22,1,1,1,1,24,0.3532194,1.87613,0.4866667
3,5,2,4,17,21,13,13,1,1,2,2,22,0.3237845,2.181643,0.4666667
0,4,0,4,20,22,25,21,1,1,0,1,25,0.3679369,1.861055,0.5055556
1,4,1,4,18,21,24,21,4,4,1,1,24,0.3532194,2.032341,0.4977778
2,5,1,4,17,19,18,18,0,0,2,2,23,0.338502,1.827395,0.4633333
1,2,1,2,18,21,24,23,6,6,1,1,24,0.3532194,2.500973,0.5311111
1,4,1,4,19,19,21,21,1,1,1,1,24,0.3532194,1.548087,0.4633333
1,4,1,4,17,22,24,21,0,0,1,1,24,0.3532194,1.954235,0.4922222
2,4,1,3,17,20,22,20,0,0,2,2,23,0.338502,1.892456,0.4677778
0,3,0,3,17,22,25,22,2,2,0,1,25,0.3679369,1.59059,0.4855556
2,3,2,3,18,21,23,22,1,1,1,1,23,0.338502,2.543074,0.5122222
0,3,0,3,17,21,25,22,0,0,0,1,25,0.3679369,1.605616,0.4866667
1,3,1,3,17,19,23,22,0,0,1,1,24,0.3532194,1.766782,0.4788889
2,4,1,3,16,19,14,12,1,1,2,2,23,0.338502,1.762333,0.4588889
1,5,1,3,17,21,23,17,5,5,1,3,24,0.3532194,2.01672,0.4966667
1,4,1,3,18,21,24,20,1,1,1,2,24,0.3532194,1.954235,0.4922222
2,6,1,3,16,21,18,16,0,0,2,4,23,0.338502,2.136438,0.4844444
2,5,1,4,16,19,18,18,0,0,2,2,23,0.338502,1.583413,0.4466667
2,4,1,3,18,22,20,20,2,2,2,2,23,0.338502,2.721994,0.5244444
1,3,1,2,16,20,19,19,4,4,1,2,24,0.3532194,1.673056,0.4722222
1,2,1,1,18,21,24,22,9,9,1,2,24,0.3532194,2.719668,0.5466667
0,4,0,3,20,23,25,20,0,0,0,2,25,0.3679369,2.101469,0.5233333
2,5,2,5,18,21,20,20,0,0,1,1,23,0.338502,2.429216,0.5044444
0,3,0,3,18,22,25,22,0,0,0,1,25,0.3679369,1.350176,0.4677778
2,5,1,5,19,19,21,20,1,1,2,1,23,0.338502,1.420758,0.4355556
2,3,2,3,17,19,22,22,1,1,1,1,23,0.338502,2.120173,0.4833333
