Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,20,0,4,14,40,61,11,0,0,0,12,61,0.2677884,-3.056267,0.05850558
1,21,1,5,15,40,39,9,0,0,1,11,60,0.2633984,-2.821604,0.07323592
0,18,0,3,12,40,61,11,0,0,0,12,61,0.2677884,-3.121322,0.05405084
0,15,0,2,13,40,61,8,0,1,0,11,61,0.2677884,-3.034582,0.0599905
0,21,0,3,13,40,61,13,0,0,0,12,61,0.2677884,-3.08836,0.05630791
0,21,0,5,11,40,61,14,0,0,0,13,61,0.2677884,-3.117852,0.05428843
0,21,0,5,16,40,61,14,0,0,0,9,61,0.2677884,-2.802986,0.07584937
0,22,0,4,14,40,61,18,0,0,0,13,61,0.2677884,-2.841152,0.07323592
0,21,0,6,16,40,61,16,0,0,0,11,61,0.2677884,-2.822936,0.07448325
1,27,1,4,14,39,52,11,0,1,1,14,60,0.2633984,-2.826891,0.07287954
0,28,0,6,13,40,61,19,0,0,0,9,61,0.2677884,-2.920085,0.06783084
0,26,0,3,10,40,61,11,0,0,0,15,61,0.2677884,-3.144741,0.05244714
0,19,0,4,14,40,61,9,0,0,0,12,61,0.2677884,-2.816865,0.07489903
0,17,0,4,16,40,61,25,0,0,0,11,61,0.2677884,-2.749208,0.07953196
1,16,1,3,13,39,35,11,0,2,1,12,60,0.2633984,-2.930006,0.06593015
0,26,0,16,16,40,61,12,0,1,0,8,61,0.2677884,-2.714512,0.08190782
0,17,0,4,13,40,61,17,0,1,0,11,61,0.2677884,-2.946107,0.06604894
0,27,0,4,11,40,61,7,0,1,0,15,61,0.2677884,-3.303475,0.04157757
0,18,0,3,18,40,61,20,0,1,0,11,61,0.2677884,-2.79518,0.07638394
0,18,0,4,13,40,61,8,0,0,0,13,61,0.2677884,-3.057134,0.05844619
0,24,0,4,15,40,61,14,0,0,0,15,61,0.2677884,-2.897533,0.06937515
0,17,0,3,17,40,61,17,0,1,0,10,61,0.2677884,-2.875848,0.07086006
0,15,0,4,16,40,61,20,0,0,0,9,61,0.2677884,-2.64512,0.08665954
2,13,1,2,15,39,44,26,0,0,2,10,59,0.2590085,-2.684083,0.08101687
0,20,0,4,14,40,61,6,0,1,0,13,61,0.2677884,-3.123924,0.05387265
0,13,0,3,15,40,61,14,0,0,0,9,61,0.2677884,-2.872378,0.07109765
1,19,1,3,14,40,43,12,0,1,1,11,60,0.2633984,-2.976715,0.06278213
0,16,0,4,15,40,61,20,0,0,0,13,61,0.2677884,-2.891461,0.06979092
0,23,0,3,13,40,61,15,0,0,0,12,61,0.2677884,-2.962588,0.06492041
3,35,1,9,15,39,38,10,0,0,3,11,58,0.2546185,-2.959032,0.0615942
1,20,1,5,17,40,60,15,0,1,1,13,60,0.2633984,-2.887702,0.06878118
0,20,0,4,15,40,61,18,0,0,0,12,61,0.2677884,-2.755279,0.07911618
0,30,0,6,10,40,61,6,0,0,0,17,61,0.2677884,-3.366795,0.03724163
2,13,1,2,16,39,27,10,0,0,2,11,59,0.2590085,-2.935772,0.06432644
1,31,1,5,15,40,36,9,0,0,1,13,60,0.2633984,-2.928243,0.06604894
1,26,1,5,13,40,58,10,0,0,1,13,60,0.2633984,-3.025188,0.05951532
0,27,0,5,11,40,61,6,0,0,0,14,61,0.2677884,-3.182907,0.04983369
