Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
4,10,1,5,16,22,18,17,3,4,4,4,26,0.3188787,0.5009742,0.3509259
2,6,2,3,17,23,27,22,1,6,1,4,28,0.3434078,-0.1062653,0.3361111
2,8,1,5,18,23,25,22,0,2,2,2,28,0.3434078,0.3791848,0.3694444
2,8,2,5,18,21,25,22,1,2,1,2,28,0.3434078,0.514032,0.3787037
1,9,1,5,18,24,23,20,0,3,1,3,29,0.3556724,0.3634472,0.3814815
2,7,1,3,18,24,26,20,3,4,2,4,28,0.3434078,1.269177,0.4305556
5,10,3,6,18,22,13,12,0,1,3,3,25,0.3066141,1.184891,0.3796296
1,8,1,5,19,21,28,22,1,3,1,2,29,0.3556724,0.3243302,0.3787037
1,9,1,5,17,23,20,15,4,6,1,3,29,0.3556724,0.3243302,0.3787037
0,10,0,5,15,26,30,13,3,3,0,4,30,0.3679369,-0.6988945,0.3166667
1,9,1,6,20,25,27,21,0,2,1,2,29,0.3556724,0.6894223,0.4046296
2,8,1,3,18,21,20,15,1,4,2,4,28,0.3434078,0.1903986,0.3564815
1,8,1,5,16,23,29,22,1,1,1,2,29,0.3556724,-0.1189959,0.3472222
4,11,1,6,14,21,13,13,0,1,4,4,26,0.3188787,0.5588718,0.3546296
4,10,3,6,16,23,25,14,2,2,2,3,26,0.3188787,0.5733462,0.3555556
3,8,3,4,17,20,26,22,4,4,1,2,27,0.3311432,0.6473538,0.3740741
3,11,2,7,17,21,23,15,0,2,2,3,27,0.3311432,0.3262271,0.3527778
0,6,0,3,16,23,30,14,3,5,0,4,30,0.3679369,0.007928035,0.3685185
2,10,2,7,18,22,25,20,1,3,1,2,28,0.3434078,0.9859973,0.4111111
0,10,0,3,15,26,30,8,2,2,0,6,30,0.3679369,-0.08042478,0.362037
4,8,2,4,15,23,20,20,0,3,2,3,26,0.3188787,0.02331882,0.3203704
4,8,2,4,15,20,16,15,2,8,3,3,26,0.3188787,0.06674203,0.3231481
2,9,2,6,18,23,28,21,1,1,1,2,28,0.3434078,0.2847917,0.362963
3,8,2,5,17,21,25,22,0,6,2,2,27,0.3311432,1.052253,0.4009259
4,7,2,3,19,23,20,20,1,1,2,3,26,0.3188787,0.7180903,0.3648148
2,10,1,5,17,24,19,17,3,7,2,4,28,0.3434078,0.4196389,0.3722222
0,7,0,3,18,21,30,20,1,1,0,4,30,0.3679369,-0.09304661,0.3611111
5,8,4,5,17,20,22,22,0,0,2,2,25,0.3066141,0.9595033,0.3657407
2,8,1,3,16,22,24,20,5,6,2,4,28,0.3434078,0.5949403,0.3842593
3,8,1,3,14,22,21,14,2,4,3,5,27,0.3311432,-0.1205578,0.3231481
1,9,1,4,17,23,28,20,2,3,1,3,29,0.3556724,0.3764862,0.3824074
1,7,1,3,17,22,24,21,2,3,1,3,29,0.3556724,-0.471049,0.3222222
3,11,1,5,14,23,11,11,2,4,3,5,27,0.3311432,-0.9443176,0.2685185
0,7,0,3,16,21,30,20,3,6,0,3,30,0.3679369,-0.06780295,0.362963
1,10,1,3,16,23,28,18,2,3,1,4,29,0.3556724,-0.02772287,0.3537037
4,9,2,3,16,19,13,10,2,5,3,5,26,0.3188787,0.03779322,0.3212963
4,10,2,7,16,18,20,20,0,1,3,2,26,0.3188787,-0.5122342,0.2861111
3,9,2,3,15,19,24,12,1,5,2,6,27,0.3311432,-0.8884694,0.2722222
4,9,1,3,14,21,12,9,4,6,4,6,26,0.3188787,0.2693837,0.3361111
0,7,0,3,17,24,30,20,2,2,0,3,30,0.3679369,0.1720118,0.3805556
0,6,0,3,15,22,30,20,4,4,0,4,30,0.3679369,0.1089027,0.3759259
1,8,1,5,18,21,29,22,2,2,1,2,29,0.3556724,0.4286422,0.3861111
5,9,2,4,15,20,20,20,2,2,3,3,25,0.3066141,0.8242705,0.3574074
1,9,1,6,18,23,25,21,1,5,1,2,29,0.3556724,0.2721742,0.375
1,5,1,3,17,23,29,22,1,6,1,3,29,0.3556724,0.3895252,0.3833333
1,9,1,3,14,23,21,9,5,5,1,7,29,0.3556724,-0.2493859,0.337963
1,9,1,5,18,20,25,20,0,1,1,3,29,0.3556724,-0.444971,0.3240741
2,12,2,3,13,20,20,6,1,1,1,7,28,0.3434078,-1.549131,0.237037
5,12,1,5,13,20,11,7,0,0,5,6,25,0.3066141,-0.7384197,0.2611111
1,8,1,3,19,23,19,16,2,5,1,5,29,0.3556724,-0.2102689,0.3407407
2,8,1,3,13,20,22,14,3,7,2,5,28,0.3434078,-0.1062653,0.3361111
0,8,0,3,19,25,30,20,3,3,0,4,30,0.3679369,0.5506667,0.4083333
0,9,0,6,18,27,30,21,1,4,0,2,30,0.3679369,0.1215245,0.3768519
1,6,1,3,18,21,23,20,2,2,1,4,29,0.3556724,0.02443314,0.3574074
1,6,1,3,20,23,29,21,5,5,1,3,29,0.3556724,0.4547202,0.387963
4,10,2,7,17,23,21,20,1,3,3,2,26,0.3188787,0.4286022,0.3462963
0,5,0,3,17,22,30,24,1,10,0,3,30,0.3679369,-0.1056684,0.3601852
6,9,1,3,15,18,14,13,2,2,6,5,24,0.2943495,0.6264441,0.3314815
5,11,2,4,14,19,11,11,5,5,4,5,25,0.3066141,0.4035462,0.3314815
3,10,2,7,18,19,23,20,1,2,2,2,27,0.3311432,0.4099993,0.3583333
2,9,1,3,17,22,15,12,0,2,2,4,28,0.3434078,-0.2006584,0.3296296
1,10,1,5,18,22,22,19,4,9,1,3,29,0.3556724,-0.1320349,0.3462963
2,7,1,3,17,22,19,15,2,3,2,4,28,0.3434078,0.2038834,0.3574074
4,11,1,8,18,19,20,19,1,3,4,2,26,0.3188787,0.2693837,0.3361111
2,7,2,3,16,24,27,20,2,2,1,4,28,0.3434078,0.6758487,0.3898148
2,11,1,7,17,21,20,16,1,3,2,3,28,0.3434078,-0.5917154,0.3027778
4,10,1,6,19,19,20,19,0,3,4,3,26,0.3188787,0.02331882,0.3203704
1,10,1,7,16,24,23,20,5,7,1,2,29,0.3556724,0.4156032,0.3851852
0,7,0,3,15,24,30,9,4,4,0,5,30,0.3679369,0.2477428,0.3861111
1,10,1,4,17,23,29,13,4,8,1,4,29,0.3556724,0.01139414,0.3564815
3,8,2,3,16,21,20,17,1,1,2,4,27,0.3311432,0.2005689,0.3444444
2,8,1,3,18,21,17,17,0,3,2,5,28,0.3434078,-0.09278057,0.337037
3,9,2,6,16,21,26,21,0,2,2,2,27,0.3311432,0.256417,0.3481481
0,9,0,4,16,26,30,20,1,5,0,3,30,0.3679369,-0.3707269,0.3407407
2,10,1,6,17,21,22,17,2,3,2,3,28,0.3434078,0.2578222,0.3611111
2,9,1,3,16,22,16,16,2,2,2,5,28,0.3434078,0.5005473,0.3777778
0,5,0,3,17,23,30,24,2,6,0,3,30,0.3679369,0.5128013,0.4055556
5,11,1,7,16,16,12,10,0,3,5,3,25,0.3066141,-0.5280576,0.2740741
5,9,4,6,18,20,23,21,0,1,2,2,25,0.3066141,1.7709,0.4157407
1,9,1,4,17,22,28,19,3,6,1,4,29,0.3556724,-0.1581129,0.3444444
0,6,0,3,14,25,30,21,1,4,0,4,30,0.3679369,-0.3454832,0.3425926
0,7,0,3,16,24,30,20,2,4,0,4,30,0.3679369,-0.1561558,0.3564815
2,6,1,3,19,25,23,20,1,5,2,4,28,0.3434078,1.215238,0.4268519
1,6,1,3,16,24,27,20,3,6,1,4,29,0.3556724,0.6763833,0.4037037
2,7,1,3,17,18,19,17,4,4,2,5,28,0.3434078,-0.07929585,0.337963
1,7,1,3,17,21,24,20,4,4,1,3,29,0.3556724,0.7806953,0.4111111
3,13,1,4,14,23,14,10,3,4,3,6,27,0.3311432,-0.7488491,0.2814815
4,11,1,3,12,21,12,5,2,5,4,8,26,0.3188787,-1.149108,0.2453704
3,10,1,5,18,22,18,18,1,1,3,4,27,0.3311432,0.7032019,0.3777778
1,8,1,4,17,25,27,21,2,5,1,3,29,0.3556724,0.07658915,0.3611111
3,9,2,4,19,22,23,20,2,2,2,3,27,0.3311432,0.9126324,0.3916667
0,6,0,3,16,25,30,15,1,5,0,4,30,0.3679369,-0.08042478,0.362037
2,7,2,4,17,24,28,20,4,5,1,3,28,0.3434078,0.5005473,0.3777778
0,6,0,3,20,24,30,21,2,7,0,3,30,0.3679369,0.1846337,0.3814815
2,9,1,3,16,24,24,18,2,4,2,4,28,0.3434078,0.2038834,0.3574074
1,10,1,7,16,23,29,20,2,2,1,2,29,0.3556724,0.5851103,0.3972222
2,9,1,4,16,22,22,20,3,6,2,3,28,0.3434078,0.5544862,0.3814815
