Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-153.909	-135.966	-17.94306	5.424888	2.721333	0.0743387	0.201409	0.407756	0.614119	0.279598	0.0111837	0.0716331	0.227391	0.128422	1.36027	0.4026594	-0.2956879	0.00523902	0.0813517	0.169745	0.0469963	0.0347821	0.0193937	0.022722	0.0173922	0.248802	0.0735388	0.0140863	0.097029	0.140426	0.00380006	0.0246954	0.5792446	0	7.918948	0.2858793	0.366485	0.71483	1.08075	1.83794	0.0801153	0.0727994	0.0324674	0.6596	0.0517497	0.103268	0.2835567	2.042782
100	-155.2392	-134.621	-20.61812	7.49883	5.614441	0.347069	0.360633	0.0992741	0.375044	0.0697752	0.0361383	0.704802	0.205675	0.840709	0.568257	0.4660885	-0.1003891	0.023702	0.125795	0.0283512	0.00647749	0.0860596	0.166472	0.010459	0.0286748	0.0424788	0.07965	0.0637924	0.0441353	0.0342885	0.0162038	0.243461	0.2756443	0	10.31466	0.06809043	0.525755	0.817337	1.0821	1.57481	0.112638	0.157085	0.0405353	0.64162	0.0354278	0.0126945	0.1752553	1.572816
200	-158.973	-134.6268	-24.34626	5.720614	5.505086	0.803372	0.364905	0.264832	0.183808	1.25324	0.838401	0.524086	0.846109	0.336362	0.818473	0.6794656	-0.01498613	0.049558	0.115502	0.081225	0.0599068	0.0145118	0.0716072	0.000142231	0.0645312	0.0242394	0.03028	0.126404	0.0134173	0.200102	0.0485299	0.100043	0.3684336	0	6.671358	0.2137621	0.521793	0.815137	1.08233	1.58074	0.125634	0.140754	0.0444646	0.6276	0.0278643	0.0336826	0.3534475	1.0424
300	-150.1572	-139.1396	-11.01756	5.707582	1.039204	0.321817	0.00581253	0.234504	0.0372199	0.0557364	0.422168	0.0864556	0.294064	1.08194	0.0186008	0.3274683	0.09562636	0.0240897	0.0504562	0.197582	0.028993	0.02814	0.00654303	0.131035	0.101655	0.063358	0.0463916	0.00720697	0.0123895	0.0604779	0.0703649	0.171317	0.1782072	0	8.9883	0.2678154	0.144709	0.488226	1.0062	2.36086	0.0960323	0.224872	0.071497	0.496789	0.0102074	0.100602	0.2738336	0.6507866
400	-143.1139	-130.7729	-12.34102	7.763495	2.006018	0.161327	0.0490404	0.0736629	0.803369	0.281577	0.159079	0.316436	0.681404	0.0117949	0.132937	0.2974631	0.116392	0.0758491	0.0230927	0.0664771	0.0863206	0.0837786	0.0280643	0.0263051	0.0390759	0.118053	0.104522	0.076002	0.0687853	0.111882	0.0564438	0.0353488	0.2685749	0	11.45042	0.05335031	0.293992	0.655652	1.07014	1.98022	0.069417	0.228489	0.0448717	0.586102	0.0317261	0.039394	0.3849669	0.697657
500	-143.0527	-134.7912	-8.261477	4.511259	3.31818	0.245561	0.0324493	0.237729	0.153541	0.628983	0.17507	0.608007	0.139369	0.35242	0.372012	0.2601091	0.02300631	0.0436554	0.0772761	0.0462012	0.0746825	0.129534	0.018041	0.0420839	0.0321139	0.00316494	0.149711	0.0580418	0.0161553	0.229535	0.0219376	0.0578663	0.3152687	0	4.95715	0.2093308	0.412471	0.747751	1.08369	1.75609	0.130772	0.204644	0.0352752	0.504674	0.0262571	0.0983777	0.338275	0.9319893
600	-154.5267	-133.9481	-20.57853	8.78187	3.256695	0.226601	0.460892	0.103514	0.185657	0.729562	0.100747	0.172959	1.11013	0.0292153	0.480846	0.5509624	-0.1827054	0.0331853	0.0825817	0.0765423	0.14768	0.116432	0.0224496	0.0106677	0.023103	0.101332	0.188967	0.144063	0.00660822	0.00326711	0.0106002	0.0325205	0.4215809	0	9.067117	0.1170931	0.408194	0.744818	1.08352	1.76347	0.0292024	0.125063	0.0464004	0.696962	0.061356	0.0410158	0.2388755	1.764856
700	-144.0359	-136.0387	-7.997222	8.63711	1.496317	0.079854	0.167341	0.263561	0.00969931	0.020778	0.0812903	0.713611	0.373132	0.0613928	0.493857	0.240857	-0.01597697	0.0352411	0.165934	0.154074	0.0177108	0.0450902	0.0419573	0.0456952	0.00519757	0.112756	0.0930055	0.0485729	0.0918848	0.0474121	0.0552092	0.0402589	0.309293	0	11.70896	0.1301839	0.224753	0.587942	1.0502	2.1371	0.0362468	0.132236	0.122013	0.604974	0.0635336	0.0409957	0.293316	1.05447
800	-160.2521	-135.8243	-24.4278	5.13078	3.092165	0.0284209	0.34725	0.104041	0.975374	2.94439	0.381854	1.96845	0.553677	0.366197	0.499583	0.5790858	0.1366016	0.0104908	0.121249	0.0893129	1.07019e-05	0.0211327	0.0844833	0.0352407	0.0529062	0.00756511	0.118424	0.000926262	0.2222	0.0423923	0.0409584	0.152708	0.4017331	0	6.164521	0.2259745	0.396269	0.736506	1.08293	1.78429	0.0791031	0.202994	0.0917963	0.543265	0.0414685	0.0413733	0.5383347	0.7462516
900	-146.2887	-128.8938	-17.39495	6.68808	4.450897	0.265405	0.377146	0.272885	0.155971	0.368164	0.535347	0.236054	0.00944146	0.575892	0.176319	0.4983308	0.08543838	0.197605	0.0797406	0.169713	0.045539	0.0494284	0.00570001	0.019682	0.0216964	0.0725938	0.0502497	0.00285492	0.159741	0.092831	0.0204976	0.0121281	0.4131433	0	8.241603	0.181148	0.477538	0.789488	1.0841	1.64887	0.0524014	0.13989	0.062203	0.644321	0.029403	0.0717814	0.4985816	0.8286371
