Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
805	0	-201.0609	-217.8042	16.74336	2.417665	0.0849404	0.0647617	0.0381647	0.219313	0.0608684	0.0235647	0.0234767	0.0936556	0.0427087	0.0142437	0.0183222	0.0447223	0.0240742	0.0124394	0.03592646	0.04966779	0.0028738	0.110908	0.0876959	0.204073	0.0118299	7.50862e-05	0.0124436	0.00353645	0.279363	0.0311066	0.194533	0.00146814	0.0399001	0.0189494	0.00124311	0.01430965	48.63281	0.338509	0.693161	1.07763	1.8907	0.117294	0.187152	0.192723	0.0795592	0.281438	0.141834	0.06397744	0.2236671
806	0	-201.1828	-214.6526	13.4698	4.50466	0.140469	0.1296	0.154849	0.0364933	0.0587864	0.0401152	0.0775638	0.00793983	0.0304689	0.0451481	0.0140857	0.0482918	0.172295	0.0170187	0.08365008	0.02589134	0.000107742	0.0549391	0.0704572	0.270611	0.030738	0.00349882	0.0319665	0.0010132	0.175238	0.027997	0.0914801	0.012758	0.160203	0.0454981	0.0234943	0.01588029	54.25841	0.480106	0.791032	1.08404	1.64482	0.181159	0.186859	0.23423	0.0375143	0.287513	0.0727247	0.04177163	0.3801694
807	0	-193.0717	-223.2806	30.20892	2.532393	0.0112497	0.0673065	0.0194582	0.00476203	0.0228938	0.0188482	0.00844446	0.0029816	0.0328768	0.0278446	0.0281657	0.0394835	0.00101978	0.0180988	0.01883039	0.0132407	0.0025698	0.0953534	0.100862	0.171491	0.0287261	0.0158092	0.0796535	0.00196015	0.161409	0.0272743	0.205667	0.00992531	0.041367	0.0208953	0.037037	0.01204354	73.79214	0.349506	0.70184	1.07899	1.86967	0.169527	0.248654	0.206801	0.0851368	0.227097	0.0627849	0.02528424	0.4763259
808	0	-191.8324	-218.3726	26.54022	1.481931	0.0462483	0.0116921	0.0128938	0.02047	0.0559051	0.0103847	0.0890065	0.00163108	0.0281296	0.0187935	0.170974	0.0319025	0.059875	0.0137789	0.04191111	0.05436895	0.000796641	0.0237758	0.177645	0.267538	0.0155704	0.00647668	0.00536513	0.00350638	0.233702	0.0744656	0.091478	0.00570768	0.0591468	0.0282313	0.00659454	0.001291482	31.63827	0.222518	0.585521	1.04934	2.14262	0.14181	0.145574	0.258158	0.0646177	0.285453	0.104388	0.05566043	0.02320288
809	0	-202.6498	-224.4634	21.81366	1.454944	0.0229058	0.00260637	0.0826734	0.00730756	0.0313703	0.0031812	0.29211	0.0457633	0.0294058	0.017309	0.00281514	0.118674	0.0255747	0.00312217	0.06120559	0.04393979	0.0086943	0.0738108	0.0210999	0.0619494	0.0260019	0.00342102	0.106149	0.00725949	0.151733	0.150865	0.218327	0.00261647	0.16746	9.04149e-06	0.000602937	0.01854295	35.67433	0.218278	0.580881	1.04766	2.15318	0.132563	0.124946	0.243363	0.051784	0.276907	0.170438	0.06248274	0.2967691
810	0	-186.872	-221.9842	35.11218	3.544027	0.0115978	0.00162936	0.00512642	0.0132831	0.0193456	0.0285495	0.0254446	0.0127148	0.033363	0.00048845	0.00606551	0.0109369	0.0408842	0.00564982	0.01371199	0.02243407	0.00352227	0.13099	0.0357045	0.13469	0.00715753	0.000901926	0.00379916	0.0117131	0.303356	0.090165	0.113415	0.049875	0.0519679	0.0527887	0.00995476	0.01840698	57.65205	0.427413	0.757802	1.08414	1.73064	0.14269	0.151825	0.272439	0.0469487	0.304285	0.0818119	0.04084104	0.450698
811	0	-206.4367	-224.9964	18.55966	4.446471	0.0190326	0.0355317	0.081463	0.000393004	0.00447772	0.0344214	0.0233802	0.0856834	0.0141724	0.131314	0.158218	0.0376693	0.00949878	0.0294624	0.03887918	0.03679973	0.00617625	0.0739173	0.181173	0.0719325	0.0156507	0.00234765	0.0586973	0.0147051	0.310268	0.107541	0.0776556	0.0213099	0.0364642	0.0162538	0.00590715	0.01025782	64.54521	0.477325	0.789359	1.08411	1.64921	0.150718	0.164876	0.157373	0.0432624	0.292531	0.191239	0.04705755	0.2179846
812	0	-196.8627	-219.0663	22.20367	1.547135	0.0239986	0.0672285	0.0646689	0.12596	0.0247869	0.0995857	0.0754563	0.0355126	0.0191177	0.0812954	0.0207434	0.152924	0.102314	0.203332	0.07967684	0.0803739	0.010474	0.0520029	0.00998528	0.322765	0.0272889	0.00158325	0.0798126	0.00340734	0.157806	0.0221441	0.14599	0.00366192	0.147752	0.00693612	0.00839068	0.007912109	21.38791	0.232513	0.596219	1.05307	2.11819	0.175031	0.197671	0.141846	0.0524766	0.312316	0.12066	0.08828601	0.08961905
813	0	-185.4229	-220.0257	34.6028	8.350112	0.00514125	0.00546811	0.0236985	0.00143806	4.0153e-05	0.00119474	0.00334389	0.000805282	0.0125995	0.0119127	0.00399426	0.00489056	0.00905971	0.014484	0.008833622	0.006321189	0.00828764	0.062614	0.158087	0.157772	0.0438419	0.00160657	0.05359	0.0190927	0.128483	0.160564	0.151199	0.00728433	0.0217269	0.0061385	0.0197117	0.004445315	184.1503	0.600669	0.856246	1.07585	1.46723	0.140845	0.268821	0.162611	0.067052	0.25255	0.108122	0.0107665	0.4128838
814	0	-197.9903	-225.6841	27.69379	1.93615	0.00643969	0.0467195	0.0146962	0.0034184	0.00183365	0.00218725	0.0125051	0.0529799	0.0195621	0.0245431	0.0188813	0.0203314	0.0367282	0.0163345	0.01744985	0.01228267	0.0045529	0.00668842	0.0391126	0.0934608	0.00235405	0.00562476	0.106122	0.0158409	0.235197	0.0420954	0.218086	0.0236624	0.0704128	0.125224	0.0115665	0.0005989654	181.2246	0.285532	0.648048	1.06831	1.99811	0.142718	0.155873	0.186928	0.0872925	0.291944	0.135245	0.01288164	0.04649761
815	0	-215.4208	-223.8354	8.414551	2.445302	0.17111	0.00959019	0.368533	0.0866715	0.362748	0.0818709	0.369475	0.062716	0.07476	0.243755	0.00348807	0.143544	0.197293	0.046978	0.2057225	0.1802509	0.00540043	0.16601	0.0684435	0.261866	0.0027356	0.00237591	0.050371	0.0056317	0.1406	0.0607131	0.130824	0.0112218	0.0551186	0.0263221	0.012366	0.06083757	9.631253	0.341209	0.695311	1.07798	1.8855	0.124408	0.107336	0.183439	0.107226	0.401639	0.0759517	0.2410885	0.2523454
816	0	-236.1852	-228.2009	-7.984369	2.468329	0.887704	0.579779	0.0348186	1.16924	0.551254	0.983047	0.343636	0.0053986	0.366323	0.347634	0.215529	0.0562546	0.925487	0.329346	0.5004193	0.06609666	0.00128481	0.264808	0.344386	0.0267158	0.0157187	0.000849958	0.0378728	0.00205252	0.224195	0.0049118	0.0433683	0.00794932	0.0106941	0.00431383	0.0108791	0.07748993	8.772395	0.343433	0.697074	1.07826	1.88123	0.212321	0.0956779	0.228481	0.058857	0.29816	0.106503	0.1435866	0.5396738
817	0	-215.207	-221.8361	6.629069	2.843535	0.140785	0.118522	0.1485	0.0605051	0.0402638	0.359362	0.114962	0.336698	0.32371	0.21317	0.0395857	0.298545	0.0394416	0.070659	0.208137	0.06277245	0.00213348	0.152598	0.0438305	0.182239	0.0210713	0.00801244	0.0046462	0.00280471	0.0962038	0.0133017	0.118947	0.00502133	0.321407	0.0204868	0.00729671	0.1393302	13.82077	0.376783	0.72248	1.08163	1.81911	0.178021	0.203109	0.187114	0.0474929	0.274639	0.109624	0.2021027	0.6894032
818	0	-209.0839	-217.392	8.308095	2.248007	0.185626	0.015343	0.055656	0.433483	0.231756	0.137725	0.206122	0.150609	0.09767	0.145956	0.233154	0.334722	0.00984753	0.251257	0.1858211	0.08651991	0.0183706	0.167163	0.149097	0.209778	0.00866298	0.000915619	0.0266556	0.000997233	0.120235	0.0790269	0.197192	0.000300126	0.00207161	0.00204476	0.0174886	0.03403773	17.01069	0.321185	0.679036	1.07512	1.92466	0.14716	0.200792	0.185046	0.0734114	0.296304	0.0972859	0.1205576	0.2823357
819	0	-204.4634	-228.9891	24.52567	2.074448	0.0133629	0.013606	0.102955	0.048433	0.0282951	0.0104345	0.158182	0.0465112	0.0527384	0.0621367	0.243439	0.07983	0.0101334	0.0163915	0.0700969	0.06896801	0.000876907	0.0833424	0.00100215	0.138605	0.00538609	0.00928154	0.0322248	0.00343605	0.0565326	0.00997502	0.463654	0.0397286	0.0855684	0.0335746	0.0368124	0.001413633	16.55582	0.302003	0.662704	1.07175	1.96355	0.14063	0.168134	0.152308	0.129726	0.283953	0.125249	0.07038164	0.02008525
820	0	-199.4647	-217.719	18.25429	1.641108	0.00190207	0.0578726	0.0552311	0.128311	0.0950387	0.135307	0.140433	0.143689	0.131493	0.0092016	0.0796376	0.0466569	0.263182	0.0125222	0.07935634	0.0318792	0.00195492	0.0540373	0.02039	0.214424	0.00702742	0.000959649	0.0781565	0.00465882	0.222713	0.0508963	0.114499	0.0085846	0.118325	0.0720125	0.0313607	0.01645546	11.95956	0.246321	0.610475	1.05774	2.08547	0.132107	0.185258	0.174125	0.046245	0.298707	0.163558	0.04833466	0.3404485
821	0	-196.0762	-219.3025	23.22636	2.241812	0.0283488	0.00315532	0.0180312	0.0199085	0.0398416	0.0495197	0.0427628	0.0595125	0.0874006	0.0131012	0.008804	0.0806083	0.000327647	0.012326	0.04738977	0.0346756	0.0034308	0.106892	0.00988165	0.175863	0.00170374	0.00557296	0.00016891	0.00255232	0.160042	0.0825942	0.142172	0.000517935	0.279673	0.0160251	0.0129103	0.0005948589	83.35516	0.320527	0.678488	1.07501	1.92597	0.212672	0.150866	0.16874	0.0759424	0.283111	0.108668	0.03527046	0.01686564
822	0	-199.2556	-225.3086	26.05294	1.88748	0.019454	0.0469966	0.0312263	0.0588257	0.0569109	0.0795716	0.0413038	0.0163596	0.0120658	0.00309101	0.0155989	0.0159251	0.0145709	0.000671975	0.03551685	0.01034772	0.0129904	0.0181527	0.0308602	0.143932	0.0431935	0.0133316	0.05662	0.000628733	0.229694	0.00422608	0.362994	0.00813976	0.0635794	0.0109942	0.000662788	0.002766324	95.99892	0.279463	0.642489	1.0669	2.01115	0.178993	0.242742	0.142422	0.0557701	0.306157	0.0739146	0.01311404	0.2109437
823	0	-215.6784	-226.1807	10.50229	5.850315	0.174414	0.0976588	0.128549	0.137208	0.10452	0.0877718	0.00887874	0.174848	0.273444	0.0374152	0.0383581	0.051555	0.117429	0.05691	0.1635445	0.05178751	0.0118519	0.0842064	0.0813443	0.0483033	0.0236335	0.00864281	0.0192789	0.00488818	0.227346	0.0940156	0.0527202	0.0123347	0.213301	0.108657	0.00947671	0.009352903	24.66089	0.533971	0.821851	1.08159	1.56259	0.125072	0.154712	0.28789	0.0966785	0.249042	0.0866055	0.06114041	0.1529742
824	0	-203.1513	-218.7059	15.55468	7.500121	0.0700682	0.0340446	0.0334281	0.0736508	6.7091e-05	0.163914	0.146825	0.0599799	0.0324879	0.0253995	0.0149654	0.00837216	0.0474034	0.061795	0.04696169	0.01194827	0.00777743	0.025765	0.0160763	0.214786	0.039463	0.00512163	0.0857962	0.00285775	0.200868	0.0529457	0.230882	0.0250361	0.0750334	0.0171234	0.00046846	0.05210226	28.90322	0.58137	0.846686	1.07779	1.49415	0.148706	0.183806	0.162916	0.100856	0.278558	0.125158	0.06405053	0.8134555
825	0	-206.7386	-221.806	15.06746	3.813498	0.235965	0.0768129	0.000174007	0.0356603	0.0514644	0.0598978	0.0212511	0.0621264	0.0345742	0.00341362	0.00320879	0.0281208	0.198838	0.0414715	0.08312525	0.02032439	0.0255877	0.17405	0.150779	0.164602	0.00137868	0.00712465	0.0596083	0.00156668	0.123342	0.111868	0.119527	0.00402023	0.029522	0.0164691	0.0105555	0.006454975	78.72041	0.443814	0.768502	1.08438	1.7033	0.121042	0.189914	0.253968	0.0501851	0.302084	0.082808	0.02677936	0.2410429
826	0	-198.5246	-219.0582	20.5336	5.158686	0.0747887	0.0932899	0.00893865	0.0101665	0.0283818	0.0400167	0.0472584	0.0268469	0.0214416	0.0308982	0.0129054	0.0023778	0.0680998	0.0557033	0.03164241	0.03602393	0.0142203	0.14505	0.105869	0.169962	0.00594312	0.00132441	0.00816334	0.0237076	0.217629	0.0398499	0.126614	0.00147579	0.092225	0.045539	0.00242806	0.09529844	63.60657	0.508538	0.807666	1.08301	1.60078	0.183652	0.116112	0.159259	0.0630806	0.338815	0.139082	0.1313224	0.7256832
827	0	-216.1226	-221.1853	5.06278	4.58909	0.0510008	0.527386	0.0303632	0.0482499	0.0492344	0.763428	0.158251	0.176409	0.106391	0.104794	0.0365714	0.0552743	0.343801	0.153629	0.180628	0.05039701	0.0156317	0.114988	0.112798	0.0955406	0.00736063	0.00734954	0.0126118	0.00281025	0.218277	0.0695165	0.144306	0.00274244	0.0656273	0.126368	0.00407214	0.0396624	13.81428	0.484061	0.793397	1.08393	1.63861	0.190453	0.184685	0.205319	0.0602989	0.283805	0.0754403	0.0900594	0.4404026
828	0	-218.4413	-224.7104	6.269059	4.434837	0.504882	0.176585	0.256484	0.0657091	0.314867	0.450314	0.943834	0.254041	0.186951	0.366267	0.113583	0.262025	0.121972	0.221436	0.2658113	0.2744759	0.031938	0.0361161	0.089981	0.185326	0.0472321	0.00316725	0.0830136	0.0184579	0.201378	0.0410502	0.209986	0.0337747	0.00161148	0.0126601	0.00430819	0.005105774	2.442514	0.476764	0.78902	1.08412	1.6501	0.123705	0.157165	0.179422	0.0565792	0.37579	0.107338	0.2795817	0.01826219
829	0	-195.2051	-219.6183	24.41323	5.896508	0.00313882	0.00601947	0.0100337	0.0633596	0.0223972	0.0116684	0.0778198	0.0187876	0.0127371	0.020167	0.0337358	0.0726984	0.0657984	0.00594424	0.03231224	0.02795145	0.00586376	0.271488	0.0104079	0.196785	0.0314221	0.00327499	0.0023102	0.00421923	0.191032	0.0703786	0.102174	0.02695	0.0206929	0.0577772	0.00522402	0.005607957	51.08741	0.53553	0.8227	1.08149	1.56028	0.134344	0.113633	0.19242	0.05479	0.391526	0.113288	0.0335594	0.1671054
830	0	-220.1975	-217.7165	-2.481046	3.998104	0.0670337	1.64738	0.145378	0.17575	0.521046	0.136863	0.277927	0.0831211	0.275067	0.31161	0.781337	0.0475892	0.284106	0.601996	0.401528	0.1336208	0.0119726	0.0567522	0.0416068	0.359848	0.00239597	0.00431936	0.0188344	0.00240549	0.142837	0.00898258	0.18663	0.0437415	0.0951015	0.0191283	0.00544434	0.1089488	4.008222	0.454258	0.775143	1.0844	1.6862	0.092903	0.23624	0.227202	0.0515347	0.279577	0.112543	0.2425696	0.4491445
831	0	-207.7153	-217.2578	9.542523	5.936984	0.413394	0.136354	0.136951	0.126608	0.18976	0.0128487	0.453246	0.0357315	0.0867574	0.228923	0.116468	0.0725109	0.0138844	0.141142	0.1894786	0.07377369	0.0117369	0.0619338	0.104368	0.202893	0.0163245	0.0100375	0.0690216	0.00553906	0.238767	0.0471114	0.189941	0.0111475	0.0064303	0.00972578	0.0150228	0.005093803	7.272121	0.536882	0.823435	1.0814	1.55828	0.122166	0.161816	0.216183	0.108852	0.259624	0.131358	0.07886749	0.06458685
832	0	-196.7587	-217.3341	20.57544	3.091545	0.06898	0.00542164	0.108665	0.00391133	0.0389221	0.00947774	0.125039	0.0171749	0.0707746	0.0722872	0.0881563	0.177719	0.096313	0.0251593	0.0794359	0.1011809	6.48186e-05	0.243685	0.0413836	0.266529	0.0364865	0.00206892	0.0523588	0.000130768	0.191378	0.0179235	0.0412506	0.0142542	0.0706487	0.0204755	0.00136254	0.006552488	23.75604	0.396222	0.736474	1.08293	1.78437	0.145343	0.165544	0.215174	0.0675071	0.263543	0.142889	0.1077334	0.06082134
833	0	-198.0983	-215.9681	17.86976	2.979184	0.0390442	0.0340868	0.000145211	0.0285135	0.0403513	0.00857075	0.0336075	0.0791599	0.0121186	0.0304841	0.00442955	0.115114	0.0703048	0.04829	0.07212547	0.04893684	0.0165829	0.0332692	0.0120908	0.25322	0.0124592	0.00408954	0.0313609	0.00199887	0.192777	0.110118	0.275411	0.000587073	0.0187574	0.0218219	0.0154566	0.01159046	48.0796	0.387645	0.730369	1.08241	1.79957	0.155748	0.195196	0.208986	0.0497233	0.264096	0.126251	0.0605273	0.1914915
834	0	-182.9385	-216.0484	33.10987	5.17564	0.00429245	0.0192764	0.00949179	0.00207006	0.0153015	0.00632952	0.0104921	0.00450148	0.0173795	0.0228348	0.00234298	0.00639126	0.0118509	0.0199131	0.01433583	0.004449652	0.000475687	0.133735	0.257872	0.125859	0.00735288	0.00730917	0.00534539	0.00261718	0.179897	0.0139334	0.0819764	0.0129726	0.031973	0.126116	0.0125658	0.00192103	143.8119	0.509213	0.80805	1.08298	1.59975	0.190495	0.194778	0.184269	0.0692437	0.253882	0.107332	0.006370682	0.3015423
835	0	-197.4875	-220.1637	22.67623	4.925976	0.180489	0.0355327	0.0239828	0.00713875	0.0181016	0.0351063	0.040043	0.0196785	0.00285315	0.0139275	0.0152581	0.0214757	0.116952	0.0801278	0.05428625	0.04807788	0.000930639	0.15973	0.128304	0.136788	0.020503	0.00195186	0.00438467	0.00658065	0.0896942	0.0475241	0.242389	0.0069322	0.0563496	0.0954554	0.0024819	0.01825564	33.80269	0.498974	0.802165	1.08343	1.61543	0.126297	0.253963	0.17818	0.070073	0.313565	0.0579213	0.06633352	0.2752099
836	0	-213.9157	-220.9336	7.017881	3.155755	0.220387	0.79929	0.402741	0.0105065	0.40548	0.413537	0.169792	0.21435	0.163991	0.0240484	0.0198287	0.196299	0.11624	0.14134	0.1666733	0.1951177	0.0115564	0.137036	0.0146068	0.193743	0.0032199	0.00369263	0.0413002	0.00048889	0.164046	0.0876053	0.0382995	0.007274	0.133336	0.146181	0.0176139	0.006764918	10.41401	0.400964	0.739803	1.08318	1.77605	0.0899992	0.286668	0.158962	0.0759651	0.311416	0.0769898	0.2018826	0.03350917
837	0	-202.461	-223.7135	21.25245	1.9718	0.0174603	0.0897704	0.10685	0.0175647	0.182198	0.0468015	0.0731573	0.0214029	0.0259751	0.0500938	0.00451207	0.0159227	0.0630366	0.0265521	0.07534827	0.02394536	0.000560846	0.116723	0.0109228	0.115577	0.00398206	0.0126714	0.038241	0.0151087	0.11134	0.160314	0.249224	0.011714	0.0740399	0.066895	0.0126864	0.005695932	50.83666	0.289885	0.651981	1.06927	1.98887	0.159806	0.239319	0.22231	0.0565136	0.233122	0.0889297	0.02964129	0.1921621
838	0	-187.0662	-217.7758	30.70959	2.001815	0.0027322	0.0128471	0.00554463	0.00218409	0.0152404	0.0171244	0.00392284	0.00546554	0.00157333	0.00573681	0.0307108	0.0106002	0.0113343	0.0131819	0.008048139	0.01185086	0.0161589	0.0466598	0.0363694	0.272315	0.00497226	0.0156349	0.0748787	0.0131067	0.217002	0.0817538	0.132679	0.00711228	0.0329236	0.0413647	0.00706976	0.01363687	291.7593	0.293491	0.655207	1.07004	1.98127	0.17519	0.173547	0.206975	0.0753859	0.276086	0.0928162	0.02548773	0.5350367
839	0	-200.1039	-216.2179	16.11403	2.443718	0.0494942	0.0544677	0.00403165	0.141175	0.0963343	0.13009	0.0269291	0.0649817	0.071243	0.0886755	0.0480074	0.3968	0.26753	0.177969	0.1116464	0.08808842	0.00226319	0.048843	0.0227467	0.161178	0.00699489	0.00832345	0.0305139	0.00446759	0.299826	0.0629377	0.255074	0.017361	0.0665179	0.00540475	0.00754777	0.008208953	12.28424	0.341055	0.695189	1.07796	1.8858	0.131273	0.176399	0.187718	0.0901118	0.307855	0.106643	0.09629737	0.08524587
840	0	-192.4457	-220.1938	27.74819	3.104522	0.00987626	0.0186055	0.00179609	0.0462798	0.0268158	0.0360518	0.0422865	0.0323995	0.00855741	0.00156581	0.00867046	0.0206641	0.0267236	0.00640056	0.02034467	0.007692134	0.00795917	0.195572	0.0575312	0.168157	0.00624879	0.00442048	0.0400418	0.00461056	0.216981	0.00228337	0.0522411	0.0337565	0.0852207	0.114288	0.0106891	0.01123751	148.2186	0.39719	0.737156	1.08299	1.78267	0.117776	0.169016	0.168045	0.0976826	0.371002	0.0764781	0.01892964	0.5936461
841	0	-211.8665	-224.9469	13.08032	2.510046	0.0455415	0.158704	0.0590105	0.0876043	0.14069	0.416393	0.151486	0.176721	0.0422249	0.0589506	0.0849119	0.237188	0.102236	0.0297069	0.1124809	0.108369	0.0313239	0.0294152	0.0631908	0.0361421	0.00317794	0.000516726	0.0467133	0.00801482	0.356942	0.0212213	0.156476	0.0122426	0.127603	0.105308	0.00171285	0.01510007	24.3451	0.347407	0.7002	1.07874	1.87365	0.145465	0.160323	0.156466	0.0589247	0.362673	0.116148	0.1234691	0.1222983
842	0	-202.8178	-219.1501	16.33233	4.695388	0.0285455	0.223712	0.187949	0.0247384	0.0682828	0.00543717	0.0446724	0.0622653	0.0443498	0.00305685	0.0379417	0.00580588	0.057142	0.00129575	0.05923178	-0.01217604	0.00242883	0.0240555	0.150339	0.218258	0.00574035	0.00044749	0.0114543	0.00856844	0.103249	0.0205563	0.409476	0.00885966	0.00207174	0.0339643	0.000531776	0.05785718	28.56109	0.488912	0.796275	1.08379	1.63102	0.121977	0.271057	0.178834	0.0787985	0.253472	0.0958618	0.04568114	1.266544
843	0	-201.7534	-214.729	12.97556	3.654571	0.0143713	0.0027958	0.0179374	0.00566875	0.0817134	0.230293	0.0358474	0.0823682	0.100196	0.296378	0.0412641	0.241818	0.0347361	0.0521522	0.1422469	0.01102604	0.000416698	0.101098	0.00304235	0.16327	0.00575743	0.00199083	0.058381	0.0106581	0.158222	0.276786	0.168515	0.00404906	0.00471026	0.028328	0.0147749	0.02448503	23.06505	0.434317	0.762348	1.08427	1.71906	0.110084	0.186482	0.202409	0.0617417	0.316503	0.12278	0.03551108	0.6895041
844	0	-199.5661	-224.4408	24.87469	3.137639	0.0132981	0.0761332	0.011933	0.0870479	0.0600564	0.0317519	0.0170181	0.00986793	0.0507126	0.0119041	0.0320582	0.0840212	0.000235709	0.00503742	0.04243325	0.04108408	0.00226152	0.241655	0.0498189	0.136568	0.0314153	0.0166241	0.0162468	0.00412359	0.209494	0.00112507	0.129848	0.0337871	0.0841186	0.0364635	0.00645098	0.0129532	54.63148	0.399637	0.738875	1.08312	1.77837	0.147551	0.152366	0.208579	0.117306	0.291669	0.082529	0.05403729	0.2397086
845	0	-209.3698	-216.8512	7.481371	2.88305	0.199386	0.0587595	0.0100815	0.00812373	0.0838874	0.323639	0.145051	0.0652699	0.126586	0.607705	0.00165766	0.0623242	0.0379375	0.0668189	0.1235904	0.01667672	0.00678571	0.137671	0.0080869	0.149631	0.0081066	0.000203349	0.0417653	0.000329068	0.102716	0.0744831	0.198236	0.0074566	0.214224	0.0454136	0.00489058	0.08385594	40.69735	0.380007	0.72484	1.08187	1.81328	0.159622	0.177275	0.238219	0.0531143	0.259302	0.112469	0.1005327	0.8341164
846	0	-205.3992	-227.788	22.38877	3.069728	0.0152542	0.00347553	0.0434999	0.105765	0.0923914	0.0384935	0.0156737	0.043838	0.147305	0.0335601	0.00900826	0.00380869	0.00854777	0.012563	0.04926931	0.008425054	0.00344228	0.284355	0.0255302	0.0688618	0.0502048	0.00802749	0.00498172	0.0068064	0.105375	0.0740614	0.130226	0.00621052	0.0385091	0.184846	0.00856221	0.0308329	30.63011	0.394585	0.735317	1.08284	1.78726	0.0930857	0.221392	0.208866	0.0314383	0.248485	0.196733	0.03925795	0.7853924
847	0	-210.1349	-220.926	10.7911	3.11546	0.0220956	0.0847229	0.142427	0.0523427	0.404128	0.255981	0.0691537	0.136871	0.00106277	0.0147928	0.34958	0.0248686	0.0346565	0.067492	0.08645484	0.06188486	0.0128353	0.0506254	0.0513015	0.113366	0.0126889	0.00697828	0.294797	0.00162791	0.240317	0.0697669	0.0958156	0.0102563	0.00631686	0.0190383	0.0142687	0.05975467	22.75834	0.398001	0.737727	1.08303	1.78124	0.138551	0.192606	0.172138	0.034725	0.365471	0.0965091	0.1216395	0.4912439
848	0	-198.8994	-217.136	18.23654	3.9734	0.0344047	0.0960065	0.077866	0.0176982	0.0209213	0.0419462	0.055956	0.00196477	0.0525101	0.0518397	0.0216358	0.0096772	0.0382528	0.045002	0.06750419	0.01444675	0.000525003	0.144595	0.0235457	0.437365	0.000184403	0.010987	5.48455e-05	0.0026034	0.146231	0.0780731	0.0973491	0.00117434	0.0212177	0.0321394	0.00395612	0.006992453	107.7868	0.452895	0.774284	1.0844	1.68842	0.129136	0.215213	0.193494	0.0506063	0.315316	0.0962352	0.02143921	0.3261526
849	0	-198.8601	-213.018	14.15788	2.614579	0.158997	0.0532106	0.027702	0.0585605	0.155666	0.0209674	0.202288	0.0861955	0.00528001	0.225735	0.133816	0.335621	0.306996	0.0212251	0.09361099	0.06346081	0.00659758	0.108282	0.255211	0.194539	0.00514251	0.00189263	0.0242906	0.00551105	0.175831	0.0983538	0.0681449	0.000528664	0.0206449	0.0260083	0.00902205	0.01670229	12.48847	0.357057	0.707677	1.07982	1.85545	0.115377	0.233857	0.204596	0.0381968	0.306368	0.101606	0.0801631	0.2083539
850	0	-191.5928	-216.4753	24.88253	2.034226	0.0777926	0.077127	0.0821571	0.00251012	0.0210619	0.0381494	0.0629094	0.0697095	0.0588619	0.0496076	0.0170721	0.00200337	0.025787	0.0658725	0.05492148	0.03619908	0.00319764	0.161608	0.00633777	0.161994	0.00151887	0.00271348	0.0267844	0.00254824	0.451614	0.00607319	0.0574633	0.014367	0.0386537	0.065083	4.36954e-05	0.007625109	35.9735	0.297326	0.658605	1.07082	1.97325	0.140497	0.199699	0.194395	0.104813	0.27773	0.0828654	0.04382419	0.1739931
851	0	-209.0686	-225.3392	16.27058	2.205336	0.0459773	0.0581778	0.0258802	0.0957741	0.235482	0.215735	0.14521	0.0367053	0.0820565	0.00690821	0.0663371	0.00651537	0.00914355	0.0273287	0.091238	0.01405016	0.00839439	0.0100488	0.0659827	0.0835185	0.0283485	0.00518633	0.0668715	0.00191912	0.173449	0.0548528	0.292547	0.0359671	0.041261	0.0725012	0.0591517	0.03357575	21.85803	0.316612	0.675212	1.07437	1.93381	0.176619	0.143868	0.277876	0.0726013	0.270901	0.0581353	0.04762591	0.7049892
852	0	-209.5887	-220.6591	11.07039	4.447349	0.041135	0.0483471	0.0167786	0.0143183	0.181788	0.0156908	0.200328	0.0494474	0.0845958	0.036995	0.102461	0.418108	0.570294	0.0942073	0.1274513	0.08814418	2.34871e-05	0.174648	0.0038547	0.114781	0.040802	0.00304506	0.0105137	0.00419865	0.180536	0.286769	0.114554	0.00171675	0.0103119	0.0358743	0.0183708	5.480036e-05	11.3321	0.477368	0.789385	1.0841	1.64914	0.0745073	0.208781	0.220148	0.0805176	0.327898	0.0881483	0.08819898	0.0006213265
853	0	-204.0939	-222.1965	18.10255	2.00719	0.0471069	0.0414874	0.016113	0.065454	0.0195768	0.177132	0.16028	0.0124353	0.0611236	0.239424	0.129334	0.0345533	0.165267	0.146151	0.0716979	0.05529513	0.0116804	0.145299	0.0821612	0.22032	0.00544609	0.00272949	0.0303615	0.00100741	0.104301	0.0355755	0.159006	0.0703886	0.122594	0.000481895	0.00864901	0.01088677	12.79943	0.294132	0.655776	1.07017	1.97992	0.118492	0.265484	0.2123	0.0377638	0.307719	0.058241	0.0661819	0.1644977
