Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-698.6036	-669.0109	-29.59269	15.26765	6.070768	0.00908588	0.0413084	0.0102691	0.0524512	0.0285988	0.0082078	0.00721496	0.0150115	0.052849	0.0394363	0.0216031	0.0246702	0.00699748	0.0079264	0.0118511	0.016629	0.0461648	0.0101488	0.105328	0.0572317	0.0425598	0.0407499	0.0074592	0.0230482	0.0149216	0.00589399	0.0444368	0.0919698	0.099789	0.00244834	0.012434	0.0128453	0.0131166	0.0666744	0.00502743	0.0165265	0.0234258	0.0185226	0.00153223	0.0122444	0.0579417	0.0474553	0.0570538	0.0022909	0.0618088	0.0119282	0.0274519	0.000215413	0.0038436	0.0153716	0.0488793	0.00698568	0.0720973	0.0328892	0.0144903	0.000734419	0.00962996	0.0698012	0.0224765	0.0223944	0.0258589	0.015157	0.0550857	0.00128229	0.0287602	0.0451536	0.238211	0.00867615	0.0229477	0.0493204	0.000191268	0.0529576	0.0525251	0.00565993	0.02671516	-0.03478654	0.176271	0.0124185	0.139086	0.0746484	0.144912	0.00405996	0.0772778	0.0179366	0.14456	0.00188104	0.0151196	0.00878335	0.0192624	0.142305	0.0214769	0.4898593	9	59.73665	0.04520864	0.541269	0.825806	1.0811	1.55183	0.0239146	0.104406	0.233338	0.319883	0.243758	0.0747019	0.4550728	1.076442
100	-733.8833	-685.2389	-48.64443	19.37518	5.641567	0.130233	0.0176119	0.0231098	0.0163736	0.078179	0.0269326	0.063609	0.151221	0.111528	0.00396069	0.0769506	0.0154836	0.0888028	0.0142913	0.00051433	0.0853123	0.087034	0.0162188	0.0749489	0.150098	0.0221243	0.00240694	0.0678936	0.0633413	0.0875518	0.0502741	0.0117473	0.0327402	0.0706828	0.0603983	0.0566375	0.0113901	0.0355319	0.0326784	0.105244	0.0349205	0.0111444	0.0801352	0.0196716	0.0609679	0.0755016	0.0370169	0.0102184	0.0605189	0.0270334	0.0417139	0.0144209	0.000291648	0.0553892	0.00464916	0.218889	0.0233322	0.112684	0.00231489	0.0630929	0.0905854	0.00419632	0.0292932	0.0105394	0.143239	0.0255882	0.135317	0.0108638	0.00812225	0.0368953	0.014799	0.000241224	0.00804986	0.158881	0.117135	0.024144	0.00165482	0.0162449	0.0381446	0.05545746	-0.0272321	0.241289	0.0355511	0.0759745	0.0509445	0.0311928	0.0130234	0.153916	0.0279665	0.0819793	0.00134956	0.074494	0.028096	0.0378756	0.146169	0.00017865	0.4876931	8	55.22022	0.06054285	0.526723	0.817872	1.08204	1.57336	0.0435977	0.277975	0.0924773	0.213971	0.258289	0.11369	0.460461	1.059141
200	-774.0477	-683.0488	-90.99893	14.14612	3.088988	0.0354254	0.0380637	0.137919	0.202264	0.0289294	0.152024	0.113284	0.351764	0.0193951	0.239183	0.0213946	0.0680403	0.198424	0.0211265	0.00532595	0.106923	0.0665222	0.024593	0.140608	0.101049	0.115272	0.00635408	0.113523	0.345908	0.107328	0.123354	0.0208191	0.0490905	0.0213861	0.0214955	0.0086879	0.0154512	0.067212	0.0772032	0.0413591	0.322464	0.202316	0.0872841	0.00198583	0.0639073	0.0920469	0.0129642	0.00188925	0.00875421	0.165979	0.0319582	0.105189	0.184858	0.0261534	0.0146903	0.106531	0.0104062	0.0618384	0.0406573	6.41848e-05	0.0758041	0.038291	0.0398546	0.0724388	0.060582	0.0295768	0.096384	0.0785713	0.0375539	0.335074	0.0108581	0.00429686	0.000812093	0.0496607	0.0892262	0.00151415	0.060231	0.0983547	0.0743059	0.09728675	-0.06056221	0.246377	0.00575589	0.13964	0.0224962	0.0390845	0.000969835	0.130754	0.0350936	0.0561167	0.0038785	0.0316242	0.00773198	0.029716	0.247924	0.0028384	0.4458365	8	57.64816	0.05598649	0.396031	0.736339	1.08292	1.78471	0.050759	0.193496	0.166077	0.230709	0.21573	0.143229	0.3852743	1.157192
300	-733.3952	-672.5584	-60.83686	14.3603	4.440131	0.000309695	0.000215979	0.00306586	0.0409016	0.0132165	0.0118407	0.0146676	0.00787266	0.00398214	0.0340313	0.139356	0.0195932	0.00539131	0.0451908	0.107841	0.0749144	0.0597963	0.0192911	0.174167	0.0420213	0.00340348	0.104095	0.000363506	0.0227678	0.00709035	0.0922523	0.0910864	0.0506986	0.283772	0.00515551	0.0543818	0.0570057	0.0151355	0.00794446	0.100455	0.0112548	0.0246752	0.0297634	0.0206562	0.0306973	0.107614	0.0151525	0.0347633	0.034192	0.00453648	0.00377939	0.0305609	0.030917	0.040591	0.0317724	0.0258696	0.0388876	0.0458625	0.0193019	0.0102254	0.0152492	0.0252244	0.00832907	0.0148314	0.0387125	0.0144569	0.0277564	0.028203	0.022307	0.0525017	0.0753481	0.13023	0.00562561	0.00216704	0.0023467	0.0186783	0.0973021	0.0294759	0.00280976	0.04272785	0.03090395	0.214593	0.0473628	0.146805	0.00525923	0.0173779	0.00176354	0.0882702	0.0272951	0.129511	0.00877124	0.0283799	0.014916	0.0282899	0.234582	0.00682326	0.3342733	4	60.38727	0.03558328	0.47702	0.789175	1.08411	1.64969	0.0276433	0.208758	0.153794	0.285566	0.241835	0.0824038	0.3651772	0.9153727
400	-733.1139	-675.3425	-57.77137	12.20326	8.296198	0.154853	0.0538137	0.0879862	0.079512	0.0446687	0.060023	0.0104188	0.130027	0.0545495	0.138169	0.00967903	0.040331	0.0824678	0.0230242	0.0169584	0.175113	0.0214185	0.0600749	0.0505048	0.035815	0.0499815	5.85423e-05	0.000135158	0.0987159	0.110542	0.00944232	0.0239867	0.081603	0.0312479	0.0712499	0.182716	0.00337876	0.198347	0.0950525	0.00344388	0.0976204	0.0172827	0.0634051	0.0340627	0.0622925	0.0878223	0.0141009	0.106793	0.00143771	0.0249522	0.0130365	0.0335178	0.132322	0.013794	0.200757	0.0200944	0.00179806	0.0191785	0.186295	0.0241106	0.0212108	0.0090008	0.00670863	0.0584864	0.0514575	0.00798089	0.014586	0.010117	0.00610695	0.00522553	0.193875	0.0245483	0.042169	0.0398069	0.037092	0.0385554	0.00756143	0.00819386	0.0295232	0.0602761	0.01900713	0.230634	0.00275618	0.129099	0.0664061	0.000563659	0.00464745	0.102477	0.0131055	0.158264	0.0133667	0.0270691	0.00445449	0.0265156	0.220513	0.000128533	0.4771101	6	54.33435	0.04441989	0.599525	0.855688	1.07597	1.46881	0.0321456	0.146629	0.170974	0.279337	0.319549	0.0513653	0.4961172	0.9616882
500	-734.9005	-680.7116	-54.18885	20.19083	5.280381	0.0126948	0.0284072	0.0508678	0.106032	0.00685267	0.00955187	0.029951	0.0764131	0.00462837	0.0162575	0.0780628	0.0619914	0.0575383	0.00513817	0.0775376	0.000813178	0.000772652	0.0859757	0.0239686	0.116757	0.00217325	0.0256281	0.0825781	0.0014747	0.0224064	0.107612	0.106658	0.0417391	0.0455483	0.0278021	0.0625	0.000238192	0.0633444	0.0163464	0.133642	0.00834728	0.0114461	0.00925886	0.0112944	0.0525279	0.156174	0.0134102	0.0664945	0.196318	0.0532365	0.0203813	0.00685362	0.0121901	0.0261953	0.0191763	0.00192823	0.0136902	0.0570965	0.0143965	0.0198909	0.00532251	0.0393411	0.269519	0.063426	0.00921803	0.0440606	0.0254669	0.102343	0.0385702	0.0046358	0.0111797	0.129405	0.0670264	0.0136056	0.0215676	0.00922119	0.0469518	0.0176811	0.0563773	0.04574343	-0.02729312	0.130459	0.0338094	0.0481613	0.0512731	0.0278131	0.00648369	0.192909	0.0151229	0.0480802	0.0128391	0.00935815	0.000161394	0.0425844	0.378335	0.00261049	0.3436366	10	59.37203	0.05288607	0.513322	0.810382	1.08278	1.59351	0.0679983	0.19561	0.232107	0.157029	0.243692	0.103563	0.3163435	1.086277
600	-742.7397	-685.1227	-57.617	7	1.861555	0.158667	0.104192	0.132418	0.0166302	0.121034	0.0941896	0.0201592	0.0589487	0.049353	0.0353101	0.0495985	0.121168	0.0119363	0.0351056	0.004834	0.017325	0.062516	0.0232502	0.0049663	0.102706	0.000850695	0.0510053	0.212395	0.0163639	0.038832	0.0896595	0.0966694	0.144693	0.0254459	0.00561855	0.0406394	0.0911962	0.0452501	0.0748302	0.129602	0.0672138	0.321962	0.0067644	0.059411	0.0778195	0.103255	0.133325	0.03996	0.0352044	0.0642841	0.0369112	0.00491224	0.000875336	0.0943291	0.112734	0.0243888	0.0607324	0.0330264	0.0290091	0.00345357	0.111397	0.0085916	0.0510838	0.235648	0.0733023	0.00681728	0.116013	0.0296202	0.0623142	0.0234349	0.0849759	0.0087846	0.0606371	0.0105792	0.00494694	0.020773	0.0226564	0.115638	0.057959	0.06825346	-0.01023901	0.310429	0.0518989	0.186446	0.0227529	0.0352047	0.00598797	0.101162	0.0127223	0.0175634	0.000155966	0.0294468	0.00879914	0.0465776	0.167594	0.00325962	0.376054	8	64.62636	0.07974795	0.276169	0.639435	1.06611	2.01829	0.0335018	0.21413	0.138784	0.216017	0.221045	0.176522	0.365815	1.02799
700	-741.3406	-683.0791	-58.26147	7.658764	5.963076	0.0164719	0.0158016	0.00828235	0.0680572	0.0140747	0.0398628	0.0307915	0.187582	0.0123742	0.0511867	0.169389	0.00480819	0.00902957	0.135045	0.0760879	0.0968436	0.056485	0.00919026	0.106949	0.172381	0.0750377	0.0827966	0.0355252	0.00147179	0.00394063	0.0229228	0.0599003	0.0252408	0.125066	0.00732611	0.0702839	0.0157766	0.0780897	0.0391205	0.0839507	0.0145474	0.000263752	0.0141782	0.0166095	0.0111384	0.00951065	0.0458004	0.0300744	0.124016	0.0305986	0.0230164	0.0141216	0.0392143	0.180449	0.0283385	0.00239539	0.0493156	0.019106	0.00734839	0.029371	0.0503606	0.0654043	0.0563615	0.00326261	0.00235475	0.0676167	0.00252103	0.115069	0.0545647	0.0276221	0.0192514	0.0287172	0.059468	0.0748309	0.0857382	0.0493169	0.0286213	0.00348227	0.251502	0.05315824	-0.1002653	0.181677	0.00354525	0.0601217	0.104601	0.0502273	0.011746	0.0804308	0.0352532	0.127089	0.0193173	0.0283672	0.0230626	0.0174704	0.256998	9.37031e-05	0.6393154	6	56.60475	0.0991698	0.537748	0.823904	1.08134	1.55701	0.02908	0.129688	0.166372	0.309161	0.248884	0.116815	0.5390501	1.186004
800	-750.8258	-696.5597	-54.26608	7	3.52987	0.0611652	0.0151684	0.0242377	0.37995	0.0091077	0.0214725	0.0179577	0.081621	0.0701945	0.130061	0.0123403	0.0598588	0.00770955	0.0068112	0.0825299	0.0418262	0.0727902	0.0938103	0.0946517	0.179758	0.0192722	0.0261317	0.14089	0.00133457	0.0151439	0.0118828	0.0347414	0.0895118	0.00208084	0.0115953	0.11986	0.0899922	0.0970412	0.0097887	0.200323	0.0104545	0.0271168	0.00775356	0.131796	0.222239	0.132709	0.00807698	0.0203591	0.177412	0.095925	0.0345265	0.0513614	0.0843124	0.0132774	0.014713	0.0338019	0.00885423	0.0150556	0.000954148	0.0241127	0.0545494	0.0246406	0.206541	0.0623445	0.00705304	0.13017	0.133424	0.0219531	0.00119657	0.0161599	0.060939	0.065037	0.0586718	0.0728058	0.0517001	0.0932985	0.0426278	0.0192331	0.222597	0.06403611	0.02696272	0.231239	0.047114	0.084702	0.0596573	0.0843358	0.0208522	0.145375	0.0326438	0.0278288	0.0486817	0.0298968	0.0056018	0.0526486	0.12921	0.000212371	0.4045125	9	57.0921	0.09460201	0.42651	0.757203	1.08412	1.73217	0.0352755	0.162359	0.0989206	0.240281	0.252019	0.211144	0.4314752	0.9375104
900	-714.5545	-664.9394	-49.61516	12.13673	4.93901	0.00189959	0.0394233	0.0240345	0.220734	0.0100018	0.0127924	0.0190928	0.00214873	0.0675977	0.0981027	0.102084	0.0809021	0.00288517	0.0467868	0.00377741	0.0828032	0.127203	0.00813961	0.0317675	0.0363378	0.0290618	0.0859931	0.0360531	0.0397831	0.0497807	0.0208633	0.114226	0.0538686	0.274789	0.0524156	0.00549372	0.0235633	0.152571	0.116119	0.108007	0.0313699	0.0412146	0.112582	0.0555662	0.0167926	0.134807	0.0414475	0.0252558	0.000227836	0.0426706	0.110241	0.0181512	0.01678	0.0840404	0.0917278	0.0209184	0.0588517	0.0612739	0.00431434	0.0045765	0.0193284	0.00768182	0.0728547	0.0852684	0.00207723	0.0193945	0.0295205	0.000266154	0.0143611	0.00946111	0.158469	0.0109067	0.0858383	0.0116194	0.125058	0.0119005	0.00144127	0.00378412	0.00210279	0.06309472	0.008551627	0.253151	0.00138305	0.155161	0.114123	0.0148116	0.00328307	0.0763488	0.0185937	0.140307	0.00256587	0.0345056	0.0118042	0.0138795	0.158386	0.00169608	0.3114481	8	55.90645	0.07875115	0.499525	0.802484	1.08341	1.61458	0.0330193	0.149699	0.14223	0.317251	0.272961	0.0848396	0.3199998	0.9732761
