Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-304.3259	-252.8284	-51.4975	0.9660436	5.901461	0.0155709	0.0429554	0.024195	0.0480017	0.0152208	0.769029	0.0663287	0.320278	0.22137	0.01536	0.322512	0.118817	0.200349	0.049932	0.269427	0.248696	0.0448536	0.214735	0.0371697	0.0040258	0.138396	0.209535	0.0406129	0.0367268	0.0867465	0.208106	0.0120043	1.22147	0.0388828	0.199248	0.012419	0.012181	0.239002	0.0531737	0.21871	0.0123558	0.0203638	0.838325	0.381466	0.0195422	0.00595422	0.0342375	0.0365666	0.0474053	0.419162	0.0244335	0.00479439	0.153188	0.1261568	-0.05184607	0.0097205	0.00197831	0.130312	0.010026	0.0440591	0.0217866	0.0717026	0.0656798	0.0919913	0.166309	0.0326287	0.0241647	0.0022573	0.239147	0.0882366	0.8580987	9	14.75992	0.1793556	0.535696	0.82279	1.08148	1.56004	0.217628	0.280787	0.166164	0.0735626	0.214257	0.0476023	0.8062527	1.064305
100	-273.1127	-260.6855	-12.42721	2.338562	1.227162	0.00548441	0.0407485	0.121803	0.0111939	0.133258	0.0598331	0.0134434	0.0989941	0.0370685	0.0165841	0.0522261	0.245355	0.0157347	0.0106142	0.0151052	0.0484805	0.00516919	0.0292543	0.00723056	0.0435186	0.154574	0.0713589	0.0729168	0.0561961	0.0161487	0.0419866	0.00491279	0.0924005	0.0137874	0.0889035	0.0243605	0.000379727	0.0570049	0.0225481	0.0335877	0.0297675	0.0397102	0.197817	0.184011	0.035963	0.184742	0.0128867	0.00562114	0.0726473	0.479654	0.00421875	0.0244084	0.183482	0.05636294	0.1050577	0.0346871	0.00518765	0.165196	0.0595807	0.00468847	0.0456544	0.0758107	0.0678232	0.0269674	0.104289	0.00805038	0.175508	0.109231	0.0207654	0.09656	0.5337432	11	17.69052	0.1086303	0.179941	0.535798	1.02938	2.25488	0.222221	0.273252	0.134111	0.101827	0.203603	0.0649861	0.6388009	0.8355392
200	-273.911	-249.2344	-24.67661	1.460174	2.809451	0.0964517	0.0234085	0.0710108	0.0258701	0.0624009	0.116667	0.0314922	0.227762	0.145287	0.00043751	0.0667303	0.0615373	0.0393051	0.0317163	0.0176605	0.000667417	0.0995583	0.154553	0.379761	0.0810057	0.147679	0.038309	0.08921	0.0226871	0.0131139	0.028516	0.00351425	0.327624	0.064967	0.120382	0.0425684	0.0136443	0.151588	0.0231346	0.00347978	0.00141239	0.0490126	0.570814	0.063763	0.00792675	0.0588702	0.00550006	0.000595923	0.18452	0.395724	0.179463	0.152133	0.0073938	0.08512736	0.09295147	0.0528554	0.00295488	0.178788	0.0261064	0.139579	0.0131654	0.028541	0.0999287	0.068857	0.0742849	0.040182	0.115704	0.000588628	0.094492	0.0639729	0.3296102	13	15.66416	0.1514226	0.373962	0.720401	1.0814	1.82424	0.226333	0.212644	0.199654	0.0920805	0.195042	0.0742471	0.4225616	0.7800286
300	-285.2594	-272.5447	-12.71467	3.065797	1.487644	0.0277317	0.114563	0.00141385	0.0577207	0.0530551	0.000276864	0.0265149	0.00591702	0.047789	0.189547	0.00401142	0.00990644	0.000139493	0.15364	6.99582e-05	0.0467398	0.046494	0.0202594	0.0216498	0.00988292	0.0460237	0.0494297	0.0188639	0.195269	0.0101511	0.00448218	0.0176146	0.12582	0.024665	0.0472824	0.0738805	0.0555901	0.0155486	0.0498258	0.314517	0.0452915	0.016798	0.0144595	0.0178647	0.0323874	0.0147041	0.00603995	0.034823	0.0157625	0.0603603	0.118731	0.0589638	0.537989	0.05764007	0.08320102	0.00390198	0.00641555	0.0144669	0.01879	0.0684078	0.0537264	0.0143192	0.0266456	0.0649807	0.0981124	0.0437032	0.329946	0.00658476	0.196603	0.0533968	0.470584	8	20.74506	0.1107386	0.223408	0.586487	1.04969	2.14042	0.196649	0.296351	0.126984	0.113451	0.224961	0.0416047	0.553785	0.8497594
400	-259.3068	-254.5218	-4.784988	3.143207	3.942073	0.00477241	0.00788325	0.0213353	0.0753637	0.00334237	0.00666441	0.0660016	0.0471782	0.0237404	0.0128198	0.0789353	0.0326171	0.00834247	0.0179856	0.011349	0.17501	0.193906	0.0014952	0.00842737	0.013042	0.133614	0.0432112	0.00377936	0.000414631	0.015645	0.0113834	0.0456845	0.0700342	0.085793	0.0103554	0.0703282	0.00796866	0.00188034	0.0811096	0.375084	0.0170538	0.00124676	7.92817e-05	0.00599823	0.0337762	0.0428205	0.199067	0.0187306	0.00503315	0.102523	0.0749504	0.0157721	0.25221	0.06432371	-0.02954992	0.0400271	0.0295823	0.146523	0.116084	0.0205991	0.026328	0.0465251	0.0209723	0.0583994	0.0732391	0.0331476	0.147713	0.0493161	0.0954315	0.0961128	0.4248108	7	15.68321	0.153277	0.451151	0.773182	1.08441	1.69126	0.219109	0.298455	0.133168	0.145574	0.132955	0.0707384	0.3952608	1.074761
500	-279.1643	-256.3583	-22.80603	1.65277	3.686044	0.0612828	0.0936904	0.175114	0.181803	0.205248	0.00175492	0.0631223	0.0857938	0.104189	0.203226	0.043597	0.202318	0.242402	0.0059533	0.0168223	0.11307	0.191907	0.103972	0.00503702	0.0189975	0.0248172	0.0251021	0.000836089	0.0646932	0.029444	0.0129876	0.0065104	0.101197	0.0343272	0.0677846	0.243871	0.164347	0.105057	0.265363	0.243355	0.00722854	0.000440619	0.0354174	0.00328221	0.0191786	0.0621063	0.107162	0.00419763	0.0086586	0.0292774	0.261972	0.00561206	0.254184	0.1056698	0.06721045	0.0334313	0.0135947	0.112936	0.0627165	0.0169927	0.0267109	0.0759059	0.0390947	0.0534885	0.105099	0.0703256	0.137069	0.00396346	0.195915	0.0527569	0.6280137	13	15.81442	0.08878874	0.436237	0.763601	1.0843	1.71586	0.204178	0.278888	0.16966	0.12809	0.166438	0.0527459	0.6952241	0.9033255
600	-286.1539	-263.1977	-22.95616	3.88262	5.497299	0.029062	0.0240804	0.0155326	0.0160957	0.0529316	0.0270629	0.128489	0.147071	0.132508	0.0349029	0.0448006	0.0187945	0.0594591	0.000560876	0.00634898	0.0381891	0.0800774	0.00371106	0.0978475	0.0619435	0.0592171	0.0426469	0.0111334	0.328228	0.0484684	0.00602126	0.15292	0.106299	0.0545883	0.0953761	0.170261	0.0369925	0.00478244	0.163206	0.00530249	0.0524916	0.0270719	0.00168544	0.0194343	0.0957694	0.029058	0.0266478	0.0453831	0.00641136	0.00312694	0.0419952	0.061745	0.979972	0.07149945	-0.04968226	0.0662705	0.00468743	0.090874	0.0490765	0.0849309	0.013488	0.0635838	0.0884061	0.0399323	0.0629391	0.0398716	0.242423	0.0461679	0.0681887	0.0391606	0.4125718	6	18.19327	0.1247243	0.521507	0.814978	1.08235	1.58117	0.210657	0.307684	0.144155	0.0635451	0.206244	0.0677158	0.3628896	1.136907
700	-294.2377	-255.285	-38.95269	3.717335	3.182402	0.0274961	0.0143378	0.00229747	0.0984825	0.111437	0.0241691	0.168842	1.05349e-06	0.0988349	0.00155723	0.204531	0.143175	0.210575	0.00381029	0.0112489	0.135633	0.0901896	0.0151239	0.00440683	0.300799	0.14017	0.0268215	0.0192324	0.367232	0.347591	0.00222671	0.0379372	0.145506	0.0142975	0.00492348	0.151847	0.0700324	0.0394302	0.0325943	0.382294	0.160848	0.062855	0.274098	0.0037567	0.639191	0.00321604	0.0752597	0.0167111	0.00091854	0.0093986	0.0778068	0.0317227	0.0197956	0.1038857	0.0335485	0.0545826	0.00685038	0.0451014	0.0493529	0.0876394	0.0499131	0.0995473	0.0925799	0.0452701	0.0801681	0.0255957	0.102042	0.0530064	0.0409842	0.167366	0.4835273	8	20.81684	0.1375217	0.402898	0.741152	1.08328	1.77267	0.214133	0.247968	0.123952	0.141836	0.204543	0.0675686	0.5170758	0.9351188
800	-261.0087	-253.7192	-7.289486	1.459066	2.899641	0.0279047	0.00475283	0.0108032	0.0126769	0.00744809	0.0249979	0.0563703	0.0387259	0.0484849	0.00753042	0.0180386	0.0323231	0.0149133	0.00614414	0.0174137	0.0545722	0.338607	0.0226071	0.073952	0.0584695	0.0439077	0.0199034	0.00955066	0.124992	0.0180613	0.00765587	0.00299454	0.206154	0.0272537	0.00452711	0.158042	0.0185619	0.00882303	0.162702	0.467228	0.0903646	0.00683034	0.0371571	0.00616835	0.049658	0.000104501	0.00709388	0.0212165	0.0386955	0.0111929	0.0235794	0.0183697	0.463606	0.05235567	-0.07517489	0.0711463	0.0262394	0.196331	0.0231287	0.0920174	0.0377659	0.0340781	0.0903925	0.0516906	0.0146558	0.0237811	0.131322	0.135969	0.0321005	0.0393818	0.6238376	12	16.94395	0.1263196	0.381346	0.725815	1.08197	1.81087	0.185976	0.246797	0.229157	0.121025	0.174225	0.0428203	0.5486627	1.137015
900	-292.3282	-267.8721	-24.45602	0.5857048	4.368428	0.0512926	0.00286633	0.0170475	0.0510543	0.0229623	0.0305598	0.0523558	0.00175184	0.0119945	0.0400615	0.0532256	0.0130263	0.0791003	0.0386484	0.180646	0.00428099	0.400725	0.0255975	0.0105411	0.0943154	0.0360865	0.0051856	0.0264065	0.0377958	0.0399953	0.0456841	0.0277394	0.126654	0.0868249	0.0762855	0.0205237	0.00358936	0.0883591	0.266504	0.624337	0.0648637	0.166232	0.0267802	0.0195362	0.0172942	0.100702	0.0710759	0.0731974	0.0179003	0.077453	0.0396617	0.0957687	0.30782	0.062381	0.1961912	0.0595716	0.0257683	0.0854388	0.0146225	0.000443509	0.0593354	0.0757482	0.107707	0.0184432	0.24114	0.0310404	0.118143	0.00146856	0.131923	0.029206	0.593144	4	16.48299	0.1129178	0.473524	0.787058	1.08419	1.65523	0.174132	0.199682	0.190212	0.079929	0.278292	0.0777543	0.7893353	0.7514475
