Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
780	0	-191.6708	-229.469	37.79819	2.184395	0.0359908	0.00187146	0.00511689	0.0127584	0.00467965	0.00596879	0.0216082	0.0121004	0.0131412	0.0199538	0.0196844	0.000890473	0.00657575	0.0302144	0.02243339	0.02235086	0.0713534	0.0374919	0.197252	0.0312406	0.163551	0.00190147	0.0243501	0.0283075	0.138753	0.143118	0.00106015	0.00304765	0.0327545	0.0237735	0.102046	0.001874041	48.82923	0.314335	0.673291	1.07399	1.93839	0.129573	0.155469	0.182565	0.130477	0.296417	0.105499	0.0242249	0.07736012
781	0	-203.0943	-233.6205	30.52618	3.415555	0.000269312	0.00105996	0.0175999	0.00163194	0.0199217	0.00180873	0.0141987	0.0400564	0.0149719	0.0226068	0.0399729	0.0387377	0.0103584	0.110653	0.04973569	0.06048222	0.139164	0.00309063	0.0545477	0.0433912	0.0874076	0.00500669	0.00844016	0.0124756	0.0728403	0.204675	0.0133963	0.00639135	0.0194257	0.160758	0.16899	0.01811511	28.08292	0.419057	0.752217	1.08392	1.74481	0.170941	0.113537	0.304637	0.0669898	0.224522	0.119373	0.07859733	0.2304799
782	0	-198.194	-232.5209	34.32692	2.150902	0.00488922	0.00112243	0.0129472	0.0085118	0.00953656	0.0285495	0.00825223	0.0356095	0.00402403	0.000441848	0.0202158	0.00500118	0.0035082	0.00643633	0.008613854	0.00354601	0.161887	0.0518848	0.00337043	0.00718784	0.0898585	0.0280213	0.0571923	0.117806	0.127796	0.126861	0.00127139	0.0130539	0.0474262	0.103293	0.0630896	0.01525955	287.4188	0.310646	0.670157	1.07334	1.94585	0.183465	0.119326	0.296215	0.0259778	0.256088	0.118928	0.01880556	0.8114382
783	0	-206.0939	-234.6785	28.58465	1.719529	0.0197606	0.00849406	0.0335506	0.00353384	0.0014498	0.0738647	0.0125971	0.116206	0.00220091	0.0682121	0.0086009	0.0313942	0.032819	0.0513904	0.05045818	0.03116363	0.12858	0.0369793	0.0403935	0.00525481	0.132288	0.00878413	0.00517083	0.00687082	0.221263	0.0720964	0.00251979	0.0119329	0.0845979	0.0468123	0.196456	0.01178373	27.74363	0.257331	0.621439	1.06108	2.06015	0.165988	0.153939	0.206072	0.0550347	0.262831	0.156136	0.04294736	0.274376
784	0	-205.087	-231.4545	26.36749	1.626601	0.0687808	0.025713	0.022634	0.0192172	0.0265607	3.62086e-05	0.0144809	0.0311113	0.0124938	0.019603	0.0422182	0.0186477	0.0211742	0.0590705	0.02453697	0.0201713	0.00143731	0.0815317	0.0401841	0.116492	0.0821599	0.00622555	0.00188407	0.0538802	0.209749	0.128964	0.00596378	0.0542617	0.0793534	0.0987203	0.039193	0.01367942	99.24618	0.244234	0.608357	1.05707	2.09034	0.115505	0.16888	0.189638	0.0671404	0.343465	0.115373	0.03385072	0.4041101
785	0	-215.7505	-243.2594	27.50884	1.006208	0.143102	0.0381455	0.0494742	0.0481107	0.00189369	0.0271403	0.000377719	0.0368072	0.0292487	0.0680573	0.0205458	0.0145915	0.00401465	0.00160725	0.05370038	0.01829158	0.0193357	0.039532	0.0491343	0.128001	0.0295095	0.116437	0.0437639	0.16442	0.194635	0.0756248	0.00623882	0.00574098	0.00786243	0.0494014	0.0703629	0.01108345	49.15329	0.138191	0.47861	1.00102	2.38218	0.208899	0.0992121	0.213191	0.0887343	0.257547	0.132417	0.02937504	0.3773086
786	0	-211.6092	-238.2245	26.61531	1.237	0.0912915	0.000943625	0.0530253	0.0914153	0.0206536	0.0106993	0.0608139	0.047856	0.0359134	0.0208412	0.104419	0.00987275	0.0889541	0.0186876	0.03719723	0.06371207	0.0098164	0.0186555	0.0700868	0.026757	0.0679525	0.0119454	0.0429956	0.00172807	0.246775	0.248348	0.00733204	0.00999371	0.119043	0.024571	0.0940011	2.621136e-05	28.98334	0.181694	0.537996	1.03036	2.24995	0.120713	0.309595	0.187776	0.0604952	0.172649	0.148771	0.06373829	0.0004112341
787	0	-221.7718	-235.0055	13.23363	3.954506	0.0586603	0.123292	0.0531746	0.052257	0.318299	0.0129802	0.0147582	0.0671835	0.0743145	0.243576	0.0376492	0.130485	0.0882398	0.156313	0.1546776	0.01923528	0.108186	0.0145077	0.0428825	0.0763191	0.12182	0.00339291	0.05051	0.0175379	0.144015	0.270443	0.0151533	0.0546417	0.0268579	0.0100284	0.0437046	0.04676759	13.60055	0.451845	0.773621	1.08441	1.69013	0.14883	0.158493	0.173528	0.0810589	0.283079	0.155011	0.06600287	0.708569
788	0	-224.1302	-234.116	9.98583	3.17977	0.0359637	0.0167899	0.266768	0.106741	0.190415	0.134777	0.179984	0.0865452	0.0168418	0.00306912	0.0143842	0.384527	0.015418	0.533981	0.1050223	0.07430656	0.11741	0.00555103	0.0889923	0.0897275	0.135235	0.0467232	0.0583005	0.0304268	0.153309	0.038692	0.00623549	0.0109201	0.0678936	0.0586036	0.09198	0.1135814	9.116504	0.402708	0.741019	1.08327	1.773	0.189272	0.136156	0.288589	0.0672477	0.225245	0.0934898	0.1878879	0.6045166
789	0	-216.0874	-241.8457	25.75826	0.4528139	0.101939	0.00224492	0.0241406	0.0521909	0.0352758	0.00140155	0.103142	0.0501302	0.0412026	0.00832551	0.00934305	0.0526954	0.0801696	0.0148609	0.04950174	0.02245675	0.0286308	0.00334262	0.051424	0.00774251	0.0520519	0.0078174	0.126833	0.0465119	0.129036	0.00618466	0.000189961	0.153248	0.0272349	0.0775587	0.282194	0.004471396	48.97842	0.0250121	0.22	0.782647	2.97234	0.192761	0.208359	0.168338	0.0536097	0.261043	0.115889	0.02692814	0.1660492
790	0	-219.7885	-234.5922	14.80368	3.146492	0.000330504	0.0917072	0.301159	0.230049	0.0225905	0.064229	0.00415683	0.0868446	0.0170232	0.190229	0.0157539	0.00949577	0.12158	0.0771817	0.08657095	0.06854998	0.00389439	0.0517247	0.0141694	0.192605	0.234633	0.0346009	0.140492	0.0733292	0.0235762	0.0921002	0.00229404	0.00822016	0.0149985	0.0744191	0.0389433	0.02198279	24.60881	0.400287	0.739329	1.08315	1.77723	0.130289	0.192841	0.199185	0.0779573	0.299295	0.100432	0.09053277	0.2428158
791	0	-205.531	-234.5903	29.0593	1.73417	0.0413533	0.0447259	0.0184301	0.00167842	0.0103338	0.00257149	0.0317095	0.0552931	0.0159673	0.0159039	0.144172	0.00677304	0.0116612	0.0128963	0.02907077	0.03859246	0.092426	0.0286449	0.0488329	0.0474181	0.20398	0.0103774	0.036253	0.056668	0.358878	0.0502719	0.0034506	0.0207874	0.00842484	0.0238782	0.00970892	0.06172514	34.50724	0.259338	0.6234	1.06165	2.05561	0.142801	0.14111	0.228058	0.0603527	0.347741	0.0799375	0.1003176	0.6152972
792	0	-210.094	-233.3343	23.24031	0.8217334	0.295094	0.0463996	0.0490208	0.0501117	0.0403378	0.103328	0.218049	0.0210308	0.0643921	0.128016	0.0344938	0.0599472	0.041823	0.0131293	0.07906338	0.1035054	0.106409	0.0567422	0.0237511	0.126778	0.106002	0.00755023	0.0132624	0.0461114	0.033561	0.137619	0.00955297	0.00813101	0.0455622	0.103083	0.175884	0.01403133	12.40638	0.100174	0.415739	0.9628	2.52129	0.106683	0.28666	0.300384	0.045775	0.17766	0.0828393	0.1175367	0.1193783
793	0	-222.7429	-231.8526	9.109638	1.256087	0.013805	0.181683	0.1077	0.347536	0.30872	0.104326	0.108175	0.0374115	0.0683684	0.13146	0.0425167	0.443476	0.0071475	0.0460786	0.3033119	0.07643346	0.0517885	0.0784052	0.101822	0.103867	0.100204	0.0078689	0.0413987	0.0158274	0.0761591	0.0604388	0.0119465	0.0093414	0.0656485	0.209975	0.065309	0.0179324	11.90516	0.18507	0.542188	1.03219	2.24055	0.0881323	0.19134	0.231027	0.111141	0.238078	0.140283	0.09436587	0.1900306
794	0	-206.0844	-229.3594	23.27505	2.839578	0.115414	0.0433448	0.0325991	0.0828437	0.0381324	0.0423122	0.174566	0.0651182	0.0402494	0.0509426	0.0156703	0.163882	0.0569512	0.00453781	0.08792677	0.1157616	0.0393657	0.136999	0.108738	0.0719987	0.0995699	0.0104291	0.0535064	0.0513673	0.0763255	0.181484	0.0119745	0.0170379	0.0158873	0.095763	0.0295549	0.02845721	9.389668	0.376458	0.72224	1.0816	1.8197	0.131759	0.204487	0.215221	0.0517982	0.302175	0.0945601	0.1442188	0.1973197
795	0	-228.8142	-233.1212	4.307002	0.7670938	0.659382	0.0164675	0.0482289	0.116885	0.584655	0.0418601	0.253421	0.00229904	0.0602103	0.442158	0.167684	0.137685	0.71328	0.0409366	0.2281198	0.1424306	0.0134022	0.030891	0.0536965	0.0252879	0.136931	0.0491486	0.00489555	0.059983	0.0584503	0.350544	0.0138797	0.0499548	0.0513583	0.0314419	0.0701351	0.01338928	11.53912	0.08854	0.39354	0.947403	2.57052	0.151489	0.18593	0.235811	0.0918511	0.209622	0.125297	0.1558198	0.08592798
796	0	-203.1862	-231.5815	28.39534	3.710287	0.0778171	0.0170727	0.00190651	0.0557173	0.00588674	0.0908101	0.0479958	0.00283997	0.0643922	0.0182866	0.000835393	0.0307377	0.00520218	0.00299488	0.02649479	0.02274598	0.0490323	0.0515384	0.000687117	0.0680925	0.277854	0.0144854	0.0107577	0.0289458	0.0825925	0.133631	0.00112966	0.0221307	0.0838194	0.143733	0.031571	0.01206082	31.31283	0.437702	0.764554	1.08432	1.71342	0.145281	0.225829	0.287418	0.0637819	0.179832	0.0978577	0.0348068	0.3465076
797	0	-239.1263	-239.5303	0.4039735	0.7195568	0.0900901	0.00768176	0.699935	0.999976	1.18466	0.173832	0.0017343	0.462752	0.127963	0.75274	0.121749	0.0814727	0.640824	0.576263	0.3690055	0.2042687	0.19581	0.000315757	0.336179	0.0514095	0.0165478	0.00549879	0.00292495	0.0133159	0.0272329	0.00396731	0.0197156	0.0106996	0.117378	0.152953	0.0460513	0.07305909	5.763272	0.0783695	0.372613	0.931905	2.61711	0.190094	0.183253	0.188317	0.0542817	0.2293	0.154755	0.2773278	0.2634395
798	0	-220.7111	-234.5553	13.84416	1.056578	0.0141678	0.237338	0.0665681	0.0288128	0.0905573	0.507525	0.186233	0.500415	0.0470179	0.123555	0.000178283	0.0485051	0.104889	0.0439367	0.1095692	0.03538325	0.00727758	0.106912	0.0105252	0.127081	0.244289	0.00338584	0.00251434	0.00747331	0.0792073	0.0514982	0.0185879	0.0041778	0.0770713	0.0297721	0.230228	0.06336308	9.937796	0.148103	0.493121	1.00878	2.35	0.122895	0.269782	0.240062	0.0350229	0.191822	0.140417	0.09874633	0.6416753
799	0	-210.6666	-233.1566	22.48997	1.691026	0.0252307	0.0146737	0.130311	0.0230451	0.029075	0.0427525	0.0405731	0.221732	0.0236415	0.0631699	0.0730071	0.0386832	0.0195633	0.0608409	0.07579001	0.03456377	0.0590199	0.0758391	0.126128	0.0920717	0.0955184	0.016485	0.0662415	0.0227077	0.0501823	0.251769	0.000276995	0.0481414	0.0274003	0.00625694	0.0619614	0.01781454	18.64734	0.253382	0.617545	1.05992	2.06916	0.187192	0.167403	0.284474	0.0448584	0.219101	0.0969717	0.05237831	0.3401129
800	0	-203.0551	-233.9528	30.89761	1.833031	0.0812875	0.00753274	0.0237771	0.0741752	0.0366875	0.0309458	0.0252439	0.0937271	0.015266	0.00595488	0.0048644	0.0347484	0.0229737	0.0355117	0.03843278	0.07375273	0.0943112	0.0660305	0.120257	0.0290409	0.0267573	0.000469544	0.0299862	0.142409	0.0447556	0.165679	0.00178281	0.0104734	0.0501834	0.00797271	0.209891	0.02732812	21.50502	0.272495	0.635997	1.06519	2.02632	0.108575	0.181983	0.204479	0.0852516	0.317623	0.102088	0.1010809	0.270359
801	0	-210.1013	-230.0849	19.98362	0.9523609	0.00352252	0.0150704	0.149842	0.0487168	0.119374	0.0136145	0.0545714	0.122364	0.0635091	0.128756	0.0441751	0.0233637	0.0955513	0.099856	0.0897035	0.02770892	0.0207799	0.0144298	0.203332	0.0835153	0.157528	0.000141019	0.0315387	0.0360426	0.0748696	0.211645	0.00132845	0.0846612	0.0213161	0.0447194	0.0141529	0.01409728	21.00328	0.127353	0.461949	0.991635	2.41906	0.153357	0.215727	0.193572	0.0754357	0.251238	0.110669	0.0418062	0.3372055
802	0	-208.2529	-232.8757	24.62282	1.942605	0.00920379	0.0702055	0.0235065	0.0647629	0.177116	0.0373916	0.16169	0.00869361	0.00497641	0.134369	0.0105752	0.0134515	0.0502545	0.0599156	0.1054796	0.127374	0.0636169	0.0260383	0.0220113	0.0640771	0.0560634	0.000440663	0.0465338	0.0641736	0.0139425	0.108258	0.00624177	0.00751021	0.0235064	0.401302	0.0962843	0.005763325	12.95754	0.286326	0.648768	1.06848	1.99642	0.151331	0.204135	0.247116	0.0795668	0.233423	0.0844266	0.1331373	0.04328858
803	0	-223.3025	-234.9376	11.63506	0.4961257	0.114222	0.0775825	0.0172543	0.015515	0.119619	0.0183609	0.0983557	0.0575745	0.196474	0.109801	0.163046	0.0218987	0.0502154	0.0910169	0.05603877	0.02170697	0.000619388	0.11142	0.101029	0.113755	0.136303	0.0430236	0.012255	0.0772008	0.0406333	0.0660027	0.029046	0.0147839	0.0321878	0.0237343	0.198006	0.007218196	108.8898	0.0326719	0.249379	0.817429	2.90052	0.118793	0.188693	0.201337	0.0605475	0.326019	0.104611	0.02892516	0.2495473
804	0	-215.9824	-237.5833	21.60095	0.5388442	0.00979946	0.137802	0.003642	0.114206	0.0791171	0.103948	0.0357048	0.0224337	0.0524514	0.0187903	0.0934942	0.0111693	0.00660337	0.0186309	0.06918099	0.05668179	0.0696989	0.0128463	0.031521	0.168421	0.16671	0.0137458	0.0376489	0.083045	0.263278	0.0445737	0.0077267	0.00710238	0.0274476	0.0359571	0.0302779	0.04764093	37.28036	0.0407939	0.27652	0.846597	2.83609	0.1184	0.134756	0.308701	0.0697835	0.260157	0.108202	0.1043227	0.4566688
805	0	-204.8471	-239.4479	34.60082	0.4139143	0.00615032	0.0190625	0.0235364	0.00407625	0.00294848	0.0299884	0.028225	0.0107955	0.000975516	0.0153702	0.0775415	0.00548811	0.00699502	0.00104294	0.01856186	0.01512749	0.120487	0.0417202	0.0936747	0.0289767	0.190791	0.0211618	7.75165e-05	0.0555923	0.0473241	0.199716	0.0356082	0.00820977	0.073014	0.019669	0.0639774	0.001660705	84.67263	0.0187719	0.192072	0.745909	3.04325	0.133098	0.241228	0.24716	0.032716	0.22779	0.118008	0.0167882	0.09892098
806	0	-221.5809	-241.5541	19.97327	0.5012707	0.046948	0.000172969	0.00620189	0.132728	0.0144316	0.075589	0.027482	0.0729099	0.00768125	0.124781	0.129543	0.11511	0.00501695	0.123775	0.05421282	0.03386006	0.195282	0.0923601	0.118926	0.00262123	0.132651	0.00258191	0.0178254	0.0328165	0.0428828	0.139332	0.00766342	0.0247991	0.0612503	0.0488168	0.0801919	0.001831966	49.10732	0.0336235	0.252745	0.821191	2.89244	0.191594	0.133654	0.223777	0.0572119	0.258751	0.135012	0.03569203	0.05132703
807	0	-206.0743	-235.815	29.74068	4.155965	0.0430971	0.0201006	0.0480868	0.0692086	0.0157086	0.0510608	0.0443734	0.0360048	0.0455746	0.0053443	0.00472956	0.0145303	0.0181751	0.00155287	0.02864106	0.03166533	0.212657	0.0385659	0.0482393	0.0189266	0.0988455	0.0021493	0.0041641	0.0483781	0.130207	0.0529804	0.0048834	0.0340063	0.0882225	0.0981907	0.119584	0.002736797	21.16841	0.46273	0.780436	1.08435	1.67249	0.189891	0.163297	0.138977	0.0375234	0.337693	0.132618	0.03440212	0.07955314
808	0	-210.2982	-232.5294	22.23124	0.7963366	0.0746184	0.0806198	0.0636013	0.138938	0.0260499	0.0996139	0.0294274	0.0193561	0.0105952	0.026539	0.0362827	0.0270072	0.0348524	0.0885086	0.04547142	0.02005746	0.122248	0.0137586	0.125461	0.0536728	0.179769	0.0155716	0.00736085	0.0670999	0.0586844	0.113234	0.00476932	0.0393199	0.00733037	0.133677	0.0580428	0.06681306	34.235	0.094779	0.405655	0.955935	2.54363	0.182973	0.203676	0.210811	0.0429879	0.285986	0.0735659	0.08687052	0.7691109
809	0	-219.4449	-240.2637	20.81883	2.088169	0.0542128	0.148058	0.116814	0.162881	0.131354	0.0921708	0.0608503	0.0227053	0.0812234	0.0356397	0.0895919	0.00391436	0.0634479	0.000594831	0.06648751	0.09881725	0.0849811	0.0550183	0.128959	0.0264065	0.0589582	0.0109143	0.0650747	0.0466503	0.0770167	0.161456	0.032066	0.0124678	0.0504235	0.0799536	0.109654	0.06362662	17.68044	0.303577	0.664073	1.07205	1.9603	0.155222	0.116194	0.156267	0.134212	0.307216	0.130888	0.1624439	0.3916837
810	0	-214.8849	-232.0997	17.21481	2.637971	0.165228	0.110841	0.0291759	0.135534	0.0293534	0.0309678	0.0719251	0.1972	0.0387439	0.0938589	0.0142552	0.26984	0.0211167	0.0307191	0.1189049	0.06624864	0.0138707	0.0507612	0.0400667	0.0167613	0.239205	0.014323	0.0450967	0.0630975	0.0624957	0.188253	0.0113698	0.0122729	0.0483021	0.17934	0.0147844	0.05544039	14.66188	0.359159	0.709285	1.08003	1.85152	0.167869	0.220852	0.247683	0.036348	0.228608	0.0986388	0.121689	0.4555907
811	0	-215.7401	-232.3974	16.65732	1.733497	0.165269	0.108732	0.154297	0.121957	0.0109154	0.03352	0.197752	0.117534	0.141575	0.2779	0.123869	0.0398008	0.346263	0.207549	0.1249516	0.2344168	0.0750493	0.0615317	0.0175248	0.0121362	0.0563009	0.00765809	0.106008	0.0240956	0.22299	0.0601124	0.00101495	0.0460248	0.0146473	0.147152	0.147753	0.006077718	5.957944	0.259246	0.62331	1.06163	2.05582	0.127533	0.21477	0.212328	0.0564736	0.284825	0.10407	0.2404945	0.02527175
812	0	-221.1655	-236.5237	15.35818	1.864637	0.162513	0.320546	0.131481	0.0679006	0.144845	0.0159765	0.438738	0.117396	0.0865257	0.0888025	0.0986721	0.0374655	0.0455813	0.0149037	0.09213442	0.07054872	0.0320311	0.0175526	0.188276	0.105853	0.0176065	0.01165	0.0382967	0.0631061	0.047274	0.179741	0.0227331	0.0256762	0.0714977	0.0591372	0.11957	0.1767404	6.43424	0.276563	0.639802	1.0662	2.01743	0.188487	0.197678	0.278308	0.0372902	0.231433	0.0668034	0.2472891	0.7147115
813	0	-213.7358	-237.4492	23.71336	2.473329	0.0636951	0.0299093	0.26719	0.0719859	0.0196912	0.0346815	0.0758147	0.0932378	0.00393079	0.0664701	0.0487938	0.00648595	0.00361214	0.0429832	0.1086941	0.1100164	0.0420707	0.00762574	0.0567349	0.0779011	0.356281	0.00198577	0.0449248	0.0384302	0.00831937	0.134361	0.0132666	0.00990257	0.00137557	0.115288	0.0915334	0.03699444	12.61002	0.343913	0.697453	1.07832	1.88032	0.114304	0.251099	0.187211	0.104821	0.214612	0.127954	0.1470108	0.2516443
814	0	-209.4712	-233.1651	23.69392	1.45048	0.0803865	0.0712624	0.0199642	0.00542283	0.068054	0.00368471	0.0360492	0.0136529	0.0102384	0.16089	0.128765	0.0441362	0.0136903	0.0124121	0.06771907	0.04600917	0.0124447	0.0715392	0.0514639	0.24147	0.059043	0.000508897	0.00921972	0.0516636	0.0119593	0.149865	0.00225906	0.00781041	0.0404484	0.168621	0.121684	0.0159619	29.5963	0.21757	0.580101	1.04738	2.15495	0.105974	0.142305	0.250245	0.0505688	0.347718	0.10319	0.06197107	0.2575702
815	0	-218.3202	-233.062	14.74186	1.274847	0.0507311	0.0698509	0.0948738	0.173941	0.0824059	0.0487556	0.0654039	0.013461	0.021041	0.0326161	0.289925	0.0438851	0.142981	0.122044	0.1172682	0.1599453	0.123496	0.0131179	0.0225892	0.0679503	0.158329	0.0187853	0.0180796	0.0871461	0.0578202	0.129803	0.0157024	0.030629	0.00702064	0.120154	0.129377	0.1022364	15.76722	0.188355	0.546218	1.03392	2.2315	0.167326	0.130449	0.272932	0.0520476	0.249376	0.127869	0.2621817	0.3899448
816	0	-204.1376	-230.3706	26.23305	2.33625	0.0136587	0.0170651	0.0706135	0.043631	0.155164	0.0264343	0.151159	0.00512012	0.0282536	0.00952605	0.0154878	0.0308345	0.0615024	0.00771091	0.04115967	0.0748806	0.0167028	0.00656354	0.0668303	0.145582	0.00164067	0.00799522	0.033907	0.0458937	0.10304	0.191128	0.00504539	0.00169578	0.127904	0.124645	0.121426	0.003162477	26.28245	0.330361	0.686588	1.07651	1.90654	0.114683	0.227337	0.252039	0.0692759	0.243698	0.0929672	0.07804308	0.0405222
817	0	-210.3578	-230.2255	19.86774	4.581428	0.128226	0.0256092	0.0866668	0.197159	0.0193216	0.110578	0.0120081	0.0123102	0.0460469	0.00187843	0.0132438	0.019667	0.0772618	0.131494	0.06403125	0.04559288	0.0310639	0.0102002	0.0783711	0.0124191	0.178973	0.00516965	0.0407611	0.114111	0.134213	0.0952235	0.00744011	0.0319038	0.0473194	0.0685683	0.144263	0.006845907	27.388	0.483706	0.793186	1.08394	1.63916	0.193618	0.15003	0.272792	0.0612972	0.208911	0.113351	0.05243879	0.1305505
818	0	-224.8389	-239.3757	14.53683	0.6088734	0.183804	0.00208696	0.0356436	0.011347	0.000540128	0.422967	0.0777864	0.0791889	0.0199223	0.0038213	0.149108	0.0712561	0.073683	0.262809	0.1509556	0.05028418	0.126997	0.145318	0.0532467	0.0702689	0.0610796	0.0443594	0.0295032	0.0228879	0.0593353	0.165417	0.0106465	0.0242119	0.00992192	0.0586654	0.118141	0.01352541	24.75987	0.0549432	0.317169	0.885779	2.74211	0.115488	0.165335	0.161285	0.102381	0.270607	0.184904	0.06380959	0.2119651
819	0	-224.6884	-235.6047	10.91623	0.5396593	0.0954292	0.0983687	0.183869	0.369072	0.0262065	0.273707	0.0685833	0.111177	0.59877	0.0413387	0.0681954	0.468478	0.138766	0.0470113	0.1552701	0.03889735	0.0673596	0.0191322	0.203784	0.0625637	0.0305314	0.0519892	0.00242888	0.102386	0.124125	0.156248	0.00226878	0.0300971	0.0104316	0.0673108	0.0693437	0.006539271	6.666537	0.0409533	0.27702	0.84711	2.83492	0.171828	0.131267	0.222655	0.0950463	0.27064	0.108564	0.04543663	0.1439207
820	0	-215.7286	-237.1982	21.46961	0.346366	0.0294798	0.0426956	0.032426	0.0277324	0.000749287	0.100955	0.0727835	0.0254138	0.00789327	0.00947389	0.0493211	0.00484738	0.0330918	0.0422443	0.02459364	-0.001636568	0.0551739	0.00199009	0.206856	0.102929	0.0495055	0.0216724	0.00648223	0.0615088	0.110533	0.104867	0.0283155	0.0647043	0.0159469	0.155542	0.0139741	0.0471584	144.139	0.00979699	0.140727	0.666054	3.18342	0.144936	0.158924	0.289174	0.0777041	0.224097	0.105165	0.04552183	1.035951
821	0	-196.0778	-234.0699	37.9921	2.953976	0.00930361	0.00162205	0.00984107	0.00184836	0.0005031	0.00788048	0.0196454	0.0107963	0.00867052	0.032954	0.00863292	0.00691143	0.0103276	0.0131968	0.006124568	0.01933166	0.0437654	0.00636117	0.0738935	0.0384244	0.161966	0.014546	0.0304351	0.0604636	0.0719162	0.0958724	0.0586474	0.00858335	0.0177493	0.230799	0.0865778	0.005695438	71.11099	0.38567	0.728947	1.08228	1.8031	0.130469	0.17382	0.217091	0.0842518	0.246446	0.147921	0.02502709	0.2275709
822	0	-215.7877	-229.7785	13.99078	0.8478802	0.00365895	0.0512487	0.0642853	0.02223	0.0336904	0.0770394	0.0278266	0.0656373	0.0511556	0.0475908	0.315573	0.0672582	0.390213	0.0595401	0.1294002	0.03346076	0.0291613	0.1006	0.0501542	0.0749338	0.171667	0.0131521	0.005936	0.0240683	0.0631856	0.29204	0.0155416	0.0520295	0.0190794	0.0496891	0.0387617	0.06559347	35.54724	0.105699	0.42572	0.969387	2.49919	0.148521	0.19105	0.23109	0.0561089	0.258403	0.114827	0.09905423	0.6621976
823	0	-217.9069	-237.0099	19.10298	1.600632	0.126407	0.0338923	0.0852398	0.401359	0.00308833	0.0057245	0.0801859	0.269585	0.0923126	0.0364133	0.135735	0.0706753	0.0488616	0.260065	0.1030382	0.1072149	0.0202241	0.0965864	0.16707	0.0573027	0.0149057	0.00352521	0.0367378	0.0366724	0.193411	0.100267	0.0108198	0.0115158	0.0515301	0.0996813	0.0997516	0.05077428	6.597221	0.240458	0.604492	1.05582	2.09923	0.109994	0.180818	0.260696	0.0548936	0.329698	0.0639005	0.1579892	0.3213783
824	0	-215.4165	-230.1691	14.75253	0.9387369	0.697867	0.0240459	0.113787	0.0081898	0.00618699	0.0211493	0.0735851	0.392375	0.0304533	0.0112632	0.0093728	0.0639648	0.00925708	0.240185	0.09665912	0.07768947	0.000304512	0.0161259	0.0282035	0.0379191	0.0723448	0.00085181	0.041303	0.0194285	0.281379	0.109515	0.00627793	0.00319675	0.0471859	0.0925966	0.243367	0.01168193	20.01474	0.124574	0.45753	0.989058	2.42884	0.194856	0.2347	0.221578	0.0607959	0.223356	0.0647147	0.0893714	0.1307122
825	0	-207.7962	-236.3018	28.50562	1.240632	0.00171513	0.0068923	0.00670121	0.0592975	1.20923e-05	0.0474539	0.00847386	0.0547673	0.0276242	0.00691235	0.00105574	0.0294293	0.0307331	0.029947	0.02112726	0.02136441	0.0376768	0.0357164	0.119686	0.0213223	0.196391	0.00660408	0.203573	0.111548	0.0321888	0.0812943	0.00321166	0.00295511	0.0362378	0.019405	0.0921908	0.007094685	75.62063	0.182339	0.538801	1.03071	2.24815	0.115195	0.178979	0.194729	0.07766	0.32395	0.109487	0.0284591	0.2492941
826	0	-201.9676	-230.1899	28.22224	3.174537	0.0515372	0.0302115	0.0394821	0.0817238	0.0109389	0.00468641	0.0554068	0.0518625	0.0217635	0.00877463	0.0047738	0.149963	0.000999584	0.00944535	0.04601799	0.06426967	0.116205	0.0426982	0.140614	0.0880636	0.157014	0.00194828	0.0433525	0.0439757	0.0695952	0.0959819	0.0358477	0.00713848	0.0463001	0.0710632	0.0402027	0.01934237	17.85527	0.402329	0.740756	1.08325	1.77366	0.119868	0.17697	0.22757	0.0655168	0.299327	0.110748	0.08361203	0.2313347
827	0	-213.5722	-237.1427	23.57047	1.528816	0.0161016	0.0770234	0.0284724	0.00306183	9.19758e-06	0.0988378	0.0432186	0.0329522	0.0282332	0.014772	0.112051	0.0270635	0.0374865	0.00894501	0.03962033	0.08224864	0.00722665	0.0702796	0.12923	0.0257097	0.121389	0.0221182	0.0414873	0.0641523	0.21433	0.0804285	0.0541354	0.0079963	0.00199654	0.00301149	0.156509	0.01845134	32.74494	0.22974	0.593284	1.05207	2.12491	0.137794	0.242934	0.205877	0.0887475	0.214872	0.109775	0.1007	0.1832308
828	0	-225.5164	-234.9321	9.415719	0.5979912	0.0694396	0.0405988	0.106017	0.0862847	0.100687	0.104435	0.284119	0.0588785	0.345662	0.160249	0.240455	0.164113	0.0802302	0.0263941	0.1011109	0.05578556	0.0392772	0.123795	0.0731621	0.0369645	0.0115776	0.0280002	0.129824	0.0337794	0.159284	0.157036	0.0114926	0.00111677	0.0213267	0.0453144	0.128049	0.04232233	25.44838	0.052694	0.311154	0.880291	2.75586	0.145344	0.184677	0.196036	0.096323	0.270379	0.107241	0.09810788	0.4313856
