Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-390.8113	-363.1581	-27.65312	7.496993	3.716064	0.00855274	0.00835399	0.113536	0.0234428	0.0448279	0.0580741	0.0801813	0.129115	0.0485427	0.130527	0.0137402	0.019272	0.0315458	0.0165507	0.0606722	0.127307	0.242875	0.0723823	0.101465	0.204902	0.0239758	0.130063	0.0205943	0.0361952	0.0262682	0.00650159	0.140661	0.0974787	0.0909531	0.0493318	0.096019	0.200876	0.0676406	0.214513	0.0265562	0.032236	0.0154433	0.242501	0.0346351	0.0415232	0.486892	0.03224	0.0711001	0.0494567	0.034699	0.164022	0.0381018	0.207421	0.201068	0.00688321	0.0206039	0.10106	0.25435	0.0668457	0.0517804	0.192357	0.186958	0.159779	0.00959533	0.0499095	0.0375185	0.014337	0.1039838	0.2673411	0.0451866	0.0562818	0.0872627	0.0496933	0.0679265	0.0407562	0.00384733	0.00226874	0.160441	0.1242	0.049784	0.00323623	0.130022	0.156474	0.02262	0.6230299	7	8.74952	0.2773462	0.43805	0.76478	1.08433	1.71284	0.172841	0.201817	0.178841	0.0519672	0.304768	0.0897659	0.890371	0.6997419
100	-329.6463	-347.3117	17.66542	8.969701	3.01409	0.00950756	0.0134195	0.00836787	0.0122195	0.00447409	0.0399335	0.0762084	0.0106227	0.128134	0.0131696	0.0248946	0.00884979	0.0126135	0.0341744	0.0161386	0.0108073	0.0172848	0.0520372	0.0659715	0.00154755	0.011148	0.00147548	0.110293	0.00348264	0.0202578	0.0515171	0.00979494	0.0458306	0.0849008	0.0190061	0.0329761	0.00643244	0.00866505	0.00399183	0.0375085	0.130352	0.134237	0.102166	0.17286	0.0473286	0.14045	0.0217415	0.0072137	0.0220535	0.0209127	0.0104652	0.0331257	0.0380168	0.0263255	0.0903727	0.0268816	0.00316811	0.0427235	0.0890589	0.0032946	0.018612	0.0281531	0.0821141	0.00854943	0.00461509	0.12244	0.00131783	0.04744181	0.03066573	0.0485385	0.0931707	0.126763	0.0545217	0.0829043	0.0466873	0.0179207	0.00262386	0.128728	0.102421	0.0788447	0.0160916	0.0684779	0.0649293	0.067377	0.6508547	8	13.53406	0.1760637	0.390349	0.732305	1.08258	1.79476	0.11505	0.130561	0.250286	0.0737175	0.301911	0.128475	0.6815204	0.955004
200	-372.8648	-350.7658	-22.09901	8.127977	6.008305	0.0444277	0.0310952	0.0872154	0.119361	0.00374564	0.334468	0.0950551	0.0233388	0.102542	0.00624102	0.0594013	0.000981266	0.12202	0.023164	0.0471291	0.0340719	0.0303891	0.0141767	0.139317	0.102729	0.0455629	0.0045606	0.102363	0.0343775	0.039429	0.0374719	0.0872231	0.115985	0.064669	0.060861	0.0528277	0.114204	0.00706665	0.0212161	0.0793121	0.13334	0.239784	0.143771	0.280629	0.0898746	0.157622	0.00585984	0.136187	0.0289947	0.0606528	0.0772773	0.221809	0.0140133	0.0801246	0.0369982	0.246303	0.0510897	0.033357	0.0593611	0.00222271	0.00997981	0.0216657	0.0883919	0.00233137	0.135963	0.202036	0.00927887	0.07091708	0.2405995	0.144246	0.104903	0.132146	0.108864	0.0349467	0.0709658	0.0507318	0.0107664	0.109714	0.0787042	0.0182838	0.00507365	0.0725296	0.00435273	0.0537714	0.9507603	14	11.30944	0.2439232	0.539236	0.82471	1.08124	1.55481	0.173533	0.13195	0.277491	0.0768163	0.245225	0.0949846	1.19136	0.7980463
300	-327.2558	-348.9067	21.65089	12.00816	2.483041	0.0113174	0.00412337	0.00125955	0.0442296	0.00183655	0.017415	0.00569072	0.000835001	0.0334342	0.00072639	0.0919974	0.0018669	0.00205296	0.00793464	0.11282	0.0503765	0.00856471	0.00794782	0.00347259	0.000753129	0.0289951	0.0187314	0.000477806	0.00130774	0.0119843	0.01151	0.0228986	0.0175752	0.115509	0.0116741	0.00397405	0.135373	0.00397951	0.0117196	5.7558e-05	0.0863484	0.052121	0.0397773	0.089501	0.0525121	0.012601	0.0557466	0.00387044	0.0355839	0.102257	0.0253578	0.0501853	0.00830454	0.00473204	0.0151678	0.00342896	0.0102407	0.175866	0.0474997	0.0546022	0.0184541	0.0629705	0.0476957	0.0112502	0.139522	0.00236597	0.00148334	0.03099552	-0.138469	0.0914036	0.0501488	0.167912	0.0444137	0.0226094	0.0289719	0.0423446	0.0108034	0.0629344	0.213015	0.0648553	0.0148771	0.104303	0.04701	0.0343979	0.6175783	9	12.43686	0.1309541	0.344843	0.698186	1.07843	1.87854	0.179237	0.130806	0.280728	0.0413362	0.233308	0.134585	0.4791092	1.289013
400	-356.4887	-354.9811	-1.507606	8.691831	3.224742	0.0135522	0.0300978	0.108245	0.00223743	0.0644174	0.017288	0.0218352	0.0870859	0.0314359	0.0053156	0.00142919	0.043391	0.0276678	0.0982261	0.0787817	0.0154498	0.0885615	0.00202539	0.123048	0.497308	0.0779271	0.0817014	0.0523389	0.00270014	0.0196731	0.0161938	0.00405374	0.0469822	0.0266613	0.0647167	0.00860624	0.0440849	0.0465245	0.00728955	0.0245507	0.248959	0.0112625	0.0187631	0.251912	0.0255696	0.179827	0.0553736	0.0560881	0.0307729	0.000248208	0.0493798	0.0270028	0.00848176	0.00416689	0.0291837	0.045156	0.00464852	0.0246355	0.0274351	0.00020825	0.114002	0.0191652	0.122343	0.00866378	0.0369884	0.0436155	0.0178734	0.06432225	-0.07320046	0.144099	0.127659	0.0700191	0.0592374	0.10492	0.00473944	0.00799742	0.00148052	0.0714487	0.0460838	0.0584917	0.0339602	0.131968	0.00577084	0.132124	0.5858497	10	8.986455	0.1947574	0.405934	0.743258	1.08342	1.76739	0.154226	0.141995	0.194806	0.106074	0.307368	0.09553	0.5126493	1.142789
500	-363.0648	-358.3823	-4.682579	8.24053	2.593692	0.125737	0.0247242	0.092312	0.138113	0.0146217	0.0186257	0.0951352	0.0367433	0.0819528	0.00193879	0.0183536	0.0168265	0.0985543	0.2415	0.012669	0.118871	0.0268229	0.02444	0.0251589	0.206362	0.0630649	0.0141802	0.0462116	0.0258137	0.00510122	0.00831191	0.062646	0.307773	0.0668647	0.0384776	0.0615625	0.0700666	0.0399199	0.00538519	0.192661	0.320842	0.00630511	0.0435403	0.0399193	0.0315216	0.0315948	0.0371239	0.0217723	0.0091253	0.0110543	0.00356538	0.00892574	0.085944	0.0453012	0.00589168	0.00565311	0.0593771	0.0532651	0.00426707	0.0686158	0.182364	0.190037	0.0492469	0.0502377	0.0489783	0.00948519	0.0103228	0.06744361	0.1624181	0.0457826	0.0309717	0.0900252	0.156463	0.110871	0.012264	0.0293607	0.00347332	0.0514099	0.118685	0.09676	0.00315453	0.086117	0.126726	0.037936	0.5164787	10	10.08487	0.2726016	0.355163	0.706222	1.07962	1.859	0.149618	0.214857	0.230843	0.0890706	0.161273	0.154339	0.6788968	0.7607617
600	-358.3113	-359.7353	1.423945	9.264844	2.395183	0.00462447	0.0247298	0.034601	0.00310784	0.0212782	0.085597	0.0727298	0.0603497	0.0239211	0.0113666	0.0271357	0.100606	0.0206	0.00381173	0.00786467	0.00607512	0.032816	0.016848	0.0329376	0.446584	0.0899932	0.079677	0.0113294	0.00429646	0.0651086	0.00585926	0.000640653	0.245228	0.0141293	0.119945	0.00907244	0.027773	0.0691581	0.0287456	0.0562322	0.00252786	0.155018	0.00797782	0.00127068	0.0614278	0.0581981	0.0133023	0.0138923	0.00639001	0.121209	0.110402	0.0103338	0.0633576	0.129336	0.0215105	0.00108016	0.213537	0.0681128	0.0177355	0.00289868	0.131409	0.0357964	0.257182	0.00733911	0.0185409	0.10039	0.0562782	0.05018028	-0.09977891	0.042505	0.0776227	0.0243427	0.0816461	0.0819874	0.0273514	0.0080006	0.00969136	0.0556808	0.162428	0.0383361	0.0441865	0.215789	0.0433852	0.087047	0.8571314	15	9.822833	0.2221202	0.336288	0.691382	1.07733	1.895	0.179048	0.140413	0.281768	0.0528995	0.257186	0.0886855	0.7573525	1.131747
700	-331.4932	-344.9681	13.47489	10.14482	4.904535	0.0245373	0.000624517	0.014474	0.0276048	0.00918543	0.0353113	0.0272321	0.0545775	0.0682897	0.0383082	0.00418786	0.00537884	0.0464029	0.00109937	0.0262834	0.0226159	0.0147987	0.0246456	0.0419946	0.0979205	0.0652542	0.0138749	0.0321911	0.0381245	0.0146487	0.0153607	0.00242865	0.205587	0.0682476	0.0191702	0.0342358	0.0314351	0.0392501	0.000142809	0.00889812	0.0545664	0.0108807	0.014861	0.0229416	0.00168023	0.0865755	0.0182514	0.00567574	0.0810137	0.105958	0.118759	0.0398888	0.0239903	0.0137473	0.0245956	0.00644619	0.0724157	0.0174875	0.0723793	0.0244156	0.210443	0.0292671	0.102358	0.012629	0.0199489	0.0352064	0.0301284	0.0492244	0.301061	0.0687226	0.0701305	0.160523	0.104668	0.101068	0.0557394	0.0124391	0.00285488	0.0756282	0.094266	0.083428	0.00385209	0.110711	0.0356047	0.0203637	0.608036	7	11.65582	0.1995123	0.498064	0.801636	1.08346	1.61684	0.169293	0.118893	0.199019	0.0637942	0.305392	0.143609	0.909097	0.6688351
800	-359.1233	-351.4685	-7.654872	7.793295	2.468255	0.0455408	0.409469	0.0934605	0.0211376	0.0929714	0.149634	0.016803	0.0162566	0.0410306	0.4219	0.0147344	0.0218355	0.0734628	0.0135844	0.0159875	0.0287929	0.0297551	0.0150928	0.0113453	0.0389146	0.00282955	0.00976285	0.0485596	0.0106498	0.0210692	0.0198417	0.170264	0.0266448	0.0364451	0.0277195	0.101719	0.00780186	0.0472958	0.000858918	0.183531	0.0312779	0.043074	0.00862892	0.0115573	0.0237467	0.0390938	0.0355113	0.00238052	0.249051	0.0100673	0.0376292	0.0538517	0.00115588	0.0324932	0.0210986	0.246343	0.0530422	0.00759829	0.344	0.0210018	0.0219591	0.0473866	0.00929999	0.00432876	0.143856	0.178667	0.0748375	0.1047056	0.3312641	0.0481217	0.0841085	0.0604317	0.10365	0.159977	0.0230495	0.00819161	0.00147233	0.0979576	0.230421	0.0808047	0.00291849	0.0783066	0.0106053	0.00998348	0.7038209	15	9.679393	0.2219369	0.343426	0.697068	1.07826	1.88125	0.12376	0.256361	0.201031	0.054651	0.249766	0.114431	1.035085	0.6799643
900	-375.8345	-355.3391	-20.49533	9.606648	4.356132	0.0181625	0.0125732	0.101179	0.0353098	0.14568	0.0372986	0.106722	0.0151198	0.0311412	0.0607266	0.0107934	0.0882679	0.112725	0.15249	0.171018	0.0854576	0.00214043	0.0703062	0.0311986	0.00944003	0.0387292	0.117111	0.0880203	0.0122917	0.00774762	0.0320192	0.0591883	0.0651929	0.184185	0.0503962	0.0640225	0.0366297	0.0278552	0.130281	0.0512924	0.0350424	0.0140425	0.00107617	0.094169	0.275594	0.0297434	0.0287412	0.0671062	0.309065	0.0898945	0.0296655	0.050548	0.12128	0.00535455	0.0505998	0.198843	0.000911672	0.118147	0.260641	0.0141661	0.0459947	0.0149243	0.00983402	0.0247594	0.0532071	0.096938	0.0931008	0.09727166	0.1509467	0.102498	0.0890342	0.0583233	0.0646305	0.146106	0.0329227	0.0465711	0.00384168	0.0988348	0.0531725	0.0227301	0.0218953	0.106192	0.14342	0.00982799	0.5371674	10	12.96431	0.2203876	0.472917	0.786689	1.0842	1.6562	0.138298	0.111468	0.258534	0.109408	0.303334	0.0789582	0.6881142	0.7806371
