Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-1358.168	-793.9044	-564.2635	79.74101	4.830191	0.02788792	0.03180865	0.0979093	0.0194254	0.0605695	0.126747	0.000944303	0.00587657	0.110496	0.0434898	0.0166144	0.00409391	0.124035	0.0289272	0.149432	0.187473	0.023966	0.5452249	25	84.40928	0.04399528	0.494868	0.799775	1.08359	1.62177	0.0738263	0.252548	0.126295	0.224205	0.142249	0.180878	0.5770335	0.9448756
1	0	-1355.798	-786.5393	-569.2588	68.76449	3.987405	0.01669947	0.02100991	0.0606745	0.0452827	0.141091	0.0279562	0.0976731	0.00960015	0.150374	0.0416808	0.0109259	0.0190067	0.0514458	0.00172328	0.149933	0.180675	0.0119579	0.6344106	27	69.502	0.04718044	0.453669	0.774772	1.0844	1.68716	0.0459723	0.158317	0.20121	0.175613	0.227712	0.191176	0.6554205	0.9679444
2	0	-1346.508	-783.5508	-562.9573	69.77932	6.97626	0.02317059	0.0006921719	0.0559861	0.0181529	0.11901	0.0603437	0.0372934	0.0154009	0.133631	0.0317742	0.0282434	0.0357639	0.0644631	0.00538241	0.168544	0.222394	0.00361657	0.5630947	31	74.91511	0.0543469	0.567948	0.839855	1.07901	1.51319	0.0470742	0.240642	0.189706	0.214036	0.149324	0.159218	0.5637869	0.9987723
3	0	-1375.284	-789.5318	-585.7522	68.69666	5.802656	0.02123391	-0.02455544	0.0764693	0.000759582	0.139687	0.0139907	0.0182128	0.0123874	0.110224	0.0527366	0.0591484	0.00305897	0.0939891	0.00458357	0.211221	0.192952	0.0105796	0.596096	24	70.47128	0.04380811	0.532346	0.820963	1.0817	1.565	0.0729195	0.193886	0.194718	0.217118	0.155776	0.165582	0.5715406	1.042964
4	0	-1357.106	-773.6456	-583.4606	66.70216	4.481778	0.02689176	0.02172041	0.0883467	0.0318735	0.139894	0.0576838	0.0751361	0.0194109	0.0683065	0.0172282	0.0348808	0.0213301	0.110073	0.0070413	0.184099	0.144418	0.000278218	0.6158365	36	69.96734	0.03157201	0.479018	0.790379	1.08407	1.64654	0.0558535	0.203297	0.0837502	0.228596	0.233236	0.195267	0.6375569	0.9659318
5	0	-1345.546	-790.0081	-555.5384	68.16879	3.056786	0.02284488	-0.01293212	0.0426162	0.013262	0.0981857	0.0262298	0.103363	0.0190364	0.0739955	0.0420442	0.0270281	0.0371463	0.188392	0.00118139	0.113357	0.209867	0.00429467	0.5856337	38	73.31297	0.05092587	0.393608	0.734624	1.08278	1.78899	0.0851049	0.246782	0.104882	0.213418	0.167777	0.182036	0.5727016	1.022581
6	0	-1366.847	-798.5951	-568.2514	77.26202	3.225471	0.02831855	0.02093828	0.0359692	0.0881668	0.179761	0.0239791	0.00580921	0.00656109	0.105531	0.0102894	0.0137338	0.0657753	0.161853	0.00174552	0.12873	0.161091	0.0110043	0.5663241	27	78.77814	0.04083595	0.405986	0.743294	1.08342	1.7673	0.0763965	0.181734	0.137706	0.201099	0.256505	0.14656	0.5872624	0.964346
7	0	-1377.783	-806.0414	-571.742	69.35788	4.493466	0.02304919	0.0432204	0.0143423	0.0144345	0.0157704	0.05003	0.143792	0.0268801	0.0734703	0.0212991	0.0149622	0.0176797	0.210106	0.0104053	0.197768	0.186045	0.00301633	0.6626983	34	71.33212	0.04476248	0.479574	0.790713	1.08405	1.64566	0.105354	0.242202	0.074737	0.188524	0.200095	0.189088	0.7059187	0.9387743
8	0	-1380.374	-799.3424	-581.0317	83.6849	5.452488	0.02567244	-0.04185619	0.037638	0.0535038	0.200906	0.0138679	0.00427177	0.0383239	0.0448669	0.0114224	0.0403838	0.0530951	0.215676	0.00878367	0.111345	0.164829	0.00108653	0.5692139	33	84.50311	0.0412369	0.51985	0.814053	1.08244	1.58366	0.0421305	0.359334	0.0556817	0.230069	0.151681	0.161103	0.5273577	1.07937
9	0	-1342.496	-800.9345	-541.5617	67.12855	6.568255	0.02119511	0.01080055	0.0491786	0.00819586	0.0343686	0.0525331	0.00689767	0.00883912	0.0975209	0.0259185	0.0625262	0.117367	0.168925	0.0439951	0.157557	0.15306	0.0131172	0.545523	31	69.90195	0.04482102	0.556529	0.83392	1.07996	1.52959	0.128552	0.260137	0.0741886	0.233019	0.150948	0.153155	0.5563236	0.9805858
10	0	-1365.881	-796.5782	-569.3026	74.02721	4.097872	0.03124572	-0.02470007	0.0288743	0.0169501	0.0817603	0.0207296	0.0207888	0.0100207	0.0988311	0.0182394	0.0421387	0.0531408	0.212137	0.00300436	0.184092	0.203487	0.00580656	0.6088375	28	75.57546	0.0465305	0.459659	0.778527	1.08437	1.67744	0.115828	0.30889	0.0524058	0.201162	0.174818	0.146897	0.5841375	1.042285
11	0	-1375.715	-804.7773	-570.9372	74.9536	2.740616	0.0226056	0.002466499	0.126836	0.0145891	0.0901019	0.0257867	0.020833	0.0150115	0.0848517	0.0129809	0.0640197	0.0134036	0.130531	0.0522958	0.153827	0.188246	0.00668579	0.4264629	35	75.36184	0.04831602	0.368144	0.716074	1.0809	1.83489	0.0608629	0.317507	0.0999648	0.186035	0.174934	0.160697	0.4289294	0.9942496
12	0	-1351.492	-788.6318	-562.8604	70.6267	4.037398	0.02603385	0.03784509	0.049097	0.0431479	0.118315	0.00353876	0.12981	0.0183956	0.0441463	0.0184345	0.0290543	0.0614235	0.209236	2.88704e-05	0.103988	0.163533	0.00785066	0.7603715	28	72.61584	0.04295857	0.456405	0.776493	1.08439	1.68271	0.0441235	0.28664	0.0748702	0.232821	0.221698	0.139847	0.7982166	0.9525879
13	0	-1338.943	-781.2641	-557.6784	77.63656	6.00576	0.02574621	-0.0110983	0.101601	0.00940618	0.217127	0.00295101	0.0604916	0.0118461	0.0345651	0.0272757	0.0451513	0.0402774	0.129259	0.009063	0.136615	0.170738	0.00363205	0.5664729	38	81.607	0.04349221	0.539153	0.824665	1.08125	1.55494	0.0448166	0.233559	0.0873283	0.26468	0.185403	0.184213	0.5553746	1.019983
14	0	-1349.79	-783.2674	-566.5223	72.44528	5.610927	0.02860229	-0.001075277	0.0411428	0.0151908	0.0911228	0.064909	0.0733343	0.0187639	0.0919321	0.0171662	0.0440684	0.00705777	0.158684	0.0452912	0.158034	0.168403	0.00489988	0.6035196	30	74.81431	0.04463938	0.52563	0.817268	1.08211	1.575	0.0670493	0.286771	0.0570431	0.217491	0.187621	0.184024	0.6024443	1.001785
15	0	-1351.875	-790.9449	-560.9305	68.77857	3.828254	0.02947091	-0.0001745127	0.0809646	0.0897721	0.0951774	0.0242385	0.095009	0.0111428	0.0771796	0.0294817	0.0245474	0.0377514	0.15074	0.0104612	0.117339	0.155448	0.000747678	0.643565	32	70.83306	0.05460122	0.444671	0.769052	1.08439	1.70189	0.0740313	0.246617	0.074958	0.244127	0.172559	0.187708	0.6433904	1.000271
16	0	-1360.045	-776.5071	-583.538	83.68018	4.769973	0.01845335	-0.03594586	0.0240008	0.00063932	0.0908182	0.0338913	0.0527222	0.0261427	0.134477	0.0116784	0.0288797	0.0178109	0.226476	0.00107031	0.189395	0.155436	0.0065618	0.6086389	29	86.72633	0.03488933	0.492234	0.798232	1.08368	1.62586	0.124532	0.269	0.0594284	0.160427	0.196934	0.189678	0.572693	1.062766
17	0	-1366.105	-795.2092	-570.8954	68.49843	7.213596	0.02366854	0.01446129	0.0499282	0.0143544	0.108753	0.0555184	0.136915	0.0143207	0.0567937	0.00695107	0.036525	0.0775533	0.122112	0.00726356	0.156341	0.148754	0.00791594	0.6004258	31	71.16078	0.04120679	0.57419	0.843051	1.07846	1.5043	0.0449392	0.304277	0.0941758	0.168074	0.272894	0.11564	0.6148871	0.9764814
18	0	-1361.118	-787.8776	-573.2404	74.10266	3.413112	0.02596048	0.03287185	0.0327095	0.0036391	0.173417	0.069101	0.00847436	0.0134788	0.0391916	0.0452324	0.011274	0.0218984	0.228418	0.00131336	0.159551	0.17039	0.0219114	0.4671545	30	82.52349	0.04279492	0.418895	0.752108	1.08391	1.74508	0.0368623	0.366715	0.0678029	0.204034	0.138738	0.185848	0.5000264	0.9342598
19	0	-1356.774	-787.9903	-568.7835	78.51692	3.67336	0.01858671	0.0387665	0.135557	0.0251498	0.0616618	0.110331	0.000603701	0.00245584	0.073369	0.0141423	0.0233345	0.062554	0.179918	0.0135843	0.0956212	0.196227	0.00549084	0.4919747	33	79.8402	0.04251246	0.435466	0.763098	1.08429	1.71714	0.0595731	0.263079	0.102231	0.159867	0.278845	0.136404	0.5307412	0.9269578
20	0	-1362.361	-797.7906	-564.5709	71.54659	2.76472	0.01740097	0.0126538	0.137961	0.0429719	0.126164	0.181497	0.0504403	0.00710297	0.0712742	0.00960944	0.02023	0.0284796	0.0417819	0.00294402	0.122918	0.153317	0.00330911	0.5557111	33	76.63835	0.06009783	0.3702	0.717609	1.08108	1.83111	0.0375765	0.232805	0.184972	0.201422	0.213901	0.129324	0.5683649	0.9777365
21	0	-1365.094	-791.4251	-573.6688	73.52214	3.308325	0.02588063	-0.005853466	0.0672036	0.0370522	0.11821	0.0569495	0.0902773	0.0201559	0.0629358	0.0318303	0.031641	0.108106	0.0900606	0.00198983	0.12877	0.153977	0.000840704	0.4418842	29	78.72365	0.05155107	0.411792	0.747287	1.08367	1.75726	0.0572174	0.299502	0.0759724	0.204779	0.241792	0.120736	0.4360307	1.013424
22	0	-1349.455	-784.1144	-565.341	70.72751	3.435663	0.02673223	-0.03050007	0.0737413	0.0398933	0.206051	0.0199282	0.0109164	0.00450721	0.0829639	0.00718722	0.0275317	0.00787218	0.113147	0.000647447	0.24478	0.158153	0.00267973	0.5819348	38	70.84307	0.05170459	0.420389	0.753114	1.08396	1.74254	0.0527514	0.253286	0.151271	0.203197	0.144365	0.19513	0.5514348	1.05531
23	0	-1347.515	-769.7566	-577.758	72.06575	4.844761	0.0216787	0.006434787	0.0238811	0.0490938	0.142334	0.0305517	0.0237952	0.0167111	0.0499805	0.0221173	0.0144176	0.0186427	0.282783	0.0210535	0.135431	0.168602	0.000604957	0.5620094	35	73.51534	0.04547534	0.4955	0.800143	1.08356	1.6208	0.0615863	0.308993	0.0441984	0.225128	0.177249	0.182845	0.5684442	0.98868
24	0	-1345.973	-775.7276	-570.2457	70.33646	4.872529	0.02805042	0.01742457	0.05035	0.0634823	0.251871	0.00496232	0.0641166	0.0155145	0.0587523	0.0351313	0.0271007	0.0146103	0.104776	0.00148979	0.113999	0.181372	0.0124721	0.6308779	32	73.66713	0.04143077	0.496696	0.800841	1.08352	1.61895	0.0768249	0.210702	0.0875905	0.25713	0.208384	0.159368	0.6483025	0.9731228
25	0	-1358.484	-781.1701	-577.3139	77.16067	2.125774	0.01976589	0.009264354	0.104165	0.0176937	0.238709	0.107439	0.0338237	0.00376997	0.0542224	0.0355815	0.0202708	0.00907886	0.0972116	0.000468403	0.111324	0.150539	0.015704	0.5999554	33	79.6671	0.03562191	0.30784	0.667755	1.07284	1.95157	0.0394561	0.259845	0.194112	0.201197	0.171021	0.134368	0.6092197	0.9847931
