Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-336.2874	-302.0328	-34.25463	11.5565	2.268449	0.4092	0.0407293	0.13497	0.148934	0.0207152	0.0156879	0.00738011	0.217185	0.289315	0.291582	0.00523367	0.0230103	0.399493	0.277715	0.462911	0.0408898	0.0154408	0.136599	0.106004	0.6773	0.120787	0.197818	0.1948873	0.1905641	0.108831	0.00240196	0.0698342	0.00300539	0.018732	0.134244	0.0663725	0.019808	0.00115239	0.144871	0.097048	0.0287114	0.180571	0.104313	0.020104	0.09348783	2	17.67238	0.1371596	0.323343	0.680828	1.07545	1.92037	0.175804	0.276815	0.0813671	0.141458	0.17029	0.154267	0.2840519	0.3291223
1	0	-327.0885	-311.2282	-15.86031	7.982065	1.81985	0.139907	0.074429	0.0924048	0.0427632	0.151724	0.0240417	0.0664679	0.00160258	0.379111	0.0182035	0.0351979	0.1431	0.00771148	0.0236457	0.170474	0.0297901	0.407297	0.223544	0.142061	0.0406374	0.594001	0.237238	0.17261	0.0388181	0.0577932	0.00824491	0.103106	0.00115433	0.00126073	0.078199	0.0569715	0.109932	0.000392577	0.116795	0.175269	0.00814146	0.192713	0.0674545	0.0225727	0.2730382	3	9.791241	0.1273805	0.270779	0.634379	1.06475	2.03009	0.252454	0.201605	0.112135	0.0926911	0.116915	0.2242	0.3118563	0.8755257
2	0	-340.8609	-308.5888	-32.27211	6.117665	1.709633	1.13617	0.187298	0.0259964	0.491523	0.750313	0.0020987	0.146661	0.0606722	0.0194915	0.173385	0.0354722	0.823483	0.107629	0.838244	0.741012	0.289772	0.432241	0.390814	0.167176	0.104772	0.0040121	0.226707	0.2580694	0.06752466	0.108002	0.0386195	0.0175659	0.0178366	0.0133952	0.0229819	0.138629	0.0880708	0.00851418	0.0649069	0.231392	0.0440442	0.0628699	0.0896906	0.0534824	0.2476301	2	9.198002	0.1021614	0.255967	0.620098	1.06068	2.06325	0.183869	0.23835	0.12299	0.091482	0.131654	0.231655	0.3151548	0.7857413
3	0	-342.939	-317.0592	-25.87985	4.254729	1.811298	0.194385	0.314861	0.0456661	0.0789113	0.562181	0.00975908	0.164025	0.233179	0.0269942	1.18568	0.130625	0.142949	0.128156	0.178955	0.615713	0.13294	0.291084	0.146668	0.763986	0.429189	0.321323	0.0499381	0.2386898	0.1612883	0.0431312	0.000535163	0.091124	0.0587572	0.00917813	0.0999826	0.202985	0.0130778	0.00407039	0.0529352	0.174018	0.0139833	0.024723	0.153055	0.0584433	0.4685107	5	5.72975	0.1110971	0.269659	0.63332	1.06446	2.03256	0.252418	0.238993	0.136365	0.0725909	0.194117	0.105515	0.629799	0.7439052
4	0	-341.1649	-307.7093	-33.45556	5.794582	3.560608	0.248251	0.585756	0.292849	0.0478728	1.0457	0.0536728	0.153266	0.056669	0.15292	0.633198	0.129134	0.46034	0.131695	0.270296	0.210399	0.458532	0.254084	0.273654	0.0403193	0.0821079	0.254184	0.83875	0.3737872	-0.03459044	0.0843047	0.0177647	0.0281457	0.110394	0.0994974	0.132781	0.0266592	0.000872856	0.0163511	0.011844	0.141637	0.0039073	0.197198	0.0801328	0.0485098	0.3339949	1	5.869532	0.1392529	0.428465	0.758498	1.08417	1.72887	0.217391	0.273662	0.125039	0.107434	0.160799	0.115676	0.2994045	1.115531
5	0	-352.7035	-316.5381	-36.16543	6.544075	2.28121	0.35261	0.212	0.242662	0.553102	0.0992095	0.0017378	0.363321	0.0192665	0.314247	0.30408	0.244232	0.399764	0.0182306	0.865025	0.322698	0.13467	0.149737	0.240424	0.410267	0.00103515	0.256074	0.171087	0.2125972	-0.1710717	0.0176733	0.012467	0.118629	0.0413129	0.108892	0.0277024	0.0844543	0.0859447	0.00450046	0.0861307	0.165407	0.161255	0.0384264	0.00862565	0.0385792	0.3918978	0	16.45446	0.08657561	0.324681	0.681933	1.07566	1.91773	0.228693	0.304607	0.13081	0.12582	0.101358	0.108711	0.2208261	1.77469
6	0	-337.4444	-312.5068	-24.93754	5.945475	2.700682	0.136688	0.0937666	0.026005	0.0572008	0.295472	0.00129359	0.00884066	0.136152	0.228377	0.0368857	0.0483391	0.601059	0.0647073	0.084943	0.184575	0.348	0.150666	0.362643	0.07564	0.30433	0.179261	0.140826	0.1141624	0.2472185	0.18854	0.0438349	0.144299	0.0374113	0.0170121	0.0411227	0.0764178	0.0463439	0.0060534	0.0988377	0.0500662	0.00229135	0.112192	0.0881982	0.0473796	0.2561832	0	6.689144	0.09339808	0.364693	0.713482	1.08058	1.84125	0.137063	0.211547	0.0940877	0.0910536	0.222989	0.243259	0.5034017	0.5089042
7	0	-332.7674	-317.6184	-15.14893	9.842001	1.405195	0.207765	0.114044	0.225617	0.28903	0.00338948	0.0129944	0.107028	0.0862658	0.215149	0.180183	0.00661515	0.0331572	0.00750697	0.174596	0.0548478	0.193725	0.185239	0.0930998	0.12742	0.0277571	0.0822587	0.0144618	0.09981856	-0.09234911	0.1416	0.0219962	0.147604	0.0726856	0.040194	0.0418225	0.0638205	0.0998591	0.0172368	0.000595872	0.108652	0.121429	0.0790624	0.0320268	0.0114146	0.4086402	3	10.2905	0.1240899	0.210299	0.571976	1.04433	2.17339	0.174825	0.25812	0.141713	0.0865928	0.158766	0.179983	0.3162911	1.291975
8	0	-341.5445	-316.0217	-25.52278	8.394575	1.547881	0.0994225	0.0412219	0.676118	0.078494	0.0074559	0.0094502	0.0873274	0.11147	0.38845	0.0562896	0.00895053	0.5478	0.0107859	0.158969	0.183593	0.201103	0.315375	0.023632	0.131388	0.0153562	0.0391182	0.322023	0.2456952	0.0633233	0.0604285	0.00827501	0.0594594	0.0370193	0.0409461	0.0693056	0.295203	0.145634	0.0150106	0.000261235	0.0534484	0.058618	0.0215376	0.127009	0.00784445	0.2979919	1	8.58674	0.1167282	0.232625	0.596337	1.05311	2.11792	0.133745	0.232006	0.173339	0.0705641	0.219962	0.170384	0.3613152	0.8247422
9	0	-347.1484	-317.6932	-29.45525	7.733791	2.695434	0.173128	0.174095	0.223518	0.367418	0.212491	0.0791337	0.118308	0.295237	0.150412	0.0196146	0.0537868	0.55027	0.0923256	0.226407	0.132351	0.198864	0.509843	0.155337	0.0184085	0.185598	0.133639	0.294003	0.155468	-0.2248746	0.105063	0.00987708	0.0982248	0.0632774	0.0122955	0.0749707	0.0821152	0.106342	0.0022953	0.151413	0.0828995	0.0282438	0.0257887	0.0404133	0.116781	0.5636665	3	7.742308	0.09895803	0.364236	0.713137	1.08053	1.84209	0.202903	0.196619	0.147378	0.0747264	0.17117	0.207204	0.338792	1.663754
