Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-498.4113	-439.5797	-58.83152	19.17167	2.262561	0.11409	0.00581039	0.222576	0.165211	0.151755	0.188746	0.422152	0.133957	0.0238239	0.00964464	0.0607365	0.116251	0.0728745	0.162232	0.0329042	0.0982878	0.109939	0.091773	0.127133	0.097597	0.444306	0.0801729	0.0848658	0.0271839	0.00613895	0.173716	0.384285	0.517255	0.0382265	0.0642332	0.0429933	0.0651307	0.110665	0.0461784	0.101323	0.0566158	0.0690774	0.0353769	0.641036	0.0158579	0.150018	0.0141001	0.242686	0.0410909	0.0655742	0.0126263	0.1587212	0.0615965	0.0787988	0.0356744	0.0666813	0.0510239	0.00555204	0.0156119	0.0558189	0.035386	0.010987	0.0152085	0.277587	0.0112756	0.233748	0.0945802	0.0120661	0.4679034	7	21.42052	0.0656434	0.322724	0.680314	1.07536	1.9216	0.0548379	0.254193	0.132852	0.248936	0.129504	0.179677	0.5294999	0.8836704
100	-490.5735	-433.5316	-57.04185	17.37511	5.561367	0.26947	0.0190473	0.00217595	0.269847	0.25951	0.074347	0.0304709	0.070398	0.114404	0.169595	0.0258678	0.407917	0.0339136	0.063271	0.0188811	0.0181507	0.265057	0.00405595	0.0503479	0.0022185	0.00824871	0.0261609	0.101895	0.0364787	0.535109	0.140764	0.0174831	0.0595849	0.750879	0.0156347	0.0220314	0.162995	0.0800932	0.0832225	0.0194495	0.0281731	0.0292389	0.0346557	0.035107	0.212556	0.0497442	0.109077	0.180809	0.227801	0.769975	0.184139	0.1198378	-0.1308388	0.0415397	0.0758754	0.107408	0.0406648	0.111471	0.00815414	0.0214723	0.0129574	0.053846	0.0530426	0.147765	0.00809817	0.0405263	0.274043	0.0031366	0.5571701	7	17.99579	0.155482	0.523845	0.816278	1.08221	1.57766	0.0582659	0.311101	0.123914	0.269823	0.146527	0.0903687	0.4263313	1.306895
200	-533.8942	-434.8799	-99.01432	20.27823	5.20023	0.0202428	0.0110051	0.362402	0.223137	0.431159	0.0995262	0.740503	0.0312281	0.0336811	0.35417	0.250857	0.655253	0.0576388	0.0805045	0.0612197	0.0462932	0.0528053	0.542753	0.109432	0.00760456	0.96124	0.105902	0.0681042	0.640029	0.183968	0.102017	0.139141	0.576162	0.13252	0.133775	0.0204514	0.224039	0.115473	0.172423	0.0139215	0.835685	0.0100526	0.890827	0.100436	0.0417164	0.0493951	0.280612	0.0285751	0.0668391	0.979402	0.0679594	0.2232767	0.05005711	0.267288	0.0893919	0.0966838	0.00848453	0.0195652	0.0038588	0.0194882	0.00350851	0.0230632	0.0367288	0.176036	0.00106062	0.0388484	0.20587	0.0101236	0.373679	4	23.13226	0.1176791	0.510187	0.808605	1.08294	1.59827	0.0370463	0.287324	0.124162	0.225249	0.199559	0.12666	0.4237361	0.8818672
300	-509.4025	-438.1001	-71.30241	17.06106	2.144315	0.0893399	0.311262	0.087292	0.0857803	0.159358	0.00144894	0.0413635	0.0318572	0.00393665	0.129238	0.593015	0.0617161	0.0866545	0.109523	0.162352	0.0913268	0.462196	0.0875092	0.204503	0.174581	0.12003	0.111495	0.0840258	0.30764	0.0529424	0.00465385	0.0819349	0.275181	0.0661067	1.02123	0.0152241	0.702388	0.50736	0.629294	0.0217447	0.0144734	0.180687	0.0246468	0.0953321	0.0417981	0.288344	0.00869935	0.359935	0.00695632	0.0116373	0.0499509	0.1682947	0.01754854	0.037903	0.0341854	0.00817267	0.0313834	0.0932184	0.0027849	0.134324	0.0336326	0.0232216	0.0138513	0.264143	0.00327877	0.0993868	0.214292	0.00622204	0.303791	6	17.49756	0.1388666	0.309914	0.669532	1.07321	1.94734	0.0738718	0.287537	0.135902	0.146039	0.220828	0.135821	0.3213395	0.9453894
400	-523.843	-433.0058	-90.83718	20.86816	1.855832	0.811309	0.0542606	0.473128	0.128612	0.00897274	0.26811	0.352499	0.0558896	0.114716	0.203376	0.0871663	0.520383	0.103858	0.0491781	0.0937232	0.0371112	0.0447269	0.187094	0.831963	0.000258507	0.137771	0.217755	0.191639	0.187689	0.785074	0.118173	0.165272	0.11132	0.268633	0.0478395	0.526763	0.607164	0.00770709	0.375681	0.0713682	0.102777	0.192202	0.0745072	0.504778	0.0249363	0.00404037	0.129198	0.745119	0.0134613	0.281987	0.0335088	0.2231098	-0.02025711	0.239132	0.00570081	0.00956775	0.0176521	0.00916692	0.00546128	0.0237242	0.0136557	0.110833	0.0265569	0.161468	0.0218386	0.0544699	0.222718	0.0780552	0.6209521	5	21.3545	0.05058807	0.275436	0.638752	1.06592	2.01989	0.0233291	0.185312	0.140751	0.297888	0.22011	0.13261	0.600695	1.033723
500	-512.7526	-441.5568	-71.19586	20.21545	4.055132	0.140615	0.10238	0.0823706	0.606764	0.307585	0.176741	0.189375	0.0852345	0.0126142	0.166724	0.320709	1.25146	0.0494744	0.133996	0.0282474	0.144924	0.04386	0.0782429	0.15915	0.0785289	0.274935	0.0571589	0.0956957	0.0163522	0.409569	0.00117208	0.205559	0.021398	0.125878	0.222671	0.127457	0.186335	0.116923	0.221876	0.0585408	0.00380915	0.237249	0.000331249	0.41192	0.0165219	0.00260816	0.375717	0.00146163	0.015507	0.47555	0.341003	0.1712784	0.02156675	0.136543	0.00352153	0.0183793	0.0188183	0.0996793	0.00935958	0.0862042	0.0150735	0.0343866	0.208426	0.100549	0.0261496	0.0720563	0.165854	0.0049995	0.3283046	5	21.05179	0.1049322	0.457365	0.777094	1.08439	1.68115	0.0513399	0.247073	0.109657	0.241811	0.205922	0.144198	0.3498714	0.9383581
600	-529.5843	-440.0741	-89.51021	17.28176	2.507997	0.934287	0.0202183	0.0670574	0.093292	0.143327	0.0508297	0.108898	0.187112	0.137757	0.279642	0.0789957	0.398715	0.121212	0.368633	0.0301919	0.0152599	0.235159	0.0293872	0.0420367	0.0278917	0.739831	0.0770652	0.134145	0.544483	0.667035	0.582708	0.311396	0.108821	0.263231	0.000524155	0.213686	0.702604	0.0581036	0.339336	0.754215	0.422749	0.564916	0.0229768	0.278211	0.0861796	0.236403	0.0454236	0.0172976	0.746418	1.54958	0.255126	0.3190554	0.08858084	0.249747	0.0547758	0.0033645	0.0117879	0.0232118	0.0082442	0.0139628	0.0474084	0.0328141	0.0267854	0.19048	0.00101443	0.171942	0.155958	0.00850368	0.4788916	8	21.52592	0.1415959	0.347214	0.700048	1.07872	1.87402	0.033852	0.266341	0.129998	0.295748	0.139158	0.134902	0.5674725	0.8439028
700	-510.6708	-437.1973	-73.47344	14.02475	4.512136	0.0277148	0.479105	0.360766	0.272283	0.445216	0.149694	0.340857	0.0838868	0.297366	0.134969	0.0411071	0.415184	0.0529448	0.00987467	0.0201842	0.0988188	0.457362	0.714988	0.251619	0.223327	0.365046	0.0581764	0.156467	0.0459163	0.460096	0.0275626	0.00206628	0.0192894	0.122253	0.0159097	0.0611062	0.0252498	0.331392	0.194998	0.0387748	0.170263	0.0836245	0.0862476	0.430912	0.307873	0.686127	0.309166	0.0769592	0.0109492	0.298507	0.00192482	0.2113146	-0.0354646	0.0637794	0.0168395	0.0449501	0.0123361	0.0226524	0.0321756	0.0529373	0.0507251	0.00286582	0.112921	0.330894	0.0432135	0.0542389	0.143205	0.0162663	0.5437847	7	19.12445	0.1112471	0.48046	0.791245	1.08403	1.64427	0.0481816	0.345189	0.0817594	0.238499	0.130973	0.155397	0.5083201	1.069768
800	-509.8379	-428.2607	-81.57715	20.34419	6.219167	0.549335	0.0816099	0.0105799	0.376541	0.104534	0.0265379	0.00698514	0.166467	0.182902	0.667954	0.00567265	0.639287	0.588144	0.260491	0.102501	0.0474963	0.0823188	0.51188	0.0638249	0.0167046	0.292452	0.0612819	0.292916	0.0426298	0.221025	0.0134068	0.64816	0.227432	0.0722503	0.0890908	0.174499	0.186584	0.0816691	0.01639	0.468893	0.0219496	0.245014	0.123063	0.174654	0.615549	0.0982278	0.00195941	0.0381441	0.364595	0.850342	0.0710925	0.2371622	0.03183407	0.108808	0.0706024	0.0614529	0.0363498	0.00444471	0.0124679	0.0382041	0.00380997	0.0242271	0.0247244	0.171043	0.00688004	0.135029	0.256485	0.0454714	0.4604158	9	20.70632	0.0865424	0.545988	0.828338	1.08076	1.54491	0.0403968	0.275171	0.166832	0.226268	0.131898	0.159434	0.4922499	0.9353295
900	-521.9397	-441.2857	-80.65398	19.55505	4.047972	0.087767	0.0195363	0.0135715	0.4956	0.027143	0.198904	0.048176	0.0564861	0.102247	0.479979	0.235202	0.608024	0.0425245	0.114702	0.0112795	0.130585	0.39703	0.106469	0.231939	0.0370395	0.626182	0.0719555	0.123982	0.423274	0.529208	0.0608063	0.016317	0.0636136	0.149567	0.281718	0.0351741	0.135277	0.28974	0.107221	0.0245214	0.0382176	0.0363541	0.0493861	0.3988	0.142748	1.17172	0.394085	0.0255867	0.19722	0.126071	0.0449281	0.1995315	0.06794359	0.211427	0.0655867	0.0512091	0.0714657	0.0367905	0.0142098	0.0425011	0.0181044	0.0722679	0.00715964	0.16441	0.0152777	0.0403765	0.18636	0.00285368	0.2524741	7	32.86495	0.08461424	0.456978	0.776852	1.08439	1.68178	0.0256767	0.233136	0.0934548	0.338244	0.211966	0.0975217	0.3204177	0.7879531
