Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-359.8401	-316.921	-42.91906	7.686396	4.327375	0.3373845	0.004297783	0.0830371	0.121222	0.017028	0.000957315	0.00954416	0.00885006	0.0861039	0.0112245	0.0818361	0.149493	0.318749	0.031982	0.0213708	0.0311129	0.0274893	0.2758154	3	11.40204	0.08340647	0.47149	0.78582	1.08422	1.65847	0.143065	0.327705	0.0697955	0.0991253	0.16092	0.199389	0.2801131	0.984657
1	0	-354.1619	-315.4455	-38.7163	6.862316	3.184944	0.3073518	0.2628176	0.226896	0.180432	0.0458061	0.013046	0.0394654	0.0268405	0.0520357	0.00106509	0.0681247	0.0200068	0.166366	0.0794519	0.0104082	0.0550767	0.0149789	0.2214461	4	9.16377	0.1049716	0.403082	0.74128	1.08329	1.77235	0.211395	0.277934	0.104078	0.0944605	0.195378	0.116754	0.4842637	0.4572841
2	0	-351.1427	-308.2665	-42.87621	9.078498	3.48289	0.2074187	0.07015453	0.0746865	0.051972	0.00440282	0.0101879	0.0357579	0.0964867	0.0643494	0.00478425	0.058503	0.0257177	0.253388	0.00178592	0.204461	0.0987343	0.0147825	0.2590224	3	11.20642	0.07411511	0.423482	0.755186	1.08405	1.73729	0.228586	0.303683	0.0853748	0.0911501	0.198608	0.0925975	0.3291769	0.786879
3	0	-362.3932	-309.9235	-52.46975	14.15389	3.653982	0.0821512	0.02898863	0.116253	0.0610836	0.0195993	0.0139649	0.0285715	0.0112403	0.0938826	0.0368897	0.0578829	0.0020993	0.388484	0.00394266	0.10628	0.0590757	0.000749978	0.2263442	0	22.02895	0.02743977	0.434281	0.762324	1.08427	1.71912	0.23734	0.289083	0.0784554	0.0993314	0.159091	0.136699	0.2553328	0.8864673
4	0	-350.3005	-309.1099	-41.19056	6.794892	3.598985	0.2402767	0.1235861	0.129279	0.118615	0.0167067	0.000385	9.72098e-05	0.0114439	0.167782	0.0081855	0.119529	0.0989613	0.192825	0.0293044	0.0165849	0.0866923	0.00360804	0.4486356	2	9.310956	0.2088351	0.430877	0.76009	1.08421	1.72482	0.232422	0.239204	0.124225	0.0692521	0.253161	0.0817354	0.5722217	0.7840241
5	0	-352.6013	-315.2435	-37.35776	5.499027	2.365417	0.3225024	0.06573235	0.106036	0.0363882	0.0024754	0.0393369	0.0276078	0.00805031	0.0631828	0.00535292	0.183962	0.0800045	0.2899	0.0176372	0.0700388	0.0205629	0.0494641	0.3985181	2	5.650435	0.05292872	0.333314	0.688985	1.07693	1.90078	0.24442	0.238656	0.116207	0.0660618	0.208945	0.125711	0.4642504	0.8584119
6	0	-357.4989	-317.3542	-40.14471	7.398506	3.070996	0.1557171	0.09848809	0.112769	0.0842548	0.0198131	0.0184278	0.0152875	0.0349865	0.0889031	0.00971929	0.0575138	0.0472457	0.287912	0.00249217	0.0800332	0.118481	0.0221614	0.3635021	3	7.739038	0.1514881	0.394681	0.735385	1.08284	1.78709	0.183732	0.31104	0.093223	0.0668664	0.13242	0.212719	0.4619902	0.7868178
7	0	-363.3863	-321.0214	-42.36482	7.952986	3.756126	0.2745288	0.1010358	0.0510407	0.1594	0.0146467	0.00261289	0.0780936	0.0499917	0.020939	0.0124813	0.0285465	0.136001	0.131256	0.089105	0.158397	0.0468034	0.0206845	0.1720408	4	10.15347	0.110587	0.440442	0.76633	1.08435	1.70888	0.202402	0.335421	0.0748055	0.108337	0.162414	0.11662	0.2730766	0.6300092
8	0	-350.8709	-309.6677	-41.20319	8.311238	2.300734	0.2262999	-0.02401297	0.0544778	0.034641	0.00500151	0.0141446	0.00436764	0.046191	0.0437035	0.00477389	0.0948557	0.375945	0.233058	0.00323221	0.0107945	0.0527233	0.022091	0.5051941	3	8.565412	0.09589469	0.326712	0.683605	1.07597	1.91371	0.258016	0.258801	0.0833508	0.0847322	0.183051	0.132049	0.4811812	1.049904
9	0	-356.7702	-312.701	-44.06917	8.223912	3.563366	0.2101837	0.0639687	0.135468	0.0048631	0.00193134	0.00927062	0.0664791	0.070755	0.0538257	0.0118088	0.065954	0.165103	0.250378	0.0446229	0.0525063	0.0603297	0.00670457	0.3181033	3	14.98042	0.06035309	0.428639	0.758613	1.08417	1.72858	0.253817	0.202041	0.120601	0.0848679	0.236477	0.102196	0.382072	0.8325742
