Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-595.689	-525.1538	-70.53513	4.435796	0.9683046	0.0327554	0.00701839	1.45592	0.054397	0.138475	0.262598	0.187261	0.450855	0.0773052	0.09158	0.00391712	0.315793	0.277759	0.0451157	0.0722203	0.00223973	0.0940134	0.181467	0.372792	0.0139326	0.0230875	0.0711976	0.0563566	0.437716	0.337865	0.117757	0.515232	0.290392	0.0802512	0.23897	0.074683	0.156619	0.154255	0.0593131	0.0886127	0.305122	0.156691	0.13599	0.2422251	0.01978943	0.0508862	0.13861	0.0712667	0.0109989	0.114068	0.32839	0.117399	0.0213174	0.000589988	0.0669107	0.0100515	0.00725935	0.0313266	0.0125646	0.0183611	0.246739	3	27.72078	0.06015715	0.130587	0.467013	0.994543	2.40786	0.101119	0.145256	0.0989598	0.278982	0.156011	0.219672	0.2665284	0.9257511
100	-582.8751	-526.7534	-56.12169	5.014864	1.113938	0.0205031	0.0040745	0.257994	0.172843	0.037813	0.177802	0.0270835	0.363241	0.0256236	0.27182	0.00219223	0.124551	0.15857	0.0981452	0.0467411	0.0840089	0.223477	0.186022	0.341263	0.000929694	0.0123619	0.0967663	0.0545361	0.0996074	0.199678	0.107782	9.20646e-05	0.138889	0.471766	0.160537	0.0811504	0.389978	0.0856417	0.187644	0.0894702	0.085264	0.095784	0.0853314	0.1614734	-0.005008716	0.0490665	0.100554	0.0639987	0.0446634	0.0554947	0.135746	0.141895	0.0667909	0.00361123	0.154584	0.0868973	0.00476292	0.0203375	0.0520094	0.0195879	0.4799591	3	28.35974	0.07817998	0.15911	0.50851	1.01658	2.3158	0.192137	0.130982	0.0744379	0.192352	0.18978	0.220311	0.4749504	1.010546
200	-598.1116	-531.7159	-66.39568	3.361496	0.888873	0.0417532	0.0124776	0.276544	0.0964565	0.0172772	0.163176	0.12376	0.53049	0.453165	0.22253	0.288752	0.336743	0.0192783	0.0328624	0.215742	0.0563095	0.452105	0.202467	0.0667446	0.0763313	0.282759	0.0498258	0.154039	0.980264	0.732368	0.138306	0.625155	0.324564	0.190525	0.386579	0.214992	0.393812	0.0169044	0.441188	0.0263956	0.0456858	0.0253277	0.174146	0.2726121	-0.1102465	0.0470217	0.400762	0.0512179	0.0106312	0.0741014	0.126566	0.0688237	0.00435154	0.00159372	0.0616422	0.0719863	0.0125382	0.0096821	0.0241297	0.034952	0.5927711	2	25.53291	0.08358363	0.114283	0.440599	0.978835	2.46628	0.138209	0.100769	0.0802206	0.314119	0.154201	0.212482	0.4825246	1.228479
300	-615.2253	-521.9905	-93.23485	8.59481	0.9909691	0.336167	0.148802	0.0193047	0.154312	0.475754	0.449085	0.0634685	0.132616	0.0244754	0.102499	0.094789	0.0122296	0.106889	1.10592	0.0122159	0.0473329	0.0182131	0.325417	0.0729407	0.608012	0.718986	0.00179476	0.205967	0.774673	0.257886	0.173985	0.38501	0.00994373	0.878715	0.0677022	0.470322	0.0562133	0.0369687	0.034375	0.340543	0.347495	0.12779	0.107049	0.279565	-0.06438113	0.120247	0.131548	0.0701362	0.119648	0.162939	0.0469151	0.121067	0.0189867	0.0526115	0.00103108	0.00441585	0.0376535	0.0309074	0.0700622	0.0118312	0.4205329	4	36.63891	0.02752391	0.135148	0.47402	0.998487	2.39234	0.121795	0.0958275	0.122161	0.366594	0.0998216	0.193801	0.3561518	1.180769
400	-606.5152	-532.4584	-74.05687	19.50134	1.156763	0.0270624	0.0179287	0.0712213	0.39985	0.765985	0.77917	0.00567535	0.080348	0.0227935	0.0275163	0.203316	0.0410112	0.154377	0.338679	0.303273	0.37521	0.602779	0.0951221	0.0230382	0.0431019	0.129004	0.341552	0.00959475	0.121348	0.312149	0.294478	0.147213	0.00201289	0.0513013	0.0520452	0.0589523	0.0240705	0.445999	0.397961	0.0592955	0.214371	0.36654	0.387513	0.1780805	-0.005690404	0.111383	0.116017	0.0507349	0.0086996	0.0549532	0.107761	0.096121	0.148551	0.0138211	0.0383778	0.0554654	0.141507	0.0167449	0.0172417	0.0226219	0.3827067	5	27.66664	0.0832402	0.16713	0.519283	1.02179	2.29179	0.169349	0.0825081	0.138535	0.354494	0.098203	0.156911	0.3770163	1.015093
500	-621.7021	-526.9168	-94.78526	8.040997	0.8581629	0.0875468	0.193638	0.352472	0.355031	0.30265	0.332459	0.259208	0.275269	0.11007	0.0907536	1.30984	0.45998	0.217409	0.516608	0.73066	0.025616	0.581866	0.00760324	0.263632	0.046016	0.451206	0.0631212	0.282751	0.144127	0.998999	0.0945065	0.0166908	0.489908	0.108852	0.138272	0.119652	0.843308	0.962866	0.0338139	1.41286	0.162556	0.0225315	0.832021	0.2973683	0.008817118	0.0798685	0.386846	0.0167445	0.0274326	0.0113119	0.251976	0.0167257	0.0219558	0.0343932	0.0490001	0.0190242	0.061079	0.00958575	0.00907526	0.00498171	0.3114371	2	32.41952	0.1241095	0.107861	0.429538	0.971854	2.49075	0.109982	0.0888635	0.106784	0.32047	0.124571	0.249329	0.3202542	0.9724684
600	-581.8807	-528.7036	-53.17713	10.80162	1.580774	0.055043	0.0444535	0.0623403	0.0750213	0.281908	0.324113	0.115217	0.070759	0.101029	0.277625	0.0265801	0.00585295	0.0968955	0.0605897	0.0713497	0.0299865	0.218331	0.0610241	0.117367	0.110771	0.221376	0.00657848	0.199994	0.117826	0.331502	0.0348314	0.0668176	0.0233157	0.239383	0.195481	0.00802198	0.280073	0.137018	0.0981496	0.107613	0.252416	0.187707	0.16743	0.1219277	0.007709039	0.0157587	0.169315	0.0705032	0.00208661	0.0494861	0.12667	0.056982	0.00397384	0.00516684	0.22923	0.127564	0.0727181	0.00177448	0.0642333	0.00453796	0.3055818	4	30.92982	0.07225227	0.237535	0.601471	1.05483	2.10616	0.131291	0.170449	0.0741321	0.30409	0.180773	0.139265	0.3132909	0.9753934
700	-604.7252	-533.8169	-70.90831	15.46951	0.7169069	0.136696	0.0224827	0.578127	0.878641	0.23652	0.102364	0.189	0.0151201	0.172181	0.195415	0.256857	0.27391	0.0909259	0.0942053	0.262184	0.20151	0.013395	0.053027	0.468815	0.119413	0.118772	0.394998	0.0256004	0.0276475	0.173371	0.223782	0.183839	0.445511	0.00631434	0.113933	0.0597833	0.0175248	0.10536	0.388204	0.0968502	0.339881	0.0279113	0.0433795	0.1804472	-0.1257272	0.157552	0.124771	0.109201	0.0823162	0.0503112	0.0724263	0.120708	0.00266285	0.0449066	0.0463273	0.0119152	0.0182551	0.0546572	0.0936759	0.0103142	0.5882664	4	29.48268	0.111501	0.0778026	0.371399	0.930976	2.61982	0.164322	0.112925	0.121942	0.271365	0.157834	0.171612	0.4625391	1.27182
800	-589.5349	-529.7031	-59.83177	7.081952	1.595548	0.309216	0.0760936	0.145236	0.212987	0.0155868	0.205986	0.997621	0.0708445	0.0857577	0.204671	0.0201319	0.0525172	0.00741384	0.106439	0.0898554	0.130892	0.127515	0.210657	0.0626753	0.0266722	0.144508	0.0216952	0.137852	0.103493	0.41114	0.218191	0.338026	0.120234	0.371001	0.0160475	0.0425776	0.102201	0.0731839	0.0994851	0.401178	0.230205	0.010748	0.112725	0.1619986	-0.005449261	0.0315103	0.226799	0.0531029	0.00289273	0.00738406	0.356712	0.00277421	0.0103975	0.00507323	0.119283	0.0510452	0.0327711	0.0270559	0.0575236	0.0156762	0.4124395	5	28.56019	0.06156035	0.239712	0.603725	1.05557	2.10099	0.131733	0.106877	0.0820952	0.18947	0.166043	0.323783	0.4069903	1.013389
900	-600.7788	-531.6806	-69.09815	6.727792	0.9535618	0.0186416	0.263146	0.76142	0.206495	0.011385	0.00910011	0.314038	0.0147154	0.425084	0.277142	0.0513722	0.0501732	0.12313	0.186849	0.179066	0.0125327	0.304832	0.151251	0.122498	0.217064	0.213549	0.0800433	0.182913	0.182841	0.706546	0.0273258	0.135604	1.08958	0.00349895	0.0523526	0.223797	0.110282	0.19115	0.0790667	0.0199303	0.157231	0.0566703	0.271277	0.1908994	0.0468361	0.0587241	0.282698	0.0369138	0.0123148	0.0354384	0.0948472	0.200781	0.0192724	0.0269129	0.0403467	0.00396444	0.0773791	0.0834944	0.0126605	0.0142516	0.3030483	3	30.66424	0.06162179	0.127598	0.462334	0.991858	2.41821	0.157462	0.0877429	0.102255	0.253718	0.162351	0.236471	0.3498844	0.8661384
