Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-597.9503	-526.3164	-71.63394	16.47596	3.936056	0.0581514	0.0498436	0.222314	0.204023	0.0906683	0.00559034	0.141113	0.0192096	0.0239449	0.00376203	0.234556	0.0160278	0.15707	0.080552	0.0148839	0.00507119	0.0248521	0.0562809	0.0342988	0.0921307	0.206687	0.147729	0.0535595	0.137551	0.00168885	0.149291	0.329213	0.034029	0.218439	0.070013	0.0199404	0.222662	0.311672	0.417301	0.0385351	0.00979655	0.0320876	0.0577157	0.0497607	0.0798673	0.0491825	0.154123	0.138998	0.113685	0.0689122	0.184415	0.0164918	0.122276	0.0745012	0.203595	0.0784199	0.0136697	0.279985	0.01573	0.120359	0.0410537	0.201882	0.0935288	0.0280384	0.356632	0.09327845	0.04551562	0.0460556	0.21372	0.0680849	0.00704747	0.0181438	0.0113595	0.0503259	0.000721716	0.0561675	0.0674339	0.130723	0.0299887	0.0333259	0.253252	0.0136501	0.4441725	7	27.46942	0.08595129	0.450815	0.772968	1.08441	1.69181	0.0992393	0.12827	0.0804572	0.383091	0.181042	0.127901	0.4896882	0.9070518
100	-612.0242	-521.7451	-90.27906	10.84603	3.608024	0.288986	0.067774	0.252718	0.15603	0.048512	0.000952458	0.0894688	0.26003	0.0392854	0.138191	0.225193	0.081095	0.173229	0.0765606	0.0286763	0.0374864	0.00268397	0.0978567	0.100309	0.0193702	0.11491	0.364292	0.0440246	0.0794285	0.0383536	0.166488	0.0156748	0.368969	0.201949	0.00674034	0.0233079	0.0640835	0.044367	0.129188	0.241462	0.749991	0.584957	0.0220754	0.217649	0.00496153	0.00584903	0.212108	0.0418619	0.0548096	0.11995	0.148681	0.318029	0.443067	0.0284345	0.0191556	0.168685	0.499011	0.470114	0.262087	0.449027	0.135972	0.174069	0.0662601	0.0963872	0.376434	0.1628192	-0.06006728	0.0663628	0.431347	0.0389348	0.0140577	0.0628231	0.0181426	0.0606518	0.007985	0.0135334	0.0556528	0.0613626	0.0187016	0.00234247	0.110262	0.0378402	0.5976214	10	26.46012	0.1328486	0.431441	0.760461	1.08423	1.72387	0.0808294	0.121715	0.0354096	0.427345	0.182329	0.152372	0.5375541	1.111742
200	-597.0942	-530.2833	-66.81085	23.39133	1.556136	0.190334	0.0342006	0.0783849	0.153106	0.0376605	0.0702363	0.082558	0.106124	0.0475103	0.0230176	0.220232	0.00708488	0.0145498	0.03117	0.0215721	0.212701	0.00968079	0.0355644	0.166165	0.0716499	0.064806	0.352622	0.0749222	0.00159507	0.0630753	0.104699	0.0418818	0.239543	0.194135	0.0473233	0.0755211	0.109242	0.280894	0.0214003	0.0689786	0.00685984	0.167088	0.00972385	0.0130565	0.500934	0.0147186	0.0598939	0.0332139	0.138892	0.264544	0.116837	0.275297	0.166693	0.0648599	0.0768195	0.0115613	0.0135928	0.618324	0.0909565	0.105975	0.00966875	0.0604466	0.0144013	0.176173	0.240576	0.1098493	-0.01862682	0.0233644	0.234889	0.0396513	0.214529	0.0060136	0.0563857	0.0574251	0.00320526	0.0222876	0.0226211	0.148572	0.0262752	0.0568786	0.0675673	0.0203352	0.3318134	9	30.45057	0.1134507	0.233865	0.597641	1.05356	2.11494	0.061495	0.218803	0.051577	0.468121	0.0620506	0.137953	0.3131866	1.059475
300	-587.7891	-519.2022	-68.58689	8.706181	3.605787	0.34117	0.0385053	0.262951	0.00101515	0.0252943	0.116347	0.0819007	0.0290263	0.0281614	0.105894	0.208761	0.126637	0.00315895	0.0706489	0.00905558	0.0699269	0.00679435	0.0236201	0.037264	0.00571155	0.064382	0.381223	0.0277416	0.184337	0.0146377	0.160328	0.0173077	0.0712153	0.115671	0.0234713	0.00285021	0.214831	0.191559	0.0381721	0.130939	0.443366	0.283747	0.189355	0.0779349	0.038685	0.339277	0.0351346	0.0674143	0.000109097	0.0409241	0.362389	0.064008	0.00726649	0.149902	0.0831995	0.122124	0.230492	0.920739	0.0217257	0.0299402	0.0283576	0.0561986	0.0081179	0.0977337	0.175322	0.1286531	-0.05564638	0.0210617	0.316213	0.023942	0.0059511	0.0450379	0.0413575	0.0524807	0.0211813	0.0128994	0.0893486	0.210517	0.0866856	0.000384417	0.0663641	0.00657619	0.6122797	10	29.53664	0.113803	0.431302	0.76037	1.08422	1.72411	0.119288	0.131036	0.0452397	0.474933	0.125853	0.103649	0.5566333	1.09997
400	-607.4497	-520.5137	-86.93598	27.54857	2.600787	0.0358931	0.168377	0.0789777	0.00698217	0.0345622	0.00749162	0.00112664	0.0313936	0.0101572	0.272038	0.105984	0.0435121	0.109525	0.0036027	0.130522	0.581663	0.0323707	0.02538	0.227962	0.0223891	0.17756	0.467836	0.0797445	0.0151895	0.0055536	0.0881198	0.565433	0.0428002	0.0716503	0.0190273	0.0394459	0.589322	0.104701	0.0217271	0.00944606	0.0611094	0.000449648	0.0676369	0.686604	0.244841	0.0822879	0.00541468	0.243369	0.20362	0.0647723	0.307674	0.0767294	0.174099	0.208146	0.0501167	0.167441	0.00293118	0.0320551	0.102739	0.367022	0.104376	0.0666299	0.00804962	0.180617	0.159963	0.1521617	-0.07473853	0.0488401	0.221844	0.0114135	0.0176513	0.0308881	0.0242398	0.0214718	0.00641808	0.0367681	0.108659	0.172773	0.0161372	0.0182735	0.207186	0.0574362	0.5368904	8	27.87713	0.08011911	0.355808	0.706718	1.07969	1.85779	0.0893004	0.208178	0.0550619	0.399929	0.12408	0.123451	0.4621519	1.161719
500	-592.8915	-510.9069	-81.98453	26.51634	4.742681	0.0222661	0.22841	0.145953	0.173074	0.0507066	0.288522	0.0759512	0.310957	0.162612	0.174311	0.194899	0.0120476	0.136728	0.0580392	0.00383284	0.145043	0.0891719	0.0503217	0.422389	0.0756159	0.0854085	0.197286	0.238409	0.0137494	0.0882893	0.0918142	0.0537955	0.0875256	0.107548	0.271083	0.0753589	0.170219	0.00416866	0.117554	0.00610084	0.120107	0.0728348	0.00685134	0.230074	0.113478	0.028284	0.0252803	0.118013	0.267763	0.135443	0.0460811	0.156829	0.221733	0.36864	0.0013841	0.0132627	0.144441	0.101471	0.00241486	0.0872664	0.00636459	0.586659	0.00805951	0.00800649	0.00677618	0.1228648	-0.03167681	0.00954727	0.335728	0.0452706	0.000278516	0.0153029	0.0396879	0.0571168	0.00633172	0.0134511	0.00543834	0.2027	0.0603248	0.0257085	0.171573	0.0115411	0.4117725	11	29.96218	0.06390829	0.491026	0.797522	1.08372	1.62773	0.158458	0.122865	0.0464593	0.445375	0.11315	0.113693	0.3800957	1.083339
600	-598.3136	-524.1421	-74.17152	9.582998	3.631497	0.0956328	0.0497582	0.135739	0.140074	0.179003	0.447616	0.415358	0.0481514	0.0842124	0.060436	0.372613	0.0860675	0.162116	0.0543147	0.167249	0.221861	0.0679077	0.051704	0.0192637	0.0242177	0.12187	0.209186	0.0107508	0.200702	0.0321404	0.0734631	0.0621458	0.114617	0.0625906	0.0280428	0.00356273	0.0146128	0.106825	0.0613459	0.365782	0.0174107	0.0426868	0.211505	0.00900843	0.0127732	0.0627321	0.051353	0.0521698	0.241536	0.0347572	0.224066	0.140569	0.0784192	0.0152336	0.22044	0.0592706	0.0925366	0.104731	0.0257114	0.0858774	0.0102944	0.135016	0.150543	0.0240805	0.378557	0.1136502	0.0547959	0.206685	0.240475	0.0175293	0.0865532	0.0118391	0.00672356	0.0614478	0.00914168	0.0395056	0.0699818	0.0448731	0.0565002	0.0101143	0.127506	0.0111248	0.4741246	10	31.09114	0.1405953	0.432897	0.761417	1.08425	1.72143	0.0967255	0.117058	0.0907415	0.404187	0.121555	0.169733	0.5289205	0.8964005
700	-613.4747	-521.0299	-92.44474	5.948526	1.97287	0.241806	0.0248608	0.269644	0.0283855	0.184009	0.0614234	0.20935	0.11301	0.0181301	0.652814	0.341156	0.0888803	0.121065	0.0674157	0.0165021	0.625835	0.00163518	0.0928483	0.0414402	0.154185	0.0361252	0.0102826	0.0125222	0.18519	0.0340507	0.0683433	0.00966443	0.580118	0.155636	0.00264713	0.00285022	0.303513	0.4617	0.0516847	0.0557089	0.0296609	0.0345259	0.385806	0.129617	0.0049958	0.0501468	0.0232987	0.0107637	0.282356	0.0604356	0.176779	1.16487	0.039736	0.0360353	0.389322	0.384413	0.237843	0.442436	0.185896	0.337387	0.664336	0.372517	0.212697	0.0135029	0.516817	0.1870385	0.05505817	0.0619778	0.359479	0.0085421	0.00342678	0.0158111	0.0288304	0.102506	0.0321897	0.0198155	0.0184137	0.142799	0.0566205	0.0156526	0.0833803	0.0505559	0.4158436	10	26.60773	0.1082088	0.290015	0.652097	1.0693	1.98859	0.104883	0.107155	0.0639451	0.395501	0.151606	0.176911	0.4709018	0.8830793
800	-597.1279	-526.745	-70.38293	28.76115	3.913054	0.0813339	0.216375	0.124733	0.122002	0.0127462	0.195974	0.00539379	0.181321	0.111168	0.0315928	0.132113	0.149809	0.0588067	0.040129	0.0631466	0.0163425	0.0188106	0.0405844	0.102027	0.00950168	0.0262391	0.306173	0.0921909	0.0273078	0.136111	0.0277051	0.127777	0.000408486	0.084858	0.0399761	0.00299863	0.00943918	0.0378751	0.00754644	0.167779	0.097622	0.0179218	0.0289665	0.0385957	0.339823	0.00131941	0.0875418	0.000414927	0.161176	0.0473126	0.0948909	0.0528845	0.0676425	0.28416	0.173792	0.144417	0.0636545	0.0497677	0.187647	0.0123468	0.00489295	0.0183957	0.156404	0.0533649	0.125338	0.08993828	0.0004486386	0.022003	0.313755	0.0750012	0.0468155	0.0150855	0.0193737	0.0788349	0.108071	0.0124061	0.000448292	0.141273	0.0621181	0.0260277	0.0744317	0.00435492	0.4485297	10	30.92475	0.04487588	0.449521	0.772148	1.0844	1.69393	0.123084	0.0968142	0.096548	0.361437	0.128092	0.194024	0.4489783	0.9990008
900	-637.528	-532.7017	-104.8262	9.663742	2.568409	0.761493	0.199991	0.474621	0.239405	0.0183011	0.243631	0.0164716	0.0354632	0.0154794	0.0613126	0.139322	0.10886	0.260846	0.0117163	0.0486078	0.604809	0.00136791	0.101373	0.0466832	0.0263286	0.00342945	0.059182	0.00528821	0.779764	0.069549	0.0406069	0.0321616	0.383605	0.285825	0.108784	0.0380545	0.0513677	0.159264	0.0472528	0.80903	0.0693805	0.0807641	0.279657	0.0144083	0.334233	0.0951736	0.390923	0.0626231	0.116796	0.975012	0.042687	0.0383153	0.012143	0.0835132	0.337512	0.219122	0.0204955	0.319489	0.00785729	0.293473	0.247538	0.0197397	0.0452784	0.0818318	0.0112515	0.176206	0.04809198	0.175182	0.3774	0.0313865	0.0672331	0.00305378	0.0215593	0.0924209	0.0349554	0.0444197	0.0249703	0.0152962	0.0340366	0.0178379	0.0580245	0.00222348	0.453264	6	34.04617	0.07480237	0.352848	0.704435	1.07936	1.86335	0.0794574	0.12732	0.0759349	0.461596	0.127174	0.128517	0.501356	0.9040762
