Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
11	0	-256.3122	-249.3153	-6.996897	1.603865	0.1423765	0.05280167	0.0437202	0.133639	0.146696	0.0178006	0.0013238	0.0313682	0.0053325	0.00938903	0.104044	0.0843267	0.0767664	0.159369	0.10097	0.0847654	0.000488851	0.03367574	18.78451	0.240931	0.604979	1.05598	2.09811	0.303606	0.243004	0.0657294	0.116859	0.128732	0.142069	0.0864774	0.3894166
12	0	-272.1784	-250.3295	-21.84893	2.449002	0.03475069	0.004562248	0.10159	0.00412755	0.100781	0.029342	0.0127916	0.0309769	0.120402	0.0123527	0.0552868	0.01185	0.00891645	0.147809	0.245957	0.11377	0.00404862	0.05840507	111.7951	0.341568	0.695596	1.07802	1.88481	0.21924	0.217701	0.177244	0.0920509	0.147003	0.14676	0.06296732	0.9275458
13	0	-274.6952	-255.2118	-19.48336	1.662928	0.03197878	0.006848171	0.00554633	0.10633	0.10436	0.0117365	0.0416035	0.0441293	0.0600673	0.00652612	0.157498	0.0404681	0.108448	0.0866344	0.135135	0.09022	0.00129699	0.01450889	129.6092	0.24943	0.613606	1.05871	2.07825	0.310043	0.269932	0.104377	0.0813827	0.099738	0.134528	0.02135706	0.6793486
14	0	-262.8932	-251.848	-11.04523	0.8560856	0.1285436	0.01933169	0.00774497	0.221656	0.0226538	0.0326496	0.0304109	0.00212957	0.0275279	0.0402459	0.069638	0.0593814	0.15098	0.0437609	0.206916	0.0286526	0.0556529	0.004112432	43.3286	0.107425	0.428771	0.971361	2.49244	0.334685	0.22604	0.109614	0.100549	0.106561	0.122551	0.02344412	0.1754142
15	0	-264.3235	-254.6708	-9.652731	1.787017	0.05017621	0.07617133	0.0273119	0.174529	0.0491412	0.047579	0.0159785	0.0392267	0.113722	0.0239235	0.000607384	0.0592138	0.0851546	0.027399	0.173656	0.0900646	0.0724931	0.01159988	25.90024	0.266454	0.630269	1.06362	2.03966	0.273065	0.315227	0.0540271	0.0727889	0.105664	0.179228	0.08777121	0.1321604
16	0	-263.1164	-253.233	-9.883406	2.398074	0.0909916	0.06828291	0.00513662	0.051646	0.0172229	0.00747007	0.0852267	0.000410627	0.0269477	0.0362111	0.148268	0.11188	0.0882246	0.16023	0.195523	0.0380499	0.0275542	0.01520379	25.72232	0.336575	0.691612	1.07737	1.89444	0.315881	0.227029	0.0761606	0.130933	0.124072	0.125924	0.0834867	0.1821103
17	0	-256.9799	-251.3231	-5.656781	1.346114	0.1373455	0.08782777	0.0940546	0.067056	0.0854206	0.0167281	0.0991501	0.00413389	0.0116586	0.0786463	0.00414246	0.00264505	0.158557	0.0443227	0.285954	0.0329584	0.0145726	0.02231424	15.86365	0.200542	0.560763	1.03994	2.19875	0.224086	0.213747	0.150992	0.0966154	0.154239	0.160321	0.110142	0.2025951
18	0	-261.2145	-252.5029	-8.711529	1.959819	0.1116894	0.1969266	0.0512023	0.10339	0.0413107	0.11757	0.0168267	0.0500035	0.0847811	0.0108071	0.0783384	0.024798	0.0917669	0.0338297	0.184487	0.0505275	0.0603613	0.1139581	17.77989	0.288431	0.650672	1.06895	1.99195	0.222288	0.197691	0.177947	0.0852235	0.116101	0.200749	0.3108847	0.3665607
19	0	-264.6993	-248.469	-16.23022	3.011741	0.02034633	0.02147732	0.0232651	0.285467	0.0613507	0.053187	0.0263571	0.0722645	0.0183163	0.0367482	0.126609	0.0431082	0.000315762	0.11826	0.110227	0.00494169	0.0195819	0.00446687	78.33025	0.390168	0.732176	1.08257	1.79508	0.272132	0.240973	0.10348	0.0977576	0.108785	0.176873	0.02594419	0.1721723
20	0	-263.6345	-253.6655	-9.968972	1.548522	0.04276883	0.05919399	0.0229917	0.231685	0.129475	0.105725	0.0309111	0.0611754	0.0151221	0.0537385	0.00955676	0.0032317	0.0542071	0.0434036	0.179491	0.0180228	0.0412634	0.01939133	37.76089	0.232722	0.596439	1.05315	2.11769	0.163251	0.232974	0.11922	0.10777	0.212844	0.163941	0.07858532	0.2467551
21	0	-259.6919	-253.2953	-6.396622	1.306932	0.07217014	0.03711011	0.0309838	0.174623	0.0949008	0.0515472	0.0296671	0.0398045	0.126515	0.101283	0.0223981	0.0925563	0.00347277	0.0350367	0.020601	0.173243	0.00336833	0.05359326	18.44136	0.193899	0.552912	1.03674	2.21645	0.265041	0.174847	0.0682914	0.106057	0.146346	0.239417	0.09070337	0.5908629
22	0	-257.7789	-251.8292	-5.949762	1.696362	0.06363022	0.0525757	0.03	0.0692683	0.193422	0.0673231	0.00239175	0.0743698	0.00677848	0.0666531	0.0123453	0.187577	0.00499805	0.0108314	0.186012	0.0639	0.0241294	0.02281773	15.83909	0.254126	0.618282	1.06014	2.06745	0.305912	0.182407	0.0963794	0.0489899	0.070815	0.295496	0.07539343	0.3026487
23	0	-260.4855	-252.4679	-8.017658	1.093053	0.2040282	0.02037348	0.0157012	0.275855	0.0323116	0.00897375	0.00120614	0.0792878	0.0762777	0.0435068	0.0464835	0.0561272	0.11729	0.0080666	0.0586678	0.0525435	0.127701	0.152064	12.02575	0.155138	0.503039	1.01386	2.32797	0.239414	0.254754	0.0588012	0.0882848	0.20766	0.151085	0.1724375	0.8818501
24	0	-250.5268	-247.4872	-3.039597	1.595867	0.143432	0.1201658	0.0344967	0.0982105	0.132177	0.0853232	0.000826778	0.0611682	0.0882116	0.0198006	0.0286944	0.0296151	0.128695	0.0248276	0.147772	0.0972103	0.0229714	0.0260982	14.1525	0.239759	0.603773	1.05559	2.10088	0.278597	0.249155	0.0741942	0.0593383	0.134876	0.20384	0.146264	0.1784321
25	0	-261.5274	-254.2887	-7.238688	2.214962	0.07399677	0.1186834	0.0250902	0.0355481	0.0540452	0.0418995	0.0389999	0.0970158	0.00945205	0.0828359	0.0340555	0.05938	0.15257	0.106127	0.2164	0.0129284	0.0336517	0.06944053	14.15433	0.317652	0.676085	1.07454	1.93172	0.206124	0.218338	0.0601027	0.101306	0.219334	0.194795	0.188124	0.3691211
26	0	-263.2188	-255.0939	-8.124893	0.9904699	0.05360042	0.04010118	0.029436	0.166041	0.0395618	0.0822732	0.0287001	0.0599779	0.0511159	0.0637035	0.142095	0.0104312	0.0562957	0.0110834	0.2036	0.0327796	0.0229056	0.003105884	49.71254	0.135048	0.473868	0.998403	2.39268	0.192448	0.360403	0.0767053	0.104591	0.128475	0.137378	0.04320706	0.07188371
27	0	-258.8827	-248.5972	-10.28554	1.768299	0.04730923	0.0100377	0.0309431	0.0416506	0.154094	0.0105487	0.00960524	0.0461508	0.0600627	0.0315609	0.0163568	0.108066	0.0898886	0.0207912	0.20451	0.10073	0.0750412	0.03109325	27.88259	0.263955	0.627873	1.06294	2.04523	0.301857	0.200105	0.112942	0.0826376	0.151206	0.151253	0.04113095	0.7559575
28	0	-264.9394	-249.4556	-15.48372	0.8286292	0.0246702	0.01010728	0.0124329	0.128479	0.297186	0.132868	0.0156355	0.0455704	0.147102	0.0178606	0.00901721	0.0264264	0.0682598	0.00884578	0.0445671	0.0236843	0.0220645	0.01378181	107.4174	0.101635	0.41841	0.964583	2.51537	0.284286	0.213871	0.0960579	0.0950883	0.147355	0.163341	0.02388909	0.5769081
29	0	-258.8734	-251.4087	-7.464643	1.539295	0.07597051	0.04405164	0.00554556	0.124738	0.0663786	0.00712388	0.0147873	0.0791945	0.0975104	0.111017	0.108324	0.0323704	0.150316	0.108345	0.00588375	0.0870235	0.00144267	0.02976702	25.83488	0.231329	0.594969	1.05265	2.12105	0.185028	0.359261	0.0829639	0.106285	0.130988	0.135473	0.07381866	0.4032452
30	0	-258.6296	-251.4002	-7.229399	1.173156	0.4195065	0.08471908	0.00818076	0.0926995	0.00991159	0.00105873	0.00279291	0.189401	0.0572016	0.00765941	0.0424746	0.0795802	0.00900832	0.0645217	0.0425914	0.195799	0.197119	0.1344051	10.5741	0.170155	0.523257	1.02366	2.28293	0.309261	0.240394	0.12353	0.0757254	0.148669	0.10242	0.2191242	0.6133741
31	0	-266.2287	-249.0169	-17.21182	2.692895	0.03032375	0.008885455	0.0881576	0.231194	0.0108382	0.0470891	0.0154206	0.031336	0.0283095	0.0207099	0.110093	0.0167905	0.0737887	0.00142046	0.283747	0.0231148	0.0179905	0.009659237	89.07418	0.364014	0.71297	1.08051	1.8425	0.238487	0.232242	0.101326	0.131354	0.192065	0.104525	0.01854469	0.5208626
32	0	-268.8707	-253.359	-15.5117	3.171682	0.06310785	0.02634737	0.0532833	0.161095	0.0889594	0.0533122	0.0792354	0.0428692	0.0571855	0.0216973	0.0340324	0.0734786	0.0175535	0.15133	0.0894284	0.00189303	0.074646	0.05986487	90.10963	0.402122	0.740611	1.08324	1.77402	0.252446	0.329099	0.0783058	0.127848	0.0884622	0.123839	0.08621224	0.6943895
33	0	-252.5469	-250.1447	-2.402229	1.222602	0.372608	0.3044292	0.0412605	0.20014	0.0909898	0.104287	0.0306896	0.0075897	0.0625803	0.0403887	0.0185616	0.0150092	0.0605038	0.036204	0.0929523	0.137493	0.0613508	0.01011775	6.386997	0.179125	0.53477	1.02892	2.25718	0.25585	0.254755	0.118813	0.0962809	0.0984052	0.175896	0.314547	0.03216612
34	0	-268.509	-256.976	-11.53302	0.8090963	0.03351774	0.03485518	0.0453943	0.0502441	0.0580165	0.0978637	0.0135929	0.0172292	0.0455447	0.0783717	0.0205246	0.00610628	0.281537	0.0240756	0.170009	0.0029081	0.0885829	0.003076422	56.66853	0.0974928	0.410771	0.959444	2.53229	0.169311	0.22944	0.144489	0.129409	0.119713	0.207638	0.0379316	0.08110445
35	0	-266.821	-256.0527	-10.76824	1.133867	0.04591382	0.03301894	0.00618579	0.101097	0.016571	0.040209	0.0513425	0.0283633	0.0427026	0.027586	0.095184	0.246439	0.0598297	0.0721523	0.134368	0.0717993	0.00617068	0.0002368778	48.50006	0.162864	0.513596	1.01907	2.30447	0.281401	0.312427	0.118392	0.0866829	0.0932716	0.107826	0.03325582	0.007122899
36	0	-264.8818	-254.4861	-10.39569	0.9879126	0.050263	0.05956291	0.00622041	0.0897747	0.0202978	0.0027181	0.0583259	0.0102196	0.333053	0.022927	0.0136918	0.0423488	0.110585	0.0122271	0.164827	0.106548	0.0062359	0.02286166	37.3093	0.134536	0.473088	0.997968	2.39441	0.360279	0.158878	0.12297	0.0879434	0.13851	0.13142	0.08242458	0.2773646
37	0	-254.938	-242.1369	-12.80113	7.469606	0.08043074	0.0474451	0.0233161	0.27695	0.0439913	0.0234698	0.00433528	0.0641785	0.0786002	0.0153165	0.0273233	0.071371	0.0647396	0.0219598	0.258372	0.00421159	0.0218649	0.006431869	30.38858	0.580623	0.84631	1.07786	1.49521	0.334417	0.199708	0.0957547	0.0745013	0.117332	0.178287	0.05387697	0.1193807
38	0	-274.1102	-254.6658	-19.44445	1.834092	0.01796914	0.005239789	0.0458853	0.0537424	0.101393	0.00592196	0.0032437	0.0213274	0.174801	0.0337977	0.0292454	0.0492859	0.134194	0.148619	0.0307386	0.0903237	0.0774807	0.0285102	101.9674	0.272632	0.636126	1.06522	2.02602	0.191935	0.231659	0.125568	0.0533361	0.274478	0.123024	0.03374999	0.844747
39	0	-261.9808	-250.4884	-11.49239	1.720365	0.02861299	0.05183843	0.0115624	0.0998156	0.0923962	0.0276723	0.0172437	0.00901001	0.0433065	0.0578692	0.100695	0.00801984	0.0689571	0.0560371	0.20484	0.102454	0.100121	0.003229456	40.19756	0.257446	0.621552	1.06111	2.05989	0.169153	0.227538	0.169381	0.0990288	0.212252	0.122648	0.05506789	0.05864499
40	0	-266.8349	-252.9232	-13.91166	3.222988	0.02054684	0.03027356	0.0661645	0.105995	0.0219887	0.0413629	0.0121123	0.0390558	0.172841	0.0355928	0.0393761	0.0312041	0.0153486	0.0387284	0.0577006	0.181257	0.141272	0.00375489	53.47414	0.405809	0.743172	1.08342	1.7676	0.235654	0.258234	0.148584	0.052485	0.158599	0.146444	0.03402845	0.1103456
41	0	-255.997	-251.563	-4.434023	1.370219	0.1540882	0.07455982	0.0516439	0.137185	0.0661755	0.0658474	0.0151243	0.0123783	0.138747	0.0417725	0.014158	0.0803754	0.0802668	0.0537793	0.102508	0.0897618	0.0502773	0.07756452	10.75516	0.20456	0.565425	1.04179	2.18822	0.216685	0.169144	0.137705	0.071637	0.15635	0.248479	0.1521243	0.5098758
42	0	-262.0657	-252.5701	-9.495622	1.485939	0.04211521	0.0355588	0.0471972	0.18946	0.0525975	0.0220346	0.0719566	0.015398	0.0990351	0.0183704	0.10228	0.135915	0.0520166	0.0074446	0.138254	0.00826629	0.0397735	0.008789428	37.27842	0.223142	0.586199	1.04959	2.14107	0.306798	0.219579	0.0768502	0.0778349	0.206429	0.112509	0.04434822	0.1981912
43	0	-270.5453	-253.3954	-17.14988	0.9230376	0.01718038	0.01344408	0.0275518	0.224156	0.0257956	0.0406891	0.0172024	0.0463005	0.0323724	0.0022973	0.200633	0.087655	0.110455	0.00863586	0.0390368	0.120182	0.017037	0.02017896	94.29538	0.121353	0.45233	0.985977	2.44034	0.185547	0.301974	0.0831886	0.116607	0.193205	0.119479	0.03362304	0.6001527
44	0	-266.1027	-252.9241	-13.1786	3.091979	0.03196523	0.02215163	0.0428433	0.0570051	0.0796631	0.0749652	0.023058	0.0942524	0.00215774	0.036328	0.0606347	0.143335	0.0083134	0.0323434	0.205041	0.106848	0.0332121	0.01482088	54.52161	0.396255	0.736497	1.08293	1.78431	0.165855	0.267724	0.139581	0.110086	0.155244	0.16151	0.03697251	0.4008622
45	0	-257.1245	-254.0798	-3.044712	1.420826	0.09902301	0.1635017	0.0105986	0.170831	0.0592226	0.0533738	0.00600282	0.0381831	0.0824479	0.0826305	0.0262753	0.0745283	0.069405	0.0403999	0.231166	0.0438887	0.0110457	0.009040486	9.461109	0.212829	0.574825	1.04541	2.16693	0.184094	0.189297	0.0680392	0.121372	0.1297	0.307497	0.1725422	0.05239581
46	0	-258.5285	-253.4655	-5.063026	1.623603	0.1029033	0.1465876	0.0562386	0.130664	0.0374699	0.0622024	0.016539	0.138591	0.0419091	0.12205	0.00897315	0.116214	0.0430255	0.0498603	0.0601888	0.108738	0.00733654	0.0530155	11.28363	0.243801	0.607916	1.05693	2.09136	0.146728	0.208536	0.12168	0.158161	0.176329	0.188565	0.1996031	0.2656046
47	0	-261.6788	-246.5635	-15.11521	3.531536	0.01847526	0.02526218	0.0218097	0.0933918	0.0794678	0.0258388	0.0267823	0.0499961	0.0542668	0.0764211	0.0296433	0.0339444	0.12476	0.0181274	0.149992	0.213601	0.00195759	0.005726951	52.68457	0.426616	0.757273	1.08412	1.73199	0.347599	0.235012	0.0901874	0.0732877	0.0861162	0.167798	0.03098913	0.1848052
48	0	-259.0163	-251.4973	-7.518936	2.05567	0.1123868	0.01696578	0.00218259	0.0116296	0.190598	0.0339012	0.0464528	0.0630791	0.0801863	0.00920843	0.0482403	0.163931	0.0681764	0.0162202	0.157807	0.0982032	0.0101847	0.03003042	21.14382	0.299831	0.660806	1.07132	1.96804	0.329519	0.160999	0.113676	0.0814414	0.135354	0.17901	0.04699619	0.6389968
49	0	-275.7725	-258.8244	-16.94809	3.268195	0.02221532	0.01775855	0.0340387	0.0806466	0.0145008	0.0210293	0.0472793	0.167175	0.028027	0.049542	0.184956	0.102468	0.0427112	0.0366014	0.0810769	0.00797301	0.101975	0.008422217	72.48232	0.409002	0.745373	1.08355	1.76207	0.227433	0.321262	0.0921799	0.107681	0.116098	0.135346	0.02618077	0.3216948
50	0	-277.1601	-255.6933	-21.46675	1.478851	0.04936813	-0.001057311	0.0424323	0.110861	0.238383	0.0007463	0.00198876	0.0235391	0.00449611	0.00107518	0.0887669	0.0543897	0.0534123	0.155791	0.0530731	0.122057	0.0489881	0.02761816	186.9321	0.222037	0.584998	1.04916	2.14381	0.266072	0.292775	0.131866	0.10702	0.0776941	0.124573	0.02656085	1.039807
51	0	-262.2302	-252.029	-10.20123	0.9118044	0.06654452	0.04684351	0.0300784	0.203068	0.0497278	0.02957	0.0228864	0.0279106	0.00828761	0.0100109	0.0943912	0.0292948	0.27437	0.0854774	0.0599794	0.0231228	0.0518252	0.0006503815	44.99156	0.119038	0.448537	0.983697	2.44873	0.255938	0.261192	0.0723881	0.0901457	0.116292	0.204044	0.04749389	0.013694
52	0	-253.2065	-248.8289	-4.377595	4.23194	0.2002031	0.1762042	0.0207555	0.233148	0.0700161	0.0914344	0.00851158	0.0982912	0.0100634	0.00942023	0.0460118	0.0656253	0.0602269	0.0983828	0.104282	0.00665073	0.0771795	0.05691957	6.833569	0.466667	0.782866	1.0843	1.66617	0.199845	0.284386	0.109648	0.102557	0.17495	0.128613	0.2331238	0.2441603
53	0	-260.372	-248.8373	-11.53466	3.044302	0.1281369	0.04825504	0.0217728	0.0697267	0.280979	0.0284819	0.00898131	0.0351208	0.0423928	0.00660396	0.0994917	0.0698214	0.0116599	0.0675567	0.145243	0.0679032	0.0442657	0.07724056	30.69435	0.39266	0.733952	1.08273	1.79066	0.256311	0.197862	0.12193	0.145306	0.165461	0.11313	0.1254956	0.6154842
54	0	-256.895	-254.6777	-2.21735	0.7887007	0.1907714	0.1033656	0.0375311	0.0703063	0.0400001	0.0623359	0.138863	0.015774	0.00795687	0.0468432	0.0135174	0.0346816	0.00176343	0.126859	0.223964	0.0354975	0.144106	0.002225023	16.03366	0.0931522	0.402545	0.953774	2.55053	0.231445	0.21027	0.202849	0.0737715	0.184501	0.097165	0.1055906	0.02107217
55	0	-258.9279	-247.0293	-11.89862	2.43422	0.1009157	0.006018586	0.0342263	0.0787356	0.00472536	0.00560856	0.0184058	0.0476231	0.0458799	0.0689112	0.130957	0.041152	0.0879058	0.215458	0.135042	0.0595941	0.0257751	0.05165436	62.92862	0.34013	0.694454	1.07784	1.88758	0.181885	0.303946	0.0946812	0.123506	0.1696	0.126381	0.05767294	0.8956428
56	0	-251.0163	-249.0325	-1.983805	1.888503	0.2220673	0.1233309	0.0195404	0.129825	0.0571954	0.0130321	0.0171182	0.00539819	0.0140386	0.047457	0.0660813	0.183216	0.091191	0.071146	0.153844	0.0955942	0.0353236	0.03728558	7.12172	0.279592	0.642608	1.06693	2.01087	0.210426	0.302277	0.106886	0.116914	0.097575	0.165921	0.1606165	0.2321405
57	0	-258.239	-251.2242	-7.014802	1.961334	0.1321424	0.06347724	0.0350823	0.132496	0.0928587	0.0565742	0.00755834	0.114958	0.0618956	0.0206751	0.0985041	0.0402012	0.0336593	0.0386559	0.0772594	0.171755	0.0178657	0.002360522	22.13002	0.288615	0.650838	1.06899	1.99156	0.245976	0.257097	0.0811633	0.13984	0.136607	0.139317	0.06583777	0.03585361
58	0	-255.7123	-250.0744	-5.637826	1.334554	0.09914469	0.06711882	0.0199661	0.10479	0.0964044	0.0413136	0.0112554	0.256001	0.0151613	0.0089135	0.00701878	0.0617455	0.126865	0.0520656	0.103324	0.0887179	0.00645699	0.06378058	13.25381	0.198596	0.558482	1.03902	2.2039	0.225997	0.315806	0.113009	0.0770724	0.124649	0.143466	0.1308994	0.4872488
59	0	-254.2834	-248.8066	-5.476737	1.21837	0.1024137	0.07144846	0.0737795	0.00283252	0.0689188	0.0630016	0.020242	0.167869	0.0183161	0.0269375	0.0306397	0.0394368	0.203551	0.0337125	0.181438	0.0565985	0.0127268	0.002923252	23.7679	0.178366	0.533811	1.02849	2.25933	0.277168	0.184811	0.0799019	0.087372	0.16954	0.201207	0.07437171	0.03930597
60	0	-258.4848	-247.8786	-10.6062	3.327044	0.05488956	0.04636315	0.0249805	0.222368	0.0300605	0.031279	0.0456081	0.0067947	0.0126118	0.0129859	0.0452327	0.00350506	0.104995	0.157023	0.231123	0.0277283	0.0437045	0.00128667	42.98538	0.41308	0.748166	1.08371	1.75504	0.242896	0.317431	0.0718	0.0888097	0.125014	0.15405	0.04764982	0.02700263
61	0	-264.999	-256.9878	-8.011234	1.409862	0.06150892	0.02849998	0.056512	0.140795	0.0140058	0.0788568	0.0712348	0.178789	0.00803744	0.0723256	0.0176248	0.125731	0.0013981	0.0552335	0.0355177	0.120989	0.0229494	0.02639827	22.4134	0.211056	0.572831	1.04466	2.17145	0.267083	0.291557	0.0773145	0.116345	0.0882126	0.159488	0.05489825	0.4808582
62	0	-264.2023	-251.2472	-12.95507	1.762587	0.02588891	0.02138872	0.00602035	0.0479434	0.021304	0.0071513	0.0387513	0.12825	0.14689	0.0279304	0.0082388	0.244631	0.0342181	0.0120068	0.139708	0.0181094	0.118847	0.003527414	68.57915	0.263188	0.627134	1.06273	2.04695	0.249143	0.249807	0.0897255	0.079721	0.186173	0.145431	0.02491613	0.1415715
63	0	-261.8051	-247.4232	-14.38186	4.631628	0.03015206	0.0223941	0.0624632	0.0616021	0.0842653	0.0405336	0.0510591	0.0136991	0.111069	0.035104	0.0426144	0.0101981	0.0296633	0.026149	0.272017	0.0842933	0.0752695	0.003000991	57.87612	0.486019	0.794562	1.08388	1.63554	0.201509	0.21824	0.113782	0.103195	0.193229	0.170045	0.02539509	0.1181721
64	0	-271.6193	-250.5273	-21.09205	0.6734031	0.03121482	0.01339558	0.0477387	0.0175348	0.013181	0.00648393	0.0255508	0.110733	0.0307224	0.0748808	0.0416599	0.180869	0.0219013	0.0686692	0.0710514	0.264103	0.0249205	0.006301631	288.2358	0.0685187	0.350706	0.914599	2.66618	0.171966	0.250417	0.151388	0.109341	0.164488	0.152399	0.01969721	0.3199251
65	0	-264.6724	-256.0891	-8.583253	2.01195	0.05838046	0.03953437	0.00507545	0.215417	0.027727	0.0296587	0.0539125	0.0552262	0.0443051	0.0285558	0.0901927	0.00767574	0.0677699	0.0796802	0.00845144	0.157014	0.129338	0.01982378	21.364	0.294697	0.656278	1.07029	1.97874	0.21036	0.178385	0.105462	0.198384	0.169189	0.138219	0.05935815	0.333969
66	0	-262.9143	-251.1534	-11.76096	1.219414	0.04038741	0.01503088	0.00750281	0.186077	0.182093	0.0188852	0.0485049	0.113423	0.00229592	0.000924124	0.0677658	0.0356456	0.0407493	0.0912313	0.0683769	0.126887	0.00963849	0.02287256	39.24222	0.178553	0.534048	1.0286	2.2588	0.208672	0.330002	0.077135	0.0769471	0.176023	0.131221	0.03790345	0.6034429
67	0	-253.442	-248.1423	-5.29971	1.555125	0.08443679	0.1308302	0.0215041	0.034409	0.069235	0.0350458	0.0336952	0.0179571	0.0229929	0.00669828	0.157949	0.24723	0.0571507	0.0419763	0.179496	0.0584633	0.0161982	0.001325405	18.24658	0.233714	0.597482	1.0535	2.1153	0.225756	0.266877	0.119011	0.111906	0.138546	0.137904	0.1321556	0.01002913
