Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-595.3039	-545.079	-50.22486	1.623754	2.962666	0.0271721	0.0391857	0.129078	0.0065212	0.0375747	0.289974	0.0641881	0.0588253	0.0493343	0.0122733	0.00485882	0.101776	0.0539202	0.0232025	0.156728	0.0148401	0.0125658	0.000336048	0.0188129	0.0735894	0.113036	0.00612262	0.0331721	0.0286015	0.0178294	0.0196302	0.00582185	0.154958	0.11893	0.0404745	0.0385625	0.0242118	0.0109413	0.022426	0.0281328	0.167036	0.117128	0.000285449	0.0939761	0.0845309	0.04415428	0.008433497	0.00277082	0.0835964	0.219588	0.0239755	0.178696	0.00866063	0.0398739	0.000102964	0.106682	0.116249	0.0220723	0.0763445	0.0283539	0.0462	0.0468339	0.1890674	4	71.45173	0.02667582	0.386353	0.72944	1.08233	1.80188	0.117316	0.371298	0.14094	0.106075	0.19809	0.0662812	0.1975009	0.9572989
100	-587.8412	-536.671	-51.17016	3.923673	4.045896	0.0791151	0.0696421	0.0419158	0.034222	0.141804	0.023285	0.0121191	0.0720829	0.0338799	0.0124847	0.0154668	0.0133909	0.0446825	0.0127811	0.0132875	0.00511669	0.0794567	0.0131902	0.135643	0.121	0.000382154	0.00293535	0.0187895	0.05776	0.0532769	0.00593017	0.16213	0.0232586	0.0297735	0.0480226	0.0205828	0.0300132	0.103347	0.000630498	0.00427891	0.0117952	0.435702	0.175855	0.0319417	0.0666744	0.05275817	0.001430113	0.0380121	0.0504551	0.303678	0.0235351	0.0157017	0.0086602	0.0263346	0.0142093	0.0511704	0.0933613	0.0156091	0.217012	0.0116585	0.0538599	0.0767426	0.10002	5	66.95484	0.03621482	0.456866	0.776781	1.08439	1.68196	0.145273	0.221008	0.19873	0.115024	0.250217	0.0697486	0.1014501	0.9859033
200	-606.0723	-556.4464	-49.62591	4.334984	4.224346	0.0405814	0.00246049	0.0752526	0.16143	0.034321	0.060997	0.00046477	0.151125	0.0679121	0.023685	0.0113026	0.0655321	0.0660893	0.140741	0.0698476	0.00212576	0.0135754	0.0369296	0.00827332	0.0498484	0.00573966	0.0309949	0.0608173	0.0458858	0.00805571	0.0450622	0.00480676	0.0456799	0.0164148	0.112279	0.0415867	0.0637211	0.120419	0.0845106	0.158032	0.0641421	0.0309764	0.0134921	0.0634171	0.0162298	0.05195423	0.02914602	0.059284	0.0166673	0.327511	0.0232061	0.00171381	0.0235691	0.00558915	0.0524303	0.106322	0.0595221	0.00138012	0.0658798	0.00487287	0.216288	0.0357644	0.1871497	4	66.54881	0.02441041	0.466277	0.782627	1.0843	1.66679	0.203438	0.201321	0.223896	0.108748	0.204723	0.057874	0.2162957	0.8652492
300	-596.6607	-554.7753	-41.88539	5.426723	4.089234	0.0398762	0.0379803	0.0327608	0.0617247	0.0643389	0.0810331	0.00919677	0.221239	0.0181449	0.00980473	0.00801501	0.132782	0.0187858	0.00662098	0.0551242	0.0126641	0.0112482	0.0450427	0.0391517	0.0119363	0.00133317	0.0727633	0.0366687	0.0423753	0.00532688	0.132314	0.0614692	0.0168278	0.00730925	0.304248	0.00513738	0.0041542	0.0251033	0.00860621	0.00919858	0.0339656	0.028051	0.00185895	0.1194	0.203507	0.04246542	0.0101425	0.127357	0.0272764	0.081347	0.0368391	0.00901406	0.0144017	0.0938079	0.0487411	0.186771	0.00924987	0.0690331	0.0732728	0.0667691	0.106474	0.0496464	0.2008682	5	59.7636	0.03020405	0.459198	0.778239	1.08438	1.67819	0.191094	0.193185	0.236789	0.159608	0.140586	0.0787384	0.2110107	0.9519337
400	-584.601	-544.0064	-40.59458	3.555515	3.864201	0.0122545	0.0247034	0.115582	0.0414142	0.218009	0.0684267	0.0506896	0.0702308	0.0257204	0.0120896	0.0265171	0.178158	0.0550964	0.0280079	0.115123	0.0059596	0.0268856	0.0795998	0.0629052	0.0420215	0.0319875	0.0217121	0.0217106	0.0304622	0.013122	0.020881	0.0684355	0.0175615	0.0405518	0.00869383	0.0318477	0.0156226	0.111025	0.0541518	0.00340995	0.0012261	0.0358118	0.177108	0.0635155	0.0711183	0.04700429	0.01239382	0.0816773	0.0431695	0.167872	0.00861956	0.0404862	0.0143476	0.00760551	0.0217244	0.0779498	0.0981178	0.0189393	0.0762186	0.0346709	0.175543	0.133058	0.1351388	7	72.1623	0.03071842	0.446743	0.770378	1.0844	1.69848	0.210215	0.240223	0.151025	0.143914	0.156386	0.0982381	0.1475327	0.9159927
500	-580.6124	-542.4678	-38.14467	19.12779	2.281045	0.00300603	0.0279191	0.102312	0.0167517	0.00478948	0.0380814	0.0236825	0.0666302	0.172037	0.00728595	0.023925	0.00860045	0.0647277	0.0411007	0.0049531	0.0151583	0.0140443	0.00261681	0.162635	0.0306861	0.0290561	0.0351249	0.00494364	0.0108964	0.0325452	0.0539015	0.0936465	0.00115196	0.000892366	0.0554734	0.0530609	0.0253634	0.0326464	0.0675134	0.0812116	0.00810225	0.0237987	0.00312548	0.0245501	0.0626887	0.05114137	0.01249132	0.0236118	0.0278395	0.209882	0.0464635	0.103304	0.0238879	0.117052	0.0277482	0.0439043	0.0332589	0.0537088	0.106035	0.00301039	0.111525	0.0687685	0.08999125	8	85.87397	0.01809399	0.324664	0.681919	1.07566	1.91776	0.167414	0.196303	0.217935	0.135655	0.176098	0.106595	0.1024826	0.8781127
600	-591.2366	-546.5621	-44.67447	9.039616	1.377209	0.0339419	0.0383372	0.0789508	0.222122	0.00152415	0.0300987	0.00181011	0.0262066	0.0566914	0.00726272	0.067405	0.0219207	0.00418609	0.00603652	0.0370015	0.0310127	0.0238421	0.00763888	0.0627542	0.00127123	0.0117437	0.24761	0.0154587	0.0406138	0.0367774	0.0991336	0.0269556	0.0183595	0.0346721	0.0115817	0.00682909	0.146243	0.102528	0.021963	0.0580492	0.00854977	0.0131109	0.0941593	0.0139094	0.00972894	0.03802132	-0.01663335	0.0379413	0.157178	0.164916	0.0186436	0.105654	0.0642246	0.0429774	0.0235071	0.0356115	0.0191989	0.0223666	0.209869	0.0151178	0.0629398	0.0198539	0.1121212	6	66.29223	0.0564501	0.205716	0.566754	1.04232	2.18521	0.149477	0.147815	0.135928	0.179205	0.302172	0.0854033	0.09548788	1.174193
700	-607.4105	-550.5572	-56.85324	11.22815	2.478482	0.012033	0.0788738	0.0231853	0.123318	0.0637544	0.0585883	0.0620665	0.0762989	0.0327131	0.00142491	0.0112017	0.356729	0.0726849	0.127774	0.125383	0.0193343	0.0726808	0.0620809	0.057976	0.218673	0.0442018	0.0572004	0.140948	0.0630336	0.0209165	0.012584	0.00799649	0.0148095	0.133906	0.165549	0.110909	0.0666145	0.00790254	0.0347326	0.0621576	0.0237569	0.0803004	0.0184514	0.029876	0.0245443	0.1018863	-0.002111896	0.111914	0.0523217	0.219197	0.0418055	0.000358447	0.0139602	0.0166947	0.0210899	0.0162713	0.0164242	0.0736333	0.104818	0.0476871	0.136478	0.127347	0.1618607	3	84.41638	0.02421813	0.344407	0.697842	1.07838	1.87937	0.13542	0.260569	0.145152	0.124759	0.241125	0.0929743	0.1597488	1.01322
800	-592.4848	-550.4408	-42.04393	31.92058	3.651906	0.0146835	0.00130307	0.00897488	0.0902629	0.119742	0.0326663	0.0556414	0.0812151	0.0127129	0.0484285	0.0260275	0.0644566	0.0391344	0.00353206	0.00819535	0.00794636	0.03193	0.0115803	0.0559032	0.176305	0.0085435	0.0256693	0.0111061	0.0863051	0.0782331	0.0316637	0.0152445	0.0170891	0.058853	0.0682212	0.00983841	0.0528145	0.00998995	0.0522147	0.0809557	0.017674	0.0716211	0.032264	0.0358298	0.020224	0.03921499	0.02260155	0.0827984	0.0896639	0.112879	0.00730475	0.076502	0.0152017	0.0700396	0.0559904	0.0484333	0.0603373	0.0225085	0.101252	0.0563847	0.102319	0.0983857	0.1154843	5	71.42672	0.02020321	0.434154	0.762241	1.08427	1.71933	0.128473	0.226494	0.22043	0.10866	0.200727	0.115216	0.1380858	0.8363224
900	-610.2285	-556.9679	-53.26053	9.345656	1.995843	0.0154261	0.139426	0.0568378	0.185942	0.0888996	0.00844908	0.16909	0.122513	0.0349656	0.0101705	0.0981886	0.19206	0.177434	0.1523	0.0852747	0.0380232	0.118791	0.00250006	0.0742545	0.165923	0.00487656	0.0731001	0.049081	0.0175938	0.0220917	0.0245424	0.0229641	0.0872155	0.0557394	0.131593	0.00592433	0.00203493	0.0399749	0.00892602	0.0762759	0.02099	0.148105	0.0156778	0.195536	0.310993	0.08055967	0.01673826	0.174544	0.0508843	0.157909	0.0148172	0.0538718	0.0285751	0.0296774	0.00667429	0.0863985	0.0565422	0.0125186	0.127726	0.0243301	0.0355985	0.139932	0.1853905	7	98.75922	0.02247075	0.292778	0.654571	1.06989	1.98277	0.116774	0.198121	0.171879	0.154155	0.239862	0.119209	0.2021287	0.9171901
