Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-587.3385	-498.9564	-88.38205	10.37787	1.769731	0.530745	0.0199164	0.353429	0.722785	0.029898	0.18193	0.525491	0.0616981	0.0521545	0.248937	0.444021	0.0591087	0.610689	0.203449	0.108157	0.28646	0.0806022	0.33579	0.0400235	0.242455	0.0684294	0.390741	0.0743013	0.0407547	0.0511492	0.440854	0.165397	0.393048	0.782089	0.0403501	0.224167	0.625873	0.175424	0.540246	0.00543506	0.726389	0.184669	0.98678	0.2385233	0.08124691	0.00649649	0.302543	0.044215	0.0330211	0.0298733	0.0171686	0.100941	0.0263853	0.0706818	0.0275453	0.166783	0.0300352	0.00434325	0.13231	0.00765702	0.3215731	3	32.18695	0.08030916	0.264147	0.628058	1.06299	2.0448	0.101037	0.147677	0.0553794	0.404435	0.155251	0.136221	0.40282	0.7983047
100	-583.0845	-503.4211	-79.66345	6.790683	3.309528	0.031541	0.438536	0.477844	0.405691	0.0148892	0.201774	0.270043	0.166482	0.29698	0.146867	0.0132845	0.503335	0.502966	0.488527	0.170585	0.0376987	0.306361	1.02632	0.0323451	0.234817	0.0487575	0.198906	0.220887	0.113316	0.222666	0.056972	0.184086	0.17294	0.146574	0.0688896	0.161564	0.0465507	0.0132154	0.172738	0.0151429	0.217568	0.126595	0.312781	0.2510775	0.0004967913	0.0417794	0.331241	0.0714467	0.00708411	0.00473436	0.0151898	0.161479	0.0490729	0.0571411	0.0105281	0.0651235	0.0387475	0.0242746	0.121303	0.000854855	0.6093539	1	35.62017	0.05935584	0.411875	0.747343	1.08367	1.75711	0.151754	0.103289	0.0624779	0.387815	0.143996	0.150668	0.6098507	0.9991854
200	-584.0542	-498.9558	-85.09844	33.49556	2.640888	0.121908	0.549356	0.163631	0.26465	0.261833	0.037772	0.0509675	0.053633	0.2418	0.076944	0.0262224	0.313616	0.0479798	0.353113	0.00592207	0.0714806	0.63604	0.21609	0.0703105	0.365987	0.272872	0.1007	0.0866222	0.00033308	0.391197	0.0967979	0.0472846	0.107031	0.0443106	0.229885	0.0770476	0.0339827	0.170662	0.180557	0.00817356	0.0803648	0.253044	0.340827	0.1889029	-0.05321935	0.00820898	0.378397	0.0702829	0.0792226	0.0164899	0.00132307	0.150872	0.00853023	0.0048339	0.00405417	0.0186567	0.149742	0.00783607	0.0971438	0.00440652	0.2597341	2	33.68259	0.04718232	0.35942	0.709483	1.08006	1.85104	0.0757997	0.12276	0.100069	0.378399	0.181265	0.141707	0.2065147	1.257702
300	-584.3793	-497.1352	-87.2441	28.80667	1.303447	0.143271	0.0330337	0.529437	0.170552	0.175082	0.165982	0.325729	0.0248792	0.340107	0.0524926	0.0921786	0.287778	0.461705	0.0329056	0.0097305	0.152562	0.0420656	0.00535964	0.079741	0.0867429	0.0817089	0.174415	0.168446	0.121608	0.0238361	0.0151941	0.337893	0.128214	0.109641	0.4676	0.20065	0.513102	0.482791	0.670141	0.0216628	0.0130952	0.134477	0.499454	0.2061515	-0.01145729	0.0280362	0.395484	0.0404054	0.151032	0.0220916	0.048114	0.037156	0.0151276	0.0292692	0.00429859	0.0290494	0.0546615	0.0117582	0.122003	0.0115138	0.2792473	3	36.02848	0.06488329	0.193301	0.552197	1.03644	2.21806	0.106361	0.112052	0.0444536	0.419687	0.140291	0.177154	0.26779	1.042785
400	-578.5706	-494.0396	-84.53104	24.76708	2.106854	0.441092	0.375855	0.0225858	0.27859	0.37272	0.332576	0.0317907	0.374169	0.00875187	0.101488	0.0197732	0.219748	0.0825586	0.154298	0.030959	0.232224	0.0151046	0.143004	0.830274	0.988617	0.105132	0.114282	0.00616627	0.0340215	0.178037	0.0213408	0.349051	0.49018	0.107424	0.16106	0.6439	1.01035	0.86012	0.214522	0.504808	0.703512	0.367657	0.120311	0.3198274	-0.1417331	0.0217146	0.447535	0.0378229	0.020443	0.00635641	0.00316177	0.0352928	0.00314334	0.0608362	0.00306781	0.182922	0.0425161	0.0166701	0.108802	0.00971647	0.4262948	4	27.35713	0.09328862	0.305705	0.665916	1.07245	1.95593	0.113369	0.0852361	0.0821699	0.430142	0.14846	0.140623	0.2845618	1.498075
500	-579.3216	-494.2008	-85.1208	29.83663	6.997844	0.0697396	0.368739	0.062582	0.253056	0.733869	0.381894	0.068539	0.206961	0.103344	0.292284	0.248103	4.02261e-05	0.122247	0.202869	0.327445	0.149176	0.000910412	0.529634	0.265758	0.171138	0.0006831	0.0134037	0.0242481	0.185836	0.346753	0.601131	0.0328359	0.0259043	0.104726	0.270557	0.0650674	0.0628565	0.18082	0.0563034	0.108195	0.044166	0.0801844	0.344109	0.1954056	0.02529339	0.00503251	0.314078	0.0264018	0.147743	0.0166406	0.0052705	0.0457113	0.0205648	0.0291279	0.00495252	0.202474	0.0185903	0.00417967	0.157138	0.00209497	0.4401764	4	41.14024	0.07101837	0.568527	0.840153	1.07896	1.51236	0.112222	0.141871	0.0747587	0.35227	0.17188	0.146999	0.4654698	0.9456605
600	-554.8969	-487.736	-67.16085	24.47993	4.307269	0.0581579	0.0167839	0.0199011	0.0642887	0.0478794	0.0702949	0.103292	0.0897654	0.0908546	0.479619	0.0794728	0.0250647	0.0813595	0.162082	0.0416201	0.41017	0.00339065	0.473507	0.0927609	0.125157	0.305944	0.0116126	0.0448644	0.0495285	0.0274504	0.0748653	0.0599058	0.153363	0.352243	0.0949795	0.399133	0.157178	0.0574875	0.155846	0.00203763	0.0564479	0.184316	0.188001	0.1150288	-0.02214583	0.0471119	0.27837	0.00962938	0.0272971	0.00685534	0.0608651	0.138743	0.0312609	0.0102988	0.0767998	0.117931	0.0173198	0.0332111	0.14126	0.00304803	0.3129565	1	36.04976	0.06391648	0.470485	0.785207	1.08424	1.66007	0.176139	0.108804	0.0785238	0.33792	0.154609	0.144005	0.2908107	1.076152
700	-565.6625	-495.7139	-69.94863	24.22073	1.452808	0.0844894	0.399533	0.218508	0.290915	0.0252027	0.0169145	0.257883	0.000402303	0.26269	0.0403045	0.0827947	0.350155	0.11566	0.0303674	0.0488238	0.102123	0.027206	0.26717	0.133827	0.121698	0.34073	0.314865	0.0426618	0.0521684	0.12833	0.306661	0.245719	0.288542	0.189686	0.000528892	0.0554971	0.00505889	0.000519509	0.318984	0.0127541	0.00536095	0.120733	0.203053	0.1817191	0.006792016	0.00399023	0.296365	0.0714304	0.0918468	0.00343436	0.0740983	0.114962	0.0161663	0.0011058	0.144229	0.0231354	0.0104371	0.00868503	0.132068	0.00804615	0.3439138	2	30.45067	0.0605339	0.217939	0.580508	1.04753	2.15403	0.118207	0.160134	0.0892588	0.261485	0.209553	0.161363	0.3507058	0.9806333
800	-569.9715	-495.5846	-74.3869	24.3824	2.383558	0.119493	0.389205	0.266098	0.26495	0.0137025	0.0886267	0.151238	0.227167	0.119299	0.0475457	0.812272	0.158324	0.601822	0.709351	0.143609	0.453052	0.193613	0.365729	0.131666	0.165614	0.217168	0.0826806	0.0201121	0.102097	0.00444938	0.00632314	0.113304	0.459955	0.0920235	0.430914	0.00596341	0.00287439	0.0861978	0.0681784	0.0499236	0.134978	0.122853	1.22487	0.2022316	0.0463283	0.0738671	0.36844	0.0461049	0.0126129	0.0185431	0.00694759	0.0522352	0.0669534	0.0103432	0.0333398	0.103444	0.0540492	0.0125835	0.116751	0.0237859	0.2803018	4	24.59016	0.08481846	0.335131	0.690451	1.07718	1.89724	0.127704	0.150664	0.104641	0.369398	0.100969	0.146625	0.3266301	0.8581628
900	-574.7967	-504.1126	-70.68408	5.038594	2.0008	0.279253	0.334477	0.359311	0.295812	0.0237602	0.273063	0.401321	0.0692286	0.112607	0.502272	0.036542	0.429403	0.115575	0.101304	0.539663	0.170121	0.0137562	0.203739	0.0270334	0.0661339	0.584201	0.160695	0.0414984	0.235595	0.042555	0.196846	0.160011	0.322789	0.102621	0.0979108	0.211503	0.10379	0.118899	0.869302	0.265897	0.159869	0.0464791	0.259559	0.2562258	0.06279397	0.0363072	0.350584	0.00186516	0.0780316	0.0356057	0.0103185	0.154626	7.51473e-06	0.00410063	0.144625	0.0348187	0.0147857	0.0275714	0.104528	0.00222493	0.4081621	4	28.04017	0.08133766	0.29337	0.655099	1.07001	1.98152	0.200899	0.14248	0.0775873	0.299313	0.153713	0.126009	0.4709561	0.866667
