Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1300	-241.3068	-232.0937	-9.2131	1.994323	0.2974776	-0.05309189	0.0223368	0.0335431	0.215216	0.143125	0.00215891	0.00769505	0.0118973	0.00377252	0.122057	0.0502856	0.101901	7.00724e-05	0.177912	0.0969852	0.0110443	0.1496434	29.68406	0.292596	0.654409	1.06985	1.98315	0.141813	0.145394	0.260988	0.0567933	0.269017	0.125995	0.0965515	1.549882
1400	-246.0056	-233.7652	-12.24041	2.57457	0.089763	0.014925	0.00962089	0.197629	0.0378679	0.20289	0.0153727	0.00909168	0.000432169	0.0195721	0.145319	0.0695635	0.204301	0.030227	0.00435473	0.0279455	0.0258131	0.07149675	104.7951	0.353414	0.704873	1.07943	1.86229	0.121496	0.150549	0.203924	0.0935781	0.247569	0.182884	0.08642175	0.8273005
1500	-238.7204	-230.7435	-7.97688	5.660497	0.1856529	0.05229552	0.0601328	0.0441495	0.0453338	0.188311	0.0663698	0.0022152	0.00760984	0.0100631	0.14009	0.212349	0.0502643	0.0275177	0.130249	0.00907828	0.00626684	0.002997571	43.92972	0.527394	0.818243	1.082	1.57236	0.109902	0.154563	0.238289	0.0728706	0.265618	0.158756	0.05529309	0.05421239
1600	-249.7051	-240.2725	-9.432604	2.939375	0.1033649	0.03549734	0.00740114	0.160823	0.0432023	0.176338	0.0551139	0.0476488	0.0197979	0.0212131	0.116156	0.066938	0.0461174	0.0272424	0.0301764	0.082343	0.0994882	0.002844207	86.04527	0.384517	0.728115	1.0822	1.80517	0.145349	0.181824	0.188329	0.120215	0.254025	0.110259	0.03834154	0.07418081
1700	-249.816	-235.0307	-14.78527	0.6911841	0.1437571	0.01272033	0.00319402	0.066718	0.137955	0.140942	0.157724	0.00549651	0.00554596	0.00298929	0.269187	0.0565174	0.0272896	0.0235213	0.0756742	0.021103	0.00614378	0.009347138	209.3628	0.0723063	0.359341	0.921557	2.6468	0.133466	0.10978	0.184398	0.0781771	0.431915	0.0622635	0.02206746	0.423571
1800	-243.7082	-227.181	-16.5271	2.832871	0.05094939	0.002020815	0.0228592	0.0854068	0.0270429	0.19229	0.0325676	0.00323908	0.0248628	0.00587547	0.337054	0.022033	0.0713271	0.0251591	0.11975	0.0254769	0.00505604	0.003467093	360.9074	0.375905	0.721834	1.08156	1.82071	0.132911	0.160015	0.197759	0.0791322	0.337735	0.0924477	0.005487908	0.6317695
1900	-248.8923	-241.397	-7.495296	1.538641	0.1600997	-0.002239759	0.00239581	0.029278	0.065978	0.168113	0.067697	0.0295799	0.0390781	0.00295553	0.244585	0.115732	0.0527885	0.0266589	0.0161477	0.112754	0.0262599	0.04899462	54.70885	0.23123	0.594864	1.05261	2.12129	0.178021	0.139817	0.195786	0.0786985	0.337771	0.0699064	0.04675486	1.047904
2000	-242.3687	-231.0407	-11.32799	2.981408	0.1071341	0.01646943	0.00141746	0.0557985	0.0250207	0.109384	0.0450604	0.0022247	0.031463	1.47209e-05	0.380713	0.038074	0.00102393	0.00696633	0.252957	0.00371955	0.0461623	0.0008033852	129.0378	0.387818	0.730493	1.08242	1.79927	0.116917	0.129762	0.277696	0.0406929	0.387852	0.0470796	0.01727281	0.04651154
2100	-250.8355	-232.8478	-17.98772	1.241769	0.1436109	-0.01229527	0.0768578	0.0205013	0.140118	0.207227	0.0182503	0.0017471	0.0420396	0.00215207	0.224439	0.0380014	0.0288436	0.0295932	0.0982295	0.0163825	0.0556174	0.1363093	151.6535	0.182541	0.539052	1.03082	2.24759	0.13658	0.0936685	0.272098	0.0619951	0.281475	0.154184	0.124014	1.099144
2200	-238.2627	-234.5626	-3.700135	3.451934	0.412314	0.05473878	0.0193734	0.12781	0.12571	0.135638	0.0417226	0.000542084	0.0231298	0.00702293	0.118462	0.0178043	0.191605	0.000291185	0.124571	0.0377453	0.0285725	0.05822323	13.20197	0.421461	0.753833	1.08399	1.74072	0.157166	0.206265	0.10178	0.045436	0.321081	0.168272	0.112962	0.5154231
2300	-244.5413	-234.9926	-9.548613	1.890773	0.0687814	0.01957711	0.0126886	0.0801993	0.0192243	0.256136	0.0159309	0.0403909	0.0447959	0.00469578	0.247497	0.0273563	0.0431134	0.00679387	0.111564	0.0374957	0.0521171	0.02127176	90.19299	0.279878	0.642872	1.067	2.01025	0.100027	0.109583	0.258402	0.095345	0.311658	0.124984	0.04084887	0.5207429
2400	-242.2137	-237.3224	-4.89132	3.366668	0.1810422	0.05910792	0.00657945	0.238451	0.146769	0.125914	0.00874601	0.00679792	0.0587833	0.00714014	0.0932393	0.00156457	0.0407622	0.00737635	0.203207	0.0148781	0.0397913	0.00694699	36.18887	0.415779	0.750001	1.08381	1.75041	0.149972	0.143604	0.162227	0.107218	0.331363	0.105617	0.06605491	0.1051699
2500	-241.4328	-232.8494	-8.583464	5.844559	0.409933	0.1258889	0.0248076	0.0664326	0.237669	0.197382	0.0272319	0.00212038	0.0425783	0.0048621	0.140004	0.0742931	0.021585	0.00750234	0.00684408	0.111027	0.0356596	0.01982956	20.18893	0.533776	0.821744	1.0816	1.56288	0.197346	0.124245	0.307304	0.0373017	0.284466	0.0493376	0.1457185	0.1360812
2600	-244.7531	-231.3747	-13.37848	2.975611	0.1751645	0.04153495	0.00061756	0.00592361	0.161284	0.102494	0.0901387	0.00548833	0.0097781	0.000262721	0.247234	0.103805	0.0950095	0.0162977	0.103905	0.0569219	0.000839733	0.02090014	120.6291	0.387366	0.730169	1.08239	1.80007	0.152109	0.229912	0.214485	0.0421921	0.265696	0.0956068	0.0624351	0.3347499
2700	-249.3555	-231.937	-17.41849	3.359342	0.04334702	0.01552656	0.0229159	0.032855	0.162769	0.138243	0.0989907	0.00575081	0.0564077	0.00594127	0.106259	0.0520815	0.0182942	0.00783363	0.151292	0.0887572	0.0516087	0.003362984	220.6577	0.415283	0.749665	1.08379	1.75126	0.184387	0.109375	0.240676	0.0601674	0.321427	0.0839669	0.01888955	0.1780341
2800	-240.4978	-229.5226	-10.97521	1.665245	0.2883941	0.0120683	0.0383132	0.019351	0.0588547	0.291914	0.0148204	0.00119857	0.00853858	0.00960002	0.219176	0.0033922	0.00284584	0.038147	0.170232	0.0156651	0.107953	0.009225252	113.0545	0.249758	0.613935	1.05881	2.07749	0.149386	0.140048	0.22853	0.0664091	0.302737	0.112891	0.02129355	0.4332416
2900	-258.9116	-241.9982	-16.91336	5.675879	0.1009999	0.0029399	0.0875948	0.290073	0.0566588	0.27184	0.0470221	0.00955911	0.00715064	0.00371341	0.0687764	0.0534721	0.0217857	0.0514988	0.0108949	0.00949957	0.0104612	0.01121938	230.4632	0.527938	0.818542	1.08197	1.57155	0.201805	0.164997	0.144645	0.0595985	0.295741	0.133214	0.01415928	0.7923694
3000	-252.6998	-236.4688	-16.23104	1.128949	0.05998286	0.005256459	0.044571	0.120222	0.0686629	0.185122	0.00154168	0.0512264	0.0235451	0.00586893	0.219696	0.0448028	0.00534235	0.0167361	0.144494	0.0507056	0.0174638	0.004216619	300.6113	0.161941	0.512353	1.01846	2.30724	0.148032	0.16075	0.185867	0.0547692	0.29721	0.153371	0.009473078	0.445116
3100	-244.8596	-233.8759	-10.98372	5.188884	0.1344745	0.00990417	0.0123147	0.188397	0.10627	0.113417	0.119169	0.00277938	0.0170442	0.0185366	0.0833162	0.108449	0.0162281	0.0126424	0.132881	0.052125	0.0164313	0.00830364	73.05561	0.509738	0.808349	1.08296	1.59895	0.123807	0.192532	0.240019	0.0701319	0.272621	0.100888	0.01820781	0.4560482
3200	-245.8313	-234.8964	-10.93489	3.319835	0.1394599	0.01403679	0.0313672	0.27379	0.0836222	0.0956725	0.0447674	0.0210808	0.0115089	0.011895	0.152248	0.0650559	0.00414979	0.0151822	0.155837	0.0200333	0.0137905	0.001235333	103.8769	0.412585	0.747828	1.0837	1.75589	0.193715	0.147602	0.18322	0.090404	0.303871	0.0811886	0.01527213	0.08088809
3300	-250.7399	-236.4794	-14.26044	6.085725	0.2222839	0.02914603	0.060328	0.0383067	0.0461825	0.206538	0.0108305	0.000206953	0.0270963	0.00249475	0.380844	0.02228	0.0255171	0.00974013	0.161716	0.00391324	0.0040056	0.03595292	61.26246	0.541751	0.826066	1.08107	1.55112	0.190708	0.0679945	0.207642	0.08333	0.392803	0.057523	0.06509895	0.552281
3400	-243.8097	-230.6157	-13.194	2.882117	0.06330018	0.02324058	0.0212817	0.140973	0.0621102	0.207865	0.0685616	0.00403126	0.0344453	0.00918669	0.0957553	0.165121	0.0443014	0.0108962	0.108987	0.0164877	0.00999594	0.002685433	139.0018	0.379932	0.724785	1.08187	1.81342	0.124313	0.107785	0.266528	0.0442703	0.336447	0.120657	0.02592602	0.1035806
3500	-244.7155	-235.1118	-9.603728	1.503831	0.1634473	0.005009867	0.0102924	0.00616949	0.0704877	0.225469	0.0699287	0.003082	0.0066367	0.00265276	0.145162	0.0371639	0.0258469	0.0128115	0.228694	0.102998	0.0526043	0.03230071	77.11989	0.225914	0.589193	1.05065	2.13425	0.1474	0.0917114	0.231207	0.110877	0.295059	0.123746	0.03731058	0.8657253
3600	-250.6946	-238.0812	-12.61339	4.924542	0.3554566	0.01410161	0.000642098	0.0280934	0.118413	0.13203	0.0686177	0.000192494	0.0492432	0.00821578	0.241889	0.0822833	0.0139993	0.00658747	0.147258	0.0585141	0.0440217	0.1078144	47.25846	0.498913	0.80213	1.08343	1.61553	0.177298	0.0695531	0.217001	0.0389156	0.421794	0.0754378	0.121916	0.8843334
3700	-239.7729	-234.3831	-5.389845	2.018154	0.5394688	0.118312	0.0746696	0.0391539	0.0573312	0.201267	0.0344794	0.00555313	0.00418133	0.0191609	0.156166	0.00478226	0.00928682	0.0625345	0.190613	0.093014	0.0478079	0.0775995	13.99387	0.295432	0.65693	1.07044	1.9772	0.159941	0.104165	0.308133	0.0422743	0.270726	0.114761	0.1959115	0.3960947
3800	-241.3695	-235.9646	-5.404968	2.055728	0.4176217	0.07025022	0.0199597	0.0829857	0.0873453	0.0621947	0.010773	0.00864044	0.00854753	0.00210233	0.174718	0.186256	0.108829	0.00889715	0.037962	0.135613	0.0651759	0.03646641	22.47025	0.299837	0.660812	1.07132	1.96803	0.133551	0.185458	0.22721	0.0479216	0.274807	0.131053	0.1067166	0.3417125
3900	-250.9197	-237.0418	-13.87795	4.368834	0.04400172	-0.02052906	0.019263	0.0446344	0.0135473	0.186831	0.0881098	0.0145224	0.0211232	0.0116614	0.0991518	0.0861781	0.0750769	0.00306144	0.200419	0.100068	0.0363531	0.07493428	84.97117	0.473544	0.78707	1.08418	1.6552	0.139632	0.266645	0.195164	0.0954168	0.233373	0.0697688	0.05440522	1.377336
4000	-247.0508	-237.9077	-9.143135	3.96259	0.2559992	0.06879152	0.0713874	0.0964883	0.142868	0.12611	0.074908	0.000501382	0.0150163	0.000917191	0.115943	0.0128432	0.117129	0.0389542	0.118546	0.0555236	0.0128639	0.02310386	42.9988	0.452295	0.773905	1.08441	1.68939	0.122067	0.130074	0.16481	0.0502393	0.400714	0.132096	0.09189538	0.2514148
4100	-248.7068	-235.2555	-13.4513	2.057597	0.08177644	0.008129219	0.0707912	0.117788	0.0399885	0.274816	0.08518	0.00245179	0.0402263	0.0152036	0.154524	0.0176159	0.0058626	0.0441944	0.118188	0.00592247	0.00724747	0.02200723	152.8246	0.300055	0.661002	1.07137	1.96758	0.17501	0.109315	0.233778	0.0745696	0.28049	0.126837	0.03013645	0.730253
4200	-232.179	-228.7169	-3.462043	3.854474	0.3507125	0.08426849	0.0178869	0.00384751	0.0497079	0.15915	0.157979	0.000102398	0.000303158	0.000622309	0.148634	0.0945147	0.0628505	0.025401	0.224343	0.0274538	0.0272045	0.004363638	20.00715	0.446185	0.770021	1.08439	1.6994	0.104726	0.196318	0.217233	0.0690874	0.316233	0.0964024	0.08863213	0.04923314
4300	-249.5564	-239.6081	-9.948321	1.1091	0.08217092	0.004930685	0.0711995	0.0108582	0.0632751	0.151769	0.0105324	0.00537529	0.00443175	0.00192387	0.253551	0.18725	0.0293899	0.0194215	0.112998	0.0658945	0.0121301	0.0148656	109.2935	0.158194	0.507256	1.01596	2.31859	0.121993	0.211525	0.196852	0.0915182	0.30291	0.0752018	0.01979629	0.7509288
4400	-244.5342	-237.7368	-6.797359	3.793284	0.2847246	0.09634819	0.12854	0.0653129	0.175606	0.141284	0.00266003	0.00521483	0.0655303	0.0106833	0.24238	0.0268871	0.0582804	0.00610776	0.0498012	0.00136379	0.0203488	0.003042235	33.99035	0.442633	0.767743	1.08437	1.70525	0.164284	0.19577	0.171053	0.112909	0.268006	0.0879782	0.09939043	0.03060893
4500	-241.5278	-230.1675	-11.36031	3.506275	0.1633979	-0.003026504	0.00735577	0.050193	0.0942162	0.28512	0.0537031	0.000938807	0.00841048	0.0129452	0.1495	0.0307428	0.0472634	0.00534013	0.137093	0.0520731	0.0651043	0.03144581	78.0895	0.424995	0.756195	1.08409	1.73472	0.137361	0.187588	0.260357	0.0772367	0.258076	0.0793808	0.02841931	1.106495
4600	-244.8316	-231.739	-13.09257	3.762661	0.1344964	0.004478303	0.0355848	0.0374708	0.0868812	0.114225	0.0683825	0.00413395	0.0127261	0.0187097	0.252819	0.0769599	0.0529364	0.00364089	0.169042	0.0654878	0.000999944	0.07080355	100.5537	0.440829	0.76658	1.08436	1.70823	0.157333	0.230875	0.183094	0.071073	0.264718	0.0929063	0.07528185	0.9405128
4700	-238.8844	-227.3164	-11.56798	2.472159	0.2536899	0.01788249	0.00165689	0.0572119	0.0743705	0.346114	0.0490349	0.00420479	0.0221476	0.000424244	0.154233	0.0345211	0.045451	0.0200604	0.172697	0.001293	0.0165797	0.01710958	96.49125	0.343801	0.697364	1.0783	1.88053	0.136031	0.114887	0.232464	0.0716877	0.3799	0.0650298	0.03499208	0.488956
4800	-244.5307	-236.9687	-7.561938	2.282425	0.09257699	0.02625085	0.133658	0.00711063	0.0880898	0.101538	0.161418	0.00974507	0.00669756	0.0087519	0.0813316	0.0510311	0.0331551	0.0201645	0.152206	0.0750965	0.0700054	0.02080967	65.05618	0.324808	0.682037	1.07568	1.91747	0.123809	0.144184	0.266904	0.0637019	0.269105	0.132297	0.04706052	0.4421896
4900	-245.2932	-232.4003	-12.89288	4.051208	0.0601333	0.009563682	0.000593005	0.116296	0.0526695	0.286089	0.0308589	0.00121779	0.0452748	0.00629212	0.118976	0.00521177	0.0647692	0.00736337	0.234761	0.00132771	0.0283002	0.008007456	111.999	0.457153	0.776961	1.08439	1.6815	0.13708	0.199674	0.248493	0.0570913	0.262187	0.0954749	0.01757114	0.4557164
5000	-240.8157	-233.9915	-6.824261	1.602769	0.5253867	0.02157508	0.027496	0.165736	0.0298719	0.171207	0.0821472	0.00738287	0.00635939	0.00865459	0.174878	0.0814287	0.055214	0.0107826	0.146251	0.00888705	0.0237035	0.01975658	27.03185	0.24077	0.604814	1.05593	2.09849	0.161876	0.194281	0.143958	0.0465721	0.354895	0.0984179	0.04133166	0.4780012
5100	-247.5516	-239.3481	-8.203519	2.482749	0.1321785	0.02375443	0.00351832	0.130797	0.166699	0.103756	0.0697984	0.00833376	0.0921532	0.00770946	0.11709	0.00946594	0.0169643	0.0144502	0.184131	0.0167994	0.0583345	0.007589601	62.12373	0.344815	0.698164	1.07843	1.87859	0.150966	0.145131	0.18001	0.0463922	0.319644	0.157857	0.03134403	0.2421386
5200	-244.9217	-234.3211	-10.60054	3.575092	0.1223325	-0.01036934	0.0428496	0.118358	0.0258263	0.138245	0.0814623	0.00149614	0.00247181	0.016197	0.143452	0.0582505	0.20316	0.00284315	0.105257	0.0294294	0.0307027	0.04622884	85.64602	0.429379	0.759102	1.08418	1.72733	0.113241	0.186553	0.165636	0.0572812	0.272196	0.205093	0.0358595	1.289166
5300	-246.3681	-234.5935	-11.77455	2.46141	0.09504061	0.001755943	0.0197047	0.0519816	0.0713596	0.080535	0.139078	0.00710956	0.0111884	0.00046896	0.144526	0.264544	0.038141	0.00587574	0.150098	0.00751823	0.00787113	0.02166863	93.3254	0.342767	0.696547	1.07818	1.88251	0.147633	0.151219	0.145847	0.110588	0.351087	0.0936266	0.02342458	0.9250384
5400	-253.039	-238.2994	-14.7396	2.046895	0.1454813	0.00811563	0.00667676	0.105399	0.0243947	0.0644989	0.0335881	0.0144315	0.000836405	0.00158963	0.0709808	0.121342	0.362746	0.0200343	0.124178	0.0455575	0.00374779	0.0001256081	275.9675	0.298809	0.659909	1.07112	1.97016	0.121454	0.223431	0.185515	0.0699097	0.32009	0.0796004	0.008241238	0.01524141
5500	-246.4629	-232.9258	-13.53714	2.042749	0.04257031	-0.0003186702	0.0449362	0.0942537	0.0891234	0.120868	0.0206498	0.00748797	0.00230599	0.0037351	0.0774794	0.0671965	0.0850062	0.0204689	0.153209	0.154222	0.0590588	0.02133753	335.8248	0.298325	0.659484	1.07102	1.97117	0.158286	0.226509	0.196703	0.0527915	0.266367	0.0993435	0.02101886	1.015161
5600	-244.7295	-233.0412	-11.68825	2.19375	0.08345526	0.006309707	0.00474442	0.0739746	0.0507814	0.164534	0.0226942	0.00371672	0.0828167	0.00234451	0.103787	0.0474769	0.0565767	0.00570075	0.351104	0.010927	0.0188209	0.006142007	157.441	0.315355	0.674153	1.07416	1.93633	0.184523	0.172479	0.22201	0.069233	0.242264	0.109491	0.01245171	0.493266
5700	-242.582	-228.5642	-14.01782	2.712749	0.1882713	0.007956812	0.00255514	0.205211	0.140573	0.148216	0.0525091	0.000813169	0.0170616	0.0103357	0.23548	0.0908223	0.00449313	0.00264183	0.0797112	0.00226914	0.00730784	0.05687018	117.688	0.365742	0.714272	1.08068	1.83931	0.167131	0.146402	0.210812	0.0592703	0.316021	0.100362	0.06482699	0.8772608
5800	-251.6241	-245.558	-6.066186	2.432285	0.1583996	0.03449942	0.0346041	0.0978669	0.0886622	0.0517055	0.075255	0.00364016	0.00981915	0.0159417	0.219807	0.208655	0.0625598	0.0315342	0.0757815	0.00213934	0.0220278	0.01212967	34.17156	0.339941	0.694303	1.07782	1.88794	0.113905	0.151749	0.288038	0.0458125	0.318629	0.0818672	0.04662908	0.260131
5900	-241.8273	-235.7834	-6.043876	2.680251	0.2543946	0.03019657	0.00123009	0.140307	0.0157847	0.207386	0.0218589	0.0391594	0.0116387	0.0014623	0.117943	0.0611783	0.0304745	0.046185	0.0811248	0.0709763	0.153292	0.04286853	34.70935	0.362906	0.712132	1.08041	1.84455	0.196853	0.157078	0.204877	0.085995	0.245924	0.109273	0.0730651	0.5867169
6000	-248.9697	-234.2777	-14.69205	4.946009	0.05021871	0.009847225	0.0075853	0.19535	0.0252743	0.273717	0.111594	0.0146073	0.0125046	0.00610693	0.0714567	0.00780365	0.0236768	0.00217065	0.11331	0.0824894	0.0523534	0.007474861	164.8731	0.49982	0.802655	1.08339	1.61413	0.159235	0.186224	0.238039	0.0869375	0.24758	0.081985	0.01732209	0.431522
6100	-251.7617	-232.7454	-19.01637	4.547367	0.04421761	0.001858683	0.00696492	0.0991853	0.0116836	0.111778	0.0387213	0.0291415	8.9847e-05	0.0066372	0.247052	0.0152086	0.0519316	0.00112506	0.257525	0.11225	0.0107057	0.006082203	343.7547	0.482118	0.792238	1.08399	1.64166	0.140544	0.122542	0.187352	0.134221	0.321194	0.0941477	0.007940887	0.765935
6200	-247.0549	-232.2656	-14.78925	2.289896	0.0319253	0.00371883	0.0268125	0.0654749	0.223797	0.286725	0.0326606	0.00216978	0.0227596	0.00105185	0.105626	0.0219322	0.113445	0.02868	0.0195292	0.043248	0.00608808	0.002287934	274.2368	0.325587	0.682679	1.0758	1.91593	0.207619	0.144274	0.193119	0.0822712	0.235069	0.137648	0.006006764	0.3808929
6300	-258.0325	-233.5446	-24.48788	4.669268	0.05685232	0.000566178	0.00692504	0.00981693	0.0741896	0.290674	0.0890925	0.0070329	0.0112489	0.00423283	0.134952	0.0905673	0.0949516	0.00201701	0.130062	0.0104279	0.0438101	0.001095617	925.2532	0.487733	0.795578	1.08383	1.63286	0.14232	0.103389	0.25712	0.0702346	0.329885	0.0970504	0.001661795	0.6592973
6400	-242.7652	-233.1483	-9.616885	5.598429	0.165452	0.0291899	0.0275888	0.0882281	0.064217	0.130118	0.0166325	0.0146868	0.0587899	0.00998707	0.224954	0.0170235	0.0427538	0.0280496	0.248307	0.0210157	0.00764884	0.02991612	46.72776	0.525181	0.817019	1.08213	1.57566	0.211778	0.11081	0.198144	0.0727575	0.30504	0.10147	0.05910603	0.5061434
6500	-247.5792	-240.6585	-6.920742	2.579566	0.1727456	0.01191853	0.0532014	0.020693	0.0128023	0.152819	0.010768	0.043647	0.0179407	0.000192328	0.160293	0.054129	0.0559491	0.0322578	0.0488306	0.222843	0.113634	0.02104188	45.33965	0.353873	0.705227	1.07948	1.86142	0.157255	0.074602	0.171336	0.094383	0.406867	0.0955562	0.03296041	0.6383985
6600	-245.2273	-235.0198	-10.20743	3.214631	0.04817266	0.01823759	0.00992032	0.113764	0.0101676	0.111664	0.0199478	0.00120368	0.0105043	0.00864524	0.343247	0.111321	0.069236	0.0264532	0.0203272	0.092668	0.05093	0.009336992	108.709	0.405213	0.742759	1.08339	1.76864	0.143372	0.134884	0.175718	0.0585905	0.399553	0.0878817	0.02757458	0.3386087
6700	-245.001	-231.7348	-13.26618	3.445817	0.1506333	-0.003314577	0.0414347	0.0658407	0.119786	0.224446	0.0394163	0.00415171	0.0416727	5.76591e-05	0.13313	0.0685576	0.0504409	0.00211329	0.0971832	0.0856551	0.0261145	0.05658661	74.81484	0.421059	0.753563	1.08398	1.7414	0.128575	0.184424	0.225941	0.0600741	0.264998	0.135988	0.05327203	1.06222
