Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-79.08264	-82.54817	3.465524	2.24778	0.01150891	0.006573284	0.0131548	0.0264284	0.0439247	0.153447	0.286349	0.0736945	0.0222701	0.0227436	0.109747	0.00161937	0.0187737	0.063774	0.0303905	0.0890748	0.0446085	0.02172623	304.7683	0.321161	0.679016	1.07511	1.92471	0.0532481	0.427319	0.00129598	0.144462	0.313104	0.0605713	0.02829952	0.7677245
100	-78.9415	-82.28825	3.346755	1.522296	0.1626014	0.006463732	0.0703308	0.0515036	0.0920267	0.0134431	0.0270431	0.0285772	0.0164753	0.00598477	0.0477386	0.055486	0.0154758	0.0650448	0.0592669	0.417692	0.0339114	0.02571709	312.7109	0.228746	0.592226	1.0517	2.12732	0.0144449	0.368665	0.00745443	0.16051	0.387325	0.061601	0.03218082	0.7991433
200	-73.47727	-85.1719	11.69464	1.040444	0.05612449	0.02250365	0.0723195	0.0401724	0.0141146	0.0100842	0.0124193	0.0434014	0.0108963	0.098259	0.0771359	0.0680422	0.0099574	0.215684	0.00686914	0.209394	0.111251	0.01293472	52.50765	0.144952	0.48858	1.00639	2.36008	0.0698968	0.380239	0.00215111	0.0702958	0.419809	0.0576082	0.03543837	0.3649919
300	-73.83081	-83.73537	9.904557	2.457505	0.07665451	0.01140035	0.0419816	0.0561287	0.239614	0.0824224	0.000445944	0.0916569	0.0441914	0.0172945	0.0014231	0.145408	0.0224382	0.00602532	0.0454786	0.159374	0.0461181	0.0237734	52.54429	0.34239	0.696249	1.07813	1.88323	0.0487901	0.529449	0.00452673	0.0946693	0.302742	0.0198224	0.03517376	0.6758847
400	-73.40493	-78.59002	5.185092	2.737326	0.06695498	0.01713741	0.120471	0.0304524	0.0407716	0.0761024	0.0578835	0.103305	0.0258986	0.0104435	0.0485533	0.0899022	0.0156256	0.117579	0.00454476	0.114945	0.143522	0.02340353	156.7575	0.367862	0.715863	1.08087	1.8354	0.0490387	0.492906	0.000977867	0.114664	0.302019	0.040395	0.04054093	0.5772814
500	-72.12045	-81.55358	9.433126	2.062643	0.0822438	0.01206637	0.321582	0.0124122	0.0861536	0.00269242	0.0677063	0.0204192	0.0447163	0.0173574	0.028463	0.103909	0.00886326	0.0270142	0.0610635	0.186286	0.0113617	0.01441766	73.09101	0.30064	0.661514	1.07148	1.96637	0.0180048	0.547227	0.00244636	0.12603	0.274823	0.0314679	0.02648403	0.5443906
600	-73.91137	-82.49593	8.584554	1.327829	0.1764612	-0.03056435	0.0933065	0.106947	0.00138101	0.174968	0.0181717	0.0214779	0.0281353	0.0109954	0.0490563	0.0963153	0.00264057	0.0722764	0.0320073	0.208612	0.0837088	0.05421165	38.57908	0.197459	0.557142	1.03848	2.20692	0.095715	0.305096	0.00873544	0.132769	0.411058	0.0466274	0.02364731	2.292509
700	-75.31859	-85.9608	10.64221	1.031617	0.07839641	0.0345884	0.0847061	0.0562782	0.0738756	0.163367	0.087879	0.113368	0.0241461	0.00225697	0.0116474	0.0687755	0.0122254	0.026385	0.0311673	0.157734	0.086188	0.01407565	56.23693	0.143219	0.486053	1.00505	2.36568	0.0521343	0.447915	0.0217135	0.184837	0.264339	0.0290606	0.04866405	0.2892412
800	-71.45319	-81.70965	10.25646	2.736024	0.03319194	0.01718346	0.0808035	0.0175178	0.0114858	0.0207588	0.0237829	0.00029447	0.0808473	0.0366729	0.0975021	0.0843263	0.0585466	0.0146962	0.0403971	0.408639	0.0237295	0.0331009	39.18932	0.36775	0.715779	1.08086	1.83561	0.0396887	0.387197	0.0153023	0.127849	0.387781	0.0421819	0.05028436	0.6582743
900	-76.95558	-86.84438	9.888793	1.297271	0.05700578	0.009619985	0.103417	0.0685912	0.0379702	0.0694991	0.0120835	0.0113519	0.0217074	0.0311692	0.0216697	0.0413947	0.130335	0.039525	0.0745942	0.277501	0.0591917	0.006802486	85.70233	0.19224	0.550922	1.03591	2.22093	0.0105963	0.541245	0.0197884	0.0853576	0.285408	0.0576043	0.01642247	0.4142182
1000	-79.62619	-89.43122	9.805038	1.97855	0.09866791	0.01605639	0.143111	0.0044133	0.0551128	0.00612581	0.129796	0.0111665	0.00834931	0.00656121	0.0514395	0.0444345	0.0171067	0.32001	0.0297679	0.0257666	0.146839	0.00676534	71.33477	0.290701	0.652713	1.06944	1.98714	0.03153	0.546808	0.0071482	0.104286	0.167293	0.142935	0.02282173	0.296443
1100	-77.23378	-90.99887	13.7651	1.340296	0.13524	0.1435695	0.00795584	0.00770199	0.0436236	0.288557	0.00581038	0.102908	0.0288983	0.0877306	0.0313943	0.024522	0.0253246	0.0286285	0.0519765	0.227005	0.0379624	0.03478985	8.740105	0.199564	0.559619	1.03948	2.20133	0.019914	0.351932	0.0308006	0.113277	0.409164	0.074913	0.1783594	0.1950548
1200	-73.56869	-83.9462	10.37751	2.969355	0.07599021	0.01867475	0.131537	0.214328	0.00511912	0.0467714	0.0244374	0.00226431	0.00901268	0.074809	0.126479	0.0188759	0.00450238	0.0388958	0.000366466	0.089312	0.213289	0.01992996	38.59667	0.386877	0.729817	1.08236	1.80095	0.0393919	0.323857	0.0219437	0.191271	0.386203	0.0373341	0.03860471	0.5162573
1300	-69.32695	-80.11251	10.78555	3.132158	0.1737156	0.06314681	0.100759	0.00677383	0.124952	0.199944	0.016957	0.113462	0.0162932	0.00693799	0.0324078	0.0764182	0.0617798	0.0872913	0.00774579	0.137181	0.0110962	0.05515885	15.35259	0.399234	0.738592	1.0831	1.77908	0.0354975	0.47569	0.0128336	0.0908518	0.339383	0.0457447	0.1183057	0.4662402
1400	-75.33078	-80.85022	5.519442	1.938916	0.02379408	-0.004449143	0.178874	0.00806267	0.0514135	0.000561801	0.144476	0.10023	0.00678089	0.0141762	0.0634675	0.119096	0.072481	0.00736049	0.00878193	0.139352	0.0848864	0.0121852	236.9952	0.285872	0.648357	1.06838	1.99739	0.0357513	0.501657	0.010349	0.12135	0.278412	0.0524809	0.007736052	1.575118
1500	-77.32905	-86.70051	9.371459	1.097097	0.1044689	-0.04146008	0.11444	0.205312	0.0302016	0.0761154	0.0348963	0.00378023	0.0709785	0.0114205	0.0590608	0.0241603	0.221116	0.052052	0.0148054	0.0731849	0.00847565	0.1416675	31.61602	0.15591	0.50411	1.01439	2.32559	0.0772376	0.263704	0.00497737	0.149812	0.409822	0.0944467	0.1002074	1.413743
1600	-74.67075	-85.79669	11.12594	1.616004	0.1965073	0.07431062	0.0600338	0.0298915	0.0922306	0.0422286	0.0550496	0.152833	0.0863563	0.00637675	0.230447	0.00527883	0.0720284	0.0746629	0.023991	0.0531686	0.0154234	0.08406514	16.35359	0.242699	0.606792	1.05657	2.09394	0.0396526	0.436153	0.0011917	0.186099	0.325761	0.0111426	0.1583758	0.5307955
1700	-76.98125	-89.63783	12.65658	1.87947	0.08181738	0.07113387	0.120125	0.0698504	0.00355124	0.075062	0.0653396	0.0735381	0.0321833	0.103771	0.0490453	0.0435396	0.0302227	0.104785	0.031059	0.122945	0.0749834	0.005416992	16.57706	0.27845	0.641553	1.06666	2.01334	0.0472614	0.500898	0.0308464	0.0930548	0.264832	0.0631075	0.07655086	0.0707633
1800	-71.19015	-79.72454	8.534392	3.633628	0.1775213	-0.008195159	0.112958	0.0341008	0.0114176	0.131117	0.0357568	0.187441	0.0220051	0.019871	0.156299	0.0332665	0.01775	0.0532636	0.0161716	0.1631	0.00548134	0.1120963	18.1415	0.433028	0.761504	1.08425	1.72121	0.0237295	0.511723	0.00424436	0.105739	0.321169	0.0333952	0.1039011	1.078875
1900	-75.62186	-82.80231	7.180446	6.312532	0.2435656	0.03546592	0.0108346	0.0229116	0.359506	0.00551644	0.0741771	0.00249214	0.0024425	0.00970469	0.03386	0.165	0.0154023	0.199745	0.010276	0.0617433	0.0263886	0.04545997	15.05098	0.548882	0.829881	1.08055	1.54069	0.0317633	0.516555	0.00316598	0.117634	0.293736	0.0371465	0.08092589	0.5617482
2000	-73.32672	-78.10456	4.777844	2.085065	0.03618319	0.03484447	0.0466406	0.0079029	0.0279469	0.0901026	0.0516071	0.169392	0.0491193	0.014877	0.0124128	0.0512624	0.0732593	0.0145905	0.0177647	0.362313	0.0108088	0.01545745	129.0955	0.303222	0.663765	1.07198	1.96103	0.0341523	0.407035	0.00140853	0.111808	0.358393	0.0872036	0.05030191	0.3072934
2100	-74.56776	-84.19598	9.628219	3.458625	0.02982866	0.00990204	0.341638	0.0831848	0.0173709	0.0337235	0.0137139	0.164467	0.00343075	0.0792597	0.0047255	0.0427585	0.0419417	0.0585547	0.00585918	0.0856396	0.0237325	0.01609719	42.03719	0.421899	0.754127	1.084	1.73997	0.0421224	0.424262	0.00876405	0.243415	0.22395	0.0574862	0.02599923	0.6191411
2200	-82.8765	-91.93916	9.062654	3.938844	0.1768982	0.04647806	0.0876615	0.0140144	0.0771811	0.0576101	0.11619	0.234055	0.0109109	0.0135207	0.0073837	0.112958	0.0114426	0.107501	0.0406984	0.108858	1.32748e-05	0.03638353	24.76963	0.450971	0.773067	1.08441	1.69156	0.0818339	0.213227	0.0217592	0.259701	0.337441	0.086039	0.08286159	0.439088
2300	-78.0232	-83.56008	5.53688	0.6704776	0.03974565	0.003408504	0.0676236	0.0176258	0.034065	0.058086	0.218063	0.0418889	0.038185	0.0112612	0.0422404	0.0384247	0.00510906	0.245584	0.00934899	0.16449	0.00800474	0.0225678	375.5452	0.0678968	0.349261	0.913417	2.66942	0.00630435	0.51177	0.0376246	0.132014	0.255832	0.0564554	0.0259763	0.8687841
2400	-73.54377	-82.91771	9.373935	1.941234	0.02168502	0.01545974	0.176077	0.0150419	0.081798	0.071501	0.134315	0.0733498	0.0409631	0.0290199	0.0514791	0.00420256	0.039507	0.041531	0.00680417	0.213478	0.020932	0.006640867	93.43086	0.286157	0.648616	1.06845	1.99678	0.0481108	0.44414	0.024488	0.0781364	0.366302	0.0388225	0.02210061	0.3004835
2500	-67.83379	-82.44997	14.61617	1.513724	0.1593707	0.09951487	0.088468	0.0155883	0.020453	0.133857	0.151476	0.0884197	0.0127339	0.0327343	0.00117924	0.0430292	0.0223547	0.081359	0.00505022	0.284101	0.0191966	0.008842874	10.01124	0.227435	0.590825	1.05122	2.13052	0.0233571	0.365749	0.00181986	0.0795382	0.499918	0.0296175	0.1083577	0.08160815
2600	-80.06809	-88.61683	8.548739	1.376695	0.04919738	-0.01042651	0.154051	0.0812559	0.107114	0.0800253	0.0383969	0.0820621	0.0159644	0.00138802	0.0750585	0.00501677	0.072471	0.025579	0.01071	0.245695	0.0052123	0.03409359	69.11681	0.205631	0.566657	1.04228	2.18543	0.0351739	0.431472	0.0459873	0.144217	0.326283	0.0168674	0.02366708	1.440549
2700	-75.27606	-89.07889	13.80283	1.298419	0.101484	0.07898758	0.0149325	0.239275	0.0157698	0.00143236	0.0540265	0.0342753	0.0201222	0.0551308	0.0536458	0.0051932	0.00850484	0.19739	0.00839175	0.215959	0.0759503	0.003421422	17.32488	0.192437	0.55116	1.03601	2.22039	0.0142561	0.415774	0.0653249	0.0992565	0.35875	0.0466386	0.082409	0.04151758
2800	-76.58667	-87.18165	10.59499	1.527627	0.01648943	0.02670003	0.110958	0.0044125	0.0918001	0.0295697	0.0775925	0.0119893	0.0454907	0.0975196	0.0117876	0.207168	0.051686	0.0685521	0.0111081	0.122792	0.0575735	0.00220323	70.13156	0.229559	0.593091	1.052	2.12535	0.0332079	0.39195	0.0343409	0.0873341	0.364942	0.0882259	0.02890326	0.07622773
2900	-74.17497	-80.67663	6.50166	3.402016	0.03613076	0.02152813	0.0779557	0.151495	0.00528248	0.0594458	0.0895052	0.177945	0.0070564	0.0190446	0.00210313	0.137852	0.00302066	0.0229465	5.56781e-05	0.245292	0.000999571	0.01238732	115.2753	0.418155	0.751609	1.08389	1.74635	0.0413011	0.398769	0.0196931	0.123737	0.323886	0.0926129	0.03391545	0.3652413
3000	-75.00815	-87.76806	12.75991	1.515016	0.2112463	0.07018446	0.00673988	0.0800623	0.0633904	0.000987571	0.0764184	0.201699	0.00572515	0.0273208	0.0671155	0.00924976	0.0474198	0.0214306	0.0102981	0.348809	0.0333329	0.01539095	15.48367	0.227633	0.591037	1.05129	2.13004	0.0923279	0.428322	0.00194532	0.17764	0.188405	0.11136	0.08557541	0.1798525
